detector_width,day,score
24,79,1.8346851128549893
24,80,1.7523429111140407
24,81,1.6427487106251204
24,82,1.5173765501094136
24,83,1.380831470971347
24,84,1.2446667674159846
24,85,1.1310476118846953
24,86,1.049683461876244
24,87,1.00470834857084
24,88,1.0047273960515
24,89,1.059789325447421
24,90,1.1687039880654595
24,91,1.3229727691141067
24,92,1.4886630962119307
24,93,1.6246164334881787
24,94,1.7107534669577622
24,95,1.7257939554639539
24,96,1.6566625063874127
24,97,1.5463599735031166
24,98,1.4411530971402966
24,99,1.3356757659374805
24,100,1.2176997939305272
24,101,1.1080411460211936
24,102,1.0269920574750437
24,103,0.9882974134456874
24,104,1.0239863065373167
24,105,1.1466793073333792
24,106,1.3530506264551703
24,107,1.6414991388689495
24,108,2.0221300350968687
24,109,2.465780438447477
24,110,2.91108821569701
24,111,3.33653097346763
24,112,3.7504347548696444
24,113,4.101304744617913
24,114,4.328623409859044
24,115,4.351796701605672
24,116,4.086487859714545
24,117,3.566905177881054
24,118,2.9160124240646716
24,119,2.234822038856024
24,120,1.5802566093786183
24,121,1.0087950236789793
24,122,0.5683242744563697
24,123,0.2654680817163917
24,124,0.09323661649114356
24,125,0.04631599764466976
24,126,0.0973388487314395
24,127,0.19993887809327832
24,128,0.300810620749562
24,129,0.3670486291404358
24,130,0.4014019386424419
24,131,0.4152086558905731
24,132,0.40217268555028207
24,133,0.3569486317579958
24,134,0.2979683118695236
24,135,0.2420310006942648
24,136,0.191427433616428
24,137,0.15183919899202442
24,138,0.1281897547337204
24,139,0.11648954515417526
24,140,0.11241345050829299
24,141,0.11721157038244362
24,142,0.1331909751834455
24,143,0.15696659277641173
24,144,0.19121004318380702
24,145,0.24759371572187072
24,146,0.3283165744630712
24,147,0.4206109260540617
24,148,0.5183608219541598
24,149,0.6287184192734557
24,150,0.7454961939237404
24,151,0.8525616571561442
24,152,0.9489402261919219
24,153,1.0191755110263907
24,154,1.0333744845035808
24,155,0.9953738607365001
24,156,0.9216150101021219
24,157,0.8081197504692494
24,158,0.6670472960826186
24,159,0.5256279762243351
24,160,0.40122711735274597
24,161,0.29064387294413396
24,162,0.20252357046431957
24,163,0.15122618041303304
24,164,0.13334142302638663
24,165,0.1413568189898582
24,166,0.17271475451507406
28,18,3.5384467334059213
28,19,3.508408524136506
28,20,3.4288360548280066
28,21,3.277031877373674
28,22,3.094112265785027
28,23,2.9250306842021585
28,24,2.775216304466712
28,25,2.6485142728853432
28,26,2.5286767337680294
28,27,2.4165594701498194
28,28,2.309943746044702
28,29,2.217424097434071
28,30,2.155455437390306
28,31,2.1046701620728303
28,32,2.0438442292060808
28,33,1.9732860767662053
28,34,1.8957656568096364
28,35,1.805030878665356
28,36,1.6930509636499984
28,37,1.5594613375418633
28,38,1.4046326184034261
28,39,1.2253007610784037
28,40,1.039174550705527
28,41,0.8647506926616687
28,42,0.7143922726542514
28,43,0.5895518880323143
28,44,0.4865494767102466
28,45,0.4074702787229355
28,46,0.3524057939180014
28,47,0.3184078603184157
28,48,0.30553620748061383
28,49,0.3128033808631446
28,50,0.3338970077367386
28,51,0.3585485826140107
28,52,0.38623579535503855
28,53,0.4258046099846363
28,54,0.4756408676736906
28,55,0.5266500701802661
28,56,0.5739526606499782
28,57,0.6178643405587927
28,58,0.6608580964408819
28,59,0.7058694923253579
28,60,0.7589736393524824
28,61,0.8222203549283595
28,62,0.8884521408693339
28,63,0.9569215764368926
28,64,1.0388124394048295
28,65,1.1449896243512692
28,66,1.2668147561506662
28,67,1.3914698647125312
28,68,1.5254794634717317
28,69,1.688107470297372
28,70,1.876881165216634
28,71,2.072320314373982
28,72,2.2580620896374777
28,73,2.42102174878647
28,74,2.5527483644513898
28,75,2.6604083099522438
28,76,2.740851251538637
28,77,2.7759500810671547
28,78,2.741053462624838
28,79,2.6475961814591322
28,80,2.5283429752339885
28,81,2.393104324126028
28,82,2.2455907173954923
28,83,2.0916634893119683
28,84,1.9453522108637324
28,85,1.820997568570484
28,86,1.7257849074110485
28,87,1.667317107510213
28,88,1.6537753207484318
28,89,1.6968396104014078
28,90,1.7915086608983406
28,91,1.9135496204719036
28,92,2.0270505783202486
28,93,2.12579942950381
28,94,2.2133211869695675
28,95,2.2670799513570463
28,96,2.2698312108466068
28,97,2.23018962702774
28,98,2.161136416294678
28,99,2.072944601156208
28,100,1.9934607165497376
28,101,1.9705315935194494
28,102,2.011656471157947
28,103,2.0848447871356957
28,104,2.1969778306657712
28,105,2.3708132325723197
28,106,2.6269399925815407
28,107,2.960389738666202
28,108,3.3709671433827726
28,109,3.8433823574248662
28,110,4.3218495330305435
28,111,4.740332445223939
28,112,5.091633142584429
28,113,5.369527361961103
28,114,5.506301540637404
28,115,5.3843365487661785
28,116,4.975973576210344
28,117,4.359638236348207
28,118,3.617979544760624
28,119,2.835360980759174
28,120,2.1021696647409414
28,121,1.4622273145011708
28,122,0.9195833058329135
28,123,0.4957042738476789
28,124,0.21528717145749954
28,125,0.0710105150113216
28,126,0.037806531733943105
28,127,0.0933184865255895
28,128,0.20099040393241696
28,129,0.31974370808659813
28,130,0.4228769002594237
28,131,0.4849746000522179
28,132,0.487932082835955
28,133,0.4495768146951458
28,134,0.4064204034322174
28,135,0.36822706567904934
28,136,0.3284828091435449
28,137,0.29012071141843576
28,138,0.2620327717950478
28,139,0.24724324257722513
28,140,0.24303862501197349
28,141,0.2523904316134985
28,142,0.2804354419393281
28,143,0.3181658920301372
28,144,0.3592898003807587
28,145,0.4204330918508884
28,146,0.5227564784245116
28,147,0.6607807179200507
28,148,0.8081384730824517
28,149,0.9461970365258311
28,150,1.0694590499725098
28,151,1.169444956699365
28,152,1.236257418322755
28,153,1.2680715584148776
28,154,1.2624273275856177
28,155,1.2087676278258181
28,156,1.1114359806629313
28,157,0.995884767489223
28,158,0.8909317650422264
28,159,0.7869272632535245
28,160,0.6704979831334885
28,161,0.5485136560962863
28,162,0.44018442939427493
28,163,0.3657179595401746
28,164,0.331990754044481
