year,mode,cluster_id,object,window_day_min,window_day_max,strength_raw,note,strength_z,strength_robust_z,rank_within_cluster
1995,anomaly,E2,P,27,38,2.358817776529777,,-0.7355697341959349,-0.43641543778561814,3.0
1996,anomaly,E2,P,27,38,1.753455654342258,,-1.2310588812682506,-0.8659031356570196,5.0
1997,anomaly,E2,P,27,38,2.4959051983079763,,-0.623363622842668,-0.33915570013654445,4.0
1998,anomaly,E2,P,27,38,2.9739445354163645,,-0.23208822795187417,0.0,5.0
1999,anomaly,E2,P,27,38,5.182149476333549,,1.575328428349929,1.566660386803978,1.0
2000,anomaly,E2,P,27,38,3.4742637279557593,,0.17742323781251876,0.3549626419111515,4.0
2001,anomaly,E2,P,27,38,2.2425214916762304,,-0.8307582913880105,-0.5189244383029555,3.0
2002,anomaly,E2,P,27,38,3.3274168366064796,,0.05722899658389934,0.25077883028238646,3.0
2003,anomaly,E2,P,27,38,2.6113389738276847,,-0.5288810298966228,-0.2572586261580599,4.0
2004,anomaly,E2,P,27,38,2.480884076554721,,-0.6356584172026039,-0.3498127709455656,4.0
2005,anomaly,E2,P,27,38,2.3640304197831106,,-0.7313031835398527,-0.4327172114370499,4.0
2006,anomaly,E2,P,27,38,1.8752585871722645,,-1.1313631304327672,-0.779487320564215,5.0
2007,anomaly,E2,P,27,38,3.007964083108754,,-0.20424321411292348,0.024135929034067888,4.0
2008,anomaly,E2,P,27,38,3.634824443346051,,0.30884224968358676,0.4688760327463329,4.0
2009,anomaly,E2,P,27,38,6.553038741590385,,2.6974018582469728,2.5392684390623126,2.0
2010,anomaly,E2,P,27,38,4.01238956788421,,0.6178794600819514,0.7367480554431735,1.0
2011,anomaly,E2,P,27,38,3.0055907010934075,,-0.20618582827287665,0.022452080077253293,4.0
2012,anomaly,E2,P,27,38,2.0048883606088754,,-1.0252611073276814,-0.6875185783381602,5.0
2013,anomaly,E2,P,27,38,2.460695524644179,,-0.6521827552808309,-0.3641359906608718,4.0
2014,anomaly,E2,P,27,38,3.037445771476787,,-0.18011244000544896,0.045052372271040496,3.0
2015,anomaly,E2,P,27,38,1.9648008032104136,,-1.058072789617614,-0.7159595925828867,3.0
2016,anomaly,E2,P,27,38,2.749872346808513,,-0.4154914068867132,-0.15897302608633013,4.0
2017,anomaly,E2,P,27,38,2.150029555006017,,-0.9064629797589729,-0.5845449115638384,4.0
2018,anomaly,E2,P,27,38,2.283269302217975,,-0.7974061916275648,-0.4900149926976807,3.0
2019,anomaly,E2,P,27,38,4.122728412167119,,0.7081918497060719,0.8150304164961139,2.0
2020,anomaly,E2,P,27,38,3.0727634288521304,,-0.15120492285477968,0.07010927425482297,2.0
2021,anomaly,E2,P,27,38,2.129246276826915,,-0.923474101533685,-0.5992900731327654,3.0
2022,anomaly,E2,P,27,38,3.7013198165242467,,0.36326874009772187,0.5160526625661888,1.0
2023,anomaly,E2,P,27,38,2.3140963682424625,,-0.772174225352536,-0.4681440411899389,4.0
1979,anomaly,M,P,40,48,4.503205246416132,,1.019612295705535,1.0849682167742574,3.0
1980,anomaly,M,P,40,48,6.7126577484975565,,2.828050081335608,2.652513713750716,1.0
1981,anomaly,M,P,40,48,4.40756697117584,,0.9413323279152795,1.0171155032398933,2.0
1982,anomaly,M,P,40,48,3.4251820005009916,,0.137249823616205,0.3201405125451356,1.0
1983,anomaly,M,P,40,48,4.523454637605783,,1.0361864307588442,1.099334600276935,1.0
1984,anomaly,M,P,40,48,2.951285028210787,,-0.2506350439597854,-0.016076294217842242,3.0
1985,anomaly,M,P,40,48,3.9228904251498737,,0.5446243747837622,0.6732508867806668,2.0
1986,anomaly,M,P,40,48,4.67340507707559,,1.1589209274061227,1.2057202935376423,1.0
1987,anomaly,M,P,40,48,3.6119086146166404,,0.29008563440253726,0.4526178854901998,2.0
1988,anomaly,M,P,40,48,3.08610000062791,,-0.1402889333472586,0.07957120340357454,3.0
1989,anomaly,M,P,40,48,4.144473067629551,,0.7259898591843139,0.8304576486820651,2.0
1990,anomaly,M,P,40,48,3.3041586098524633,,0.038192128378273085,0.23427776108919499,1.0
1991,anomaly,M,P,40,48,4.899358542332519,,1.3438639320553456,1.366028033421644,1.0
1992,anomaly,M,P,40,48,2.2167734750363426,,-0.8518330536437003,-0.5371919446204295,2.0
1993,anomaly,M,P,40,48,3.9031922104213956,,0.5285013778916019,0.6592755477466696,2.0
1994,anomaly,M,P,40,48,3.817276707072949,,0.45817950291108617,0.5983208722026375,2.0
1995,anomaly,M,P,40,48,5.2029962018253375,,1.5923914817762832,1.581450562488032,2.0
1996,anomaly,M,P,40,48,7.18025237066815,,3.210776472735334,2.9842591772550997,1.0
1997,anomaly,M,P,40,48,2.8352021301537307,,-0.3456489439707882,-0.09843390269953389,2.0
1998,anomaly,M,P,40,48,3.491298909320957,,0.19136654079679347,0.36704863236083857,4.0
1999,anomaly,M,P,40,48,3.1842755396932865,,-0.059932214068083266,0.14922403551025734,1.0
2000,anomaly,M,P,40,48,5.861358525127662,,2.1312613153542896,2.04854043850904,1.0
2001,anomaly,M,P,40,48,5.13277927924958,,1.5349189016429532,1.531633596207253,1.0
2002,anomaly,M,P,40,48,2.9199775752677355,,-0.27626020712609606,-0.038288066969893085,1.0
2003,anomaly,M,P,40,48,4.035485808852439,,0.6367837428549982,0.7531342001974618,2.0
2004,anomaly,M,P,40,48,4.040850029733134,,0.6411743598616894,0.7569399666841364,4.0
2005,anomaly,M,P,40,48,3.3190114360626515,,0.05034917276668921,0.24481543086087867,4.0
2006,anomaly,M,P,40,48,6.302573689487509,,2.4923961096391425,2.3615704056336817,2.0
2007,anomaly,M,P,40,48,3.4311073061975796,,0.14209968877647625,0.3243443532043693,1.0
2008,anomaly,M,P,40,48,8.932008100225332,,4.644589260989805,4.227081461546449,1.0
2009,anomaly,M,P,40,48,3.6803905888866253,,0.3461381586309233,0.5012039538894274,2.0
2010,anomaly,M,P,40,48,3.890053213676474,,0.5177471036284517,0.6499537926227699,2.0
2011,anomaly,M,P,40,48,3.641194182197637,,0.31405588356480946,0.473395186448127,2.0
2012,anomaly,M,P,40,48,3.397790348133555,,0.11482974483856652,0.30070689209714213,2.0
2013,anomaly,M,P,40,48,4.544747890541271,,1.0536149670823172,1.1144415748435121,1.0
2014,anomaly,M,P,40,48,3.9986197985700387,,0.6066088982103124,0.7269787846113727,2.0
2015,anomaly,M,P,40,48,4.508528927944606,,1.0239697312356866,1.0887452217107445,2.0
2016,anomaly,M,P,40,48,2.4878314198908695,,-0.6299720138121708,-0.344883822822775,4.0
2017,anomaly,M,P,40,48,3.7126813399404193,,0.37256815170705554,0.5241133494798184,1.0
2018,anomaly,M,P,40,48,4.092615160215502,,0.6835441405445487,0.7936658963484274,3.0
2019,anomaly,M,P,40,48,2.8214975055031437,,-0.3568661849083739,-0.10815695519264808,4.0
2020,anomaly,M,P,40,48,3.06795092775523,,-0.1551439569905313,0.0666949377092156,4.0
2021,anomaly,M,P,40,48,5.362732715051327,,1.7231358838354098,1.6947792046626138,2.0
2022,anomaly,M,P,40,48,5.505573138964063,,1.8400508298122347,1.7961205383548675,1.0
2023,anomaly,M,P,40,48,2.7590401374945754,,-0.40798756642315753,-0.15246873192584381,5.0
1979,local_background_removed,E1,P,12,23,3.1652636114423487,,-0.21725579736092454,-0.021020293841313376,2.0
1980,local_background_removed,E1,P,12,23,2.306098087293744,,-0.9462431507536228,-0.607377645053549,5.0
1981,local_background_removed,E1,P,12,23,2.883401064530736,,-0.45641138067793185,-0.2133838975564476,5.0
1982,local_background_removed,E1,P,12,23,2.266123279889316,,-0.9801610958213262,-0.6346593754373505,4.0
1983,local_background_removed,E1,P,12,23,2.397777383581439,,-0.8684548251246349,-0.5448089923070073,5.0
1984,local_background_removed,E1,P,12,23,2.028429209966907,,-1.1818404766619213,-0.796879182123231,4.0
1985,local_background_removed,E1,P,12,23,2.9544252960127433,,-0.3961485266881533,-0.16491177073904134,5.0
1986,local_background_removed,E1,P,12,23,3.359294019901836,,-0.05262429159752423,0.11140023882807575,1.0
1987,local_background_removed,E1,P,12,23,2.465780440136699,,-0.8107553867423068,-0.49839873608124496,4.0
1988,local_background_removed,E1,P,12,23,2.494779943530368,,-0.7861498007004294,-0.47860735535372784,2.0
1989,local_background_removed,E1,P,12,23,2.5398305172339253,,-0.7479251541452464,-0.447861551052995,4.0
1990,local_background_removed,E1,P,12,23,3.965069468206093,,0.4613658865432999,0.5248256816716738,3.0
1991,local_background_removed,E1,P,12,23,2.356448374189022,,-0.9035217875765746,-0.5730149291078092,4.0
1992,local_background_removed,E1,P,12,23,2.2809158250954686,,-0.9676098724811426,-0.6245638613821722,4.0
1993,local_background_removed,E1,P,12,23,2.0073248705323503,,-1.199747150192315,-0.8112823258971775,5.0
1994,local_background_removed,E1,P,12,23,2.9367086615369358,,-0.4111807901048484,-0.17700289703734595,3.0
1995,local_background_removed,E1,P,12,23,2.1094335500453485,,-1.1131096700509109,-0.7415958997404118,5.0
1996,local_background_removed,E1,P,12,23,3.210053331294692,,-0.17925248086761442,0.009547484725201321,3.0
1997,local_background_removed,E1,P,12,23,4.087210859125539,,0.5650007820359982,0.608183894309309,2.0
1998,local_background_removed,E1,P,12,23,2.9882546720416565,,-0.367444875755835,-0.1418241319035178,5.0
1999,local_background_removed,E1,P,12,23,4.931011294701866,,1.2809511187676188,1.1840549860253782,1.0
2000,local_background_removed,E1,P,12,23,2.273283524585194,,-0.974085749821305,-0.6297727011052223,4.0
2001,local_background_removed,E1,P,12,23,2.349447683176875,,-0.90946175498614,-0.5777927123441715,2.0
2002,local_background_removed,E1,P,12,23,2.1120417275384438,,-1.11089667575071,-0.7398158887840153,5.0
2003,local_background_removed,E1,P,12,23,3.63186786133077,,0.17864998289604966,0.2974245509981829,5.0
2004,local_background_removed,E1,P,12,23,1.57815602184546,,-1.5638896284102077,-1.104178516754254,4.0
2005,local_background_removed,E1,P,12,23,1.7185841108294533,,-1.4447387802289098,-1.008340124758664,5.0
2006,local_background_removed,E1,P,12,23,2.123751770855894,,-1.1009609029034915,-0.7318240993217868,4.0
2007,local_background_removed,E1,P,12,23,2.398588850031096,,-0.8677663096257285,-0.5442551882906161,5.0
2008,local_background_removed,E1,P,12,23,3.4077581031815796,,-0.011503340149066368,0.1444756715614829,1.0
2009,local_background_removed,E1,P,12,23,4.622172233771476,,1.0189064215306862,0.9732806373950951,4.0
2010,local_background_removed,E1,P,12,23,3.608076588434491,,0.1584634919638296,0.28118764743847163,3.0
2011,local_background_removed,E1,P,12,23,1.8035051885728657,,-1.3726846882391592,-0.950383774313784,4.0
2012,local_background_removed,E1,P,12,23,2.0983049209140843,,-1.1225521228370936,-0.7491908896656625,5.0
2013,local_background_removed,E1,P,12,23,2.161889830366908,,-1.0686014072242183,-0.7057958999507599,5.0
2014,local_background_removed,E1,P,12,23,2.308724828391656,,-0.9440144055500579,-0.6055849649363875,5.0
2015,local_background_removed,E1,P,12,23,1.996217381044288,,-1.2091716663503205,-0.8188628885847831,4.0
2016,local_background_removed,E1,P,12,23,1.7529972152819848,,-1.4155398456444044,-0.9848541069813885,5.0
2017,local_background_removed,E1,P,12,23,2.21948215635586,,-1.0197352968899844,-0.666490687197376,5.0
2018,local_background_removed,E1,P,12,23,2.1166307751745506,,-1.1070029467813667,-0.736683987257635,4.0
2019,local_background_removed,E1,P,12,23,2.7848911110300385,,-0.5399954029261177,-0.28061429004682265,3.0
2020,local_background_removed,E1,P,12,23,1.9259935076465051,,-1.2687554301005746,-0.8667887925462942,5.0
2021,local_background_removed,E1,P,12,23,5.608629386955105,,1.8558985599748359,1.6465111001726846,1.0
2022,local_background_removed,E1,P,12,23,1.8367386199032572,,-1.3444866862607772,-0.9277028516989101,5.0
2023,local_background_removed,E1,P,12,23,3.0110896013795183,,-0.3480698260884115,-0.12623990708847352,4.0
1979,local_background_removed,E2,P,27,38,3.993616246358021,,0.4855873429075836,0.544308089603946,1.0
1980,local_background_removed,E2,P,27,38,4.382436410466176,,0.8154946476260778,0.8096673889663015,1.0
1981,local_background_removed,E2,P,27,38,3.520436399843657,,0.0841022806070543,0.22137557700793856,3.0
1982,local_background_removed,E2,P,27,38,3.643867195409572,,0.18883121404036124,0.30561377362059805,4.0
1983,local_background_removed,E2,P,27,38,3.2117241797042086,,-0.17783479437329075,0.010687793804353727,1.0
1984,local_background_removed,E2,P,27,38,3.4068539449427777,,-0.012270503056592861,0.14385860789321486,2.0
1985,local_background_removed,E2,P,27,38,3.0433239410661077,,-0.32071953639915296,-0.1042408376362467,4.0
1986,local_background_removed,E2,P,27,38,3.1608276006120426,,-0.22101967720004023,-0.02404775186575475,3.0
1987,local_background_removed,E2,P,27,38,2.1217323308366893,,-1.1026743634574334,-0.7332023127944076,5.0
1988,local_background_removed,E2,P,27,38,3.15326058142538,,-0.2274401644459914,-0.02921203884207473,5.0
1989,local_background_removed,E2,P,27,38,2.8387597363388095,,-0.4942887893679697,-0.2438504028077531,1.0
1990,local_background_removed,E2,P,27,38,3.1954495781514702,,-0.1916435173492367,-0.0004191838271738668,4.0
1991,local_background_removed,E2,P,27,38,3.300516088750826,,-0.10249636777298994,0.07128588245466953,4.0
1992,local_background_removed,E2,P,27,38,2.363840300353199,,-0.8972498637860599,-0.5679701384078117,4.0
1993,local_background_removed,E2,P,27,38,3.3977392394306176,,-0.020004175860617254,0.13763806664595532,3.0
1994,local_background_removed,E2,P,27,38,4.193218125598528,,0.6549461469912757,0.6805310011603982,4.0
1995,local_background_removed,E2,P,27,38,3.1508151217340115,,-0.22951509545536322,-0.030880999277315625,2.0
1996,local_background_removed,E2,P,27,38,5.529395393846068,,1.7886698626961242,1.5924360319587654,2.0
1997,local_background_removed,E2,P,27,38,3.095484707717409,,-0.276462011902058,-0.06864251797466017,5.0
1998,local_background_removed,E2,P,27,38,2.6133248100887254,,-0.6855664950372934,-0.39770367381477467,3.0
1999,local_background_removed,E2,P,27,38,5.042121921330986,,1.3752265981293303,1.2598849988582876,1.0
2000,local_background_removed,E2,P,27,38,3.904054157495121,,0.40959543181549646,0.4831843739535475,2.0
2001,local_background_removed,E2,P,27,38,2.9305438152696173,,-0.41641155744614605,-0.18121023872685058,2.0
2002,local_background_removed,E2,P,27,38,2.965428283849564,,-0.38681267840615374,-0.15740252761640558,5.0
2003,local_background_removed,E2,P,27,38,3.196063791125596,,-0.19112236807375693,0.0,1.0
2004,local_background_removed,E2,P,27,38,2.4966982512375218,,-0.7845221491954221,-0.4772981619627437,3.0
2005,local_background_removed,E2,P,27,38,2.728540969735796,,-0.5878075406467294,-0.3190717451716309,5.0
2006,local_background_removed,E2,P,27,38,3.956927197498896,,0.4544573081534392,0.5192688010118544,4.0
2007,local_background_removed,E2,P,27,38,2.4529490085009438,,-0.8216426385296245,-0.5071558428956253,4.0
2008,local_background_removed,E2,P,27,38,3.528265508781705,,0.09074514655518047,0.2267187331870869,4.0
2009,local_background_removed,E2,P,27,38,5.166332766941865,,1.4806173907758038,1.3446555586365105,2.0
2010,local_background_removed,E2,P,27,38,4.436968437751249,,0.8617641464925243,0.8468840302029186,1.0
2011,local_background_removed,E2,P,27,38,3.7589243058496113,,0.2864552178803808,0.38413715545974914,3.0
2012,local_background_removed,E2,P,27,38,3.0219095004317076,,-0.3388893255302125,-0.11885561713466929,3.0
2013,local_background_removed,E2,P,27,38,3.3169198682645797,,-0.08857803949134846,0.08248102056858045,2.0
2014,local_background_removed,E2,P,27,38,3.141643340961754,,-0.23729719564809565,-0.037140492853771016,2.0
2015,local_background_removed,E2,P,27,38,2.2138260489156734,,-1.0245344079779348,-0.6703508283268589,5.0
2016,local_background_removed,E2,P,27,38,2.3006144087949827,,-0.9508959588136645,-0.6111201080703461,5.0
2017,local_background_removed,E2,P,27,38,3.160384121037399,,-0.22139596208614948,-0.024350414741994484,2.0
2018,local_background_removed,E2,P,27,38,2.10284712865178,,-1.118698136725926,-0.7460909551095474,5.0
2019,local_background_removed,E2,P,27,38,3.8109138177025152,,0.33056743558998186,0.41961859832967174,4.0
2020,local_background_removed,E2,P,27,38,3.0485463853535606,,-0.31628838113006347,-0.10067665993919714,4.0
2021,local_background_removed,E2,P,27,38,3.6123495513743835,,0.16208902843747258,0.284103829665111,3.0
2022,local_background_removed,E2,P,27,38,3.6443181445382073,,0.18921383671615413,0.30592153426644125,1.0
2023,local_background_removed,E2,P,27,38,2.818099380763161,,-0.5118187501356215,-0.25795053954501906,4.0
1979,local_background_removed,M,P,40,48,3.9732004649540493,,0.4682648991702451,0.5303748681576789,4.0
1980,local_background_removed,M,P,40,48,7.056682995714793,,3.0845474502646746,2.63476872292477,1.0
1981,local_background_removed,M,P,40,48,4.470777665337161,,0.8904507018131994,0.8699579182682624,2.0
1982,local_background_removed,M,P,40,48,3.7377187354373516,,0.2684626515849227,0.36966492426751313,5.0
1983,local_background_removed,M,P,40,48,4.321804917205266,,0.7640498554851013,0.7682880263298176,1.0
1984,local_background_removed,M,P,40,48,3.654823035339449,,0.198127058124177,0.3130908395654333,3.0
1985,local_background_removed,M,P,40,48,3.2974000674881774,,-0.10514025888538582,0.06915928179096376,2.0
1986,local_background_removed,M,P,40,48,3.522298948168777,,0.0856826212235388,0.22264671612109652,1.0
1987,local_background_removed,M,P,40,48,2.841386886222453,,-0.492059697316655,-0.24205744370532944,2.0
1988,local_background_removed,M,P,40,48,3.7923097771525454,,0.3147822231929034,0.4069218412646867,1.0
1989,local_background_removed,M,P,40,48,3.831364234731676,,0.3479192670669702,0.4335754576581314,2.0
1990,local_background_removed,M,P,40,48,3.7001380303479667,,0.2365760616651395,0.3440171042915704,2.0
1991,local_background_removed,M,P,40,48,4.8678730240920896,,1.2273793686264292,1.1409648153023888,3.0
1992,local_background_removed,M,P,40,48,3.1436412304334667,,-0.23560202036764183,-0.035776987049916685,5.0
1993,local_background_removed,M,P,40,48,4.465683335769272,,0.8861282497074939,0.8664811754199158,3.0
1994,local_background_removed,M,P,40,48,5.773079664465197,,1.9954318270779061,1.7587439894317003,1.0
1995,local_background_removed,M,P,40,48,5.811463981478942,,2.0280002680652998,1.7849402529218747,1.0
1996,local_background_removed,M,P,40,48,7.864042989060443,,3.7695786907435385,3.1857701933829845,1.0
1997,local_background_removed,M,P,40,48,3.867626613484134,,0.378687279483057,0.45832355538355696,2.0
1998,local_background_removed,M,P,40,48,4.070003463325475,,0.5504005989857061,0.596440309704253,2.0
1999,local_background_removed,M,P,40,48,3.8240376266828355,,0.3417027645878203,0.42857524481422615,1.0
2000,local_background_removed,M,P,40,48,5.402854509320489,,1.6813020716087375,1.5060752833195568,2.0
2001,local_background_removed,M,P,40,48,3.5326902455771556,,0.09449946056722285,0.22973849698610896,2.0
2002,local_background_removed,M,P,40,48,3.996553582659889,,0.4880796228659128,0.5463127425900974,1.0
2003,local_background_removed,M,P,40,48,5.5558407893824775,,1.8111083316053769,1.6104843028014009,1.0
2004,local_background_removed,M,P,40,48,4.325447914205815,,0.767140876559858,0.7707742737544135,4.0
2005,local_background_removed,M,P,40,48,2.8562620161774865,,-0.4794384022198365,-0.23190556778128743,5.0
2006,local_background_removed,M,P,40,48,6.918774666328384,,2.967534575301109,2.5406499990511002,2.0
2007,local_background_removed,M,P,40,48,2.5670004750994937,,-0.7248719064071703,-0.429318785917732,3.0
2008,local_background_removed,M,P,40,48,7.780478419422542,,3.69867557283957,3.128739623218259,1.0
2009,local_background_removed,M,P,40,48,4.26167413939001,,0.7130299118945739,0.727250388511396,4.0
2010,local_background_removed,M,P,40,48,4.71847617277206,,1.1006186779470464,1.039005484350104,1.0
2011,local_background_removed,M,P,40,48,4.632221540756687,,1.0274330878093865,0.9801390189988101,1.0
2012,local_background_removed,M,P,40,48,3.0767450801368326,,-0.2923622675915151,-0.08143180953956475,2.0
2013,local_background_removed,M,P,40,48,4.667373133142914,,1.0572586168616234,1.0041290349190897,2.0
2014,local_background_removed,M,P,40,48,2.975311760703574,,-0.3784267161769751,-0.15065732061496365,4.0
2015,local_background_removed,M,P,40,48,4.479957422568144,,0.8982395698956713,0.8762228555631616,2.0
2016,local_background_removed,M,P,40,48,3.2208811631635497,,-0.1700652494492196,0.01693718861292005,3.0
2017,local_background_removed,M,P,40,48,3.0286584564388197,,-0.33316295099643006,-0.11424963626538373,1.0
2018,local_background_removed,M,P,40,48,2.2190587552523917,,-1.0200945455343555,-0.666779647057324,5.0
2019,local_background_removed,M,P,40,48,3.165746647893564,,-0.2168459491369602,-0.020690634461237242,3.0
2020,local_background_removed,M,P,40,48,3.549485563332441,,0.10875000239610697,0.24120084941408368,2.0
2021,local_background_removed,M,P,40,48,3.6169915943637094,,0.1660277230638395,0.2872718990940278,4.0
2022,local_background_removed,M,P,40,48,4.2622241076018526,,0.7134965505805227,0.7276257270170542,3.0
2023,local_background_removed,M,P,40,48,3.9242768249687425,,0.4267540216631801,0.49698580033879397,4.0
1979,raw,E1,P,12,23,5.590099962586229,,-0.2900878981851783,-0.13301880777204153,2.0
1980,raw,E1,P,12,23,6.842686345473959,,0.528433013091218,0.5257679136361494,2.0
1981,raw,E1,P,12,23,5.052273014600573,,-0.6415387917828931,-0.4158841307460988,2.0
1982,raw,E1,P,12,23,4.7395841067960145,,-0.8458699367312797,-0.58034009418901,3.0
1983,raw,E1,P,12,23,6.822983953467471,,0.5155581965677487,0.515405614946673,4.0
1984,raw,E1,P,12,23,5.648508466916741,,-0.25192000585931423,-0.1022993718944576,2.0
1985,raw,E1,P,12,23,4.772275346047455,,-0.8245073678031755,-0.5631464262556443,3.0
1986,raw,E1,P,12,23,5.810010199089681,,-0.1463843343903714,-0.01735896531373974,3.0
