comparison,target_window,reference_window,sector,lat,V850_target,V850_reference,V850_delta
T3_full_minus_S3,T3_full,S3,west_sector,16.0,1.7041861166935928,1.8956806607232457,-0.19149454402965294
T3_full_minus_S3,T3_full,S3,west_sector,16.25,1.727196862693529,1.9385097350711302,-0.2113128723776012
T3_full_minus_S3,T3_full,S3,west_sector,16.5,1.7070585973471777,1.9425649220093741,-0.23550632466219645
T3_full_minus_S3,T3_full,S3,west_sector,16.75,1.7086918790071406,1.9687976251998105,-0.2601057461926699
T3_full_minus_S3,T3_full,S3,west_sector,17.0,1.7540092351038834,2.0385169816524322,-0.2845077465485488
T3_full_minus_S3,T3_full,S3,west_sector,17.25,1.8337457903847012,2.1446374484262942,-0.310891658041593
T3_full_minus_S3,T3_full,S3,west_sector,17.5,1.923773479141071,2.2635342902737294,-0.33976081113265844
T3_full_minus_S3,T3_full,S3,west_sector,17.75,2.004820202000921,2.369267910911138,-0.36444770891021694
T3_full_minus_S3,T3_full,S3,west_sector,18.0,2.114761134532564,2.5020241274139683,-0.3872629928814044
T3_full_minus_S3,T3_full,S3,west_sector,18.25,2.261124093581721,2.67945586479003,-0.418331771208309
T3_full_minus_S3,T3_full,S3,west_sector,18.5,2.4300365037528393,2.8838945953193083,-0.45385809156646895
T3_full_minus_S3,T3_full,S3,west_sector,18.75,2.587106306247302,3.069333949747297,-0.48222764349999503
T3_full_minus_S3,T3_full,S3,west_sector,19.0,2.63539982096662,3.1295667392846274,-0.4941669183180073
T3_full_minus_S3,T3_full,S3,west_sector,19.25,2.6196495997140645,3.1200373530153813,-0.5003877533013168
