window,sector,p_clim_band_id,p_clim_peak_lat,p_clim_peak_value,p_clim_band_share,v_positive_peak_lat,v_positive_centroid_lat,v_positive_north_edge,v_positive_south_edge,distance_p_to_v_peak,distance_p_to_v_centroid,distance_p_to_v_north_edge,distance_p_to_v_south_edge,v_south_10,v_south_5,v_same_lat,v_north_5,v_north_10
S4,south_scs_ref,4,31.75,5.788279577854551,0.8138693123050931,28.75,25.59567243989851,47.0,10.0,3.0,6.154327560101489,-15.25,21.75,1.9864118876709163,2.063245235519347,1.7718344189069222,1.2744414096478025,1.0635227395317426
S4,south_scs_ref,5,35.5,5.3243680307315735,0.8234444489492863,28.75,25.59567243989851,47.0,10.0,6.75,9.904327560101489,-11.5,25.5,2.0292185894172534,2.0118270804158476,1.52049626710016,0.8937872084223966,0.3149642295664644
S4,south_scs_ref,6,38.75,4.985579686779457,0.9938928073560122,28.75,25.59567243989851,47.0,10.0,10.0,13.154327560101489,-8.25,28.75,2.1607747831394324,1.5632277880585064,1.0517652822965537,0.6011735449534071,-0.09977323420691543
S4,south_scs_ref,7,50.0,3.5454431981876606,1.0,28.75,25.59567243989851,47.0,10.0,21.25,24.40432756010149,3.0,40.0,1.0157615013918486,0.42529224960683215,-0.26880418576585874,-0.3445976596915186,-0.4501547778572249
S4,south_scs_ref,8,55.75,4.092629713598111,1.0,28.75,25.59567243989851,47.0,10.0,27.0,30.15432756010149,8.75,45.75,0.23942955684226339,-0.40746747209467077,-0.4998204939669857,,
S4,west_sector,1,10.0,8.33954664923563,0.7642871589559925,21.75,26.49303002209482,45.25,10.0,-11.75,-16.49303002209482,-35.25,0.0,,,0.47662448407174085,0.8802029062679666,1.5897922370303044
S4,west_sector,2,14.25,7.551819390897009,0.7868408310393998,21.75,26.49303002209482,45.25,10.0,-7.5,-12.243030022094821,-31.0,4.25,,,0.7257192322961308,1.581863624157147,1.5772415906012542
S4,west_sector,3,21.5,11.522258359941748,0.7120284556024518,21.75,26.49303002209482,45.25,10.0,-0.25,-4.993030022094821,-23.75,11.5,0.41529616721019996,0.9801279339637597,1.8313406406195747,1.2728834819983772,0.6669239622285128
S4,west_sector,4,25.75,6.9152676871472085,0.7940228668268908,21.75,26.49303002209482,45.25,10.0,4.0,-0.7430300220948212,-19.5,15.75,0.9701830422780536,1.7300992450478947,1.4613436263533985,0.832859623169792,0.8542421283914946
S4,west_sector,5,29.75,7.001583496769862,0.7940228668268908,21.75,26.49303002209482,45.25,10.0,8.0,3.256969977905179,-15.5,19.75,1.5747395790704455,1.5303549779124428,1.016512438616793,0.6903043494247689,1.0937238448421884
S4,west_sector,6,33.5,5.414831561744937,0.8027871831892186,21.75,26.49303002209482,45.25,10.0,11.75,7.006969977905179,-11.75,23.5,1.5703692430211342,1.0801499828054535,0.46835729598153647,1.0641754939172916,0.2515163961411378
S4,west_sector,7,37.0,3.7847046753660347,0.8137245714639242,21.75,26.49303002209482,45.25,10.0,15.25,10.506969977905179,-8.25,27.0,1.3287456696543112,0.3872696606090162,0.7580380152537932,1.1291286266806142,-0.08489459747974303
S4,west_sector,8,51.5,3.9182895396018824,0.14775274915279407,21.75,26.49303002209482,45.25,10.0,29.75,25.00696997790518,6.25,41.5,0.8686800086943174,-0.23061929874276493,-0.9075498644434943,-0.6055294931582212,
S4,west_sector,9,55.5,3.060533550800394,0.15669186772569907,21.75,26.49303002209482,45.25,10.0,33.75,29.00696997790518,10.25,45.5,-0.08321557212430049,-0.6654436858132057,-0.8497781820741703,,
T3_early,east_sector,1,13.25,11.69647833669657,0.3754399744876537,29.25,33.4593898442812,60.0,10.0,-16.0,-20.209389844281198,-46.75,3.25,,,1.2133929041485259,2.0755866870298068,2.896623836268606
T3_early,east_sector,2,29.0,4.295345463761157,1.0,29.25,33.4593898442812,60.0,10.0,-0.25,-4.459389844281198,-31.0,19.0,2.1603355568701854,3.0085407130342205,3.5614858689715145,3.1837222875433975,1.9461548637309223
T3_early,east_sector,3,35.25,6.924910915544876,0.9875390757394799,29.25,33.4593898442812,60.0,10.0,6.0,1.7906101557188023,-24.75,25.25,3.1051947200203713,3.51001051623567,3.1339379353879226,1.8877693308013066,2.0756917529172556
T3_early,east_sector,4,42.25,6.331405342574922,0.9900009622568899,29.25,33.4593898442812,60.0,10.0,13.0,8.790610155718802,-17.75,32.25,3.283358564770391,2.4040488387586882,2.1288675404981228,1.8884436070227175,1.7742285238302515
T3_early,east_sector,5,49.0,5.204077443473432,0.9942927051443915,29.25,33.4593898442812,60.0,10.0,19.75,15.540610155718802,-11.0,39.0,1.9461548637309223,2.2410962114615223,1.909683322086452,1.6945985009747349,0.5121714864684459
T3_early,east_sector,6,55.5,5.694725941422305,0.9922094034173647,29.25,33.4593898442812,60.0,10.0,26.25,22.040610155718802,-4.5,45.5,2.06032167890147,1.894295885652899,1.3132619019911627,,
T3_early,full_easm_lon,1,11.75,9.728457570812056,0.7070379610684059,25.75,27.74130999029194,54.75,10.0,-14.0,-15.991309990291938,-43.0,1.75,,,1.4370349565601834,2.1959507566669765,3.2364026746327323
T3_early,full_easm_lon,2,18.0,9.434243509295774,0.711073130978579,25.75,27.74130999029194,54.75,10.0,-7.75,-9.741309990291938,-36.75,8.0,,1.5196193539168878,2.487000682098772,3.346976344771268,3.5143909283176384
T3_early,full_easm_lon,3,21.75,8.643251851843967,0.7262396934606995,25.75,27.74130999029194,54.75,10.0,-4.0,-5.9913099902919384,-33.0,11.75,1.4370349565601834,2.1959507566669765,3.2364026746327323,3.66610448499233,2.685428631902008
T3_early,full_easm_lon,4,33.5,7.004180041878397,0.7769401598592109,25.75,27.74130999029194,54.75,10.0,7.75,5.7586900097080616,-21.25,23.5,3.4162487446281236,3.4622276921349564,2.325093243415322,1.5785722440492693,1.1509539160573448
T3_early,full_easm_lon,5,39.75,4.262068135657584,1.0,25.75,27.74130999029194,54.75,10.0,14.0,12.008690009708062,-15.0,29.75,3.2177315063028984,2.214576985391724,1.5016041792162331,0.9682349040851468,0.505354293007777
T3_early,full_easm_lon,6,44.5,3.146490644767754,1.0,25.75,27.74130999029194,54.75,10.0,18.75,16.75869000970806,-10.25,34.5,2.232108662987031,1.474362511840675,1.0263675406408421,0.5180338375434923,0.056264288952423816
T3_early,full_easm_lon,7,51.25,4.476043916793622,1.0,25.75,27.74130999029194,54.75,10.0,25.5,23.50869000970806,-3.5,41.25,1.437715120708239,0.6403452095936898,0.34160230574139344,-0.22212108071404646,
T3_early,full_easm_lon,8,55.5,4.708873967824617,1.0,25.75,27.74130999029194,54.75,10.0,29.75,27.75869000970806,0.75,45.5,0.7798554318765387,0.41728639926720046,-0.1130503384710926,,
T3_early,mid_sector,1,13.0,11.055377522660871,0.44989242981486316,25.75,26.368965423843264,52.75,10.0,-12.75,-13.368965423843264,-39.75,3.0,,,2.4908994375359557,3.2235904111881792,3.665345837024066
T3_early,mid_sector,2,17.25,11.149796194591968,0.44989242981486316,25.75,26.368965423843264,52.75,10.0,-8.5,-9.118965423843264,-35.5,7.25,,2.4303649813673784,3.016376005944431,3.5844590989261467,4.70360900832819
T3_early,mid_sector,3,22.0,8.214612248131605,0.46087988141886904,25.75,26.368965423843264,52.75,10.0,-3.75,-4.368965423843264,-30.75,12.0,2.41723993073718,2.975771364696412,3.583783152307864,4.682542376315095,3.9785766799988695
T3_early,mid_sector,4,33.5,8.681761434494875,0.28994284161921524,25.75,26.368965423843264,52.75,10.0,7.75,7.131034576156736,-19.25,23.5,3.8034721302778394,4.779368544420496,3.2754047418985737,1.5602760383363383,1.0401564136911425
T3_early,mid_sector,5,39.5,5.360608242636681,1.0,25.75,26.368965423843264,52.75,10.0,13.75,13.131034576156736,-13.25,29.5,4.679746890596226,2.9130567784159913,1.5491600654831987,0.7444253318826687,0.05501516791012121
T3_early,mid_sector,6,47.25,3.463555504985961,1.0,25.75,26.368965423843264,52.75,10.0,21.5,20.881034576156736,-5.5,37.25,2.0423409655530063,1.7140939747360906,0.20656907762989213,0.08342094236849038,-0.47052028338472673
T3_early,mid_sector,7,51.0,4.09248355064863,1.0,25.75,26.368965423843264,52.75,10.0,25.25,24.631034576156736,-1.75,41.0,1.5805155175586862,0.4534167219075631,0.10963166634210283,-0.43765599564005114,
T3_early,mid_sector,8,56.0,5.620441201177315,1.0,25.75,26.368965423843264,52.75,10.0,30.25,29.631034576156736,3.25,46.0,0.4534167219075631,0.10963166634210283,-0.43765599564005114,,
T3_early,south_scs_ref,1,10.5,8.905870756655911,0.46342465556067947,25.75,27.53981887434209,55.25,10.0,-15.25,-17.03981887434209,-44.75,0.5,,,1.515980634948885,2.246234304579109,3.21461248450777
T3_early,south_scs_ref,2,14.25,9.988701240134812,0.451915153429058,25.75,27.53981887434209,55.25,10.0,-11.5,-13.289818874342089,-41.0,4.25,,,1.9276242968227562,3.009006328039576,4.4261793264186995
T3_early,south_scs_ref,3,21.5,8.222793478574658,0.7718248447136123,25.75,27.53981887434209,55.25,10.0,-4.25,-6.039818874342089,-33.75,11.5,1.5866647714148865,2.4204946034119095,3.6028253557394034,4.612468364376131,3.476468559994296
T3_early,south_scs_ref,4,33.5,7.412445770070629,0.7749940498049871,25.75,27.53981887434209,55.25,10.0,7.75,5.960181125657911,-21.75,23.5,4.18977263222948,4.399182904493413,2.8808781057186854,1.831655641151267,1.1703514271329127
T3_early,south_scs_ref,5,39.75,5.248656414872698,0.9978806104151514,25.75,27.53981887434209,55.25,10.0,14.0,12.210181125657911,-15.5,29.75,4.086794750889073,2.621336836654863,1.7141959434374272,0.9105278317592577,0.37238026200316887
T3_early,south_scs_ref,6,50.0,4.162552537399345,1.0,25.75,27.53981887434209,55.25,10.0,24.25,22.46018112565791,-5.25,40.0,1.7548385099316892,0.8345720612262912,0.36186807404616733,0.08905520285704105,-0.6820658781302024
T3_early,south_scs_ref,7,55.75,5.244159853433632,0.9978806104151514,25.75,27.53981887434209,55.25,10.0,30.0,28.21018112565791,0.5,45.75,0.6447740155319622,0.24958822086836802,-0.14640172563488735,,
T3_early,west_sector,1,10.0,8.38020935692935,0.750357111895731,24.25,24.51106702635065,44.75,10.0,-14.25,-14.511067026350648,-34.75,0.0,,,0.9925784436307246,1.584979741270909,2.8262502480433507
T3_early,west_sector,2,14.25,6.73244653743591,0.7719935966941072,24.25,24.51106702635065,44.75,10.0,-10.0,-10.261067026350648,-30.5,4.25,,,1.3981710693725786,2.7477928688605253,3.694367055742047
T3_early,west_sector,3,18.75,9.780389023922828,0.7422243042146819,24.25,24.51106702635065,44.75,10.0,-5.5,-5.7610670263506485,-26.0,8.75,,1.1621628424990187,2.721606332021533,3.5710423070625597,2.126996662993938
T3_early,west_sector,4,21.75,11.808635063459723,0.5844879555521203,24.25,24.51106702635065,44.75,10.0,-2.5,-2.7610670263506485,-23.0,11.75,1.0576016593719413,1.8281527239966096,3.5852179224603504,3.170294683305407,0.7854681182139699
T3_early,west_sector,5,25.0,8.668658120858636,0.7465435912789001,24.25,24.51106702635065,44.75,10.0,0.75,0.4889329736493515,-19.75,15.0,1.584979741270909,2.8262502480433507,3.6826783667052796,1.5542613123201574,0.8853495345768125
T3_early,west_sector,6,29.75,8.82749552682774,0.7465435912789001,24.25,24.51106702635065,44.75,10.0,5.5,5.2389329736493515,-15.0,19.75,2.7858320611542813,3.6718843412370012,1.6953159160401885,0.7940947975019427,1.090752569813682
T3_early,west_sector,7,35.25,4.010134979290336,0.8010301303011353,24.25,24.51106702635065,44.75,10.0,11.0,10.738932973649352,-9.5,25.25,3.67158412005741,1.4259177548101691,0.9762678757918096,1.0449984931866785,-0.19520742222886642
T3_early,west_sector,8,51.5,4.355283642348608,0.15585614224750474,24.25,24.51106702635065,44.75,10.0,27.25,26.98893297364935,6.75,41.5,0.83359380159455,-0.3491709055962199,-1.0191656698065787,-1.3258551518063515,
T3_early,west_sector,9,55.5,3.2090028726390822,0.1685979864940682,24.25,24.51106702635065,44.75,10.0,31.25,30.98893297364935,10.75,45.5,-0.2929462275891994,-0.7418902506596728,-1.3437143173560373,,
T3_full,east_sector,1,13.25,12.058571781092127,0.3858582565323975,33.25,33.57416036017082,60.0,10.0,-20.0,-20.324160360170822,-46.75,3.25,,,1.2614403425012404,1.8788752466246892,2.4752665918793793
T3_full,east_sector,2,29.0,4.3417283546910665,1.0,33.25,33.57416036017082,60.0,10.0,-4.25,-4.574160360170822,-31.0,19.0,1.935951501279847,2.5583680312121153,3.2084970195590232,3.2656228663128926,2.060925030393726
T3_full,east_sector,3,35.25,6.057951968902167,0.9917836286073933,33.25,33.57416036017082,60.0,10.0,2.0,1.675839639829178,-24.75,25.25,2.6535874245920645,3.2487974224542255,3.2584655021083693,1.956584678151381,2.01109051203928
T3_full,east_sector,4,40.0,6.199070204514158,0.9894327132900559,33.25,33.57416036017082,60.0,10.0,6.75,6.425839639829178,-20.0,30.0,3.2511486791444737,3.254516495126115,1.919840193682749,2.035736451863046,1.747042191913121
T3_full,east_sector,5,49.0,5.35732218019759,0.9961270216358383,33.25,33.57416036017082,60.0,10.0,15.75,15.425839639829178,-11.0,39.0,2.060925030393726,2.1715920407288225,1.778099061042309,1.5710890168783807,0.46919838642781925
T3_full,east_sector,6,52.5,5.059248809468448,0.9981095886830572,33.25,33.57416036017082,60.0,10.0,19.25,18.925839639829178,-7.5,42.5,2.0918064065060555,1.816815999537466,1.6220297505745975,0.6579090279796415,
T3_full,east_sector,7,55.5,5.629846968222571,0.9940060238041913,33.25,33.57416036017082,60.0,10.0,22.25,21.925839639829178,-4.5,45.5,1.9983859112824331,1.745612905197288,1.2173039506528265,,
T3_full,full_easm_lon,1,12.0,9.916425215903796,0.6994913234572945,25.75,28.098202177206975,55.0,10.0,-13.75,-16.098202177206975,-43.0,2.0,,,1.4495615437646159,2.051914629339662,2.922893635286895
T3_full,full_easm_lon,2,18.0,9.637102864007623,0.7077104027817736,25.75,28.098202177206975,55.0,10.0,-7.75,-10.098202177206975,-37.0,8.0,,1.4631868197494249,2.2663055760012565,2.9632202226584967,3.195207396444711
T3_full,full_easm_lon,3,21.5,8.869467793556275,0.7271213362412886,25.75,28.098202177206975,55.0,10.0,-4.25,-6.598202177206975,-33.5,11.5,1.3887831696951496,2.0119152910516815,2.8516137871568206,3.27873289023439,2.6726208013636366
