bootstrap_id,comparison,metric,first_window_start,first_window_end,second_window_start,second_window_end,first_minus_second
7,low_vs_post,region2d_spatial_variance,30,34,35,39,-10.082898134705786
7,low_vs_post,profile_amplitude,30,34,35,39,-4.015521491215225
7,low_vs_post,region2d_amplitude,30,34,35,39,-3.7173196312504686
7,low_vs_post,profile_mean,30,34,35,39,1.3006276975816995
7,low_vs_post,region2d_mean,30,34,35,39,1.2389088599195972
7,low_vs_W45,profile_spatial_std,30,34,40,48,-2.3287046580182684
7,low_vs_W45,profile_spatial_variance,30,34,40,48,-29.600920548234413
7,low_vs_W45,region2d_spatial_std,30,34,40,48,-2.3127583799573292
7,low_vs_W45,region2d_spatial_variance,30,34,40,48,-29.621671721332604
7,low_vs_W45,profile_amplitude,30,34,40,48,-8.036707136974613
7,low_vs_W45,region2d_amplitude,30,34,40,48,-8.79699425269133
7,low_vs_W45,profile_mean,30,34,40,48,1.889005058892515
7,low_vs_W45,region2d_mean,30,34,40,48,1.6533034325853109
7,early_core_vs_late,profile_spatial_std,26,33,40,52,-2.304907625874046
7,early_core_vs_late,profile_spatial_variance,26,33,40,52,-30.083899581849387
7,early_core_vs_late,region2d_spatial_std,26,33,40,52,-2.22195817427494
7,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-29.040875450794935
7,early_core_vs_late,profile_amplitude,26,33,40,52,-8.080820707511723
7,early_core_vs_late,region2d_amplitude,26,33,40,52,-9.021439262779115
7,early_core_vs_late,profile_mean,26,33,40,52,3.3928017422992127
7,early_core_vs_late,region2d_mean,26,33,40,52,3.153662433406822
8,low_vs_pre,profile_spatial_std,30,34,20,29,0.10881883982931839
8,low_vs_pre,profile_spatial_variance,30,34,20,29,1.2977271410842732
8,low_vs_pre,region2d_spatial_std,30,34,20,29,0.18419623861639067
8,low_vs_pre,region2d_spatial_variance,30,34,20,29,2.1155365314737367
8,low_vs_pre,profile_amplitude,30,34,20,29,-0.9128334107159297
8,low_vs_pre,region2d_amplitude,30,34,20,29,2.3166594898889272
8,low_vs_pre,profile_mean,30,34,20,29,-2.7659300132146925
8,low_vs_pre,region2d_mean,30,34,20,29,-2.729987284018968
8,low_vs_post,profile_spatial_std,30,34,35,39,-0.23175013137052947
8,low_vs_post,profile_spatial_variance,30,34,35,39,-2.90565844637203
8,low_vs_post,region2d_spatial_std,30,34,35,39,-0.021011579995089846
8,low_vs_post,region2d_spatial_variance,30,34,35,39,-0.2546439943179948
8,low_vs_post,profile_amplitude,30,34,35,39,-0.575822077759419
8,low_vs_post,region2d_amplitude,30,34,35,39,-0.7195074102001939
8,low_vs_post,profile_mean,30,34,35,39,0.8704783962779743
8,low_vs_post,region2d_mean,30,34,35,39,0.811241432867142
8,low_vs_W45,profile_spatial_std,30,34,40,48,-1.103738224022778
8,low_vs_W45,profile_spatial_variance,30,34,40,48,-14.93127037515741
8,low_vs_W45,region2d_spatial_std,30,34,40,48,-1.0309798378092179
8,low_vs_W45,region2d_spatial_variance,30,34,40,48,-13.658595768787208
8,low_vs_W45,profile_amplitude,30,34,40,48,-3.786516516624438
8,low_vs_W45,region2d_amplitude,30,34,40,48,-3.8229621534876834
8,low_vs_W45,profile_mean,30,34,40,48,2.3977746381154823
8,low_vs_W45,region2d_mean,30,34,40,48,2.267756707043681
8,early_core_vs_late,profile_spatial_std,26,33,40,52,-1.25253470281155
8,early_core_vs_late,profile_spatial_variance,26,33,40,52,-17.20626019679765
8,early_core_vs_late,region2d_spatial_std,26,33,40,52,-1.1630274200272002
8,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-15.579883568913004
8,early_core_vs_late,profile_amplitude,26,33,40,52,-3.6317060434977613
8,early_core_vs_late,region2d_amplitude,26,33,40,52,-5.762282675518385
8,early_core_vs_late,profile_mean,26,33,40,52,3.8810690220095942
8,early_core_vs_late,region2d_mean,26,33,40,52,3.722873721038688
9,low_vs_pre,profile_spatial_std,30,34,20,29,-0.3069417144280484
9,low_vs_pre,profile_spatial_variance,30,34,20,29,-3.4959859525495744
9,low_vs_pre,region2d_spatial_std,30,34,20,29,-0.43017624442390456
9,low_vs_pre,region2d_spatial_variance,30,34,20,29,-4.759365314942393
9,low_vs_pre,profile_amplitude,30,34,20,29,-2.245781827340135
9,low_vs_pre,region2d_amplitude,30,34,20,29,-0.5491423740915629
9,low_vs_pre,profile_mean,30,34,20,29,-2.9835724201898444
9,low_vs_pre,region2d_mean,30,34,20,29,-3.0038422441916097
9,low_vs_post,profile_spatial_std,30,34,35,39,-0.9711699163676553
9,low_vs_post,profile_spatial_variance,30,34,35,39,-11.744214262440245
9,low_vs_post,region2d_spatial_std,30,34,35,39,-0.7927496824497462
9,low_vs_post,region2d_spatial_variance,30,34,35,39,-9.184297822209416
9,low_vs_post,profile_amplitude,30,34,35,39,-3.1269722223176046
9,low_vs_post,region2d_amplitude,30,34,35,39,-5.05419067636684
9,low_vs_post,profile_mean,30,34,35,39,0.5034565837474645
9,low_vs_post,region2d_mean,30,34,35,39,0.378701796540895
9,low_vs_W45,profile_spatial_std,30,34,40,48,-2.5634420130548357
9,low_vs_W45,profile_spatial_variance,30,34,40,48,-34.622865603782074
9,low_vs_W45,region2d_spatial_std,30,34,40,48,-2.719076801462105
9,low_vs_W45,region2d_spatial_variance,30,34,40,48,-36.30414016649084
9,low_vs_W45,profile_amplitude,30,34,40,48,-7.573946624608251
9,low_vs_W45,region2d_amplitude,30,34,40,48,-11.015039155052364
9,low_vs_W45,profile_mean,30,34,40,48,1.5459570414903006
9,low_vs_W45,region2d_mean,30,34,40,48,1.2389487287441057
9,early_core_vs_late,profile_spatial_std,26,33,40,52,-2.430509777456879
9,early_core_vs_late,profile_spatial_variance,26,33,40,52,-32.583870340889526
9,early_core_vs_late,region2d_spatial_std,26,33,40,52,-2.4921418798035253
9,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-33.2732697841005
9,early_core_vs_late,profile_amplitude,26,33,40,52,-6.104696120213482
9,early_core_vs_late,region2d_amplitude,26,33,40,52,-11.464396179810546
9,early_core_vs_late,profile_mean,26,33,40,52,2.9828791878323706
9,early_core_vs_late,region2d_mean,26,33,40,52,2.6721797588608425
10,low_vs_pre,profile_spatial_std,30,34,20,29,-1.4221165024052098
10,low_vs_pre,profile_spatial_variance,30,34,20,29,-16.37103518472499
10,low_vs_pre,region2d_spatial_std,30,34,20,29,-1.3089766670474337
10,low_vs_pre,region2d_spatial_variance,30,34,20,29,-14.864502730610642
10,low_vs_pre,profile_amplitude,30,34,20,29,-5.281184462722312
10,low_vs_pre,region2d_amplitude,30,34,20,29,-2.943818081087084
10,low_vs_pre,profile_mean,30,34,20,29,-3.803326485128565
10,low_vs_pre,region2d_mean,30,34,20,29,-3.965006115947112
10,low_vs_post,profile_spatial_std,30,34,35,39,-1.1063937140266686
10,low_vs_post,profile_spatial_variance,30,34,35,39,-12.439703963295752
10,low_vs_post,region2d_spatial_std,30,34,35,39,-0.8804617966346608
10,low_vs_post,region2d_spatial_variance,30,34,35,39,-9.728451275695672
10,low_vs_post,profile_amplitude,30,34,35,39,-4.0122765654185635
10,low_vs_post,region2d_amplitude,30,34,35,39,-3.7468082825834905
10,low_vs_post,profile_mean,30,34,35,39,0.9965722265404438
10,low_vs_post,region2d_mean,30,34,35,39,0.8729402352565714
10,low_vs_W45,profile_spatial_std,30,34,40,48,-2.9348020600404316
10,low_vs_W45,profile_spatial_variance,30,34,40,48,-37.89161381509601
10,low_vs_W45,region2d_spatial_std,30,34,40,48,-2.8782292099703097
10,low_vs_W45,region2d_spatial_variance,30,34,40,48,-37.16878440798942
10,low_vs_W45,profile_amplitude,30,34,40,48,-9.259749931820888
10,low_vs_W45,region2d_amplitude,30,34,40,48,-11.304062842756505
10,low_vs_W45,profile_mean,30,34,40,48,1.686836779474291
10,low_vs_W45,region2d_mean,30,34,40,48,1.343197742384497
10,early_core_vs_late,profile_spatial_std,26,33,40,52,-2.5220937955730536
10,early_core_vs_late,profile_spatial_variance,26,33,40,52,-33.40101095849763
10,early_core_vs_late,region2d_spatial_std,26,33,40,52,-2.4050966530705935
10,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-31.849001027390994
10,early_core_vs_late,profile_amplitude,26,33,40,52,-7.575196115910348
10,early_core_vs_late,region2d_amplitude,26,33,40,52,-11.041914717933288
10,early_core_vs_late,profile_mean,26,33,40,52,3.3753276773701337
10,early_core_vs_late,region2d_mean,26,33,40,52,3.0645562034456937
11,low_vs_pre,profile_spatial_std,30,34,20,29,-0.8316445427102641
11,low_vs_pre,profile_spatial_variance,30,34,20,29,-8.452597679294193
11,low_vs_pre,region2d_spatial_std,30,34,20,29,-0.6243456931070224
11,low_vs_pre,region2d_spatial_variance,30,34,20,29,-6.448843353910686
11,low_vs_pre,profile_amplitude,30,34,20,29,-2.655518395869178
11,low_vs_pre,region2d_amplitude,30,34,20,29,-0.8598406814181416
11,low_vs_pre,profile_mean,30,34,20,29,-3.619016924455998
11,low_vs_pre,region2d_mean,30,34,20,29,-3.7410077714623498
11,low_vs_post,profile_spatial_std,30,34,35,39,-1.3197402337924578
11,low_vs_post,profile_spatial_variance,30,34,35,39,-13.897252689103205
11,low_vs_post,region2d_spatial_std,30,34,35,39,-1.0279784462471708
11,low_vs_post,region2d_spatial_variance,30,34,35,39,-10.976185804826311
11,low_vs_post,profile_amplitude,30,34,35,39,-4.702281825483892
11,low_vs_post,region2d_amplitude,30,34,35,39,-4.057619123824505
11,low_vs_post,profile_mean,30,34,35,39,0.4722758673846066
11,low_vs_post,region2d_mean,30,34,35,39,0.3306356011218341
11,low_vs_W45,profile_spatial_std,30,34,40,48,-2.822792674503626
11,low_vs_W45,profile_spatial_variance,30,34,40,48,-33.79894205091171
11,low_vs_W45,region2d_spatial_std,30,34,40,48,-2.5675640110216307
11,low_vs_W45,region2d_spatial_variance,30,34,40,48,-31.404919885238858
11,low_vs_W45,profile_amplitude,30,34,40,48,-9.124418845168643
11,low_vs_W45,region2d_amplitude,30,34,40,48,-9.477527826856804
11,low_vs_W45,profile_mean,30,34,40,48,1.3557044815750103
11,low_vs_W45,region2d_mean,30,34,40,48,1.0215817379515073
11,early_core_vs_late,profile_spatial_std,26,33,40,52,-2.9216900258511442
11,early_core_vs_late,profile_spatial_variance,26,33,40,52,-35.9001232952285
11,early_core_vs_late,region2d_spatial_std,26,33,40,52,-2.6516050786814658
11,early_core_vs_late,region2d_spatial_variance,26,33,40,52,-33.11307910978317
11,early_core_vs_late,profile_amplitude,26,33,40,52,-9.563292442979813
11,early_core_vs_late,region2d_amplitude,26,33,40,52,-9.971324190285756
11,early_core_vs_late,profile_mean,26,33,40,52,2.8952684358287613
11,early_core_vs_late,region2d_mean,26,33,40,52,2.5607890540892377
12,low_vs_pre,profile_spatial_std,30,34,20,29,-0.5854401997925356
12,low_vs_pre,profile_spatial_variance,30,34,20,29,-6.3944993979553395
