window_id,target_name,score_group,n_bootstrap,n_valid_delta,object_A,object_B,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,delta_median,delta_q025,delta_q975,order_level
W081,W081_V_vs_Je_delta_peak,mid,333,329,V,Je,0.49544072948328266,0.4012158054711246,0.1033434650455927,V_earlier,0.49544072948328266,0.0,-10.0,10.0,weak_or_none
W081,W081_V_vs_Je_delta_peak,low,333,332,V,Je,0.21084337349397592,0.7259036144578314,0.06325301204819277,Je_earlier,0.7259036144578314,-4.0,-12.725,7.0,weak_or_none
W081,W081_V_vs_Jw_delta_peak,high,334,334,V,Jw,0.9281437125748503,0.04790419161676647,0.023952095808383235,V_earlier,0.9281437125748503,5.0,-2.0,14.675000000000011,usable_90
W081,W081_V_vs_Jw_delta_peak,mid,333,332,V,Jw,0.7259036144578314,0.18373493975903615,0.09036144578313253,V_earlier,0.7259036144578314,2.0,-5.0,13.724999999999966,weak_or_none
W081,W081_V_vs_Jw_delta_peak,low,333,333,V,Jw,0.3183183183183183,0.5495495495495496,0.13213213213213212,Jw_earlier,0.5495495495495496,-1.0,-11.0,7.699999999999989,weak_or_none
W081,W081_H_vs_Je_delta_peak,high,334,331,H,Je,0.8610271903323263,0.10876132930513595,0.030211480362537766,H_earlier,0.8610271903323263,5.0,-7.75,14.0,weak_or_none
W081,W081_H_vs_Je_delta_peak,mid,333,328,H,Je,0.6951219512195121,0.17682926829268292,0.12804878048780488,H_earlier,0.6951219512195121,3.0,-5.0,12.0,weak_or_none
W081,W081_H_vs_Je_delta_peak,low,333,332,H,Je,0.4307228915662651,0.46686746987951805,0.10240963855421686,Je_earlier,0.46686746987951805,0.0,-10.725,11.449999999999932,weak_or_none
W081,W081_H_vs_Jw_delta_peak,high,334,333,H,Jw,0.96996996996997,0.015015015015015015,0.015015015015015015,H_earlier,0.96996996996997,7.0,0.0,15.0,credible_95
W081,W081_H_vs_Jw_delta_peak,mid,333,333,H,Jw,0.8678678678678678,0.08408408408408409,0.04804804804804805,H_earlier,0.8678678678678678,4.0,-4.0,13.0,weak_or_none
W081,W081_H_vs_Jw_delta_peak,low,333,333,H,Jw,0.5495495495495496,0.36036036036036034,0.09009009009009009,H_earlier,0.5495495495495496,1.0,-7.0,9.399999999999977,weak_or_none
W081,W081_Je_vs_Jw_delta_peak,high,334,333,Je,Jw,0.7747747747747747,0.17117117117117117,0.05405405405405406,Je_earlier,0.7747747747747747,5.0,-5.0,14.0,weak_or_none
W081,W081_Je_vs_Jw_delta_peak,mid,333,328,Je,Jw,0.6097560975609756,0.2865853658536585,0.10365853658536585,Je_earlier,0.6097560975609756,2.0,-6.0,11.824999999999989,weak_or_none
W081,W081_Je_vs_Jw_delta_peak,low,333,329,Je,Jw,0.24924012158054712,0.6504559270516718,0.10030395136778116,Jw_earlier,0.6504559270516718,-2.0,-9.0,13.800000000000011,weak_or_none
