window,source_index,target_index,source_family,target_family,family_direction,v1_status,failure_reason,evidence_tier,positive_peak_lag,positive_peak_abs_r,ar1_null_p95_abs_r,ar1_null_p99_abs_r,observed_minus_ar1_p95,observed_minus_ar1_p99,observed_over_ar1_p95,p_pos_surrogate,q_pos_within_window,q_pos_global,source_ar1,target_ar1,mean_ar1,max_ar1,source_effective_n,target_effective_n,pair_effective_n_proxy
S5,H_west_extent_lon,Jw_axis_lat,H,Jw,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1114411961492739,0.30809010028823364,0.36524868008589007,-0.19664890413895975,-0.2538074839366162,0.3617162513336687,0.2497502497502497,0.4748338081671415,0.422396395550758,0.8786897595589611,0.9295391380966929,0.904114448827827,0.9295391380966929,43.58591506717124,24.648933439954376,68.07433183693564
S5,H_west_extent_lon,Jw_meridional_width,H,Jw,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0507126078538789,0.09876912197846932,0.11860144475046405,-0.04805651412459042,-0.06788883689658515,0.5134459721625726,0.4095904095904096,0.5950653120464442,0.5705450328565906,0.8786897595589611,-0.017348698632075405,0.43067053046344284,0.8786897595589611,43.58591506717124,698.8342361331007,675.0
S5,H_zonal_width,P_main_band_share,H,P,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0650935054899756,0.21703903698433355,0.2591678127211907,-0.15194553149435797,-0.1940743072312151,0.2999161182910806,0.4905094905094905,0.6510399471772862,0.6341848450057405,0.6868787107591208,0.9596638283250861,0.8232712695421034,0.9596638283250861,125.29464560168627,13.893666600887133,138.65854085596968
S5,H_zonal_width,P_south_band_share_18_24,H,P,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.1012335737478135,0.21568985329117218,0.2575793122206516,-0.11445627954335869,-0.1563457384728381,0.4693478724340011,0.1928071928071928,0.415277030661646,0.3558332479770562,0.6868787107591208,0.9544554985414585,0.8206671046502896,0.9544554985414585,125.29464560168627,15.72946455289342,140.4167339509617
S5,H_zonal_width,P_main_minus_south,H,P,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0970277852609547,0.21602989685000756,0.2579797123204481,-0.11900211158905287,-0.1609519270594934,0.449140543395817,0.2257742257742257,0.4544997486173956,0.3951048951048951,0.6868787107591208,0.9557752605669158,0.8213269856630183,0.9557752605669158,125.29464560168627,15.263358586854622,139.97049916407303
S5,H_zonal_width,P_spread_lat,H,P,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0986407567587124,0.213255766802407,0.2547124020804327,-0.11461501004369459,-0.15607164532172033,0.46254672611085074,0.2137862137862138,0.4360672440142639,0.3793952526346892,0.6868787107591208,0.9448669478345652,0.8158728292968429,0.9448669478345652,125.29464560168627,19.134887480659728,143.67352294296705
S5,H_zonal_width,P_north_band_share_35_45,H,P,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0735285334577296,0.21524029720590188,0.25704992027736445,-0.1417117637481723,-0.18352138681963487,0.341611373019947,0.3796203796203796,0.5731523378582203,0.5441094582769868,0.6868787107591208,0.9527033278082878,0.8197910192837043,0.9527033278082878,125.29464560168627,16.349259651868675,141.0099293482319
S5,H_zonal_width,P_north_minus_main_35_45,H,P,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.032365289741428,0.21408365586293848,0.25568765796070764,-0.1817183661215105,-0.22332236821927964,0.15118057289786307,0.8601398601398601,0.9072708113804004,0.9110843302666,0.6868787107591208,0.9481563333736654,0.817517522066393,0.9481563333736654,125.29464560168627,17.962867955353005,142.55334269687285
S5,H_zonal_width,P_total_centroid_lat_10_50,H,P,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0591753828797518,0.2184761529454485,0.26085937468220943,-0.1593007700656967,-0.20168399180245764,0.2708551120200627,0.5334665334665335,0.6704190118824265,0.666412451901411,0.6868787107591208,0.9651299442496134,0.8260043275043671,0.9651299442496134,125.29464560168627,11.977471362840939,136.8214618194344
S5,H_zonal_width,V_strength,H,V,H→V,tier4_ambiguous,direction_difference_not_stable,Tier4c_ambiguous_direction_uncertain,3,0.1784714487132388,0.22030843068915915,0.2630153577236209,-0.04183698197592034,-0.08454390901038208,0.8100981344878735,0.0109890109890109,0.0705128205128205,0.0473740878095466,0.6868787107591208,0.9719793138229369,0.8294290122910288,0.9719793138229369,125.29464560168627,9.591359826615236,134.53116910801825
S5,H_zonal_width,V_pos_centroid_lat,H,V,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.139698801958705,0.2129888941123687,0.25439799164252924,-0.07329009215366372,-0.11469918968382425,0.655897118677947,0.0519480519480519,0.1839080459770115,0.1475409836065573,0.6868787107591208,0.919573578192489,0.8032261444758049,0.919573578192489,125.29464560168627,26.730966552221744,144.0374030712999
S5,H_zonal_width,V_NS_diff,H,V,H→V,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,4,0.173008942239596,0.220481048166773,0.2632184302621347,-0.04747210592717699,-0.0902094880225387,0.7846884967125662,0.0109890109890109,0.0705128205128205,0.0473740878095466,0.6868787107591208,0.9726177712584121,0.8297482410087664,0.9726177712584121,125.29464560168627,9.369784998327775,134.31833991734194
S5,H_zonal_width,Je_strength,H,Je,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0479302128940845,0.22111131314685742,0.2639598333328096,-0.17318110025277292,-0.2160296204387251,0.2167696089898859,0.6973026973026973,0.8104499274310595,0.7967531232164374,0.6868787107591208,0.9749390679789108,0.8309088893690157,0.9749390679789108,125.29464560168627,8.565392921993592,133.5454800056653
S5,H_zonal_width,Je_axis_lat,H,Je,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.080615786299216,0.2096883159707612,0.2505081410075023,-0.1290725296715452,-0.1698923547082863,0.3844553089474809,0.3276723276723277,0.5372405372405372,0.4985223338681078,0.6868787107591208,0.930352575046115,0.8086156429026179,0.930352575046115,125.29464560168627,24.354106317986638,148.65318289338592
S5,H_zonal_width,Je_meridional_width,H,Je,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.032015719713536,0.09947158910039756,0.11944248549709753,-0.06745586938686157,-0.08742676578356154,0.3218579295161581,0.903096903096903,0.9271794871794872,0.9400618157659087,0.6868787107591208,0.01033924570105148,0.34860897823008613,0.6868787107591208,125.29464560168627,661.184856466964,665.4801675475237
S5,H_zonal_width,Jw_strength,H,Jw,H→Jw,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.2149291603829755,0.22141073317914628,0.264312018606796,-0.006481572796170787,-0.04938285822382049,0.9707260226136984,0.0049950049950049,0.039447731755424,0.0254524886877828,0.6868787107591208,0.9760364515572716,0.8314575811581961,0.9760364515572716,125.29464560168627,8.185777740129337,133.18062724732812
S5,H_zonal_width,Jw_axis_lat,H,Jw,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0813694155958353,0.20949239356201152,0.25027716163939756,-0.12812297796617622,-0.16890774604356226,0.3884122674446854,0.3286713286713286,0.5372405372405372,0.499493927125506,0.6868787107591208,0.9295391380966929,0.8082089244279068,0.9295391380966929,125.29464560168627,24.648933439954376,148.9340539689809
S5,H_zonal_width,Jw_meridional_width,H,Jw,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0869430649548059,0.09876912197846932,0.11860144475046405,-0.01182605702366342,-0.03165837979565815,0.8802656459147082,0.0629370629370629,0.2084367245657568,0.1680746998666074,0.6868787107591208,-0.017348698632075405,0.33476500606352266,0.6868787107591208,125.29464560168627,698.8342361331007,675.0
S5,Je_strength,P_main_band_share,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1576950259911357,0.524414639731814,0.6046030256020587,-0.3667196137406783,-0.446907999610923,0.30070675767515,0.1878121878121878,0.415277030661646,0.3508189923284263,0.9749390679789108,0.9596638283250861,0.9673014481519985,0.9749390679789108,8.565392921993592,13.893666600887133,22.453194971909575
S5,Je_strength,P_south_band_share_18_24,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.173813721103647,0.5055618185849478,0.5846597546723399,-0.33174809748130074,-0.41084603356869287,0.34380310125109204,0.1578421578421578,0.3706293706293707,0.3103109656301145,0.9749390679789108,0.9544554985414585,0.9646972832601847,0.9749390679789108,8.565392921993592,15.72946455289342,24.287675570208783
S5,Je_strength,P_main_minus_south,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1958953840623956,0.5101570776794122,0.5895396124692435,-0.3142616936170166,-0.3936442284068479,0.38399032892668833,0.0999000999000999,0.2675585284280936,0.2268002268002268,0.9749390679789108,0.9557752605669158,0.9653571642729133,0.9749390679789108,8.565392921993592,15.263358586854622,23.82191606780041
S5,Je_strength,P_spread_lat,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1164501483002388,0.4753537995372722,0.5522898840477853,-0.3589036512370334,-0.43583973574754653,0.24497573894138613,0.3396603396603396,0.5448717948717948,0.5097663570863354,0.9749390679789108,0.9448669478345652,0.959903007906738,0.9749390679789108,8.565392921993592,19.134887480659728,27.6903196162801
S5,Je_strength,P_north_band_share_35_45,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0326592250990238,0.49963787135850435,0.5783513565524843,-0.46697864625948055,-0.5456921314534604,0.06536579184885263,0.8941058941058941,0.9271794871794872,0.934563174382179,0.9749390679789108,0.9527033278082878,0.9638211978935993,0.9749390679789108,8.565392921993592,16.349259651868675,24.906997326828545
S5,Je_strength,P_north_minus_main_35_45,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1389927012692372,0.4851348041822629,0.5628251294109606,-0.3461421029130257,-0.4238324281417234,0.2865032565608678,0.2327672327672327,0.4595910418695229,0.4037739482044864,0.9749390679789108,0.9481563333736654,0.9615477006762881,0.9749390679789108,8.565392921993592,17.962867955353005,26.519305630313298
S5,Je_strength,P_total_centroid_lat_10_50,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0885612685472478,0.5465034301633342,0.627702759434978,-0.4579421616160865,-0.5391414908877302,0.16205070939953548,0.5284715284715285,0.6670870113493065,0.6637621553797358,0.9749390679789108,0.9651299442496134,0.9700345061142621,0.9749390679789108,8.565392921993592,11.977471362840939,20.53823974946954
S5,Je_strength,V_strength,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0725132233753983,0.5782864979920702,0.6604081543959369,-0.5057732746166719,-0.5878949310205386,0.125393249932653,0.6243756243756243,0.7453786523553965,0.7415463713664228,0.9749390679789108,0.9719793138229369,0.9734591909009238,0.9749390679789108,8.565392921993592,9.591359826615236,18.153479493851883
S5,Je_strength,V_pos_centroid_lat,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.1185620425932224,0.4263796067281696,0.49880406906902347,-0.3078175641349472,-0.3802420264758011,0.2780668698088308,0.3296703296703296,0.5372405372405372,0.4999158390843292,0.9749390679789108,0.919573578192489,0.9472563230856998,0.9749390679789108,8.565392921993592,26.730966552221744,34.80834269415399
S5,Je_strength,V_NS_diff,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.1443294658623795,0.5815223662229171,0.6637012312538356,-0.4371929003605376,-0.5193717653914561,0.24819245870081144,0.2617382617382617,0.4900967296176877,0.4368082248876951,0.9749390679789108,0.9726177712584121,0.9737784196186614,0.9749390679789108,8.565392921993592,9.369784998327775,17.93201929169116
S5,Je_strength,H_strength,Je,H,Je→H,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.3052653058055303,0.589005031674709,0.671289421042058,-0.28373972586917867,-0.3660241152365277,0.5182728319613402,0.0079920079920079,0.0600375234521576,0.0373589311194707,0.9749390679789108,0.9740563059034092,0.97449768694116,0.9749390679789108,8.565392921993592,8.871070932895497,17.433556474950542
S5,Je_strength,H_centroid_lat,Je,H,Je→H,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.3936918484554268,0.4762163485957238,0.553220989276147,-0.082524500140297,-0.15952914082072023,0.8267079650170623,0.0009990009990009,0.0133779264214046,0.0076498087547811,0.9749390679789108,0.9451646884953031,0.960051878237107,0.9749390679789108,8.565392921993592,19.028638286819167,27.58416370559009
S5,Je_strength,H_west_extent_lon,Je,H,Je→H,lead_lag_yes,,Tier3_surrogate_or_persistence_sensitive_yes,2,0.2408818515208645,0.3509792466933243,0.4143098888772304,-0.11009739517245981,-0.17342803735636592,0.6863136603952547,0.0099900099900099,0.0699300699300699,0.0442369132464979,0.9749390679789108,0.8786897595589611,0.926814413768936,0.9749390679789108,8.565392921993592,43.58591506717124,52.108611180906315
S5,Je_strength,H_zonal_width,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0661614793298268,0.22111131314685742,0.2639598333328096,-0.15494983381703062,-0.1977983540029828,0.2992224974299879,0.4055944055944055,0.5948717948717949,0.5675455286762706,0.9749390679789108,0.6868787107591208,0.8309088893690157,0.9749390679789108,8.565392921993592,125.29464560168627,133.5454800056653
S5,Je_strength,Jw_strength,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.1282008549574087,0.5997645356380941,0.6821341519716101,-0.4715636806806853,-0.5539332970142014,0.21375197655028877,0.3186813186813186,0.5334448160535117,0.4913151364764268,0.9749390679789108,0.9760364515572716,0.9754877597680912,0.9760364515572716,8.565392921993592,8.185777740129337,16.748593284642585
S5,Je_strength,Jw_axis_lat,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0374741744885109,0.4361305895280121,0.5095472884823967,-0.3986564150395012,-0.47207311399388585,0.08592420570422744,0.8351648351648352,0.8870026525198939,0.8948886444054593,0.9749390679789108,0.9295391380966929,0.9522391030378019,0.9749390679789108,8.565392921993592,24.648933439954376,33.198942614968914
S5,Je_strength,Jw_meridional_width,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0518976249630779,0.09876912197846932,0.11860144475046405,-0.04687149701539142,-0.06670381978738615,0.5254438221531529,0.2997002997002997,0.5244755244755245,0.4731032065884002,0.9749390679789108,-0.017348698632075405,0.4787951846734177,0.9749390679789108,8.565392921993592,698.8342361331007,675.0
S5,Je_axis_lat,P_main_band_share,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.1548658225208873,0.40769679414939386,0.4780967281164399,-0.25283097162850654,-0.32323090559555256,0.3798553845486929,0.1268731268731268,0.3125378558449425,0.2664335664335664,0.930352575046115,0.9596638283250861,0.9450082016856005,0.9596638283250861,24.354106317986638,13.893666600887133,38.21938946315459
S5,Je_axis_lat,P_south_band_share_18_24,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0976947278514099,0.3986287839975096,0.4679894542340522,-0.3009340561460997,-0.37029472638264227,0.24507695322879702,0.3566433566433566,0.5635792778649922,0.5258592471358429,0.930352575046115,0.9544554985414585,0.9424040367937867,0.9544554985414585,24.354106317986638,15.72946455289342,40.04989801082028
S5,Je_axis_lat,P_main_minus_south,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0584992406681795,0.40087372204862476,0.47049505067831066,-0.34237448138044524,-0.41199581001013114,0.1459293474494288,0.6613386613386614,0.780430297671677,0.7692953290939023,0.930352575046115,0.9557752605669158,0.9430639178065154,0.9557752605669158,24.354106317986638,15.263358586854622,39.585169014418796
S5,Je_axis_lat,P_spread_lat,Je,P,Je→P,other_not_supported,same_day_only_without_positive_lag_support,Tier5c_no_same_day_only,1,0.1704269459285733,0.383296995570541,0.45081945331156803,-0.21287004964196768,-0.2803925073829947,0.4446341815825905,0.0779220779220779,0.2376237623762376,0.191659272404614,0.930352575046115,0.9448669478345652,0.93760976144034,0.9448669478345652,24.354106317986638,19.134887480659728,43.44455871980784
S5,Je_axis_lat,P_north_band_share_35_45,Je,P,Je→P,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.2011349237848259,0.39570122439381045,0.46471867961753105,-0.19456630060898455,-0.26358375583270516,0.508299978330752,0.0399600399600399,0.1557454890788224,0.1229403227183471,0.930352575046115,0.9527033278082878,0.9415279514272015,0.9527033278082878,24.354106317986638,16.349259651868675,40.66782627433236
S5,Je_axis_lat,P_north_minus_main_35_45,Je,P,Je→P,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.2429665780351569,0.38837206517569417,0.45651408888320855,-0.14540548714053728,-0.21354751084805165,0.6256026110560814,0.0129870129870129,0.0727272727272727,0.0535714285714285,0.930352575046115,0.9481563333736654,0.9392544542098902,0.9481563333736654,24.354106317986638,17.962867955353005,42.27638248850361
S5,Je_axis_lat,P_total_centroid_lat_10_50,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0416654044095168,0.4178544509849363,0.48937490924457344,-0.3761890465754195,-0.44770950483505667,0.09971272128681678,0.8111888111888111,0.878048780487805,0.8804288898259139,0.930352575046115,0.9651299442496134,0.9477412596478643,0.9651299442496134,24.354106317986638,11.977471362840939,36.30833233053973
S5,Je_axis_lat,V_strength,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0624485419630864,0.431631220325694,0.5045956741500431,-0.3691826783626076,-0.4421471321869567,0.1446803174153271,0.6743256743256744,0.7897045919859609,0.779495733624174,0.930352575046115,0.9719793138229369,0.951165944434526,0.9719793138229369,24.354106317986638,9.591359826615236,33.9280719623288
S5,Je_axis_lat,V_pos_centroid_lat,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.1073148640772217,0.3592241360436027,0.4236635750717007,-0.251909271966381,-0.31634871099447903,0.29874068390603853,0.3736263736263736,0.5696877380045697,0.5402672444925966,0.930352575046115,0.919573578192489,0.924963076619302,0.930352575046115,24.354106317986638,26.730966552221744,49.67501387801887
S5,Je_axis_lat,V_NS_diff,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.1186339411122172,0.43298069648798315,0.506081803115549,-0.31434675537576595,-0.38744786200333176,0.273993603120156,0.2917082917082917,0.5134065934065934,0.4647214854111406,0.930352575046115,0.9726177712584121,0.9514851731522636,0.9726177712584121,24.354106317986638,9.369784998327775,33.70700968142324
S5,Je_axis_lat,H_strength,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0326013396647733,0.43606487636829083,0.5094750398974832,-0.40346353670351753,-0.4768737002327099,0.07476259022806259,0.8811188811188811,0.9251700680272108,0.925525402978984,0.930352575046115,0.9740563059034092,0.952204440474762,0.9740563059034092,24.354106317986638,8.871070932895497,33.20943009500108
S5,Je_axis_lat,H_centroid_lat,Je,H,Je→H,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.3011413874360816,0.3837488884347098,0.4513269524638167,-0.08260750099862818,-0.1501855650277351,0.7847355302172221,0.0009990009990009,0.0133779264214046,0.0076498087547811,0.930352575046115,0.9451646884953031,0.9377586317707091,0.9451646884953031,24.354106317986638,19.028638286819167,43.338663965798716
S5,Je_axis_lat,H_west_extent_lon,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0671744554877406,0.30873926625957626,0.36599606171396615,-0.24156481077183567,-0.29882160622622556,0.2175766506851217,0.5574425574425574,0.6867692307692307,0.6846392420162912,0.930352575046115,0.8786897595589611,0.9045211673025381,0.930352575046115,24.354106317986638,43.58591506717124,67.78210547957121
S5,Je_axis_lat,H_zonal_width,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0862803549228535,0.2096883159707612,0.2505081410075023,-0.1234079610479077,-0.16422778608464877,0.4114695400333339,0.2427572427572427,0.4673076923076923,0.4146168064837196,0.930352575046115,0.6868787107591208,0.8086156429026179,0.930352575046115,24.354106317986638,125.29464560168627,148.65318289338592
S5,Je_axis_lat,Jw_strength,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0612295071621214,0.4404122449073779,0.5142502918875245,-0.3791827377452565,-0.4530207847254031,0.13902771294426303,0.6683316683316683,0.7856723429242513,0.7754773481018773,0.930352575046115,0.9760364515572716,0.9531945133016932,0.9760364515572716,24.354106317986638,8.185777740129337,32.5256525600201
S5,Je_axis_lat,Jw_axis_lat,Je,Jw,Je→Jw,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.2301385291401377,0.36183579724485354,0.42662094894006963,-0.13169726810471585,-0.19648241979993195,0.6360302957653563,0.0189810189810189,0.0990873533246414,0.0714882943143812,0.930352575046115,0.9295391380966929,0.9299458565714039,0.930352575046115,24.354106317986638,24.648933439954376,48.9385613979433
S5,Je_axis_lat,Jw_meridional_width,Je,Jw,Je→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0521522526434704,0.09876912197846932,0.11860144475046405,-0.04661686933499892,-0.06644919210699365,0.5280218311026301,0.3686313686313686,0.5696877380045697,0.5375308542062882,0.930352575046115,-0.017348698632075405,0.4565019382070198,0.930352575046115,24.354106317986638,698.8342361331007,675.0
S5,Je_meridional_width,P_main_band_share,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0729855804141942,0.09975195894450412,0.11977814838208506,-0.026766378530309914,-0.04679256796789086,0.7316706477393483,0.3586413586413586,0.5635792778649922,0.5279627435761265,0.01033924570105148,0.9596638283250861,0.4850015370130688,0.9596638283250861,661.184856466964,13.893666600887133,661.7366316444981
S5,Je_meridional_width,P_south_band_share_18_24,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0632328552505737,0.0997465983039514,0.11977173062355036,-0.03651374305337769,-0.05653887537297665,0.633934954432113,0.4465534465534465,0.6112820512820512,0.6008961911874533,0.01033924570105148,0.9544554985414585,0.482397372121255,0.9544554985414585,661.184856466964,15.72946455289342,661.807911764069
S5,Je_meridional_width,P_main_minus_south,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0550178438483736,0.09974795663301086,0.11977335681530658,-0.04473011278463727,-0.064755512966933,0.5515686306316359,0.5424575424575424,0.673697270471464,0.6727929788332473,0.01033924570105148,0.9557752605669158,0.4830572531339836,0.9557752605669158,661.184856466964,15.263358586854622,661.789849056049
S5,Je_meridional_width,P_spread_lat,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.082255087821618,0.0997367301136728,0.11975991641871823,-0.017481642292054803,-0.037504828597100234,0.8247221232124767,0.2557442557442557,0.4832468145351581,0.4291301918420562,0.01033924570105148,0.9448669478345652,0.4776030967678083,0.9448669478345652,661.184856466964,19.134887480659728,661.9391585593469
S5,Je_meridional_width,P_north_band_share_35_45,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0522557452359819,0.09974479495904985,0.1197695716584551,-0.04748904972306795,-0.0675138264224732,0.5238944574244245,0.5854145854145855,0.7122955784373106,0.708632851864293,0.01033924570105148,0.9527033278082878,0.48152128675466965,0.9527033278082878,661.184856466964,16.349259651868675,661.8318933176794
S5,Je_meridional_width,P_north_minus_main_35_45,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.023826641012058,0.09974011531882633,0.11976396919005217,-0.07591347430676833,-0.09593732817799416,0.2388872414664296,0.92007992007992,0.9352627570449352,0.9488324175824177,0.01033924570105148,0.9481563333736654,0.47924778953735847,0.9481563333736654,661.184856466964,17.962867955353005,661.8941309876017
S5,Je_meridional_width,P_total_centroid_lat_10_50,Je,P,Je→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.078281767491456,0.09975758522448758,0.11978488416081931,-0.021475817733031574,-0.04150311666936331,0.7847199520246618,0.3146853146853147,0.5325443786982248,0.488961710934805,0.01033924570105148,0.9651299442496134,0.48773459497533245,0.9651299442496134,661.184856466964,11.977471362840939,661.6618316920285
S5,Je_meridional_width,V_strength,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0593891116291887,0.09976463574419239,0.1197933250336343,-0.04037552411500369,-0.06040421340444559,0.5952922213986626,0.4585414585414585,0.6194155189788377,0.6096292197011621,0.01033924570105148,0.9719793138229369,0.4911592797619942,0.9719793138229369,661.184856466964,9.591359826615236,661.5681147021345
S5,Je_meridional_width,V_pos_centroid_lat,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0264467164371878,0.10255494658435094,0.12313345951303292,-0.07610823014716314,-0.09668674307584513,0.2578785062838047,0.9170829170829172,0.9352627570449352,0.9475042289056452,0.01033924570105148,0.919573578192489,0.46495641194677023,0.919573578192489,661.184856466964,26.730966552221744,625.9824377597412
S5,Je_meridional_width,V_NS_diff,Je,V,Je→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0288478622004933,0.0997652929774355,0.11979411187212764,-0.0709174307769422,-0.09094624967163434,0.2891572944813382,0.8281718281718282,0.8836837902581848,0.8911849020544672,0.01033924570105148,0.9726177712584121,0.4914785084797318,0.9726177712584121,661.184856466964,9.369784998327775,661.5593796321072
S5,Je_meridional_width,H_strength,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0194751789793712,0.09976677383274311,0.11979588474935182,-0.08029159485337191,-0.10032070576998062,0.19520706374670316,0.955044955044955,0.9676113360323886,0.9729454668815196,0.01033924570105148,0.9740563059034092,0.49219777580223034,0.9740563059034092,661.184856466964,8.871070932895497,661.5396987058457
S5,Je_meridional_width,H_centroid_lat,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.1065116186717545,0.09973703652270038,0.11976028325199364,0.0067745821490541175,-0.013248664580239142,1.0679244379545225,0.1008991008991009,0.2679045092838196,0.2285067873303167,0.01033924570105148,0.9451646884953031,0.4777519670981773,0.9451646884953031,661.184856466964,19.028638286819167,661.9350827374426
S5,Je_meridional_width,H_west_extent_lon,Je,H,Je→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0876336354571991,0.09966864995257145,0.11967841051449653,-0.012035014495372351,-0.03204477505729743,0.8792497490324254,0.2377622377622377,0.4605708756652152,0.4086031761171252,0.01033924570105148,0.8786897595589611,0.4445145026300063,0.8786897595589611,661.184856466964,43.58591506717124,662.8456862300258
