window_id,target_name,target_pair,target_set,was_in_original_v9_1_f,pair_name,object_A,object_B,dominant_order_high,median_delta_high,prob_A_earlier_high,prob_B_earlier_high,prob_same_or_near_high,dominant_order_low,median_delta_low,prob_A_earlier_low,prob_B_earlier_low,prob_same_or_near_low,median_delta_shift_high_minus_low,dominant_order_changed_flag,permutation_level,signflip_level,mode_stability_status,extreme_year_dominated_flag
W045,W045_H_vs_Jw_delta_peak,H-Jw,added_all_pair,False,V-Je,V,Je,A_earlier,1.0,0.5658682634730539,0.26047904191616766,0.17365269461077845,A_earlier,1.0,0.6396396396396397,0.2072072072072072,0.15315315315315314,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_H_vs_Jw_delta_peak,H-Jw,added_all_pair,False,V-Jw,V,Jw,A_earlier,1.0,0.5568862275449101,0.3502994011976048,0.09281437125748503,B_earlier,-4.0,0.08108108108108109,0.8708708708708709,0.04804804804804805,5.0,True,strict_99,direction_specific_99,stable,False
W045,W045_Je_vs_Jw_delta_peak,Je-Jw,original_priority,True,H-Je,H,Je,A_earlier,10.0,0.7155688622754491,0.25449101796407186,0.029940119760479042,A_earlier,11.0,0.7537537537537538,0.18618618618618618,0.06006006006006006,-1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_Je_vs_Jw_delta_peak,Je-Jw,original_priority,True,H-Jw,H,Jw,A_earlier,9.0,0.7574850299401198,0.2215568862275449,0.020958083832335328,A_earlier,4.0,0.6726726726726727,0.3213213213213213,0.006006006006006006,5.0,False,strict_99,direction_specific_99,stable,False
W045,W045_Je_vs_Jw_delta_peak,Je-Jw,original_priority,True,Je-Jw,Je,Jw,A_earlier,1.0,0.5089820359281437,0.3592814371257485,0.1317365269461078,B_earlier,-6.0,0.018018018018018018,0.978978978978979,0.003003003003003003,7.0,True,strict_99,direction_specific_99,stable,False
W045,W045_Je_vs_Jw_delta_peak,Je-Jw,original_priority,True,P-H,P,H,B_earlier,-8.0,0.26646706586826346,0.7125748502994012,0.020958083832335328,B_earlier,-8.0,0.2672672672672673,0.6966966966966966,0.036036036036036036,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_Je_vs_Jw_delta_peak,Je-Jw,original_priority,True,P-Je,P,Je,A_earlier,1.0,0.655688622754491,0.1347305389221557,0.20958083832335328,A_earlier,2.0,0.8138138138138138,0.06906906906906907,0.11711711711711711,-1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_Je_vs_Jw_delta_peak,Je-Jw,original_priority,True,P-Jw,P,Jw,A_earlier,2.0,0.7005988023952096,0.2275449101796407,0.0718562874251497,B_earlier,-4.0,0.06906906906906907,0.8858858858858859,0.04504504504504504,6.0,True,strict_99,direction_specific_99,stable,False
W045,W045_Je_vs_Jw_delta_peak,Je-Jw,original_priority,True,P-V,P,V,A_earlier,1.0,0.6916167664670658,0.12574850299401197,0.18263473053892215,A_earlier,0.0,0.4864864864864865,0.23723723723723725,0.27627627627627627,1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_Je_vs_Jw_delta_peak,Je-Jw,original_priority,True,V-H,V,H,B_earlier,-10.0,0.218562874251497,0.7514970059880239,0.029940119760479042,B_earlier,-9.0,0.24024024024024024,0.7207207207207207,0.03903903903903904,-1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_Je_vs_Jw_delta_peak,Je-Jw,original_priority,True,V-Je,V,Je,A_earlier,0.0,0.46407185628742514,0.3413173652694611,0.19461077844311378,A_earlier,2.0,0.7267267267267268,0.14414414414414414,0.12912912912912913,-2.0,False,strict_99,direction_specific_99,stable,False
W045,W045_Je_vs_Jw_delta_peak,Je-Jw,original_priority,True,V-Jw,V,Jw,A_earlier,1.0,0.5688622754491018,0.3532934131736527,0.07784431137724551,B_earlier,-5.0,0.042042042042042045,0.9309309309309309,0.02702702702702703,6.0,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,H-Je,H,Je,A_earlier,8.0,0.5988023952095808,0.3562874251497006,0.04491017964071856,A_earlier,11.0,0.8408408408408409,0.11711711711711711,0.042042042042042045,-3.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,H-Jw,H,Jw,A_earlier,4.0,0.5898203592814372,0.39520958083832336,0.014970059880239521,A_earlier,6.0,0.8138138138138138,0.17717717717717718,0.009009009009009009,-2.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,Je-Jw,Je,Jw,B_earlier,-3.0,0.27844311377245506,0.6796407185628742,0.041916167664670656,B_earlier,-5.0,0.18018018018018017,0.7477477477477478,0.07207207207207207,2.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,P-H,P,H,B_earlier,-4.5,0.41317365269461076,0.5538922155688623,0.03293413173652695,B_earlier,-9.0,0.15315315315315314,0.8228228228228228,0.024024024024024024,4.5,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,P-Je,P,Je,A_earlier,2.0,0.7514970059880239,0.08982035928143713,0.15868263473053892,A_earlier,2.0,0.7477477477477478,0.10810810810810811,0.14414414414414414,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,P-Jw,P,Jw,B_earlier,0.0,0.4341317365269461,0.49101796407185627,0.0748502994011976,B_earlier,-2.0,0.27927927927927926,0.6426426426426426,0.07807807807807808,2.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,P-V,P,V,A_earlier,1.0,0.655688622754491,0.16766467065868262,0.17664670658682635,A_earlier,1.0,0.5315315315315315,0.2132132132132132,0.2552552552552553,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,V-H,V,H,B_earlier,-7.0,0.3652694610778443,0.5898203592814372,0.04491017964071856,B_earlier,-10.0,0.13213213213213212,0.8408408408408409,0.02702702702702703,3.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,V-Je,V,Je,A_earlier,1.0,0.6017964071856288,0.23053892215568864,0.16766467065868262,A_earlier,1.0,0.6366366366366366,0.23123123123123124,0.13213213213213212,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,V-Jw,V,Jw,B_earlier,-2.0,0.32934131736526945,0.6107784431137725,0.059880239520958084,B_earlier,-3.0,0.23723723723723725,0.6876876876876877,0.07507507507507508,1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,H-Je,H,Je,A_earlier,11.0,0.8203592814371258,0.16766467065868262,0.011976047904191617,A_earlier,10.0,0.5915915915915916,0.3213213213213213,0.08708708708708708,1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,H-Jw,H,Jw,A_earlier,6.0,0.7874251497005988,0.20059880239520958,0.011976047904191617,A_earlier,5.0,0.6006006006006006,0.37237237237237236,0.02702702702702703,1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,Je-Jw,Je,Jw,B_earlier,-5.0,0.19461077844311378,0.7724550898203593,0.03293413173652695,B_earlier,-3.0,0.2882882882882883,0.6426426426426426,0.06906906906906907,-2.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,P-H,P,H,B_earlier,-8.0,0.2155688622754491,0.7724550898203593,0.011976047904191617,B_earlier,-8.0,0.34534534534534533,0.6096096096096096,0.04504504504504504,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,P-Je,P,Je,A_earlier,3.0,0.9311377245508982,0.020958083832335328,0.04790419161676647,A_earlier,0.0,0.45645645645645644,0.24324324324324326,0.3003003003003003,3.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,P-Jw,P,Jw,B_earlier,-1.0,0.4041916167664671,0.5269461077844312,0.0688622754491018,B_earlier,-2.0,0.3003003003003003,0.6156156156156156,0.08408408408408409,1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,P-V,P,V,A_earlier,1.0,0.6287425149700598,0.17065868263473055,0.20059880239520958,A_earlier,1.0,0.5405405405405406,0.2132132132132132,0.24624624624624625,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,V-H,V,H,B_earlier,-9.0,0.19760479041916168,0.7964071856287425,0.005988023952095809,B_earlier,-9.0,0.2672672672672673,0.6486486486486487,0.08408408408408409,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,V-Je,V,Je,A_earlier,2.0,0.8473053892215568,0.0748502994011976,0.07784431137724551,B_earlier,0.0,0.35435435435435436,0.4264264264264264,0.21921921921921922,2.0,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,V-Jw,V,Jw,B_earlier,-2.0,0.3083832335329341,0.6197604790419161,0.0718562874251497,B_earlier,-3.0,0.24024024024024024,0.6906906906906907,0.06906906906906907,1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,H-Je,H,Je,A_earlier,10.0,0.7425149700598802,0.23353293413173654,0.023952095808383235,A_earlier,10.0,0.7027027027027027,0.22522522522522523,0.07207207207207207,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,H-Jw,H,Jw,A_earlier,9.0,0.7844311377245509,0.19760479041916168,0.017964071856287425,A_earlier,4.0,0.6246246246246246,0.36036036036036034,0.015015015015015015,5.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,Je-Jw,Je,Jw,A_earlier,0.0,0.49101796407185627,0.39520958083832336,0.11377245508982035,B_earlier,-6.0,0.03003003003003003,0.960960960960961,0.009009009009009009,6.0,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,P-H,P,H,B_earlier,-7.5,0.25149700598802394,0.7305389221556886,0.017964071856287425,B_earlier,-8.0,0.2972972972972973,0.6606606606606606,0.042042042042042045,0.5,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,P-Je,P,Je,A_earlier,2.0,0.7514970059880239,0.09580838323353294,0.15269461077844312,A_earlier,2.0,0.7177177177177178,0.12012012012012012,0.16216216216216217,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,P-Jw,P,Jw,A_earlier,2.0,0.7335329341317365,0.19760479041916168,0.0688622754491018,B_earlier,-4.0,0.05405405405405406,0.8978978978978979,0.04804804804804805,6.0,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,P-V,P,V,A_earlier,1.0,0.7035928143712575,0.11077844311377245,0.18562874251497005,A_earlier,0.0,0.4774774774774775,0.25225225225225223,0.2702702702702703,1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,V-H,V,H,B_earlier,-9.0,0.2215568862275449,0.7604790419161677,0.017964071856287425,B_earlier,-9.0,0.26126126126126126,0.6816816816816816,0.057057057057057055,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,V-Je,V,Je,A_earlier,1.0,0.5538922155688623,0.2694610778443114,0.17664670658682635,A_earlier,1.0,0.6456456456456456,0.2012012012012012,0.15315315315315314,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,V-Jw,V,Jw,A_earlier,1.0,0.5988023952095808,0.3143712574850299,0.08682634730538923,B_earlier,-5.0,0.03903903903903904,0.9279279279279279,0.03303303303303303,6.0,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,H-Je,H,Je,A_earlier,11.0,0.7485029940119761,0.2275449101796407,0.023952095808383235,A_earlier,10.0,0.7387387387387387,0.19519519519519518,0.06606606606606606,1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,H-Jw,H,Jw,A_earlier,7.0,0.7694610778443114,0.218562874251497,0.011976047904191617,A_earlier,5.0,0.6756756756756757,0.3063063063063063,0.018018018018018018,2.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,Je-Jw,Je,Jw,B_earlier,-2.0,0.3652694610778443,0.562874251497006,0.0718562874251497,B_earlier,-5.0,0.09309309309309309,0.8738738738738738,0.03303303303303303,3.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,P-H,P,H,B_earlier,-8.0,0.25449101796407186,0.7335329341317365,0.011976047904191617,B_earlier,-8.0,0.2552552552552553,0.7087087087087087,0.036036036036036036,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,P-Je,P,Je,A_earlier,2.0,0.7754491017964071,0.09281437125748503,0.1317365269461078,A_earlier,2.0,0.7027027027027027,0.1111111111111111,0.18618618618618618,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,P-Jw,P,Jw,A_earlier,1.0,0.5029940119760479,0.41916167664670656,0.07784431137724551,B_earlier,-3.0,0.16516516516516516,0.7627627627627628,0.07207207207207207,4.0,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,P-V,P,V,A_earlier,2.0,0.8473053892215568,0.029940119760479042,0.12275449101796407,B_earlier,0.0,0.2912912912912913,0.37537537537537535,0.3333333333333333,2.0,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,V-H,V,H,B_earlier,-10.0,0.20359281437125748,0.7724550898203593,0.023952095808383235,B_earlier,-8.0,0.23423423423423423,0.7207207207207207,0.04504504504504504,-2.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,V-Je,V,Je,A_earlier,0.0,0.44610778443113774,0.3532934131736527,0.20059880239520958,A_earlier,2.0,0.7507507507507507,0.13513513513513514,0.11411411411411411,-2.0,False,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,V-Jw,V,Jw,B_earlier,-2.0,0.3772455089820359,0.5598802395209581,0.06287425149700598,B_earlier,-3.0,0.15915915915915915,0.7807807807807807,0.06006006006006006,1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_H_delta_peak,V-H,added_all_pair,False,H-Je,H,Je,A_earlier,8.0,0.6077844311377245,0.3383233532934132,0.05389221556886228,A_earlier,11.0,0.8348348348348348,0.12912912912912913,0.036036036036036036,-3.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_H_delta_peak,V-H,added_all_pair,False,H-Jw,H,Jw,A_earlier,3.0,0.5778443113772455,0.40718562874251496,0.014970059880239521,A_earlier,7.0,0.8348348348348348,0.15315315315315314,0.012012012012012012,-4.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_H_delta_peak,V-H,added_all_pair,False,Je-Jw,Je,Jw,B_earlier,-4.0,0.2125748502994012,0.7574850299401198,0.029940119760479042,B_earlier,-4.0,0.27927927927927926,0.6426426426426426,0.07807807807807808,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_H_delta_peak,V-H,added_all_pair,False,P-H,P,H,B_earlier,-5.5,0.39820359281437123,0.5718562874251497,0.029940119760479042,B_earlier,-9.0,0.15015015015015015,0.8318318318318318,0.018018018018018018,3.5,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_H_delta_peak,V-H,added_all_pair,False,P-Je,P,Je,A_earlier,2.0,0.7365269461077845,0.10479041916167664,0.15868263473053892,A_earlier,2.0,0.7597597597597597,0.0960960960960961,0.14414414414414414,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_H_delta_peak,V-H,added_all_pair,False,P-Jw,P,Jw,B_earlier,-2.0,0.3383233532934132,0.5958083832335329,0.0658682634730539,B_earlier,-1.0,0.3963963963963964,0.5195195195195195,0.08408408408408409,-1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_H_delta_peak,V-H,added_all_pair,False,P-V,P,V,A_earlier,1.0,0.5029940119760479,0.2694610778443114,0.2275449101796407,A_earlier,1.0,0.6816816816816816,0.10510510510510511,0.2132132132132132,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_H_delta_peak,V-H,added_all_pair,False,V-H,V,H,B_earlier,-6.0,0.3652694610778443,0.5808383233532934,0.05389221556886228,B_earlier,-10.0,0.12012012012012012,0.8588588588588588,0.021021021021021023,4.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_H_delta_peak,V-H,added_all_pair,False,V-Je,V,Je,A_earlier,1.0,0.6766467065868264,0.17964071856287425,0.1437125748502994,A_earlier,1.0,0.5525525525525525,0.2852852852852853,0.16216216216216217,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_H_delta_peak,V-H,added_all_pair,False,V-Jw,V,Jw,B_earlier,-2.0,0.2754491017964072,0.6646706586826348,0.059880239520958084,B_earlier,-2.0,0.32732732732732733,0.5975975975975976,0.07507507507507508,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Je_delta_peak,V-Je,added_all_pair,False,H-Je,H,Je,A_earlier,11.0,0.8233532934131736,0.1467065868263473,0.029940119760479042,A_earlier,10.0,0.6066066066066066,0.32432432432432434,0.06906906906906907,1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Je_delta_peak,V-Je,added_all_pair,False,H-Jw,H,Jw,A_earlier,5.0,0.7664670658682635,0.218562874251497,0.014970059880239521,A_earlier,6.0,0.6336336336336337,0.34234234234234234,0.024024024024024024,-1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Je_delta_peak,V-Je,added_all_pair,False,Je-Jw,Je,Jw,B_earlier,-5.0,0.12874251497005987,0.8413173652694611,0.029940119760479042,B_earlier,-2.0,0.34234234234234234,0.5795795795795796,0.07807807807807808,-3.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Je_delta_peak,V-Je,added_all_pair,False,P-H,P,H,B_earlier,-8.0,0.218562874251497,0.7634730538922155,0.017964071856287425,B_earlier,-8.0,0.3333333333333333,0.6246246246246246,0.042042042042042045,0.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Je_delta_peak,V-Je,added_all_pair,False,P-Je,P,Je,A_earlier,3.0,0.8802395209580839,0.041916167664670656,0.07784431137724551,A_earlier,1.0,0.5195195195195195,0.21921921921921922,0.26126126126126126,2.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Je_delta_peak,V-Je,added_all_pair,False,P-Jw,P,Jw,B_earlier,-2.0,0.2904191616766467,0.6437125748502994,0.0658682634730539,B_earlier,-1.0,0.38738738738738737,0.5255255255255256,0.08708708708708708,-1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Je_delta_peak,V-Je,added_all_pair,False,P-V,P,V,A_earlier,0.0,0.46107784431137727,0.2934131736526946,0.24550898203592814,A_earlier,1.0,0.6816816816816816,0.13513513513513514,0.1831831831831832,-1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Je_delta_peak,V-Je,added_all_pair,False,V-H,V,H,B_earlier,-8.0,0.20658682634730538,0.7844311377245509,0.008982035928143712,B_earlier,-10.0,0.24924924924924924,0.6696696696696697,0.08108108108108109,2.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Je_delta_peak,V-Je,added_all_pair,False,V-Je,V,Je,A_earlier,2.0,0.9011976047904192,0.05089820359281437,0.04790419161676647,B_earlier,0.0,0.3033033033033033,0.4864864864864865,0.21021021021021022,2.0,True,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Je_delta_peak,V-Je,added_all_pair,False,V-Jw,V,Jw,B_earlier,-3.0,0.24251497005988024,0.688622754491018,0.0688622754491018,B_earlier,-2.0,0.2822822822822823,0.6516516516516516,0.06606606606606606,-1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Jw_delta_peak,V-Jw,original_priority,True,H-Je,H,Je,A_earlier,10.0,0.7544910179640718,0.218562874251497,0.02694610778443114,A_earlier,11.0,0.7027027027027027,0.22522522522522523,0.07207207207207207,-1.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Jw_delta_peak,V-Jw,original_priority,True,H-Jw,H,Jw,A_earlier,9.0,0.7964071856287425,0.18862275449101795,0.014970059880239521,A_earlier,4.0,0.6396396396396397,0.3483483483483483,0.012012012012012012,5.0,False,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Jw_delta_peak,V-Jw,original_priority,True,Je-Jw,Je,Jw,A_earlier,0.0,0.48502994011976047,0.40119760479041916,0.11377245508982035,B_earlier,-6.0,0.02702702702702703,0.963963963963964,0.009009009009009009,6.0,True,strict_99,direction_specific_99,stable,False
W045,W045_V_vs_Jw_delta_peak,V-Jw,original_priority,True,P-H,P,H,B_earlier,-8.0,0.24251497005988024,0.7395209580838323,0.017964071856287425,B_earlier,-9.0,0.2972972972972973,0.6666666666666666,0.036036036036036036,1.0,False,strict_99,direction_specific_99,stable,False
