left_out_year_index,window_id,field,anchor_day,peak_day,relative_to_anchor,peak_score,inside_accepted_window,inside_buffer_only,near_analysis_edge,left_out_year
3,W003,Je,81,91,10,7.103349372217069,False,True,True,1982
3,W005,Je,113,109,-4,16.73241464655071,True,False,False,1982
3,W007,Je,160,162,2,21.554673434093793,True,False,False,1982
3,W002,Jw,45,45,0,12.587240603046727,True,False,False,1982
3,W003,Jw,81,83,2,14.701853589182042,True,False,False,1982
3,W005,Jw,113,103,-10,27.085495964459742,False,True,True,1982
3,W007,Jw,160,151,-9,11.143319455603558,False,True,True,1982
4,W002,P,45,45,0,24.53144794977583,True,False,False,1983
4,W003,P,81,82,1,53.78105974517233,True,False,False,1983
4,W005,P,113,112,-1,26.909432779455404,True,False,False,1983
4,W007,P,160,157,-3,22.75043302117315,True,False,False,1983
4,W002,V,45,45,0,18.89800193190083,True,False,False,1983
4,W003,V,81,80,-1,21.0382865825759,True,False,False,1983
4,W005,V,113,114,1,21.087324466979066,True,False,False,1983
4,W007,V,160,161,1,34.658494718353346,True,False,False,1983
4,W002,H,45,35,-10,11.852037001031118,False,True,True,1983
4,W003,H,81,77,-4,13.440308841693046,True,False,False,1983
4,W005,H,113,115,2,37.326762775307365,True,False,False,1983
4,W007,H,160,155,-5,9.834036650195284,True,False,False,1983
4,W002,Je,45,46,1,12.682521225459986,True,False,False,1983
4,W003,Je,81,91,10,7.038910748785934,False,True,True,1983
4,W005,Je,113,109,-4,17.632642782258046,True,False,False,1983
4,W007,Je,160,161,1,20.742276977436045,True,False,False,1983
4,W002,Jw,45,41,-4,11.966910075096548,True,False,False,1983
4,W003,Jw,81,82,1,15.065445222336601,True,False,False,1983
4,W005,Jw,113,103,-10,24.971044152628718,False,True,True,1983
4,W007,Jw,160,168,8,11.33871286502297,False,True,True,1983
5,W002,P,45,45,0,24.032037266996035,True,False,False,1984
5,W003,P,81,81,0,61.637219890275844,True,False,False,1984
5,W005,P,113,112,-1,27.70860800989313,True,False,False,1984
5,W007,P,160,158,-2,19.43019103663241,True,False,False,1984
5,W002,V,45,45,0,18.5088500117978,True,False,False,1984
5,W003,V,81,78,-3,22.14842945891203,True,False,False,1984
5,W005,V,113,114,1,20.667150920036303,True,False,False,1984
5,W007,V,160,161,1,30.296202020922827,True,False,False,1984
5,W002,H,45,35,-10,9.807284546449534,False,True,True,1984
5,W003,H,81,76,-5,14.289827895860165,True,False,False,1984
5,W005,H,113,115,2,35.61357282061928,True,False,False,1984
5,W007,H,160,155,-5,7.47241706363452,True,False,False,1984
5,W002,Je,45,46,1,10.741470893343154,True,False,False,1984
5,W003,Je,81,91,10,6.638071472036102,False,True,True,1984
5,W005,Je,113,111,-2,16.154298919472478,True,False,False,1984
5,W007,Je,160,161,1,21.889527575457343,True,False,False,1984
5,W002,Jw,45,41,-4,10.584915448219638,True,False,False,1984
5,W003,Jw,81,81,0,14.086354663473683,True,False,False,1984
5,W005,Jw,113,105,-8,26.041862589418244,False,True,False,1984
5,W007,Jw,160,151,-9,11.455492101804591,False,True,True,1984
6,W002,P,45,44,-1,26.50390124040773,True,False,False,1985
6,W003,P,81,82,1,60.256531912564796,True,False,False,1985
6,W005,P,113,112,-1,26.267062472768025,True,False,False,1985
6,W007,P,160,158,-2,21.310183050510673,True,False,False,1985
6,W002,V,45,45,0,20.191745271260118,True,False,False,1985
6,W003,V,81,80,-1,20.127971179018626,True,False,False,1985
6,W005,V,113,114,1,18.894154004214883,True,False,False,1985
6,W007,V,160,161,1,33.62835059501725,True,False,False,1985
6,W002,H,45,35,-10,9.169226218927603,False,True,True,1985
6,W003,H,81,77,-4,13.158304242894046,True,False,False,1985
6,W005,H,113,115,2,33.95252177617349,True,False,False,1985
6,W007,H,160,155,-5,8.562609246912904,True,False,False,1985
6,W002,Je,45,46,1,12.627765069604163,True,False,False,1985
6,W003,Je,81,91,10,7.047542833173412,False,True,True,1985
6,W005,Je,113,112,-1,16.348620114810608,True,False,False,1985
6,W007,Je,160,161,1,18.391286493467106,True,False,False,1985
6,W002,Jw,45,41,-4,11.480541693063124,True,False,False,1985
6,W003,Jw,81,83,2,14.300958108826126,True,False,False,1985
6,W005,Jw,113,104,-9,26.00253775934948,False,True,False,1985
6,W007,Jw,160,151,-9,11.962178509119656,False,True,True,1985
7,W002,P,45,45,0,26.040132792594452,True,False,False,1986
7,W003,P,81,82,1,61.062449531880574,True,False,False,1986
7,W005,P,113,112,-1,27.740054587656395,True,False,False,1986
7,W007,P,160,158,-2,21.366124711927277,True,False,False,1986
7,W002,V,45,45,0,18.382131747601143,True,False,False,1986
7,W003,V,81,80,-1,20.444276896027326,True,False,False,1986
7,W005,V,113,114,1,18.143391118409284,True,False,False,1986
7,W007,V,160,161,1,30.87662249350732,True,False,False,1986
7,W002,H,45,35,-10,11.013400902860804,False,True,True,1986
7,W003,H,81,77,-4,12.853532507850975,True,False,False,1986
7,W005,H,113,114,1,32.145115294600835,True,False,False,1986
7,W007,H,160,155,-5,7.2994611100379085,True,False,False,1986
7,W002,Je,45,46,1,13.075605539989446,True,False,False,1986
7,W003,Je,81,91,10,7.284205949661155,False,True,True,1986
7,W005,Je,113,109,-4,16.143146544311,True,False,False,1986
7,W007,Je,160,162,2,19.96373247822386,True,False,False,1986
7,W002,Jw,45,41,-4,12.114915495772665,True,False,False,1986
7,W003,Jw,81,82,1,14.791909284830641,True,False,False,1986
7,W005,Jw,113,102,-11,24.193069418333415,False,True,True,1986
7,W007,Jw,160,152,-8,12.022806740573444,False,True,False,1986
8,W002,P,45,45,0,26.011425964966197,True,False,False,1987
8,W003,P,81,82,1,61.91612086032796,True,False,False,1987
8,W005,P,113,112,-1,25.398322586674734,True,False,False,1987
8,W007,P,160,157,-3,19.816369543077727,True,False,False,1987
8,W002,V,45,45,0,18.546367885596553,True,False,False,1987
8,W003,V,81,80,-1,21.461552019853738,True,False,False,1987
8,W005,V,113,114,1,22.565099101036196,True,False,False,1987
8,W007,V,160,162,2,33.99805738729578,True,False,False,1987
8,W002,H,45,35,-10,10.172137079307543,False,True,True,1987
8,W003,H,81,77,-4,13.849444117962372,True,False,False,1987
8,W005,H,113,115,2,37.25536400544422,True,False,False,1987
8,W007,H,160,155,-5,12.291221067678553,True,False,False,1987
8,W002,Je,45,46,1,12.54511420999454,True,False,False,1987
8,W003,Je,81,91,10,7.558124965761056,False,True,True,1987
8,W005,Je,113,111,-2,16.908613798010087,True,False,False,1987
8,W007,Je,160,162,2,19.715993059267525,True,False,False,1987
8,W002,Jw,45,41,-4,12.561832175309988,True,False,False,1987
8,W003,Jw,81,84,3,14.240368468690074,True,False,False,1987
8,W005,Jw,113,103,-10,25.3655726732656,False,True,True,1987
8,W007,Jw,160,153,-7,11.688391652392358,False,True,False,1987
9,W002,P,45,45,0,26.239070232553036,True,False,False,1988
9,W003,P,81,81,0,60.86490249454165,True,False,False,1988
9,W005,P,113,112,-1,28.301511687010105,True,False,False,1988
9,W007,P,160,157,-3,19.65458492250524,True,False,False,1988
9,W002,V,45,45,0,19.748642090080516,True,False,False,1988
9,W003,V,81,79,-2,21.66462216772142,True,False,False,1988
9,W005,V,113,114,1,18.672644328933046,True,False,False,1988
9,W007,V,160,161,1,31.587802250150155,True,False,False,1988
9,W002,H,45,35,-10,9.747733843782092,False,True,True,1988
9,W003,H,81,77,-4,14.555927967722397,True,False,False,1988
9,W005,H,113,115,2,31.980648693476674,True,False,False,1988
9,W007,H,160,155,-5,10.11347477096863,True,False,False,1988
9,W002,Je,45,46,1,12.28454575201583,True,False,False,1988
9,W003,Je,81,91,10,7.385058758209489,False,True,True,1988
9,W005,Je,113,110,-3,16.701700346603673,True,False,False,1988
9,W007,Je,160,162,2,20.284561717907703,True,False,False,1988
9,W002,Jw,45,42,-3,11.977501998847934,True,False,False,1988
9,W003,Jw,81,81,0,13.562072298035254,True,False,False,1988
9,W005,Jw,113,104,-9,24.598844234150324,False,True,False,1988
9,W007,Jw,160,152,-8,11.673503611336528,False,True,False,1988
10,W002,P,45,45,0,24.18111490400008,True,False,False,1989
10,W003,P,81,81,0,63.364252204850445,True,False,False,1989
10,W005,P,113,113,0,28.482642417298795,True,False,False,1989
10,W007,P,160,158,-2,22.120097223779577,True,False,False,1989
10,W002,V,45,45,0,18.993481359777572,True,False,False,1989
10,W003,V,81,78,-3,23.604751668375556,True,False,False,1989
10,W005,V,113,113,0,17.36218814607021,True,False,False,1989
10,W007,V,160,162,2,34.1926615267991,True,False,False,1989
10,W002,H,45,35,-10,9.568134813677792,False,True,True,1989
10,W003,H,81,77,-4,14.774704319291127,True,False,False,1989
10,W005,H,113,115,2,31.00903018138888,True,False,False,1989
10,W007,H,160,155,-5,13.288188136871906,True,False,False,1989
10,W002,Je,45,46,1,12.426438236296105,True,False,False,1989
10,W003,Je,81,91,10,7.340112381666953,False,True,True,1989
10,W005,Je,113,112,-1,15.898609928288007,True,False,False,1989
10,W007,Je,160,162,2,18.967660880278697,True,False,False,1989
10,W002,Jw,45,41,-4,11.880972527112592,True,False,False,1989
10,W003,Jw,81,83,2,15.721901681359702,True,False,False,1989
10,W005,Jw,113,103,-10,25.058749197972524,False,True,True,1989
10,W007,Jw,160,168,8,11.624482550176733,False,True,True,1989
11,W002,P,45,45,0,27.36333736811931,True,False,False,1990
11,W003,P,81,82,1,61.324867886056296,True,False,False,1990
11,W005,P,113,113,0,24.911188467160976,True,False,False,1990
11,W007,P,160,157,-3,23.586081053110448,True,False,False,1990
11,W002,V,45,45,0,18.851027081787443,True,False,False,1990
11,W003,V,81,80,-1,22.055332491264732,True,False,False,1990
11,W005,V,113,114,1,19.081580063191797,True,False,False,1990
11,W007,V,160,161,1,32.89786803525903,True,False,False,1990
11,W002,H,45,35,-10,10.497754382025708,False,True,True,1990
11,W003,H,81,77,-4,13.545695759732975,True,False,False,1990
11,W005,H,113,115,2,34.65027844704863,True,False,False,1990
11,W007,H,160,155,-5,9.369486040674207,True,False,False,1990
11,W002,Je,45,46,1,11.94413201358958,True,False,False,1990
11,W003,Je,81,88,7,6.79716388732283,False,True,False,1990
11,W005,Je,113,109,-4,16.711690937778712,True,False,False,1990
11,W007,Je,160,162,2,19.59435097037727,True,False,False,1990
11,W002,Jw,45,41,-4,11.33537855090968,True,False,False,1990
11,W003,Jw,81,83,2,14.799161967026434,True,False,False,1990
11,W005,Jw,113,104,-9,25.360784641796954,False,True,False,1990
11,W007,Jw,160,151,-9,12.176905803843198,False,True,True,1990
12,W002,P,45,45,0,29.5890914055728,True,False,False,1991
12,W003,P,81,80,-1,64.72782246571407,True,False,False,1991
12,W005,P,113,114,1,28.322603560112608,True,False,False,1991
12,W007,P,160,157,-3,21.712661830100913,True,False,False,1991
12,W002,V,45,45,0,18.778216925700427,True,False,False,1991
12,W003,V,81,78,-3,23.986704602536033,True,False,False,1991
12,W005,V,113,114,1,21.278680034884857,True,False,False,1991
12,W007,V,160,161,1,31.73015005596118,True,False,False,1991
12,W002,H,45,35,-10,9.402276199413915,False,True,True,1991
12,W003,H,81,77,-4,14.769153582061357,True,False,False,1991
12,W005,H,113,115,2,37.30198705392657,True,False,False,1991
12,W007,H,160,155,-5,9.735182925989392,True,False,False,1991
12,W002,Je,45,46,1,12.496349146831411,True,False,False,1991
12,W003,Je,81,91,10,7.151275862544763,False,True,True,1991
12,W005,Je,113,111,-2,16.929980862628575,True,False,False,1991
12,W007,Je,160,162,2,20.559421631888817,True,False,False,1991
12,W002,Jw,45,41,-4,14.120825670384436,True,False,False,1991
12,W003,Jw,81,83,2,12.907765130450223,True,False,False,1991
12,W005,Jw,113,107,-6,24.88314189466086,True,False,False,1991
12,W007,Jw,160,152,-8,10.630518795408761,False,True,False,1991
13,W002,P,45,45,0,27.206091134619637,True,False,False,1992
13,W003,P,81,82,1,60.22511610323052,True,False,False,1992
13,W005,P,113,113,0,25.322191346223814,True,False,False,1992
13,W007,P,160,157,-3,19.11292331600874,True,False,False,1992
13,W002,V,45,45,0,19.07646042676666,True,False,False,1992
13,W003,V,81,80,-1,22.891641023367946,True,False,False,1992
13,W005,V,113,113,0,19.72296513632424,True,False,False,1992
13,W007,V,160,161,1,34.35300563247512,True,False,False,1992
13,W002,H,45,35,-10,10.295364002859372,False,True,True,1992
13,W003,H,81,77,-4,14.009534742998486,True,False,False,1992
13,W005,H,113,115,2,35.88213598749556,True,False,False,1992
13,W007,H,160,154,-6,8.958543520111315,False,True,False,1992
13,W002,Je,45,46,1,10.584190916031924,True,False,False,1992
13,W003,Je,81,91,10,7.2063778693892715,False,True,True,1992
13,W005,Je,113,111,-2,16.307841593934658,True,False,False,1992
13,W007,Je,160,161,1,19.863913944018186,True,False,False,1992
13,W002,Jw,45,45,0,10.492171840673743,True,False,False,1992
13,W003,Jw,81,83,2,17.154086824492094,True,False,False,1992
13,W005,Jw,113,105,-8,25.753150312188108,False,True,False,1992
13,W007,Jw,160,151,-9,12.27770178634156,False,True,True,1992
14,W002,P,45,44,-1,26.30098979586849,True,False,False,1993
14,W003,P,81,82,1,58.75306145556109,True,False,False,1993
14,W005,P,113,112,-1,26.1097714262545,True,False,False,1993
14,W007,P,160,158,-2,23.23638272712996,True,False,False,1993
14,W002,V,45,45,0,18.986555687241076,True,False,False,1993
14,W003,V,81,80,-1,21.648998398002707,True,False,False,1993
14,W005,V,113,114,1,20.578958143890603,True,False,False,1993
14,W007,V,160,161,1,38.11443801619476,True,False,False,1993
14,W002,H,45,35,-10,9.879858283028526,False,True,True,1993
14,W003,H,81,77,-4,13.43162708542578,True,False,False,1993
14,W005,H,113,115,2,35.91790473005037,True,False,False,1993
14,W007,H,160,155,-5,9.91003616837499,True,False,False,1993
14,W002,Je,45,46,1,11.441219952899718,True,False,False,1993
14,W003,Je,81,88,7,6.815514776878904,False,True,False,1993
14,W005,Je,113,110,-3,16.53393789203468,True,False,False,1993
14,W007,Je,160,161,1,19.567868901283234,True,False,False,1993
14,W002,Jw,45,41,-4,11.948009648005492,True,False,False,1993
14,W003,Jw,81,83,2,15.566884726749983,True,False,False,1993
14,W005,Jw,113,104,-9,25.477033310966423,False,True,False,1993
14,W007,Jw,160,151,-9,12.651283625317197,False,True,True,1993
15,W002,P,45,45,0,27.251556496231835,True,False,False,1994
15,W003,P,81,81,0,53.495940607815406,True,False,False,1994
15,W005,P,113,113,0,26.140860180276658,True,False,False,1994
15,W007,P,160,158,-2,21.362510925724138,True,False,False,1994
15,W002,V,45,45,0,20.074960918798617,True,False,False,1994
15,W003,V,81,78,-3,21.104800398232136,True,False,False,1994
15,W005,V,113,115,2,20.27688420154674,True,False,False,1994
15,W007,V,160,161,1,32.86093183895885,True,False,False,1994
15,W002,H,45,35,-10,9.567308454775869,False,True,True,1994
15,W003,H,81,77,-4,13.399792353959242,True,False,False,1994
15,W005,H,113,115,2,35.34628256769097,True,False,False,1994
15,W007,H,160,155,-5,9.999951579266504,True,False,False,1994
15,W002,Je,45,46,1,11.463291561680753,True,False,False,1994
15,W003,Je,81,91,10,7.115760907162926,False,True,True,1994
15,W005,Je,113,111,-2,17.243961517615155,True,False,False,1994
15,W007,Je,160,162,2,21.681538290517476,True,False,False,1994
15,W002,Jw,45,41,-4,13.231383401919066,True,False,False,1994
15,W003,Jw,81,82,1,15.805764130090797,True,False,False,1994
15,W005,Jw,113,108,-5,26.166420073975832,True,False,False,1994
15,W007,Jw,160,151,-9,11.29677497914049,False,True,True,1994
16,W002,P,45,45,0,30.3324183811861,True,False,False,1995
16,W003,P,81,83,2,61.78188735847104,True,False,False,1995
16,W005,P,113,112,-1,25.634338034037032,True,False,False,1995
16,W007,P,160,158,-2,19.46498215285218,True,False,False,1995
16,W002,V,45,45,0,20.7287039555743,True,False,False,1995
16,W003,V,81,81,0,20.75026325980142,True,False,False,1995
16,W005,V,113,115,2,21.65857893789068,True,False,False,1995
16,W007,V,160,161,1,30.862146222471914,True,False,False,1995
16,W002,H,45,35,-10,12.047532645389644,False,True,True,1995
16,W003,H,81,77,-4,13.135093537655223,True,False,False,1995
16,W005,H,113,115,2,33.86783853542868,True,False,False,1995
16,W007,H,160,155,-5,8.543140831122088,True,False,False,1995
16,W002,Je,45,46,1,14.665682302471676,True,False,False,1995
16,W003,Je,81,91,10,6.833785948415047,False,True,True,1995
16,W005,Je,113,109,-4,16.29244491917305,True,False,False,1995
16,W007,Je,160,162,2,21.307062646165114,True,False,False,1995
16,W002,Jw,45,41,-4,10.255403195042096,True,False,False,1995
16,W003,Jw,81,83,2,15.575799249325689,True,False,False,1995
16,W005,Jw,113,103,-10,25.516868358100517,False,True,True,1995
16,W007,Jw,160,152,-8,12.36927940881482,False,True,False,1995
17,W002,P,45,45,0,25.695533345653487,True,False,False,1996
17,W003,P,81,82,1,61.57907499823767,True,False,False,1996
17,W005,P,113,113,0,24.11831151015975,True,False,False,1996
17,W007,P,160,158,-2,21.827397292693547,True,False,False,1996
17,W002,V,45,45,0,18.823333683158907,True,False,False,1996
17,W003,V,81,80,-1,21.347716969670348,True,False,False,1996
17,W005,V,113,114,1,19.288687690036365,True,False,False,1996
17,W007,V,160,161,1,37.20761023081204,True,False,False,1996
17,W002,H,45,35,-10,10.293979184376855,False,True,True,1996
17,W003,H,81,77,-4,14.488105367079946,True,False,False,1996
17,W005,H,113,115,2,31.92210188063817,True,False,False,1996
17,W007,H,160,155,-5,11.748170994144795,True,False,False,1996
17,W002,Je,45,46,1,12.147605194517837,True,False,False,1996
17,W003,Je,81,91,10,6.876351964243542,False,True,True,1996
17,W005,Je,113,111,-2,16.365389383519595,True,False,False,1996
17,W007,Je,160,162,2,20.83296709228862,True,False,False,1996
17,W002,Jw,45,41,-4,13.767348524294484,True,False,False,1996
17,W003,Jw,81,82,1,16.50807919708815,True,False,False,1996
17,W005,Jw,113,105,-8,24.866959683056464,False,True,False,1996
17,W007,Jw,160,168,8,10.238306478628363,False,True,True,1996
18,W002,P,45,44,-1,25.99480944527745,True,False,False,1997
18,W003,P,81,82,1,58.72960561350008,True,False,False,1997
18,W005,P,113,113,0,24.72234387937887,True,False,False,1997
18,W007,P,160,158,-2,21.427545452026795,True,False,False,1997
18,W002,V,45,45,0,19.757087368535235,True,False,False,1997
18,W003,V,81,78,-3,20.956402975056776,True,False,False,1997
18,W005,V,113,115,2,20.01869185152456,True,False,False,1997
18,W007,V,160,161,1,31.029978341111224,True,False,False,1997
18,W002,H,45,35,-10,10.041749567726306,False,True,True,1997
18,W003,H,81,77,-4,13.56268036088317,True,False,False,1997
18,W005,H,113,115,2,35.47621000103579,True,False,False,1997
18,W007,H,160,155,-5,8.821442151373102,True,False,False,1997
18,W002,Je,45,46,1,10.993217043386814,True,False,False,1997
18,W003,Je,81,91,10,7.013925722642323,False,True,True,1997
18,W005,Je,113,112,-1,15.82822422902182,True,False,False,1997
18,W007,Je,160,162,2,19.49312137657777,True,False,False,1997
18,W002,Jw,45,41,-4,10.36340767950555,True,False,False,1997
18,W003,Jw,81,82,1,14.34219009914995,True,False,False,1997
18,W005,Jw,113,104,-9,25.871612516448216,False,True,False,1997
18,W007,Jw,160,152,-8,10.76369466280396,False,True,False,1997
19,W002,P,45,45,0,24.66993769866071,True,False,False,1998
19,W003,P,81,81,0,57.597289687387686,True,False,False,1998
19,W005,P,113,112,-1,28.381322158428492,True,False,False,1998
19,W007,P,160,158,-2,21.529625832983157,True,False,False,1998
19,W002,V,45,45,0,19.2217256899235,True,False,False,1998
19,W003,V,81,79,-2,20.981603558673978,True,False,False,1998
19,W005,V,113,114,1,21.267560988535596,True,False,False,1998
19,W007,V,160,161,1,35.62962549912845,True,False,False,1998
19,W002,H,45,35,-10,10.061576876807562,False,True,True,1998
19,W003,H,81,77,-4,13.093416488632865,True,False,False,1998
19,W005,H,113,115,2,36.2274979894196,True,False,False,1998
19,W007,H,160,155,-5,10.47208498026263,True,False,False,1998
19,W002,Je,45,46,1,12.324314096270701,True,False,False,1998
19,W003,Je,81,91,10,6.781909743250359,False,True,True,1998
19,W005,Je,113,111,-2,16.78250777677433,True,False,False,1998
19,W007,Je,160,162,2,20.30905797563057,True,False,False,1998
19,W002,Jw,45,41,-4,11.377524845017422,True,False,False,1998
19,W003,Jw,81,82,1,16.255375499762636,True,False,False,1998
19,W005,Jw,113,104,-9,26.70908894987377,False,True,False,1998
19,W007,Jw,160,153,-7,13.24525636132188,False,True,False,1998
20,W002,P,45,44,-1,27.648119627318543,True,False,False,1999
20,W003,P,81,82,1,58.45365319212978,True,False,False,1999
20,W005,P,113,113,0,26.920415711116505,True,False,False,1999
20,W007,P,160,158,-2,20.850450709072,True,False,False,1999
20,W002,V,45,45,0,19.920690699237202,True,False,False,1999
20,W003,V,81,80,-1,20.448144755312583,True,False,False,1999
20,W005,V,113,114,1,20.081686411553306,True,False,False,1999
20,W007,V,160,161,1,34.8985068147061,True,False,False,1999
20,W002,H,45,35,-10,10.849973437444081,False,True,True,1999
20,W003,H,81,77,-4,13.941975579707734,True,False,False,1999
20,W005,H,113,115,2,33.699920894041334,True,False,False,1999
20,W007,H,160,155,-5,11.584544223561164,True,False,False,1999
20,W002,Je,45,46,1,13.16005354482616,True,False,False,1999
20,W003,Je,81,91,10,6.737203235122788,False,True,True,1999
20,W005,Je,113,110,-3,17.321150124964742,True,False,False,1999
20,W007,Je,160,161,1,18.865237784093438,True,False,False,1999
20,W002,Jw,45,40,-5,12.682184147679969,True,False,False,1999
20,W003,Jw,81,83,2,17.493623880200175,True,False,False,1999
20,W005,Jw,113,108,-5,22.87469084355859,True,False,False,1999
20,W007,Jw,160,151,-9,12.280191083523496,False,True,True,1999
21,W002,P,45,45,0,26.36105416529567,True,False,False,2000
21,W003,P,81,82,1,53.83835697534916,True,False,False,2000
21,W005,P,113,113,0,28.353900761529374,True,False,False,2000
21,W007,P,160,158,-2,18.45908800159855,True,False,False,2000
21,W002,V,45,46,1,18.65086771744386,True,False,False,2000
21,W003,V,81,80,-1,19.171850582176507,True,False,False,2000
21,W005,V,113,114,1,18.973505123828232,True,False,False,2000
21,W007,V,160,162,2,31.975751673955685,True,False,False,2000
21,W002,H,45,35,-10,10.780033697578531,False,True,True,2000
21,W003,H,81,77,-4,12.837443333301428,True,False,False,2000
21,W005,H,113,115,2,35.71050544447098,True,False,False,2000
21,W007,H,160,155,-5,11.280706365917254,True,False,False,2000
21,W002,Je,45,46,1,12.502557579951603,True,False,False,2000
21,W003,Je,81,91,10,6.931284888611331,False,True,True,2000
21,W005,Je,113,110,-3,17.09294811685344,True,False,False,2000
21,W007,Je,160,162,2,20.56115754166415,True,False,False,2000
21,W002,Jw,45,41,-4,11.274719084398832,True,False,False,2000
21,W003,Jw,81,82,1,14.548436687771519,True,False,False,2000
21,W005,Jw,113,103,-10,23.354885339868474,False,True,True,2000
21,W007,Jw,160,151,-9,11.551227381697153,False,True,True,2000
22,W002,P,45,45,0,26.878339485205444,True,False,False,2001
22,W003,P,81,82,1,60.22224823854655,True,False,False,2001
22,W005,P,113,113,0,28.397438280624854,True,False,False,2001
22,W007,P,160,158,-2,19.371339315856698,True,False,False,2001
22,W002,V,45,45,0,18.720850300732547,True,False,False,2001
22,W003,V,81,80,-1,21.35314706771615,True,False,False,2001
