bootstrap_id,sampled_year_indices
755,42;12;1;8;19;15;21;29;6;21;32;31;31;33;13;20;35;5;24;37;43;2;28;42;15;29;9;44;23;36;44;3;13;41;22;19;26;18;28;42;7;33;40;18;2
756,7;42;0;2;17;40;16;38;1;15;44;15;43;33;39;10;0;22;22;40;4;2;38;3;18;29;32;2;1;22;0;1;20;8;19;37;34;25;22;36;24;13;26;26;9
757,28;7;37;19;14;0;21;24;24;34;8;39;21;18;8;18;11;25;10;6;10;38;15;39;41;10;33;12;0;10;15;42;21;14;42;5;21;1;31;40;43;40;15;11;39
758,2;38;26;8;12;32;11;26;35;35;35;27;29;24;22;12;42;13;41;20;3;14;23;14;41;8;44;33;4;0;2;18;31;6;3;3;37;25;19;9;31;24;23;16;19
759,17;29;12;9;34;24;4;32;33;36;15;19;32;11;3;14;40;34;36;41;12;18;35;9;6;21;32;11;17;13;11;41;8;25;8;6;28;2;39;25;22;12;31;12;18
760,32;3;0;6;31;37;13;40;5;17;40;18;31;21;33;0;22;20;43;24;37;3;28;19;19;41;1;25;4;33;40;31;9;12;16;31;38;39;8;15;39;7;43;43;25
761,4;10;13;30;10;35;9;30;10;29;40;9;36;10;38;44;7;23;4;12;13;21;15;14;22;41;37;38;43;36;32;11;18;21;37;17;31;15;5;24;16;11;14;22;7
762,27;41;35;14;0;22;13;1;0;16;9;23;40;3;43;34;30;40;31;3;38;33;16;36;22;39;18;11;41;37;18;7;35;29;43;9;7;24;27;3;43;13;25;34;2
763,18;11;37;17;42;32;40;27;8;11;17;28;11;43;12;19;41;4;19;16;14;31;25;17;17;22;12;37;39;1;28;36;27;20;33;14;31;39;24;22;27;20;37;16;36
764,32;20;28;32;31;29;11;3;44;14;0;4;8;33;17;20;12;30;32;11;8;17;3;30;25;25;33;41;44;9;36;42;38;37;43;2;43;44;27;33;35;22;42;0;7
765,4;42;21;3;21;36;36;0;27;23;28;38;8;14;29;12;39;21;20;44;42;12;14;32;24;21;17;34;33;44;28;39;24;43;33;42;42;8;2;3;29;44;5;37;36
766,13;2;39;28;5;41;14;13;6;35;33;31;23;12;36;23;14;40;38;29;31;22;30;43;17;16;22;21;33;41;21;26;23;30;37;41;16;5;40;39;13;24;20;38;10
767,4;28;13;32;42;4;9;26;33;36;21;32;41;25;13;36;44;29;44;42;41;26;10;13;34;1;38;40;15;17;8;12;3;17;38;23;22;23;29;25;30;15;38;0;19
768,39;42;17;42;1;1;32;8;27;13;6;3;12;36;27;2;39;1;31;27;26;7;32;40;32;36;9;13;26;41;9;20;18;23;21;4;32;8;32;31;44;0;11;7;39
769,37;43;44;5;40;42;43;23;6;17;29;9;8;13;8;35;35;13;21;10;10;32;33;44;41;41;30;38;10;6;20;38;29;28;13;9;43;34;24;24;30;29;17;40;27
770,2;13;33;19;16;19;18;3;37;40;30;28;36;22;15;3;3;42;11;22;9;26;24;39;2;29;13;22;14;44;12;26;17;43;37;6;6;26;44;31;26;41;12;6;11
771,21;25;30;36;43;25;38;16;28;7;12;13;34;1;28;0;8;21;3;24;3;21;12;36;43;6;25;17;0;3;41;1;14;43;21;40;17;20;36;11;44;6;36;14;22
772,24;40;1;12;22;39;37;19;26;35;38;6;24;40;44;6;17;32;39;30;30;33;35;12;40;38;5;43;38;16;19;42;11;28;21;23;17;23;42;32;13;12;24;31;9
773,33;17;24;31;0;44;33;30;40;29;35;39;3;4;33;43;9;22;44;22;13;32;3;17;37;6;14;21;15;39;35;15;10;26;35;31;24;32;21;20;11;15;25;39;40
774,29;25;17;20;33;4;40;17;16;15;39;43;34;25;28;27;26;12;38;1;24;11;33;7;11;17;11;7;34;44;14;42;42;13;8;35;25;11;15;24;4;23;25;8;14
775,29;38;1;17;37;26;10;28;33;39;33;10;5;23;41;24;14;6;6;35;10;39;21;12;14;35;28;10;4;32;38;23;1;17;44;17;16;0;36;43;18;6;19;10;24
776,12;14;9;33;14;24;33;36;3;38;24;40;16;6;44;35;37;0;40;23;15;3;42;27;37;32;8;0;8;8;2;39;44;7;22;19;18;18;2;33;3;16;11;22;43
777,28;28;33;19;23;25;20;10;31;15;28;39;7;24;31;21;42;12;3;42;0;34;22;15;15;13;7;13;42;40;7;25;4;27;5;23;34;7;34;23;39;14;29;20;14
778,28;11;20;7;28;35;27;27;37;33;28;30;6;30;43;35;39;42;19;38;20;25;8;3;26;15;36;4;15;44;14;25;17;42;12;27;15;18;39;43;3;3;40;41;37
779,42;6;3;41;0;1;17;38;42;19;44;18;41;6;14;28;15;26;15;5;7;40;4;15;40;24;13;44;16;28;15;17;0;4;3;17;24;29;19;29;32;5;25;31;31
780,10;7;32;2;28;32;39;40;34;5;14;22;3;42;16;34;40;34;26;42;4;2;8;38;32;34;1;4;21;31;42;21;33;22;34;15;40;26;34;32;41;30;30;29;16
781,34;9;14;4;40;7;10;20;1;7;34;2;1;19;40;0;31;38;24;4;33;27;41;18;4;19;43;39;25;12;4;34;0;37;12;15;39;44;13;41;13;33;10;16;21
782,0;14;40;12;1;38;25;44;10;10;11;19;25;27;19;0;41;1;24;19;22;37;38;26;10;8;38;8;3;44;30;21;43;28;38;12;35;22;29;27;9;33;38;16;42
783,34;0;3;31;39;23;25;6;31;0;42;36;23;31;30;42;19;27;21;26;22;13;5;42;26;15;6;34;25;22;33;19;3;10;21;39;30;5;35;9;3;22;40;29;34
784,20;0;7;44;16;29;16;0;38;43;3;34;32;20;14;21;16;6;13;32;17;19;42;26;39;15;35;1;17;14;33;4;12;38;15;32;36;37;5;15;28;42;12;23;15
785,35;32;11;22;23;7;13;8;34;39;26;23;27;9;11;25;33;38;13;10;33;15;9;43;6;44;29;1;4;36;5;15;1;0;14;44;2;1;5;7;5;41;38;28;0
786,32;41;36;18;14;27;3;5;16;34;20;19;30;14;44;4;4;31;16;1;5;9;22;13;22;33;43;22;16;17;29;21;37;32;29;38;33;21;6;4;16;10;26;19;19
787,35;25;39;28;34;15;38;24;23;19;29;43;44;19;28;43;20;1;27;26;20;16;34;29;2;0;37;29;18;35;43;40;43;1;37;1;44;5;43;35;8;10;9;31;26
788,30;42;18;7;16;6;25;30;40;36;28;20;6;13;27;14;4;19;5;9;38;27;22;19;15;21;40;30;44;1;44;16;10;39;0;25;23;12;9;2;35;15;40;41;4
789,29;30;3;13;10;17;38;25;6;19;25;36;25;40;26;13;19;42;22;14;21;23;39;2;44;3;44;27;35;0;9;14;44;25;26;12;12;3;20;7;10;41;36;44;1
790,3;44;10;8;19;6;23;12;22;2;4;23;0;23;18;6;12;22;12;4;28;1;2;31;2;23;27;1;30;31;2;25;16;6;25;34;10;24;41;32;16;15;11;27;24
791,24;17;17;29;40;13;37;30;11;19;1;33;39;44;40;26;1;11;18;34;2;13;14;24;9;6;12;15;11;18;24;6;44;44;4;40;43;20;19;12;6;37;34;30;3
792,12;30;20;40;37;32;18;10;41;4;11;30;16;13;23;18;1;21;40;13;24;2;7;5;10;42;27;22;3;3;15;16;6;16;13;30;19;0;31;23;43;12;4;31;35
793,40;25;0;15;3;19;40;14;27;18;9;39;22;13;44;17;44;27;43;33;24;29;28;27;35;9;41;21;15;32;39;8;30;13;41;33;35;25;12;37;38;7;4;31;11
794,14;19;23;7;2;35;0;29;6;33;3;8;37;26;13;7;12;24;38;5;12;13;2;18;17;20;37;33;41;26;39;43;9;2;6;1;21;29;32;1;34;39;12;33;20
795,20;29;19;34;33;17;18;30;26;27;41;4;22;37;29;3;16;24;10;1;19;40;25;1;17;29;34;22;4;5;0;24;16;25;25;14;24;28;18;3;14;27;21;19;3
796,25;38;5;27;11;9;40;30;19;29;24;30;15;20;21;22;40;23;30;17;4;8;34;42;21;10;2;4;30;29;1;40;21;32;42;22;29;44;21;39;44;35;44;25;44
797,9;40;6;14;12;19;0;36;43;4;1;0;9;5;26;34;13;41;34;6;17;9;44;3;33;2;20;22;25;25;20;36;35;44;22;18;4;10;21;18;1;9;31;33;22
798,8;24;34;30;23;18;3;2;14;20;11;37;5;11;17;36;21;4;2;21;9;43;34;8;42;9;40;42;16;33;23;29;15;25;6;37;3;10;31;5;34;10;19;8;42
799,26;40;19;6;29;38;11;44;9;17;4;25;13;7;44;20;23;44;42;7;20;17;7;23;2;7;12;10;28;0;7;12;43;38;31;44;43;41;25;12;24;19;32;42;9
800,18;19;19;29;15;36;28;4;28;18;34;2;27;28;37;42;4;2;21;22;6;41;35;35;13;11;7;3;28;34;3;17;28;21;4;3;15;2;3;15;42;38;30;36;36
801,24;43;18;4;19;10;17;16;8;16;9;10;20;16;38;33;37;7;39;3;2;30;8;22;24;15;9;44;27;17;5;24;42;9;24;35;24;11;9;13;7;29;17;5;0
802,3;30;30;19;29;43;34;14;38;35;18;10;42;0;26;28;35;5;9;13;33;7;42;30;2;14;23;3;30;32;7;7;8;26;36;42;29;43;37;12;21;31;38;30;35
803,43;40;34;4;5;1;13;26;10;35;19;20;25;15;19;31;27;34;41;21;39;29;5;43;25;30;43;37;42;43;43;41;35;32;22;15;7;7;31;15;10;23;33;20;39
804,42;0;31;4;23;41;13;18;21;38;1;37;41;31;32;41;16;20;35;40;31;16;23;0;12;44;43;13;24;11;22;9;11;16;29;16;20;19;27;22;44;9;8;3;30
805,43;4;32;23;0;14;30;28;4;41;28;19;24;31;34;31;24;24;2;42;28;35;0;32;9;21;35;30;35;11;40;29;0;35;28;14;33;15;36;28;23;32;18;9;23
806,30;6;20;5;13;20;27;33;36;14;26;25;27;23;4;12;5;24;32;22;27;5;6;21;36;19;34;44;44;40;17;33;34;40;43;24;22;14;5;9;19;17;18;44;13
807,26;21;18;33;31;3;29;25;13;29;39;42;32;27;35;36;28;27;27;17;11;1;27;35;42;19;3;5;42;38;2;34;40;3;5;21;34;26;41;39;6;38;29;3;22
808,0;38;21;42;14;8;26;33;12;36;36;0;38;11;41;40;41;14;5;1;43;37;5;23;14;7;39;43;4;1;7;27;37;21;29;5;13;9;35;8;7;39;15;32;22
809,35;27;24;6;3;5;31;1;32;5;40;11;5;8;18;32;31;38;19;36;28;38;26;43;25;41;44;9;19;43;38;14;13;11;40;41;42;3;2;28;36;2;29;21;0
810,16;33;9;36;41;9;31;22;9;40;24;27;9;20;0;1;12;36;20;1;3;4;12;13;41;16;36;43;6;25;33;14;15;27;26;0;37;6;20;31;3;12;37;18;23
811,11;20;13;25;36;7;5;37;44;9;38;21;11;26;5;12;1;14;36;7;42;3;30;15;22;26;38;33;40;17;32;41;30;29;0;6;43;28;25;29;35;20;25;5;33
812,25;32;5;10;37;16;17;14;27;3;14;29;27;17;42;27;27;33;2;8;13;13;34;18;20;41;28;30;43;16;17;29;17;10;38;8;15;28;27;31;2;2;10;19;15
813,1;41;41;5;17;12;11;37;23;38;35;25;41;36;36;34;34;0;44;16;26;39;34;27;9;31;34;8;11;38;34;1;3;5;15;13;16;28;43;44;35;30;7;6;19
814,22;33;23;42;3;3;27;5;33;41;20;38;31;20;32;4;27;35;23;30;22;25;12;16;24;16;10;12;42;2;10;36;30;13;7;38;39;23;33;7;5;12;32;15;11
815,39;40;22;34;5;37;12;39;1;13;23;40;32;11;28;20;0;44;24;28;13;30;38;38;25;29;3;44;35;5;19;8;38;6;15;34;5;5;8;40;29;9;18;41;18
816,32;5;1;23;36;24;37;42;11;37;19;13;27;31;34;41;37;31;40;39;35;24;16;16;22;35;28;37;29;41;36;40;12;17;0;43;27;23;8;33;30;26;8;32;43
817,29;30;26;19;35;20;13;13;40;21;22;27;24;0;21;8;22;15;19;0;11;23;34;9;36;24;33;13;40;21;3;35;37;13;8;4;39;16;42;31;37;32;23;6;23
818,21;3;35;6;21;16;22;8;43;44;38;13;26;34;41;5;20;23;16;11;30;22;14;29;22;39;38;6;14;38;17;3;31;16;30;17;33;38;6;24;42;17;16;7;31
819,41;34;24;3;10;44;22;15;2;0;36;44;18;29;35;20;41;39;21;42;40;21;29;18;23;35;42;18;16;14;0;34;38;18;10;1;34;5;36;38;42;30;7;8;2
820,12;24;13;43;23;31;13;35;2;10;24;3;39;6;32;21;18;13;31;27;41;27;39;36;23;41;20;20;16;29;9;43;9;6;31;33;29;14;39;15;0;41;1;15;43
821,22;24;13;36;16;6;34;25;28;19;25;12;33;22;37;18;16;24;1;24;34;8;34;42;32;24;4;26;25;8;24;40;35;18;30;18;6;17;7;0;24;7;21;1;39
822,31;41;23;18;41;25;25;34;35;39;3;38;37;19;7;37;18;36;19;42;11;20;34;42;26;8;14;12;19;3;40;35;33;15;23;22;39;30;38;40;36;0;12;41;32
823,8;40;13;23;29;32;17;0;17;27;28;10;12;21;23;16;20;24;39;40;24;34;40;27;21;35;0;16;19;32;11;7;11;20;33;4;35;10;31;6;31;33;21;18;18
824,6;22;0;9;25;24;22;44;22;21;3;30;18;14;38;25;0;34;36;16;39;1;6;28;8;5;35;26;4;33;6;31;42;2;8;24;9;0;41;40;3;23;36;17;22
825,0;16;17;6;33;25;22;12;10;7;24;22;24;30;29;33;2;33;28;44;35;17;6;36;0;36;12;23;29;7;15;34;19;10;31;6;35;44;32;44;0;3;4;6;0
826,38;40;13;14;22;32;12;8;35;17;40;4;25;23;28;10;44;6;11;13;4;17;14;21;4;8;11;34;1;32;9;21;44;2;37;16;18;43;13;13;41;30;29;13;5
827,42;9;15;43;31;14;4;30;35;9;18;27;18;35;24;29;9;10;41;16;30;9;20;41;20;4;39;15;25;37;4;25;6;33;38;42;37;33;30;17;13;39;33;22;2
828,40;17;17;20;30;9;38;2;37;17;39;34;5;21;37;4;17;15;20;0;10;32;38;40;28;38;7;13;42;31;28;8;1;40;8;37;27;26;38;6;37;29;24;40;13
829,0;19;35;1;8;40;17;24;20;6;14;23;26;18;3;17;36;9;32;13;27;10;25;28;36;41;2;23;12;0;38;15;5;20;22;2;1;20;7;30;37;31;34;36;33
830,8;43;1;39;2;29;13;31;34;38;25;39;22;14;34;38;13;2;16;40;3;17;2;29;17;10;19;2;43;5;13;23;25;44;10;3;21;11;31;44;43;33;18;10;5
831,20;2;29;39;41;20;15;10;35;40;43;8;28;22;25;14;27;24;2;35;24;39;23;19;3;1;7;12;25;7;36;13;6;36;5;39;37;20;7;22;25;11;31;41;18
832,7;16;6;32;25;35;8;5;16;29;4;35;13;44;9;42;10;13;30;12;4;17;19;21;26;27;8;6;44;19;24;20;36;13;24;15;0;17;7;23;11;8;33;22;10
833,3;19;2;9;4;41;9;25;29;13;8;32;31;40;6;12;5;21;22;11;4;14;26;19;0;3;42;24;4;32;4;13;0;30;25;1;5;13;34;7;18;26;36;42;30
834,4;24;5;42;35;7;33;43;15;26;17;43;38;14;17;35;7;15;38;32;19;5;4;7;29;29;20;40;13;17;16;37;23;39;30;42;8;39;39;36;6;23;35;24;33
835,39;12;40;40;40;22;33;35;14;30;2;22;10;36;34;38;26;18;19;26;8;25;5;37;17;8;41;10;6;29;9;30;6;3;16;42;1;23;25;7;20;33;5;26;20
836,19;27;1;33;44;32;28;1;16;43;25;20;22;43;41;13;4;30;0;18;5;17;17;42;44;13;1;14;41;23;7;41;12;42;28;6;36;16;19;5;37;0;10;20;18
837,8;5;34;6;20;38;1;38;40;22;17;6;10;22;16;12;24;41;43;37;34;27;16;21;1;36;24;33;27;5;23;42;17;29;26;28;22;20;1;35;13;39;37;29;21
838,38;1;8;8;42;14;25;7;19;12;27;25;16;22;8;39;12;20;40;41;26;12;33;29;41;19;19;31;30;19;12;28;12;29;42;32;4;0;30;11;43;1;12;3;6
839,30;42;44;2;0;34;0;15;30;37;23;8;38;31;24;19;4;14;13;41;37;6;28;12;18;16;36;10;29;15;37;22;17;38;29;40;5;6;23;32;1;19;14;14;16
840,33;23;37;12;21;24;40;17;8;36;15;19;26;36;27;44;21;9;10;14;19;18;17;24;39;3;30;33;12;15;9;19;24;6;2;12;22;39;26;2;22;11;39;3;40
841,3;10;36;25;32;13;37;29;0;22;27;14;33;1;7;8;11;34;3;23;38;19;12;44;36;21;43;8;7;28;9;37;18;30;15;13;22;33;29;31;22;39;4;29;24
842,10;3;6;41;27;5;8;11;13;37;42;0;2;3;23;22;35;43;5;5;24;43;32;39;41;13;5;24;30;44;5;1;32;19;31;34;32;3;33;25;26;17;24;27;9
843,5;26;24;35;36;43;28;1;35;17;9;32;19;2;0;36;31;34;37;7;17;31;39;12;3;15;36;6;0;39;14;36;25;11;26;22;36;8;22;3;6;27;37;15;43
844,42;41;28;31;7;30;5;25;34;30;33;36;40;42;30;36;41;41;33;44;23;14;43;29;24;11;43;26;21;40;31;33;25;17;41;14;17;30;43;3;15;18;35;25;39
845,19;22;12;32;29;0;0;22;41;34;34;26;17;2;42;23;25;18;1;6;38;7;43;14;1;29;14;8;15;0;37;43;1;39;39;17;37;33;32;25;25;3;0;4;35
846,19;15;17;18;4;23;44;44;23;20;24;44;25;31;7;2;8;3;8;20;36;42;21;32;8;2;26;30;44;27;18;12;0;5;7;7;31;27;39;42;4;25;27;23;8
847,27;22;21;7;14;43;40;20;0;23;32;33;36;17;3;37;13;28;24;24;19;23;0;16;21;42;11;2;6;42;34;23;29;32;42;29;20;26;17;17;22;11;33;24;17
848,15;29;17;5;4;16;10;7;13;17;29;29;32;3;26;42;6;22;12;20;44;0;29;15;34;35;30;8;2;2;22;1;43;41;42;24;9;42;0;30;4;16;36;4;10
849,19;30;39;1;24;12;30;44;37;19;12;1;22;0;4;25;27;12;3;25;31;21;29;8;9;33;5;26;7;16;10;1;28;36;33;41;2;40;43;24;0;28;33;22;13
850,43;10;14;27;30;22;31;6;10;5;1;37;20;40;39;1;22;5;0;30;34;30;2;13;14;2;32;9;11;25;6;36;18;37;19;29;28;4;15;40;34;40;39;6;7
851,10;44;44;33;1;0;13;7;19;17;20;40;9;4;3;4;3;37;24;2;21;28;43;32;43;13;14;4;12;7;17;18;27;28;14;5;8;5;2;32;3;18;16;19;13
852,17;12;44;16;22;42;12;43;32;27;37;36;38;7;30;10;5;26;7;23;14;17;40;18;43;24;5;40;21;25;23;21;21;21;6;30;1;3;33;33;4;44;24;9;25
853,27;4;25;5;36;22;20;31;0;21;18;2;8;9;30;2;6;28;42;22;3;32;23;26;5;30;9;28;31;7;0;17;25;41;18;35;10;4;30;41;27;44;17;19;36
854,27;29;27;38;12;42;23;34;17;21;39;37;0;26;3;34;35;36;0;42;38;31;3;36;24;42;29;26;0;36;14;32;29;36;19;23;4;41;41;11;10;33;28;22;1
855,16;7;9;42;33;23;26;35;23;43;31;3;11;15;19;32;8;28;8;16;21;43;42;40;9;44;0;5;38;44;33;18;18;26;17;6;3;7;14;23;28;28;42;25;34
856,15;37;35;25;4;44;34;38;43;4;13;1;28;22;40;27;3;19;37;30;18;17;25;12;44;9;44;7;8;35;17;3;37;38;9;19;3;22;11;9;3;5;41;21;41
857,1;6;42;20;37;29;41;29;43;11;44;3;18;7;11;6;2;9;11;10;20;10;41;1;28;7;5;0;33;22;14;6;41;30;39;4;36;16;2;13;37;22;11;15;24
858,26;28;33;21;2;39;21;5;21;27;26;28;9;38;9;5;28;12;28;19;12;6;22;35;10;5;13;12;32;30;10;40;10;21;5;17;37;44;38;36;26;3;12;37;4
859,4;22;22;42;14;32;30;27;26;37;1;13;8;18;29;44;24;8;9;18;8;12;8;20;18;8;6;18;5;34;21;1;3;10;3;33;17;24;18;17;16;44;31;31;23
860,0;9;35;7;3;10;30;11;8;8;22;29;33;4;44;2;15;39;15;3;33;30;13;7;29;3;9;37;13;16;40;31;37;44;32;41;18;33;18;4;38;0;34;28;36
861,43;13;2;42;40;6;37;27;10;43;39;19;6;22;15;23;4;3;25;18;30;44;23;35;8;22;13;43;2;41;27;37;4;41;33;36;5;18;31;37;30;20;43;6;5
862,5;34;23;40;11;41;23;26;37;36;19;29;7;20;32;36;10;28;8;26;20;1;12;21;13;11;9;22;38;16;37;31;18;3;27;21;44;33;42;4;35;24;37;0;0
863,37;38;0;18;38;35;17;39;4;16;20;14;14;39;38;22;31;43;29;20;13;32;6;1;26;5;2;23;2;12;27;1;25;8;8;42;31;15;37;26;40;13;18;28;18
864,37;40;24;12;32;7;25;11;10;13;6;14;39;35;10;29;19;9;29;44;42;28;18;3;18;19;2;5;28;3;3;28;37;29;10;42;27;31;36;36;43;23;10;4;10
865,21;24;35;27;20;33;27;14;2;30;26;38;8;39;43;12;7;37;41;20;6;6;3;16;18;35;15;23;29;36;38;5;6;30;20;2;25;43;15;12;38;14;28;15;43
866,6;33;29;4;11;41;33;44;7;0;19;26;22;0;20;15;2;15;2;43;34;33;2;40;5;9;9;35;11;6;22;12;35;9;42;9;19;35;0;32;40;39;36;11;35
867,43;29;8;15;18;42;41;12;24;3;19;39;4;1;11;29;21;16;31;33;40;19;28;16;40;38;23;20;28;34;16;19;5;28;31;2;20;19;22;17;0;9;30;15;6
868,25;25;3;39;1;30;7;14;27;9;5;44;14;28;42;11;35;34;21;2;22;15;39;32;0;23;42;40;19;42;33;38;5;37;30;22;36;37;25;13;42;24;25;34;42
869,15;44;15;15;14;42;42;1;12;16;35;10;33;21;19;17;11;41;4;24;30;16;5;28;15;42;22;37;17;37;5;24;41;31;1;7;16;1;35;12;1;8;40;13;23
870,44;16;8;1;16;40;1;23;36;27;2;30;18;35;6;3;43;7;26;11;33;9;41;18;14;33;30;33;6;29;13;36;22;43;40;39;36;22;32;4;18;43;19;10;0
871,33;0;38;22;29;44;39;30;29;18;32;15;34;31;17;43;27;15;37;22;6;2;2;30;41;21;10;11;12;34;29;41;6;44;35;33;36;1;10;38;28;21;30;17;16
872,11;17;2;17;14;21;41;22;5;15;42;2;0;10;27;3;22;6;35;17;31;17;22;18;18;8;32;22;22;26;31;11;29;25;19;26;41;1;44;15;21;36;12;42;42
873,27;33;39;5;33;34;30;35;36;12;10;2;17;2;13;32;17;21;20;28;5;1;19;29;27;18;18;34;11;42;37;34;30;37;17;15;16;13;17;29;13;35;22;14;2
874,30;2;2;24;43;43;12;43;27;36;20;20;40;1;39;8;18;26;21;15;12;33;44;22;25;8;4;12;44;3;44;35;11;39;8;7;3;13;6;41;25;9;18;19;12
875,27;31;34;33;22;28;6;27;18;10;34;2;21;8;4;23;30;11;9;37;29;30;41;20;3;43;19;32;25;37;44;8;18;30;5;11;18;4;15;8;13;33;22;16;35
876,15;4;34;32;31;11;24;26;17;8;39;25;8;37;29;10;16;11;31;7;36;27;34;10;41;33;31;32;31;0;3;9;0;11;25;27;44;22;39;18;30;24;12;8;42
877,24;26;10;6;42;21;36;39;34;9;39;36;11;19;44;29;34;17;19;17;3;8;31;29;23;1;43;25;18;19;34;7;30;43;39;12;34;0;29;22;40;35;21;9;39
878,37;32;17;44;32;3;30;17;10;10;22;0;3;2;4;11;14;43;25;13;25;1;4;14;42;32;29;11;11;30;3;7;37;41;22;31;15;22;44;33;27;21;12;14;19
879,13;37;19;9;15;4;35;37;37;38;9;13;34;36;30;27;24;12;21;38;12;7;20;2;42;7;18;22;13;29;24;23;15;42;35;2;30;3;8;39;35;37;29;7;44
880,33;38;33;26;3;10;18;10;41;37;19;20;34;41;12;24;43;27;20;20;11;6;1;21;4;20;7;43;15;15;31;20;14;17;1;36;16;3;1;26;13;4;41;42;5
881,20;40;19;28;15;32;44;27;38;24;22;31;41;10;27;34;15;12;14;35;14;28;1;12;35;25;37;38;10;38;11;2;11;3;3;3;9;16;28;39;23;7;21;29;27
882,21;11;13;44;21;42;19;5;6;17;16;23;31;24;43;23;34;10;31;31;8;41;6;44;10;4;0;12;21;38;8;8;10;3;25;8;27;9;23;7;4;30;35;24;33
883,12;25;14;3;20;6;33;20;38;8;23;42;7;35;22;20;10;22;34;25;9;31;27;20;28;19;7;26;0;39;26;16;8;37;11;3;1;34;13;34;23;44;12;20;16
884,30;41;25;39;36;28;2;39;31;14;43;5;27;28;3;35;5;31;15;43;12;24;10;38;38;21;33;18;1;15;39;18;21;25;29;32;39;2;15;43;3;16;23;33;40
885,10;11;13;16;17;27;4;23;34;30;33;20;23;41;28;17;16;28;10;28;31;33;14;21;43;23;16;44;23;12;3;25;20;19;26;6;13;0;14;29;30;17;20;40;42
886,22;23;7;19;7;40;4;28;16;12;32;23;25;3;31;18;19;22;28;27;2;20;30;11;30;27;27;10;13;2;44;18;36;36;3;12;29;19;19;10;5;16;33;3;43
887,8;27;25;26;21;2;33;14;12;6;43;36;30;7;18;20;2;31;10;33;13;3;37;40;0;28;11;11;13;24;22;39;22;18;15;37;28;14;30;13;32;38;6;38;18
888,23;1;13;13;14;12;31;2;31;44;42;35;19;39;12;9;7;40;7;38;2;0;12;12;27;2;29;24;9;35;25;4;37;13;42;30;34;31;3;24;29;27;44;24;37
889,28;36;16;8;26;37;25;31;24;3;39;20;27;13;18;30;38;1;36;26;10;42;27;41;40;38;38;14;15;21;32;0;7;2;10;6;13;8;10;6;14;26;33;29;5
890,44;10;12;27;19;6;35;28;24;6;19;3;42;5;37;18;40;32;19;0;34;21;21;25;41;9;13;34;13;10;19;22;24;10;6;38;25;20;34;15;11;16;6;17;42
891,20;11;2;29;24;7;23;29;41;26;15;12;9;19;22;22;38;33;10;6;25;22;7;11;40;17;0;11;14;33;17;18;5;34;20;26;26;17;4;10;39;0;27;11;12
892,44;18;40;11;9;35;3;25;5;33;5;28;24;25;5;20;27;15;22;39;14;9;23;15;8;3;0;10;1;33;14;41;28;34;9;44;24;11;11;14;25;7;41;3;15
893,29;11;16;1;41;33;28;4;32;9;22;3;13;7;40;14;38;33;30;22;35;8;19;8;33;22;10;25;43;19;3;22;8;20;38;13;11;39;30;41;4;5;31;32;9
894,7;4;39;39;27;18;24;32;28;36;38;3;41;43;35;22;5;9;37;28;29;28;30;1;36;20;40;42;0;5;3;33;31;39;38;22;8;29;0;36;10;15;33;27;40
895,2;31;6;41;15;13;8;22;31;25;16;17;30;10;1;28;28;40;9;29;25;21;14;12;14;32;28;1;34;7;3;18;44;29;19;44;33;27;28;41;3;41;5;23;12
896,20;13;13;14;19;40;6;16;10;22;7;11;4;13;7;1;42;7;4;40;20;41;36;12;33;5;16;37;34;3;16;10;18;18;27;14;37;30;10;42;12;40;38;23;6
897,10;39;25;30;8;0;4;14;23;22;4;31;23;24;22;10;27;41;42;1;8;18;37;6;14;0;40;23;34;44;6;7;24;2;25;4;35;13;3;44;13;8;14;40;17
898,28;32;38;37;35;35;24;0;8;34;4;2;30;33;20;0;3;27;19;1;16;40;36;41;3;31;2;17;0;39;8;4;5;19;28;44;35;43;15;38;13;15;1;21;28
899,35;20;41;8;26;40;11;9;24;20;14;8;25;0;29;28;22;4;28;38;30;35;13;19;12;12;16;21;33;16;20;33;23;33;41;6;27;22;38;16;24;30;25;26;31
900,28;38;14;9;8;8;2;40;35;30;33;43;21;22;26;12;12;7;21;0;9;9;2;42;3;44;34;28;40;36;24;25;2;19;39;17;16;38;40;24;28;28;4;19;32
901,37;16;12;13;14;0;40;20;12;26;11;13;3;14;40;40;28;9;6;20;24;35;34;21;28;31;36;1;14;27;14;31;6;5;23;36;6;14;16;43;38;38;6;14;2
902,8;23;31;18;44;26;8;30;40;38;12;2;12;33;25;23;28;1;10;11;40;33;11;31;31;12;25;26;10;42;5;17;9;22;34;30;13;39;7;16;3;20;0;12;14
903,16;16;1;20;14;4;6;17;17;42;13;35;20;34;0;23;35;14;8;33;12;41;18;17;20;41;25;0;30;5;15;35;33;22;6;25;29;2;28;20;19;42;40;13;18
904,30;8;26;32;39;44;27;21;12;34;26;25;44;25;14;39;2;3;21;20;4;23;42;41;0;9;4;4;36;34;30;19;35;36;44;27;29;34;42;20;6;20;36;2;34
905,2;28;27;7;18;32;3;18;6;24;42;24;30;23;18;44;2;40;26;8;23;25;37;9;6;11;30;15;29;44;38;21;3;2;26;42;9;2;30;43;30;4;9;24;5
