bootstrap_id,window_id,field,anchor_day,peak_day,relative_to_anchor,peak_score,inside_accepted_window,inside_buffer_only,near_analysis_edge
6,W007,P,160,160,0,32.936146402878116,True,False,False
6,W002,V,45,47,2,20.684124029618047,True,False,False
6,W003,V,81,79,-2,25.814052598667423,True,False,False
6,W005,V,113,114,1,20.834683156587523,True,False,False
6,W007,V,160,162,2,64.43501047965017,True,False,False
6,W002,H,45,35,-10,8.675986657419376,False,True,True
6,W003,H,81,91,10,15.28327823258979,False,True,True
6,W005,H,113,116,3,35.48783241588243,True,False,False
6,W007,H,160,150,-10,18.052367901222247,False,True,True
6,W002,Je,45,44,-1,14.33768272760436,True,False,False
6,W003,Je,81,91,10,7.79764583056706,False,True,True
6,W005,Je,113,110,-3,19.770726237663737,True,False,False
6,W007,Je,160,160,0,21.033486312383435,True,False,False
6,W002,Jw,45,40,-5,17.521857994608503,True,False,False
6,W003,Jw,81,84,3,19.83531554231026,True,False,False
6,W005,Jw,113,111,-2,31.54619346354236,True,False,False
6,W007,Jw,160,151,-9,30.722897226818986,False,True,True
7,W002,P,45,46,1,25.874397058460925,True,False,False
7,W003,P,81,83,2,69.34490916536626,True,False,False
7,W005,P,113,117,4,32.899708776032945,True,False,False
7,W007,P,160,157,-3,23.036134967050387,True,False,False
7,W002,V,45,46,1,21.550404336647937,True,False,False
7,W003,V,81,80,-1,37.723091067183105,True,False,False
7,W005,V,113,110,-3,22.863722495781634,True,False,False
7,W007,V,160,168,8,24.095465019073764,False,True,True
7,W002,H,45,35,-10,15.675175243423022,False,True,True
7,W003,H,81,77,-4,18.03615409442305,True,False,False
7,W005,H,113,112,-1,43.675085280736,True,False,False
7,W007,H,160,156,-4,19.255699412927093,True,False,False
7,W002,Je,45,47,2,9.545269051079053,True,False,False
7,W003,Je,81,76,-5,7.150320793766667,True,False,False
7,W005,Je,113,106,-7,23.88584622783099,False,True,False
7,W007,Je,160,164,4,21.052912831578332,True,False,False
7,W002,Jw,45,43,-2,24.061116553213537,True,False,False
7,W003,Jw,81,81,0,27.736789563424374,True,False,False
7,W005,Jw,113,108,-5,29.539541389458524,True,False,False
7,W007,Jw,160,168,8,24.802742047557143,False,True,True
8,W002,P,45,46,1,18.21132322908685,True,False,False
8,W003,P,81,82,1,77.62023305641233,True,False,False
8,W005,P,113,112,-1,49.83767282449571,True,False,False
8,W007,P,160,161,1,18.417592782417422,True,False,False
8,W002,V,45,45,0,16.591804407619634,True,False,False
8,W003,V,81,70,-11,19.499107043359864,False,True,True
8,W005,V,113,122,9,16.788045706973136,False,True,True
8,W007,V,160,162,2,46.78783924249167,True,False,False
8,W002,H,45,35,-10,6.2066849359342084,False,True,True
8,W003,H,81,74,-7,17.547298031179743,False,True,False
8,W005,H,113,110,-3,28.933139975912713,True,False,False
8,W007,H,160,154,-6,9.67876974814436,False,True,False
8,W002,Je,45,43,-2,11.770533296181396,True,False,False
8,W003,Je,81,83,2,6.238349747094717,True,False,False
8,W005,Je,113,113,0,17.32311391379396,True,False,False
8,W007,Je,160,162,2,23.7390188551608,True,False,False
8,W002,Jw,45,38,-7,5.958954131749649,False,True,False
8,W003,Jw,81,73,-8,18.159093266467085,False,True,False
8,W005,Jw,113,112,-1,33.38313173297893,True,False,False
8,W007,Jw,160,159,-1,16.379198973209128,True,False,False
9,W002,P,45,46,1,25.14748678411508,True,False,False
9,W003,P,81,82,1,69.37426904798254,True,False,False
9,W005,P,113,114,1,39.1803756481265,True,False,False
9,W007,P,160,164,4,26.36681630431495,True,False,False
9,W002,V,45,50,5,19.20276408790282,False,True,False
9,W003,V,81,79,-2,30.917810143630994,True,False,False
9,W005,V,113,117,4,21.107911237326466,True,False,False
9,W007,V,160,163,3,68.93120770294587,True,False,False
9,W002,H,45,37,-8,17.862598674144692,False,True,False
9,W003,H,81,76,-5,17.536282550489855,True,False,False
9,W005,H,113,115,2,39.17285046070175,True,False,False
9,W007,H,160,156,-4,15.676595773397128,True,False,False
9,W002,Je,45,43,-2,7.165315832974989,True,False,False
9,W003,Je,81,89,8,13.48115815607873,False,True,False
9,W005,Je,113,109,-4,19.227532011786614,True,False,False
9,W007,Je,160,160,0,18.460904939037803,True,False,False
9,W002,Jw,45,45,0,15.352498654884768,True,False,False
9,W003,Jw,81,82,1,34.28964543404772,True,False,False
9,W005,Jw,113,110,-3,27.18327687313192,True,False,False
9,W007,Jw,160,168,8,16.982824656878876,False,True,True
10,W002,P,45,46,1,33.98508502890856,True,False,False
10,W003,P,81,79,-2,89.85746697854276,True,False,False
10,W005,P,113,111,-2,62.91797648005546,True,False,False
10,W007,P,160,159,-1,23.338425117107956,True,False,False
10,W002,V,45,46,1,19.410215329521215,True,False,False
10,W003,V,81,79,-2,36.74511266594335,True,False,False
10,W005,V,113,114,1,29.144086174135786,True,False,False
10,W007,V,160,168,8,37.34546237001094,False,True,True
10,W002,H,45,35,-10,12.451239050538767,False,True,True
10,W003,H,81,78,-3,16.671980691170504,True,False,False
10,W005,H,113,114,1,56.48964527061295,True,False,False
10,W007,H,160,154,-6,12.571028885850598,False,True,False
10,W002,Je,45,44,-1,14.647658731938826,True,False,False
10,W003,Je,81,73,-8,8.265041921780943,False,True,False
10,W005,Je,113,112,-1,21.317621125338928,True,False,False
10,W007,Je,160,164,4,31.5555010938492,True,False,False
10,W002,Jw,45,39,-6,12.743515985355076,False,True,False
10,W003,Jw,81,78,-3,21.989126978639742,True,False,False
10,W005,Jw,113,113,0,33.59163963320684,True,False,False
10,W007,Jw,160,150,-10,22.63551552457094,False,True,True
11,W002,P,45,41,-4,32.602498535448156,True,False,False
11,W003,P,81,86,5,119.85926373950878,True,False,False
11,W005,P,113,105,-8,46.89833299254039,False,True,False
11,W007,P,160,163,3,24.246450044983895,True,False,False
11,W002,V,45,46,1,13.432321499647758,True,False,False
11,W003,V,81,70,-11,33.770209782363416,False,True,True
11,W005,V,113,116,3,27.67399435803989,True,False,False
11,W007,V,160,158,-2,38.728315885706124,True,False,False
11,W002,H,45,35,-10,5.5648187568467495,False,True,True
11,W003,H,81,82,1,11.438904141435469,True,False,False
11,W005,H,113,114,1,37.34438941203321,True,False,False
11,W007,H,160,155,-5,15.165420476063419,True,False,False
11,W002,Je,45,48,3,9.41882696461187,True,False,False
11,W003,Je,81,85,4,9.196088721508657,True,False,False
11,W005,Je,113,112,-1,16.663335597733226,True,False,False
11,W007,Je,160,161,1,16.757506415570973,True,False,False
11,W002,Jw,45,47,2,21.504673070543255,True,False,False
11,W003,Jw,81,84,3,21.232211641773056,True,False,False
11,W005,Jw,113,102,-11,35.369117703753645,False,True,True
11,W007,Jw,160,168,8,11.909221606654219,False,True,True
12,W002,P,45,44,-1,34.45533337782381,True,False,False
12,W003,P,81,86,5,69.23765606918397,True,False,False
12,W005,P,113,111,-2,30.8543094404635,True,False,False
12,W007,P,160,155,-5,22.9584359306506,True,False,False
12,W002,V,45,44,-1,19.42441268129282,True,False,False
12,W003,V,81,79,-2,25.588717463656636,True,False,False
12,W005,V,113,113,0,24.07301340024744,True,False,False
12,W007,V,160,168,8,16.196574567961665,False,True,True
12,W002,H,45,35,-10,13.54828960368563,False,True,True
12,W003,H,81,72,-9,14.391067504673073,False,True,False
12,W005,H,113,115,2,52.782455006208565,True,False,False
12,W007,H,160,155,-5,3.3211368187716506,True,False,False
12,W002,Je,45,46,1,15.087689451574857,True,False,False
12,W003,Je,81,81,0,7.886168285749582,True,False,False
12,W005,Je,113,109,-4,17.135941486503384,True,False,False
12,W007,Je,160,161,1,25.534456072874896,True,False,False
12,W002,Jw,45,39,-6,14.208678790195469,False,True,False
12,W003,Jw,81,78,-3,18.86267775381851,True,False,False
12,W005,Jw,113,102,-11,29.937473627569933,False,True,True
12,W007,Jw,160,168,8,19.360728629963088,False,True,True
13,W002,P,45,44,-1,28.449314617934633,True,False,False
13,W003,P,81,81,0,69.96085477235935,True,False,False
13,W005,P,113,102,-11,35.51318917445093,False,True,True
13,W007,P,160,162,2,37.35959840225037,True,False,False
13,W002,V,45,43,-2,22.2034426282907,True,False,False
13,W003,V,81,80,-1,24.41418369038477,True,False,False
13,W005,V,113,115,2,16.75259225566366,True,False,False
13,W007,V,160,161,1,35.11604031388797,True,False,False
13,W002,H,45,35,-10,8.423655117191444,False,True,True
13,W003,H,81,91,10,21.140335860745882,False,True,True
13,W005,H,113,116,3,17.19697059468055,True,False,False
13,W007,H,160,150,-10,12.728320581300029,False,True,True
13,W002,Je,45,45,0,12.967441240211276,True,False,False
13,W003,Je,81,91,10,16.2603167312715,False,True,True
13,W005,Je,113,109,-4,13.317194119467196,True,False,False
13,W007,Je,160,161,1,16.485663065581228,True,False,False
13,W002,Jw,45,50,5,14.194448400013016,False,True,False
13,W003,Jw,81,86,5,14.069058247202928,True,False,False
13,W005,Jw,113,102,-11,34.74138558680403,False,True,True
13,W007,Jw,160,151,-9,15.857638342932095,False,True,True
14,W002,P,45,45,0,21.158251402629404,True,False,False
14,W003,P,81,82,1,44.23146861600172,True,False,False
14,W005,P,113,102,-11,31.798402341570494,False,True,True
14,W007,P,160,163,3,22.218942891925785,True,False,False
14,W002,V,45,45,0,19.242552928454167,True,False,False
14,W003,V,81,70,-11,18.687322878271587,False,True,True
14,W005,V,113,118,5,13.660062151855461,False,True,False
14,W007,V,160,163,3,50.2375004717925,True,False,False
14,W002,H,45,35,-10,11.386517396810422,False,True,True
14,W003,H,81,77,-4,12.122957873923259,True,False,False
14,W005,H,113,115,2,22.442900979706742,True,False,False
14,W007,H,160,154,-6,25.450301386431192,False,True,False
14,W002,Je,45,45,0,8.436938014704985,True,False,False
14,W003,Je,81,91,10,8.612535587157815,False,True,True
14,W005,Je,113,112,-1,16.880235163157593,True,False,False
14,W007,Je,160,161,1,28.549544870703215,True,False,False
14,W002,Jw,45,44,-1,11.264409252906336,True,False,False
14,W003,Jw,81,78,-3,19.04936644743489,True,False,False
14,W005,Jw,113,110,-3,26.615337205301767,True,False,False
14,W007,Jw,160,168,8,23.400666499448825,False,True,True
15,W002,P,45,45,0,28.60687236818627,True,False,False
15,W003,P,81,79,-2,65.95111471138297,True,False,False
15,W005,P,113,114,1,34.98419541830622,True,False,False
15,W007,P,160,155,-5,30.740774469748708,True,False,False
15,W002,V,45,45,0,19.597734628180262,True,False,False
15,W003,V,81,78,-3,23.39797759429751,True,False,False
15,W005,V,113,112,-1,36.55321454451074,True,False,False
15,W007,V,160,156,-4,29.976822792645386,True,False,False
15,W002,H,45,35,-10,16.269733304992606,False,True,True
15,W003,H,81,77,-4,12.406540617563213,True,False,False
15,W005,H,113,114,1,59.24338172531567,True,False,False
15,W007,H,160,152,-8,12.43535667382219,False,True,False
15,W002,Je,45,47,2,6.861716157815888,True,False,False
15,W003,Je,81,87,6,8.79400183347893,False,True,False
15,W005,Je,113,109,-4,16.750587021291736,True,False,False
15,W007,Je,160,162,2,33.61742071118384,True,False,False
15,W002,Jw,45,42,-3,15.473912921570417,True,False,False
15,W003,Jw,81,77,-4,11.283789848758298,True,False,False
15,W005,Jw,113,106,-7,31.58113594546102,False,True,False
15,W007,Jw,160,151,-9,18.547807473921644,False,True,True
16,W002,P,45,47,2,40.43815683567147,True,False,False
16,W003,P,81,87,6,52.89439133415882,False,True,False
16,W005,P,113,102,-11,55.48970851965221,False,True,True
16,W007,P,160,157,-3,26.17670805778146,True,False,False
16,W002,V,45,49,4,24.91657673557812,False,True,False
16,W003,V,81,70,-11,20.096259946558636,False,True,True
16,W005,V,113,115,2,44.692938413373234,True,False,False
16,W007,V,160,157,-3,42.331734189540754,True,False,False
16,W002,H,45,35,-10,10.998861114021151,False,True,True
16,W003,H,81,79,-2,9.584167961807932,True,False,False
16,W005,H,113,114,1,53.27515404808845,True,False,False
16,W007,H,160,168,8,6.001162066152266,False,True,True
16,W002,Je,45,46,1,10.746945564801404,True,False,False
16,W003,Je,81,91,10,6.069375997342365,False,True,True
16,W005,Je,113,109,-4,25.50757307383226,True,False,False
16,W007,Je,160,162,2,41.53334011603594,True,False,False
16,W002,Jw,45,45,0,13.926756178681995,True,False,False
16,W003,Jw,81,85,4,12.561949599634888,True,False,False
16,W005,Jw,113,110,-3,44.45367610303749,True,False,False
16,W007,Jw,160,154,-6,19.968741194152976,False,True,False
17,W002,P,45,47,2,28.66025171573954,True,False,False
17,W003,P,81,85,4,68.7113686132515,True,False,False
17,W005,P,113,110,-3,48.229339907409916,True,False,False
17,W007,P,160,161,1,28.89646199781216,True,False,False
17,W002,V,45,46,1,18.422610712345353,True,False,False
17,W003,V,81,84,3,20.206115718895802,True,False,False
17,W005,V,113,122,9,14.817512676421915,False,True,True
17,W007,V,160,157,-3,43.66368464569625,True,False,False
17,W002,H,45,37,-8,17.40898250001373,False,True,False
17,W003,H,81,78,-3,9.627411641146516,True,False,False
17,W005,H,113,113,0,25.263825568342803,True,False,False
17,W007,H,160,168,8,13.6620862226832,False,True,True
17,W002,Je,45,47,2,11.409605935980627,True,False,False
17,W003,Je,81,82,1,6.943671197783161,True,False,False
17,W005,Je,113,107,-6,23.577110125313983,True,False,False
17,W007,Je,160,163,3,20.473948986537174,True,False,False
17,W002,Jw,45,49,4,8.238256776265661,False,True,False
17,W003,Jw,81,84,3,29.874768161875068,True,False,False
17,W005,Jw,113,102,-11,35.03298237371965,False,True,True
17,W007,Jw,160,164,4,22.087521408677052,True,False,False
18,W002,P,45,45,0,36.23649719562785,True,False,False
18,W003,P,81,91,10,65.08554143485044,False,True,True
18,W005,P,113,114,1,40.44378030115144,True,False,False
18,W007,P,160,157,-3,24.682692204993817,True,False,False
18,W002,V,45,44,-1,15.947157226104144,True,False,False
18,W003,V,81,82,1,20.281787731911606,True,False,False
18,W005,V,113,114,1,36.434528065350996,True,False,False
18,W007,V,160,161,1,41.05863053889867,True,False,False
18,W002,H,45,38,-7,9.84587217211078,False,True,False
18,W003,H,81,76,-5,12.767516087523031,True,False,False
18,W005,H,113,115,2,54.306988320350825,True,False,False
18,W007,H,160,154,-6,16.262268706598572,False,True,False
18,W002,Je,45,48,3,16.159393718981168,True,False,False
18,W003,Je,81,74,-7,15.817674193005194,False,True,False
18,W005,Je,113,112,-1,19.76201269473604,True,False,False
18,W007,Je,160,163,3,21.862987895540623,True,False,False
18,W002,Jw,45,38,-7,25.274482007192685,False,True,False
18,W003,Jw,81,90,9,27.34249147718904,False,True,True
18,W005,Jw,113,108,-5,28.38228885121156,True,False,False
18,W007,Jw,160,151,-9,23.57644570217274,False,True,True
19,W002,P,45,46,1,26.705311394629675,True,False,False
19,W003,P,81,85,4,71.48868938838346,True,False,False
19,W005,P,113,102,-11,50.4394193911892,False,True,True
19,W007,P,160,152,-8,19.76401926147633,False,True,False
19,W002,V,45,47,2,22.5532641829693,True,False,False
19,W003,V,81,85,4,22.498766956828142,True,False,False
19,W005,V,113,114,1,20.232682463584545,True,False,False
19,W007,V,160,166,6,24.656011302086352,False,True,False
19,W002,H,45,35,-10,9.72907387686804,False,True,True
19,W003,H,81,77,-4,14.14965002023845,True,False,False
19,W005,H,113,114,1,24.675385558417414,True,False,False
19,W007,H,160,155,-5,9.712934968888185,True,False,False
19,W002,Je,45,44,-1,13.377529484305468,True,False,False
19,W003,Je,81,91,10,14.466218847264138,False,True,True
19,W005,Je,113,112,-1,11.849430363588386,True,False,False
19,W007,Je,160,161,1,28.821712263547177,True,False,False
19,W002,Jw,45,49,4,18.371412549322386,False,True,False
19,W003,Jw,81,82,1,18.871522377440588,True,False,False
19,W005,Jw,113,106,-7,24.618984546923897,False,True,False
19,W007,Jw,160,157,-3,23.326839461708737,True,False,False
20,W002,P,45,45,0,23.67498562850361,True,False,False
20,W003,P,81,78,-3,86.66262884385745,True,False,False
20,W005,P,113,115,2,102.27117144501835,True,False,False
20,W007,P,160,158,-2,18.277055882566508,True,False,False
20,W002,V,45,46,1,15.86684405447988,True,False,False
20,W003,V,81,75,-6,24.767627410559,True,False,False
20,W005,V,113,110,-3,35.944383359813365,True,False,False
20,W007,V,160,163,3,71.49860414522048,True,False,False
20,W002,H,45,36,-9,10.664641322702115,False,True,True
20,W003,H,81,77,-4,15.123583878580048,True,False,False
20,W005,H,113,114,1,63.660706097674755,True,False,False
20,W007,H,160,153,-7,36.15534794088306,False,True,False
20,W002,Je,45,45,0,8.043856398922527,True,False,False
20,W003,Je,81,91,10,10.1697177179366,False,True,True
20,W005,Je,113,112,-1,21.87754166552172,True,False,False
20,W007,Je,160,161,1,41.52185085860744,True,False,False
20,W002,Jw,45,40,-5,39.113580039470754,True,False,False
20,W003,Jw,81,78,-3,17.593673652575532,True,False,False
20,W005,Jw,113,115,2,35.869899111389024,True,False,False
20,W007,Jw,160,166,6,39.79547528845684,False,True,False
21,W002,P,45,41,-4,21.75683976405892,True,False,False
21,W003,P,81,77,-4,45.01459812321253,True,False,False
21,W005,P,113,115,2,18.778284562380446,True,False,False
21,W007,P,160,157,-3,31.72268226548768,True,False,False
21,W002,V,45,45,0,17.301614853044182,True,False,False
21,W003,V,81,75,-6,19.762546673804938,True,False,False
21,W005,V,113,116,3,19.80308235345978,True,False,False
21,W007,V,160,161,1,48.79807541652886,True,False,False
21,W002,H,45,35,-10,8.53701053019566,False,True,True
21,W003,H,81,77,-4,14.915226324661369,True,False,False
21,W005,H,113,115,2,25.073945391177816,True,False,False
21,W007,H,160,155,-5,17.13392240431363,True,False,False
21,W002,Je,45,46,1,10.200633889993021,True,False,False
21,W003,Je,81,90,9,11.744570198617943,False,True,True
21,W005,Je,113,111,-2,21.885441103922968,True,False,False
21,W007,Je,160,162,2,18.56177570745482,True,False,False
21,W002,Jw,45,42,-3,16.507487268010586,True,False,False
21,W003,Jw,81,85,4,25.310794498618893,True,False,False
21,W005,Jw,113,104,-9,24.211405952356184,False,True,False
21,W007,Jw,160,160,0,12.4175461584118,True,False,False
22,W002,P,45,45,0,18.46224441334906,True,False,False
22,W003,P,81,82,1,70.70907669595758,True,False,False
22,W005,P,113,111,-2,22.41513681515068,True,False,False
22,W007,P,160,157,-3,28.97526480682689,True,False,False
22,W002,V,45,45,0,14.384317264500245,True,False,False
22,W003,V,81,81,0,20.93427806353857,True,False,False
22,W005,V,113,114,1,20.833235741890046,True,False,False
22,W007,V,160,163,3,31.3114448760804,True,False,False
22,W002,H,45,36,-9,9.040683716582732,False,True,True
22,W003,H,81,77,-4,17.136713612058475,True,False,False
22,W005,H,113,114,1,38.367205937743684,True,False,False
22,W007,H,160,156,-4,3.362017952836646,True,False,False
22,W002,Je,45,46,1,13.670718972998063,True,False,False
22,W003,Je,81,91,10,8.305205577652549,False,True,True
22,W005,Je,113,111,-2,19.107547314127572,True,False,False
22,W007,Je,160,163,3,24.68785449363326,True,False,False
22,W002,Jw,45,42,-3,16.36268647646952,True,False,False
22,W003,Jw,81,91,10,11.20052764485694,False,True,True
22,W005,Jw,113,102,-11,21.889343917439433,False,True,True
22,W007,Jw,160,168,8,19.642117456885003,False,True,True
23,W002,P,45,46,1,31.73682057914207,True,False,False
23,W003,P,81,82,1,73.15770514667713,True,False,False
23,W005,P,113,113,0,42.88024004857033,True,False,False
23,W007,P,160,152,-8,12.437190659641306,False,True,False
23,W002,V,45,46,1,20.4363437299155,True,False,False
23,W003,V,81,74,-7,33.72175581515692,False,True,False
23,W005,V,113,114,1,25.847713848469336,True,False,False
23,W007,V,160,168,8,40.04505016692059,False,True,True
23,W002,H,45,35,-10,7.719002212192525,False,True,True
23,W003,H,81,70,-11,13.179405572192925,False,True,True
23,W005,H,113,115,2,49.3332726510717,True,False,False
23,W007,H,160,156,-4,29.447987777544526,True,False,False
23,W002,Je,45,45,0,18.146882667387317,True,False,False
23,W003,Je,81,82,1,7.058765767320225,True,False,False
23,W005,Je,113,113,0,22.894805048521622,True,False,False
23,W007,Je,160,160,0,12.535021531314129,True,False,False
23,W002,Jw,45,41,-4,12.976020605395652,True,False,False
23,W003,Jw,81,80,-1,18.213180995056298,True,False,False
23,W005,Jw,113,113,0,22.410949193723535,True,False,False
23,W007,Jw,160,168,8,14.29464351678032,False,True,True
24,W002,P,45,42,-3,39.933367858971415,True,False,False
24,W003,P,81,84,3,68.90886342875581,True,False,False
24,W005,P,113,111,-2,37.689227380036314,True,False,False
24,W007,P,160,153,-7,22.87339443023665,False,True,False
24,W002,V,45,45,0,24.659484543918467,True,False,False
24,W003,V,81,73,-8,26.19780428950314,False,True,False
24,W005,V,113,115,2,36.613739878633886,True,False,False
24,W007,V,160,156,-4,30.423075153230297,True,False,False
24,W002,H,45,35,-10,13.846314213347064,False,True,True
24,W003,H,81,77,-4,13.368653433190069,True,False,False
24,W005,H,113,114,1,48.532425852001374,True,False,False
24,W007,H,160,167,7,11.111217065022032,False,True,False
24,W002,Je,45,48,3,11.639983615117687,True,False,False
24,W003,Je,81,84,3,9.280445387359496,True,False,False
