year,day,V_PC1,V_PC2,V_PC3,V_PC4,V_PC5
1981,40,68.84869,99.970085,-224.04797,-62.4656,-101.643486
1981,41,73.78492,74.94,-133.10309,-42.108585,-120.80473
1981,42,120.57495,79.49899,-62.647095,-33.742252,-143.28891
1981,43,157.2686,38.518784,71.98291,14.06955,-119.52822
1981,44,143.51018,-8.261602,155.67216,-11.034038,-43.208344
1981,45,180.78691,-70.4023,159.81133,-32.5593,-15.093703
1981,46,285.9008,-114.47826,161.85703,-4.8436117,-33.13019
1981,47,347.97867,-191.40002,142.46027,50.848045,-28.598724
1981,48,338.58,-221.93575,85.785194,88.85157,-3.624805
1981,49,314.8907,-188.44472,18.88703,133.93825,4.4781137
1981,50,285.83365,-109.04732,2.4890935,173.92862,12.599564
1981,51,254.89145,-35.058544,-9.163052,143.11305,43.63597
1981,52,217.89272,-42.13691,25.970743,160.42772,53.813805
1981,53,130.08495,-65.63314,42.212963,150.88812,56.685963
1981,54,24.028334,-74.87697,38.98897,99.04423,64.217094
