year,day,P_PC1,P_PC2,P_PC3,P_PC4,P_PC5
1979,84,-165.32977,510.29477,57.531994,-83.71246,27.684433
1979,85,-19.205647,425.191,34.974083,-82.58346,-73.63342
1979,86,69.41255,290.80106,-9.530106,61.796864,-125.17268
1979,87,103.23406,102.618996,-45.69326,235.77232,-125.905975
1979,88,114.33245,-38.381695,-29.326084,349.8707,-117.073494
1979,89,48.21837,-91.634346,-2.2683938,443.11786,-52.095596
1979,90,-92.330956,2.1084201,-24.14911,474.5238,-41.646873
1979,91,-266.10068,172.1254,-50.470882,406.10703,-60.99018
1979,92,-406.3466,290.0095,-57.851715,278.63007,-72.0189
1979,93,-484.95273,325.82712,-58.602913,228.96118,-5.6630554
1979,94,-525.05786,363.51743,20.347692,229.74365,68.454506
1979,95,-558.7072,410.6938,63.411446,278.54114,143.72205
1979,96,-499.44205,384.02414,95.714195,274.2965,188.75996
1979,97,-396.8402,421.16507,95.839386,281.8488,247.52844
1979,98,-259.47513,443.39163,98.73682,225.2992,190.56067
1979,99,-96.60548,378.44623,38.589108,134.3115,144.7569
1979,100,87.529686,240.60167,62.099827,-50.39983,127.67551
1979,101,226.35176,122.962524,91.46808,-182.8213,122.02813
1979,102,320.69547,34.544098,93.80562,-267.15436,93.095314
1979,103,378.0057,18.482141,59.72889,-322.60425,109.853714
1979,104,408.6827,70.33364,24.718397,-382.41513,71.897255
1979,105,454.89862,80.84022,-29.311111,-308.0873,-1.2303214
1979,106,515.42096,86.61788,-70.86201,-209.23792,-0.35746863
1979,107,556.8776,65.951324,-95.659615,-146.53288,21.137623
1979,108,564.5029,42.433033,-137.13467,-110.78178,23.91559
1979,109,565.6878,-2.2563157,-178.3038,-57.993996,13.9369955
1979,110,549.24335,-7.2949743,-177.22011,-88.94056,16.683868
1979,111,485.55997,0.35747162,-187.32721,-131.46588,-34.61914
1979,112,398.90884,57.322742,-184.14845,-134.59503,-67.02329
1979,113,351.972,99.03021,-176.52626,-128.15657,-86.24389
1979,114,267.43652,126.75061,-202.3517,-120.10353,-73.31933
1979,115,129.32433,164.58629,-261.3624,-106.52634,-78.9414
1979,116,-39.735943,177.19229,-310.13516,-98.849915,-77.35543
1979,117,-202.45273,72.40463,-287.34372,-100.98181,-130.1184
1979,118,-345.54022,16.142479,-262.96704,-35.55214,-215.81258
1979,119,-483.63458,27.377733,-273.65555,54.85211,-361.70972
1979,120,-616.97,-30.02303,-287.9955,29.88931,-435.17584
1979,121,-684.19635,-218.99063,-189.2607,-1.449947,-531.12494
1979,122,-647.53186,-237.61998,-42.822273,83.45171,-559.731
1979,123,-640.9404,-153.53297,77.21835,133.7755,-490.7256
1979,124,-593.57764,-113.93635,209.20976,89.10363,-288.6084
1979,125,-504.88498,-17.875952,332.63782,154.78477,-172.1891
1979,126,-437.33676,249.68352,352.5223,294.72058,-56.271347
1979,127,-453.9387,432.6964,335.87936,309.24603,81.9055
1979,128,-491.66733,434.2058,373.65228,251.46268,187.49834
1979,129,-541.28705,333.83084,449.963,219.59862,172.7658
1979,130,-587.5862,235.10944,469.2634,196.05516,109.85861
1979,131,-637.87494,176.92635,396.87372,155.93214,-30.934628
1979,132,-719.99994,126.88332,182.48048,90.27906,-219.48839
1979,133,-740.9586,26.939867,-86.21358,36.06804,-346.1702
1979,134,-688.1927,-104.07988,-334.40106,50.62466,-289.4461
1979,135,-545.4474,-254.68515,-463.34045,123.93565,-143.83365
1979,136,-311.32278,-362.3404,-453.07935,152.87717,-35.51348
1979,137,-36.900616,-457.79385,-328.45618,155.01112,51.487892
1979,138,186.51079,-417.83868,-218.5108,270.92624,81.862
1979,139,302.1673,-282.3516,-182.02968,278.6493,-48.852665
1979,140,339.5486,-190.52325,-200.67459,135.04253,-146.57346
1979,141,280.3462,-270.89944,-318.17755,-34.17464,-73.569595
1979,142,186.01323,-469.23615,-467.44614,-145.7539,16.84629
1979,143,165.87634,-657.57764,-446.09305,-132.12367,90.77523
1979,144,199.49759,-735.9745,-307.27832,-50.903965,129.41502
1979,145,251.40485,-725.24207,-177.36359,50.548225,159.78902
1979,146,356.67102,-590.6934,-21.900944,149.94145,155.613
1979,147,498.55658,-345.2885,110.4563,226.24828,112.775444
1979,148,544.18097,-147.41843,109.10982,122.165596,33.852684
1979,149,549.4948,-42.57761,73.22721,1.625243,10.878528
1979,150,514.93787,40.278236,82.45701,-87.10806,-28.035955
1979,151,460.02948,73.32303,113.25789,-109.87091,-75.26832
1979,152,422.3793,57.302742,151.77213,-57.257683,-88.258644
1979,153,406.92157,19.9669,194.47136,-50.3332,-22.197935
1979,154,414.04495,-9.43611,204.62962,-19.865274,40.8589
1979,155,447.03098,-34.92819,197.79086,-27.745363,17.356281
1979,156,501.64755,-25.142773,170.74942,-52.506016,-56.043987
1979,157,513.8988,-12.447175,144.7852,-97.55099,-88.20578
1979,158,536.0194,20.419918,98.69519,-93.71566,-166.879
1979,159,543.2558,14.160305,65.89481,-84.87064,-212.23805
1979,160,526.5421,-35.088158,55.65099,-15.823579,-180.09656
1979,161,484.8127,-101.240555,80.96398,12.230561,-95.61678
1979,162,461.8237,-100.84021,90.264885,-21.34265,-76.22708
1979,163,445.7267,-60.137436,109.57688,-97.47246,-88.30377
1979,164,434.25677,5.1217184,125.26764,-191.52042,-147.2743
1979,165,436.27975,102.35279,109.651245,-260.55914,-187.97281
1979,166,408.83267,198.647,91.93049,-275.73706,-227.4283
1979,167,357.62982,217.85652,110.50105,-236.4205,-247.78749
1979,168,289.1144,193.74274,160.14473,-155.01785,-228.1207
1979,169,202.20747,166.06367,247.50507,-63.676754,-149.79382
1979,170,81.10182,139.76793,387.04108,-8.178369,-33.45551
1979,171,-23.314547,117.85158,517.19257,8.621771,110.080666
1979,172,-136.08055,124.065834,631.2074,-1.9500318,226.54276
1979,173,-213.83961,114.47083,714.2243,-19.457073,316.68103
1979,174,-264.7424,54.578533,757.7553,-20.225832,331.901
1979,175,-260.24814,-28.836483,657.00415,7.369884,284.14948
1979,176,-219.73224,-133.1876,490.59167,-1.8935293,292.14597
1979,177,-112.326546,-225.86504,288.76013,30.541132,354.45312
1979,178,-46.195,-237.3839,80.75172,81.04662,425.40884
1979,179,-0.40473756,-135.32553,-116.81944,116.54077,530.2071
1979,180,1.4940464,8.351905,-221.4604,167.24248,612.17395
1979,181,-7.0915523,165.41568,-250.54475,245.7089,545.4354
1979,182,0.0,0.0,0.0,0.0,0.0
1979,183,0.0,0.0,0.0,0.0,0.0
1980,1,0.0,0.0,0.0,0.0,0.0
1980,2,0.0,0.0,0.0,0.0,0.0
1980,3,28.003191,89.22141,5.0771685,-142.71983,-89.38861
1980,4,55.424557,77.45747,-28.338062,-119.976425,-92.54355
1980,5,76.550995,67.962204,-41.595097,-100.16293,-93.11772
1980,6,113.41605,20.125856,-87.29638,12.263132,-57.749367
1980,7,94.240204,-54.460857,-62.057293,63.40518,-2.1299355
1980,8,66.48172,-104.95954,-18.26448,52.848503,85.50469
1980,9,93.90929,-136.35141,-24.743544,109.340706,55.30119
1980,10,122.56342,-220.89548,-38.614353,225.95549,54.920593
1980,11,93.912674,-271.71194,29.076914,239.44467,34.37228
1980,12,78.41936,-252.13785,5.0382633,202.76906,59.6351
1980,13,62.21422,-231.17775,-3.3118644,175.42903,51.19242
1980,14,-1.4150606,-168.70427,25.147877,69.604706,65.87711
1980,15,-62.135307,-61.58014,52.436085,-91.5655,68.81067
1980,16,-95.584114,40.50758,45.29448,-268.61594,32.690086
1980,17,-51.663773,-15.585062,-3.373586,-195.66808,19.873693
1980,18,-6.127781,-85.172966,-31.626278,-109.40247,101.63577
1980,19,45.971428,-158.39857,-1.8476776,-23.202337,63.604412
1980,20,70.05242,-260.3695,26.929113,48.981243,61.198742
1980,21,126.94381,-299.74652,49.67935,159.37782,28.716278
1980,22,167.85431,-292.70813,94.72395,257.2226,-30.562584
1980,23,141.65408,-262.01453,157.86263,246.73398,-98.03311
1980,24,131.94496,-235.86307,109.87528,264.01083,-69.32404
1980,25,150.5324,-169.65494,30.1753,293.89816,-62.771996
1980,26,153.7657,-186.1656,-45.781414,314.65054,26.56946
1980,27,135.34785,-176.40457,-88.743065,240.03957,108.44287
1980,28,133.29733,-169.99432,-140.27704,198.03549,114.408134
1980,29,135.39713,-117.427216,-148.44566,150.44902,89.49006
1980,30,126.11387,-134.4069,-127.185875,142.24678,113.72398
1980,31,92.06534,-113.09121,-66.37006,97.18784,108.42809
1980,32,72.178246,-80.37536,6.3538213,90.298615,55.672863
1980,33,74.38434,-82.209816,52.685455,98.53587,75.5955
1980,34,77.77774,-122.34243,107.86222,102.280014,70.914696
1980,35,117.25187,-169.83987,168.19038,211.32596,1.4794253
1980,36,135.58862,-213.94879,152.87941,296.97662,33.447258
1980,37,101.82429,-184.69777,148.86661,210.02184,76.81934
1980,38,106.47407,-112.298134,113.03465,222.07648,0.50438404
1980,39,84.92565,-59.292145,33.380997,256.52295,-63.189697
1980,40,-7.2115173,52.958347,-87.52751,162.77675,-72.95406
1980,41,-62.948677,174.35287,-103.646034,-10.627445,-240.467
1980,42,-47.07721,168.50241,-181.878,71.97017,-424.50458
1980,43,-107.538025,48.617344,-190.7378,109.05765,-436.36432
1980,44,-187.87186,-55.848343,-138.77264,15.252208,-347.71265
1980,45,-245.14621,-123.50853,-80.57172,-90.59767,-246.12575
1980,46,-304.83856,-131.34473,-66.600914,-56.43056,-85.08929
1980,47,-395.74643,-46.145817,-61.37368,-65.06868,124.594955
1980,48,-400.43167,131.80867,-135.23376,-46.32629,241.05498
1980,49,-453.71335,302.99658,-148.32803,-17.612865,334.16888
1980,50,-473.78415,380.76813,-35.29628,33.480057,317.6918
1980,51,-404.24695,357.82373,52.933743,67.02454,199.94095
1980,52,-265.8474,275.75272,115.42021,37.819374,14.082708
1980,53,-122.768555,150.50409,177.96931,119.881355,-128.15639
1980,54,-17.415838,-1.182188,249.11665,102.19053,-184.03442
1980,55,122.38125,-50.906532,171.89188,59.273296,-176.31073
1980,56,202.13347,-58.79489,63.613335,36.85422,-96.44377
1980,57,192.92534,-70.707954,35.291885,21.36095,43.76335
1980,58,187.36804,-56.27686,19.190344,-93.98749,131.54045
1980,59,291.10446,33.095486,-23.601393,-59.43158,32.04818
1980,60,288.86832,50.64841,22.433693,-22.311068,-2.2008836
1980,61,244.32928,72.07741,110.46506,-22.276384,-14.50491
1980,62,202.70378,101.78577,201.96419,-22.393532,-45.631752
1980,63,106.77675,143.39793,284.06638,-92.15237,-53.00703
1980,64,55.56168,128.74266,253.75528,-158.77551,-13.562993
1980,65,89.683525,129.40186,139.06805,-133.072,-30.811014
1980,66,119.02177,111.97034,28.778658,-74.95098,-47.860413
1980,67,151.9184,133.5806,-78.69216,-31.567266,10.931898
1980,68,212.75653,189.69301,-138.57973,3.1523108,19.162142
1980,69,221.72162,253.74918,-167.33804,71.16483,47.34156
1980,70,195.27748,321.96317,-118.968414,35.125687,73.22272
1980,71,226.13309,381.9957,-101.797844,13.196082,67.30421
1980,72,242.3141,398.8586,-83.46491,-16.78074,32.19301
1980,73,228.53848,375.408,-60.244,-57.973522,28.659573
1980,74,204.17639,361.8115,9.87492,-191.93944,1.3292755
1980,75,194.38213,381.9355,31.17337,-284.29156,-69.64113
1980,76,164.59244,402.3159,64.26041,-333.84967,-80.40816
1980,77,152.40181,424.27798,99.07219,-368.38617,-81.05643
1980,78,122.31357,455.98398,102.25759,-331.2109,-75.731544
1980,79,67.65999,467.04034,85.125725,-227.51408,6.3872986
1980,80,14.483647,435.8639,107.0336,-153.80258,96.92568
1980,81,-24.921173,438.28387,118.20995,-158.40251,116.60686
1980,82,-55.839737,488.93445,82.556496,-201.43716,82.535904
1980,83,-105.738144,545.2168,65.81193,-232.53883,100.124504
1980,84,-81.89901,538.1512,86.021576,-252.27716,88.729195
1980,85,-109.29439,482.13242,191.49219,-231.16429,157.56876
1980,86,-165.23921,381.4437,336.735,-186.46811,208.13644
1980,87,-202.03072,279.06836,452.37827,-110.121056,225.5785
1980,88,-221.40881,211.37273,468.02448,-78.32302,186.47084
1980,89,-298.3254,226.44685,340.37985,-49.428864,115.0401
1980,90,-315.65833,225.14984,105.96234,-40.594112,33.39864
1980,91,-308.03348,155.06664,-120.48666,-106.281235,92.82341
1980,92,-287.33078,86.33856,-257.79956,-218.80463,179.22339
1980,93,-231.57318,-13.597072,-289.60123,-236.61494,233.76617
1980,94,-111.8619,-115.170975,-207.74956,-208.08028,296.18533
1980,95,-2.1370459,-150.29013,-118.6692,-171.19904,313.46964
1980,96,55.392323,-36.003654,-124.62507,-108.39291,215.13141
1980,97,-0.6154177,75.567604,-214.74783,31.160309,60.57426
1980,98,-133.17409,49.915085,-236.71559,95.51358,-80.30192
1980,99,-265.13202,-99.88078,-137.38039,134.80373,-214.97325
1980,100,-270.66074,-236.96574,-0.7425904,181.40756,-288.92276
1980,101,-163.709,-383.06882,115.85954,318.5331,-292.37738
1980,102,3.0306437,-494.56723,280.30014,352.14288,-257.02106
1980,103,211.26955,-461.00574,333.62457,340.36804,-189.02942
1980,104,372.70078,-288.6568,221.87337,302.94324,-124.01032
1980,105,359.35266,-59.198708,52.42631,246.54805,-134.77711
1980,106,285.31912,106.25897,17.412186,111.11279,-178.79666
1980,107,163.47348,199.2564,11.435316,67.63625,-153.31004
1980,108,38.548664,273.10608,5.543708,78.24987,-201.68506
1980,109,-96.779,301.19003,33.237553,92.81744,-239.98244
1980,110,-254.15202,206.07701,180.65826,98.52978,-172.22096
1980,111,-401.44904,171.81026,338.08838,164.46588,-60.485104
1980,112,-438.45386,186.07663,386.68506,232.10944,-20.490757
1980,113,-428.52826,207.04486,405.1577,226.01683,40.22532
1980,114,-447.4091,159.74448,441.12436,195.44565,86.292854
1980,115,-357.47037,120.1392,459.3365,165.26462,72.349915
1980,116,-188.18005,47.13237,424.30875,100.57676,-9.282144
1980,117,-10.761247,-10.352885,375.8496,-25.048553,-43.881847
1980,118,199.5904,-65.62617,336.2225,-77.32841,-67.09947
1980,119,478.41843,-48.234783,264.59866,-71.99227,-59.31453
1980,120,682.00195,20.488752,118.23678,-56.95462,-67.47475
1980,121,758.4256,97.99596,-50.390434,-69.489006,-35.294224
1980,122,769.1686,96.11467,-119.76663,-75.3066,4.0125685
1980,123,767.65485,54.214893,-154.56892,-63.07131,71.81277
1980,124,751.60004,-3.3922904,-172.31024,-21.156662,70.403786
1980,125,739.0312,-50.6536,-147.53343,31.554684,65.73581
1980,126,727.2465,-113.12971,-104.65058,72.314545,74.64642
1980,127,727.27734,-135.94691,-55.586864,129.69379,67.79642
1980,128,677.5157,-110.11202,26.072266,136.19475,39.285484
1980,129,602.0849,-49.331017,88.45895,58.308563,79.01017
1980,130,564.96436,23.764511,76.43782,-22.32415,77.53125
1980,131,555.0215,114.364365,48.413044,-52.841465,18.787695
1980,132,549.6044,178.89084,18.280733,-68.12236,-60.668667
1980,133,538.7919,199.51158,-40.44335,-30.1657,-88.81498
1980,134,502.76254,243.33644,-113.25727,51.334587,-121.75587
1980,135,398.79285,255.8982,-147.32573,86.26239,-108.27339
1980,136,269.62057,239.48248,-145.69138,114.79592,-50.69079
1980,137,106.14914,241.48378,-132.97833,194.15689,57.710575
1980,138,-0.58062315,218.75946,-18.627615,227.19318,137.03033
1980,139,-28.70971,179.14674,106.391464,240.15576,172.2389
1980,140,43.814167,156.73811,165.94777,260.15692,161.98515
1980,141,106.313286,151.49611,153.39046,279.5266,133.81354
1980,142,180.30806,142.30508,141.39278,241.43837,124.2893
1980,143,197.73804,228.46309,82.821465,140.722,114.10888
1980,144,180.4062,319.98703,8.298721,67.98588,81.941154
1980,145,71.427956,374.08047,-89.27825,41.57189,59.63494
1980,146,-71.70561,376.6153,-186.44615,-29.90074,96.3399
1980,147,-177.54991,314.99655,-270.70795,-43.019142,96.42594
1980,148,-205.18216,235.88304,-355.17697,126.759056,54.836365
1980,149,-230.74884,204.25076,-343.42642,230.75578,68.13122
1980,150,-210.8656,209.53738,-186.42027,310.62912,145.9062
1980,151,-135.67374,221.86766,7.2436023,402.93994,114.92958
1980,152,-60.12585,298.83646,172.32349,393.49048,75.368256
1980,153,-25.789856,334.8778,276.33978,264.7595,90.569534
1980,154,0.67398536,338.42664,297.98447,142.5229,111.34344
1980,155,0.31172246,330.08392,230.59494,-4.9854193,49.866837
1980,156,-27.060875,357.917,202.87508,-90.75377,82.22132
1980,157,-91.12162,367.63892,154.50981,-89.08292,83.65284
1980,158,-123.46185,366.5928,92.78324,-60.082176,74.55796
1980,159,-146.53075,325.92664,17.848585,-55.53941,123.6687
1980,160,-197.0889,256.6123,-121.13612,-6.2594385,328.4673
1980,161,-201.06718,170.28096,-310.30814,104.342285,428.11954
1980,162,-264.99402,98.967255,-358.4816,80.40894,384.0242
1980,163,-392.05942,37.723984,-388.44272,2.6745846,307.17795
1980,164,-544.4359,19.935074,-361.91272,8.176312,191.22221
1980,165,-619.0525,13.954509,-218.40533,-34.669056,16.925121
1980,166,-711.6962,-8.861982,0.74462545,-145.2832,-157.35849
1980,167,-734.39246,-73.230484,36.344852,-174.95163,-127.88942
1980,168,-708.76117,-202.9996,59.398033,-179.37509,-78.14519
1980,169,-566.864,-318.1676,86.81439,-130.28938,-17.14356
1980,170,-353.3403,-336.30264,40.22961,-17.648802,-15.5747595
1980,171,-139.09024,-280.20322,-48.8691,-13.215172,-1.3405807
1980,172,93.44006,-180.45468,-62.130665,-25.595858,-12.47722
1980,173,252.71605,-57.707054,-30.665447,-27.1268,-10.37281
1980,174,273.04187,4.239698,-16.25439,-81.711105,-20.536821
1980,175,211.56062,-14.547755,31.964872,-124.048676,19.335793
1980,176,165.94797,-61.182358,56.74249,-61.020145,114.172
1980,177,101.017334,-73.56875,66.227745,37.37418,167.56236
1980,178,59.819115,-20.978018,82.6649,78.1648,185.86783
1980,179,91.13385,38.744835,92.66455,64.97838,180.8994
1980,180,108.87328,103.6786,98.305855,-12.360264,136.57681
1980,181,99.788765,139.77382,88.12403,-106.506454,98.55528
1980,182,0.0,0.0,0.0,0.0,0.0
1980,183,0.0,0.0,0.0,0.0,0.0
1981,1,0.0,0.0,0.0,0.0,0.0
1981,2,0.0,0.0,0.0,0.0,0.0
1981,3,217.5013,-12.647642,-128.27145,312.75455,-71.167595
1981,4,200.36876,-75.90826,-100.27318,276.58737,-32.914032
1981,5,211.17906,-111.90761,-110.413475,315.0892,-23.521791
1981,6,209.95926,-174.1149,-109.03091,349.0073,25.70506
1981,7,177.08719,-181.75577,-68.84338,288.70737,24.795261
1981,8,156.03719,-152.5396,-17.73843,236.1275,-22.523033
1981,9,157.83792,-121.40458,2.5199206,241.97081,-45.73642
1981,10,124.56532,-113.67493,45.930984,192.81575,1.7905573
1981,11,71.84157,-57.43986,138.11526,98.45649,-30.07013
1981,12,85.08588,-49.301315,152.80246,142.21767,-74.22472
1981,13,94.76052,-105.7516,77.072495,214.08842,-7.0030193
1981,14,62.516808,-81.75418,67.78495,131.85748,12.222538
1981,15,64.25477,-26.348505,54.920387,75.543335,-49.332935
1981,16,115.23458,-48.151535,-27.193323,146.5885,-75.286255
1981,17,63.035183,-78.16373,2.445291,76.510574,-11.783305
1981,18,-9.964372,1.5313263,125.11969,-44.609352,-37.836903
1981,19,-29.643364,4.865389,186.79391,-17.025038,-49.44664
1981,20,-64.29227,-30.887531,238.06717,22.168156,-22.595873
1981,21,-117.662384,-51.17186,289.04758,-42.730244,6.7491527
1981,22,-97.68445,-42.782288,229.7734,-27.013098,11.911735
1981,23,-79.282196,-44.64298,188.85748,-18.694992,1.1587542
1981,24,-68.84941,-29.339415,135.73347,-29.99509,-0.1442107
1981,25,-30.665688,-33.749557,54.147915,-17.100903,2.8784373
1981,26,14.105671,-25.418905,5.7945566,37.65929,-2.716148
1981,27,24.200325,-36.46493,5.8489223,65.289505,2.9303613
1981,28,55.96779,-48.489155,-18.120514,67.53501,11.056937
1981,29,87.81527,-39.446194,-45.5055,74.954216,7.040115
1981,30,131.0656,-51.217342,-21.934694,184.01027,-23.106794
1981,31,79.87862,-11.617756,30.352964,130.35817,30.182379
1981,32,47.638756,58.643375,71.71093,33.29314,35.363167
1981,33,36.31071,20.31355,54.39791,77.798836,122.410995
1981,34,20.991417,-24.656008,45.426548,85.20308,219.45105
1981,35,-42.314224,20.901302,45.466415,-94.95152,286.88367
1981,36,-23.176361,31.634804,19.208303,-160.7703,253.6559
1981,37,12.843889,17.148756,24.220188,-128.15439,183.14093
1981,38,57.649006,18.723997,80.83583,-84.5117,-17.044817
1981,39,29.401676,-142.24721,203.49341,41.12569,-116.07568
1981,40,-55.28742,-370.39975,246.27895,64.718346,-109.266945
1981,41,-96.187256,-453.43292,221.78511,48.08576,-122.6526
1981,42,-121.214775,-515.51294,203.3601,49.09133,-101.976295
1981,43,-223.38998,-533.0411,210.51309,-29.133211,19.610256
1981,44,-324.69177,-387.128,112.428154,-171.88496,43.241917
1981,45,-287.23828,-172.80386,31.343384,-206.12561,-14.167386
1981,46,-308.77475,-89.16108,14.16988,-195.8199,-40.250908
1981,47,-307.47977,-13.252772,63.415974,-180.85826,-61.585793
1981,48,-245.75224,3.5616767,143.98672,-99.90975,-129.72214
1981,49,-150.42557,-81.81244,179.7048,-48.392605,-59.524147
1981,50,-110.61099,-122.294464,186.49518,-7.308441,73.39285
1981,51,-54.574635,-139.7195,210.6062,36.15983,173.19705
1981,52,-40.585835,-140.28426,160.32748,2.1569462,220.7544
1981,53,-20.40603,-73.6709,29.552275,-87.68882,264.96182
1981,54,74.008575,54.855995,-61.585938,-94.97533,160.41449
1981,55,178.04524,35.41726,-79.23165,42.13017,42.269672
1981,56,240.15211,19.707842,-63.79788,25.629986,-51.18117
1981,57,310.45212,-2.2017472,-67.29633,113.67418,-127.71334
1981,58,312.66718,-100.92793,-59.702843,158.25293,-92.44479
1981,59,255.07564,-169.55003,41.512486,143.82433,-69.85726
1981,60,161.66737,-206.06969,181.09514,68.769104,-98.07261
1981,61,59.766537,-248.54253,218.52318,64.90785,-70.10361
1981,62,-63.99736,-285.44626,224.65921,15.546105,25.178427
1981,63,-149.37314,-269.9835,278.53442,69.07338,-16.412634
1981,64,-256.40756,-332.66574,250.24521,30.211151,39.302265
1981,65,-369.7539,-255.87376,109.7842,-76.057556,137.8335
