window,family_direction,source,target,source_family,target_family,pc1_lead_lag_label,pc1_lead_lag_group,pc1_evidence_tier,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,lag0_signed_r,lag0_abs_r,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,p_pos_audit_surrogate,q_pos_audit_within_window,source_pc1_explained_variance_ratio,target_pc1_explained_variance_ratio,source_quality_flag,target_quality_flag,source_sign_reference_corr_abs,target_sign_reference_corr_abs,v1_total_pairs,v1_yes_count,v1_tier1a_count,v1_tier1b_count,v1_tier2_count,v1_tier3_count,v1_same_day_yes_count,v1_max_positive_abs_r,v1_max_lag0_abs_r,interpretation_hint
S5,P→Jw,P_PC1,Jw_PC1,P,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.04950586345374086,0.04950586345374086,0.052659873547280835,0.052659873547280835,False,0.7702297702297702,0.7702297702297702,0.7632367632367633,0.7632367632367633,0.16794694205724015,0.47858748982741334,pc1_low_variance,pc1_good,0.6268303259770167,0.6638287245424318,21,0,0,0,0,0,3,0.1954202489717939,0.2181083137752484,both_weak_pc1_quality_low
S5,V→P,V_PC1,P_PC1,V,P,PC1_ambiguous_coupled_or_feedback_like,PC1_lead_lag_ambiguous,PC1_Tier4c_ambiguous_direction_uncertain,1,0.2620451298762897,0.2620451298762897,0.2520112812765215,0.2520112812765215,True,0.028971028971028972,0.07242757242757243,0.07192807192807193,0.17982017982017984,0.31613402362360277,0.16794694205724015,pc1_moderate,pc1_low_variance,0.9460670698583076,0.6268303259770167,21,13,0,7,4,2,12,0.5537660242721644,0.5593847697601709,index_yes_pc1_weak_but_pc1_quality_low
S5,V→H,V_PC1,H_PC1,V,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.16824970244463217,0.16824970244463217,0.16561112605948305,0.16561112605948305,False,0.1878121878121878,0.3414767051130687,0.17082917082917082,0.3105984924166742,0.31613402362360277,0.5034785659330451,pc1_moderate,pc1_good,0.9460670698583076,0.7155572215051287,12,0,0,0,0,0,4,0.2873235116116144,0.3247482318619066,both_weak_or_no_signal
S5,V→Je,V_PC1,Je_PC1,V,Je,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.09549592665352576,0.09549592665352576,-0.11624771209416708,0.11624771209416708,False,0.4855144855144855,0.571193512369983,0.5204795204795205,0.5982905982905983,0.31613402362360277,0.37907655275790103,pc1_moderate,pc1_good,0.9460670698583076,0.7029968482382947,9,0,0,0,0,0,0,0.235781354825542,0.1509792585214103,both_weak_or_no_signal
S5,V→Jw,V_PC1,Jw_PC1,V,Jw,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,1,0.3500393848921123,0.3500393848921123,0.3360769196056119,0.3360769196056119,True,0.002997002997002997,0.00999000999000999,0.006993006993006993,0.046620046620046623,0.31613402362360277,0.47858748982741334,pc1_moderate,pc1_good,0.9460670698583076,0.6638287245424318,9,0,0,0,0,0,5,0.3090904704753051,0.2462352788612605,index_weak_or_no_pc1_strong
S5,H→P,H_PC1,P_PC1,H,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.1207044437992074,0.1207044437992074,-0.1366027435856223,0.1366027435856223,False,0.36663336663336665,0.4582917082917083,0.4075924075924076,0.5094905094905096,0.5034785659330451,0.16794694205724015,pc1_good,pc1_low_variance,0.7155572215051287,0.6268303259770167,28,0,0,0,0,0,2,0.2133580496308261,0.2272807782368669,both_weak_pc1_quality_low
S5,H→V,H_PC1,V_PC1,H,V,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.14141024767290306,0.14141024767290306,0.16561112605948305,0.16561112605948305,False,0.2807192807192807,0.4010275438846867,0.23676323676323677,0.3946053946053946,0.5034785659330451,0.31613402362360277,pc1_good,pc1_moderate,0.7155572215051287,0.9460670698583076,12,1,0,0,1,0,4,0.3517237848171689,0.3247482318619066,index_yes_pc1_weak
S5,H→Je,H_PC1,Je_PC1,H,Je,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,2,0.6243428071605092,0.6243428071605092,0.5975986782195549,0.5975986782195549,True,0.000999000999000999,0.00666000666000666,0.001998001998001998,0.03996003996003996,0.5034785659330451,0.37907655275790103,pc1_good,pc1_good,0.7155572215051287,0.7029968482382947,12,3,0,2,1,0,4,0.4965172609182954,0.4673122292408698,index_strong_pc1_strong
S5,H→Jw,H_PC1,Jw_PC1,H,Jw,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,1,0.3838487436049166,0.3838487436049166,0.38671153868329317,0.38671153868329317,True,0.000999000999000999,0.00666000666000666,0.004995004995004995,0.046620046620046623,0.5034785659330451,0.47858748982741334,pc1_good,pc1_good,0.7155572215051287,0.6638287245424318,12,0,0,0,0,0,3,0.3446536309672875,0.3871834253665525,both_weak_or_no_signal
S5,Je→P,Je_PC1,P_PC1,Je,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,4,-0.1474644251372285,0.1474644251372285,-0.057119428148172356,0.057119428148172356,False,0.23476523476523475,0.3903788519173135,0.3096903096903097,0.44241472812901383,0.37907655275790103,0.16794694205724015,pc1_good,pc1_low_variance,0.7029968482382947,0.6268303259770167,21,0,0,0,0,0,3,0.2429665780351569,0.2510571074032416,both_weak_pc1_quality_low
S5,Je→V,Je_PC1,V_PC1,Je,V,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,2,-0.12698241304318275,0.12698241304318275,-0.11624771209416708,0.11624771209416708,False,0.32667332667332666,0.4355644355644355,0.3786213786213786,0.5048285048285048,0.37907655275790103,0.31613402362360277,pc1_good,pc1_moderate,0.7029968482382947,0.9460670698583076,9,0,0,0,0,0,0,0.1443294658623795,0.1509792585214103,both_weak_or_no_signal
S5,Je→H,Je_PC1,H_PC1,Je,H,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,1,0.5387236725925107,0.5387236725925107,0.5975986782195549,0.5975986782195549,True,0.000999000999000999,0.00666000666000666,0.00999000999000999,0.04795204795204795,0.37907655275790103,0.5034785659330451,pc1_good,pc1_good,0.7029968482382947,0.7155572215051287,12,1,0,0,0,1,4,0.3936918484554268,0.4673122292408698,index_yes_pc1_lagged_weak_tau0_present
S5,Je→Jw,Je_PC1,Jw_PC1,Je,Jw,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,0.23902000414552663,0.23902000414552663,0.29254395310455694,0.29254395310455694,True,0.06293706293706294,0.13586413586413587,0.08191808191808192,0.18204018204018205,0.37907655275790103,0.47858748982741334,pc1_good,pc1_good,0.7029968482382947,0.6638287245424318,9,0,0,0,0,0,1,0.2301385291401377,0.2282105870570558,both_weak_or_no_signal
S5,Jw→P,Jw_PC1,P_PC1,Jw,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.09008073661778475,0.09008073661778475,0.052659873547280835,0.052659873547280835,False,0.5254745254745254,0.5838605838605838,0.5384615384615384,0.5982905982905983,0.47858748982741334,0.16794694205724015,pc1_good,pc1_low_variance,0.6638287245424318,0.6268303259770167,21,0,0,0,0,0,3,0.294981564461752,0.2181083137752484,both_weak_pc1_quality_low
S5,Jw→V,Jw_PC1,V_PC1,Jw,V,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.2999832590485558,0.2999832590485558,0.3360769196056119,0.3360769196056119,True,0.014985014985014986,0.04281432852861424,0.016983016983016984,0.0513771942343371,0.47858748982741334,0.31613402362360277,pc1_good,pc1_moderate,0.6638287245424318,0.9460670698583076,9,0,0,0,0,0,5,0.2513404090778487,0.2462352788612605,both_weak_or_no_signal
S5,Jw→H,Jw_PC1,H_PC1,Jw,H,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.3450138529675289,0.3450138529675289,0.38671153868329317,0.38671153868329317,True,0.002997002997002997,0.00999000999000999,0.017982017982017984,0.0513771942343371,0.47858748982741334,0.5034785659330451,pc1_good,pc1_good,0.6638287245424318,0.7155572215051287,12,1,0,1,0,0,3,0.4046896114027526,0.3871834253665525,index_yes_pc1_lagged_weak_tau0_present
S5,Jw→Je,Jw_PC1,Je_PC1,Jw,Je,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,3,0.35134927020898515,0.35134927020898515,0.29254395310455694,0.29254395310455694,True,0.002997002997002997,0.00999000999000999,0.011988011988011988,0.04795204795204795,0.47858748982741334,0.37907655275790103,pc1_good,pc1_good,0.6638287245424318,0.7029968482382947,9,0,0,0,0,0,1,0.444237015001926,0.2282105870570558,index_weak_or_no_pc1_strong
