window,_pair_id,_source_family,_target_family,_family_direction,_failure_reason,_stability,_evidence_tier_norm,source_variable,target_variable,positive_peak_abs_r,lag0_abs_r,negative_peak_abs_r,D_pos_0,D_pos_neg,p_pos_surrogate,q_pos_within_window,p_pos_audit_surrogate,positive_peak_lag,positive_peak_signed_r,negative_peak_lag,negative_peak_signed_r,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,near_miss_class
T3,H_centroid_lat -> V_pos_centroid_lat,H,V,H→V,direction_difference_not_stable,not_supported,Tier4c_ambiguous_direction_uncertain,H_centroid_lat,V_pos_centroid_lat,0.2927364347514825,0.046826919222876,0.1358273532706427,0.2331011446253636,0.1707185509950907,0.0139860139860139,0.0828402366863905,0.0399600399600399,5,-0.2927364347514825,-5,0.1358273532706427,-0.028263255805841,0.3030635280382093,-0.0528956624646711,0.3245794039198755,0.908,0.0242380967889619,0.3780510044338862,0.0015114192909707,0.3979531462534166,0.976,0.1707185509950907,0.2331011446253636,0.1349583267398158,-0.028263255805841,0.3030635280382093,-0.0528956624646711,0.3245794039198755,0.908,0.204740430339324,0.0242380967889619,0.3780510044338862,0.0015114192909707,0.3979531462534166,0.976,0.2331011446253636,0.0242380967889619,0.3780510044338862,0.976,0.1707185509950907,-0.028263255805841,0.3030635280382093,0.908,direction_uncertain
T3,H_centroid_lat -> V_strength,H,V,H→V,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,H_centroid_lat,V_strength,0.3275780316868759,0.310275838715725,0.2731542024246135,0.000372465631038,0.0519363210979363,0.0059940059940059,0.0439560439560439,0.0299700299700299,1,-0.3275780316868759,-1,-0.2731542024246135,-0.0895331899603375,0.1921731268371345,-0.1270529555669715,0.2153910548418723,0.746,-0.0633536543322448,0.0952368374396113,-0.0765634812222595,0.1079691615231451,0.54,0.0519363210979363,0.000372465631038,0.0539182263421365,-0.0895331899603375,0.1921731268371345,-0.1270529555669715,0.2153910548418723,0.746,0.0089347751681779,-0.0633536543322448,0.0952368374396113,-0.0765634812222595,0.1079691615231451,0.54,0.000372465631038,-0.0633536543322448,0.0952368374396113,0.54,0.0519363210979363,-0.0895331899603375,0.1921731268371345,0.746,direction_uncertain
T3,Je_axis_lat -> H_centroid_lat,Je,H,Je→H,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,Je_axis_lat,H_centroid_lat,0.4123253871989502,0.4030709002325398,0.3860346861429928,-0.0047878164139586,0.0417323579934365,0.0029970029970029,0.0263736263736263,0.0399600399600399,1,0.4123253871989502,-1,0.3860346861429928,-0.0096779567829155,0.2328179431180695,-0.0261722609849512,0.2735705607978234,0.917,-0.0299611666892201,0.1783111710140545,-0.0366220068013281,0.2230674017284345,0.545,0.0417323579934365,-0.0047878164139586,0.0740964832715029,-0.0096779567829155,0.2328179431180695,-0.0261722609849512,0.2735705607978234,0.917,0.0284731884531102,-0.0299611666892201,0.1783111710140545,-0.0366220068013281,0.2230674017284345,0.545,-0.0047878164139586,-0.0299611666892201,0.1783111710140545,0.545,0.0417323579934365,-0.0096779567829155,0.2328179431180695,0.917,direction_uncertain
T3,Je_axis_lat -> Jw_axis_lat,Je,Jw,Je→Jw,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,Je_axis_lat,Jw_axis_lat,0.2614087975475477,0.2251619051377567,0.2499260908959668,0.0106031600275304,0.001589997238939,0.0169830169830169,0.0951048951048951,0.2597402597402597,5,0.2614087975475477,-3,0.2499260908959668,-0.142367133309171,0.1600990696327244,-0.1774953027622191,0.1813194972612467,0.544,-0.0488014572336898,0.1354660266285738,-0.0560198404268757,0.1551045395209226,0.668,0.001589997238939,0.0106031600275304,0.0082048738054565,-0.142367133309171,0.1600990696327244,-0.1774953027622191,0.1813194972612467,0.544,0.0318103479795626,-0.0488014572336898,0.1354660266285738,-0.0560198404268757,0.1551045395209226,0.668,0.0106031600275304,-0.0488014572336898,0.1354660266285738,0.668,0.001589997238939,-0.142367133309171,0.1600990696327244,0.544,direction_uncertain
T3,Je_axis_lat -> P_south_band_share_18_24,Je,P,Je→P,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,Je_axis_lat,P_south_band_share_18_24,0.3915639919683584,0.3780083475798179,0.3532743034766971,-0.0043468595261715,0.034516338733994,0.0009990009990009,0.0161943319838056,0.0159840159840159,2,0.3915639919683584,-1,0.3532743034766971,-0.0138461543863004,0.1199996755982681,-0.0292708742771953,0.1370714357931838,0.897,-0.0300863715856555,0.0766866881345912,-0.0349859996793335,0.0908155540490101,0.461,0.034516338733994,-0.0043468595261715,0.0449982731119394,-0.0138461543863004,0.1199996755982681,-0.0292708742771953,0.1370714357931838,0.897,0.0077177992299166,-0.0300863715856555,0.0766866881345912,-0.0349859996793335,0.0908155540490101,0.461,-0.0043468595261715,-0.0300863715856555,0.0766866881345912,0.461,0.034516338733994,-0.0138461543863004,0.1199996755982681,0.897,direction_uncertain
T3,Je_axis_lat -> P_total_centroid_lat_10_50,Je,P,Je→P,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,Je_axis_lat,P_total_centroid_lat_10_50,0.3603355433147795,0.3181391905120025,0.2826419377027049,0.0174810295118242,0.0738614047756922,0.0019980019980019,0.0212201591511936,0.0199800199800199,2,-0.3603355433147795,-1,-0.2826419377027049,-0.0106731959326504,0.1770484254828547,-0.0316879119934832,0.1946659386603023,0.926,-0.0289703620295841,0.1110578570410924,-0.0333996555910449,0.1305389197309768,0.684,0.0738614047756922,0.0174810295118242,0.0778656562215125,-0.0106731959326504,0.1770484254828547,-0.0316879119934832,0.1946659386603023,0.926,0.027786629349872,-0.0289703620295841,0.1110578570410924,-0.0333996555910449,0.1305389197309768,0.684,0.0174810295118242,-0.0289703620295841,0.1110578570410924,0.684,0.0738614047756922,-0.0106731959326504,0.1770484254828547,0.926,direction_uncertain
T3,Je_meridional_width -> V_NS_diff,Je,V,Je→V,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,Je_meridional_width,V_NS_diff,0.2008535195831629,0.1919045749355118,0.1555021258131996,-0.0101876074177369,0.0460491566341651,0.0019980019980019,0.0212201591511936,0.0389610389610389,1,-0.2008535195831629,-1,-0.1555021258131996,-0.030267496326437,0.067699196200057,-0.0456345910162005,0.0740674320478773,0.879,-0.0231826338659833,0.0288628811082178,-0.0285308004133526,0.0495331106144406,0.19,0.0460491566341651,-0.0101876074177369,0.0344161137750552,-0.030267496326437,0.067699196200057,-0.0456345910162005,0.0740674320478773,0.879,-0.0055104702711695,-0.0231826338659833,0.0288628811082178,-0.0285308004133526,0.0495331106144406,0.19,-0.0101876074177369,-0.0231826338659833,0.0288628811082178,0.19,0.0460491566341651,-0.030267496326437,0.067699196200057,0.879,direction_uncertain
T3,Je_meridional_width -> V_pos_centroid_lat,Je,V,Je→V,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,Je_meridional_width,V_pos_centroid_lat,0.2184619339308727,0.1832750091340758,0.1489405319590403,0.0142232945374832,0.0689395185480402,0.0009990009990009,0.0161943319838056,0.0479520479520479,2,-0.2184619339308727,-1,-0.1489405319590403,-0.0414772654034939,0.1002895799349432,-0.0646100154245194,0.1046172419599483,0.821,-0.0149265619257122,0.0418781428091225,-0.0220171117767041,0.0520153123307578,0.834,0.0689395185480402,0.0142232945374832,0.0491700572112887,-0.0414772654034939,0.1002895799349432,-0.0646100154245194,0.1046172419599483,0.821,0.0160765797020204,-0.0149265619257122,0.0418781428091225,-0.0220171117767041,0.0520153123307578,0.834,0.0142232945374832,-0.0149265619257122,0.0418781428091225,0.834,0.0689395185480402,-0.0414772654034939,0.1002895799349432,0.821,direction_uncertain
T3,Je_meridional_width -> V_strength,Je,V,Je→V,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,Je_meridional_width,V_strength,0.1792929205571652,0.1719219355411899,0.1467141188054379,-0.0088592765671859,0.0326612695369156,0.0009990009990009,0.0161943319838056,0.0419580419580419,1,-0.1792929205571652,-1,-0.1467141188054379,-0.0529840914746106,0.0579769767848321,-0.0681621288368213,0.0650333008976276,0.77,-0.0362384882573345,0.0171150271679035,-0.0412534577997454,0.0339692680529502,0.244,0.0326612695369156,-0.0088592765671859,0.0177375549483133,-0.0529840914746106,0.0579769767848321,-0.0681621288368213,0.0650333008976276,0.77,-0.0082355672918041,-0.0362384882573345,0.0171150271679035,-0.0412534577997454,0.0339692680529502,0.244,-0.0088592765671859,-0.0362384882573345,0.0171150271679035,0.244,0.0326612695369156,-0.0529840914746106,0.0579769767848321,0.77,direction_uncertain
T3,Jw_axis_lat -> Je_axis_lat,Jw,Je,Jw→Je,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,Jw_axis_lat,Je_axis_lat,0.3086880319701435,0.2251619051377567,0.2833954105720165,0.0627573701395465,0.0251234658536274,0.0029970029970029,0.0263736263736263,0.1298701298701298,4,0.3086880319701435,-3,0.2833954105720165,-0.122898912722908,0.1746612197526264,-0.1520620869739141,0.1964234810683346,0.619,-0.0264028365644551,0.1854036147020422,-0.0403172152307685,0.2105588576243486,0.873,0.0251234658536274,0.0627573701395465,0.0275496002294374,-0.122898912722908,0.1746612197526264,-0.1520620869739141,0.1964234810683346,0.619,0.0718180133913644,-0.0264028365644551,0.1854036147020422,-0.0403172152307685,0.2105588576243486,0.873,0.0627573701395465,-0.0264028365644551,0.1854036147020422,0.873,0.0251234658536274,-0.122898912722908,0.1746612197526264,0.619,direction_uncertain
T3,Jw_strength -> Je_strength,Jw,Je,Jw→Je,direction_difference_not_stable,not_supported,Tier4c_ambiguous_direction_uncertain,Jw_strength,Je_strength,0.3249812675074705,0.0077478966980415,0.1088000990146996,0.3066689691757077,0.2191464815807847,0.0149850149850149,0.0870827285921625,0.0169830169830169,5,0.3249812675074705,-4,-0.1088000990146996,-0.0538721778156255,0.3792273163168677,-0.095559310818682,0.4126583479116487,0.917,-0.0094301033723814,0.4005230094515434,-0.0499789663380099,0.4301985802421805,0.947,0.2191464815807847,0.3066689691757077,0.1925638964403934,-0.0538721778156255,0.3792273163168677,-0.095559310818682,0.4126583479116487,0.917,0.2373854055598923,-0.0094301033723814,0.4005230094515434,-0.0499789663380099,0.4301985802421805,0.947,0.3066689691757077,-0.0094301033723814,0.4005230094515434,0.947,0.2191464815807847,-0.0538721778156255,0.3792273163168677,0.917,direction_uncertain
T3,Jw_axis_lat -> P_main_minus_south,Jw,P,Jw→P,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,Jw_axis_lat,P_main_minus_south,0.2991067753461073,0.3204238103774577,0.3480865698933665,-0.0405212626099374,-0.0495365527389541,0.0109890109890109,0.0663650075414781,0.0879120879120879,1,-0.2991067753461073,-3,-0.3480865698933665,-0.177689234755775,0.0461107146489362,-0.2020024606992292,0.076821043661794,0.174,-0.0818499871432957,0.0240326482955432,-0.0930137925335643,0.0467004343329543,0.115,-0.0495365527389541,-0.0405212626099374,-0.0587984321593433,-0.177689234755775,0.0461107146489362,-0.2020024606992292,0.076821043661794,0.174,-0.035394525227112,-0.0818499871432957,0.0240326482955432,-0.0930137925335643,0.0467004343329543,0.115,-0.0405212626099374,-0.0818499871432957,0.0240326482955432,0.115,-0.0495365527389541,-0.177689234755775,0.0461107146489362,0.174,direction_uncertain
T3,Jw_axis_lat -> P_total_centroid_lat_10_50,Jw,P,Jw→P,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,Jw_axis_lat,P_total_centroid_lat_10_50,0.316282750493957,0.3301496355280642,0.3700910491329722,-0.0403561694184836,-0.0574315201025785,0.0089910089910089,0.060200668896321,0.0569430569430569,1,-0.316282750493957,-2,-0.3700910491329722,-0.1414358890481172,0.0123081855809725,-0.1649198111282263,0.0239874769704952,0.083,-0.0674256694667144,0.0009859232456221,-0.0728838809259886,0.01490063744993,0.057,-0.0574315201025785,-0.0403561694184836,-0.0581415837907173,-0.1414358890481172,0.0123081855809725,-0.1649198111282263,0.0239874769704952,0.083,-0.0361220404035556,-0.0674256694667144,0.0009859232456221,-0.0728838809259886,0.01490063744993,0.057,-0.0403561694184836,-0.0674256694667144,0.0009859232456221,0.057,-0.0574315201025785,-0.1414358890481172,0.0123081855809725,0.083,direction_uncertain
T3,P_main_band_share -> Je_axis_lat,P,Je,P→Je,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,P_main_band_share,Je_axis_lat,0.2959613170241551,0.2950305117263212,0.2915647841136686,-0.0226016045622495,0.0046060637062416,0.0049950049950049,0.0375234521575985,0.0889110889110889,1,-0.2959613170241551,-1,-0.2915647841136686,-0.1114368363914463,0.1148302405754922,-0.1394225009158121,0.1430106028732916,0.494,-0.0553330785032776,0.070865193470078,-0.060096106462725,0.0908737722364105,0.293,0.0046060637062416,-0.0226016045622495,0.0002094689985164,-0.1114368363914463,0.1148302405754922,-0.1394225009158121,0.1430106028732916,0.494,-0.0103832655142906,-0.0553330785032776,0.070865193470078,-0.060096106462725,0.0908737722364105,0.293,-0.0226016045622495,-0.0553330785032776,0.070865193470078,0.293,0.0046060637062416,-0.1114368363914463,0.1148302405754922,0.494,direction_uncertain
T3,P_main_minus_south -> Je_axis_lat,P,Je,P→Je,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,P_main_minus_south,Je_axis_lat,0.3673459863661832,0.3661710092760863,0.3568581803066635,-0.0111762414105262,0.0117257519442983,0.0029970029970029,0.0263736263736263,0.0429570429570429,1,-0.3673459863661832,-1,-0.3568581803066635,-0.0593889324024642,0.0831565752136726,-0.0794397559034562,0.1080908731889025,0.618,-0.0385752662093851,0.0407692967357884,-0.0425929846047561,0.0617617982049507,0.276,0.0117257519442983,-0.0111762414105262,0.0118606401219899,-0.0593889324024642,0.0831565752136726,-0.0794397559034562,0.1080908731889025,0.618,-0.006131853779914,-0.0385752662093851,0.0407692967357884,-0.0425929846047561,0.0617617982049507,0.276,-0.0111762414105262,-0.0385752662093851,0.0407692967357884,0.276,0.0117257519442983,-0.0593889324024642,0.0831565752136726,0.618,direction_uncertain
T3,P_south_band_share_18_24 -> Je_axis_lat,P,Je,P→Je,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,Tier4a_ambiguous_bidirectional_close,P_south_band_share_18_24,Je_axis_lat,0.3821843306668911,0.3780083475798179,0.3571544243088423,0.0003798027992206,0.0405458441862902,0.0019980019980019,0.0212201591511936,0.0249750249750249,1,0.3821843306668911,-1,0.3571544243088423,-0.0097556656209227,0.1059749407778498,-0.0189540156851292,0.1171428804293461,0.919,-0.0238620117780617,0.0443630305986191,-0.0276529271763837,0.0585765478529052,0.515,0.0405458441862902,0.0003798027992206,0.0441456747469398,-0.0097556656209227,0.1059749407778498,-0.0189540156851292,0.1171428804293461,0.919,0.0037479532476886,-0.0238620117780617,0.0443630305986191,-0.0276529271763837,0.0585765478529052,0.515,0.0003798027992206,-0.0238620117780617,0.0443630305986191,0.515,0.0405458441862902,-0.0097556656209227,0.1059749407778498,0.919,direction_uncertain
