window_id,object,selected_candidate_id,selected_peak_day,selected_window_start,selected_window_end,selected_role,support_class,selection_reason,excluded_candidates,early_secondary_candidates,late_secondary_candidates,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role
W081,P,CP002,82,72,92,within_system_window,candidate_window,system_relevant_first,CP001@87:weak_window;CP003@65:candidate_window,,,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,CP002,82,72,92,within_system_window,weak_window,system_relevant_first,CP001@65:candidate_window;CP003@86:weak_window,,,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,CP002,84,74,92,within_system_window,candidate_window,system_relevant_first,CP001@75:weak_window;CP003@61:weak_window,CP003@61:weak_window,,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP001,83,73,92,within_system_window,candidate_window,system_relevant_first,,,,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP002,81,71,91,within_system_window,candidate_window,system_relevant_first,CP001@70:accepted_window,,,kmedoids_behavior_pca,3,0,8,unstable_clustering,1983;1989;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,87,77,92,within_system_window,candidate_window,system_relevant_first,CP002@73:candidate_window,,,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,CP002,85,75,92,within_system_window,candidate_window,system_relevant_first,CP001@71:accepted_window,,,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,CP002,80,70,90,within_system_window,weak_window,system_relevant_first,CP001@70:candidate_window,,,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP002,85,75,92,within_system_window,candidate_window,system_relevant_first,CP001@64:candidate_window,CP001@64:candidate_window,,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP001,84,74,92,within_system_window,weak_window,system_relevant_first,CP002@76:weak_window,,,kmedoids_behavior_pca,3,1,18,unstable_clustering,1980;1982;1987;1988;1991;1996;1998;1999;2007;2010;2011;2013;2015;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,78,68,88,within_system_window,accepted_window,system_relevant_first,CP002@64:candidate_window,CP002@64:candidate_window,,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,CP001,79,69,89,within_system_window,accepted_window,system_relevant_first,CP002@62:weak_window,CP002@62:weak_window,,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,CP001,76,66,86,within_system_window,accepted_window,system_relevant_first,,,,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP001,75,65,85,within_system_window,weak_window,system_relevant_first,CP002@70:weak_window,,,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP001,82,72,92,within_system_window,weak_window,system_relevant_first,,,,kmedoids_behavior_pca,3,2,19,unstable_clustering,1979;1981;1984;1985;1986;1990;1992;1993;1994;1997;2000;2001;2002;2003;2004;2006;2008;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,77,67,87,within_system_window,accepted_window,system_relevant_first,,,,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,CP001,79,69,89,within_system_window,accepted_window,system_relevant_first,CP002@65:candidate_window,,,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,CP001,79,69,89,within_system_window,accepted_window,system_relevant_first,CP002@67:candidate_window,,,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP001,81,71,91,within_system_window,accepted_window,system_relevant_first,,,,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP001,83,73,92,within_system_window,candidate_window,system_relevant_first,CP002@64:weak_window,CP002@64:weak_window,,kmedoids_behavior_pca,4,0,12,unstable_clustering,1981;1984;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,89,79,92,late_or_catchup,candidate_window,system_relevant_first,CP002@72:candidate_window,,,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,CP002,85,75,92,within_system_window,candidate_window,system_relevant_first,CP001@69:accepted_window,,,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,CP002,79,69,89,within_system_window,weak_window,system_relevant_first,CP001@68:candidate_window;CP003@87:weak_window,,,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP001,84,74,92,within_system_window,candidate_window,system_relevant_first,CP002@65:candidate_window,,,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP001,75,65,85,within_system_window,weak_window,system_relevant_first,,,,kmedoids_behavior_pca,4,1,16,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2003;2008;2011;2013;2016;2020;2021;2022;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,82,72,92,within_system_window,candidate_window,system_relevant_first,CP002@71:weak_window;CP003@62:candidate_window,CP003@62:candidate_window,,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,CP002,82,72,92,within_system_window,weak_window,system_relevant_first,CP001@66:candidate_window,,,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,CP001,83,73,92,within_system_window,weak_window,system_relevant_first,CP002@71:candidate_window,,,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP001,82,72,92,within_system_window,candidate_window,system_relevant_first,CP002@63:weak_window,CP002@63:weak_window,,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP001,80,70,90,within_system_window,candidate_window,system_relevant_first,CP002@70:candidate_window,,,kmedoids_behavior_pca,4,2,10,unstable_clustering,1983;1989;1990;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,84,74,92,within_system_window,candidate_window,system_relevant_first,CP002@72:candidate_window;CP003@63:candidate_window,CP003@63:candidate_window,,kmedoids_behavior_pca,5,0,9,unstable_clustering,1983;1989;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,CP001,83,73,92,within_system_window,weak_window,system_relevant_first,CP002@65:candidate_window,,,kmedoids_behavior_pca,5,0,9,unstable_clustering,1983;1989;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,CP001,84,74,92,within_system_window,candidate_window,system_relevant_first,,,,kmedoids_behavior_pca,5,0,9,unstable_clustering,1983;1989;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP001,84,74,92,within_system_window,candidate_window,system_relevant_first,CP002@72:weak_window,,,kmedoids_behavior_pca,5,0,9,unstable_clustering,1983;1989;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP002,81,71,91,within_system_window,weak_window,system_relevant_first,CP001@69:candidate_window,,,kmedoids_behavior_pca,5,0,9,unstable_clustering,1983;1989;1994;1995;2005;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,89,79,92,late_or_catchup,candidate_window,system_relevant_first,CP002@70:accepted_window,,,kmedoids_behavior_pca,5,3,12,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2011;2013;2016;2021;2023,type_group_multi_year_peak_not_single_year_peak
W081,V,CP002,86,76,92,within_system_window,accepted_window,system_relevant_first,CP001@69:accepted_window,,,kmedoids_behavior_pca,5,3,12,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2011;2013;2016;2021;2023,type_group_multi_year_peak_not_single_year_peak
W081,H,CP002,79,69,89,within_system_window,weak_window,system_relevant_first,CP001@67:weak_window,,,kmedoids_behavior_pca,5,3,12,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2011;2013;2016;2021;2023,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP001,85,75,92,within_system_window,candidate_window,system_relevant_first,CP002@66:accepted_window,,,kmedoids_behavior_pca,5,3,12,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2011;2013;2016;2021;2023,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP002,84,74,92,within_system_window,weak_window,system_relevant_first,CP001@72:candidate_window;CP003@61:unstable_window,CP003@61:unstable_window,,kmedoids_behavior_pca,5,3,12,unstable_clustering,1980;1982;1988;1991;1996;1998;1999;2011;2013;2016;2021;2023,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,78,68,88,within_system_window,accepted_window,system_relevant_first,CP002@61:weak_window,CP002@61:weak_window,,kmedoids_behavior_pca,5,4,11,unstable_clustering,1981;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,CP001,78,68,88,within_system_window,accepted_window,system_relevant_first,CP002@65:candidate_window,,,kmedoids_behavior_pca,5,4,11,unstable_clustering,1981;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,CP001,78,68,88,within_system_window,accepted_window,system_relevant_first,CP002@66:candidate_window,,,kmedoids_behavior_pca,5,4,11,unstable_clustering,1981;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP001,82,72,92,within_system_window,candidate_window,system_relevant_first,,,,kmedoids_behavior_pca,5,4,11,unstable_clustering,1981;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP001,82,72,92,within_system_window,candidate_window,system_relevant_first,,,,kmedoids_behavior_pca,5,4,11,unstable_clustering,1981;1985;1987;2000;2001;2002;2004;2006;2007;2015;2018,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,82,72,92,within_system_window,candidate_window,system_relevant_first,CP002@71:weak_window;CP003@62:candidate_window,CP003@62:candidate_window,,kmedoids_behavior_pca,6,3,9,unstable_clustering,1983;1989;1990;1994;1995;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,V,CP003,81,71,91,within_system_window,weak_window,system_relevant_first,CP001@65:candidate_window;CP002@88:weak_window,,,kmedoids_behavior_pca,6,3,9,unstable_clustering,1983;1989;1990;1994;1995;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,H,CP001,83,73,92,within_system_window,weak_window,system_relevant_first,CP002@69:weak_window,,,kmedoids_behavior_pca,6,3,9,unstable_clustering,1983;1989;1990;1994;1995;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP001,85,75,92,within_system_window,weak_window,system_relevant_first,CP002@70:weak_window,,,kmedoids_behavior_pca,6,3,9,unstable_clustering,1983;1989;1990;1994;1995;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP002,80,70,90,within_system_window,weak_window,system_relevant_first,CP001@69:candidate_window,,,kmedoids_behavior_pca,6,3,9,unstable_clustering,1983;1989;1990;1994;1995;2012;2014;2017;2019,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,83,73,92,within_system_window,accepted_window,system_relevant_first,CP002@73:candidate_window;CP003@64:weak_window,CP003@64:weak_window,,kmedoids_behavior_pca,6,4,13,unstable_clustering,1980;1982;1986;1988;1991;1993;1997;1998;2003;2010;2011;2016;2022,type_group_multi_year_peak_not_single_year_peak
W081,V,CP002,82,72,92,within_system_window,accepted_window,system_relevant_first,CP001@67:accepted_window,,,kmedoids_behavior_pca,6,4,13,unstable_clustering,1980;1982;1986;1988;1991;1993;1997;1998;2003;2010;2011;2016;2022,type_group_multi_year_peak_not_single_year_peak
W081,H,CP002,79,69,89,within_system_window,candidate_window,system_relevant_first,CP001@67:candidate_window,,,kmedoids_behavior_pca,6,4,13,unstable_clustering,1980;1982;1986;1988;1991;1993;1997;1998;2003;2010;2011;2016;2022,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP001,84,74,92,within_system_window,accepted_window,system_relevant_first,CP002@63:candidate_window;CP003@73:weak_window,CP002@63:candidate_window,,kmedoids_behavior_pca,6,4,13,unstable_clustering,1980;1982;1986;1988;1991;1993;1997;1998;2003;2010;2011;2016;2022,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP001,84,74,92,within_system_window,accepted_window,system_relevant_first,CP002@67:candidate_window,,,kmedoids_behavior_pca,6,4,13,unstable_clustering,1980;1982;1986;1988;1991;1993;1997;1998;2003;2010;2011;2016;2022,type_group_multi_year_peak_not_single_year_peak
W081,P,CP001,78,68,88,within_system_window,accepted_window,system_relevant_first,CP002@64:weak_window,CP002@64:weak_window,,kmedoids_behavior_pca,6,5,8,unstable_clustering,1992;2000;2001;2002;2004;2006;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,V,CP001,77,67,87,within_system_window,candidate_window,system_relevant_first,CP002@90:weak_window;CP003@64:candidate_window,CP003@64:candidate_window,,kmedoids_behavior_pca,6,5,8,unstable_clustering,1992;2000;2001;2002;2004;2006;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,H,CP002,78,68,88,within_system_window,candidate_window,system_relevant_first,CP001@90:weak_window,,,kmedoids_behavior_pca,6,5,8,unstable_clustering,1992;2000;2001;2002;2004;2006;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,Je,CP003,80,70,90,within_system_window,weak_window,system_relevant_first,CP001@90:weak_window;CP002@65:candidate_window,,,kmedoids_behavior_pca,6,5,8,unstable_clustering,1992;2000;2001;2002;2004;2006;2009;2018,type_group_multi_year_peak_not_single_year_peak
W081,Jw,CP001,82,72,92,within_system_window,weak_window,system_relevant_first,CP002@63:weak_window,CP002@63:weak_window,,kmedoids_behavior_pca,6,5,8,unstable_clustering,1992;2000;2001;2002;2004;2006;2009;2018,type_group_multi_year_peak_not_single_year_peak
