year,mode,anchor_name,anchor_type,anchor_start,anchor_end,source_metric,representation_type,information_form,source_value
1984,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.17740929308378103
1985,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.8001187167705442
1986,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.3112882152470722
1987,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.4910565591585622
1988,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.588467635459842
1989,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.3848484850014569
1990,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.3110026824091534
1991,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.0788303621939128
1992,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.48791990161744025
1993,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.9550214608318495
1994,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.2608010235073959
1995,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.1043113315003477
1996,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.5800582992632468
1997,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.1463793898134342
1998,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.38705493312486644
1999,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.1000381077039572
2000,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.1512508200575458
2001,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.41626073958512627
2002,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.5986393579283891
2003,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.5573372229684169
2004,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.8642744929181488
2005,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.6773172716273818
2006,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.110580411671045
2007,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.8200191210563229
2008,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.2962944339491315
2009,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.9376872752272618
2010,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.8835277142667591
2011,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.1345565335707393
2012,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.7064676175238462
2013,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.8739293558650235
2014,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.9551335769029565
2015,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.7835268779928107
2016,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.9106970701593192
2017,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.0062370834520444
2018,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.6510541394027295
2019,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.6692243017600535
2020,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.7262410821817066
2021,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,1.2785116812265327
2022,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.6537491554716174
2023,local_background_removed,E2_W33,named,27,38,H_component_abs_transition_mean,scalarized_transition,scalar_transition,0.7177578620020739
1979,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,5.777039603341732
1980,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-1.6490407473174606
1981,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-5.377547329149575
1982,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,3.0635723491654687
1983,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-11.897278448383009
1984,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,1.3418215749152829
1985,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,12.420932034935511
1986,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-7.835286569555656
1987,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,2.4176742115511622
1988,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,16.68012361792539
1989,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-1.983219874267423
1990,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,3.020788108636946
1991,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-25.11624824726608
1992,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,5.272511960466424
1993,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,0.6662945166113641
1994,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-0.43359940314610057
1995,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,5.165818437949305
1996,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-3.312333972854315
1997,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,9.653218255106406
1998,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,4.078321780024993
1999,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,7.516263945153344
2000,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,10.197336699423937
2001,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-2.625429293866566
2002,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-3.6471498377175315
2003,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-5.207955329973055
2004,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,1.7457067159132276
2005,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,8.017276600234332
2006,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,18.747821905644205
2007,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,5.622882590628802
2008,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,2.650817631440793
2009,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-5.299509962597323
2010,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-14.29383487199909
2011,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,26.749850981376508
2012,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,18.722159404796095
2013,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-18.269032543481174
2014,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-3.2856504851713275
2015,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-9.658542112022827
2016,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-13.918003851941286
2017,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,23.963508221532642
2018,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-4.346031708414387
2019,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,6.547967256117531
2020,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,19.308216511283874
2021,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-15.889677067489846
2022,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,5.111563506725869
2023,local_background_removed,E2_W33,named,27,38,H_strength_signed_transition,signed_component_transition,signed_transition,-8.039881063755303
1979,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,3.257521577515778
1980,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,2.32330940903525
1981,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,1.7729702004173298
1982,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-2.401733324338913
1983,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,0.5970634278240929
1984,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,0.3994516375765791
1985,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,1.3157934102564468
1986,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-1.0239312492110741
1987,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-0.7295374702668553
1988,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-1.066543075219169
1989,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,1.737369272803452
1990,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-1.4716013877870928
1991,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-2.0336109557380837
1992,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,0.9486659181834192
1993,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-1.0546811964672713
1994,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,2.135160649230073
1995,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-2.714468654826476
1996,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-2.34749698390641
1997,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,4.329676029826377
1998,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-1.7301954309704257
1999,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,0.6485806453840688
2000,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,4.3789208811689875
2001,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,0.7559591646104593
2002,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,3.610097817792024
2003,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-0.04747089483518607
2004,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-2.8813152055313758
2005,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,0.6086667426516748
2006,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,3.517079970892091
2007,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-3.6393154606508773
2008,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-0.23274052439731463
2009,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-3.2564294498233117
2010,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-4.099176720543035
2011,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,3.2623006543011606
2012,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-0.4733550300194125
2013,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-1.5172678128313564
2014,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-2.3431257057438337
2015,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,0.5101253733431967
2016,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-3.7834334974497352
2017,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-0.020304417421066034
2018,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-1.4472208387094234
2019,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,0.12790231509591976
2020,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,1.392186741917694
2021,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-5.0138527987055035
2022,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,2.10466480768941
2023,local_background_removed,E2_W33,named,27,38,H_centroid_lat_signed_transition,signed_component_transition,signed_transition,-0.178685506950238
1979,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.8499999999999943
1980,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,5.200000000000003
1981,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-1.9500000000000028
1982,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,14.950000000000003
1983,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-13.950000000000003
1984,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-1.0499999999999972
1985,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,6.299999999999997
1986,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-13.049999999999997
1987,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-0.14999999999999147
1988,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,2.049999999999997
1989,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-1.25
1990,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.0
1991,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,3.5999999999999943
1992,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,2.3499999999999943
1993,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-18.5
1994,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,11.599999999999994
1995,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-10.400000000000006
1996,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-1.0999999999999943
1997,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-10.75
1998,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.5
1999,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.0
2000,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.0
2001,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.0
2002,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-2.049999999999997
2003,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,6.799999999999997
2004,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,13.299999999999997
2005,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,8.450000000000003
2006,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,2.75
2007,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-5.299999999999997
2008,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,1.2000000000000028
2009,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.0
2010,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.0
2011,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-2.700000000000003
2012,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.0
2013,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,1.7999999999999972
2014,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,13.350000000000009
2015,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,6.900000000000006
2016,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.0
2017,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,12.25
2018,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,5.25
2019,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.0
2020,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,2.8499999999999943
2021,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,8.25
2022,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,0.0
2023,local_background_removed,E2_W33,named,27,38,H_west_extent_lon_signed_transition,signed_component_transition,signed_transition,-9.200000000000003
1979,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-0.8500000000000014
1980,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-6.300000000000001
1981,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,1.9499999999999993
1982,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-14.95
1983,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,2.1999999999999993
1984,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,0.8000000000000007
1985,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-8.3
1986,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,13.05
1987,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-5.699999999999999
1988,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-9.3
1989,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,1.25
1990,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,3.1499999999999986
1991,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-3.6999999999999993
1992,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,10.5
1993,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,18.5
1994,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-11.600000000000001
1995,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,10.399999999999999
1996,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,1.1000000000000014
1997,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,10.75
1998,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,0.45000000000000284
1999,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,9.55
2000,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,10.649999999999999
2001,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,7.149999999999999
2002,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,2.5500000000000007
2003,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-6.800000000000001
2004,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-7.300000000000001
2005,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-8.45
2006,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-1.5
2007,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,7.600000000000001
2008,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-3.099999999999998
2009,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,16.1
2010,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,0.0
2011,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,2.6999999999999993
2012,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-12.6
2013,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-7.5
2014,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-13.35
2015,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-6.899999999999999
2016,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,1.25
2017,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-5.199999999999999
2018,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-4.800000000000001
2019,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,0.0
2020,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-1.7000000000000028
2021,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,-8.25
2022,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,12.600000000000001
2023,local_background_removed,E2_W33,named,27,38,H_zonal_width_signed_transition,signed_component_transition,signed_transition,9.200000000000001
1979,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
1980,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,4.149999999999999
1981,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
1982,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
1983,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
1984,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,1.75
1985,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
1986,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
1987,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,7.100000000000001
1988,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
1989,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,3.0500000000000007
1990,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
1991,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,8.399999999999999
1992,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
1993,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,1.25
1994,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,12.0
1995,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
1996,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,-2.5
1997,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,2.450000000000003
1998,local_background_removed,E2_W33,named,27,38,H_north_edge_lat_signed_transition,signed_component_transition,signed_transition,0.0
