mode,e2_feature,broad_feature,target_name,n_valid_years,cv_r2_broad,cv_r2_e2,cv_r2_broad_plus_e2,delta_cv_r2_e2_given_broad,delta_boot_ci_low,delta_boot_ci_high,delta_perm_p,increment_support_flag,increment_evaluation_policy
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_E2_slope,P_profile_contrast_30_32_minus_18_25,45,-0.05812517425737074,-0.07543930491569428,-0.09030810283720214,-0.032182928579831405,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_E2_slope,P_rainband_composite,45,-0.05765946695782964,-0.08394982729951184,-0.09458904390774725,-0.03692957694991761,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_mean,P_NS_reorganization_index,45,-0.07339030410340364,-0.08355292147128868,-0.10547202191202354,-0.0320817178086199,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_mean,P_position_only,45,-0.0637823681591394,-0.07801917200023523,-0.10491402868576016,-0.04113166052662076,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_mean,P_profile_contrast_30_32_minus_18_25,45,-0.08677945347070781,-0.07543930491569428,-0.09783937844617929,-0.01105992497547148,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_mean,P_rainband_composite,45,-0.07742096792405162,-0.08394982729951184,-0.10556824532535747,-0.028147277401305848,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_slope,P_NS_reorganization_index,45,-0.09649505921572521,-0.08355292147128868,-0.12688647657794228,-0.030391417362217066,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_slope,P_position_only,45,-0.10211896377287966,-0.07801917200023523,-0.1189951209292257,-0.01687615715634605,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,45,-0.08622523405922378,-0.07543930491569428,-0.11823586099732131,-0.03201062693809753,,,,False,screen
local_background_removed,H_zonal_width_E2_window_mean,H_zonal_width_pre_M_slope,P_rainband_composite,45,-0.09366499823861862,-0.08394982729951184,-0.12779553529027354,-0.03413053705165492,,,,False,screen
