mode,source_feature,target_name,block_start_year,block_end_year,n_removed,base_pearson_r,r_after_block_removed,delta_r_after_block_removed,support_after_block_removed
anomaly,H_zonal_width_pre_M_slope,P_position_only,1980,1989,20,-0.005644384281899792,-0.14472989865930577,-0.139085514377406,False
anomaly,H_zonal_width_pre_M_slope,P_position_only,1990,1999,20,-0.005644384281899792,0.10238497237397073,0.10802935665587053,False
anomaly,H_zonal_width_pre_M_slope,P_position_only,2000,2009,20,-0.005644384281899792,-0.01423434806072078,-0.008589963778820988,False
anomaly,H_zonal_width_pre_M_slope,P_position_only,2010,2019,20,-0.005644384281899792,-0.059823570278858124,-0.05417918599695833,False
anomaly,H_zonal_width_pre_M_slope,P_position_only,2020,2029,8,-0.005644384281899792,0.022141246106173615,0.027785630388073405,False
anomaly,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,1970,1979,2,-0.10394505491879537,-0.04901687979702663,0.05492817512176874,False
anomaly,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,1980,1989,20,-0.10394505491879537,-0.15327003300478897,-0.04932497808599361,False
anomaly,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,1990,1999,20,-0.10394505491879537,0.020929879977635374,0.12487493489643074,False
anomaly,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,2000,2009,20,-0.10394505491879537,-0.15768823234119692,-0.05374317742240155,False
anomaly,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,2010,2019,20,-0.10394505491879537,-0.20441607992770017,-0.1004710250089048,True
anomaly,H_zonal_width_pre_M_slope,P_profile_contrast_30_32_minus_18_25,2020,2029,8,-0.10394505491879537,-0.09018179630068865,0.013763258618106719,False
anomaly,H_zonal_width_pre_M_slope,P_rainband_composite,1970,1979,2,-0.043852364677304086,-0.006877740063040663,0.03697462461426342,False
anomaly,H_zonal_width_pre_M_slope,P_rainband_composite,1980,1989,20,-0.043852364677304086,-0.11697231208404174,-0.07311994740673766,False
anomaly,H_zonal_width_pre_M_slope,P_rainband_composite,1990,1999,20,-0.043852364677304086,0.06645605169694582,0.1103084163742499,False
anomaly,H_zonal_width_pre_M_slope,P_rainband_composite,2000,2009,20,-0.043852364677304086,-0.08616382425815818,-0.04231145958085409,False
anomaly,H_zonal_width_pre_M_slope,P_rainband_composite,2010,2019,20,-0.043852364677304086,-0.119906403319202,-0.07605403864189791,False
anomaly,H_zonal_width_pre_M_slope,P_rainband_composite,2020,2029,8,-0.043852364677304086,-0.01627222525883598,0.027580139418468104,False
local_background_removed,H_zonal_width_E2_post_state,P_NS_reorganization_index,1970,1979,1,0.3386023238476858,0.3504326976491904,0.01183037380150459,True
local_background_removed,H_zonal_width_E2_post_state,P_NS_reorganization_index,1980,1989,10,0.3386023238476858,0.3608021278357943,0.022199803988108502,False
local_background_removed,H_zonal_width_E2_post_state,P_NS_reorganization_index,1990,1999,10,0.3386023238476858,0.4582767853834444,0.11967446153575861,True
local_background_removed,H_zonal_width_E2_post_state,P_NS_reorganization_index,2000,2009,10,0.3386023238476858,0.2663726033073781,-0.07222972054030768,False
local_background_removed,H_zonal_width_E2_post_state,P_NS_reorganization_index,2010,2019,10,0.3386023238476858,0.23717812654652318,-0.10142419730116262,False
local_background_removed,H_zonal_width_E2_post_state,P_NS_reorganization_index,2020,2029,4,0.3386023238476858,0.33917457786390526,0.0005722540162194645,True
local_background_removed,H_zonal_width_E2_post_state,P_position_only,1970,1979,1,0.3713139748443343,0.3839580031832658,0.012644028338931468,True
local_background_removed,H_zonal_width_E2_post_state,P_position_only,1980,1989,10,0.3713139748443343,0.3743645158413211,0.0030505409969867614,False
local_background_removed,H_zonal_width_E2_post_state,P_position_only,1990,1999,10,0.3713139748443343,0.5099200918308089,0.13860611698647457,True
local_background_removed,H_zonal_width_E2_post_state,P_position_only,2000,2009,10,0.3713139748443343,0.2664531235765333,-0.10486085126780104,False
local_background_removed,H_zonal_width_E2_post_state,P_position_only,2010,2019,10,0.3713139748443343,0.2881769179104822,-0.0831370569338521,False
local_background_removed,H_zonal_width_E2_post_state,P_position_only,2020,2029,4,0.3713139748443343,0.38173731972792013,0.010423344883585817,True
local_background_removed,H_zonal_width_E2_post_state,P_profile_contrast_30_32_minus_18_25,1970,1979,1,0.2354079377771523,0.25289434145827655,0.017486403681124252,False
local_background_removed,H_zonal_width_E2_post_state,P_profile_contrast_30_32_minus_18_25,1980,1989,10,0.2354079377771523,0.2748433199171362,0.03943538213998388,False
local_background_removed,H_zonal_width_E2_post_state,P_profile_contrast_30_32_minus_18_25,1990,1999,10,0.2354079377771523,0.3614241832075502,0.1260162454303979,True
local_background_removed,H_zonal_width_E2_post_state,P_profile_contrast_30_32_minus_18_25,2000,2009,10,0.2354079377771523,0.15533786675328148,-0.08007007102387081,False
local_background_removed,H_zonal_width_E2_post_state,P_profile_contrast_30_32_minus_18_25,2010,2019,10,0.2354079377771523,0.1259459759345397,-0.10946196184261259,False
local_background_removed,H_zonal_width_E2_post_state,P_profile_contrast_30_32_minus_18_25,2020,2029,4,0.2354079377771523,0.22695046620461728,-0.008457471572535014,False
local_background_removed,H_zonal_width_E2_post_state,P_rainband_composite,1970,1979,1,0.3189397547577704,0.3298048573876082,0.010865102629837753,False
local_background_removed,H_zonal_width_E2_post_state,P_rainband_composite,1980,1989,10,0.3189397547577704,0.34814264484788315,0.029202890090112732,False
local_background_removed,H_zonal_width_E2_post_state,P_rainband_composite,1990,1999,10,0.3189397547577704,0.42750399291378116,0.10856423815601074,True
local_background_removed,H_zonal_width_E2_post_state,P_rainband_composite,2000,2009,10,0.3189397547577704,0.26144917266460255,-0.057490582093167875,False
local_background_removed,H_zonal_width_E2_post_state,P_rainband_composite,2010,2019,10,0.3189397547577704,0.21216891643493785,-0.10677083832283257,False
local_background_removed,H_zonal_width_E2_post_state,P_rainband_composite,2020,2029,4,0.3189397547577704,0.3157058439532702,-0.003233910804500195,False
local_background_removed,H_zonal_width_E2_signed_transition,P_NS_reorganization_index,1970,1979,1,0.44963224457430884,0.4425819558755372,-0.007050288698771612,True
local_background_removed,H_zonal_width_E2_signed_transition,P_NS_reorganization_index,1980,1989,10,0.44963224457430884,0.5663682071126118,0.11673596253830298,True
local_background_removed,H_zonal_width_E2_signed_transition,P_NS_reorganization_index,1990,1999,10,0.44963224457430884,0.4694939206758244,0.01986167610151557,True
local_background_removed,H_zonal_width_E2_signed_transition,P_NS_reorganization_index,2000,2009,10,0.44963224457430884,0.4021913277615617,-0.04744091681274715,True
local_background_removed,H_zonal_width_E2_signed_transition,P_NS_reorganization_index,2010,2019,10,0.44963224457430884,0.42601790537286244,-0.0236143392014464,False
local_background_removed,H_zonal_width_E2_signed_transition,P_NS_reorganization_index,2020,2029,4,0.44963224457430884,0.4073772046724648,-0.04225503990184404,True
local_background_removed,H_zonal_width_E2_signed_transition,P_position_only,1970,1979,1,0.45353048868456614,0.44659166369780373,-0.006938824986762404,True
local_background_removed,H_zonal_width_E2_signed_transition,P_position_only,1980,1989,10,0.45353048868456614,0.5642309648721808,0.1107004761876147,True
local_background_removed,H_zonal_width_E2_signed_transition,P_position_only,1990,1999,10,0.45353048868456614,0.5060130269562899,0.05248253827172378,True
local_background_removed,H_zonal_width_E2_signed_transition,P_position_only,2000,2009,10,0.45353048868456614,0.3540249233588728,-0.09950556532569332,False
local_background_removed,H_zonal_width_E2_signed_transition,P_position_only,2010,2019,10,0.45353048868456614,0.4377444444519175,-0.01578604423264862,False
local_background_removed,H_zonal_width_E2_signed_transition,P_position_only,2020,2029,4,0.45353048868456614,0.4268390681534164,-0.026691420531149757,True
local_background_removed,H_zonal_width_E2_signed_transition,P_profile_contrast_30_32_minus_18_25,1970,1979,1,0.4047753175854344,0.39825856571670576,-0.006516751868728632,True
local_background_removed,H_zonal_width_E2_signed_transition,P_profile_contrast_30_32_minus_18_25,1980,1989,10,0.4047753175854344,0.5175928314824588,0.11281751389702444,True
local_background_removed,H_zonal_width_E2_signed_transition,P_profile_contrast_30_32_minus_18_25,1990,1999,10,0.4047753175854344,0.4079014507389267,0.0031261331534923054,True
local_background_removed,H_zonal_width_E2_signed_transition,P_profile_contrast_30_32_minus_18_25,2000,2009,10,0.4047753175854344,0.38313135320548924,-0.021643964379945146,True
local_background_removed,H_zonal_width_E2_signed_transition,P_profile_contrast_30_32_minus_18_25,2010,2019,10,0.4047753175854344,0.3640681750635788,-0.04070714252185559,False
local_background_removed,H_zonal_width_E2_signed_transition,P_profile_contrast_30_32_minus_18_25,2020,2029,4,0.4047753175854344,0.36711822621442625,-0.037657091371008145,True
local_background_removed,H_zonal_width_E2_signed_transition,P_rainband_composite,1970,1979,1,0.4370886579331905,0.4296650415856576,-0.007423616347532913,True
local_background_removed,H_zonal_width_E2_signed_transition,P_rainband_composite,1980,1989,10,0.4370886579331905,0.5544088475231669,0.11732018958997636,True
local_background_removed,H_zonal_width_E2_signed_transition,P_rainband_composite,1990,1999,10,0.4370886579331905,0.4435649522635115,0.006476294330320986,True
local_background_removed,H_zonal_width_E2_signed_transition,P_rainband_composite,2000,2009,10,0.4370886579331905,0.4107212541009989,-0.026367403832191605,True
local_background_removed,H_zonal_width_E2_signed_transition,P_rainband_composite,2010,2019,10,0.4370886579331905,0.40963390177050363,-0.02745475616268689,True
local_background_removed,H_zonal_width_E2_signed_transition,P_rainband_composite,2020,2029,4,0.4370886579331905,0.3901817444299997,-0.04690691350319082,True
local_background_removed,H_zonal_width_E2_slope,P_NS_reorganization_index,1970,1979,2,0.45174214087949044,0.4436268140362178,-0.008115326843272652,True
local_background_removed,H_zonal_width_E2_slope,P_NS_reorganization_index,1980,1989,20,0.45174214087949044,0.5600528266808593,0.10831068580136888,True
local_background_removed,H_zonal_width_E2_slope,P_NS_reorganization_index,1990,1999,20,0.45174214087949044,0.4566457207911007,0.0049035799116102785,True
local_background_removed,H_zonal_width_E2_slope,P_NS_reorganization_index,2000,2009,20,0.45174214087949044,0.4118284088327778,-0.03991373204671261,True
local_background_removed,H_zonal_width_E2_slope,P_NS_reorganization_index,2010,2019,20,0.45174214087949044,0.4328514307743487,-0.01889071010514176,True
local_background_removed,H_zonal_width_E2_slope,P_NS_reorganization_index,2020,2029,8,0.45174214087949044,0.41751934453778455,-0.034222796341705886,True
local_background_removed,H_zonal_width_E2_slope,P_position_only,1970,1979,2,0.4461394902918741,0.43786429606942806,-0.008275194222446047,True
local_background_removed,H_zonal_width_E2_slope,P_position_only,1980,1989,20,0.4461394902918741,0.5453741481185186,0.09923465782664448,True
local_background_removed,H_zonal_width_E2_slope,P_position_only,1990,1999,20,0.4461394902918741,0.4883395141784016,0.042200023886527493,True
local_background_removed,H_zonal_width_E2_slope,P_position_only,2000,2009,20,0.4461394902918741,0.34811206135450906,-0.09802742893736505,True
local_background_removed,H_zonal_width_E2_slope,P_position_only,2010,2019,20,0.4461394902918741,0.4372292821758761,-0.00891020811599802,True
local_background_removed,H_zonal_width_E2_slope,P_position_only,2020,2029,8,0.4461394902918741,0.42830860341883686,-0.017830886873037244,True
local_background_removed,H_zonal_width_E2_slope,P_profile_contrast_30_32_minus_18_25,1970,1979,2,0.41153989459274753,0.403598156938392,-0.007941737654355518,True
local_background_removed,H_zonal_width_E2_slope,P_profile_contrast_30_32_minus_18_25,1980,1989,20,0.41153989459274753,0.5198718242282149,0.10833192963546734,True
local_background_removed,H_zonal_width_E2_slope,P_profile_contrast_30_32_minus_18_25,1990,1999,20,0.41153989459274753,0.4005021722151109,-0.011037722377636616,True
local_background_removed,H_zonal_width_E2_slope,P_profile_contrast_30_32_minus_18_25,2000,2009,20,0.41153989459274753,0.39969670779455574,-0.011843186798191796,True
local_background_removed,H_zonal_width_E2_slope,P_profile_contrast_30_32_minus_18_25,2010,2019,20,0.41153989459274753,0.3745702751063644,-0.03696961948638311,True
local_background_removed,H_zonal_width_E2_slope,P_profile_contrast_30_32_minus_18_25,2020,2029,8,0.41153989459274753,0.37754616979796507,-0.033993724794782465,True
local_background_removed,H_zonal_width_E2_slope,P_rainband_composite,1970,1979,2,0.4424058162375276,0.43403134459126214,-0.00837447164626548,True
local_background_removed,H_zonal_width_E2_slope,P_rainband_composite,1980,1989,20,0.4424058162375276,0.5524709776477491,0.11006516141022149,True
local_background_removed,H_zonal_width_E2_slope,P_rainband_composite,1990,1999,20,0.4424058162375276,0.43273298617533285,-0.00967283006219477,True
local_background_removed,H_zonal_width_E2_slope,P_rainband_composite,2000,2009,20,0.4424058162375276,0.42532189523551933,-0.017083921002008284,True
local_background_removed,H_zonal_width_E2_slope,P_rainband_composite,2010,2019,20,0.4424058162375276,0.41889725657493504,-0.023508559662592576,True
local_background_removed,H_zonal_width_E2_slope,P_rainband_composite,2020,2029,8,0.4424058162375276,0.4030752141395243,-0.03933060209800332,True
local_background_removed,H_zonal_width_pre_M_mean,P_NS_reorganization_index,1970,1979,2,0.12636525016051825,0.14931232639469072,0.02294707623417247,False
local_background_removed,H_zonal_width_pre_M_mean,P_NS_reorganization_index,1980,1989,20,0.12636525016051825,0.12733809616640065,0.0009728460058824051,False
local_background_removed,H_zonal_width_pre_M_mean,P_NS_reorganization_index,1990,1999,20,0.12636525016051825,0.2500485028370894,0.12368325267657115,False
