mode,source_feature,source_family,information_form,window_name,temporal_position,day_start,day_end,target_name,target_family,n_valid_years,pearson_r,spearman_r,perm_p,high_low_diff,boot_ci_low,boot_ci_high,ci_excludes_zero,support_flag,primary_score,experiment_a_policy
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_NS_reorganization_index,P_NS_reorganization,45,0.32637264109754205,0.37858634264747004,0.05,2.3709511674687858,0.007098057830216083,5.9596840766712855,True,True,2.679616338311451,screen
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_centroid_lat_transition,P_position,45,0.3756842168045754,0.441507074209497,0.01,1.8984431597400278,0.5212392487907217,4.5860657879607345,True,True,3.441507074209497,screen
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_main_minus_south_transition,P_rainband_component,45,0.2971153908553922,0.3392940714610566,0.05,0.20968443096255668,0.03396292010157943,0.5624249081871018,True,True,2.6403240671250376,screen
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_position_only,P_position_only,45,0.37568421680457537,0.441507074209497,0.015,0.7009617205717883,0.10089089014701422,1.6258579922695602,True,True,3.265415815153816,screen
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.23540793777715238,0.2642936213923958,0.105,1.7969702605022753,-0.4333945282986345,5.695605931324906,False,False,1.2431043223224578,screen
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_rainband_composite,P_rainband_only,45,0.29873488097896533,0.3398250480987109,0.05,1.6699894468969978,-0.2618750422178308,4.287598387922069,False,False,1.640855043762692,screen
anomaly,H_zonal_width_E2_post_state,E2_local,post_state,E2,e2,34,38,P_rainband_main_minus_south,P_rainband_only,45,0.2971153908553921,0.3392940714610566,0.06,0.572577931189311,0.06817956754561633,1.5336154465474523,True,True,2.561142821077413,screen
anomaly,H_zonal_width_E2_pre_state,E2_local,pre_state,E2,e2,27,31,P_NS_reorganization_index,P_NS_reorganization,45,-0.2977996594881683,-0.32515273562684477,0.05,-2.3411911058024146,-4.794504282313303,0.41563455665902743,False,False,1.6261827312908261,screen
anomaly,H_zonal_width_E2_pre_state,E2_local,pre_state,E2,e2,27,31,P_centroid_lat_transition,P_position,45,-0.27592694084216596,-0.24683028977311477,0.075,-1.4173838623755703,-3.3290529928308286,0.29715443068736724,False,False,1.3717690263814146,screen
anomaly,H_zonal_width_E2_pre_state,E2_local,pre_state,E2,e2,27,31,P_main_minus_south_transition,P_rainband_component,45,-0.2951519424180912,-0.3257593638649546,0.06,-0.23096639517907916,-0.5307326897813769,0.03459253432310324,False,False,1.5476081134813109,screen
anomaly,H_zonal_width_E2_pre_state,E2_local,pre_state,E2,e2,27,31,P_position_only,P_position_only,45,-0.27592694084216596,-0.24683028977311477,0.06,-0.5233403095500213,-1.1570325771473515,0.009763331161134207,False,False,1.468679039389471,screen
anomaly,H_zonal_width_E2_pre_state,E2_local,pre_state,E2,e2,27,31,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,-0.3447204793244068,-0.3926232763321664,0.005,-3.3098514775876073,-5.818466203630803,-0.7520157116712884,True,True,3.6936532719961477,screen
anomaly,H_zonal_width_E2_pre_state,E2_local,pre_state,E2,e2,27,31,P_rainband_composite,P_rainband_only,45,-0.29568773429879996,-0.31524447440438497,0.035,-1.817850796252394,-3.9467495136089963,0.512979067517242,False,False,1.7711764300541093,screen
anomaly,H_zonal_width_E2_pre_state,E2_local,pre_state,E2,e2,27,31,P_rainband_main_minus_south,P_rainband_only,45,-0.29515194241809123,-0.3257593638649546,0.075,-0.6306918454499141,-1.4790677882858139,-0.06884936860240767,True,True,2.4506981004732546,screen
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_NS_reorganization_index,P_NS_reorganization,45,0.434013577242526,0.47535261393713757,0.01,3.5526464622301024,1.0151774110358562,6.64908266577583,True,True,3.4753526139371376,screen
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_centroid_lat_transition,P_position,45,0.45237896318653653,0.4593383778097669,0.01,2.6597729011314994,0.9052962393653621,4.335992936338438,True,True,3.459338377809767,screen
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_main_minus_south_transition,P_rainband_component,45,0.4120854852711049,0.44576252331495886,0.015,0.323932250219027,0.03412062973050768,0.6040320957403963,True,True,3.269671264259278,screen
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_position_only,P_position_only,45,0.4523789631865366,0.4593383778097669,0.005,0.9820673216061224,0.1387632801098309,1.6256933950931174,True,True,3.760368373473748,screen
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.40477531758543445,0.4181494988813445,0.02,3.3804786535436104,0.8601787228943915,6.282274893798128,True,True,3.117119503217363,screen
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_rainband_composite,P_rainband_only,45,0.4135740866694756,0.4402267379869789,0.005,2.5705791406239804,0.250933565605673,4.554807613470789,True,True,3.7412567336509603,screen
anomaly,H_zonal_width_E2_signed_transition,E2_local,signed_transition,E2,e2,27,38,P_rainband_main_minus_south,P_rainband_only,45,0.41208548527110495,0.44576252331495886,0.01,0.884550449570713,0.1724731194961542,1.6914463687902122,True,True,3.4457625233149587,screen
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_NS_reorganization_index,P_NS_reorganization,45,0.4372019838027066,0.4602306674861747,0.02,3.9538562088533182,0.9099257420605528,6.295116363602238,True,True,3.1592006718221937,screen
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_centroid_lat_transition,P_position,45,0.44573892448957897,0.44026361533149105,0.01,2.674958139086767,0.29720876056483364,4.489581342191046,True,True,3.440263615331491,screen
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_main_minus_south_transition,P_rainband_component,45,0.41806743114481404,0.4323558719038935,0.005,0.37510076133528014,0.06029343840145912,0.5717912298665804,True,True,3.7333858675678746,screen
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_position_only,P_position_only,45,0.445738924489579,0.44026361533149105,0.015,0.9876741634384973,0.1910512910454365,1.6304138097467789,True,True,3.26417235627581,screen
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.41153989459274753,0.3995387366793639,0.005,4.181924007964855,0.8970469304171474,6.516586984105196,True,True,3.700568732343345,screen
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_rainband_composite,P_rainband_only,45,0.4200552177283755,0.4270840429521619,0.005,2.966182045414821,0.5948727174267083,4.823546015907632,True,True,3.7281140386161433,screen
anomaly,H_zonal_width_E2_slope,E2_local,slope,E2,e2,27,38,P_rainband_main_minus_south,P_rainband_only,45,0.41806743114481404,0.4323558719038935,0.01,1.0242745106394782,0.12412908685777294,1.5622559599892583,True,True,3.4323558719038934,screen
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_NS_reorganization_index,P_NS_reorganization,45,0.018308141892668287,0.0015157007816242074,0.915,0.5169784954914679,-2.7671226542499814,2.979526070513367,False,False,0.04009460671517591,screen
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_centroid_lat_transition,P_position,45,0.07445028374597165,0.11104155726246911,0.665,0.7004902135439592,-1.93976227912644,2.0101090557841768,False,False,0.28821991195936447,screen
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_main_minus_south_transition,P_rainband_component,45,-0.002254578260198311,-0.025832813321595188,0.99,0.03222648887645804,-0.26818002423278897,0.2131882816104296,False,False,0.030197618724045278,screen
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_position_only,P_position_only,45,0.07445028374597164,0.11104155726246911,0.63,0.25864183650181705,-0.7675967152062432,0.8130363557960265,False,False,0.31170100780888743,screen
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,-0.09148947868828775,-0.12165146273383855,0.56,-0.631293578920197,-3.689618814959742,1.831704979176198,False,False,0.37346343572763807,screen
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_rainband_composite,P_rainband_only,45,-0.0016864984585362014,-0.017924809243555846,0.995,0.2583366589896512,-2.4266024198774687,2.1084421198696246,False,False,0.020101728497830394,screen
anomaly,H_zonal_width_E2_window_mean,E2_local,window_mean,E2,e2,27,38,P_rainband_main_minus_south,P_rainband_only,45,-0.0022545782601983166,-0.025832813321595188,0.99,0.08799974440483224,-0.8179865181664799,0.8220991777504492,False,False,0.030197618724045278,screen
anomaly,H_zonal_width_pre_E2_mean,broad_background,window_mean,pre_E2,broad_pre_m,0,26,P_NS_reorganization_index,P_NS_reorganization,45,0.11332718018773578,0.0938200034499032,0.505,1.6745392118838878,-1.4143167988739662,4.867982850677603,False,False,0.39052862533124183,screen
anomaly,H_zonal_width_pre_E2_mean,broad_background,window_mean,pre_E2,broad_pre_m,0,26,P_centroid_lat_transition,P_position,45,0.08581099852762468,0.14112531417815494,0.615,1.0159546382003115,-1.067032267361439,2.3699430852946355,False,False,0.3522501984027382,screen
anomaly,H_zonal_width_pre_E2_mean,broad_background,window_mean,pre_E2,broad_pre_m,0,26,P_main_minus_south_transition,P_rainband_component,45,0.12103417979926633,0.06614837321889241,0.425,0.1651114966663696,-0.08531859313823023,0.39707987274016704,False,False,0.43775944316858084,screen
anomaly,H_zonal_width_pre_E2_mean,broad_background,window_mean,pre_E2,broad_pre_m,0,26,P_position_only,P_position_only,45,0.08581099852762467,0.14112531417815494,0.58,0.3751206916899741,-0.465939629033462,1.1186109533799937,False,False,0.37769732061521766,screen
anomaly,H_zonal_width_pre_E2_mean,broad_background,window_mean,pre_E2,broad_pre_m,0,26,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.11227577973273771,0.09922255982833862,0.4,1.4809213126596978,-1.2852894810772881,4.172966283745554,False,False,0.4971625685003762,screen
anomaly,H_zonal_width_pre_E2_mean,broad_background,window_mean,pre_E2,broad_pre_m,0,26,P_rainband_composite,P_rainband_only,45,0.11915555351741754,0.07062854192296082,0.485,1.299418520193914,-0.9214051971468262,3.3101645517422957,False,False,0.3848868033206972,screen
anomaly,H_zonal_width_pre_E2_mean,broad_background,window_mean,pre_E2,broad_pre_m,0,26,P_rainband_main_minus_south,P_rainband_only,45,0.12103417979926628,0.06614837321889241,0.445,0.45086418072538026,-0.036347636732019184,1.237559551554896,False,False,0.4177883622379608,screen
anomaly,H_zonal_width_pre_E2_slope,broad_background,slope,pre_E2,broad_pre_m,0,26,P_NS_reorganization_index,P_NS_reorganization,45,-0.18914561699178736,-0.2597180151682011,0.215,-2.354972048630688,-6.231712971454417,0.04203522308114312,False,False,0.9272795552525959,screen
anomaly,H_zonal_width_pre_E2_slope,broad_background,slope,pre_E2,broad_pre_m,0,26,P_centroid_lat_transition,P_position,45,-0.23097926402261854,-0.29397812878754775,0.135,-1.9476598357206154,-3.8584100075034877,-0.2274943213605116,True,False,1.1636443602925417,screen
anomaly,H_zonal_width_pre_E2_slope,broad_background,slope,pre_E2,broad_pre_m,0,26,P_main_minus_south_transition,P_rainband_component,45,-0.173171158596216,-0.23217815460495705,0.3,-0.20889496519038844,-0.5492060211084097,0.021252445918851854,False,False,0.7550568998852947,screen
anomaly,H_zonal_width_pre_E2_slope,broad_background,slope,pre_E2,broad_pre_m,0,26,P_position_only,P_position_only,45,-0.2309792640226185,-0.29397812878754775,0.095,-0.7191339822479828,-1.5783051031991608,-0.13842954657452133,True,True,2.3162545234987,screen
anomaly,H_zonal_width_pre_E2_slope,broad_background,slope,pre_E2,broad_pre_m,0,26,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,-0.17624454795210487,-0.21412571012091666,0.205,-2.007423880494513,-5.357770835824212,1.0555768311276292,False,False,0.9023718490651623,screen
anomaly,H_zonal_width_pre_E2_slope,broad_background,slope,pre_E2,broad_pre_m,0,26,P_rainband_composite,P_rainband_only,45,-0.16854791114070386,-0.2333640816148575,0.28,-1.6358380663827052,-4.083342360523981,0.6454580081882927,False,False,0.7862060502726382,screen
anomaly,H_zonal_width_pre_E2_slope,broad_background,slope,pre_E2,broad_pre_m,0,26,P_rainband_main_minus_south,P_rainband_only,45,-0.17317115859621598,-0.23217815460495705,0.22,-0.5704221646572043,-1.3678302888247824,0.2092625610818872,False,False,0.8897554737827508,screen
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_NS_reorganization_index,P_NS_reorganization,45,0.11828605162646774,0.09828722002635044,0.495,0.31357288639288,-1.8183827893828528,3.881647985537246,False,False,0.40368202109278173,screen
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_centroid_lat_transition,P_position,45,0.1242685139765059,0.20395256916996043,0.415,0.34337053686907,-1.631256353325322,2.627658803298679,False,False,0.5859044724578677,screen
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_main_minus_south_transition,P_rainband_component,45,0.11339120306483665,0.059815546772068504,0.495,0.026307168228916336,-0.2232574114324745,0.3680918502243347,False,False,0.3652103478384998,screen
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_position_only,P_position_only,45,0.12426851397650596,0.20395256916996043,0.385,0.12678262242539926,-0.49270709261925755,0.8755898542858027,False,False,0.6184918396614597,screen
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.05701074021826251,0.04163372859025032,0.715,0.22091499346994714,-2.098883714224935,2.9201759680381407,False,False,0.18732768678916972,screen
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_rainband_composite,P_rainband_only,45,0.11237781161520943,0.06548089591567852,0.455,0.1867902639674806,-1.5680308174399318,2.829871224185487,False,False,0.40746949925856607,screen
anomaly,H_zonal_width_pre_M_mean,broad_background,window_mean,pre_M,broad_pre_m,0,39,P_rainband_main_minus_south,P_rainband_only,45,0.1133912030648366,0.059815546772068504,0.48,0.07183606284365411,-0.5655644654903804,0.9258895962189683,False,False,0.3785743093964813,screen
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_NS_reorganization_index,P_NS_reorganization,45,-0.03488190598879937,-0.0673254281949934,0.81,-1.7903643890346683,-4.061216235102157,2.6364666566291888,False,False,0.15884040931634363,screen
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_centroid_lat_transition,P_position,45,-0.0056443842818998035,-0.05546772068511198,0.965,-0.8372245015230393,-2.7644359606808497,1.861197281613067,False,False,0.07094040734131943,screen
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_main_minus_south_transition,P_rainband_component,45,-0.04802912078579922,-0.06231884057971014,0.72,-0.19080300535092787,-0.4042102564913625,0.1464555416370748,False,False,0.2049863441484417,screen
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_position_only,P_position_only,45,-0.005644384281899793,-0.05546772068511198,0.985,-0.3091282054358753,-0.9142812158625656,0.6958597493966647,False,False,0.06203149018750025,screen
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,-0.10394505491879537,-0.16139657444005268,0.495,-2.7506728754194314,-4.734721941152764,1.4855273491891794,False,False,0.466791375506484,screen
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_rainband_composite,P_rainband_only,45,-0.04385236467730405,-0.06152832674571804,0.75,-1.481236183598793,-2.850596819913614,1.1336652657611181,False,False,0.18646706335401797,screen
anomaly,H_zonal_width_pre_M_slope,broad_background,slope,pre_M,broad_pre_m,0,39,P_rainband_main_minus_south,P_rainband_only,45,-0.04802912078579923,-0.06231884057971014,0.77,-0.5210190836154448,-1.0001058137067382,0.46871207806297055,False,False,0.17582811540722826,screen
local_background_removed,H_zonal_width_E1_to_E2_mean,broad_background,window_mean,E1_to_E2,broad_pre_m,12,38,P_NS_reorganization_index,P_NS_reorganization,45,0.03223207626962968,0.009882073939358188,0.8,-0.05898293948988237,-2.8128619505423957,2.6394194768978143,False,False,0.10679208694741459,screen
local_background_removed,H_zonal_width_E1_to_E2_mean,broad_background,window_mean,E1_to_E2,broad_pre_m,12,38,P_centroid_lat_transition,P_position,45,0.05402074943754539,0.10521114720770018,0.705,0.054741633983618365,-1.8026710756316753,1.6900279454673115,False,False,0.2570220302163015,screen
local_background_removed,H_zonal_width_E1_to_E2_mean,broad_background,window_mean,E1_to_E2,broad_pre_m,12,38,P_main_minus_south_transition,P_rainband_component,45,0.02327243104432156,-0.0017787733090844737,0.86,-0.009919913669362748,-0.28823469179312294,0.23240230110031787,False,False,0.06728032206551676,screen
local_background_removed,H_zonal_width_E1_to_E2_mean,broad_background,window_mean,E1_to_E2,broad_pre_m,12,38,P_position_only,P_position_only,45,0.05402074943754537,0.10521114720770018,0.755,0.021758696406152696,-0.6697373875416855,0.7901238593856225,False,False,0.22726419557851193,screen
local_background_removed,H_zonal_width_E1_to_E2_mean,broad_background,window_mean,E1_to_E2,broad_pre_m,12,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,-0.04436106327248781,-0.08188945271081485,0.715,-0.598878784363109,-4.090688875410316,2.1031681146940473,False,False,0.22758341090973425,screen
local_background_removed,H_zonal_width_E1_to_E2_mean,broad_background,window_mean,E1_to_E2,broad_pre_m,12,38,P_rainband_composite,P_rainband_only,45,0.023952866189748578,-0.001317609858581092,0.89,-0.08074163589603467,-1.9887978768708718,2.4535357882061235,False,False,0.0519276032136683,screen
local_background_removed,H_zonal_width_E1_to_E2_mean,broad_background,window_mean,E1_to_E2,broad_pre_m,12,38,P_rainband_main_minus_south,P_rainband_only,45,0.023272431044321574,-0.0017787733090844737,0.93,-0.02736141658462541,-0.6697414677174436,0.7065056825228591,False,False,0.033295824755149334,screen
local_background_removed,H_zonal_width_E1_to_E2_slope,broad_background,slope,E1_to_E2,broad_pre_m,12,38,P_NS_reorganization_index,P_NS_reorganization,45,0.08578189647160334,0.0828722002635046,0.58,1.0774753347146948,-2.3569376453245305,2.766929464198348,False,False,0.31944420670056733,screen
local_background_removed,H_zonal_width_E1_to_E2_slope,broad_background,slope,E1_to_E2,broad_pre_m,12,38,P_centroid_lat_transition,P_position,45,0.11154290462087683,0.10368906455862975,0.48,0.8959550886396143,-1.196807451479027,2.4308399031914827,False,False,0.4224478271830425,screen
local_background_removed,H_zonal_width_E1_to_E2_slope,broad_background,slope,E1_to_E2,broad_pre_m,12,38,P_main_minus_south_transition,P_rainband_component,45,0.07463835675698882,0.07470355731225295,0.635,0.08939040583905658,-0.22458964799944608,0.26847751605440384,False,False,0.27192983202027726,screen
local_background_removed,H_zonal_width_E1_to_E2_slope,broad_background,slope,E1_to_E2,broad_pre_m,12,38,P_position_only,P_position_only,45,0.11154290462087679,0.10368906455862975,0.445,0.3561240932832019,-0.5936477975223031,0.9619425807218044,False,False,0.45532905357769815,screen
local_background_removed,H_zonal_width_E1_to_E2_slope,broad_background,slope,E1_to_E2,broad_pre_m,12,38,P_profile_contrast_30_32_minus_18_25,P_lat_profile_contrast,45,0.03127368317710331,-0.011462450592885374,0.88,0.46739898027815485,-2.2269850413404866,2.4122681151436836,False,False,0.06697977844271674,screen
local_background_removed,H_zonal_width_E1_to_E2_slope,broad_background,slope,E1_to_E2,broad_pre_m,12,38,P_rainband_composite,P_rainband_only,45,0.07480513324488151,0.08023715415019762,0.605,0.7213512414314929,-1.6138661227026494,2.092978857608083,False,False,0.29848177949772875,screen
local_background_removed,H_zonal_width_E1_to_E2_slope,broad_background,slope,E1_to_E2,broad_pre_m,12,38,P_rainband_main_minus_south,P_rainband_only,45,0.07463835675698881,0.07470355731225295,0.615,0.24655941718374705,-0.608841115869352,0.7863561756330926,False,False,0.28582844153683623,screen
local_background_removed,H_zonal_width_E2_abs_transition,E2_local,abs_transition,E2,e2,27,38,P_NS_reorganization_index,P_NS_reorganization,45,-0.003096632409325558,-0.01594885967011434,0.995,-0.37214855872612146,-3.3940883028195543,3.0043400522112207,False,False,0.018125778924388887,screen
local_background_removed,H_zonal_width_E2_abs_transition,E2_local,abs_transition,E2,e2,27,38,P_centroid_lat_transition,P_position,45,0.00836173257999969,-0.025768612111631017,0.95,-0.1979569810882325,-1.9103318996744183,2.315058197424414,False,False,0.04804500682278327,screen
local_background_removed,H_zonal_width_E2_abs_transition,E2_local,abs_transition,E2,e2,27,38,P_main_minus_south_transition,P_rainband_component,45,-0.00453868796330279,-0.03796092219002421,0.98,-0.03426562932692151,-0.31261117560352775,0.25342974371605137,False,False,0.04673484649752936,screen
local_background_removed,H_zonal_width_E2_abs_transition,E2_local,abs_transition,E2,e2,27,38,P_position_only,P_position_only,45,0.008361732579999693,-0.025768612111631017,0.95,-0.07868391093817786,-0.9663776882233136,0.8894008234756299,False,False,0.04804500682278327,screen
