year,mode,target_name,target_family,target_value
1989,anomaly,P_main_band_share_transition,P_rainband_component,-0.14292824538281584
1990,anomaly,P_main_band_share_transition,P_rainband_component,0.1738447138972855
1991,anomaly,P_main_band_share_transition,P_rainband_component,0.4529361955870298
1992,anomaly,P_main_band_share_transition,P_rainband_component,-0.08805071109963003
1993,anomaly,P_main_band_share_transition,P_rainband_component,0.1415036699526584
1994,anomaly,P_main_band_share_transition,P_rainband_component,-0.024695594621512884
1995,anomaly,P_main_band_share_transition,P_rainband_component,0.12952620585361116
1996,anomaly,P_main_band_share_transition,P_rainband_component,0.02585833265338682
1997,anomaly,P_main_band_share_transition,P_rainband_component,-0.30565617859259325
1998,anomaly,P_main_band_share_transition,P_rainband_component,-0.35807980073000195
1999,anomaly,P_main_band_share_transition,P_rainband_component,0.376177104234658
2000,anomaly,P_main_band_share_transition,P_rainband_component,-0.0087685631683724
2001,anomaly,P_main_band_share_transition,P_rainband_component,0.2502830779146769
2002,anomaly,P_main_band_share_transition,P_rainband_component,-0.1843609014619061
2003,anomaly,P_main_band_share_transition,P_rainband_component,-0.18079518531030014
2004,anomaly,P_main_band_share_transition,P_rainband_component,-0.24957528801470996
2005,anomaly,P_main_band_share_transition,P_rainband_component,0.21707499178456557
2006,anomaly,P_main_band_share_transition,P_rainband_component,-0.013654208707441912
2007,anomaly,P_main_band_share_transition,P_rainband_component,0.023742908408463305
2008,anomaly,P_main_band_share_transition,P_rainband_component,-0.018563329746953572
2009,anomaly,P_main_band_share_transition,P_rainband_component,0.1757463711145822
2010,anomaly,P_main_band_share_transition,P_rainband_component,0.2458882121059618
2011,anomaly,P_main_band_share_transition,P_rainband_component,-0.0657536741370325
2012,anomaly,P_main_band_share_transition,P_rainband_component,-0.10037723655854436
2013,anomaly,P_main_band_share_transition,P_rainband_component,-0.06208458412879164
2014,anomaly,P_main_band_share_transition,P_rainband_component,0.003507078738937297
2015,anomaly,P_main_band_share_transition,P_rainband_component,-0.290143544298166
2016,anomaly,P_main_band_share_transition,P_rainband_component,-0.18325995208211282
2017,anomaly,P_main_band_share_transition,P_rainband_component,-0.2592850246769404
2018,anomaly,P_main_band_share_transition,P_rainband_component,0.26097785993576805
2019,anomaly,P_main_band_share_transition,P_rainband_component,0.284255941463813
2020,anomaly,P_main_band_share_transition,P_rainband_component,-0.16708777332885238
2021,anomaly,P_main_band_share_transition,P_rainband_component,-0.12939694222876064
2022,anomaly,P_main_band_share_transition,P_rainband_component,-0.035338471143097405
2023,anomaly,P_main_band_share_transition,P_rainband_component,0.39688303669233804
1979,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.2508459295733923
1980,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.14996822512333463
1981,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.05621149368812339
1982,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.22531459266867418
1983,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.265556129874576
1984,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.17382127522026178
1985,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.07315407218793823
1986,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.04926430608274002
1987,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.12242684895646605
1988,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.27087110024376526
1989,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.21904018387013144
1990,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.22576956299138679
1991,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.1696409643619818
1992,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.08902571983924812
1993,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.027587868511597842
1994,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.012138672205749795
1995,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.13622635125548233
1996,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.018119127295292803
1997,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.060959792433154456
1998,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.3172586533757562
1999,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.21663214486169702
2000,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.04602035627161294
2001,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.08572956985388153
2002,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.21630980398465394
2003,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.011387821657111706
2004,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.21578369747097795
2005,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.11230520339419334
2006,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.06918788943814541
2007,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.31486646768286675
2008,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.03524306899426871
2009,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.2124331071978091
2010,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.002181602567668209
2011,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.1782869421036301
2012,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.14636922550794285
2013,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.05331323549260325
2014,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.06902379333606594
2015,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.1856925750671033
2016,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.02738490873227581
2017,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.43303109722350436
2018,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.07933134413540026
2019,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.28050319039358185
2020,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.1421711426726219
2021,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-1.4732974410988357e-05
2022,anomaly,P_south_band_share_18_24_transition,P_rainband_component,0.024701228124395846
2023,anomaly,P_south_band_share_18_24_transition,P_rainband_component,-0.29953582674064705
1979,anomaly,P_main_minus_south_transition,P_rainband_component,-0.5285732662389981
1980,anomaly,P_main_minus_south_transition,P_rainband_component,-0.2451127335659782
1981,anomaly,P_main_minus_south_transition,P_rainband_component,0.05092799317267571
1982,anomaly,P_main_minus_south_transition,P_rainband_component,-0.4413745971736084
1983,anomaly,P_main_minus_south_transition,P_rainband_component,-0.4167990595722735
1984,anomaly,P_main_minus_south_transition,P_rainband_component,-0.37152111732510656
1985,anomaly,P_main_minus_south_transition,P_rainband_component,-0.49900082158485587
1986,anomaly,P_main_minus_south_transition,P_rainband_component,0.11532333712511739
1987,anomaly,P_main_minus_south_transition,P_rainband_component,-0.27292748944493644
1988,anomaly,P_main_minus_south_transition,P_rainband_component,0.6121054756769226
1989,anomaly,P_main_minus_south_transition,P_rainband_component,-0.36196842925294725
1990,anomaly,P_main_minus_south_transition,P_rainband_component,0.39961427688867235
1991,anomaly,P_main_minus_south_transition,P_rainband_component,0.6225771599490115
1992,anomaly,P_main_minus_south_transition,P_rainband_component,0.0009750087396180884
1993,anomaly,P_main_minus_south_transition,P_rainband_component,0.16909153846425629
1994,anomaly,P_main_minus_south_transition,P_rainband_component,-0.012556922415763033
1995,anomaly,P_main_minus_south_transition,P_rainband_component,0.2657525571090935
1996,anomaly,P_main_minus_south_transition,P_rainband_component,0.04397745994867969
1997,anomaly,P_main_minus_south_transition,P_rainband_component,-0.3666159710257476
1998,anomaly,P_main_minus_south_transition,P_rainband_component,-0.6753384541057582
1999,anomaly,P_main_minus_south_transition,P_rainband_component,0.592809249096355
2000,anomaly,P_main_minus_south_transition,P_rainband_component,0.03725179310324045
2001,anomaly,P_main_minus_south_transition,P_rainband_component,0.33601264776855844
2002,anomaly,P_main_minus_south_transition,P_rainband_component,-0.4006707054465598
2003,anomaly,P_main_minus_south_transition,P_rainband_component,-0.19218300696741175
2004,anomaly,P_main_minus_south_transition,P_rainband_component,-0.46535898548568805
2005,anomaly,P_main_minus_south_transition,P_rainband_component,0.32938019517875894
2006,anomaly,P_main_minus_south_transition,P_rainband_component,-0.08284209814558731
2007,anomaly,P_main_minus_south_transition,P_rainband_component,-0.2911235592744036
2008,anomaly,P_main_minus_south_transition,P_rainband_component,-0.05380639874122228
2009,anomaly,P_main_minus_south_transition,P_rainband_component,0.3881794783123914
2010,anomaly,P_main_minus_south_transition,P_rainband_component,0.24806981467362998
2011,anomaly,P_main_minus_south_transition,P_rainband_component,-0.2440406162406626
2012,anomaly,P_main_minus_south_transition,P_rainband_component,-0.24674646206648723
2013,anomaly,P_main_minus_south_transition,P_rainband_component,-0.11539781962139484
2014,anomaly,P_main_minus_south_transition,P_rainband_component,0.07253087207500317
2015,anomaly,P_main_minus_south_transition,P_rainband_component,-0.47583611936526937
2016,anomaly,P_main_minus_south_transition,P_rainband_component,-0.21064486081438866
2017,anomaly,P_main_minus_south_transition,P_rainband_component,-0.6923161219004449
2018,anomaly,P_main_minus_south_transition,P_rainband_component,0.34030920407116816
2019,anomaly,P_main_minus_south_transition,P_rainband_component,0.5647591318573949
2020,anomaly,P_main_minus_south_transition,P_rainband_component,-0.30925891600147437
2021,anomaly,P_main_minus_south_transition,P_rainband_component,-0.1293822092543495
2022,anomaly,P_main_minus_south_transition,P_rainband_component,-0.06003969926749324
2023,anomaly,P_main_minus_south_transition,P_rainband_component,0.6964188634329851
1979,anomaly,P_position_only,P_position_only,-1.3123770462492845
1980,anomaly,P_position_only,P_position_only,-0.2579371655060064
1981,anomaly,P_position_only,P_position_only,-0.20701043842676264
1982,anomaly,P_position_only,P_position_only,-1.5537147608640889
1983,anomaly,P_position_only,P_position_only,-0.4620120374197061
1984,anomaly,P_position_only,P_position_only,-0.4080746220497389
1985,anomaly,P_position_only,P_position_only,-2.333712521040294
1986,anomaly,P_position_only,P_position_only,-0.025405796431233366
1987,anomaly,P_position_only,P_position_only,-0.6893642206171466
1988,anomaly,P_position_only,P_position_only,1.2736265523978918
1989,anomaly,P_position_only,P_position_only,-1.161062492130397
1990,anomaly,P_position_only,P_position_only,0.7774806259834681
1991,anomaly,P_position_only,P_position_only,2.411591493641148
1992,anomaly,P_position_only,P_position_only,-0.010942509348546509
1993,anomaly,P_position_only,P_position_only,0.04584085721424459
1994,anomaly,P_position_only,P_position_only,0.04866528736226786
1995,anomaly,P_position_only,P_position_only,0.9461074173898854
1996,anomaly,P_position_only,P_position_only,0.6104177061486957
1997,anomaly,P_position_only,P_position_only,-0.858271522093394
1998,anomaly,P_position_only,P_position_only,-1.4653961430928586
1999,anomaly,P_position_only,P_position_only,1.1075393618741367
2000,anomaly,P_position_only,P_position_only,0.2938286417340263
2001,anomaly,P_position_only,P_position_only,1.149486740868391
2002,anomaly,P_position_only,P_position_only,-0.9496072124926821
2003,anomaly,P_position_only,P_position_only,-0.36167980750987766
2004,anomaly,P_position_only,P_position_only,-1.2717419250893212
2005,anomaly,P_position_only,P_position_only,0.298069362014423
2006,anomaly,P_position_only,P_position_only,0.37937457830107474
2007,anomaly,P_position_only,P_position_only,1.1531127321577024
2008,anomaly,P_position_only,P_position_only,0.14597123841494394
2009,anomaly,P_position_only,P_position_only,1.8792341506190569
2010,anomaly,P_position_only,P_position_only,0.8131908631080608
2011,anomaly,P_position_only,P_position_only,-0.5436194190281883
2012,anomaly,P_position_only,P_position_only,-0.298850072796957
2013,anomaly,P_position_only,P_position_only,0.24428319051167016
2014,anomaly,P_position_only,P_position_only,0.3159203122664663
2015,anomaly,P_position_only,P_position_only,-0.5504109507426266
2016,anomaly,P_position_only,P_position_only,-0.7977856089267167
2017,anomaly,P_position_only,P_position_only,-1.5141889256422194
2018,anomaly,P_position_only,P_position_only,0.44651652601940645
2019,anomaly,P_position_only,P_position_only,1.5760155681475234
2020,anomaly,P_position_only,P_position_only,-0.1826675171338999
2021,anomaly,P_position_only,P_position_only,0.056137769840295476
2022,anomaly,P_position_only,P_position_only,-0.5130600098336585
2023,anomaly,P_position_only,P_position_only,1.7564817484508242
1979,anomaly,P_rainband_composite,P_rainband_only,-3.785089086600265
1980,anomaly,P_rainband_composite,P_rainband_only,-1.572543732243647
1981,anomaly,P_rainband_composite,P_rainband_only,0.8506036998222217
1982,anomaly,P_rainband_composite,P_rainband_only,-3.110594455643228
1983,anomaly,P_rainband_composite,P_rainband_only,-2.973385679614835
1984,anomaly,P_rainband_composite,P_rainband_only,-2.5356609677566206
1985,anomaly,P_rainband_composite,P_rainband_only,-3.367890331715372
1986,anomaly,P_rainband_composite,P_rainband_only,1.3199453256414482
1987,anomaly,P_rainband_composite,P_rainband_only,-1.7479101001723403
1988,anomaly,P_rainband_composite,P_rainband_only,5.247528442636725
1989,anomaly,P_rainband_composite,P_rainband_only,-2.515301402220538
1990,anomaly,P_rainband_composite,P_rainband_only,3.622958481357741
1991,anomaly,P_rainband_composite,P_rainband_only,5.212250865051696
1992,anomaly,P_rainband_composite,P_rainband_only,0.517100043756345
1993,anomaly,P_rainband_composite,P_rainband_only,1.6941321287696618
1994,anomaly,P_rainband_composite,P_rainband_only,0.33112605717725385
1995,anomaly,P_rainband_composite,P_rainband_only,2.531385022175942
1996,anomaly,P_rainband_composite,P_rainband_only,0.7566407949664861
1997,anomaly,P_rainband_composite,P_rainband_only,-2.373493258470837
1998,anomaly,P_rainband_composite,P_rainband_only,-4.946473003660798
1999,anomaly,P_rainband_composite,P_rainband_only,5.04409829736308
2000,anomaly,P_rainband_composite,P_rainband_only,0.7379187176427465
2001,anomaly,P_rainband_composite,P_rainband_only,2.9956243822405524
2002,anomaly,P_rainband_composite,P_rainband_only,-2.798991582192322
2003,anomaly,P_rainband_composite,P_rainband_only,-1.0259020072433978
2004,anomaly,P_rainband_composite,P_rainband_only,-3.2776622154224686
2005,anomaly,P_rainband_composite,P_rainband_only,2.976115024820894
2006,anomaly,P_rainband_composite,P_rainband_only,-0.28026619298776934
2007,anomaly,P_rainband_composite,P_rainband_only,-2.097266475804525
2008,anomaly,P_rainband_composite,P_rainband_only,-0.02730454658097317
2009,anomaly,P_rainband_composite,P_rainband_only,3.523372760581288
2010,anomaly,P_rainband_composite,P_rainband_only,2.2509349429034313
2011,anomaly,P_rainband_composite,P_rainband_only,-1.5961726534454468
2012,anomaly,P_rainband_composite,P_rainband_only,-1.5806351166799855
2013,anomaly,P_rainband_composite,P_rainband_only,-0.5037640151706505
2014,anomaly,P_rainband_composite,P_rainband_only,1.0249374824828827
2015,anomaly,P_rainband_composite,P_rainband_only,-3.321736385776836
2016,anomaly,P_rainband_composite,P_rainband_only,-1.1805154750742282
2017,anomaly,P_rainband_composite,P_rainband_only,-5.201327980156687
2018,anomaly,P_rainband_composite,P_rainband_only,3.020323107374133
2019,anomaly,P_rainband_composite,P_rainband_only,4.907491379475147
2020,anomaly,P_rainband_composite,P_rainband_only,-2.039091861136718
2021,anomaly,P_rainband_composite,P_rainband_only,-0.547916186294759
2022,anomaly,P_rainband_composite,P_rainband_only,-0.061732433695673425
2023,anomaly,P_rainband_composite,P_rainband_only,5.904140189521247
1979,anomaly,P_rainband_main_minus_south,P_rainband_only,-1.3052837440241252
1980,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.5312479959874945
1981,anomaly,P_rainband_main_minus_south,P_rainband_only,0.2771400473482899
1982,anomaly,P_rainband_main_minus_south,P_rainband_only,-1.067173392641681
1983,anomaly,P_rainband_main_minus_south,P_rainband_only,-1.0000658329003944
1984,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.8764269419184436
1985,anomaly,P_rainband_main_minus_south,P_rainband_only,-1.2245313052161966
1986,anomaly,P_rainband_main_minus_south,P_rainband_only,0.45298215755768956
1987,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.6072007756221139
1988,anomaly,P_rainband_main_minus_south,P_rainband_only,1.809527742931111
1989,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.850341751193766
1990,anomaly,P_rainband_main_minus_south,P_rainband_only,1.2292854691504738
1991,anomaly,P_rainband_main_minus_south,P_rainband_only,1.8381224043900295
1992,anomaly,P_rainband_main_minus_south,P_rainband_only,0.1407351824180966
1993,anomaly,P_rainband_main_minus_south,P_rainband_only,0.5998051016609264
1994,anomaly,P_rainband_main_minus_south,P_rainband_only,0.10378401198366469
1995,anomaly,P_rainband_main_minus_south,P_rainband_only,0.8637539596102104
1996,anomaly,P_rainband_main_minus_south,P_rainband_only,0.25816046972400325
1997,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.8630326307272166
1998,anomaly,P_rainband_main_minus_south,P_rainband_only,-1.7060503019111344
1999,anomaly,P_rainband_main_minus_south,P_rainband_only,1.7568362128802484
2000,anomaly,P_rainband_main_minus_south,P_rainband_only,0.2397949268434362
2001,anomaly,P_rainband_main_minus_south,P_rainband_only,1.05561072823293
2002,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.9560247012035983
2003,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.38671464548978957
2004,anomaly,P_rainband_main_minus_south,P_rainband_only,-1.132666721724487
2005,anomaly,P_rainband_main_minus_south,P_rainband_only,1.037499722255301
2006,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.08814125556205149
2007,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.6568881461670114
2008,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.008854488207565403
2009,anomaly,P_rainband_main_minus_south,P_rainband_only,1.1980608651952924
2010,anomaly,P_rainband_main_minus_south,P_rainband_only,0.8154683142002318
2011,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.5283204027594067
2012,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.5357091611806009
2013,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.17704002389417417
2014,anomaly,P_rainband_main_minus_south,P_rainband_only,0.336130272101012
2015,anomaly,P_rainband_main_minus_south,P_rainband_only,-1.1612762642357064
2016,anomaly,P_rainband_main_minus_south,P_rainband_only,-0.4371277831419078
2017,anomaly,P_rainband_main_minus_south,P_rainband_only,-1.7524106246955997
