year,mode,z_P_centroid_lat_transition,z_P_main_band_share_transition,z_P_south_band_share_18_24_transition,z_P_main_minus_south_transition,P_NS_reorganization_index,P_rainband_composite
2022,local_background_removed,-0.5281747392638444,0.0009058060830136875,-0.13105162863534797,0.06328113634517567,-0.332936168200307,0.19523857106353731
2023,local_background_removed,1.7841401822433496,1.9032865222075506,-1.8883572315306296,1.9802824402754935,7.556066376257023,5.771926194013673
1979,raw,-1.6340737556314406,-1.384333811706958,1.5187178928488712,-1.4861580027430075,-6.0232834629302765,-4.3892097072988365
1980,raw,-0.4772765285501708,-0.4515600700369992,0.7586984399718992,-0.608357445717577,-2.295892484276646,-1.8186159557264756
1981,raw,-0.1776181167930818,-0.05065917230397982,-0.3773775399170736,0.1488245214058795,0.29792477222589153,0.47554288901897335
1982,raw,-1.5331368380031583,-1.1943128045187046,1.4826570192414585,-1.363080105028119,-5.57318676679144,-4.040049928788282
1983,raw,-0.4465465321943966,-0.558498905103945,1.0648966308880907,-0.8118133454402979,-2.8817554136267303,-2.4352088814323336
1984,raw,-0.5575766613743185,-0.7504987616617098,0.8069399001534814,-0.7979976742760349,-2.913012997465544,-2.355436336091226
1985,raw,-1.047942051716047,-1.1165286219326114,0.02628864010255108,-0.6360713702062217,-2.8268306839574313,-1.7788886322413842
1986,raw,0.5055695284661963,0.9579715969925768,-0.7657797593980183,0.8945806122586744,3.1239014971154657,2.6183319686492696
1987,raw,-0.5584698696263125,-0.42362933528341584,0.43434755236170025,-0.4405181999318712,-1.8569649572032998,-1.2984950875769874
1988,raw,0.9698068902293633,1.0435167374058805,-0.9598547840783197,1.0334595145157461,4.00663792622931,3.0368310359999464
1989,raw,-1.234098777380655,-0.7341164472436716,0.9960879968516668,-0.8776237873573505,-3.841927008833344,-2.6078282314526886
1990,raw,0.37291510895670094,0.6190953749691601,-1.0850546714820206,0.8551259944191669,2.932191149827048,2.5592760408703477
1991,raw,2.2289572131447017,2.260524047870932,-1.3590793874349043,1.900701712733202,7.74926236118374,5.520305148039038
1992,raw,-0.1349249176499073,-0.24768100170005003,-0.14445668341375087,-0.07056176444589676,-0.30871100038210325,-0.17378608273219592
1993,raw,0.6773893281867984,1.09226880726747,-0.7886897408846973,0.9803567590572181,3.5387046353961837,2.8613153072093853
1994,raw,-0.4435563315816449,-0.4343143519052244,-0.08211480493436805,-0.20408235245891282,-0.999838231011414,-0.5562818994297691
1995,raw,1.0761451983089485,0.836747832227896,-1.2327301765585876,1.0460268377920936,4.191650044887526,3.1155048465785775
1996,raw,0.6631964565871293,0.20345320641858655,-0.40893070763871187,0.3055904202560693,1.581170790900497,0.9179743343133677
1997,raw,-1.397034195009001,-1.5747926118503133,1.0239566012806542,-1.3603357223328292,-5.356119130472798,-3.959084935463797
1998,raw,-1.4551162433298885,-1.4413724723308765,1.401366184866375,-1.462942061515569,-5.7607969620427095,-4.3056807187128205
1999,raw,1.0787175301789813,1.4502590149122383,-1.3218577758575987,1.4305886252289073,5.281422946177726,4.202705415998744
2000,raw,0.3255782963069523,0.10480492343197781,-0.520588496700751,0.30288926845376835,1.2538609848934494,0.9282826885864972
2001,raw,1.369250176497817,1.3485750083017933,-0.60106154856029,1.0354740457541534,4.354360779114054,2.9851106026162366
2002,raw,-1.111546376865301,-0.8659375794852929,1.0749076153106913,-0.9882582510131634,-4.040649822674449,-2.9291034458091474
2003,raw,-0.5005774706094613,-0.7289075378009467,0.02032717644794672,-0.4167343847114514,-1.6665465695698063,-1.1659690989603448
2004,raw,-1.2827197427699135,-1.1232545899992294,1.1559055210448757,-1.170021572162558,-4.731901425976577,-3.449181683206663
2005,raw,0.5318775709115258,1.1899208210650438,-1.0186706181362004,1.142851631016251,3.8833206411290213,3.3514430702174955
2006,raw,-0.00688558554942929,-0.34703519767151664,0.4170781184397477,-0.3896244701553541,-1.1606233718160477,-1.1537377862666185
2007,raw,0.4958580549394996,-0.3275671308254507,1.596958456329536,-0.9325332236760595,-2.361200755891547,-2.857058810831046
2008,raw,0.5524162878467782,0.17250206910925853,-0.025361030818528245,0.10826915635241555,0.8585485441269805,0.30613225628020235
2009,raw,1.8948958560481077,1.2384321700111862,-1.4702801133237104,1.3819175738252243,5.9855257132082285,4.0906298571601205
2010,raw,0.8924366451467957,1.1236502129074997,-0.5091249470642327,0.8666720228261797,3.3918838279447074,2.499447182797912
2011,raw,-0.5565641825578653,-0.19444944160928246,0.7103686340466532,-0.44204239647575905,-1.9034246546895601,-1.3468604721316946
2012,raw,-0.155819491644111,-0.1671180265388982,0.479887142241939,-0.3185961473815333,-1.1214208078064816,-0.9656013161623705
2013,raw,0.03868272472272782,-0.352267577385321,0.30095384541323933,-0.33804380076254775,-0.9525824988383802,-0.9912652235611081
2014,raw,0.40432232943153484,0.18299399114199646,-0.7424553174970419,0.45070306217190714,1.7804747002424803,1.3761523708109453
2015,raw,-0.3375397795774526,-0.9175503434022279,0.5967627725503497,-0.7926706680892083,-2.6445235636192383,-2.306983784041786
2016,raw,-0.8466047285780735,-0.6420852807864953,0.14061235832257724,-0.42468899341144434,-2.0539913610985905,-1.207386632520517
2017,raw,-1.8739902735146183,-1.5352036638132227,2.1787498728410766,-1.8802294619726765,-7.468173272141595,-5.594182998626976
2018,raw,1.4289966392185272,2.3929654615956717,-1.8564493449429635,2.208131939961536,7.886543385718698,6.457546746500171
2019,raw,1.5763693606531908,1.0678973003191843,-1.5347064626261662,1.3168896405603383,5.495862764158879,3.919493403505689
2020,raw,-0.32097454561904243,-0.7851154234849793,0.6951056694727892,-0.7648456693317457,-2.5660413079085567,-2.245066762289514
2021,raw,0.28791174439064665,-0.11790229770377635,-0.4117449325393378,0.12739067144348906,0.7091450506696971,0.42123330627905053
2022,raw,-0.7178995046058472,-0.24439517286938034,0.04318060006632638,-0.15679493078749288,-1.1622702083290468,-0.44437070372319964
2023,raw,1.4371995605582126,1.4255090550061282,-1.7083857972872214,1.5981817913524654,6.169276204204028,4.732076643645815
