scope,object,config_id,reference_config_id,sensitivity_group,changed_factor,changed_value,baseline_candidate_id,baseline_candidate_day,baseline_candidate_date,perturbed_candidate_id,perturbed_candidate_day,perturbed_candidate_date,day_delta,candidate_match_class,same_as_baseline_day,baseline_score,perturbed_score,score_delta,candidate_status_change
joint_all,joint_all,DET_WIDTH_16,BASELINE,detector_width,detector_width,16,CP003,81.0,06-21,CP005,80,06-20,-1.0,STRICT_SHIFT_LE_2D,False,9.238311473412097,5.169094393335747,-4.069217080076349,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_16,BASELINE,detector_width,detector_width,16,CP004,96.0,07-06,CP006,96,07-06,0.0,SAME_DAY,True,6.44414632933013,3.920243941505593,-2.523902387824537,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_16,BASELINE,detector_width,detector_width,16,CP005,113.0,07-23,CP007,113,07-23,0.0,SAME_DAY,True,9.678099825113602,5.889721986854356,-3.7883778382592457,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_16,BASELINE,detector_width,detector_width,16,CP006,132.0,08-11,CP008,130,08-09,-2.0,STRICT_SHIFT_LE_2D,False,3.7541518352022365,2.184562381311342,-1.5695894538908943,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_16,BASELINE,detector_width,detector_width,16,CP007,135.0,08-14,CP009,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,2.2069828612871003,-1.5596252457917315,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_16,BASELINE,detector_width,detector_width,16,CP008,160.0,09-08,CP010,160,09-08,0.0,SAME_DAY,True,7.120567750300529,4.172076280440698,-2.948491469859831,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_16,,detector_width,detector_width,16,,,,CP003,57,05-28,,NEW_PERTURBED_CANDIDATE,False,,0.6402641353782885,,new_perturbed_candidate
joint_all,joint_all,DET_WIDTH_16,,detector_width,detector_width,16,,,,CP004,67,06-07,,NEW_PERTURBED_CANDIDATE,False,,2.261580088378947,,new_perturbed_candidate
joint_all,joint_all,DET_WIDTH_24,BASELINE,detector_width,detector_width,24,CP001,18.0,04-19,CP001,19,04-20,1.0,STRICT_SHIFT_LE_2D,False,3.021425291663116,4.7408836506995415,1.7194583590364254,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_24,BASELINE,detector_width,detector_width,24,CP002,45.0,05-16,CP002,44,05-15,-1.0,STRICT_SHIFT_LE_2D,False,5.878578493131532,8.255855539428058,2.377277046296526,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_24,BASELINE,detector_width,detector_width,24,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,14.23606045729994,4.997748983887844,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_24,BASELINE,detector_width,detector_width,24,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,9.68541073211033,3.2412644027802004,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_24,BASELINE,detector_width,detector_width,24,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,14.017654817441791,4.339554992328189,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_24,BASELINE,detector_width,detector_width,24,CP006,132.0,08-11,CP006,134,08-13,2.0,STRICT_SHIFT_LE_2D,False,3.7541518352022365,5.924194977336668,2.170043142134432,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_24,BASELINE,detector_width,detector_width,24,CP007,135.0,08-14,CP006,134,08-13,-1.0,STRICT_SHIFT_LE_2D,False,3.7666081070788318,5.924194977336668,2.1575868702578367,matched_to_perturbed
joint_all,joint_all,DET_WIDTH_24,BASELINE,detector_width,detector_width,24,CP008,160.0,09-08,CP007,159,09-07,-1.0,STRICT_SHIFT_LE_2D,False,7.120567750300529,10.993570331656452,3.873002581355923,matched_to_perturbed
joint_all,joint_all,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,CP006,132.0,08-11,CP006,132,08-11,0.0,SAME_DAY,True,3.7541518352022365,3.7541518352022365,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,CP007,135.0,08-14,CP007,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,CP008,160.0,09-08,CP008,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_5,BASELINE,detector_penalty,detector_penalty,5.0,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_5,BASELINE,detector_penalty,detector_penalty,5.0,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_5,BASELINE,detector_penalty,detector_penalty,5.0,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_5,BASELINE,detector_penalty,detector_penalty,5.0,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_5,BASELINE,detector_penalty,detector_penalty,5.0,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_5,BASELINE,detector_penalty,detector_penalty,5.0,CP006,132.0,08-11,CP006,132,08-11,0.0,SAME_DAY,True,3.7541518352022365,3.7541518352022365,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_5,BASELINE,detector_penalty,detector_penalty,5.0,CP007,135.0,08-14,CP007,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,DET_PEN_5,BASELINE,detector_penalty,detector_penalty,5.0,CP008,160.0,09-08,CP008,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,CP006,132.0,08-11,CP006,135,08-14,3.0,MATCH_SHIFT_LE_5D,False,3.7541518352022365,3.7666081070788318,0.01245627187659526,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,CP007,135.0,08-14,CP006,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,CP008,160.0,09-08,CP007,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,CP006,132.0,08-11,CP006,135,08-14,3.0,MATCH_SHIFT_LE_5D,False,3.7541518352022365,3.7666081070788318,0.01245627187659526,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,CP007,135.0,08-14,CP006,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,CP008,160.0,09-08,CP007,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,CP006,132.0,08-11,CP006,132,08-11,0.0,SAME_DAY,True,3.7541518352022365,3.7541518352022365,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,CP007,135.0,08-14,CP007,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,CP008,160.0,09-08,CP008,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,CP006,132.0,08-11,CP006,132,08-11,0.0,SAME_DAY,True,3.7541518352022365,3.7541518352022365,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,CP007,135.0,08-14,CP007,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,CP008,160.0,09-08,CP008,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,CP006,132.0,08-11,CP006,132,08-11,0.0,SAME_DAY,True,3.7541518352022365,3.7541518352022365,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,CP007,135.0,08-14,CP007,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,CP008,160.0,09-08,CP008,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,CP006,132.0,08-11,CP006,132,08-11,0.0,SAME_DAY,True,3.7541518352022365,3.7541518352022365,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,CP007,135.0,08-14,CP007,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,CP008,160.0,09-08,CP008,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,CP006,132.0,08-11,CP006,132,08-11,0.0,SAME_DAY,True,3.7541518352022365,3.7541518352022365,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,CP007,135.0,08-14,CP007,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,CP008,160.0,09-08,CP008,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,CP006,132.0,08-11,CP006,132,08-11,0.0,SAME_DAY,True,3.7541518352022365,3.7541518352022365,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,CP007,135.0,08-14,CP007,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,CP008,160.0,09-08,CP008,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,CP006,132.0,08-11,CP006,132,08-11,0.0,SAME_DAY,True,3.7541518352022365,3.7541518352022365,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,CP007,135.0,08-14,CP007,135,08-14,0.0,SAME_DAY,True,3.7666081070788318,3.7666081070788318,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,CP008,160.0,09-08,CP008,160,09-08,0.0,SAME_DAY,True,7.120567750300529,7.120567750300529,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,CP001,18.0,04-19,CP001,18,04-19,0.0,SAME_DAY,True,3.021425291663116,3.021425291663116,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,CP002,45.0,05-16,CP002,45,05-16,0.0,SAME_DAY,True,5.878578493131532,5.878578493131532,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,CP003,81.0,06-21,CP003,81,06-21,0.0,SAME_DAY,True,9.238311473412097,9.238311473412097,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,CP004,96.0,07-06,CP004,96,07-06,0.0,SAME_DAY,True,6.44414632933013,6.44414632933013,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,CP005,113.0,07-23,CP005,113,07-23,0.0,SAME_DAY,True,9.678099825113602,9.678099825113602,0.0,matched_to_perturbed
joint_all,joint_all,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,CP006,132.0,08-11,CP006,132,08-11,0.0,SAME_DAY,True,3.7541518352022365,3.7541518352022365,0.0,matched_to_perturbed
