window_id,anchor_day,field,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,region_id,region_label,feature_indices_str,lat_list,lat_min,lat_max,lat_center,n_features,region_change_class,region_relative_contribution,construction_reason,bootstrap_id,pre_post_distance,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,onset_day,midpoint_day,finish_day,duration,progress_monotonicity_corr,n_crossings_025,n_crossings_050,n_crossings_075,excess_crossings,progress_quality_label
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,5,0.5870620331770331,0.11453838197681408,0.05167325779225078,3.532015170494073,clear_separation,36.0,40.0,51.0,16.0,0.9626541091550925,1,1,1,0,monotonic_broad_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,6,0.2281696483063621,0.032984861550851834,0.02102157849039359,4.22486000062411,clear_separation,42.0,45.0,53.0,12.0,0.9468984892169767,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,6,0.415044796563101,0.09657701352360232,0.09370240995439197,2.1812384596125325,clear_separation,36.0,38.0,38.0,3.0,0.6421424174478234,3,3,3,6,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,6,0.6462425341922471,0.1156919294738821,0.07934466821338335,3.313442409554719,clear_separation,37.0,39.0,54.0,18.0,0.9194792572093223,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,7,0.3609923541525598,0.03242948959714207,0.07322555018478129,3.416707379957112,clear_separation,44.0,46.0,48.0,5.0,0.9284584328216243,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,7,0.28527650178936487,0.167635704740313,0.07850253360274637,1.1590092775091527,moderate_separation,36.0,37.0,38.0,3.0,0.7324094309739626,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,7,0.47388137133800406,0.11981809056884957,0.03778452805863511,3.0068115331134657,clear_separation,36.0,38.0,40.0,5.0,0.8433170924717471,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,8,0.32165779094149427,0.1399178881258798,0.030116757796175824,1.8917191211074897,clear_separation,35.0,36.0,40.0,6.0,0.8223624874277022,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,8,0.23112381672233015,0.07765128331893971,0.0559429906791435,1.7300428364590408,clear_separation,37.0,38.0,43.0,7.0,0.9127855211936073,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,8,0.5529717116512531,0.05427844838145891,0.04098111277305313,5.804894594825259,clear_separation,38.0,42.0,51.0,14.0,0.9711081487009798,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,9,0.31754177891739227,0.03919369832841697,0.09761597287711887,2.3210477455232956,clear_separation,53.0,54.0,55.0,3.0,0.7248393296175923,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,9,0.37615979860640036,0.19514412362352201,0.11788687010365995,1.2016695028423847,moderate_separation,36.0,37.0,37.0,2.0,0.6829826123671678,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,9,0.6060406822217306,0.1292734517285552,0.030562364734453847,3.791645049481054,clear_separation,37.0,38.0,42.0,6.0,0.9070183675141474,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,10,0.49893188945865424,0.05471589164142222,0.035319528268731984,5.541506775406116,clear_separation,45.0,48.0,53.0,9.0,0.9279470763473014,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,10,0.28025622295125396,0.19186491693260077,0.03735474971567934,1.2226534792989012,moderate_separation,47.0,48.0,53.0,7.0,0.8877897247845774,2,1,1,1,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,10,0.45741475180233326,0.11764813129876359,0.056521827440606784,2.626255153948869,clear_separation,36.0,38.0,40.0,5.0,0.8616875459946007,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,11,0.39476032508777165,0.10873840713019589,0.10993972415814281,1.8052117180718874,clear_separation,36.0,37.0,41.0,6.0,0.8266311909766594,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,11,0.32793573382898883,0.11306990223928337,0.10212033365333147,1.5239340784617976,clear_separation,41.0,43.0,54.0,14.0,0.9210551535434678,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,11,0.634812913580789,0.05064130555003131,0.0783617397371763,4.920914170417178,clear_separation,39.0,44.0,53.0,15.0,0.9805148518739304,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,12,0.4195738482542025,0.0872270499183323,0.02388522994821622,3.7761249139890927,clear_separation,36.0,52.0,53.0,18.0,0.9340105635205597,1,5,1,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,12,0.30890291885404475,0.06942405111643773,0.04196441959379577,2.7732036976935097,clear_separation,37.0,38.0,39.0,3.0,0.7756386955149677,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,12,0.5842462860823956,0.13600399930175341,0.053054908897085654,3.0902869991607367,clear_separation,36.0,38.0,43.0,8.0,0.9041837500279443,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,13,0.06906802113766596,0.11579964857984246,0.05172079495658697,0.4122960737185862,no_clear_separation,34.0,35.0,35.0,2.0,0.23060500514988055,1,5,3,6,no_clear_prepost_separation
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,13,0.4003305488000042,0.059491541254671564,0.06311975152953105,3.265038151947316,clear_separation,51.0,52.0,54.0,4.0,0.8005962902743643,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,13,0.4950027846570072,0.09728228774997225,0.0553624916997777,3.2428412320511764,clear_separation,37.0,51.0,53.0,17.0,0.9063692212159847,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,14,0.2515703669510468,0.07487480098640711,0.03913600993352703,2.2065483520480873,clear_separation,36.0,39.0,52.0,17.0,0.7374717978666088,3,3,1,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,14,0.3254814364010623,0.07336908578324203,0.10752273917255831,1.7993153448509431,clear_separation,36.0,38.0,39.0,4.0,0.7309824148912282,1,1,5,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,14,0.6090666762140932,0.1284397650095113,0.06215812739276736,3.195558295726525,clear_separation,36.0,38.0,43.0,8.0,0.9176609575163954,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,15,0.2649894794319359,0.05262019955751163,0.03999537402854362,2.861176249000031,clear_separation,38.0,40.0,44.0,7.0,0.8859222326512698,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,15,0.5198770955938461,0.12396786291154013,0.08662137647520927,2.468678347990451,clear_separation,36.0,37.0,40.0,5.0,0.7557708134834353,1,3,3,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,15,0.6593001738692873,0.13401465090954762,0.05493177131079152,3.489349870305811,clear_separation,36.0,38.0,50.0,15.0,0.9356369920154756,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,16,0.3667079328493074,0.06888790290287322,0.0496520189235532,3.0935395198443283,clear_separation,40.0,41.0,42.0,3.0,0.8678865256727181,3,1,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,16,0.29024831855625477,0.07514142421808769,0.04053193550393324,2.5092062619583424,clear_separation,36.0,37.0,38.0,3.0,0.7647858456901869,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,16,0.49903039773353225,0.09687623464072495,0.05594809303036871,3.265385854060738,clear_separation,37.0,39.0,42.0,6.0,0.8990600208707439,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,17,0.28059547258320394,0.0838347978584398,0.03515744193969038,2.3580989235872267,clear_separation,35.0,40.0,42.0,8.0,0.8608380405749644,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,17,0.4361678622354994,0.1169116714475476,0.11625996167086072,1.8705871567747965,clear_separation,36.0,37.0,38.0,3.0,0.6146016965596808,1,3,3,4,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,17,0.7517456480852505,0.12190174339934609,0.0891827019262872,3.5613502782052757,clear_separation,37.0,39.0,41.0,5.0,0.8772477024539341,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,18,0.11069681929311843,0.07407094017000387,0.05312663298871286,0.8702746172286737,weak_separation,34.0,35.0,38.0,5.0,0.5756956749650644,1,3,7,8,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,18,0.7522675046168346,0.0763749478844961,0.10320549694526095,4.1890279608672705,clear_separation,38.0,40.0,42.0,5.0,0.8682531733550567,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,18,0.7067742504833172,0.09596926706307086,0.051268186527722776,4.800234133684514,clear_separation,37.0,40.0,51.0,15.0,0.9562170577885546,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,19,0.4761555339662868,0.20219902318981392,0.0543638710937442,1.8559017869514318,clear_separation,35.0,36.0,38.0,4.0,0.48175757379073536,3,3,3,6,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,19,0.29037108634933767,0.10858984393662827,0.07607029154903731,1.5724622186897401,clear_separation,36.0,39.0,52.0,17.0,0.9238038320959254,1,3,1,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,19,0.5288640205950808,0.10297300173124052,0.01996065331707056,4.302027954730908,clear_separation,37.0,41.0,50.0,14.0,0.9786709350304225,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,20,0.15140700638344226,0.035925750282584934,0.0689160466438111,1.4441473803595453,moderate_separation,37.0,39.0,40.0,4.0,0.7105992740342791,1,1,3,2,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,20,0.8488391158359716,0.1132828339524837,0.18347746871164358,2.8603526422355956,clear_separation,42.0,52.0,55.0,14.0,0.9380189158594018,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,20,0.8840257235117834,0.11289707619548342,0.07886184888957089,4.610089064275237,clear_separation,38.0,43.0,52.0,15.0,0.9822417922195834,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,21,0.24278091399641075,0.07601595314363163,0.044262254724517974,2.0184946076229373,clear_separation,36.0,37.0,39.0,4.0,0.7379620102915561,1,1,1,0,monotonic_clear_progress
W002,45,H,40,48,30,60,30,37,53,60,1,H_region_1_ambiguous_change_19_21,2;3,19;21,19.0,21.0,20.0,2,ambiguous_change,0.11136690433898269,contiguous latitude features with same bootstrap dH 90% sign class,21,0.42797054060354645,0.03500123810713221,0.11016247771387602,2.948192240623329,clear_separation,39.0,40.0,42.0,4.0,0.7667460027865812,3,3,3,6,nonmonotonic_progress
W002,45,H,40,48,30,60,30,37,53,60,2,H_region_2_stable_positive_change_23_35,4;5;6;7;8;9;10,23;25;27;29;31;33;35,23.0,35.0,29.0,7,stable_positive_change,0.7700448223913712,contiguous latitude features with same bootstrap dH 90% sign class,21,0.6273613178882892,0.06723766061131782,0.07019283700337012,4.564935212904589,clear_separation,38.0,40.0,53.0,16.0,0.9340934521574144,1,1,1,0,monotonic_broad_progress
W002,45,H,40,48,30,60,30,37,53,60,0,H_region_0_stable_negative_change_15_17,0;1,15;17,15.0,17.0,16.0,2,stable_negative_change,0.11858827326964612,contiguous latitude features with same bootstrap dH 90% sign class,22,0.3828835516834578,0.040995621499015214,0.03941294533101122,4.761725855564934,clear_separation,39.0,43.0,47.0,9.0,0.970137541601114,1,1,1,0,monotonic_clear_progress
