window_id,object,baseline_config,metric,profile_value,field2d_value,difference_2d_minus_profile,agreement_class
W113,P,C0_full_stage,pattern_mean_early,0.20337396288977128,0.17116699994069381,-0.03220696294907746,consistent
W113,P,C0_full_stage,pattern_mean_late,1.0160032622980908,0.8973144603869112,-0.11868880191117959,consistent
W113,P,C0_full_stage,pattern_positive_growth_area,,1.5535276874837307,,unresolved
W113,P,C1_buffered_stage,dist_core_growth_share,,0.1778068698022079,,unresolved
W113,P,C1_buffered_stage,dist_early_growth_share,,0.40707142857942746,,unresolved
W113,P,C1_buffered_stage,dist_growth_center,107.06897590759623,112.37412751360856,5.3051516060123305,consistent
W113,P,C1_buffered_stage,dist_late_growth_share,,0.21640612234688217,,unresolved
W113,P,C1_buffered_stage,dist_mean_compare,,0.4935929081099318,,unresolved
W113,P,C1_buffered_stage,dist_mean_core,0.5651956050644203,0.49962101582946894,-0.06557458923495141,consistent
W113,P,C1_buffered_stage,dist_mean_early,0.2816721721319385,0.2993700720461093,0.01769789991417081,consistent
W113,P,C1_buffered_stage,dist_mean_late,0.752570244038902,0.6841988795420322,-0.06837136449686987,consistent
W113,P,C1_buffered_stage,dist_positive_growth_area,,0.764173098420638,,unresolved
W113,P,C1_buffered_stage,pattern_core_growth_share,,0.19185614075465254,,unresolved
W113,P,C1_buffered_stage,pattern_early_growth_share,,0.2747957201239225,,unresolved
W113,P,C1_buffered_stage,pattern_growth_center,107.27268852459608,115.45870047319912,8.186011948603038,consistent
W113,P,C1_buffered_stage,pattern_late_growth_share,,0.24951072267494614,,unresolved
W113,P,C1_buffered_stage,pattern_mean_compare,,0.5418050133010794,,unresolved
W113,P,C1_buffered_stage,pattern_mean_core,0.6813308810698455,0.5100505342051589,-0.17128034686468663,consistent
W113,P,C1_buffered_stage,pattern_mean_early,0.2600774118131047,0.20149251878951996,-0.058584893023584717,consistent
W113,P,C1_buffered_stage,pattern_mean_late,1.0036773208562173,0.9011701952701913,-0.10250712558602604,consistent
W113,P,C1_buffered_stage,pattern_positive_growth_area,,1.4552389793101057,,unresolved
W113,P,C2_immediate_pre,dist_core_growth_share,,0.1778068698022079,,unresolved
W113,P,C2_immediate_pre,dist_early_growth_share,,0.40707142857942746,,unresolved
W113,P,C2_immediate_pre,dist_growth_center,107.06897590759623,112.37412751360856,5.3051516060123305,consistent
W113,P,C2_immediate_pre,dist_late_growth_share,,0.21640612234688217,,unresolved
W113,P,C2_immediate_pre,dist_mean_compare,,0.4935929081099318,,unresolved
W113,P,C2_immediate_pre,dist_mean_core,0.5651956050644203,0.49962101582946894,-0.06557458923495141,consistent
W113,P,C2_immediate_pre,dist_mean_early,0.2816721721319385,0.2993700720461093,0.01769789991417081,consistent
W113,P,C2_immediate_pre,dist_mean_late,0.752570244038902,0.6841988795420322,-0.06837136449686987,consistent
W113,P,C2_immediate_pre,dist_positive_growth_area,,0.764173098420638,,unresolved
W113,P,C2_immediate_pre,pattern_core_growth_share,,0.19185614075465254,,unresolved
W113,P,C2_immediate_pre,pattern_early_growth_share,,0.2747957201239225,,unresolved
W113,P,C2_immediate_pre,pattern_growth_center,107.27268852459608,115.45870047319912,8.186011948603038,consistent
W113,P,C2_immediate_pre,pattern_late_growth_share,,0.24951072267494614,,unresolved
W113,P,C2_immediate_pre,pattern_mean_compare,,0.5418050133010794,,unresolved
W113,P,C2_immediate_pre,pattern_mean_core,0.6813308810698455,0.5100505342051589,-0.17128034686468663,consistent
W113,P,C2_immediate_pre,pattern_mean_early,0.2600774118131047,0.20149251878951996,-0.058584893023584717,consistent
W113,P,C2_immediate_pre,pattern_mean_late,1.0036773208562173,0.9011701952701913,-0.10250712558602604,consistent
W113,P,C2_immediate_pre,pattern_positive_growth_area,,1.4552389793101057,,unresolved
W113,V,C0_full_stage,dist_core_growth_share,,0.23109592725601652,,unresolved
W113,V,C0_full_stage,dist_early_growth_share,,0.1413426073046322,,unresolved
W113,V,C0_full_stage,dist_growth_center,112.31231745202764,116.13448166559847,3.8221642135708294,consistent
W113,V,C0_full_stage,dist_late_growth_share,,0.3929008931798243,,unresolved
W113,V,C0_full_stage,dist_mean_compare,,0.3681337473634734,,unresolved
W113,V,C0_full_stage,dist_mean_core,0.2773318730571835,0.28573233429754696,0.008400461240363477,consistent
W113,V,C0_full_stage,dist_mean_early,0.13269780920637606,0.15196905092265603,0.019271241716279974,consistent
W113,V,C0_full_stage,dist_mean_late,0.6250851913615658,0.6337392916438466,0.008654100282280752,consistent
W113,V,C0_full_stage,dist_positive_growth_area,,0.927938359020678,,unresolved
W113,V,C0_full_stage,pattern_core_growth_share,,0.05536822369145952,,unresolved
W113,V,C0_full_stage,pattern_early_growth_share,,0.05354841680230872,,unresolved
W113,V,C0_full_stage,pattern_growth_center,119.54343870876926,124.85414135342027,5.310702644651016,consistent
W113,V,C0_full_stage,pattern_late_growth_share,,0.4065698088911551,,unresolved
W113,V,C0_full_stage,pattern_mean_compare,,0.20335073984356228,,unresolved
W113,V,C0_full_stage,pattern_mean_core,-0.06192940588326284,0.05235581630934354,0.11428522219260638,consistent
W113,V,C0_full_stage,pattern_mean_early,-0.03634332507287985,0.03167873504281023,0.06802206011569008,consistent
W113,V,C0_full_stage,pattern_mean_late,-0.052422419119287245,0.4656196987648455,0.5180421178841328,consistent
W113,V,C0_full_stage,pattern_positive_growth_area,,1.5741013269180524,,unresolved
W113,V,C1_buffered_stage,dist_core_growth_share,,0.23563133019802687,,unresolved
W113,V,C1_buffered_stage,dist_early_growth_share,,0.14205358510299734,,unresolved
W113,V,C1_buffered_stage,dist_growth_center,112.49189816034996,116.19020886787872,3.698310707528762,consistent
W113,V,C1_buffered_stage,dist_late_growth_share,,0.4190286732815203,,unresolved
W113,V,C1_buffered_stage,dist_mean_compare,,0.3456762576717711,,unresolved
W113,V,C1_buffered_stage,dist_mean_core,0.24917478272351765,0.2645542629180628,0.015379480194545131,consistent
W113,V,C1_buffered_stage,dist_mean_early,0.10010433099478751,0.12002140952346932,0.01991707852868181,consistent
W113,V,C1_buffered_stage,dist_mean_late,0.6102869408878716,0.6200043026722981,0.009717361784426504,consistent
W113,V,C1_buffered_stage,dist_positive_growth_area,,0.909787423406224,,unresolved
W113,V,C1_buffered_stage,pattern_core_growth_share,,0.053767708574195466,,unresolved
W113,V,C1_buffered_stage,pattern_early_growth_share,,0.055486623377041966,,unresolved
W113,V,C1_buffered_stage,pattern_growth_center,119.49920788514694,125.09533467648512,5.596126791338179,consistent
W113,V,C1_buffered_stage,pattern_late_growth_share,,0.413578942539999,,unresolved
W113,V,C1_buffered_stage,pattern_mean_compare,,0.2023283669263512,,unresolved
W113,V,C1_buffered_stage,pattern_mean_core,-0.05428649017067214,0.061707146225519816,0.11599363639619195,consistent
W113,V,C1_buffered_stage,pattern_mean_early,-0.02955359905542167,0.03740740081002723,0.0669609998654489,consistent
W113,V,C1_buffered_stage,pattern_mean_late,-0.055009098921253066,0.45162206546317396,0.506631164384427,consistent
W113,V,C1_buffered_stage,pattern_positive_growth_area,,1.505420337850983,,unresolved
W113,V,C2_immediate_pre,dist_core_growth_share,,0.23563133019802687,,unresolved
W113,V,C2_immediate_pre,dist_early_growth_share,,0.14205358510299734,,unresolved
W113,V,C2_immediate_pre,dist_growth_center,112.49189816034996,116.19020886787872,3.698310707528762,consistent
W113,V,C2_immediate_pre,dist_late_growth_share,,0.4190286732815203,,unresolved
W113,V,C2_immediate_pre,dist_mean_compare,,0.3456762576717711,,unresolved
W113,V,C2_immediate_pre,dist_mean_core,0.24917478272351765,0.2645542629180628,0.015379480194545131,consistent
W113,V,C2_immediate_pre,dist_mean_early,0.10010433099478751,0.12002140952346932,0.01991707852868181,consistent
W113,V,C2_immediate_pre,dist_mean_late,0.6102869408878716,0.6200043026722981,0.009717361784426504,consistent
W113,V,C2_immediate_pre,dist_positive_growth_area,,0.909787423406224,,unresolved
W113,V,C2_immediate_pre,pattern_core_growth_share,,0.053767708574195466,,unresolved
W113,V,C2_immediate_pre,pattern_early_growth_share,,0.055486623377041966,,unresolved
W113,V,C2_immediate_pre,pattern_growth_center,119.49920788514694,125.09533467648512,5.596126791338179,consistent
W113,V,C2_immediate_pre,pattern_late_growth_share,,0.413578942539999,,unresolved
W113,V,C2_immediate_pre,pattern_mean_compare,,0.2023283669263512,,unresolved
W113,V,C2_immediate_pre,pattern_mean_core,-0.05428649017067214,0.061707146225519816,0.11599363639619195,consistent
W113,V,C2_immediate_pre,pattern_mean_early,-0.02955359905542167,0.03740740081002723,0.0669609998654489,consistent
W113,V,C2_immediate_pre,pattern_mean_late,-0.055009098921253066,0.45162206546317396,0.506631164384427,consistent
W113,V,C2_immediate_pre,pattern_positive_growth_area,,1.505420337850983,,unresolved
