day,feature_valid,date_mmdd,strength_mean,strength_max,strength_min,amplitude,weighted_l2_norm,axis_lat,min_lat,centroid_lat,spread,width_proxy,north_mean_35_45,south_mean_25_35,NS_contrast,skewness,raw_daily_speed
10,True,04-11,41.384864827876925,50.22130628466522,26.42288696896686,23.798419315698357,42.05356100071925,31.0,45.0,33.82004202781369,5.8201163633111355,5.8201163633111355,37.02827643813268,45.70375754675025,-8.675481108617575,-0.46882305480042896,0.29085666161211576
11,True,04-12,41.1829550516652,50.06038525528524,25.936744553808385,24.123640701476855,41.87935948607828,31.0,45.0,33.78661365359299,5.810944484274289,5.810944484274289,36.67087743892815,45.6542894189324,-8.983411980004249,-0.4875407857436995,0.26681520554473404
12,True,04-13,40.93339872120887,49.7233797062813,25.55540083527473,24.167978871006568,41.63649656198041,33.0,45.0,33.77677448488634,5.805929333108238,5.805929333108238,36.41929794440556,45.40072162397244,-8.98142367956688,-0.5121816763407722,0.3468020076487439
13,True,04-14,40.59327576003494,49.34569398466817,25.208527575175722,24.13716640949245,41.298330735583775,33.0,45.0,33.77451733539121,5.801474085900119,5.801474085900119,36.120561002202464,45.014964714445064,-8.8944037122426,-0.5245393375441466,0.36286291503505624
14,True,04-15,40.25254810862694,48.96229547844678,24.97131736815448,23.990978110292296,40.951321734033385,33.0,45.0,33.7851584805106,5.7986556940825995,5.7986556940825995,35.89701935928597,44.551660926544244,-8.654641567258274,-0.5280282877162937,0.5100144470309155
15,True,04-16,39.9006996242953,48.320758411055024,24.87646281147185,23.444295599583175,40.56606497798156,33.0,45.0,33.826900410004676,5.801310673925236,5.801310673925236,35.88654580260408,43.841862453740646,-7.955316651136563,-0.5610860679316353,0.5531407525922424
16,True,04-17,39.534711850571746,47.7290369606928,24.88857455288082,22.840462407811984,40.16297648572622,33.0,45.0,33.88010438657634,5.805548645792955,5.805548645792955,35.90799479534259,43.07456302284841,-7.16656822750582,-0.5735881973228385,0.549216323596897
17,True,04-18,39.15059897324831,47.135134654370155,24.86600678985642,22.269127864513734,39.749005941202576,33.0,45.0,33.93199392186964,5.807909792494145,5.807909792494145,35.888047043581516,42.31465989275577,-6.426612849174255,-0.577152337794053,0.5078192086287994
18,True,04-19,38.762208892529976,46.63622927383483,24.827374322925586,21.808854950909243,39.3389871477046,33.0,45.0,33.97738500635832,5.808933899803471,5.808933899803471,35.798791195945974,41.62082488288634,-5.822033686940365,-0.5632562582752033,0.5862622679892554
19,True,04-20,38.397318791457664,46.108397857836614,24.973589892449255,21.13480796538736,38.94612190964778,33.0,45.0,34.04504884769116,5.811714912461769,5.811714912461769,35.85425073013997,40.82669853224769,-4.972447802107723,-0.539479074530901,0.7258637878826457
20,True,04-21,38.057167190339754,45.607682410391426,25.248662874735984,20.35901953565544,38.5813142134144,33.0,45.0,34.141922342106156,5.812303741791608,5.812303741791608,36.10373193529362,39.88123564882308,-3.7775037135294625,-0.49841326384393503,0.5582331373641405
21,True,04-22,37.718759930451256,45.209660143068966,25.370451331546494,19.83920881152247,38.23785075501861,33.0,45.0,34.21056101760875,5.808372066898898,5.808372066898898,36.15951995900094,39.1414892685991,-2.9819693095981634,-0.45538245754746354,0.3388348254538568
22,True,04-23,37.44414890644817,45.03405543451678,25.29146565274227,19.74258978177451,37.96949418843691,33.0,45.0,34.2386611126105,5.802537270629572,5.802537270629572,36.03556076545659,38.71552287586296,-2.679962110406372,-0.42308084829518633,0.2611135224826521
23,True,04-24,37.1973129827494,44.90520380051611,24.977924139231597,19.927279661284516,37.73415184346136,33.0,45.0,34.23219350465114,5.795679588017402,5.795679588017402,35.740237838838134,38.521385909182115,-2.7811480703439813,-0.4154648537193992,0.30125092998273223
24,True,04-25,36.920415501676224,44.77653119395127,24.70747048652375,20.06906070742752,37.466002993336566,33.0,45.0,34.219047344977135,5.790706187487469,5.790706187487469,35.3689775046219,38.346788347481,-2.9778108428590997,-0.3981010475480078,0.3962669250035208
25,True,04-26,36.55512184167704,44.30043532352049,24.401438553326106,19.898996770194383,37.0940495223432,33.0,45.0,34.20060325866637,5.792275287262073,5.792275287262073,34.9039421051038,38.08820703640056,-3.1842649312967595,-0.4122509209190838,0.5736604295410315
26,True,04-27,36.028548266851956,43.573426620602,24.348497274816364,19.224929345785636,36.5388198548656,33.0,45.0,34.20095854468634,5.803816709191266,5.803816709191266,34.389197234689526,37.55757906022465,-3.1683818255351213,-0.396987443006889,0.6943853713863308
27,True,04-28,35.375547243822346,42.66233833381797,24.238468926517978,18.423869407299993,35.85692299760129,33.0,45.0,34.214038495501434,5.81400733811631,5.81400733811631,33.83589132069691,36.80792624673764,-2.9720349260407275,-0.38144863088418823,0.715017709840063
28,True,04-29,34.72030279379981,41.695937734087735,24.15068089363214,17.545256840455597,35.17275281680981,33.0,45.0,34.24635011039543,5.823324191153677,5.823324191153677,33.388985276328384,35.942464950129114,-2.55347967380073,-0.3725649597517942,0.582233746532359
29,True,04-30,34.17929775326031,40.956327615885385,24.056275325579694,16.90005229030569,34.61304900758447,33.0,45.0,34.27440470394847,5.828863927843677,5.828863927843677,33.009018303407515,35.240914909273584,-2.231896605866069,-0.36388123474615597,0.5756899129494201
30,True,05-01,33.728220296519545,40.22488220457989,24.22439351450425,16.000488690075642,34.138842133132734,33.0,45.0,34.33290543605433,5.837365126248304,5.837365126248304,32.87266298434124,34.471225142988665,-1.5985621586474252,-0.3484320868881624,0.6674834559616041
31,True,05-02,33.35071317438235,39.51245680820512,24.635945908515268,14.876510899689855,33.73953730987342,33.0,45.0,34.43006280124862,5.847041248138854,5.847041248138854,32.98856589766231,33.593507641756275,-0.6049417440939635,-0.35282149804854684,0.6403724895242072
32,True,05-03,33.01327036457177,39.249241637244275,24.70697433925167,14.542267297992606,33.41428821585789,35.0,25.0,34.52766078564319,5.840503892069411,5.840503892069411,33.154314157323405,32.73854608340362,0.41576807391978576,-0.3546201642486913,0.524269717074809
33,True,05-04,32.80679959753397,39.19349467771982,23.805812011100695,15.387682666619124,33.228695067212335,35.0,25.0,34.61470416824263,5.832043338923936,5.832043338923936,33.387907036869656,32.07909634019882,1.3088106966708395,-0.3865480127603826,0.5333589101464872
34,True,05-05,32.71796070741116,39.410336720341306,22.946083009587802,16.464253710753503,33.17685313043663,35.0,25.0,34.707289652942116,5.818721645178072,5.818721645178072,33.772914086542244,31.499931083247322,2.2729830032949216,-0.4125718353865487,0.5023861668683026
35,True,05-06,32.63563852455941,39.636826153771906,22.126329694884138,17.51049645888777,33.1461214025896,35.0,25.0,34.787690882398145,5.798798216649252,5.798798216649252,34.11588121462905,30.972961880866812,3.1429193337622365,-0.43401844179724947,0.5131796943491251
36,True,05-07,32.54629302964642,39.76984088757592,21.339639930300415,18.430200957275503,33.10453874511566,35.0,25.0,34.87728049677932,5.784826319887557,5.784826319887557,34.489729087028756,30.40312257123299,4.086606515795765,-0.4597867467318153,0.4541786154959127
37,True,05-08,32.44449483911634,39.73404581076555,20.61616165902916,19.11788415173639,33.036314382260635,35.0,25.0,34.96280828502197,5.7794445846651294,5.7794445846651294,34.7840553383842,29.899910123103574,4.8841452152806255,-0.5160492882288765,0.395879655099901
38,True,05-09,32.35365507011786,39.859767791268986,19.89700537808877,19.962762413180215,33.000724540286235,37.0,25.0,35.031186734228235,5.761575433501606,5.761575433501606,35.0232683481855,29.468432461502903,5.5548358866826,-0.5423934222053255,0.3072980404862757
39,True,05-10,32.237258546705185,40.12331736153709,19.33409638177991,20.78922097975718,32.93913655942338,37.0,25.0,35.06808236942234,5.739316945781896,5.739316945781896,35.09956176389279,29.146691833640524,5.9528699302522625,-0.5322541545822047,0.3916602984004012
40,True,05-11,32.08489829252758,40.57911814803734,18.825809557757307,21.75330859028003,32.856727575017324,37.0,25.0,35.07662592525195,5.705665184103519,5.705665184103519,35.03149673173337,28.890616660884284,6.140880070849086,-0.4725691046623293,0.29869111622999367
41,True,05-12,31.90856513310751,40.744025992161305,18.422634628213586,22.32139136394772,32.727802419618364,37.0,25.0,35.07516577255679,5.681375500493461,5.681375500493461,34.861410045996976,28.697640197363302,6.163769848633674,-0.43661364307206296,0.2737790955405356
42,True,05-13,31.717433985734743,40.70298108890657,18.100751614886974,22.602229474019595,32.569295558118604,37.0,25.0,35.066730400566485,5.66272329935241,5.66272329935241,34.613228299273906,28.561164146837303,6.0520641524366035,-0.4155044973209552,0.3209852977475767
43,True,05-14,31.517798631789844,40.85620086955384,17.73048026154066,23.12572060801318,32.41623400761602,35.0,25.0,35.05726869125425,5.638332048538926,5.638332048538926,34.365827843511624,28.4028140311545,5.963013812357126,-0.38051540753295066,0.33695643444599704
44,True,05-15,31.306879749339533,40.87249627193087,17.420505934245725,23.451990337685146,32.23632793118672,35.0,25.0,35.02871784393084,5.617542938380556,5.617542938380556,33.99493424290985,28.35244995964147,5.642484283268381,-0.36201728941503514,0.47803839220519
45,True,05-16,31.132069405020854,40.91502143504768,17.295064419257624,23.619957015790053,32.07856485640405,35.0,25.0,34.96167728047608,5.59871589258177,5.59871589258177,33.45477475359431,28.55313599843089,4.901638755163418,-0.3385232402132317,0.544357575781416
46,True,05-17,30.94989724555516,41.02139273003805,17.234347067651072,23.78704566238698,31.926948051815728,35.0,25.0,34.87919141517758,5.574311354365926,5.574311354365926,32.85843840912115,28.79148504132233,4.0669533677988206,-0.29641116738772627,0.3617808637965623
47,True,05-18,30.726146490087373,40.84549905556359,17.2186980149286,23.626801040634994,31.70510358020219,35.0,25.0,34.82924834347861,5.565993247197771,5.565993247197771,32.38377058033675,28.824283040072782,3.5594875402639694,-0.27218156419925604,0.2782000853090813
48,True,05-19,30.50142323991188,40.62283551441646,17.11656179049978,23.506273723916678,31.47679071151398,35.0,25.0,34.80529783437173,5.562747183458226,5.562747183458226,32.01844932942132,28.747183835591994,3.271265493829329,-0.2611975135287242,0.31304414063026587
49,True,05-20,30.213567916427507,40.23794875587349,16.85563080953944,23.382317946334048,31.178774698264263,35.0,25.0,34.805615121742896,5.563370362505276,5.563370362505276,31.68528130924729,28.51365970697389,3.171621602273401,-0.2690451757310919,0.3345019324351484
50,True,05-21,29.902584722145786,39.82362595901146,16.50044226951357,23.32318368949789,30.86505670860413,35.0,25.0,34.82929762409141,5.562197419258255,5.562197419258255,31.461104978729924,28.116843194203625,3.3442617845262994,-0.28458482279537534,0.34730153336778435
51,True,05-22,29.577867440982004,39.590988870033414,16.00864714283015,23.582341727203264,30.56586707717921,35.0,25.0,34.853852249171034,5.549162479303698,5.549162479303698,31.24671744620126,27.675682112085912,3.571035334115347,-0.28630102234927635,0.3510705392483295
52,True,05-23,29.230081420084918,39.19355736711512,15.583486751804967,23.61007061531015,30.23319726040016,35.0,25.0,34.86561276387305,5.5385427966921235,5.5385427966921235,30.92366617453203,27.30411264240193,3.6195535321301016,-0.2954536547924054,0.3080230910835427
53,True,05-24,28.971067301919824,38.924863260624846,15.159755369009531,23.765107891615315,29.98424344804788,35.0,25.0,34.903637382676045,5.534330187342541,5.534330187342541,30.805303881966186,26.90456763101169,3.9007362509544947,-0.3083872251998992,0.3730147947130827
54,True,05-25,28.752452348280396,38.78443063885249,14.583949216496716,24.200481422355775,29.8045260982325,35.0,25.0,34.96748191385877,5.520748754414916,5.520748754414916,30.86437705247131,26.398920622902477,4.465456429568832,-0.32744052759172243,0.3165924997594688
55,True,05-26,28.562546430732215,38.72606029224208,14.0716646986776,24.65439559356448,29.659060845641775,35.0,25.0,35.01887097064198,5.504422790619416,5.504422790619416,30.901011042846395,25.97267640973157,4.928334633114826,-0.33664052012504836,0.2761886385999532
56,True,05-27,28.354247382234146,38.811897209643014,13.619520982701866,25.19237622694115,29.506830258883266,35.0,25.0,35.029556057085244,5.4788542222585646,5.4788542222585646,30.733663115928618,25.71661134310682,5.017051772821798,-0.32368110230438685,0.3198838673589952
57,True,05-28,28.176542412473584,39.07328297696132,13.15556904595891,25.917713931002414,29.406294255191433,35.0,25.0,35.03437187368926,5.445265615800377,5.445265615800377,30.58441684689784,25.50013658816481,5.084280258733031,-0.29739373945758907,0.3078678126358189
58,True,05-29,28.047512045396356,39.30796865983796,12.699659804717331,26.60830885512063,29.35935009370434,35.0,25.0,35.03695900304996,5.410230683844829,5.410230683844829,30.48676029727834,25.32720225237543,5.159558044902912,-0.2790292378583365,0.25407746391792146
59,True,05-30,27.899005509001157,39.41039769683233,12.241638801916537,27.16875889491579,29.277360877288253,35.0,25.0,35.05608906309264,5.383165872601163,5.383165872601163,30.424038760542288,25.083790242072098,5.34024851847019,-0.27279235362371684,0.28727770652961676
60,True,05-31,27.655408914547742,39.36323637368226,11.800215384396374,27.56302098928589,29.089542146904357,35.0,25.0,35.07464309622694,5.358656131272695,5.358656131272695,30.249644907219217,24.764438473512485,5.4852064337067326,-0.2658820049703434,0.3249725689811435
61,True,06-01,27.345407047835494,39.03784457322555,11.379654260144141,27.658190313081406,28.792574696198212,35.0,25.0,35.100995010964596,5.34964841260312,5.34964841260312,30.00768207287942,24.38847013801942,5.619211934859997,-0.27863362587585416,0.39683600917696715
62,True,06-02,26.986986845453245,38.46890109758914,11.053147778098436,27.415753319490705,28.41929507085393,35.0,25.0,35.130820730501796,5.350528099840056,5.350528099840056,29.71967143801618,23.964888296760762,5.75478314125542,-0.3001097405433785,0.34707576384110994
63,True,06-03,26.667669032139337,38.09663690771227,10.668381728581277,27.428255179130996,28.102675706584826,35.0,25.0,35.163599349510044,5.345822663191057,5.345822663191057,29.49060068504646,23.557560469258487,5.9330402157879725,-0.3167173890487161,0.3651971217148851
64,True,06-04,26.372189748462212,37.769750865122404,10.24512911514579,27.524621749976614,27.828742448669768,35.0,25.0,35.2167124288206,5.335979971446507,5.335979971446507,29.387422824042947,23.06508533335944,6.3223374906835055,-0.3328587044676597,0.4734288004204123
65,True,06-05,26.042538567633276,37.400096773095385,9.7024849399807,27.697611833114685,27.528387241454812,35.0,25.0,35.30145030450351,5.32607464952958,5.32607464952958,29.361683065287963,22.426257491641316,6.935425573646647,-0.3585151724213911,0.4827975865741517
66,True,06-06,25.68875049020446,36.92691579121355,9.131867936108534,27.795047855105018,27.208293667160056,35.0,25.0,35.3835052082506,5.31304855753446,5.31304855753446,29.30064169218332,21.772491070693377,7.528150621489942,-0.3839379281569483,0.5090980758591679
67,True,06-07,25.261714119948646,36.24068604150304,8.72856837197267,27.51211766953037,26.776283942003122,35.0,25.0,35.446897376510655,5.311828673833079,5.311828673833079,29.042855546925455,21.1800093988468,7.862846148078656,-0.416360256512743,0.4013197215690397
68,True,06-08,24.91139642763664,35.80554286638053,8.308229710979502,27.497313155401024,26.44803665809215,35.0,25.0,35.50182762031876,5.29986458486694,5.29986458486694,28.84766487080655,20.67344929187564,8.174215578930909,-0.4368600696824501,0.34874643920290566
69,True,06-09,24.638361827063893,35.500069679927094,7.837808398393722,27.66226128153337,26.20742536445231,37.0,25.0,35.565439192316994,5.286227381569517,5.286227381569517,28.758977966450306,20.21562768987375,8.543350276576557,-0.46516873821365495,0.3656073591994041
70,True,06-10,24.388163570538644,35.57734540917205,7.236185911706025,28.341159497466023,26.040703857514423,37.0,25.0,35.6343735325672,5.252094529465495,5.252094529465495,28.74202267948292,19.721701841772763,9.020320837710155,-0.4695554774914361,0.4328511994962189
