year,mode,domain,pattern_corr_to_loo_residual_template,cosine_to_loo_residual_template,same_sign_fraction_to_loo_residual_template
2001,anomaly,profile,0.9446117695910763,0.9691486886004388,0.8641975308641975
2002,anomaly,profile,-0.020207914619676876,0.23665167976298176,0.3950617283950617
2003,anomaly,profile,0.7595655192875237,0.05065470190773187,0.1728395061728395
2004,anomaly,profile,0.660911555377656,0.8138391695358201,0.8148148148148148
2005,anomaly,profile,0.8236797047806138,0.3986909073875959,0.32098765432098764
2006,anomaly,profile,0.37991744463679455,0.39216946826718607,0.5679012345679012
2007,anomaly,profile,-0.8882714286900655,-0.49820402154649185,0.49382716049382713
2008,anomaly,profile,0.5378507562516283,0.4717748985183886,0.5061728395061729
2009,anomaly,profile,-0.5580437311112459,-0.77942862312454,0.14814814814814814
2010,anomaly,profile,0.9063928630081667,0.4726747137154552,0.37037037037037035
2011,anomaly,profile,-0.603009819683891,-0.09727648187378804,0.4074074074074074
2012,anomaly,profile,-0.23629311927469163,-0.2765452237209948,0.2839506172839506
2013,anomaly,profile,-0.9826342085293437,-0.9757312943552449,0.16049382716049382
2014,anomaly,profile,-0.43945086546248074,-0.5715219002648413,0.2345679012345679
2015,anomaly,profile,0.9871689163020121,0.2426396292630383,0.19753086419753085
2016,anomaly,profile,-0.8001695930011611,-0.8545119503406107,0.5061728395061729
2017,anomaly,profile,0.9840717923686437,0.5837891529381608,0.2345679012345679
2018,anomaly,profile,0.08392594106398484,0.38610662016492,0.5555555555555556
2019,anomaly,profile,0.8450001701677221,-0.03465117491380083,0.2222222222222222
2020,anomaly,profile,0.2714663682972801,0.5289284576526417,0.6172839506172839
2021,anomaly,profile,-0.9297682272237622,-0.9528078849385069,0.2222222222222222
2022,anomaly,profile,-0.9757109692269098,-0.8649490006398147,0.37037037037037035
2023,anomaly,profile,0.10582668884395055,0.5024680057592857,0.5555555555555556
1979,local_background_removed,object_domain_spatial,-0.027702091001176096,0.14789219887868446,0.5671870217324763
1980,local_background_removed,object_domain_spatial,0.020491075223917958,0.09742457878520529,0.5546372819100092
1981,local_background_removed,object_domain_spatial,-0.6144014165333122,-0.652756112815964,0.28680746862565043
1982,local_background_removed,object_domain_spatial,-0.5647262868539233,-0.557459008971182,0.34873992449750024
1983,local_background_removed,object_domain_spatial,-0.7488095144655658,-0.7857992797514306,0.23048668503213957
1984,local_background_removed,object_domain_spatial,-0.5953483662534372,-0.597139921763518,0.36710539740842774
1985,local_background_removed,object_domain_spatial,0.6819192744684117,0.7178499159740165,0.7363534333231303
1986,local_background_removed,object_domain_spatial,-0.633050070529806,-0.47076392352076185,0.38628711355984086
1987,local_background_removed,object_domain_spatial,-0.18347518688283287,-0.059522536621482276,0.4679114376084073
1988,local_background_removed,object_domain_spatial,-0.16232030654874238,-0.1370299454423139,0.5019895928986838
1989,local_background_removed,object_domain_spatial,0.36440250690797166,0.4564899104975735,0.6709519436792164
1990,local_background_removed,object_domain_spatial,-0.3331259532300288,-0.21669492374920618,0.35108662381389655
1991,local_background_removed,object_domain_spatial,-0.3172917189880838,-0.34438666445360716,0.44332210998877664
1992,local_background_removed,object_domain_spatial,-0.316664077772133,-0.24407077380892217,0.5126007550249975
1993,local_background_removed,object_domain_spatial,0.23062045055373623,0.3196303420122627,0.6290174471992653
1994,local_background_removed,object_domain_spatial,0.27482321680454475,0.35916420777433,0.6670747882869095
1995,local_background_removed,object_domain_spatial,-0.46655947888385485,-0.533786033367108,0.36128966431996734
1996,local_background_removed,object_domain_spatial,0.4215633461953824,0.4814255903257752,0.6953372104887257
1997,local_background_removed,object_domain_spatial,-0.23995381588587655,-0.22557014331732664,0.5234159779614325
1998,local_background_removed,object_domain_spatial,0.2181588066231009,0.2133526049583825,0.5860626466687072
1999,local_background_removed,object_domain_spatial,-0.5206848396696472,-0.5865186004011724,0.3181308029792878
2000,local_background_removed,object_domain_spatial,-0.35750291064408674,-0.5204388192502274,0.262830323436384
2001,local_background_removed,object_domain_spatial,0.2293365165270713,0.19653759739033205,0.5222936435057647
2002,local_background_removed,object_domain_spatial,0.02972660464708959,0.18680909551537297,0.5195388225691256
2003,local_background_removed,object_domain_spatial,0.5800152742458303,0.6220819291706744,0.7225793286399347
2004,local_background_removed,object_domain_spatial,-0.16358870456420246,-0.1039261299910623,0.5024997449239873
2005,local_background_removed,object_domain_spatial,0.42751360040718145,0.4674628100763048,0.544944393429242
2006,local_background_removed,object_domain_spatial,0.1690513929453025,0.12872830429317883,0.6248342005917763
2007,local_background_removed,object_domain_spatial,0.09063620304237292,0.1542440459960065,0.6259565350474441
2008,local_background_removed,object_domain_spatial,0.33267147579792117,0.2248318492152684,0.5777981838587899
2009,local_background_removed,object_domain_spatial,0.054257330065652684,-0.033470370372720486,0.4326089174574023
2010,local_background_removed,object_domain_spatial,0.2759559323167306,0.3602909855525759,0.6353433323130293
2011,local_background_removed,object_domain_spatial,-0.22152163455484292,-0.38718943132551487,0.36098357310478524
2012,local_background_removed,object_domain_spatial,-0.33466752825286544,-0.335410453347772,0.32384450566268747
2013,local_background_removed,object_domain_spatial,-0.1629813081889017,-0.08078556120569307,0.4857667584940312
2014,local_background_removed,object_domain_spatial,-0.6697256687052701,-0.7156974296385114,0.23160901948780738
2015,local_background_removed,object_domain_spatial,0.42649116296186634,0.4779171393783446,0.6690133659830629
2016,local_background_removed,object_domain_spatial,-0.13970845285560282,-0.18418638386484001,0.43148658300173454
2017,local_background_removed,object_domain_spatial,0.555704022370073,0.5902985698921813,0.6764615855524947
2018,local_background_removed,object_domain_spatial,-0.5372989652963301,-0.6506300973016844,0.2106927864503622
2019,local_background_removed,object_domain_spatial,0.3943651534634397,0.4847904041477893,0.7060504030201
2020,local_background_removed,object_domain_spatial,0.7948578211405208,0.7995353528743531,0.8194061830425466
2021,local_background_removed,object_domain_spatial,-0.7629100825681417,-0.8107363125400953,0.1564126109580655
2022,local_background_removed,object_domain_spatial,-0.4593025170012935,-0.4414795741280333,0.3149678604224059
2023,local_background_removed,object_domain_spatial,-0.36123083797349576,-0.41843574576486675,0.390776451382512
1979,local_background_removed,profile,0.06686707766418411,0.2031818969968218,0.5802469135802469
1980,local_background_removed,profile,0.683527291235419,0.6804368480175215,0.7283950617283951
1981,local_background_removed,profile,-0.9026887230025735,-0.9078051568689106,0.1728395061728395
1982,local_background_removed,profile,-0.8929335949341957,-0.9020081842485971,0.13580246913580246
1983,local_background_removed,profile,-0.939881225595939,-0.941121674906697,0.13580246913580246
1984,local_background_removed,profile,-0.9273085554466617,-0.934177588400297,0.20987654320987653
1985,local_background_removed,profile,0.7845999032244451,0.7822903904803084,0.7530864197530864
1986,local_background_removed,profile,-0.7211631743548979,-0.5602318538791345,0.24691358024691357
1987,local_background_removed,profile,-0.1918670428136193,0.00025371581904533563,0.5308641975308642
1988,local_background_removed,profile,0.7192309865578519,0.7483282838060097,0.7283950617283951
1989,local_background_removed,profile,0.804806938549305,0.8047459160237356,0.8024691358024691
1990,local_background_removed,profile,-0.6743757622091504,-0.4804897546481721,0.2222222222222222
1991,local_background_removed,profile,-0.15652372428251143,-0.3009769985793261,0.14814814814814814
1992,local_background_removed,profile,-0.05200930207537725,0.12224723481166085,0.5185185185185185
1993,local_background_removed,profile,0.9127535470263853,0.9191124752940839,0.8024691358024691
1994,local_background_removed,profile,0.5901780108755047,0.634878583818077,0.7901234567901234
1995,local_background_removed,profile,-0.7307654302516939,-0.7668677692422756,0.24691358024691357
1996,local_background_removed,profile,0.808823978657569,0.8261063769512786,0.7283950617283951
1997,local_background_removed,profile,0.9902729839604743,0.9910345661857443,0.9753086419753086
1998,local_background_removed,profile,0.7644458599196011,0.7127498608778967,0.7037037037037037
1999,local_background_removed,profile,-0.8476406596726842,-0.8667017783173531,0.14814814814814814
2000,local_background_removed,profile,-0.28032396424994366,-0.46927201251106343,0.30864197530864196
2001,local_background_removed,profile,0.9338459085236499,0.898896880641233,0.8395061728395061
2002,local_background_removed,profile,0.028535159051826534,0.1709772818193757,0.5925925925925926
2003,local_background_removed,profile,0.8328175156577691,0.813998126597707,0.7530864197530864
2004,local_background_removed,profile,-0.5807138582314895,-0.43844468228536193,0.30864197530864196
2005,local_background_removed,profile,0.87112112435605,0.8823017422136136,0.8024691358024691
2006,local_background_removed,profile,0.9248942927118085,0.8733050232585778,0.8271604938271605
2007,local_background_removed,profile,0.8520153406771153,0.8630398129820348,0.9012345679012346
2008,local_background_removed,profile,0.7645486472789775,0.6335361692296776,0.7037037037037037
2009,local_background_removed,profile,0.06338259243412123,-0.10792594052352807,0.49382716049382713
2010,local_background_removed,profile,0.8576778124148599,0.8571525581033494,0.7901234567901234
2011,local_background_removed,profile,-0.3737535543213602,-0.5143519070546277,0.2962962962962963
2012,local_background_removed,profile,-0.7163018766333307,-0.7256859335410263,0.2345679012345679
2013,local_background_removed,profile,0.4488812038052971,0.5066643296239833,0.7777777777777778
2014,local_background_removed,profile,-0.966934923583144,-0.9674682799483098,0.19753086419753085
2015,local_background_removed,profile,0.9480994644380106,0.9402186526525484,0.8148148148148148
2016,local_background_removed,profile,-0.7245761550691893,-0.7591945311263163,0.19753086419753085
2017,local_background_removed,profile,0.9859289976712412,0.9874176117836669,0.9629629629629629
2018,local_background_removed,profile,-0.7226700737820029,-0.7702204334763552,0.18518518518518517
2019,local_background_removed,profile,0.7453191490657188,0.7330895346012283,0.7901234567901234
2020,local_background_removed,profile,0.9396300781455557,0.9388273458929743,0.8641975308641975
2021,local_background_removed,profile,-0.8489113199923591,-0.8696482225610125,0.14814814814814814
2022,local_background_removed,profile,-0.8431828021816388,-0.8449910875763805,0.20987654320987653
2023,local_background_removed,profile,-0.5494637763364559,-0.623947114364628,0.1728395061728395
1979,raw,object_domain_spatial,-0.29071085633668087,-0.3354931764311597,0.3752678298132844
1980,raw,object_domain_spatial,0.5110966356633889,0.5075147654636777,0.7039077645138251
1981,raw,object_domain_spatial,-0.3811612836777079,-0.29496722806522263,0.3854708703193552
1982,raw,object_domain_spatial,-0.4202853725960286,-0.40203709115562153,0.4196510560146924
1983,raw,object_domain_spatial,-0.6661430361902644,-0.5993889393031546,0.40414243444546477
1984,raw,object_domain_spatial,0.03962973744412267,0.05341618344880729,0.5490256096316702
1985,raw,object_domain_spatial,0.16472501893250513,0.013826326062954327,0.4436282012039588
1986,raw,object_domain_spatial,-0.6494245227662463,-0.6590093010307674,0.23722069176614632
1987,raw,object_domain_spatial,-0.45246369846134177,-0.3980857643648226,0.440057137026834
1988,raw,object_domain_spatial,-0.10583649714076371,-0.14727056752474832,0.45077032955820834
1989,raw,object_domain_spatial,0.3676092715871129,0.23245095783388967,0.5081114172023263
1990,raw,object_domain_spatial,-0.13821818707849093,-0.1392960319800818,0.4180185695337211
1991,raw,object_domain_spatial,0.3265928079260317,0.34657444405533555,0.6916641159065402
1992,raw,object_domain_spatial,0.047194205654144915,0.07507048006540118,0.578818487909397
1993,raw,object_domain_spatial,-0.16233336695064352,-0.16485223020013595,0.4652586470768289
1994,raw,object_domain_spatial,0.2876246203866029,0.23686061138286307,0.5981022344658709
1995,raw,object_domain_spatial,-0.44973419454599,-0.38155138740871697,0.3825119885725946
1996,raw,object_domain_spatial,0.37034520233739654,0.2650836930793399,0.5702479338842975
1997,raw,object_domain_spatial,-0.2357708322646685,-0.21476508144769782,0.4765840220385675
1998,raw,object_domain_spatial,0.6499819400262,0.6529590742212718,0.7611468217528824
1999,raw,object_domain_spatial,-0.26087827010501724,-0.24423549911346248,0.3808795020916233
2000,raw,object_domain_spatial,0.22817651995783095,0.2322938740871959,0.5730027548209367
2001,raw,object_domain_spatial,0.5686500958219987,0.5533376544265972,0.6350372410978472
2002,raw,object_domain_spatial,-0.029587012291847105,-0.13228969290953946,0.371900826446281
2003,raw,object_domain_spatial,9.975510795127498e-05,-0.12526991361084558,0.47586980920314254
2004,raw,object_domain_spatial,0.34958381957268825,0.3165311942430063,0.5852464034282217
2005,raw,object_domain_spatial,0.27747388570193177,0.1657284219416041,0.4725028058361392
2006,raw,object_domain_spatial,0.6112839181162995,0.6233854114984462,0.8108356290174472
2007,raw,object_domain_spatial,-0.21502425240059453,-0.19833955126593747,0.5228037955310683
2008,raw,object_domain_spatial,0.7447016722012412,0.7490546610140382,0.8331802877257423
2009,raw,object_domain_spatial,0.26174663524127717,0.29470408056824066,0.5857565554535251
2010,raw,object_domain_spatial,-0.18221713737422437,-0.19876210539953573,0.45097439036832976
2011,raw,object_domain_spatial,0.3095938761388799,0.33951237226880626,0.5537190082644629
2012,raw,object_domain_spatial,-0.3379748481321125,-0.3383630600917617,0.43067033976124885
2013,raw,object_domain_spatial,-0.025188581475528965,-0.02558460684386698,0.3683297622691562
2014,raw,object_domain_spatial,-0.22660121235195846,-0.19631558432689727,0.3795531068258341
2015,raw,object_domain_spatial,0.5312109506962609,0.43164510266769174,0.6367717579838792
2016,raw,object_domain_spatial,0.38792529762591704,0.41131225941173744,0.6276910519334762
2017,raw,object_domain_spatial,0.5633968098139401,0.4750608945450199,0.6333027242118151
2018,raw,object_domain_spatial,-0.1497661009189551,-0.0697647475718794,0.43954698500153044
2019,raw,object_domain_spatial,0.06310578845751388,-0.0294565784291408,0.5254565860626467
2020,raw,object_domain_spatial,0.8018988000456995,0.7809425989468712,0.8485868788899092
2021,raw,object_domain_spatial,-0.07629760919015642,-0.02737336418319246,0.5274971941638609
2022,raw,object_domain_spatial,-0.14651973932427226,-0.11017128494254606,0.4261810019385777
2023,raw,object_domain_spatial,-0.6772142332626959,-0.6634512948509999,0.2798694010815223
1979,raw,profile,-0.079925646683175,-0.17841434687311963,0.41975308641975306
1980,raw,profile,0.8781607253320789,0.833284004214965,0.8395061728395061
1981,raw,profile,-0.32251483962644456,-0.22819086006344,0.38271604938271603
1982,raw,profile,0.19707490299254804,0.2465598413254576,0.41975308641975306
1983,raw,profile,-0.6260616706668705,-0.5136746498796101,0.3333333333333333
1984,raw,profile,-0.49121875822891303,-0.4619616272460616,0.30864197530864196
1985,raw,profile,0.255769498027522,0.06786207828268305,0.5432098765432098
1986,raw,profile,-0.967140894316865,-0.968337174829684,0.06172839506172839
1987,raw,profile,-0.47661834228220123,-0.3364537987247063,0.43209876543209874
1988,raw,profile,0.4897543447524955,0.32526928281192213,0.5679012345679012
1989,raw,profile,0.5038206619506121,0.3378460402680049,0.6049382716049383
1990,raw,profile,-0.9457700527433235,-0.9129659572751663,0.07407407407407407
1991,raw,profile,0.49780644521523176,0.4988977248645648,0.38271604938271603
1992,raw,profile,-0.20014786365020096,-0.08081486781019949,0.35802469135802467
1993,raw,profile,0.8734066537220774,0.8448064468372647,0.8518518518518519
1994,raw,profile,0.7641167101392002,0.6863009799650417,0.7654320987654321
1995,raw,profile,-0.4296899509829641,-0.3142094960396262,0.4074074074074074
1996,raw,profile,0.5672341034958139,0.4263584378864485,0.6296296296296297
1997,raw,profile,0.9747547685361857,0.971129891069778,0.9382716049382716
1998,raw,profile,0.9741792714073968,0.9693166928693302,1.0
1999,raw,profile,-0.8122112830559653,-0.7826805747975869,0.037037037037037035
2000,raw,profile,0.20993019929682666,0.21179177534563665,0.49382716049382713
2001,raw,profile,0.9539242603184638,0.9308057490677336,0.9012345679012346
2002,raw,profile,-0.31581394462441603,-0.39712388689461586,0.4567901234567901
2003,raw,profile,0.20956627603761108,0.02701930456454434,0.5308641975308642
2004,raw,profile,0.5593784804371721,0.39826856951174433,0.6666666666666666
2005,raw,profile,0.4630992256390517,0.3005295573029446,0.5925925925925926
2006,raw,profile,0.9775696328841166,0.9725463313175576,0.9506172839506173
2007,raw,profile,0.7470432479663682,0.7365705277757649,0.7901234567901234
2008,raw,profile,0.9533071844391473,0.9542908150172895,0.9259259259259259
2009,raw,profile,0.277846249818093,0.31675551053232687,0.6296296296296297
2010,raw,profile,0.6801286347085939,0.5753136346188256,0.7160493827160493
2011,raw,profile,0.35633269311440846,0.37778111269657966,0.5679012345679012
2012,raw,profile,0.3332072760000797,0.3220365748415564,0.49382716049382713
2013,raw,profile,-0.8426376474278033,-0.8418791663493582,0.16049382716049382
2014,raw,profile,-0.7547054931814098,-0.659422776114443,0.2345679012345679
2015,raw,profile,0.5366850787647856,0.3652935884934384,0.6049382716049383
2016,raw,profile,0.3534589684717474,0.38625686048165386,0.6172839506172839
2017,raw,profile,0.6455113911996785,0.5057485625278851,0.691358024691358
2018,raw,profile,-0.1752517701800373,-0.0814791825232362,0.41975308641975306
2019,raw,profile,0.1892978547560942,0.028473463795483336,0.5432098765432098
2020,raw,profile,0.8808458935740079,0.8483241695100318,0.9629629629629629
2021,raw,profile,-0.3407555753072026,-0.2462395063247397,0.345679012345679
2022,raw,profile,-0.7616801865566217,-0.6735333555612606,0.2222222222222222
2023,raw,profile,-0.8529098590345332,-0.7913652107675851,0.16049382716049382
