year,mode,domain,pseudo_event_id,pseudo_pattern_corr,pseudo_pattern_cosine
2000,raw,object_domain_spatial,PSEUDO_60_68,0.16901004753270896,0.13862760842511393
2001,raw,object_domain_spatial,PSEUDO_60_68,-0.25309248050746547,-0.1599064605934738
2002,raw,object_domain_spatial,PSEUDO_60_68,0.2364571192399536,0.27464205792943336
2003,raw,object_domain_spatial,PSEUDO_60_68,0.4644560370613608,0.4192376695010351
2004,raw,object_domain_spatial,PSEUDO_60_68,0.6361328772351247,0.612023226972255
2005,raw,object_domain_spatial,PSEUDO_60_68,0.28631002739922534,0.3182428319061419
2006,raw,object_domain_spatial,PSEUDO_60_68,0.5069885397220386,0.5246911390954476
2007,raw,object_domain_spatial,PSEUDO_60_68,0.2598743062776119,0.2919776996591256
2008,raw,object_domain_spatial,PSEUDO_60_68,-0.09301765937521725,-0.1691902604827219
2009,raw,object_domain_spatial,PSEUDO_60_68,0.7224136275783614,0.6416535389118648
2010,raw,object_domain_spatial,PSEUDO_60_68,0.7460687097366456,0.7330048740596745
2011,raw,object_domain_spatial,PSEUDO_60_68,0.6148562235548884,0.6202694455350755
2012,raw,object_domain_spatial,PSEUDO_60_68,0.2349993636282972,0.1507229543102723
2013,raw,object_domain_spatial,PSEUDO_60_68,0.3735708103027077,0.3925623831798764
2014,raw,object_domain_spatial,PSEUDO_60_68,0.24267020446658275,0.2703409171012572
2015,raw,object_domain_spatial,PSEUDO_60_68,0.7335376508081859,0.6516368850353753
2016,raw,object_domain_spatial,PSEUDO_60_68,0.7650137439919646,0.7719694656373473
2017,raw,object_domain_spatial,PSEUDO_60_68,0.10774854009978681,0.05755745640040842
2018,raw,object_domain_spatial,PSEUDO_60_68,0.47412488248162665,0.4698745915595786
2019,raw,object_domain_spatial,PSEUDO_60_68,-0.8129787051637305,-0.8163963020751195
2020,raw,object_domain_spatial,PSEUDO_60_68,-0.08414361130052035,-0.010963167569955015
2021,raw,object_domain_spatial,PSEUDO_60_68,0.3321911631046595,0.34409893380403006
2022,raw,object_domain_spatial,PSEUDO_60_68,-0.03152628605017119,0.02098211540792924
2023,raw,object_domain_spatial,PSEUDO_60_68,0.35598656720123933,0.29437570737219393
1979,raw,profile,PSEUDO_60_68,-0.7252669794452417,-0.8025389913368624
1980,raw,profile,PSEUDO_60_68,-0.5710615884692749,-0.6966388678161749
1981,raw,profile,PSEUDO_60_68,0.5918156010093341,0.6798510470774976
1982,raw,profile,PSEUDO_60_68,-0.6373050925638096,-0.7279399718634668
1983,raw,profile,PSEUDO_60_68,-0.2659314158037253,-0.37585547131380387
1984,raw,profile,PSEUDO_60_68,0.9265770155227079,0.9472976073708358
1985,raw,profile,PSEUDO_60_68,0.5043650494629364,0.5356122930403834
1986,raw,profile,PSEUDO_60_68,-0.0850888843486968,0.09225384114210478
1987,raw,profile,PSEUDO_60_68,0.45504944476406844,0.5903131917323774
1988,raw,profile,PSEUDO_60_68,-0.8874476085596071,-0.9239241083495313
1989,raw,profile,PSEUDO_60_68,0.5485129979770123,0.6038163794169681
1990,raw,profile,PSEUDO_60_68,-0.8886424363129054,-0.9135123336313757
