window_id,segment_id,object_A,object_B,baseline_config,branch,observed_classified_type,start_day,end_day,duration,P_same_type_matched,P_near_instead,P_uncertain_instead,P_opposite_dominant,P_absent_or_fragmented,support_class,matched_start_day_median,matched_start_day_q025,matched_start_day_q975,matched_end_day_median,matched_end_day_q025,matched_end_day_q975,matching_rule
W045,SEG00001,H,Je,C0_full_stage,dist,uncertain_segment,4,15,12,0.943,0.003,0.0,0.0,0.054,tendency,4.0,4.0,10.0,15.0,8.0,22.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00237,P,V,C0_full_stage,dist,short_uncertain,63,64,2,0.825,0.001,0.0,0.0,0.174,exploratory_signal,61.0,46.0,64.0,65.0,63.0,70.39999999999998,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00238,P,V,C0_full_stage,dist,A_dominant_segment,65,74,10,0.666,0.0,0.31,0.013,0.011,unresolved,66.0,38.625,70.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00239,P,V,C0_full_stage,pattern,uncertain_segment,4,16,13,0.439,0.0,0.0,0.0,0.561,unresolved,4.0,4.0,7.0,14.0,10.0,25.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00240,P,V,C0_full_stage,pattern,short_uncertain,17,17,1,0.67,0.01,0.0,0.0,0.32,unresolved,15.0,4.0,17.0,19.0,17.0,28.549999999999955,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00241,P,V,C0_full_stage,pattern,uncertain_segment,18,23,6,0.678,0.0,0.0,0.0,0.322,unresolved,19.0,4.0,20.074999999999932,23.0,19.0,30.074999999999932,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00242,P,V,C0_full_stage,pattern,uncertain_segment,24,51,28,0.593,0.0,0.0,0.0,0.407,unresolved,28.0,21.8,40.0,50.0,33.0,57.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00243,P,V,C0_full_stage,pattern,uncertain_segment,52,66,15,0.853,0.0,0.0,0.0,0.147,exploratory_signal,53.0,44.3,60.0,63.0,57.0,71.69999999999993,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00244,P,V,C0_full_stage,pattern,uncertain_segment,67,74,8,0.937,0.003,0.0,0.0,0.06,tendency,66.0,57.0,71.0,74.0,70.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00245,P,V,C1_buffered_stage,dist,B_dominant_segment_tendency,4,15,12,0.627,0.0,0.373,0.0,0.0,unresolved,4.0,4.0,7.0,16.0,11.0,40.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00246,P,V,C1_buffered_stage,dist,short_uncertain,16,17,2,0.648,0.001,0.0,0.0,0.351,unresolved,16.0,4.0,17.0,17.0,16.0,26.824999999999932,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00247,P,V,C1_buffered_stage,dist,uncertain_segment,18,20,3,0.608,0.0,0.0,0.0,0.392,unresolved,17.0,4.0,19.0,20.0,18.0,38.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00248,P,V,C1_buffered_stage,dist,short_uncertain,21,22,2,0.766,0.0,0.0,0.0,0.234,unresolved,20.0,14.125,22.0,22.0,21.0,39.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00249,P,V,C1_buffered_stage,dist,uncertain_segment,23,38,16,0.652,0.0,0.0,0.0,0.348,unresolved,24.0,17.0,32.72500000000002,38.0,27.0,54.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00250,P,V,C1_buffered_stage,dist,uncertain_segment,39,61,23,0.687,0.0,0.0,0.0,0.313,unresolved,40.0,25.150000000000002,53.0,55.0,46.0,69.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00251,P,V,C1_buffered_stage,dist,short_uncertain,62,63,2,0.838,0.0,0.0,0.0,0.162,exploratory_signal,60.0,40.0,63.0,63.0,62.0,72.14999999999986,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00252,P,V,C1_buffered_stage,dist,A_dominant_segment,64,74,11,0.605,0.0,0.386,0.005,0.004,unresolved,64.0,38.0,69.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00253,P,V,C1_buffered_stage,pattern,uncertain_segment,4,15,12,0.511,0.0,0.0,0.0,0.489,unresolved,4.0,4.0,7.0,14.0,10.0,24.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00254,P,V,C1_buffered_stage,pattern,uncertain_segment,16,18,3,0.734,0.007,0.0,0.0,0.259,unresolved,15.0,4.0,17.0,19.0,17.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00255,P,V,C1_buffered_stage,pattern,uncertain_segment,19,23,5,0.733,0.005,0.0,0.0,0.262,unresolved,19.0,4.0,21.0,23.0,20.0,50.69999999999993,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00256,P,V,C1_buffered_stage,pattern,uncertain_segment,24,53,30,0.625,0.0,0.0,0.0,0.375,unresolved,25.0,17.6,40.0,51.0,36.0,58.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00257,P,V,C1_buffered_stage,pattern,short_uncertain,54,55,2,0.805,0.017,0.0,0.0,0.178,exploratory_signal,52.0,22.0,54.0,59.0,54.0,63.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00258,P,V,C1_buffered_stage,pattern,short_uncertain,56,56,1,0.821,0.006,0.0,0.0,0.173,exploratory_signal,52.0,23.0,56.0,59.0,56.0,63.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00259,P,V,C1_buffered_stage,pattern,uncertain_segment,57,62,6,0.942,0.0,0.0,0.0,0.058,tendency,57.0,46.0,60.0,62.0,59.0,67.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00260,P,V,C1_buffered_stage,pattern,uncertain_segment,63,74,12,0.942,0.002,0.0,0.0,0.056,tendency,64.0,59.0,69.0,74.0,67.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00261,P,V,C2_immediate_pre,dist,uncertain_segment,4,28,25,0.575,0.0,0.0,0.0,0.425,unresolved,4.0,4.0,20.649999999999977,19.0,11.350000000000001,34.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00262,P,V,C2_immediate_pre,dist,short_uncertain,29,29,1,0.885,0.001,0.0,0.0,0.114,exploratory_signal,29.0,4.0,29.0,29.0,29.0,38.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00263,P,V,C2_immediate_pre,dist,uncertain_segment,30,33,4,0.837,0.0,0.0,0.0,0.163,exploratory_signal,30.0,4.0,32.0,33.0,31.0,47.10000000000002,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00264,P,V,C2_immediate_pre,dist,uncertain_segment,34,62,29,0.628,0.0,0.0,0.0,0.372,unresolved,37.0,30.0,53.0,53.0,43.0,65.32499999999993,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00265,P,V,C2_immediate_pre,dist,short_uncertain,63,63,1,0.731,0.0,0.0,0.0,0.269,unresolved,61.0,49.25,63.0,63.0,63.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00266,P,V,C2_immediate_pre,dist,A_dominant_segment,64,74,11,0.631,0.0,0.363,0.005,0.001,unresolved,64.0,34.0,68.25,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00267,P,V,C2_immediate_pre,pattern,uncertain_segment,4,27,24,0.817,0.0,0.0,0.0,0.183,exploratory_signal,4.0,4.0,16.0,24.0,12.0,29.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00268,P,V,C2_immediate_pre,pattern,uncertain_segment,28,30,3,0.819,0.0,0.0,0.0,0.181,exploratory_signal,27.0,12.450000000000003,29.0,30.0,28.0,56.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00269,P,V,C2_immediate_pre,pattern,uncertain_segment,31,34,4,0.935,0.001,0.0,0.0,0.064,tendency,31.0,28.0,32.0,35.0,32.0,58.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00270,P,V,C2_immediate_pre,pattern,uncertain_segment,35,56,22,0.877,0.001,0.0,0.0,0.122,exploratory_signal,36.0,29.0,46.0,53.0,44.0,61.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00271,P,V,C2_immediate_pre,pattern,uncertain_segment,57,62,6,0.933,0.002,0.0,0.0,0.065,tendency,57.0,34.3,60.0,62.0,59.0,68.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00272,P,V,C2_immediate_pre,pattern,uncertain_segment,63,74,12,0.94,0.002,0.0,0.0,0.058,tendency,64.0,59.0,69.0,74.0,67.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00273,V,H,C0_full_stage,dist,B_dominant_segment_tendency,4,18,15,0.261,0.0,0.564,0.018,0.157,unresolved,4.0,4.0,11.0,18.0,13.0,20.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00274,V,H,C0_full_stage,dist,short_uncertain,19,20,2,0.498,0.0,0.0,0.0,0.502,unresolved,18.0,4.0,20.0,21.0,19.0,31.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00275,V,H,C0_full_stage,dist,short_uncertain,21,21,1,0.477,0.0,0.0,0.0,0.523,unresolved,19.0,13.0,21.0,24.0,21.0,32.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00276,V,H,C0_full_stage,dist,uncertain_segment,22,24,3,0.447,0.003,0.0,0.0,0.55,unresolved,20.0,14.0,23.0,25.0,22.15,33.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00277,V,H,C0_full_stage,dist,B_dominant_segment,25,63,39,0.657,0.0,0.064,0.0,0.279,unresolved,25.0,21.0,34.0,49.0,43.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00278,V,H,C0_full_stage,dist,short_uncertain,64,64,1,0.179,0.002,0.0,0.0,0.819,unresolved,64.0,53.0,64.0,65.0,64.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00279,V,H,C0_full_stage,dist,B_dominant_segment,65,74,10,0.977,0.0,0.023,0.0,0.0,supported,53.0,22.0,69.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00280,V,H,C0_full_stage,pattern,A_dominant_segment,4,17,14,0.744,0.0,0.125,0.012,0.119,unresolved,4.0,4.0,7.0,18.0,11.0,27.424999999999955,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00281,V,H,C0_full_stage,pattern,uncertain_segment,18,20,3,0.451,0.005,0.0,0.0,0.544,unresolved,17.0,8.25,19.0,21.0,18.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00282,V,H,C0_full_stage,pattern,short_uncertain,21,21,1,0.44,0.003,0.0,0.0,0.557,unresolved,18.0,11.0,21.0,24.0,21.0,33.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00283,V,H,C0_full_stage,pattern,B_dominant_segment,22,46,25,0.353,0.0,0.144,0.025,0.478,unresolved,30.0,16.0,35.0,47.0,46.0,51.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00284,V,H,C0_full_stage,pattern,A_dominant_segment,47,63,17,0.388,0.0,0.063,0.001,0.548,unresolved,46.0,44.0,47.0,63.0,55.0,68.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00285,V,H,C0_full_stage,pattern,B_dominant_segment,64,74,11,0.55,0.0,0.061,0.021,0.368,unresolved,63.0,58.725,69.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00286,V,H,C1_buffered_stage,dist,uncertain_segment,4,17,14,0.734,0.0,0.0,0.0,0.266,unresolved,7.0,4.0,12.0,15.0,8.0,20.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00287,V,H,C1_buffered_stage,dist,uncertain_segment,18,20,3,0.563,0.0,0.0,0.0,0.437,unresolved,17.0,8.0,19.0,20.0,19.0,25.949999999999932,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00288,V,H,C1_buffered_stage,dist,B_dominant_segment,21,47,27,0.675,0.0,0.111,0.002,0.212,unresolved,23.0,20.0,33.0,49.0,43.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00289,V,H,C1_buffered_stage,dist,uncertain_segment,48,53,6,0.547,0.006,0.0,0.0,0.447,unresolved,46.0,42.0,51.0,53.0,50.0,57.35000000000002,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00290,V,H,C1_buffered_stage,dist,B_dominant_segment,54,74,21,0.946,0.0,0.034,0.0,0.02,tendency,53.0,21.0,65.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00291,V,H,C1_buffered_stage,pattern,A_dominant_segment_tendency,4,16,13,0.475,0.0,0.288,0.014,0.223,unresolved,4.0,4.0,8.0,17.0,10.0,23.149999999999977,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00292,V,H,C1_buffered_stage,pattern,B_dominant_segment,17,46,30,0.443,0.0,0.133,0.002,0.422,unresolved,22.0,12.0,34.0,47.0,30.0,53.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00293,V,H,C1_buffered_stage,pattern,A_dominant_segment_tendency,47,62,16,0.197,0.0,0.272,0.019,0.512,unresolved,46.0,43.0,47.0,62.0,55.0,64.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00294,V,H,C1_buffered_stage,pattern,B_dominant_segment,63,74,12,0.782,0.0,0.08,0.002,0.136,unresolved,63.0,59.0,69.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00295,V,H,C2_immediate_pre,dist,uncertain_segment,4,22,19,0.615,0.0,0.0,0.0,0.385,unresolved,4.0,4.0,14.0,20.0,12.0,32.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00296,V,H,C2_immediate_pre,dist,uncertain_segment,23,25,3,0.768,0.004,0.0,0.0,0.228,unresolved,21.0,4.0,24.0,28.0,24.0,37.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00297,V,H,C2_immediate_pre,dist,short_uncertain,26,26,1,0.786,0.002,0.0,0.0,0.212,unresolved,22.0,4.0,26.0,28.0,26.0,37.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00298,V,H,C2_immediate_pre,dist,uncertain_segment,27,31,5,0.846,0.0,0.0,0.0,0.154,exploratory_signal,25.0,4.0,29.0,31.0,28.0,37.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00299,V,H,C2_immediate_pre,dist,B_dominant_segment_tendency,32,44,13,0.465,0.0,0.452,0.018,0.065,unresolved,32.0,30.6,35.0,45.0,42.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00300,V,H,C2_immediate_pre,dist,uncertain_segment,45,54,10,0.647,0.002,0.0,0.0,0.351,unresolved,45.0,34.0,49.0,54.0,49.0,60.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00301,V,H,C2_immediate_pre,dist,B_dominant_segment,55,74,20,0.778,0.0,0.114,0.0,0.108,unresolved,55.0,31.425,66.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00302,V,H,C2_immediate_pre,pattern,uncertain_segment,4,24,21,0.547,0.0,0.0,0.0,0.453,unresolved,4.0,4.0,15.0,22.0,12.0,31.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00303,V,H,C2_immediate_pre,pattern,short_uncertain,25,26,2,0.786,0.001,0.0,0.0,0.213,unresolved,22.0,4.0,26.0,29.0,25.0,31.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00304,V,H,C2_immediate_pre,pattern,short_uncertain,27,27,1,0.75,0.002,0.0,0.0,0.248,unresolved,24.0,4.0,27.0,29.0,27.0,32.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00305,V,H,C2_immediate_pre,pattern,short_uncertain,28,29,2,0.796,0.003,0.0,0.0,0.201,unresolved,25.0,4.0,29.0,29.0,28.0,33.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00306,V,H,C2_immediate_pre,pattern,uncertain_segment,30,32,3,0.741,0.0,0.0,0.0,0.259,unresolved,30.0,4.0,31.0,33.0,30.0,42.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00307,V,H,C2_immediate_pre,pattern,B_dominant_segment,33,46,14,0.533,0.0,0.278,0.007,0.182,unresolved,33.0,29.0,35.0,47.0,45.0,53.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00308,V,H,C2_immediate_pre,pattern,A_dominant_segment_tendency,47,62,16,0.232,0.0,0.279,0.016,0.473,unresolved,46.0,42.0,49.0,62.0,55.0,64.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00309,V,H,C2_immediate_pre,pattern,B_dominant_segment,63,74,12,0.763,0.0,0.088,0.004,0.145,unresolved,63.0,59.0,69.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00310,V,Je,C0_full_stage,dist,uncertain_segment,4,18,15,0.702,0.0,0.0,0.0,0.298,unresolved,7.0,4.0,12.475000000000023,16.0,8.0,20.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00311,V,Je,C0_full_stage,dist,short_uncertain,19,20,2,0.603,0.0,0.0,0.0,0.397,unresolved,18.0,4.0,19.949999999999932,20.0,19.0,27.949999999999932,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00312,V,Je,C0_full_stage,dist,short_uncertain,21,21,1,0.55,0.001,0.0,0.0,0.449,unresolved,20.0,12.0,21.0,23.5,21.0,32.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00313,V,Je,C0_full_stage,dist,uncertain_segment,22,25,4,0.524,0.001,0.0,0.0,0.475,unresolved,21.0,17.0,24.0,25.0,23.0,32.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00314,V,Je,C0_full_stage,dist,B_dominant_segment,26,49,24,0.604,0.0,0.139,0.003,0.254,unresolved,26.0,21.0,33.0,49.0,42.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00315,V,Je,C0_full_stage,dist,uncertain_segment,50,52,3,0.61,0.002,0.0,0.0,0.388,unresolved,47.0,42.0,51.0,53.0,51.0,58.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00316,V,Je,C0_full_stage,dist,B_dominant_segment,53,74,22,0.799,0.0,0.177,0.0,0.024,unresolved,54.0,25.0,64.0,74.0,63.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00317,V,Je,C0_full_stage,pattern,A_dominant_segment,4,20,17,0.834,0.0,0.008,0.0,0.158,exploratory_signal,4.0,4.0,4.0,21.0,17.0,29.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00318,V,Je,C0_full_stage,pattern,uncertain_segment,21,23,3,0.262,0.004,0.0,0.0,0.734,unresolved,20.0,17.0,22.0,23.0,22.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00319,V,Je,C0_full_stage,pattern,short_uncertain,24,24,1,0.268,0.003,0.0,0.0,0.729,unresolved,23.0,18.0,24.0,27.0,24.0,31.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00320,V,Je,C0_full_stage,pattern,B_dominant_segment,25,46,22,0.422,0.0,0.0,0.001,0.577,unresolved,25.0,19.0,31.0,46.0,45.0,53.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00321,V,Je,C0_full_stage,pattern,A_dominant_segment,47,62,16,0.339,0.0,0.136,0.017,0.508,unresolved,46.0,44.0,51.0,63.0,55.0,66.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00322,V,Je,C0_full_stage,pattern,B_dominant_segment,63,74,12,0.492,0.0,0.12,0.039,0.349,unresolved,62.0,58.0,69.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00323,V,Je,C1_buffered_stage,dist,uncertain_segment,4,8,5,0.805,0.004,0.0,0.0,0.191,exploratory_signal,4.0,4.0,6.0,8.0,5.0,18.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00324,V,Je,C1_buffered_stage,dist,short_uncertain,9,10,2,0.794,0.002,0.0,0.0,0.204,unresolved,7.0,4.0,9.0,12.0,9.0,20.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00325,V,Je,C1_buffered_stage,dist,uncertain_segment,11,17,7,0.761,0.0,0.0,0.0,0.239,unresolved,11.0,4.0,14.0,16.0,13.0,21.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00326,V,Je,C1_buffered_stage,dist,uncertain_segment,18,20,3,0.604,0.0,0.0,0.0,0.396,unresolved,18.0,8.0,19.0,20.0,18.0,27.924999999999955,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00327,V,Je,C1_buffered_stage,dist,B_dominant_segment,21,48,28,0.584,0.0,0.171,0.004,0.241,unresolved,25.0,20.0,32.0,49.0,42.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00328,V,Je,C1_buffered_stage,dist,uncertain_segment,49,53,5,0.647,0.006,0.0,0.0,0.347,unresolved,47.0,41.0,51.0,54.0,51.0,59.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00329,V,Je,C1_buffered_stage,dist,B_dominant_segment,54,74,21,0.826,0.0,0.148,0.0,0.026,exploratory_signal,55.0,22.0,66.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00330,V,Je,C1_buffered_stage,pattern,A_dominant_segment,4,18,15,0.731,0.0,0.038,0.0,0.231,unresolved,4.0,4.0,4.0,19.0,16.0,24.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00331,V,Je,C1_buffered_stage,pattern,B_dominant_segment,19,46,28,0.448,0.0,0.003,0.0,0.549,unresolved,19.0,17.0,30.0,47.0,44.0,58.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00332,V,Je,C1_buffered_stage,pattern,uncertain_segment,47,61,15,0.349,0.0,0.0,0.0,0.651,unresolved,48.0,45.0,57.0,61.0,53.0,64.30000000000001,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00333,V,Je,C1_buffered_stage,pattern,B_dominant_segment,62,74,13,0.61,0.0,0.151,0.011,0.228,unresolved,62.0,60.0,68.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00334,V,Je,C2_immediate_pre,dist,uncertain_segment,4,27,24,0.631,0.0,0.0,0.0,0.369,unresolved,4.0,4.0,20.0,21.0,12.75,29.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00335,V,Je,C2_immediate_pre,dist,short_uncertain,28,28,1,0.837,0.004,0.0,0.0,0.159,exploratory_signal,26.0,4.0,28.0,29.0,28.0,35.10000000000002,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00336,V,Je,C2_immediate_pre,dist,short_uncertain,29,29,1,0.863,0.001,0.0,0.0,0.136,exploratory_signal,28.0,12.0,29.0,29.0,29.0,41.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00337,V,Je,C2_immediate_pre,dist,short_uncertain,30,31,2,0.871,0.001,0.0,0.0,0.128,exploratory_signal,30.0,21.0,30.0,31.0,30.0,44.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00338,V,Je,C2_immediate_pre,dist,B_dominant_segment_tendency,32,44,13,0.442,0.0,0.486,0.029,0.043,unresolved,32.0,4.0,34.0,45.0,41.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00339,V,Je,C2_immediate_pre,dist,uncertain_segment,45,54,10,0.647,0.004,0.0,0.0,0.349,unresolved,45.0,34.0,50.0,54.0,50.0,61.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00340,V,Je,C2_immediate_pre,dist,B_dominant_segment_tendency,55,74,20,0.592,0.0,0.26,0.0,0.148,unresolved,56.0,36.325,66.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00341,V,Je,C2_immediate_pre,pattern,A_dominant_segment_tendency,4,30,27,0.449,0.0,0.467,0.0,0.084,unresolved,4.0,4.0,4.0,30.0,20.0,31.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00342,V,Je,C2_immediate_pre,pattern,B_dominant_segment,31,46,16,0.603,0.0,0.078,0.0,0.319,unresolved,31.0,30.0,32.0,47.0,44.0,57.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00343,V,Je,C2_immediate_pre,pattern,uncertain_segment,47,62,16,0.382,0.0,0.0,0.0,0.618,unresolved,48.0,45.0,55.0,61.0,53.0,64.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00344,V,Je,C2_immediate_pre,pattern,B_dominant_segment_tendency,63,74,12,0.667,0.0,0.201,0.007,0.125,unresolved,62.0,60.0,67.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00345,V,Jw,C0_full_stage,dist,uncertain_segment,4,8,5,0.803,0.003,0.0,0.0,0.194,exploratory_signal,4.0,4.0,6.0,8.0,5.0,17.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00346,V,Jw,C0_full_stage,dist,uncertain_segment,9,15,7,0.645,0.002,0.0,0.0,0.353,unresolved,8.0,4.0,12.0,15.0,11.0,27.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00347,V,Jw,C0_full_stage,dist,short_uncertain,16,17,2,0.577,0.002,0.0,0.0,0.421,unresolved,13.0,4.0,16.0,17.0,16.0,30.600000000000023,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00348,V,Jw,C0_full_stage,dist,uncertain_segment,18,24,7,0.504,0.0,0.0,0.0,0.496,unresolved,18.0,8.0,22.0,24.0,20.0,37.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00349,V,Jw,C0_full_stage,dist,uncertain_segment,25,29,5,0.741,0.005,0.0,0.0,0.254,unresolved,25.0,12.0,27.0,29.0,26.0,48.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00350,V,Jw,C0_full_stage,dist,uncertain_segment,30,38,9,0.69,0.002,0.0,0.0,0.308,unresolved,30.0,21.0,34.0,40.0,34.0,54.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00351,V,Jw,C0_full_stage,dist,short_uncertain,39,39,1,0.681,0.004,0.0,0.0,0.315,unresolved,33.0,24.0,39.0,44.0,39.0,56.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00352,V,Jw,C0_full_stage,dist,uncertain_segment,40,52,13,0.667,0.0,0.0,0.0,0.333,unresolved,40.0,26.0,46.0,51.0,44.0,58.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00353,V,Jw,C0_full_stage,dist,B_dominant_segment,53,74,22,0.703,0.0,0.185,0.0,0.112,unresolved,53.0,32.0,64.0,74.0,63.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00354,V,Jw,C0_full_stage,pattern,A_dominant_segment,4,31,28,0.266,0.0,0.278,0.006,0.45,unresolved,4.0,4.0,17.375,31.0,16.0,33.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00355,V,Jw,C0_full_stage,pattern,B_dominant_segment,32,46,15,0.516,0.0,0.057,0.0,0.427,unresolved,31.0,22.0,36.0,46.0,44.0,54.0,same_type_overlap_or_split_match; no exact boundary requirement
