rep,point_id,present_flag,nearest_peak_day,nearest_peak_score,day_offset
26,RP002,True,79,11.44634932932751,-2
26,RP003,True,114,9.054111560022637,1
26,LP006,False,135,4.897518019926981,3
26,RP004,True,135,4.897518019926981,0
26,RP005,True,160,8.129697638855284,0
27,RP001,True,44,6.0327718189410735,-1
27,RP002,True,82,10.006905721454197,1
27,RP003,True,111,14.589113623581724,-2
27,LP006,False,129,4.718853517665363,-3
27,RP004,True,136,4.356201841200992,1
27,RP005,True,162,8.115400592567417,2
28,RP001,True,43,6.353398223561755,-2
28,RP002,False,85,11.335280572779062,4
28,RP003,False,108,9.324877386446321,-5
28,LP006,False,129,6.070549997195188,-3
28,RP004,False,138,3.6572581367129993,3
28,RP005,True,158,12.340557629121253,-2
29,RP001,True,45,5.553038885610739,0
29,RP002,True,82,10.26437159299527,1
29,RP003,True,113,12.597858688704976,0
29,LP006,True,134,4.323320130047065,2
29,RP004,True,134,4.323320130047065,-1
29,RP005,True,160,6.82248709820641,0
30,RP001,True,46,6.2951912140005035,1
30,RP002,False,85,9.231514933970239,4
30,RP003,False,109,10.819472413487322,-4
30,LP006,False,135,4.03186238257773,3
30,RP004,True,135,4.03186238257773,0
30,RP005,True,160,8.96006302793895,0
31,RP001,True,45,5.243168548526465,0
31,RP002,False,85,9.505148088461336,4
31,RP003,True,112,10.167850395900832,-1
31,LP006,True,133,4.547619593811826,1
31,RP004,True,137,4.57983398080159,2
31,RP005,True,160,10.64022576755475,0
32,RP001,True,44,5.868240469231767,-1
32,RP002,True,82,9.365988732601052,1
32,RP003,True,112,12.50813332030872,-1
32,LP006,False,129,4.779099786123501,-3
32,RP004,True,137,5.431057717931631,2
32,RP005,False,157,6.149349163936093,-3
33,RP001,True,45,5.694719821525456,0
33,RP002,False,85,7.178789206285706,4
33,RP003,True,114,11.656513062570994,1
33,LP006,True,130,5.638827630222792,-2
33,RP004,False,130,5.638827630222792,-5
33,RP005,False,157,6.786210845139248,-3
34,RP001,True,44,8.02972345516653,-1
34,RP002,True,82,11.183918712233236,1
34,RP003,True,115,12.507302642384252,2
34,LP006,True,132,4.909713598653565,0
34,RP004,False,132,4.909713598653565,-3
34,RP005,True,160,8.450619925743878,0
35,RP001,True,45,6.317394415928953,0
35,RP002,False,77,8.862891158119929,-4
35,RP003,True,112,12.205868763224919,-1
35,LP006,True,132,4.604774954235508,0
35,RP004,False,132,4.604774954235508,-3
35,RP005,False,157,9.168875559723269,-3
36,RP001,True,45,7.3650600017182395,0
36,RP002,True,81,12.158698723270744,0
36,RP003,True,111,12.2506373250689,-2
36,LP006,True,133,3.738993862875398,1
36,RP004,True,133,3.738993862875398,-2
36,RP005,True,161,8.937128349471061,1
37,RP001,True,46,6.754693205149662,1
37,RP002,True,82,10.405315468503094,1
37,RP003,True,114,10.689195926384258,1
37,LP006,True,133,4.51965441833873,1
37,RP004,True,133,4.51965441833873,-2
37,RP005,False,163,9.036407053665071,3
38,RP001,True,45,5.002376350148011,0
38,RP002,False,76,8.538729522120642,-5
38,RP003,True,114,14.35837897884451,1
38,LP006,False,135,5.298167615286749,3
38,RP004,True,135,5.298167615286749,0
38,RP005,False,163,8.399849914448211,3
39,RP001,True,46,6.387057300217537,1
39,RP002,True,79,11.409603153290345,-2
39,RP003,True,113,13.031975159861286,0
39,LP006,False,136,4.82774808315432,4
39,RP004,True,136,4.82774808315432,1
39,RP005,False,157,6.776883348725317,-3
40,RP001,True,46,6.554014144220185,1
40,RP002,True,83,7.9366443074295345,2
40,RP003,True,113,9.94177211635425,0
40,LP006,False,137,4.177931765895941,5
40,RP004,True,137,4.177931765895941,2
40,RP005,True,162,8.638152316377276,2
41,RP001,True,46,7.4745470668609295,1
41,RP002,True,79,11.545142386816112,-2
41,RP003,True,112,12.671403333567694,-1
41,LP006,True,130,5.830720816993597,-2
41,RP004,False,130,5.830720816993597,-5
41,RP005,False,156,6.169431477029424,-4
42,RP001,True,46,7.371821155923772,1
42,RP002,True,79,14.870406031325377,-2
42,RP003,True,113,9.58213879889266,0
42,LP006,False,135,4.502188124365383,3
42,RP004,True,135,4.502188124365383,0
42,RP005,True,162,7.96823856105102,2
43,RP001,True,45,5.22848952505212,0
43,RP002,False,77,11.440079482362533,-4
43,RP003,True,112,7.1965225464015905,-1
43,LP006,False,135,4.618759272476059,3
43,RP004,True,135,4.618759272476059,0
43,RP005,False,156,11.077745495660782,-4
44,RP001,True,47,7.689353164042062,2
44,RP002,False,84,6.865445186349617,3
44,RP003,False,101,12.240628933748354,-12
44,LP006,False,135,5.504732831534982,3
44,RP004,True,135,5.504732831534982,0
44,RP005,True,161,7.721572482557416,1
45,RP001,True,45,6.595706344669072,0
45,RP002,False,84,8.73633986708721,3
45,RP003,True,111,12.220713224529064,-2
45,LP006,True,130,4.5111358411659825,-2
45,RP004,False,130,4.5111358411659825,-5
45,RP005,True,162,7.688465376926014,2
46,RP001,True,44,4.544972193340062,-1
46,RP002,True,82,11.408341343613802,1
46,RP003,False,110,6.827233711790646,-3
46,LP006,False,137,4.6537904524829266,5
46,RP004,True,137,4.6537904524829266,2
46,RP005,True,161,8.870022771335544,1
47,RP001,False,42,7.112182868379265,-3
47,RP002,True,79,15.394982023966035,-2
47,RP003,True,114,13.326501223368695,1
47,LP006,False,136,5.222445220384065,4
47,RP004,True,136,5.222445220384065,1
47,RP005,True,160,7.924811243470737,0
48,RP001,True,47,7.495724746550545,2
48,RP002,True,79,11.536694520370343,-2
48,RP003,True,113,13.502630995515721,0
48,LP006,False,126,5.703436224114807,-6
48,RP004,False,126,5.703436224114807,-9
48,RP005,True,158,7.345094638927864,-2
49,RP001,True,43,5.731632348801726,-2
49,RP002,False,87,9.70871737477775,6
49,RP003,True,114,14.691614918319303,1
49,LP006,False,128,7.67357477753361,-4
49,RP004,False,128,7.67357477753361,-7
49,RP005,False,163,7.546732985975312,3
50,RP001,True,45,7.169527583132352,0
50,RP002,True,79,12.491946021314085,-2
50,RP003,True,113,15.456904758945928,0
50,LP006,True,131,4.079110495562688,-1
50,RP004,False,131,4.079110495562688,-4
50,RP005,False,142,4.243060653118945,-18
51,RP001,True,44,7.217033695118217,-1
51,RP002,False,84,12.96179146487081,3
51,RP003,True,113,7.948630028093019,0
51,LP006,False,142,6.61819123122452,10
51,RP004,False,142,6.61819123122452,7
51,RP005,True,161,9.825149014119027,1
52,RP001,True,45,8.767005118589623,0
52,RP002,False,78,8.264134998702854,-3
52,RP003,True,111,10.615703614500054,-2
52,LP006,True,130,5.642066446905358,-2
52,RP004,True,135,5.647869555696191,0
52,RP005,True,162,8.136567277128561,2
53,RP001,True,45,5.394903888464805,0
53,RP002,True,81,12.185989726674805,0
53,RP003,False,110,8.477900017715644,-3
53,LP006,False,125,5.434377625754653,-7
53,RP004,False,142,3.548849301352771,7
53,RP005,True,161,11.826186418738525,1
54,RP001,True,44,5.283184809344701,-1
54,RP002,True,79,14.717165256915221,-2
54,RP003,False,109,13.412248379008304,-4
54,LP006,False,129,5.312502247997652,-3
54,RP004,False,129,5.312502247997652,-6
54,RP005,False,156,8.626441759895124,-4
55,RP001,True,46,7.977074439849189,1
55,RP002,True,79,9.02736258443674,-2
55,RP003,True,114,12.459217000620583,1
55,LP006,True,130,4.622987151493986,-2
55,RP004,False,130,4.622987151493986,-5
55,RP005,False,164,8.514801451258094,4
56,RP001,True,43,8.760246630162678,-2
56,RP002,True,81,11.071184463267011,0
56,RP003,True,113,10.06773377139799,0
56,LP006,True,134,4.584933844409491,2
56,RP004,True,134,4.584933844409491,-1
56,RP005,True,161,11.648201645079082,1
57,RP001,True,44,5.832170518321934,-1
57,RP002,True,81,15.029154530974873,0
57,RP003,True,114,10.060154728846861,1
57,LP006,True,131,4.893338622320286,-1
57,RP004,False,131,4.893338622320286,-4
57,RP005,False,165,7.153977307498996,5
58,RP001,True,44,6.272829389263511,-1
58,RP002,False,77,11.930090535211743,-4
58,RP003,True,112,14.163444422213086,-1
58,LP006,True,131,4.86720369137746,-1
58,RP004,False,131,4.86720369137746,-4
58,RP005,True,161,6.618659434960115,1
59,RP001,True,45,6.1257040028081935,0
59,RP002,True,82,11.475401765641514,1
59,RP003,True,114,10.902998624963674,1
59,LP006,True,134,4.391251796805569,2
59,RP004,True,134,4.391251796805569,-1
59,RP005,True,162,6.940577085843966,2
60,RP001,True,44,6.01959633098102,-1
60,RP002,True,79,12.287316198184026,-2
60,RP003,True,113,11.29184774516964,0
60,LP006,False,136,4.147329300939496,4
60,RP004,True,136,4.147329300939496,1
60,RP005,True,161,5.424767026191332,1
61,RP001,False,48,4.803581026999793,3
61,RP002,True,82,8.31764979757871,1
61,RP003,True,113,13.876866803069012,0
61,LP006,False,129,5.0470848885335196,-3
61,RP004,False,129,5.0470848885335196,-6
61,RP005,False,157,7.10061182411917,-3
62,RP001,True,46,6.326791823223886,1
62,RP002,False,78,8.744278530893068,-3
62,RP003,True,113,9.455670788065357,0
62,LP006,True,131,5.097283384018257,-1
62,RP004,False,131,5.097283384018257,-4
62,RP005,True,158,9.940933573676855,-2
63,RP001,True,45,7.597906918985893,0
63,RP002,True,80,8.621749037230837,-1
63,RP003,True,111,12.992904896330122,-2
63,LP006,True,133,4.36420014321584,1
63,RP004,True,133,4.36420014321584,-2
63,RP005,False,149,4.686997734648076,-11
64,RP001,True,43,5.406811210512061,-2
64,RP002,True,80,12.866129283081168,-1
64,RP003,True,113,10.373328537810185,0
64,LP006,True,133,4.363557896796627,1
64,RP004,True,133,4.363557896796627,-2
64,RP005,True,160,7.247111333571735,0
65,RP001,True,45,6.862139106720249,0
65,RP002,True,83,15.273857915964536,2
65,RP003,True,112,7.253114451718575,-1
65,LP006,True,132,3.971790761364318,0
65,RP004,False,132,3.971790761364318,-3
65,RP005,True,160,10.739630944826125,0
66,RP001,True,44,6.412118316792734,-1
66,RP002,False,87,9.20618475976513,6
66,RP003,False,110,8.628451400870173,-3
66,LP006,True,134,4.74821675843057,2
66,RP004,True,134,4.74821675843057,-1
66,RP005,False,157,10.6556731119474,-3
67,RP001,False,42,6.244176280679858,-3
67,RP002,False,77,12.27869177621748,-4
67,RP003,True,112,12.103490720820098,-1
67,LP006,False,135,4.09587340020811,3
67,RP004,True,135,4.09587340020811,0
67,RP005,True,158,8.153020463099162,-2
68,RP001,True,43,5.625109811393116,-2
68,RP002,False,75,8.36628083098518,-6
68,RP003,True,111,10.34033846591205,-2
68,LP006,False,135,4.162637873103018,3
68,RP004,True,135,4.162637873103018,0
68,RP005,True,160,5.905627683203852,0
69,RP001,True,44,7.247244549387796,-1
69,RP002,True,82,8.370808182417491,1
69,RP003,True,111,9.349069791668715,-2
69,LP006,True,130,3.8644338191059298,-2
69,RP004,True,137,4.369162545574448,2
69,RP005,True,160,9.981086085983026,0
70,RP001,True,47,8.212370598038907,2
70,RP002,True,83,12.968374046807032,2
70,RP003,True,113,9.00869482631233,0
70,LP006,True,131,4.519662948933701,-1
70,RP004,False,131,4.519662948933701,-4
70,RP005,False,155,5.823319250925357,-5
71,RP001,True,45,4.9601316800221005,0
71,RP002,False,84,10.915941225544762,3
71,RP003,True,111,14.19850975124906,-2
71,LP006,False,125,7.5439270863173755,-7
71,RP004,False,141,4.559960072797332,6
71,RP005,True,161,7.950189538881228,1
72,RP001,True,45,3.9524409659159296,0
72,RP002,True,80,10.698368479213041,-1
72,RP003,True,112,12.053809821245084,-1
72,LP006,True,134,6.372196434900394,2
72,RP004,True,134,6.372196434900394,-1
72,RP005,True,158,7.37547570001226,-2
73,RP001,True,46,4.861019523435926,1
73,RP002,False,84,10.626855634798284,3
73,RP003,False,110,10.351793262967746,-3
73,LP006,False,139,4.158215049680358,7
73,RP004,False,139,4.158215049680358,4
73,RP005,True,158,10.578946446370706,-2
74,RP001,True,44,7.376760800577585,-1
74,RP002,True,81,10.074133938834056,0
74,RP003,True,114,11.580918576790264,1
74,LP006,True,133,5.038338774532312,1
74,RP004,True,133,5.038338774532312,-2
74,RP005,True,161,7.387014237680533,1
75,RP001,True,46,6.822667425002186,1
75,RP002,True,80,10.364542575602435,-1
75,RP003,True,115,9.851508857770572,2
75,LP006,False,136,3.6201987361788444,4
75,RP004,True,136,3.6201987361788444,1
75,RP005,True,159,7.112552343460955,-1
76,RP001,True,45,5.95621636280317,0
76,RP002,False,77,8.235418819437253,-4
76,RP003,True,114,8.037282009835804,1
76,LP006,False,140,5.542756610014541,8
76,RP004,False,140,5.542756610014541,5
76,RP005,True,161,9.770811960401705,1
77,RP001,True,45,3.7843585631513728,0
77,RP002,False,76,14.324479544819791,-5
77,RP003,True,114,8.255096146489612,1
77,LP006,False,138,5.2134803903932685,6
77,RP004,False,138,5.2134803903932685,3
77,RP005,False,166,7.0969383221913995,6
78,RP001,False,41,5.301833032937823,-4
78,RP002,True,82,11.749100509622679,1
78,RP003,False,109,11.101076798746192,-4
78,LP006,False,138,3.7964257460181674,6
78,RP004,False,138,3.7964257460181674,3
78,RP005,True,160,14.01344350173461,0
79,RP001,True,44,7.301919060823997,-1
79,RP002,True,81,9.306181229408647,0
79,RP003,True,113,8.380203640418461,0
79,LP006,False,135,4.800709357922609,3
79,RP004,True,135,4.800709357922609,0
79,RP005,True,159,8.280921702319533,-1
80,RP001,True,45,9.840804393621706,0
80,RP002,False,78,11.927495350586078,-3
80,RP003,True,115,11.054230649097805,2
80,LP006,True,130,4.944239242399137,-2
80,RP004,False,130,4.944239242399137,-5
80,RP005,True,158,8.308970444041172,-2
81,RP001,True,46,7.6299884264858635,1
81,RP002,True,79,9.187341971331001,-2
81,RP003,True,115,9.329114580475308,2
81,LP006,True,130,4.342942829267695,-2
81,RP004,False,130,4.342942829267695,-5
81,RP005,True,162,7.982045243361241,2
82,RP001,True,44,7.547948289442141,-1
82,RP002,False,78,11.907457849518572,-3
82,RP003,True,113,14.24130464198518,0
82,LP006,False,135,4.732936986372549,3
82,RP004,True,135,4.732936986372549,0
82,RP005,False,155,6.565409279688993,-5
83,RP001,True,45,5.512575222769767,0
83,RP002,True,80,13.722723598200544,-1
83,RP003,True,112,6.991861602634614,-1
83,LP006,False,136,4.092283408972011,4
83,RP004,True,136,4.092283408972011,1
83,RP005,True,161,7.189051836359113,1
84,RP001,True,45,6.181171298759804,0
84,RP002,False,84,8.99496637240532,3
84,RP003,True,112,10.888327909844183,-1
84,LP006,True,130,5.139211115235005,-2
84,RP004,True,137,3.94613058114298,2
84,RP005,True,158,9.928628813991814,-2
85,RP001,True,44,7.065506987108308,-1
85,RP002,True,79,15.471228013478388,-2
85,RP003,True,113,9.906831865159635,0
85,LP006,True,130,6.519287324303832,-2
85,RP004,False,130,6.519287324303832,-5
85,RP005,False,163,7.6708587226057245,3
86,RP001,True,43,5.788673691362083,-2
86,RP002,True,81,10.0809842672668,0
86,RP003,True,113,15.702913934768633,0
86,LP006,True,130,5.704102452734741,-2
86,RP004,True,137,5.569172969863686,2
86,RP005,True,161,8.523107896629469,1
87,RP001,True,43,7.517678770787146,-2
87,RP002,True,79,13.176737247588981,-2
87,RP003,True,111,11.100651249600133,-2
87,LP006,False,140,3.8384745418459665,8
87,RP004,False,140,3.8384745418459665,5
87,RP005,False,154,6.925651096837853,-6
88,RP001,True,43,5.719086183587082,-2
88,RP002,False,76,10.432614561910778,-5
88,RP003,True,114,14.92453385966233,1
88,LP006,True,130,5.914632967655534,-2
88,RP004,True,136,4.625877400034853,1
88,RP005,True,160,6.399202861712766,0
89,RP001,True,45,7.177581234544853,0
89,RP002,False,85,10.526082358107253,4
89,RP003,True,113,10.414226908962824,0
89,LP006,True,130,3.962438691948802,-2
89,RP004,False,130,3.962438691948802,-5
89,RP005,True,161,7.879001481771829,1
90,RP001,True,45,6.156537859345234,0
90,RP002,False,75,10.181293336379264,-6
90,RP003,True,115,14.897082449400544,2
90,LP006,False,139,7.459282753110784,7
90,RP004,False,139,7.459282753110784,4
90,RP005,True,160,5.394842442921265,0
91,RP001,True,46,7.8082650137333305,1
91,RP002,True,79,13.794597385107737,-2
91,RP003,True,114,12.667259459633982,1
91,LP006,True,132,4.870128459239808,0
91,RP004,False,132,4.870128459239808,-3
91,RP005,False,154,4.910424797294996,-6
92,RP001,True,44,7.627791957928591,-1
92,RP002,True,80,18.318466032442263,-1
92,RP003,True,112,12.05623769258383,-1
92,LP006,True,132,5.61804338957198,0
92,RP004,True,136,5.6598252244181495,1
92,RP005,True,158,6.3223513197478916,-2
93,RP001,True,45,6.65855448246281,0
93,RP002,True,83,7.976309948489405,2
93,RP003,True,115,11.168785384157955,2
93,LP006,False,135,5.523028165606687,3
93,RP004,True,135,5.523028165606687,0
93,RP005,True,161,6.304400382049259,1
94,RP001,True,46,5.634232477850194,1
94,RP002,True,81,10.185340661859282,0
94,RP003,True,112,9.33105062892583,-1
94,LP006,False,129,4.476028824842549,-3
94,RP004,False,129,4.476028824842549,-6
94,RP005,True,162,10.834701423310682,2
95,RP001,True,44,7.918303573704419,-1
95,RP002,False,85,7.283590556611298,4
95,RP003,True,113,12.25625119277083,0
95,LP006,True,133,4.641154096308212,1
95,RP004,True,133,4.641154096308212,-2
95,RP005,True,159,8.576726405855098,-1
96,RP001,True,46,7.866616109712496,1
96,RP002,True,80,11.409429742628472,-1
96,RP003,True,113,11.720590197589477,0
96,LP006,True,130,5.743556874994514,-2
96,RP004,False,130,5.743556874994514,-5
96,RP005,True,160,6.59398294896552,0
97,RP001,True,44,8.913580702433356,-1
97,RP002,True,81,10.510314837959623,0
97,RP003,True,112,13.157765282620385,-1
97,LP006,False,140,5.271285706446235,8
97,RP004,False,140,5.271285706446235,5
97,RP005,True,158,7.662910784438189,-2
98,RP001,False,42,7.791661858763138,-3
98,RP002,True,81,8.183249373967172,0
98,RP003,True,114,15.712135121688696,1
98,LP006,True,130,4.923195850468421,-2
98,RP004,True,136,5.506631248229173,1
98,RP005,True,161,11.491608297904863,1
99,RP001,True,44,7.876978779422095,-1
99,RP002,False,84,8.651627603682687,3
99,RP003,True,113,11.245469428831754,0
99,LP006,False,136,4.360321894135977,4
99,RP004,True,136,4.360321894135977,1
99,RP005,True,158,9.439462684085955,-2
