window,_pair_id,_source_family,_target_family,_family_direction,_failure_reason,_evidence_tier,dominant_positive_lag_blocker,positive_lag_support_profile,near_positive_lag_pass_candidate,effect_size_bin,secondary_dominance_issue,source_variable,target_variable,_m_positive_peak_abs_r,_m_lag0_abs_r,_m_negative_peak_abs_r,_m_p_pos_surrogate,_m_q_pos_within_window,_m_p_pos_audit_surrogate,_m_D_pos_0,_m_D_pos_neg,_m_P_D_pos_0_gt_0,_m_P_D_pos_neg_gt_0,_m_positive_peak_lag,_m_negative_peak_lag,_m_positive_peak_signed_r,_m_negative_peak_signed_r
T1,H_strength -> P_main_minus_south,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,H_strength,P_main_minus_south,0.258131976186944,0.1324881311238967,0.0974457347052713,0.0569430569430569,0.1473820297349709,0.1758241758241758,0.0968706699464843,0.1508400209768783,0.889,0.894,4,-1,0.258131976186944,0.0974457347052713
T1,P_north_minus_main_35_45 -> H_strength,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,would_later_face_tau0_and_reverse_competition,P_north_minus_main_35_45,H_strength,0.2535406637840595,0.2068049885391701,0.3250480537116089,0.0569430569430569,0.1473820297349709,0.2237762237762237,0.0238251924614494,-0.0748975102142857,0.589,0.266,5,-4,-0.2535406637840595,-0.3250480537116089
T1,P_spread_lat -> H_strength,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,P_spread_lat,H_strength,0.2470365119646581,0.1235379646721176,0.0888827147803157,0.0649350649350649,0.1626016260162601,0.1048951048951049,0.0989779175241868,0.1613202297778319,0.937,0.896,3,-1,-0.2470365119646581,-0.0888827147803157
T1,P_main_band_share -> H_strength,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,would_later_face_tau0_and_reverse_competition,P_main_band_share,H_strength,0.2469102153790227,0.2235537229639868,0.3575631852381624,0.0659340659340659,0.1637717121588089,0.3686313686313686,0.0014866367222313,-0.1078870467582784,0.513,0.195,5,-4,0.2469102153790227,0.3575631852381624
T1,Jw_strength -> Je_axis_lat,Jw,Je,Jw→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,Jw_strength,Je_axis_lat,0.225752738738521,0.1299088374745926,0.1138626626288241,0.0559440559440559,0.1472715318869165,0.0719280719280719,0.0751789002743658,0.1079113043683242,0.821,0.749,5,-1,-0.225752738738521,-0.1138626626288241
T2,P_north_minus_main_35_45 -> Je_strength,P,Je,P→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,would_later_face_reverse_competition,P_north_minus_main_35_45,Je_strength,0.2312412545678709,0.1472461301258674,0.2072354982273078,0.0649350649350649,0.1818181818181818,0.0819180819180819,0.0663232054061805,0.0275829420267458,0.718,0.591,5,-2,0.2312412545678709,-0.2072354982273078
S3,P_main_band_share -> V_pos_centroid_lat,P,V,P→V,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,P_main_band_share,V_pos_centroid_lat,0.215031524167984,0.1272775497309516,0.1032707577144694,0.0529470529470529,0.1482517482517482,0.0449550449550449,0.0706561724216064,0.104609789721299,0.983,0.812,3,-5,0.215031524167984,-0.1032707577144694
T3,H_west_extent_lon -> P_total_centroid_lat_10_50,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,would_later_face_tau0_competition,H_west_extent_lon,P_total_centroid_lat_10_50,0.2198860307890192,0.187026367210415,0.1237481868347018,0.0529470529470529,0.1888111888111887,0.1318681318681318,0.0007916558280865,0.0873142104007458,0.578,0.876,2,-1,-0.2198860307890192,-0.1237481868347018
T1,P_total_centroid_lat_10_50 -> Jw_axis_lat,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,P_total_centroid_lat_10_50,Jw_axis_lat,0.2071302521887508,0.0630084543974833,0.0944540444127402,0.0579420579420579,0.1487179487179487,0.0909090909090909,0.1165327713978238,0.110220229055819,0.788,0.69,5,-2,-0.2071302521887508,0.0944540444127402
T2,H_west_extent_lon -> P_north_minus_main_35_45,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,H_west_extent_lon,P_north_minus_main_35_45,0.20971398316561,0.1740099650842041,0.119866697737554,0.0619380619380619,0.1782890007189072,0.0849150849150849,0.0182374964579492,0.0936720701802595,0.741,0.92,2,-1,0.20971398316561,0.119866697737554
T2,V_pos_centroid_lat -> Je_axis_lat,V,Je,V→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,V_pos_centroid_lat,Je_axis_lat,0.2074756368744145,0.108363358693871,0.1612777845542608,0.0639360639360639,0.1806633733239238,0.1808191808191808,0.0771126495132262,0.044254025691524,0.838,0.675,5,-4,0.2074756368744145,0.1612777845542608
S3,H_strength -> P_south_band_share_18_24,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,H_strength,P_south_band_share_18_24,0.2062352593467203,0.1075375591671815,0.1136663207061517,0.0669330669330669,0.1747066492829204,0.1428571428571428,0.092655462964724,0.0972939672072217,0.98,0.877,5,-5,-0.2062352593467203,-0.1136663207061517
T1,P_main_band_share -> Jw_axis_lat,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,P_main_band_share,Jw_axis_lat,0.2018409467599153,0.0695686765690848,0.0827572853190745,0.0639360639360639,0.1614123581336696,0.1018981018981019,0.1071985376636065,0.1258337079314319,0.865,0.862,5,-5,-0.2018409467599153,-0.0827572853190745
T2,P_spread_lat -> H_west_extent_lon,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,P_spread_lat,H_west_extent_lon,0.204528709162661,0.1634617042168743,0.095890608385957,0.0639360639360639,0.1806633733239238,0.0969030969030969,0.0281467554051633,0.1097417941086896,0.928,0.844,2,-1,-0.204528709162661,-0.095890608385957
T2,Jw_axis_lat -> P_spread_lat,Jw,P,Jw→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,near_pass_moderate_effect_and_near_fdr,True,strong_abs_r,dominance_metrics_not_main_blocker,Jw_axis_lat,P_spread_lat,0.2084610063549308,0.1567920081650963,0.1034849084168606,0.0759240759240759,0.1998685075608152,0.1658341658341658,0.0275813050550092,0.1107214856223456,0.764,0.879,3,-1,0.2084610063549308,0.1034849084168606
T3,V_strength -> P_south_band_share_18_24,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_strength,P_south_band_share_18_24,0.2531746182209919,0.0274503109207566,0.1008920441587263,0.0729270729270729,0.2268842268842269,0.1098901098901098,0.208920651590768,0.1474683478460583,0.991,0.88,5,-3,-0.2531746182209919,0.1008920441587263
T3,V_strength -> P_total_centroid_lat_10_50,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_strength,P_total_centroid_lat_10_50,0.2472497720943924,0.1190883345109186,0.1037740748061268,0.0649350649350649,0.2127659574468084,0.1018981018981019,0.10906500298083,0.1413065672720392,0.974,0.832,3,-4,0.2472497720943924,-0.1037740748061268
T3,V_strength -> P_spread_lat,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_strength,P_spread_lat,0.2400051097152036,0.0839821839452392,0.0545637404748189,0.0619380619380619,0.2051282051282051,0.1028971028971029,0.140552398155989,0.1890022662215752,0.927,0.911,5,-1,0.2400051097152036,0.0545637404748189
T3,Je_strength -> V_pos_centroid_lat,Je,V,Je→V,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,Je_strength,V_pos_centroid_lat,0.2334757230792167,0.1534070951335278,0.1565110923684393,0.0609390609390609,0.2040133779264214,0.1888111888111888,0.0657431458818447,0.073206279466376,0.877,0.76,5,-5,0.2334757230792167,0.1565110923684393
T2,Jw_strength -> Je_strength,Jw,Je,Jw→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,Jw_strength,Je_strength,0.2313050300667757,0.0047137968264474,0.0943587401699637,0.0769230769230769,0.2007822685788787,0.1038961038961039,0.2179460884399941,0.1389985462844392,0.972,0.861,5,-5,0.2313050300667757,0.0943587401699637
T4,V_strength -> P_north_minus_main_35_45,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_strength,P_north_minus_main_35_45,0.2369286266262641,0.0340375459040528,0.1595069464076644,0.0699300699300699,0.251105216622458,0.0969030969030969,0.1849154897302487,0.077446590169699,0.867,0.676,5,-5,-0.2369286266262641,0.1595069464076644
T1,Je_strength -> H_strength,Je,H,Je→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,Je_strength,H_strength,0.2292941533497228,0.1408893120705706,0.111836483695219,0.0949050949050949,0.2102933038184836,0.1158841158841158,0.0711530655312584,0.1212597248208929,0.902,0.788,3,-5,0.2292941533497228,-0.111836483695219
T3,V_strength -> P_north_band_share_35_45,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_strength,P_north_band_share_35_45,0.2295314087110107,0.1349990718422728,0.0894494444152236,0.0729270729270729,0.2268842268842269,0.1348651348651348,0.0673995867872228,0.1265286610484441,0.835,0.876,4,-1,0.2295314087110107,0.0894494444152236
T1,H_centroid_lat -> P_north_minus_main_35_45,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,H_centroid_lat,P_north_minus_main_35_45,0.2270593769070819,0.1210015847667921,0.0852787737501593,0.0879120879120879,0.2051282051282051,0.1078921078921078,0.0848816062184162,0.1474988603817015,0.917,0.948,4,-1,-0.2270593769070819,-0.0852787737501593
T4,P_north_minus_main_35_45 -> H_west_extent_lon,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,P_north_minus_main_35_45,H_west_extent_lon,0.2244314747277077,0.136300127641428,0.0630573470352844,0.0519480519480519,0.2145748987854251,0.0479520479520479,0.0679317541931957,0.1610775212691851,0.963,0.929,2,-1,-0.2244314747277077,-0.0630573470352844
T4,V_NS_diff -> P_north_minus_main_35_45,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_NS_diff,P_north_minus_main_35_45,0.2327717463785068,0.1766204652377439,0.1537362379554642,0.0789210789210789,0.261373035566584,0.1168831168831168,0.0413749579034242,0.0816074989865826,0.766,0.839,5,-1,-0.2327717463785068,-0.1537362379554642
T2,V_pos_centroid_lat -> P_north_minus_main_35_45,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_tau0_competition,V_pos_centroid_lat,P_north_minus_main_35_45,0.2244696356346323,0.1948268603637774,0.1509324629662654,0.0829170829170829,0.2110616656071201,0.0789210789210789,0.0030876808641824,0.0626198860052148,0.541,0.918,2,-1,-0.2244696356346323,-0.1509324629662654
T3,Jw_strength -> P_main_minus_south,Jw,P,Jw→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_reverse_competition,Jw_strength,P_main_minus_south,0.2281389753086184,0.0632146789081161,0.2565545965703285,0.0819180819180819,0.244958924570575,0.0849150849150849,0.1490371957210881,-0.0266032839214639,0.85,0.431,5,-5,0.2281389753086184,-0.2565545965703285
T3,Je_axis_lat -> V_NS_diff,Je,V,Je→V,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,Je_axis_lat,V_NS_diff,0.2240593964552357,0.1998568118940445,0.2713427709451315,0.0729270729270729,0.2268842268842269,0.2687312687312687,0.0096569311190796,-0.040857908615898,0.568,0.392,5,-5,-0.2240593964552357,-0.2713427709451315
T4,V_strength -> Jw_strength,V,Jw,V→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_strength,Jw_strength,0.2347911947909951,0.1258661030865068,0.0924348025009821,0.0939060939060939,0.2892307692307692,0.0859140859140859,0.0794008436224407,0.1304313483816051,0.795,0.803,5,-1,0.2347911947909951,0.0924348025009821
S5,P_north_band_share_35_45 -> Je_strength,P,Je,P→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,P_north_band_share_35_45,Je_strength,0.2181544498380442,0.0761758410910747,0.065846967611,0.0589410589410589,0.2017094017094017,0.0949050949050949,0.1277514503096246,0.1636569929010465,0.985,0.911,4,-4,0.2181544498380442,-0.065846967611
T4,V_strength -> H_centroid_lat,V,H,V→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_strength,H_centroid_lat,0.2238082076558758,0.1790502129172918,0.1451354273128024,0.0669330669330669,0.2483781278962001,0.0699300699300699,0.0239990058770092,0.0767333965667807,0.641,0.788,4,-1,-0.2238082076558758,-0.1451354273128024
T3,Jw_axis_lat -> V_NS_diff,Jw,V,Jw→V,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_reverse_competition,Jw_axis_lat,V_NS_diff,0.2205444401553299,0.1672534953779725,0.2193929421484522,0.0809190809190809,0.2443438914027149,0.2437562437562437,0.0296486456570176,0.0021030361711693,0.658,0.527,4,-5,-0.2205444401553299,-0.2193929421484522
T1,H_centroid_lat -> Je_strength,H,Je,H→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_tau0_competition,H_centroid_lat,Je_strength,0.2155904771191687,0.2268113258766181,0.2103292466164375,0.0909090909090909,0.2058823529411764,0.1908091908091908,-0.0277366174419581,0.0145717051670886,0.196,0.607,1,-1,0.2155904771191687,0.2103292466164375
T3,Jw_strength -> H_centroid_lat,Jw,H,Jw→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,Jw_strength,H_centroid_lat,0.2222023566139744,0.1085924127586608,0.0648603784319162,0.0879120879120879,0.2530553558590942,0.0919080919080919,0.0988205102788978,0.161260551302614,0.963,0.953,4,-1,-0.2222023566139744,-0.0648603784319162
T1,Jw_strength -> H_strength,Jw,H,Jw→H,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_reverse_competition,Jw_strength,H_strength,0.2185391189740676,0.170303093820783,0.220027152526974,0.1108891108891109,0.2323390894819466,0.3066933066933067,0.0340572071267528,0.0014991179299832,0.681,0.541,5,-5,0.2185391189740676,0.220027152526974
S5,V_NS_diff -> P_north_minus_main_35_45,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_NS_diff,P_north_minus_main_35_45,0.2085691976502487,0.1792430046002307,0.1495752215845485,0.0609390609390609,0.2040133779264214,0.1708291708291708,0.0150891671567248,0.0779500004641305,0.739,0.963,2,-1,-0.2085691976502487,-0.1495752215845485
T4,Jw_axis_lat -> Je_axis_lat,Jw,Je,Jw→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,Jw_axis_lat,Je_axis_lat,0.2140260609086705,0.0218912601149601,0.0456028682755197,0.0639360639360639,0.2431149097815764,0.1418581418581418,0.1703229461868915,0.1647895184437015,0.905,0.81,5,-5,0.2140260609086705,-0.0456028682755197
T3,P_spread_lat -> Je_axis_lat,P,Je,P→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_tau0_competition,P_spread_lat,Je_axis_lat,0.2115980718956365,0.2070540886101544,0.1912407154885003,0.0749250749250749,0.2307692307692307,0.1618381618381618,-0.0012404028735724,0.0294457041188879,0.522,0.772,1,-1,-0.2115980718956365,-0.1912407154885003
T3,V_pos_centroid_lat -> P_north_minus_main_35_45,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_pos_centroid_lat,P_north_minus_main_35_45,0.2161217164397434,0.1442989437760827,0.1152111250472155,0.0879120879120879,0.2530553558590942,0.0979020979020979,0.04340161689955,0.1038220005566665,0.834,0.938,3,-1,0.2161217164397434,0.1152111250472155
T2,P_south_band_share_18_24 -> Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,dominance_metrics_not_main_blocker,P_south_band_share_18_24,Jw_strength,0.2156917249143673,0.1672814110893604,0.1485682809899219,0.1018981018981019,0.2451923076923077,0.1428571428571428,0.0288503553308214,0.0626301867782364,0.746,0.852,4,-1,-0.2156917249143673,-0.1485682809899219
T1,V_pos_centroid_lat -> Je_strength,V,Je,V→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,V_pos_centroid_lat,Je_strength,0.209334595560408,0.1923041614651227,0.1823251442940817,0.0939060939060939,0.2102933038184836,0.1288711288711288,-0.0109091703697823,0.017846443866427,0.407,0.51,2,-1,-0.209334595560408,-0.1823251442940817
T4,H_strength -> Jw_strength,H,Jw,H→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,H_strength,Jw_strength,0.2232692359545092,0.2365091276816748,0.2364888978446128,0.1008991008991009,0.2988165680473372,0.1008991008991009,-0.0310513892810573,-0.0099114670984248,0.116,0.4,1,-1,-0.2232692359545092,-0.2364888978446128
S2,P_north_minus_main_35_45 -> Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_north_minus_main_35_45,Jw_strength,0.1896934665184649,0.0879557977882386,0.0723658120918728,0.0539460539460539,0.1100356597045338,0.0959040959040959,0.0937645125171913,0.1204869050955654,0.926,0.939,5,-1,-0.1896934665184649,-0.0723658120918728
T2,V_pos_centroid_lat -> Je_strength,V,Je,V→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,V_pos_centroid_lat,Je_strength,0.209794750734321,0.0573901611435764,0.0780690259053552,0.0889110889110889,0.2208436724565756,0.1338661338661338,0.1375960886193063,0.1388976336740648,0.895,0.886,5,-1,0.209794750734321,-0.0780690259053552
T4,V_strength -> H_west_extent_lon,V,H,V→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_reverse_competition,V_strength,H_west_extent_lon,0.2104271270541227,0.0342918220732369,0.195708063424559,0.0639360639360639,0.2431149097815764,0.0849150849150849,0.1537044513211541,0.0119596554917793,0.845,0.572,4,-5,-0.2104271270541227,0.195708063424559
T3,P_main_minus_south -> Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_reverse_competition,P_main_minus_south,Jw_strength,0.2203775809271007,0.0632146789081161,0.2301768246029573,0.1068931068931069,0.286472148541114,0.0919080919080919,0.1390400609230527,-0.0114333653557877,0.94,0.488,4,-5,-0.2203775809271007,0.2301768246029573
S2,H_strength -> P_total_centroid_lat_10_50,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,H_strength,P_total_centroid_lat_10_50,0.1913365420702464,0.1121930211944125,0.0791250406722468,0.0629370629370629,0.1226874391431353,0.2137862137862138,0.0684800877708407,0.1136540579825713,0.987,0.979,4,-1,0.1913365420702464,0.0791250406722468
S3,H_centroid_lat -> P_north_band_share_35_45,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,H_centroid_lat,P_north_band_share_35_45,0.1957636265124336,0.1084012175377554,0.0882881254823701,0.0619380619380619,0.1673414304993252,0.1098901098901098,0.0715474343813547,0.1111331001200266,0.944,0.939,5,-1,0.1957636265124336,0.0882881254823701
T3,H_west_extent_lon -> Jw_strength,H,Jw,H→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,H_west_extent_lon,Jw_strength,0.2143080382172691,0.2111560259952315,0.2277550434422517,0.0999000999000999,0.2772002772002772,0.0739260739260739,-0.026488888434991,-0.0159263055307747,0.355,0.454,1,-3,-0.2143080382172691,-0.2277550434422517
T2,V_pos_centroid_lat -> H_west_extent_lon,V,H,V→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_competition,V_pos_centroid_lat,H_west_extent_lon,0.1979385213071111,0.1901879202552502,0.1420073663011074,0.0709290709290709,0.1899665551839465,0.1278721278721278,-0.009294358904009,0.065017073126883,0.47,0.659,1,-1,-0.1979385213071111,-0.1420073663011074
T4,V_NS_diff -> Jw_strength,V,Jw,V→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,dominance_metrics_not_main_blocker,V_NS_diff,Jw_strength,0.2223998877398726,0.1451879550882211,0.1210324459339602,0.1168831168831168,0.3238866396761134,0.1108891108891109,0.0598928887035288,0.0959068353326675,0.794,0.801,5,-1,0.2223998877398726,0.1210324459339602
T3,P_north_minus_main_35_45 -> H_west_extent_lon,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,P_north_minus_main_35_45,H_west_extent_lon,0.2039713081779183,0.1363850437311767,0.0876709793026112,0.0769230769230769,0.2345773038842346,0.1728271728271728,0.0404832529757006,0.1119809012741145,0.742,0.829,3,-1,-0.2039713081779183,-0.0876709793026112
T3,Jw_strength -> H_west_extent_lon,Jw,H,Jw→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,Jw_strength,H_west_extent_lon,0.2053990585230808,0.2111560259952315,0.199418935291705,0.0839160839160839,0.2485207100591716,0.0909090909090909,-0.0204638472457804,0.0081608393640915,0.266,0.579,1,-1,-0.2053990585230808,-0.199418935291705
S3,H_centroid_lat -> P_spread_lat,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,H_centroid_lat,P_spread_lat,0.1939591294506747,0.1671117413913498,0.1524995501546859,0.0739260739260739,0.1866330390920554,0.0979020979020979,0.0186409577706022,0.0470599915858359,0.781,0.843,2,-1,0.1939591294506747,0.1524995501546859
S5,V_NS_diff -> Je_axis_lat,V,Je,V→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,V_NS_diff,Je_axis_lat,0.1948311874724579,0.1509792585214103,0.1138093199267796,0.0599400599400599,0.2028740490278952,0.1568431568431568,0.0328131797047405,0.0898591487644691,0.871,0.906,2,-1,-0.1948311874724579,-0.1138093199267796
