window_id,year,object,peak_day,selected_candidate_id,selected_window_start,selected_window_end,selected_role,support_class,selection_reason,excluded_candidates,early_secondary_candidates,late_secondary_candidates,detector_status,peak_source,boundary_flag,missing_flag,quality_flag
W045,1984,Je,47,CP001,37,57,within_system_window,unstable_window,system_relevant_first,CP002@35:unstable_window;CP003@23:unstable_window,CP003@23:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1984,Jw,40,CP001,30,50,within_system_window,unstable_window,system_relevant_first,CP002@25:unstable_window,CP002@25:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1985,P,47,CP001,37,57,within_system_window,unstable_window,system_relevant_first,CP002@52:unstable_window;CP003@27:unstable_window;CP004@16:unstable_window,CP003@27:unstable_window;CP004@16:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1985,V,44,CP003,34,54,within_system_window,unstable_window,system_relevant_first,CP001@27:unstable_window;CP002@53:unstable_window;CP004@16:unstable_window,CP001@27:unstable_window;CP004@16:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1985,H,47,CP002,37,57,within_system_window,unstable_window,system_relevant_first,CP001@32:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1985,Je,48,CP003,48,48,within_system_window,unstable_window,system_relevant_first,CP001@26:unstable_window;CP002@54:unstable_window,CP001@26:unstable_window,CP002@54:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1985,Jw,44,CP003,34,54,within_system_window,unstable_window,system_relevant_first,CP001@55:unstable_window;CP002@27:unstable_window;CP004@17:unstable_window,CP002@27:unstable_window;CP004@17:unstable_window,CP001@55:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1986,P,42,CP001,32,52,within_system_window,unstable_window,system_relevant_first,CP002@35:unstable_window;CP003@57:unstable_window;CP004@23:unstable_window,CP004@23:unstable_window,CP003@57:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1986,V,42,CP001,32,52,within_system_window,unstable_window,system_relevant_first,CP002@29:unstable_window;CP003@19:unstable_window;CP004@15:unstable_window,CP002@29:unstable_window;CP003@19:unstable_window;CP004@15:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1986,H,44,CP003,34,54,within_system_window,unstable_window,system_relevant_first,CP001@16:unstable_window;CP002@21:unstable_window;CP004@33:unstable_window,CP001@16:unstable_window;CP002@21:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1986,Je,45,CP003,35,55,within_system_window,unstable_window,system_relevant_first,CP001@21:unstable_window;CP002@32:unstable_window,CP001@21:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1986,Jw,45,CP005,45,45,within_system_window,unstable_window,system_relevant_first,CP001@30:unstable_window;CP002@19:unstable_window;CP003@53:unstable_window;CP004@48:unstable_window,CP002@19:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1987,P,44,CP003,34,54,within_system_window,unstable_window,system_relevant_first,CP001@29:unstable_window;CP002@54:unstable_window;CP004@48:unstable_window,CP001@29:unstable_window,CP002@54:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1987,V,45,CP001,35,55,within_system_window,unstable_window,system_relevant_first,CP002@26:unstable_window;CP003@19:unstable_window;CP004@58:unstable_window,CP002@26:unstable_window;CP003@19:unstable_window,CP004@58:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1987,H,45,CP001,35,55,within_system_window,unstable_window,system_relevant_first,CP002@55:unstable_window;CP003@28:unstable_window,CP003@28:unstable_window,CP002@55:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1987,Je,42,CP002,32,52,within_system_window,unstable_window,system_relevant_first,CP001@20:unstable_window;CP003@30:unstable_window,CP001@20:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1987,Jw,47,CP001,37,57,within_system_window,unstable_window,system_relevant_first,CP002@28:unstable_window;CP003@17:unstable_window;CP004@37:unstable_window;CP005@56:unstable_window,CP002@28:unstable_window;CP003@17:unstable_window,CP005@56:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1988,P,40,CP003,30,50,within_system_window,unstable_window,system_relevant_first,CP001@55:unstable_window;CP002@30:unstable_window;CP004@15:unstable_window,CP004@15:unstable_window,CP001@55:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1988,V,40,CP003,30,50,within_system_window,unstable_window,system_relevant_first,CP001@27:unstable_window;CP002@55:unstable_window;CP004@16:unstable_window,CP001@27:unstable_window;CP004@16:unstable_window,CP002@55:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1988,H,54,CP002,44,59,post_window,unstable_window,fallback_no_system_relevant_candidate,CP001@28:unstable_window;CP003@16:unstable_window,CP001@28:unstable_window;CP003@16:unstable_window,CP002@54:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1988,Je,41,CP002,31,51,within_system_window,unstable_window,system_relevant_first,CP001@29:unstable_window,CP001@29:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1988,Jw,47,CP004,37,57,within_system_window,unstable_window,system_relevant_first,CP001@33:unstable_window;CP002@28:unstable_window;CP003@57:unstable_window,CP002@28:unstable_window,CP003@57:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1989,P,44,CP001,34,54,within_system_window,unstable_window,system_relevant_first,CP002@27:unstable_window;CP003@35:unstable_window,CP002@27:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1989,V,50,CP001,40,59,late_or_catchup,unstable_window,system_relevant_first,CP002@28:unstable_window;CP003@41:unstable_window;CP004@18:unstable_window,CP002@28:unstable_window;CP004@18:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1989,H,38,CP001,28,48,front_or_early,unstable_window,system_relevant_first,CP002@23:unstable_window;CP003@54:unstable_window,CP002@23:unstable_window,CP003@54:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1989,Je,36,CP002,26,46,front_or_early,unstable_window,system_relevant_first,CP001@54:unstable_window;CP003@17:unstable_window;CP004@26:unstable_window,CP003@17:unstable_window;CP004@26:unstable_window,CP001@54:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1989,Jw,48,CP003,38,58,within_system_window,unstable_window,system_relevant_first,CP001@33:unstable_window;CP002@22:unstable_window,CP002@22:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1990,P,50,CP003,40,59,late_or_catchup,unstable_window,system_relevant_first,CP001@24:unstable_window;CP002@34:unstable_window;CP004@40:unstable_window,CP001@24:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1990,V,49,CP002,39,59,late_or_catchup,unstable_window,system_relevant_first,CP001@24:unstable_window;CP003@39:unstable_window,CP001@24:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1990,H,43,CP002,33,53,within_system_window,unstable_window,system_relevant_first,CP001@20:unstable_window;CP003@56:unstable_window,CP001@20:unstable_window,CP003@56:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1990,Je,42,CP002,32,52,within_system_window,unstable_window,system_relevant_first,CP001@21:unstable_window;CP003@51:unstable_window,CP001@21:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1990,Jw,44,CP002,34,54,within_system_window,unstable_window,system_relevant_first,CP001@28:unstable_window;CP003@15:unstable_window,CP001@28:unstable_window;CP003@15:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1991,P,49,CP001,39,59,late_or_catchup,unstable_window,system_relevant_first,CP002@38:unstable_window;CP003@26:unstable_window;CP004@20:unstable_window,CP003@26:unstable_window;CP004@20:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1991,V,47,CP001,37,57,within_system_window,unstable_window,system_relevant_first,CP002@35:unstable_window;CP003@15:unstable_window;CP004@25:unstable_window;CP005@57:unstable_window,CP003@15:unstable_window;CP004@25:unstable_window,CP005@57:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1991,H,37,CP001,27,47,front_or_early,unstable_window,system_relevant_first,CP002@52:unstable_window;CP003@24:unstable_window,CP003@24:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1991,Je,49,CP001,39,59,late_or_catchup,unstable_window,system_relevant_first,CP002@58:unstable_window;CP003@17:unstable_window;CP004@21:unstable_window;CP005@35:unstable_window,CP003@17:unstable_window;CP004@21:unstable_window,CP002@58:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1991,Jw,50,CP001,40,59,late_or_catchup,unstable_window,system_relevant_first,CP002@39:unstable_window;CP003@25:unstable_window,CP003@25:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1992,P,48,CP002,38,58,within_system_window,unstable_window,system_relevant_first,CP001@30:unstable_window;CP003@40:unstable_window;CP004@18:unstable_window;CP005@58:unstable_window,CP004@18:unstable_window,CP005@58:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1992,V,40,CP001,30,50,within_system_window,unstable_window,system_relevant_first,CP002@19:unstable_window;CP003@28:unstable_window,CP002@19:unstable_window;CP003@28:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1992,H,47,CP003,37,57,within_system_window,unstable_window,system_relevant_first,CP001@18:unstable_window;CP002@31:unstable_window,CP001@18:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1992,Je,49,CP001,39,59,late_or_catchup,unstable_window,system_relevant_first,CP002@31:unstable_window;CP003@18:unstable_window,CP003@18:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1992,Jw,40,CP001,30,50,within_system_window,unstable_window,system_relevant_first,CP002@54:unstable_window,,CP002@54:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1993,P,50,CP001,40,59,late_or_catchup,unstable_window,system_relevant_first,CP002@25:unstable_window;CP003@36:unstable_window,CP002@25:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1993,V,50,CP002,40,59,late_or_catchup,unstable_window,system_relevant_first,CP001@18:unstable_window;CP003@21:unstable_window;CP004@35:unstable_window,CP001@18:unstable_window;CP003@21:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1993,H,40,CP004,30,50,within_system_window,unstable_window,system_relevant_first,CP001@52:unstable_window;CP002@27:unstable_window;CP003@23:unstable_window,CP002@27:unstable_window;CP003@23:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1993,Je,47,CP002,37,57,within_system_window,unstable_window,system_relevant_first,CP001@22:unstable_window;CP003@35:unstable_window,CP001@22:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1993,Jw,44,CP003,34,54,within_system_window,unstable_window,system_relevant_first,CP001@27:unstable_window;CP002@39:unstable_window;CP004@49:unstable_window,CP001@27:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1994,P,37,CP003,27,47,front_or_early,unstable_window,system_relevant_first,CP001@57:unstable_window;CP002@23:unstable_window,CP002@23:unstable_window,CP001@57:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1994,V,38,CP004,38,38,front_or_early,unstable_window,system_relevant_first,CP001@56:unstable_window;CP002@28:unstable_window;CP003@24:unstable_window,CP002@28:unstable_window;CP003@24:unstable_window,CP001@56:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1994,H,38,CP001,28,48,front_or_early,unstable_window,system_relevant_first,CP002@55:unstable_window;CP003@22:unstable_window,CP003@22:unstable_window,CP002@55:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1994,Je,47,CP002,37,57,within_system_window,unstable_window,system_relevant_first,CP001@35:unstable_window;CP003@23:unstable_window,CP003@23:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1994,Jw,39,CP003,29,49,front_or_early,unstable_window,system_relevant_first,CP001@28:unstable_window;CP002@51:unstable_window;CP004@15:unstable_window,CP001@28:unstable_window;CP004@15:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1995,P,46,CP002,36,56,within_system_window,unstable_window,system_relevant_first,CP001@35:unstable_window;CP003@26:unstable_window,CP003@26:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1995,V,49,CP003,39,59,late_or_catchup,unstable_window,system_relevant_first,CP001@37:unstable_window;CP002@29:unstable_window,CP002@29:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1995,H,48,CP002,38,58,within_system_window,unstable_window,system_relevant_first,CP001@32:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1995,Je,46,CP001,36,56,within_system_window,unstable_window,system_relevant_first,CP002@34:unstable_window;CP003@18:unstable_window,CP003@18:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1995,Jw,41,CP001,31,51,within_system_window,unstable_window,system_relevant_first,CP002@29:unstable_window;CP003@55:unstable_window,CP002@29:unstable_window,CP003@55:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1996,P,38,CP002,28,48,front_or_early,unstable_window,system_relevant_first,CP001@51:unstable_window;CP003@22:unstable_window;CP004@32:unstable_window;CP005@27:unstable_window,CP003@22:unstable_window;CP005@27:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1996,V,39,CP002,29,49,front_or_early,unstable_window,system_relevant_first,CP001@51:unstable_window;CP003@28:unstable_window;CP004@20:unstable_window,CP003@28:unstable_window;CP004@20:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1996,H,41,CP003,41,41,within_system_window,unstable_window,system_relevant_first,CP001@55:unstable_window;CP002@27:unstable_window,CP002@27:unstable_window,CP001@55:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1996,Je,45,CP003,35,55,within_system_window,unstable_window,system_relevant_first,CP001@19:unstable_window;CP002@33:unstable_window,CP001@19:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1996,Jw,40,CP001,30,50,within_system_window,unstable_window,system_relevant_first,CP002@29:unstable_window;CP003@58:unstable_window,CP002@29:unstable_window,CP003@58:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1997,P,47,CP001,37,57,within_system_window,unstable_window,system_relevant_first,CP002@31:unstable_window;CP003@20:unstable_window,CP003@20:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1997,V,45,CP002,35,55,within_system_window,unstable_window,system_relevant_first,CP001@29:unstable_window;CP003@17:unstable_window,CP001@29:unstable_window;CP003@17:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1997,H,46,CP001,36,56,within_system_window,unstable_window,system_relevant_first,CP002@25:unstable_window,CP002@25:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1997,Je,43,CP001,33,53,within_system_window,unstable_window,system_relevant_first,CP002@30:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1997,Jw,40,CP001,30,50,within_system_window,unstable_window,system_relevant_first,CP002@54:unstable_window;CP003@26:unstable_window,CP003@26:unstable_window,CP002@54:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1998,P,45,CP001,35,55,within_system_window,unstable_window,system_relevant_first,CP002@22:unstable_window;CP003@32:unstable_window,CP002@22:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1998,V,47,CP003,37,57,within_system_window,unstable_window,system_relevant_first,CP001@58:unstable_window;CP002@21:unstable_window;CP004@32:unstable_window,CP002@21:unstable_window,CP001@58:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1998,H,45,CP004,35,45,within_system_window,unstable_window,system_relevant_first,CP001@20:unstable_window;CP002@26:unstable_window;CP003@56:unstable_window,CP001@20:unstable_window;CP002@26:unstable_window,CP003@56:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1998,Je,42,CP003,32,52,within_system_window,unstable_window,system_relevant_first,CP001@24:unstable_window;CP002@54:unstable_window,CP001@24:unstable_window,CP002@54:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1998,Jw,47,CP002,37,57,within_system_window,unstable_window,system_relevant_first,CP001@19:unstable_window;CP003@56:unstable_window;CP004@36:unstable_window,CP001@19:unstable_window,CP003@56:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1999,P,41,CP001,31,51,within_system_window,unstable_window,system_relevant_first,CP002@24:unstable_window;CP003@49:unstable_window,CP002@24:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1999,V,40,CP002,30,50,within_system_window,unstable_window,system_relevant_first,CP001@22:unstable_window;CP003@57:unstable_window,CP001@22:unstable_window,CP003@57:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1999,H,45,CP002,35,55,within_system_window,unstable_window,system_relevant_first,CP001@19:unstable_window;CP003@31:unstable_window,CP001@19:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1999,Je,43,CP001,33,53,within_system_window,unstable_window,system_relevant_first,CP002@28:unstable_window;CP003@55:unstable_window,CP002@28:unstable_window,CP003@55:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,1999,Jw,52,CP002,42,59,late_or_catchup,unstable_window,system_relevant_first,CP001@34:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2000,P,39,CP002,29,49,front_or_early,unstable_window,system_relevant_first,CP001@53:unstable_window;CP003@21:unstable_window,CP003@21:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2000,V,41,CP002,31,51,within_system_window,unstable_window,system_relevant_first,CP001@29:unstable_window;CP003@52:unstable_window,CP001@29:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2000,H,51,CP001,41,59,late_or_catchup,unstable_window,system_relevant_first,CP002@34:unstable_window;CP003@20:unstable_window,CP003@20:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2000,Je,53,CP001,43,59,late_or_catchup,unstable_window,system_relevant_first,CP002@24:unstable_window;CP003@34:unstable_window;CP004@40:unstable_window,CP002@24:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2000,Jw,46,CP003,36,56,within_system_window,unstable_window,system_relevant_first,CP001@32:unstable_window;CP002@17:unstable_window,CP002@17:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2001,P,36,CP001,26,46,front_or_early,unstable_window,system_relevant_first,CP002@16:unstable_window;CP003@52:unstable_window;CP004@21:unstable_window,CP002@16:unstable_window;CP004@21:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2001,V,42,CP001,32,52,within_system_window,unstable_window,system_relevant_first,CP002@16:unstable_window;CP003@32:unstable_window;CP004@52:unstable_window,CP002@16:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2001,H,48,CP004,38,58,within_system_window,unstable_window,system_relevant_first,CP001@57:unstable_window;CP002@23:unstable_window;CP003@17:unstable_window;CP005@37:unstable_window,CP002@23:unstable_window;CP003@17:unstable_window,CP001@57:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2001,Je,40,CP002,30,50,within_system_window,unstable_window,system_relevant_first,CP001@51:unstable_window;CP003@18:unstable_window;CP004@29:unstable_window,CP003@18:unstable_window;CP004@29:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2001,Jw,47,CP003,37,57,within_system_window,unstable_window,system_relevant_first,CP001@35:unstable_window;CP002@24:unstable_window,CP002@24:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2002,P,48,CP001,38,58,within_system_window,unstable_window,system_relevant_first,CP002@38:unstable_window;CP003@29:unstable_window;CP004@17:unstable_window,CP003@29:unstable_window;CP004@17:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2002,V,48,CP002,38,58,within_system_window,unstable_window,system_relevant_first,CP001@39:unstable_window;CP003@15:unstable_window;CP004@27:unstable_window,CP003@15:unstable_window;CP004@27:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2002,H,44,CP002,34,54,within_system_window,unstable_window,system_relevant_first,CP001@24:unstable_window;CP003@35:unstable_window,CP001@24:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2002,Je,42,CP001,32,52,within_system_window,unstable_window,system_relevant_first,CP002@21:unstable_window,CP002@21:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
