window_id,year,object_A,object_B,target_pair,target_set,peak_A,peak_B,delta_B_minus_A,order_label,quality_A,quality_B,pair_y_quality_flag
W045,1984,V,Jw,V-Jw,priority,40.0,40.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1984,H,Je,H-Je,exploratory_full_pair,34.0,47.0,13.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1984,H,Jw,H-Jw,exploratory_full_pair,34.0,40.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1984,Je,Jw,Je-Jw,priority,47.0,40.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1985,P,V,P-V,exploratory_full_pair,47.0,44.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1985,P,H,P-H,exploratory_full_pair,47.0,47.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1985,P,Je,P-Je,exploratory_full_pair,47.0,48.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1985,P,Jw,P-Jw,priority,47.0,44.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1985,V,H,V-H,exploratory_full_pair,44.0,47.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1985,V,Je,V-Je,exploratory_full_pair,44.0,48.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1985,V,Jw,V-Jw,priority,44.0,44.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1985,H,Je,H-Je,exploratory_full_pair,47.0,48.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1985,H,Jw,H-Jw,exploratory_full_pair,47.0,44.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1985,Je,Jw,Je-Jw,priority,48.0,44.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1986,P,V,P-V,exploratory_full_pair,42.0,42.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1986,P,H,P-H,exploratory_full_pair,42.0,44.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1986,P,Je,P-Je,exploratory_full_pair,42.0,45.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1986,P,Jw,P-Jw,priority,42.0,45.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1986,V,H,V-H,exploratory_full_pair,42.0,44.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1986,V,Je,V-Je,exploratory_full_pair,42.0,45.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1986,V,Jw,V-Jw,priority,42.0,45.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1986,H,Je,H-Je,exploratory_full_pair,44.0,45.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1986,H,Jw,H-Jw,exploratory_full_pair,44.0,45.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1986,Je,Jw,Je-Jw,priority,45.0,45.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1987,P,V,P-V,exploratory_full_pair,44.0,45.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1987,P,H,P-H,exploratory_full_pair,44.0,45.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1987,P,Je,P-Je,exploratory_full_pair,44.0,42.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1987,P,Jw,P-Jw,priority,44.0,47.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1987,V,H,V-H,exploratory_full_pair,45.0,45.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1987,V,Je,V-Je,exploratory_full_pair,45.0,42.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1987,V,Jw,V-Jw,priority,45.0,47.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1987,H,Je,H-Je,exploratory_full_pair,45.0,42.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1987,H,Jw,H-Jw,exploratory_full_pair,45.0,47.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1987,Je,Jw,Je-Jw,priority,42.0,47.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1988,P,V,P-V,exploratory_full_pair,40.0,40.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1988,P,H,P-H,exploratory_full_pair,40.0,54.0,14.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1988,P,Je,P-Je,exploratory_full_pair,40.0,41.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1988,P,Jw,P-Jw,priority,40.0,47.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1988,V,H,V-H,exploratory_full_pair,40.0,54.0,14.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1988,V,Je,V-Je,exploratory_full_pair,40.0,41.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1988,V,Jw,V-Jw,priority,40.0,47.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1988,H,Je,H-Je,exploratory_full_pair,54.0,41.0,-13.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1988,H,Jw,H-Jw,exploratory_full_pair,54.0,47.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1988,Je,Jw,Je-Jw,priority,41.0,47.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1989,P,V,P-V,exploratory_full_pair,44.0,50.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1989,P,H,P-H,exploratory_full_pair,44.0,38.0,-6.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1989,P,Je,P-Je,exploratory_full_pair,44.0,36.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1989,P,Jw,P-Jw,priority,44.0,48.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1989,V,H,V-H,exploratory_full_pair,50.0,38.0,-12.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1989,V,Je,V-Je,exploratory_full_pair,50.0,36.0,-14.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1989,V,Jw,V-Jw,priority,50.0,48.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1989,H,Je,H-Je,exploratory_full_pair,38.0,36.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1989,H,Jw,H-Jw,exploratory_full_pair,38.0,48.0,10.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1989,Je,Jw,Je-Jw,priority,36.0,48.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1990,P,V,P-V,exploratory_full_pair,50.0,49.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1990,P,H,P-H,exploratory_full_pair,50.0,43.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1990,P,Je,P-Je,exploratory_full_pair,50.0,42.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1990,P,Jw,P-Jw,priority,50.0,44.0,-6.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1990,V,H,V-H,exploratory_full_pair,49.0,43.0,-6.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1990,V,Je,V-Je,exploratory_full_pair,49.0,42.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1990,V,Jw,V-Jw,priority,49.0,44.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1990,H,Je,H-Je,exploratory_full_pair,43.0,42.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1990,H,Jw,H-Jw,exploratory_full_pair,43.0,44.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1990,Je,Jw,Je-Jw,priority,42.0,44.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1991,P,V,P-V,exploratory_full_pair,49.0,47.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1991,P,H,P-H,exploratory_full_pair,49.0,37.0,-12.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1991,P,Je,P-Je,exploratory_full_pair,49.0,49.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1991,P,Jw,P-Jw,priority,49.0,50.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1991,V,H,V-H,exploratory_full_pair,47.0,37.0,-10.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1991,V,Je,V-Je,exploratory_full_pair,47.0,49.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1991,V,Jw,V-Jw,priority,47.0,50.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1991,H,Je,H-Je,exploratory_full_pair,37.0,49.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1991,H,Jw,H-Jw,exploratory_full_pair,37.0,50.0,13.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1991,Je,Jw,Je-Jw,priority,49.0,50.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1992,P,V,P-V,exploratory_full_pair,48.0,40.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1992,P,H,P-H,exploratory_full_pair,48.0,47.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1992,P,Je,P-Je,exploratory_full_pair,48.0,49.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1992,P,Jw,P-Jw,priority,48.0,40.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1992,V,H,V-H,exploratory_full_pair,40.0,47.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1992,V,Je,V-Je,exploratory_full_pair,40.0,49.0,9.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1992,V,Jw,V-Jw,priority,40.0,40.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1992,H,Je,H-Je,exploratory_full_pair,47.0,49.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1992,H,Jw,H-Jw,exploratory_full_pair,47.0,40.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1992,Je,Jw,Je-Jw,priority,49.0,40.0,-9.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1993,P,V,P-V,exploratory_full_pair,50.0,50.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1993,P,H,P-H,exploratory_full_pair,50.0,40.0,-10.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1993,P,Je,P-Je,exploratory_full_pair,50.0,47.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1993,P,Jw,P-Jw,priority,50.0,44.0,-6.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1993,V,H,V-H,exploratory_full_pair,50.0,40.0,-10.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1993,V,Je,V-Je,exploratory_full_pair,50.0,47.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1993,V,Jw,V-Jw,priority,50.0,44.0,-6.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1993,H,Je,H-Je,exploratory_full_pair,40.0,47.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1993,H,Jw,H-Jw,exploratory_full_pair,40.0,44.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1993,Je,Jw,Je-Jw,priority,47.0,44.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1994,P,V,P-V,exploratory_full_pair,37.0,38.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1994,P,H,P-H,exploratory_full_pair,37.0,38.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1994,P,Je,P-Je,exploratory_full_pair,37.0,47.0,10.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1994,P,Jw,P-Jw,priority,37.0,39.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1994,V,H,V-H,exploratory_full_pair,38.0,38.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1994,V,Je,V-Je,exploratory_full_pair,38.0,47.0,9.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1994,V,Jw,V-Jw,priority,38.0,39.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1994,H,Je,H-Je,exploratory_full_pair,38.0,47.0,9.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1994,H,Jw,H-Jw,exploratory_full_pair,38.0,39.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1994,Je,Jw,Je-Jw,priority,47.0,39.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1995,P,V,P-V,exploratory_full_pair,46.0,49.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1995,P,H,P-H,exploratory_full_pair,46.0,48.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1995,P,Je,P-Je,exploratory_full_pair,46.0,46.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1995,P,Jw,P-Jw,priority,46.0,41.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1995,V,H,V-H,exploratory_full_pair,49.0,48.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1995,V,Je,V-Je,exploratory_full_pair,49.0,46.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1995,V,Jw,V-Jw,priority,49.0,41.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1995,H,Je,H-Je,exploratory_full_pair,48.0,46.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1995,H,Jw,H-Jw,exploratory_full_pair,48.0,41.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1995,Je,Jw,Je-Jw,priority,46.0,41.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1996,P,V,P-V,exploratory_full_pair,38.0,39.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1996,P,H,P-H,exploratory_full_pair,38.0,41.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1996,P,Je,P-Je,exploratory_full_pair,38.0,45.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1996,P,Jw,P-Jw,priority,38.0,40.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1996,V,H,V-H,exploratory_full_pair,39.0,41.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1996,V,Je,V-Je,exploratory_full_pair,39.0,45.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1996,V,Jw,V-Jw,priority,39.0,40.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1996,H,Je,H-Je,exploratory_full_pair,41.0,45.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1996,H,Jw,H-Jw,exploratory_full_pair,41.0,40.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1996,Je,Jw,Je-Jw,priority,45.0,40.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1997,P,V,P-V,exploratory_full_pair,47.0,45.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1997,P,H,P-H,exploratory_full_pair,47.0,46.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1997,P,Je,P-Je,exploratory_full_pair,47.0,43.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1997,P,Jw,P-Jw,priority,47.0,40.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1997,V,H,V-H,exploratory_full_pair,45.0,46.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1997,V,Je,V-Je,exploratory_full_pair,45.0,43.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1997,V,Jw,V-Jw,priority,45.0,40.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1997,H,Je,H-Je,exploratory_full_pair,46.0,43.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1997,H,Jw,H-Jw,exploratory_full_pair,46.0,40.0,-6.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1997,Je,Jw,Je-Jw,priority,43.0,40.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1998,P,V,P-V,exploratory_full_pair,45.0,47.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1998,P,H,P-H,exploratory_full_pair,45.0,45.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1998,P,Je,P-Je,exploratory_full_pair,45.0,42.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1998,P,Jw,P-Jw,priority,45.0,47.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1998,V,H,V-H,exploratory_full_pair,47.0,45.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1998,V,Je,V-Je,exploratory_full_pair,47.0,42.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1998,V,Jw,V-Jw,priority,47.0,47.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W045,1998,H,Je,H-Je,exploratory_full_pair,45.0,42.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1998,H,Jw,H-Jw,exploratory_full_pair,45.0,47.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1998,Je,Jw,Je-Jw,priority,42.0,47.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1999,P,V,P-V,exploratory_full_pair,41.0,40.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1999,P,H,P-H,exploratory_full_pair,41.0,45.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1999,P,Je,P-Je,exploratory_full_pair,41.0,43.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1999,P,Jw,P-Jw,priority,41.0,52.0,11.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1999,V,H,V-H,exploratory_full_pair,40.0,45.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1999,V,Je,V-Je,exploratory_full_pair,40.0,43.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1999,V,Jw,V-Jw,priority,40.0,52.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1999,H,Je,H-Je,exploratory_full_pair,45.0,43.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1999,H,Jw,H-Jw,exploratory_full_pair,45.0,52.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,1999,Je,Jw,Je-Jw,priority,43.0,52.0,9.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W045,2000,P,V,P-V,exploratory_full_pair,39.0,41.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
