method_family,scope,object,k,energy_peak_rank_fullseason,energy_peak_day,energy_peak_month_day,energy_peak_score,score_ratio_to_top1,nearest_object_candidate_id,nearest_object_candidate_day,distance_to_nearest_object_candidate,nearest_object_support_class,nearest_object_bootstrap_match_fraction,nearest_joint_lineage_day,nearest_joint_lineage_status,distance_to_nearest_joint_lineage
detector_external_profile_energy,P_only,P,9,7,34,05-05,0.4557784500020648,0.4709359175818422,CP002,34,0.0,object_weak_candidate,0.6,45,strict_accepted_main_window,11.0
detector_external_profile_energy,P_only,P,9,8,173,09-21,0.3295984429637288,0.3405596406981658,CP010,158,15.0,object_strong_candidate,0.957,160,strict_accepted_main_window,13.0
detector_external_profile_energy,P_only,P,9,9,169,09-17,0.3230468008287577,0.33379011572284834,CP010,158,11.0,object_strong_candidate,0.957,160,strict_accepted_main_window,9.0
detector_external_profile_energy,P_only,P,9,10,125,08-04,0.3166378874674933,0.32716806614047794,CP008,126,1.0,object_candidate,0.839,132,derived_non_strict_candidate_window,7.0
detector_external_profile_energy,P_only,P,9,11,137,08-16,0.28784555777911086,0.2974182124537671,CP009,138,1.0,object_candidate,0.918,135,derived_non_strict_candidate_window,2.0
detector_external_profile_energy,P_only,P,9,12,15,04-16,0.28012713265118205,0.28944310169569715,CP001,18,3.0,object_weak_candidate,0.793,18,derived_non_strict_candidate_window,3.0
detector_external_profile_energy,P_only,P,11,1,81,06-21,1.0855576151539814,1.0,CP005,82,1.0,object_candidate,0.916,81,strict_accepted_main_window,0.0
detector_external_profile_energy,P_only,P,11,2,112,07-22,0.7125079496576594,0.6563520348540813,CP007,113,1.0,object_candidate,0.938,113,strict_accepted_main_window,1.0
detector_external_profile_energy,P_only,P,11,3,43,05-14,0.7030236710063762,0.6476152543102519,CP003,45,2.0,object_strong_candidate,0.985,45,strict_accepted_main_window,2.0
detector_external_profile_energy,P_only,P,11,4,157,09-05,0.6347752249802893,0.5847457713151865,CP010,158,1.0,object_strong_candidate,0.957,160,strict_accepted_main_window,3.0
detector_external_profile_energy,P_only,P,11,5,125,08-04,0.3117378736272503,0.28716842779738755,CP008,126,1.0,object_candidate,0.839,132,derived_non_strict_candidate_window,7.0
detector_external_profile_energy,P_only,P,11,6,18,04-19,0.2971959463081962,0.27377261433152056,CP001,18,0.0,object_weak_candidate,0.793,18,derived_non_strict_candidate_window,0.0
detector_external_profile_energy,P_only,P,11,7,137,08-16,0.29710903109270353,0.27369254929003467,CP009,138,1.0,object_candidate,0.918,135,derived_non_strict_candidate_window,2.0
detector_external_profile_energy,V_only,V,7,1,160,09-08,0.6887012795017913,1.0,CP009,161,1.0,object_candidate,0.879,160,strict_accepted_main_window,0.0
detector_external_profile_energy,V_only,V,7,2,113,07-23,0.549074291140861,0.7972604487362985,CP007,114,1.0,object_candidate,0.933,113,strict_accepted_main_window,0.0
detector_external_profile_energy,V_only,V,7,3,45,05-16,0.5216138559894282,0.7573876679403956,CP003,45,0.0,object_strong_candidate,0.984,45,strict_accepted_main_window,0.0
detector_external_profile_energy,V_only,V,7,4,77,06-17,0.5097414631033219,0.7401488544816854,CP005,80,3.0,object_candidate,0.901,81,strict_accepted_main_window,4.0
detector_external_profile_energy,V_only,V,7,5,172,09-20,0.4932888560565787,0.7162595318734204,CP009,161,11.0,object_candidate,0.879,160,strict_accepted_main_window,12.0
detector_external_profile_energy,V_only,V,7,6,66,06-06,0.4588944406332599,0.6663185539095058,CP004,69,3.0,object_weak_candidate,0.712,81,strict_accepted_main_window,15.0
detector_external_profile_energy,V_only,V,7,7,95,07-05,0.4290884176313211,0.6230399599979327,CP006,95,0.0,object_candidate,0.943,96,derived_non_strict_candidate_window,1.0
detector_external_profile_energy,V_only,V,7,8,135,08-14,0.3770640150183315,0.547500093641616,CP008,136,1.0,object_candidate,0.833,135,derived_non_strict_candidate_window,0.0
detector_external_profile_energy,V_only,V,7,9,29,04-30,0.3379011441983725,0.49063527868397644,CP002,30,1.0,object_weak_candidate,0.669,18,derived_non_strict_candidate_window,11.0
detector_external_profile_energy,V_only,V,7,10,15,04-16,0.3193464489371094,0.4636937064617125,CP001,16,1.0,object_weak_candidate,0.589,18,derived_non_strict_candidate_window,3.0
detector_external_profile_energy,V_only,V,7,11,7,04-08,0.13148055614600204,0.19091086376536937,CP001,16,9.0,object_weak_candidate,0.589,18,derived_non_strict_candidate_window,11.0
detector_external_profile_energy,V_only,V,9,1,161,09-09,0.8024168250193915,1.0,CP009,161,0.0,object_candidate,0.879,160,strict_accepted_main_window,1.0
detector_external_profile_energy,V_only,V,9,2,79,06-19,0.6219098982597457,0.7750459348166291,CP005,80,1.0,object_candidate,0.901,81,strict_accepted_main_window,2.0
detector_external_profile_energy,V_only,V,9,3,113,07-23,0.6169388710433077,0.768850866291841,CP007,114,1.0,object_candidate,0.933,113,strict_accepted_main_window,0.0
detector_external_profile_energy,V_only,V,9,4,45,05-16,0.602465054026575,0.7508130877141261,CP003,45,0.0,object_strong_candidate,0.984,45,strict_accepted_main_window,0.0
detector_external_profile_energy,V_only,V,9,5,68,06-08,0.5402773828490309,0.6733126300485716,CP004,69,1.0,object_weak_candidate,0.712,81,strict_accepted_main_window,13.0
detector_external_profile_energy,V_only,V,9,6,172,09-20,0.5281158494349464,0.6581565004225625,CP009,161,11.0,object_candidate,0.879,160,strict_accepted_main_window,12.0
detector_external_profile_energy,V_only,V,9,7,95,07-05,0.4583096329735747,0.5711615443289079,CP006,95,0.0,object_candidate,0.943,96,derived_non_strict_candidate_window,1.0
detector_external_profile_energy,V_only,V,9,8,136,08-15,0.4089460445908353,0.5096429085730506,CP008,136,0.0,object_candidate,0.833,135,derived_non_strict_candidate_window,1.0
detector_external_profile_energy,V_only,V,9,9,30,05-01,0.3645202010321204,0.4542778636568485,CP002,30,0.0,object_weak_candidate,0.669,18,derived_non_strict_candidate_window,12.0
detector_external_profile_energy,V_only,V,9,10,16,04-17,0.3222068332449312,0.4015454601629828,CP001,16,0.0,object_weak_candidate,0.589,18,derived_non_strict_candidate_window,2.0
detector_external_profile_energy,V_only,V,11,1,161,09-09,0.8887231632062709,1.0,CP009,161,0.0,object_candidate,0.879,160,strict_accepted_main_window,1.0
detector_external_profile_energy,V_only,V,11,2,79,06-19,0.7215062660499268,0.8118459109886693,CP005,80,1.0,object_candidate,0.901,81,strict_accepted_main_window,2.0
detector_external_profile_energy,V_only,V,11,3,114,07-24,0.6794569468815006,0.7645316055791831,CP007,114,0.0,object_candidate,0.933,113,strict_accepted_main_window,1.0
detector_external_profile_energy,V_only,V,11,4,44,05-15,0.6614860580675633,0.7443105856283773,CP003,45,1.0,object_strong_candidate,0.984,45,strict_accepted_main_window,1.0
detector_external_profile_energy,V_only,V,11,5,95,07-05,0.47125782910869657,0.5302639208913232,CP006,95,0.0,object_candidate,0.943,96,derived_non_strict_candidate_window,1.0
detector_external_profile_energy,V_only,V,11,6,136,08-15,0.41442478369512037,0.46631482204198293,CP008,136,0.0,object_candidate,0.833,135,derived_non_strict_candidate_window,1.0
detector_external_profile_energy,V_only,V,11,7,30,05-01,0.3920808596884344,0.44117322009917415,CP002,30,0.0,object_weak_candidate,0.669,18,derived_non_strict_candidate_window,12.0
detector_external_profile_energy,V_only,V,11,8,16,04-17,0.34439325279002164,0.38751465816142866,CP001,16,0.0,object_weak_candidate,0.589,18,derived_non_strict_candidate_window,2.0
detector_external_profile_energy,H_only,H,7,1,114,07-24,0.7120368614707728,1.0,CP006,115,1.0,object_strong_candidate,0.996,113,strict_accepted_main_window,1.0
detector_external_profile_energy,H_only,H,7,2,18,04-19,0.4954097217428971,0.6957641500744584,CP001,19,1.0,object_weak_candidate,0.784,18,derived_non_strict_candidate_window,0.0
detector_external_profile_energy,H_only,H,7,3,95,07-05,0.4779431099393585,0.6712336619091971,CP005,95,0.0,object_candidate,0.889,96,derived_non_strict_candidate_window,1.0
detector_external_profile_energy,H_only,H,7,4,155,09-03,0.4315206267376399,0.6060369204008585,CP008,155,0.0,object_candidate,0.936,160,strict_accepted_main_window,5.0
detector_external_profile_energy,H_only,H,7,5,76,06-16,0.42688820577353,0.5995310480018633,CP004,77,1.0,object_candidate,0.942,81,strict_accepted_main_window,5.0
detector_external_profile_energy,H_only,H,7,6,35,05-06,0.3794526667603314,0.532911548956243,CP002,35,0.0,object_candidate,0.908,45,strict_accepted_main_window,10.0
detector_external_profile_energy,H_only,H,7,7,128,08-07,0.3302918351353105,0.46386901157485666,CP007,129,1.0,object_candidate,0.887,132,derived_non_strict_candidate_window,4.0
detector_external_profile_energy,H_only,H,7,8,171,09-19,0.27122096908087934,0.3809086070637541,CP008,155,16.0,object_candidate,0.936,160,strict_accepted_main_window,11.0
detector_external_profile_energy,H_only,H,7,9,54,05-25,0.21056042402722314,0.29571562291352815,CP003,57,3.0,object_weak_candidate,0.724,45,strict_accepted_main_window,9.0
detector_external_profile_energy,H_only,H,7,10,142,08-21,0.154073706006688,0.21638445190665498,CP007,129,13.0,object_candidate,0.887,135,derived_non_strict_candidate_window,7.0
detector_external_profile_energy,H_only,H,9,1,114,07-24,0.8117702355134665,1.0,CP006,115,1.0,object_strong_candidate,0.996,113,strict_accepted_main_window,1.0
detector_external_profile_energy,H_only,H,9,2,19,04-20,0.5822787038335624,0.7172949664325343,CP001,19,0.0,object_weak_candidate,0.784,18,derived_non_strict_candidate_window,1.0
detector_external_profile_energy,H_only,H,9,3,94,07-04,0.5144253303524918,0.633708046744414,CP005,95,1.0,object_candidate,0.889,96,derived_non_strict_candidate_window,2.0
detector_external_profile_energy,H_only,H,9,4,76,06-16,0.5021988010475785,0.6186464828067073,CP004,77,1.0,object_candidate,0.942,81,strict_accepted_main_window,5.0
detector_external_profile_energy,H_only,H,9,5,154,09-02,0.44485107285265013,0.5480012119085271,CP008,155,1.0,object_candidate,0.936,160,strict_accepted_main_window,6.0
detector_external_profile_energy,H_only,H,9,6,34,05-05,0.43590696379052785,0.5369831815954732,CP002,35,1.0,object_candidate,0.908,45,strict_accepted_main_window,11.0
detector_external_profile_energy,H_only,H,9,7,129,08-08,0.29867572156164685,0.36793135359628754,CP007,129,0.0,object_candidate,0.887,132,derived_non_strict_candidate_window,3.0
detector_external_profile_energy,H_only,H,9,8,171,09-19,0.26628381569302895,0.3280285529619071,CP008,155,16.0,object_candidate,0.936,160,strict_accepted_main_window,11.0
detector_external_profile_energy,H_only,H,9,9,56,05-27,0.2388156054673137,0.2941911331797678,CP003,57,1.0,object_weak_candidate,0.724,45,strict_accepted_main_window,11.0
detector_external_profile_energy,H_only,H,11,1,114,07-24,0.8765235615452511,1.0,CP006,115,1.0,object_strong_candidate,0.996,113,strict_accepted_main_window,1.0
detector_external_profile_energy,H_only,H,11,2,18,04-19,0.650440985277962,0.7420690256532055,CP001,19,1.0,object_weak_candidate,0.784,18,derived_non_strict_candidate_window,0.0
detector_external_profile_energy,H_only,H,11,3,77,06-17,0.5684683455752827,0.6485488474184445,CP004,77,0.0,object_candidate,0.942,81,strict_accepted_main_window,4.0
detector_external_profile_energy,H_only,H,11,4,94,07-04,0.5506538054326653,0.6282247615362447,CP005,95,1.0,object_candidate,0.889,96,derived_non_strict_candidate_window,2.0
detector_external_profile_energy,H_only,H,11,5,34,05-05,0.4868828387172468,0.5554703376814032,CP002,35,1.0,object_candidate,0.908,45,strict_accepted_main_window,11.0
detector_external_profile_energy,H_only,H,11,6,154,09-02,0.4306948449229566,0.4913671050253014,CP008,155,1.0,object_candidate,0.936,160,strict_accepted_main_window,6.0
detector_external_profile_energy,H_only,H,11,7,130,08-09,0.2735989984933697,0.3121410655647789,CP007,129,1.0,object_candidate,0.887,132,derived_non_strict_candidate_window,2.0
detector_external_profile_energy,H_only,H,11,8,171,09-19,0.2539738145457684,0.2897512693190243,CP008,155,16.0,object_candidate,0.936,160,strict_accepted_main_window,11.0
detector_external_profile_energy,Je_only,Je,7,1,161,09-09,0.5370473641282758,1.0,CP008,162,1.0,object_strong_candidate,0.981,160,strict_accepted_main_window,1.0
detector_external_profile_energy,Je_only,Je,7,2,110,07-20,0.47103587141769243,0.877084411692939,CP006,111,1.0,object_strong_candidate,0.986,113,strict_accepted_main_window,3.0
detector_external_profile_energy,Je_only,Je,7,3,45,05-16,0.45467091221313516,0.8466123150071644,CP003,46,1.0,object_strong_candidate,0.978,45,strict_accepted_main_window,0.0
detector_external_profile_energy,Je_only,Je,7,4,134,08-13,0.43701017479250986,0.8137274363162657,CP007,136,2.0,object_candidate,0.842,135,derived_non_strict_candidate_window,1.0
detector_external_profile_energy,Je_only,Je,7,5,142,08-21,0.3842350747121936,0.7154584499932813,CP007,136,6.0,object_candidate,0.842,135,derived_non_strict_candidate_window,7.0
detector_external_profile_energy,Je_only,Je,7,6,34,05-05,0.3172890971244644,0.5908028198583221,CP002,33,1.0,object_weak_candidate,0.763,45,strict_accepted_main_window,11.0
detector_external_profile_energy,Je_only,Je,7,7,26,04-27,0.3108658912261538,0.5788425974881096,CP001,26,0.0,object_candidate,0.825,18,derived_non_strict_candidate_window,8.0
detector_external_profile_energy,Je_only,Je,7,8,95,07-05,0.3066004697293264,0.5709002412235911,CP005,94,1.0,object_weak_candidate,0.606,96,derived_non_strict_candidate_window,1.0
detector_external_profile_energy,Je_only,Je,7,9,171,09-19,0.3009463128658574,0.5603720136572073,CP008,162,9.0,object_strong_candidate,0.981,160,strict_accepted_main_window,11.0
detector_external_profile_energy,Je_only,Je,7,10,78,06-18,0.27802137075792627,0.5176850112823937,CP004,81,3.0,object_weak_candidate,0.714,81,strict_accepted_main_window,3.0
detector_external_profile_energy,Je_only,Je,7,11,18,04-19,0.23996357311120547,0.44682013010288096,CP001,26,8.0,object_candidate,0.825,18,derived_non_strict_candidate_window,0.0
detector_external_profile_energy,Je_only,Je,7,12,57,05-28,0.2220879565202405,0.4135351392716154,CP003,46,11.0,object_strong_candidate,0.978,45,strict_accepted_main_window,12.0
detector_external_profile_energy,Je_only,Je,7,13,11,04-12,0.21133673748051718,0.39351601291918564,CP001,26,15.0,object_candidate,0.825,18,derived_non_strict_candidate_window,7.0
detector_external_profile_energy,Je_only,Je,7,14,66,06-06,0.20423820476677712,0.38029830962543193,CP004,81,15.0,object_weak_candidate,0.714,81,strict_accepted_main_window,15.0
detector_external_profile_energy,Je_only,Je,9,1,161,09-09,0.622629471378446,1.0,CP008,162,1.0,object_strong_candidate,0.981,160,strict_accepted_main_window,1.0
detector_external_profile_energy,Je_only,Je,9,2,111,07-21,0.5579828850967953,0.8961716570554732,CP006,111,0.0,object_strong_candidate,0.986,113,strict_accepted_main_window,2.0
detector_external_profile_energy,Je_only,Je,9,3,136,08-15,0.516659527298769,0.8298025568159035,CP007,136,0.0,object_candidate,0.842,135,derived_non_strict_candidate_window,1.0
detector_external_profile_energy,Je_only,Je,9,4,45,05-16,0.4883813499293121,0.7843852120396412,CP003,46,1.0,object_strong_candidate,0.978,45,strict_accepted_main_window,0.0
detector_external_profile_energy,Je_only,Je,9,5,94,07-04,0.3770920582209313,0.6056444090031318,CP005,94,0.0,object_weak_candidate,0.606,96,derived_non_strict_candidate_window,2.0
detector_external_profile_energy,Je_only,Je,9,6,26,04-27,0.3389724805545805,0.5444208733070821,CP001,26,0.0,object_candidate,0.825,18,derived_non_strict_candidate_window,8.0
detector_external_profile_energy,Je_only,Je,9,7,80,06-20,0.33118534752896994,0.5319140239149862,CP004,81,1.0,object_weak_candidate,0.714,81,strict_accepted_main_window,1.0
detector_external_profile_energy,Je_only,Je,9,8,33,05-04,0.3292175910520232,0.5287536266524051,CP002,33,0.0,object_weak_candidate,0.763,45,strict_accepted_main_window,12.0
detector_external_profile_energy,Je_only,Je,11,1,161,09-09,0.6801701819322369,1.0,CP008,162,1.0,object_strong_candidate,0.981,160,strict_accepted_main_window,1.0
detector_external_profile_energy,Je_only,Je,11,2,110,07-20,0.636335555592724,0.9355534430883359,CP006,111,1.0,object_strong_candidate,0.986,113,strict_accepted_main_window,3.0
detector_external_profile_energy,Je_only,Je,11,3,137,08-16,0.5909744113566866,0.868862568596933,CP007,136,1.0,object_candidate,0.842,135,derived_non_strict_candidate_window,2.0
detector_external_profile_energy,Je_only,Je,11,4,46,05-17,0.508333803916217,0.7473626710187959,CP003,46,0.0,object_strong_candidate,0.978,45,strict_accepted_main_window,1.0
detector_external_profile_energy,Je_only,Je,11,5,81,06-21,0.383802863038488,0.5642747553975028,CP004,81,0.0,object_weak_candidate,0.714,81,strict_accepted_main_window,0.0
detector_external_profile_energy,Je_only,Je,11,6,25,04-26,0.37593081426439845,0.5527011095906159,CP001,26,1.0,object_candidate,0.825,18,derived_non_strict_candidate_window,7.0
detector_external_profile_energy,Jw_only,Jw,7,1,102,07-12,0.5882831989239653,1.0,CP003,104,2.0,object_candidate,0.898,96,derived_non_strict_candidate_window,6.0
detector_external_profile_energy,Jw_only,Jw,7,2,109,07-19,0.574532912419542,0.9766264164443688,CP003,104,5.0,object_candidate,0.898,113,strict_accepted_main_window,4.0
detector_external_profile_energy,Jw_only,Jw,7,3,128,08-07,0.5491028783074888,0.9333988788254678,CP004,130,2.0,object_candidate,0.923,132,derived_non_strict_candidate_window,4.0
detector_external_profile_energy,Jw_only,Jw,7,4,82,06-22,0.4499304423007462,0.7648194664129767,CP002,83,1.0,object_candidate,0.806,81,strict_accepted_main_window,1.0
detector_external_profile_energy,Jw_only,Jw,7,5,41,05-12,0.4145700116086134,0.7047116293086519,CP001,41,0.0,object_candidate,0.913,45,strict_accepted_main_window,4.0
detector_external_profile_energy,Jw_only,Jw,7,6,151,08-30,0.3833783522804144,0.6516901264249184,CP005,152,1.0,object_weak_candidate,0.729,160,strict_accepted_main_window,9.0
detector_external_profile_energy,Jw_only,Jw,7,7,171,09-19,0.3554691259577434,0.6042483052515107,CP005,152,19.0,object_weak_candidate,0.729,160,strict_accepted_main_window,11.0
detector_external_profile_energy,Jw_only,Jw,7,8,165,09-13,0.34914747953680014,0.5935023814642834,CP005,152,13.0,object_weak_candidate,0.729,160,strict_accepted_main_window,5.0
detector_external_profile_energy,Jw_only,Jw,7,9,48,05-19,0.3411925261315505,0.5799800619083277,CP001,41,7.0,object_candidate,0.913,45,strict_accepted_main_window,3.0
detector_external_profile_energy,Jw_only,Jw,7,10,13,04-14,0.3206515358401251,0.5450632219764767,CP001,41,28.0,object_candidate,0.913,18,derived_non_strict_candidate_window,5.0
detector_external_profile_energy,Jw_only,Jw,7,11,29,04-30,0.23686051406120492,0.40263008444648574,CP001,41,12.0,object_candidate,0.913,18,derived_non_strict_candidate_window,11.0
detector_external_profile_energy,Jw_only,Jw,7,12,21,04-22,0.2017742845764818,0.34298835143609263,CP001,41,20.0,object_candidate,0.913,18,derived_non_strict_candidate_window,3.0
detector_external_profile_energy,Jw_only,Jw,9,1,103,07-13,0.6846598733557026,1.0,CP003,104,1.0,object_candidate,0.898,96,derived_non_strict_candidate_window,7.0
detector_external_profile_energy,Jw_only,Jw,9,2,107,07-17,0.6777740197201345,0.9899426651049102,CP003,104,3.0,object_candidate,0.898,113,strict_accepted_main_window,6.0
detector_external_profile_energy,Jw_only,Jw,9,3,129,08-08,0.6419952599134597,0.9376849511668734,CP004,130,1.0,object_candidate,0.923,132,derived_non_strict_candidate_window,3.0
detector_external_profile_energy,Jw_only,Jw,9,4,82,06-22,0.5260907643944227,0.7683972507632295,CP002,83,1.0,object_candidate,0.806,81,strict_accepted_main_window,1.0
detector_external_profile_energy,Jw_only,Jw,9,5,41,05-12,0.47068035276213,0.6874659536496549,CP001,41,0.0,object_candidate,0.913,45,strict_accepted_main_window,4.0
detector_external_profile_energy,Jw_only,Jw,9,6,151,08-30,0.4635739387651749,0.6770864728687459,CP005,152,1.0,object_weak_candidate,0.729,160,strict_accepted_main_window,9.0
detector_external_profile_energy,Jw_only,Jw,9,7,169,09-17,0.44195274495463915,0.6455070059656186,CP005,152,17.0,object_weak_candidate,0.729,160,strict_accepted_main_window,9.0
detector_external_profile_energy,Jw_only,Jw,9,8,12,04-13,0.318262159627561,0.4648471043989658,CP001,41,29.0,object_candidate,0.913,18,derived_non_strict_candidate_window,6.0
detector_external_profile_energy,Jw_only,Jw,11,1,105,07-15,0.7802387459082243,1.0,CP003,104,1.0,object_candidate,0.898,113,strict_accepted_main_window,8.0
detector_external_profile_energy,Jw_only,Jw,11,2,130,08-09,0.7125506358859209,0.9132469255375005,CP004,130,0.0,object_candidate,0.923,132,derived_non_strict_candidate_window,2.0
detector_external_profile_energy,Jw_only,Jw,11,3,82,06-22,0.597060720951848,0.7652282382578286,CP002,83,1.0,object_candidate,0.806,81,strict_accepted_main_window,1.0
detector_external_profile_energy,Jw_only,Jw,11,4,153,09-01,0.5356996445800328,0.6865842633288614,CP005,152,1.0,object_weak_candidate,0.729,160,strict_accepted_main_window,7.0
detector_external_profile_energy,Jw_only,Jw,11,5,41,05-12,0.5276089438967679,0.676214744094275,CP001,41,0.0,object_candidate,0.913,45,strict_accepted_main_window,4.0
detector_external_profile_energy,Jw_only,Jw,11,6,167,09-15,0.5124996670703268,0.6568498036761298,CP005,152,15.0,object_weak_candidate,0.729,160,strict_accepted_main_window,7.0
detector_external_profile_energy,Jw_only,Jw,11,7,13,04-14,0.3176589031943885,0.4071303877951136,CP001,41,28.0,object_candidate,0.913,18,derived_non_strict_candidate_window,5.0
