method_family,scope,object,score_name,k,day,month_day,profile_energy_score,score_z,score_minmax
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,23,04-24,0.16955648980850757,-1.174319175601907,0.09311851836618704
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,24,04-25,0.18043282864287888,-1.1148762522573246,0.10822556422535516
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,25,04-26,0.1902017070310562,-1.0614859802150565,0.12179436674706899
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,26,04-27,0.2059457125322729,-0.9754395884652908,0.14366251711787564
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,27,04-28,0.23959836965478484,-0.7915162712408128,0.19040547374828445
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,28,04-29,0.2838666081095965,-0.5495751598851035,0.25189328859347976
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,29,04-30,0.32547944629458386,-0.32214672205787337,0.3096927985539548
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,30,05-01,0.35947205848073166,-0.13636543377382812,0.35690794686711746
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,31,05-02,0.37310492641803034,-0.061857133131087094,0.375843763804882
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,32,05-03,0.3751196420128365,-0.050846021167130086,0.3786421687964342
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,33,05-04,0.3734415153960736,-0.0600175588841696,0.3763112800531734
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,34,05-05,0.37122875891857915,-0.07211103221880523,0.37323779971298376
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,35,05-06,0.36982788438555364,-0.079767292174486,0.37129200930174006
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,36,05-07,0.37005746237429127,-0.07851256969903242,0.37161088914328705
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,37,05-08,0.3772716918282567,-0.03908433056886722,0.3816313286366947
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,38,05-09,0.3994460599690507,0.0821061992298445,0.4124311411013838
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,39,05-10,0.433137329478043,0.26624054639414485,0.4592277296664144
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,40,05-11,0.46970783762466817,0.4661109205647665,0.510023530723865
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,41,05-12,0.5048541653868477,0.6581976603055811,0.5588411699469714
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,42,05-13,0.5414317098886378,0.8581064905713155,0.6096467443796152
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,43,05-14,0.5733204461853989,1.0323893752910924,0.6539396455996181
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,44,05-15,0.5973325192806698,1.1636235931729404,0.6872919983488346
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,45,05-16,0.6007556714548886,1.1823322942705825,0.6920466973028071
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,46,05-17,0.5706902820292988,1.0180146257824945,0.650286393238835
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,47,05-18,0.5079504963782064,0.6751201715082611,0.5631419199506214
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,48,05-19,0.42225679557906504,0.20677469558218262,0.4441148569353219
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,49,05-20,0.3285620672460699,-0.3052991409269404,0.3139745055501882
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,50,05-21,0.2515299838764236,-0.7263059058453698,0.2069782788038396
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,51,05-22,0.19237275385504662,-1.0496204644471836,0.12480991310250031
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,52,05-23,0.15644511081857382,-1.245977360227179,0.07490704052477312
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,53,05-24,0.161777544175324,-1.216833782402655,0.0823136979016844
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,54,05-25,0.1869294809257345,-1.079369818564234,0.11724930148315478
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,55,05-26,0.2060718807647648,-0.9747500357870645,0.1438377626028914
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,56,05-27,0.210893769493549,-0.9483967595195556,0.1505352823531355
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,57,05-28,0.20005810470566013,-1.0076173852450594,0.13548473203854774
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,58,05-29,0.1938472436815464,-1.0415618716556454,0.12685795387863127
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,59,05-30,0.2086937609527343,-0.9604205610064861,0.14747950867572687
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,60,05-31,0.2584240587007689,-0.688627421609451,0.2165540290736629
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,61,06-01,0.33196409681180544,-0.28670588213171555,0.3186998655676047
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,62,06-02,0.40731861122618535,0.12513239288108333,0.4233659781528316
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,63,06-03,0.45736174578520855,0.39863529278283827,0.49287502345128886
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,64,06-04,0.48243981577894945,0.5356955494527634,0.5277080273898584
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,65,06-05,0.4915004644249218,0.5852151029639756,0.5402931110924687
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,66,06-06,0.4835393867166616,0.5417050818843752,0.5292353123369704
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,67,06-07,0.4590056473560255,0.4076197788813498,0.49515837419977865
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,68,06-08,0.4178795571662473,0.18285158584861896,0.43803494875611215
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,69,06-09,0.3860845362146288,0.009080887643289385,0.3938722165238852
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,70,06-10,0.3988186682797444,0.0786772883929913,0.4115597049346417
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,71,06-11,0.454761064850665,0.38442167919558506,0.4892627227735043
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,72,06-12,0.5367098825561009,0.8323000841648376,0.6030882081719823
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,73,06-13,0.6256016135833325,1.3181238925148082,0.7265572796655472
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,74,06-14,0.7002096437812922,1.7258823751700556,0.8301865386309727
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,75,06-15,0.7553718349916958,2.027362675993061,0.9068058647661847
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,76,06-16,0.7813035209153094,2.169088236590884,0.9428245264150447
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,77,06-17,0.7877639921456117,2.2043969284182414,0.951798008818846
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,78,06-18,0.7939655196233105,2.2382904037953795,0.9604118228447956
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,79,06-19,0.8074359940920983,2.311911168416362,0.9791220780734793
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,80,06-20,0.8165069396316287,2.361486997983679,0.9917214639825174
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,81,06-21,0.8191617445739382,2.375996417843036,0.9954089419676526
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,82,06-22,0.8202495141726771,2.381941451908182,0.996919835059768
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,83,06-23,0.8224670832373386,2.3940612276828586,1.0
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,84,06-24,0.8142809271526352,2.349321076052787,0.9886295712863316
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,85,06-25,0.7880991067385186,2.206228444644535,0.952263477171774
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,86,06-26,0.7406523401447666,1.9469155864732024,0.8863607419116426
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,87,06-27,0.6820986211395726,1.6268994226362898,0.8050306425365765
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,88,06-28,0.6261609066631804,1.3211806210866952,0.7273341280457462
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,89,06-29,0.5840077470643316,1.0907991413512723,0.6687841210198339
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,90,06-30,0.5518239050467765,0.9149034026181334,0.6240813230758296
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,91,07-01,0.5292649914006834,0.7916111996974186,0.5927473835788775
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,92,07-02,0.5258868911498471,0.7731487228181404,0.5880552609645124
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,93,07-03,0.5489790916288178,0.8993555212484433,0.6201299266160151
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,94,07-04,0.5889644474797417,1.1178892097393742,0.6756688918628607
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,95,07-05,0.6212927681899603,1.2945745740977996,0.7205723682032423
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,96,07-06,0.6400634515034557,1.397162798528933,0.7466445215209344
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,97,07-07,0.6477928519353344,1.4394066238058518,0.757380524560786
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,98,07-08,0.6319846033064239,1.3530091213217597,0.7354231416006874
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,99,07-09,0.589553864638866,1.1211105767399208,0.6764875820663078
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,100,07-10,0.5333298578217933,0.8138270893231089,0.598393412483479
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,101,07-11,0.4657243257276381,0.4443396613254826,0.5044905018411313
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,102,07-12,0.4038149365983956,0.10598360894784532,0.41849943490848607
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,103,07-13,0.36240878767706863,-0.12031520113947992,0.3609870127477076
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,104,07-14,0.336923232660968,-0.2596025032625724,0.32558801918584146
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,105,07-15,0.32857990071487725,-0.3052016749013387,0.31399927592882415
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,106,07-16,0.33973109023297815,-0.24425659827034799,0.32948808461708007
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,107,07-17,0.37521180755714156,-0.05034230484598854,0.3787701851377468
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,108,07-18,0.42976440923941195,0.24780638005880326,0.4545428019990924
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,109,07-19,0.48920816395001376,0.5726868943923471,0.5371091455205254
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,110,07-20,0.5325460699980857,0.8095434199530603,0.5973047448006381
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,111,07-21,0.5566332508273588,0.9411881273702996,0.6307614208887307
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,112,07-22,0.5682200190979103,1.0045137913282156,0.6468552409037536
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,113,07-23,0.5753289613101351,1.0433665995587684,0.6567294382458654
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,114,07-24,0.5707754099602684,1.0184798791321894,0.6504046344573772
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,115,07-25,0.5439642001649833,0.8719474188156595,0.6131643294167551
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,116,07-26,0.4879581918795034,0.5658553681681542,0.5353729560104851
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,117,07-27,0.42040782588912173,0.1966694418548507,0.4415466701287548
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,118,07-28,0.3587423408716601,-0.14035359086968402,0.3558943817739036
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,119,07-29,0.30113770333090395,-0.4551826988785776,0.27588254007963325
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,120,07-30,0.24844776151539338,-0.7431513085427074,0.202697125442831
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,121,07-31,0.21572112586959277,-0.9220136006838519,0.15724039657052066
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,122,08-01,0.21927723921061573,-0.9025782211913471,0.16217977627736288
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,123,08-02,0.2515174955463398,-0.7263741588539584,0.20696093273011443
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,124,08-03,0.2860533059885774,-0.5376241057319128,0.2549305739926358
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,125,08-04,0.30311704231293163,-0.444364932240985,0.2786318075700718
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,126,08-05,0.3026637772680173,-0.4468421812242987,0.27800223029005555
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,127,08-06,0.29181504571821104,-0.5061342212868184,0.26293353046996565
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,128,08-07,0.26615912794305674,-0.6463526143387074,0.22729790599277858
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,129,08-08,0.2304786935359508,-0.8413584301432302,0.1777384019104154
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,130,08-09,0.19505095487439403,-1.0349831769997435,0.128529887832553
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,131,08-10,0.17001674433901132,-1.1718037266817911,0.09375780392036974
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,132,08-11,0.16724628084610596,-1.1869452602019959,0.08990967821595465
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,133,08-12,0.18195718461908172,-1.106545123848845,0.11034286821789159
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,134,08-13,0.20675388202901723,-0.9710226648868724,0.14478505052136936
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,135,08-14,0.22903476634177883,-0.8492499876632184,0.1757328121001089
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,136,08-15,0.2477672824628309,-0.7468703600337513,0.2017519518499692
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,137,08-16,0.263471253550228,-0.6610427700911068,0.22356449511486207
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,138,08-17,0.2677721991811911,-0.6375366265860314,0.2295384339442976
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,139,08-18,0.26174382740135155,-0.6704837466655575,0.22116513017719266
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,140,08-19,0.24563989218680335,-0.7584972777886746,0.19879704368190695
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,141,08-20,0.22527465501065042,-0.8698002861622887,0.1705100827258251
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,142,08-21,0.20045376770263149,-1.0054549512167144,0.13603430107377612
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,143,08-22,0.1714843842715809,-1.163782570910744,0.09579633031272597
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,144,08-23,0.15128047035474207,-1.2742038923230434,0.0677334445637264
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,145,08-24,0.1502160502496425,-1.2800213133943614,0.06625498351299641
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,146,08-25,0.16189720812940567,-1.2161797778375243,0.08247990905688381
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,147,08-26,0.1809299190512817,-1.1121594826262944,0.10891601417457542
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,148,08-27,0.21267795578331944,-0.9386455693010127,0.15301348614131488
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,149,08-28,0.2593104124277802,-0.6837831943880247,0.21778515901594536
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,150,08-29,0.3147038476228109,-0.3810390658504348,0.294725679032078
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,151,08-30,0.36731582246302574,-0.09349657245635586,0.3678027988934757
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,152,08-31,0.4154476571457537,0.16956041786449422,0.43465708183839474
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,153,09-01,0.45675020329518307,0.39529300325783184,0.4920256015472517
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,154,09-02,0.48741069226618977,0.5628630949371527,0.5346124885506016
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,155,09-03,0.5026674082873799,0.6462462824921112,0.5558038022915869
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,156,09-04,0.508257459374357,0.6767978295996159,0.5635682862242849
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,157,09-05,0.5027571860252396,0.6467369486317848,0.5559285020111923
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,158,09-06,0.48943884228820467,0.5739476306550869,0.537429553728364
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,159,09-07,0.4660237556051571,0.4459761483389424,0.5049064047437688
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,160,09-08,0.4385380267222618,0.2957572097846661,0.46672920439815596
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,161,09-09,0.4073028414174646,0.12504620546588582,0.42334407416223674
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,162,09-10,0.377853991257149,-0.03590186440609427,0.3824401324363928
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,163,09-11,0.3467617586183187,-0.20583158335905655,0.3392535609722568
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,164,09-12,0.3165669305252967,-0.37085667857438886,0.29731346884590215
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,165,09-13,0.2859319060828657,-0.5382875978682974,0.2547619516307534
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,166,09-14,0.2614350177552639,-0.6721714973323947,0.22073619893881888
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,167,09-15,0.24411685626852486,-0.7668211916276927,0.19668157322691507
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,168,09-16,0.2405067722663857,-0.786551539300248,0.19166722920855697
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,169,09-17,0.2550107276085744,-0.7072824471242684,0.21181297143215672
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,170,09-18,0.2781576447619486,-0.5807766032953464,0.24396363759468273
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,171,09-19,0.30703783859086214,-0.4229364353774797,0.28407772554643795
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,172,09-20,0.3092906813505166,-0.41062387675744666,0.2872068850367659
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,173,09-21,0.3115557857354961,-0.3982443041481134,0.2903530757118438
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,174,09-22,0.3127037828082437,-0.3919701062737802,0.29194762371998256
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,175,09-23,0.31433475359832297,-0.383056291328483,0.2942130138384687
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,176,09-24,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,177,09-25,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,178,09-26,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,179,09-27,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,180,09-28,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,181,09-29,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k7,7,182,09-30,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,0,04-01,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,1,04-02,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,2,04-03,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,3,04-04,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,4,04-05,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,5,04-06,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,6,04-07,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,7,04-08,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,8,04-09,,,
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,9,04-10,0.11524972261596214,-1.596461492477412,0.0
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,10,04-11,0.13494887635962108,-1.5029698022438327,0.023105765212182244
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,11,04-12,0.17551866126450025,-1.310426619296655,0.07069135883305627
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,12,04-13,0.21685562933208652,-1.1142424042760402,0.11917680603459266
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,13,04-14,0.2546214772615204,-0.9350066359799709,0.1634735726191657
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,14,04-15,0.2730981698918404,-0.8473167155695075,0.18514547423327715
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,15,04-16,0.28012713265118205,-0.8139574343784934,0.1933899686575516
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,16,04-17,0.2798261851166755,-0.8153857238389837,0.19303697770352488
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,17,04-18,0.27974451143923745,-0.8157733450663034,0.1929411800444246
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,18,04-19,0.278667532998513,-0.8208846577693105,0.19167795770940566
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,19,04-20,0.2633241347501239,-0.8937040415273864,0.1736811969298516
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,20,04-21,0.23634567222339112,-1.0217431489098259,0.14203729846395935
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,21,04-22,0.21722213181904315,-1.1125029926532735,0.11960668848149862
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,22,04-23,0.2098310569879463,-1.1475808486664814,0.11093746126822478
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,23,04-24,0.20904811084381766,-1.1512966914549063,0.11001911878430752
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,24,04-25,0.21775128712415923,-1.1099916348297278,0.1202273516023562
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,25,04-26,0.23946485833748624,-1.0069395697431962,0.14569589126156013
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,26,04-27,0.26726002735220955,-0.8750243938260085,0.17829773079458322
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,27,04-28,0.2939623957109757,-0.7482956224489998,0.2096177896121077
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,28,04-29,0.3210652159791262,-0.6196663163407643,0.2414075512360272
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,29,04-30,0.3520923209369231,-0.4724124533928267,0.2778002314342494
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,30,05-01,0.38533110601645193,-0.3146620119863712,0.3167870617306015
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,31,05-02,0.4112814339959208,-0.1915024054120403,0.34722502842070563
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,32,05-03,0.4357747769980011,-0.07525761304513909,0.37595405099862655
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,33,05-04,0.4538306458093921,0.010435088061683608,0.3971323549444119
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,34,05-05,0.4557784500020648,0.01967931797057714,0.3994169965559678
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,35,05-06,0.45016255822639367,-0.006973563727214474,0.3928299381211631
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,36,05-07,0.4539555472075256,0.011027866968635407,0.3972788557747269
detector_external_profile_energy,P_only,P,profile_prepost_energy_k9,9,37,05-08,0.4687303471655316,0.08114869748307488,0.41460868949900725
