year,mode,cluster_id,vector_kind,object,metric,feature,value_raw,value_z,value_robust_z
2006,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.8892543859649127,-4.435619841232129,-8.447916666666716
2007,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
2008,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
2009,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.30263157894736814,-1.2116501622277043,-2.875000000000013
2010,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
2011,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
2012,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
2013,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
2014,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.01315789473684248,0.3792432868511096,-0.12500000000000422
2015,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.10526315789473628,-0.12695008331032717,-1.0
2016,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
2017,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
2018,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.018640350877191736,0.3491127291034136,-0.17708333333332243
2019,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
2020,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
2021,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.5592105263157894,-2.6217602648202933,-5.3125000000000275
2022,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.10526315789473628,-0.12695008331032717,-1.0
2023,local_background_removed,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,0.4515566254456034,0.0
1979,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
1980,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.4090909090909083,-1.1221071504762,-3.0280373831775576
1981,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.09090909090909172,-0.2928126323322956,-0.6728971962616868
1982,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.02651515151515227,0.013236535077960448,0.1962616822429958
1983,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.011363636363636687,-0.08548900279631717,-0.0841121495327125
1984,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.011363636363636687,-0.08548900279631717,-0.0841121495327125
1985,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.7929292929292924,2.010783251400784,5.869158878504656
1986,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
1987,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.05681818181818166,-0.2039596482454457,-0.42056074766354934
1988,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.16666666666666607,0.37852102521277375,1.2336448598130771
1989,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.4861111111111107,1.2111063946191587,3.5981308411214847
1990,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.3333333333333339,0.8129133918595861,2.467289719626167
1991,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.6590909090909083,-1.7736957004464136,-4.87850467289718
1992,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
1993,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.08333333333333393,0.16132484188937227,0.6168224299065451
1994,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.1363636363636367,-0.4112832777814241,-1.0093457943925237
1995,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.5227272727272734,-1.418283764099028,-3.8691588785046696
1996,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
1997,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
1998,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
1999,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.467171717171718,-1.2734863085500923,-3.4579439252336437
2000,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.670454545454545,-1.8033133618086967,-4.962616822429893
2001,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.07954545454545503,-0.2631949709700123,-0.5887850467289742
2002,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.05555555555555536,0.088926114114902,0.4112149532710257
2003,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.42676767676767646,1.056436385282795,3.1588785046728884
2004,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.32449494949494806,0.78987743302225,2.401869158878489
2005,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
2006,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,1.724747474747474,4.439431483107945,12.766355140186883
2007,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
2008,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
2009,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.4684343434343443,1.1650344769445002,3.467289719626167
2010,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
2011,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
2012,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.04545454545454497,-0.17434198688316244,-0.33644859813083683
2013,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.31818181818181834,-0.8851658595779428,-2.355140186915884
2014,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
2015,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.17676767676767646,0.4048478353125811,1.308411214953266
2016,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
2017,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
2018,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.5075757575757578,-1.3787935489493168,-3.757009345794386
2019,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.0,-0.05587134143403389,0.0
2020,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.20454545454545503,-0.5889892459551193,-1.5140186915887854
2021,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,0.30555555555555713,0.7405146640851205,2.261682242990661
2022,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.011363636363636687,-0.08548900279631717,-0.0841121495327125
2023,local_background_removed,M,state,H,H_south_edge_lat,H.H_south_edge_lat,-0.20454545454545503,-0.5889892459551193,-1.5140186915887854
1979,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
1980,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.050000000000001335,0.40739787932748744,2.0032699775189036
1981,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.0033207508671704235,0.11491290380055631,0.13304721030042063
1982,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.07182717812691303,0.5441636109720779,2.8777845902308807
1983,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.6159355233625791,-3.7652513999906434,-24.67770284079263
1984,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
1985,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.5894919404203229,3.787771169861709,23.61823012466754
1986,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
1987,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
1988,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.05666700673331899,-0.2609611331567848,-2.2703862660943823
1989,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.28615588655376406,-1.6989030590644312,-11.464949928469078
1990,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.09533768618649253,-0.5032656462667908,-3.819742489270354
1991,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.16967965721281403,1.1572921527197582,6.798283261802463
1992,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
1993,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.024959192001632068,-0.062284856479335224,-1.0
1994,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
1995,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.3159406243623759,-1.8855296323462363,-12.658287349274346
1996,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
1997,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
1998,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
1999,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.022138339114465444,-0.04460982736050315,-0.8869814020028333
2000,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2001,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2002,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.0943735972250571,0.6854359956108124,3.781115879828285
2003,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.09114976535400893,-0.4770247802513137,-3.651951767831549
2004,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.11058457457661724,-0.5988002973267836,-4.430615164520713
2005,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2006,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.05194858192205609,-0.2313962110321646,-2.08134069078272
2007,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2008,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2009,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.23659457253621757,-1.3883595094830135,-9.479256080114352
2010,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2011,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2012,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2013,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2014,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.010676392572945267,0.16100222023699562,0.42775393419171004
2015,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.04581207916751631,-0.1929458312311718,-1.8354792560800914
2016,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2017,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2018,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.0764588859416448,-0.3849739956903361,-3.063355814428765
2019,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2020,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
2021,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.3150479493980829,2.068147450781867,12.622521970161278
2022,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.04941848602326158,0.4037542024386132,1.9799713876966962
2023,local_background_removed,E2_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,6.225278890365904e-16,0.09410559104041871,0.0
1979,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
1980,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.22386847614235145,-0.3019830917066054,-1.7242805755395747
1981,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.05332779903270104,0.2967420809181709,0.48579136690647645
1982,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.16999476647657497,-0.18561952910386342,-1.2947482014388532
1983,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.007963076589908994,0.19875735418083199,0.12410071942446198
1984,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.007602143939940283,0.16513753247582713,0.0
1985,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-1.390456940734858,-2.8217351316794814,-11.02543165467629
1986,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
1987,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.03697303833104689,0.10169839064986214,-0.2341726618705042
1988,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.3131993070093125,0.8580469302538981,2.5577338129496474
1989,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.8906374070598431,2.1052741013785696,7.161618705035992
1990,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.06040207897206332,0.05109325032693787,-0.42097122302158424
1991,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.3236663538583695,-0.5175397456528948,-2.519964028776986
1992,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
1993,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.06389861401862451,0.31957432505000405,0.5700719424460439
1994,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.03363441131884791,0.10890959878368803,-0.20755395683453723
1995,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.28276817295892537,-0.42920244601351354,-2.193884892086338
1996,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
1997,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
1998,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
1999,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.02753916119252106,0.12207492606585156,-0.15895683453237544
2000,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.39768010539233317,-0.6774044340791553,-3.110071942446052
2001,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.05165848552660067,0.06997881973687861,-0.3512589928057601
2002,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.12499999999999985,-0.08843388218675985,-0.9360071942446101
2003,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.1092091965639201,-0.0543268166889272,-0.8101079136690629
2004,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-1.1343481556341581,-2.268557508808095,-8.98348920863312
2005,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
2006,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-1.6046073052768346,-3.2842854090852045,-12.732841726618743
2007,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
2008,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
2009,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.4033693062874468,3.212740262968987,11.249604316546794
2010,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
2011,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
2012,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.02158828412618173,0.13492841732060526,-0.1115107913669084
2013,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.18328611131162903,-0.21432793337718092,-1.4007194244604384
2014,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
2015,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.5267766909694649,-0.9562443118377066,-4.1393525179856265
2016,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
2017,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
2018,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.22343535696239025,-0.30104758362437883,-1.7208273381295014
2019,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,1.5934976663646913e-16,0.18155764829406768,0.06061151079136419
2020,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.12542409586371128,-0.08934990051727215,-0.9393884892086357
2021,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,0.6712354724608394,1.6313807884758542,5.41233812949642
2022,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.007602143939940283,0.16513753247582713,0.0
2023,local_background_removed,M_transition,transition,H,H_south_edge_lat,H.H_south_edge_lat,-0.11867916696744293,-0.07478131111176936,-0.8856115107913662
1979,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1980,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1981,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1982,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1983,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1984,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1985,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1986,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1987,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1988,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1989,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1990,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1991,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.3125,3.393911732457162,3.393911732457162
1992,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1993,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1994,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1995,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.375,4.128171482267604,4.128171482267604
1996,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1997,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1998,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1999,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2000,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2001,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2002,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.333333333333334,3.638664982393983,3.638664982393983
2003,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2004,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2005,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2006,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2007,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2008,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2009,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2010,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2011,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2012,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2013,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2014,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.041666666666666,0.21211948327857394,0.21211948327857394
2015,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2016,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2017,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2018,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2019,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2020,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2021,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2022,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
2023,raw,E1,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.277387016595047,-0.277387016595047
1979,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1980,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.020833333333334,-0.18636197315720573,-0.18636197315720573
1981,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.166666666666666,1.318869348497123,1.318869348497123
1982,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.041666666666666,0.028671072793402166,0.028671072793402166
1983,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.270833333333334,2.3940345782502357,2.3940345782502357
1984,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1985,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.375,3.4691998080033306,3.4691998080033306
1986,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1987,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1988,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1989,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1990,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1991,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1992,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1993,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1994,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1995,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.229166666666666,1.9639684863489835,1.9639684863489835
1996,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1997,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
1998,raw,E2,state,H,H_south_edge_lat,H.H_south_edge_lat,15.0,-0.401395019107832,-0.401395019107832
