mode,mapping_type,source_cluster,target_cluster,source_object,source_metric,source_feature,target_object,target_metric,target_feature,spearman_r,pearson_r,bootstrap_ci_low,bootstrap_ci_high,permutation_p,support_class,pairwise_bootstrap_policy
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,H,H_strength,H.H_strength,-0.035307585403274944,-0.038085872781689296,,,0.8176364727054589,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,H,H_south_edge_lat,H.H_south_edge_lat,0.2674506629686304,0.039078151833177546,-0.015034372845608858,0.5271273247872627,0.07738452309538092,weak_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,H,H_west_extent_lon,H.H_west_extent_lon,0.3035765288451322,0.21217239777162417,0.008220909780508252,0.581918672986805,0.046590681863627276,clear_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,Je,Je_axis_lat,Je.Je_axis_lat,0.15883167432156503,0.17194398931221141,,,0.2969406118776245,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,Je,Je_meridional_width,Je.Je_meridional_width,-0.19359388063879462,-0.08738104892934698,,,0.20575884823035392,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,H,H_zonal_width,H.H_zonal_width,-0.28942002485496765,-0.23380185236571324,-0.5478619082440529,0.007026357730656186,0.0597880423915217,weak_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,Je,Je_strength,Je.Je_strength,0.003052911519832044,-0.03781934390969178,,,0.9836032793441312,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,Jw,Jw_meridional_width,Jw.Jw_meridional_width,-0.17183939050288544,-0.12887344666764125,,,0.26554689062187564,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,Jw,Jw_axis_lat,Jw.Jw_axis_lat,0.21830474634913963,0.22455938678455775,-0.08423166415062147,0.48399908255754703,0.14617076584683064,weak_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,Jw,Jw_strength,Jw.Jw_strength,0.11163037339907604,0.17108115596645843,,,0.47250549890022,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,P,P_centroid_lat,P.P_centroid_lat,0.1140196085015533,0.1293221230299017,,,0.45150969806038793,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,P,P_main_band_share,P.P_main_band_share,0.10718374140279893,0.14244189716119335,,,0.47850429914017195,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,P,P_main_minus_south,P.P_main_minus_south,0.11123216754866316,0.11145751876028197,,,0.46910617876424715,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,P,P_south_band_share_18_24,P.P_south_band_share_18_24,-0.11581153482841124,-0.06136772209152106,,,0.4427114577084583,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,P,P_spread_lat,P.P_spread_lat,-0.1251693723131138,-0.23129557526280853,,,0.3987202559488102,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,P,P_total_strength,P.P_total_strength,0.07048243552307892,-0.0035290835643450604,,,0.6416716656668666,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,V,V_NS_diff,V.V_NS_diff,-0.14607517945978976,-0.17024006683024412,,,0.34813037392521495,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,V,V_pos_centroid_lat,V.V_pos_centroid_lat,-0.052895010463176934,-0.03294864776509327,,,0.7348530293941212,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_west_extent_lon,H.H_west_extent_lon,V,V_strength,V.V_strength,0.1683083394411753,0.1786997288181928,,,0.26294741051789644,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,H,H_centroid_lat,H.H_centroid_lat,0.033687133915069854,0.03581117139901801,,,0.8224355128974206,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,H,H_north_edge_lat,H.H_north_edge_lat,-0.14056836390556185,-0.08552359143985462,,,0.34493101379724056,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,H,H_strength,H.H_strength,-0.05234360925355277,-0.03771949615824342,,,0.7364527094581084,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,H,H_south_edge_lat,H.H_south_edge_lat,-0.25847086817549103,-0.041665287370010934,-0.5039554409608251,0.0024096192729500055,0.09038192361527694,weak_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,H,H_zonal_width,H.H_zonal_width,0.3017630705940607,0.25434641324823737,0.010574661596553013,0.5799925132401658,0.04839032193561288,clear_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,H,H_west_extent_lon,H.H_west_extent_lon,-0.2588238966619817,-0.1605627961452196,-0.510354064815974,0.05526923584527912,0.08738252349530094,weak_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,Je,Je_axis_lat,Je.Je_axis_lat,-0.2402980866331724,-0.19302058004172437,-0.5088414126872861,0.06064611460566218,0.10577884423115377,weak_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,Je,Je_meridional_width,Je.Je_meridional_width,0.10701891311553766,0.01256120541263747,,,0.47910417916416714,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,Je,Je_strength,Je.Je_strength,0.19915622613977696,0.14889823744527447,,,0.1837632473505299,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,Jw,Jw_meridional_width,Jw.Jw_meridional_width,0.0058686062188933715,0.04593297178710045,,,0.9662067586482703,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,Jw,Jw_strength,Jw.Jw_strength,0.03091832838780384,0.03263940120843903,,,0.8416316736652669,no_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,Jw,Jw_axis_lat,Jw.Jw_axis_lat,-0.20979071199279842,-0.23617826790590218,-0.4857936885040399,0.10062298537388717,0.16656668666266747,weak_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,P,P_centroid_lat,P.P_centroid_lat,-0.31063361058279676,-0.2945478344831079,-0.5517054684264694,-0.01839030018287588,0.04039192161567687,clear_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,P,P_main_band_share,P.P_main_band_share,-0.23343667552497524,-0.2442002579121496,-0.5074380068680295,0.07726092051577091,0.1275744851029794,weak_structure_mapping_support,candidate
anomaly,E2_state_to_M_state,E2,M,H,H_zonal_width,H.H_zonal_width,P,P_south_band_share_18_24,P.P_south_band_share_18_24,0.16922675686885386,0.15392994089911172,,,0.2513497300539892,no_structure_mapping_support,candidate
