window,variable,surrogate_mode,n_years,n_days,n_finite,n_pair_for_phi,nan_fraction,mu,raw_phi_before_clip,phi,phi_after_clip,phi_clip_limit,phi_clipped_flag,phi_clip_amount,phi_clip_direction,phi_clip_severity,sigma,stationary_std,ar1_estimation_scope,family,n_as_source_pairs,n_as_source_yes,n_as_source_tier1,n_as_source_surrogate_sensitive,n_as_target_pairs,n_as_target_yes,n_as_target_tier1,n_as_target_surrogate_sensitive
T3_back17,P_main_band_share,pooled_window_variable_ar1,45,37,1665,1620,0.0,8.5350478769982e-18,0.9411063465393363,0.9411063465393363,0.9411063465393363,0.95,False,0.0,none,none,0.045320204192354295,0.13403954498003556,window_variable_pooled_across_years,P,0,0,0,0,11,0,0,0
T3_back17,P_south_band_share_18_24,pooled_window_variable_ar1,45,37,1665,1620,0.0,2.0804179200183114e-17,0.9402990378699781,0.9402990378699781,0.9402990378699781,0.95,False,0.0,none,none,0.037042012409144426,0.10883524860531926,window_variable_pooled_across_years,P,0,0,0,0,11,3,1,0
T3_back17,P_main_minus_south,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.9428372918109434,0.9428372918109434,0.9428372918109434,0.95,False,0.0,none,none,0.06903065517004953,0.20714162636258732,window_variable_pooled_across_years,P,0,0,0,0,11,1,0,0
T3_back17,P_spread_lat,pooled_window_variable_ar1,45,37,1665,1620,0.0,1.792360054169622e-16,0.9301833769799221,0.9301833769799221,0.9301833769799221,0.95,False,0.0,none,none,0.3957735995479311,1.0781225157286787,window_variable_pooled_across_years,P,0,0,0,0,11,5,2,0
T3_back17,P_north_band_share_35_45,pooled_window_variable_ar1,45,37,1665,1620,0.0,-4.800964430811488e-18,0.9223838668163357,0.9223838668163357,0.9223838668163357,0.95,False,0.0,none,none,0.030981038205977265,0.08020471677033487,window_variable_pooled_across_years,P,0,0,0,0,11,2,0,0
T3_back17,P_north_minus_main_35_45,pooled_window_variable_ar1,45,37,1665,1620,0.0,-2.6672024615619376e-18,0.9264410501550391,0.9264410501550391,0.9264410501550391,0.95,False,0.0,none,none,0.058506138472125636,0.1554196091621314,window_variable_pooled_across_years,P,0,0,0,0,11,2,0,0
T3_back17,P_total_centroid_lat_10_50,pooled_window_variable_ar1,45,37,1665,1620,0.0,8.5350478769982e-16,0.9424824575659914,0.9424824575659914,0.9424824575659914,0.95,False,0.0,none,none,0.924099586635888,2.7646493908923557,window_variable_pooled_across_years,P,0,0,0,0,11,2,0,0
T3_back17,P_main_28_35_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,6.82803830159856e-17,0.9304560080221362,0.9304560080221362,0.9304560080221362,0.95,False,0.0,none,none,0.9276569078726046,2.5317896496708396,window_variable_pooled_across_years,P,0,0,0,0,11,2,0,2
T3_back17,P_south_10_25_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.9583714601047685,0.95,0.95,0.95,True,0.008371460104768524,upper,minor,1.0705408462735515,3.4284745857343872,window_variable_pooled_across_years,P,0,0,0,0,11,2,1,0
T3_back17,P_scs_10_20_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,2.0484114904795681e-16,0.9537051055515694,0.95,0.95,0.95,True,0.003705105551569443,upper,minor,1.3150355652713692,4.211484345098669,window_variable_pooled_across_years,P,0,0,0,0,11,0,0,0
T3_back17,P_highlat_40_60_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.9180812680242554,0.9180812680242554,0.9180812680242554,0.95,False,0.0,none,none,0.38611690399273185,0.9740779279554408,window_variable_pooled_across_years,P,0,0,0,0,11,4,2,2
T3_back17,P_highlat_35_60_mean,pooled_window_variable_ar1,45,37,1665,1620,0.0,1.70700957539964e-17,0.9314341110880292,0.9314341110880292,0.9314341110880292,0.95,False,0.0,none,none,0.36138569100201956,0.9930633378187478,window_variable_pooled_across_years,P,0,0,0,0,11,4,3,0
T3_back17,P_highlat_minus_main,pooled_window_variable_ar1,45,37,1665,1620,0.0,-6.82803830159856e-17,0.9320334605755766,0.9320334605755766,0.9320334605755766,0.95,False,0.0,none,none,1.055581962081809,2.9129770264221775,window_variable_pooled_across_years,P,0,0,0,0,11,1,0,0
T3_back17,P_south_minus_main,pooled_window_variable_ar1,45,37,1665,1620,0.0,0.0,0.9492374499639178,0.9492374499639178,0.9492374499639178,0.95,False,0.0,none,none,1.6019123879705464,5.092542607179085,window_variable_pooled_across_years,P,0,0,0,0,11,2,1,0
T3_back17,P_south_plus_highlat_minus_main,pooled_window_variable_ar1,45,37,1665,1620,0.0,6.82803830159856e-17,0.9502552866535717,0.95,0.95,0.95,True,0.0002552866535717735,upper,minor,1.6771939968025307,5.371319565619288,window_variable_pooled_across_years,P,0,0,0,0,11,2,1,0
