year,mode,cluster_id,object,window_day_min,window_day_max,n_window_days,window_mean,window_std,window_cv,peak_day,peak_value,peak_to_mean_ratio
1996,anomaly,E1,P,12,23,12,3.9041318697633116,0.8150447743298045,0.20876466305914199,23,5.253943843106818,1.3457393393384514
1997,anomaly,E1,P,12,23,12,4.507085160878255,1.0427690861792116,0.23136218841176395,21,5.369465270809452,1.1913387653323066
1998,anomaly,E1,P,12,23,12,3.8048781073763283,0.7657322076496288,0.20125012839831596,15,4.921401536720921,1.2934452557570113
1999,anomaly,E1,P,12,23,12,4.66207037321873,0.7463928624283825,0.16009901238640184,23,6.191578149474048,1.3280747937740816
2000,anomaly,E1,P,12,23,12,2.710276003413927,0.2911668762916041,0.10743071035006622,23,3.3710910906742484,1.2438183736367439
2001,anomaly,E1,P,12,23,12,3.072002617348668,0.3891711727187541,0.1266832165183852,19,3.6227759141541034,1.179288029799795
2002,anomaly,E1,P,12,23,12,3.2818095877419093,0.6886530340486219,0.2098394241459476,18,4.223531811217018,1.2869521214732589
2003,anomaly,E1,P,12,23,12,4.619830851850163,1.1880328282380366,0.2571593779806879,19,5.826416783203973,1.2611753481990216
2004,anomaly,E1,P,12,23,12,3.509712751253018,1.25017002483127,0.3562029469176886,12,5.440558540115579,1.550143537579157
2005,anomaly,E1,P,12,23,12,2.9158782952462214,0.41467299905894983,0.14221203941702648,23,3.572301081549251,1.2251200907019937
2006,anomaly,E1,P,12,23,12,2.483197148781327,0.2258758812968427,0.09096171901115638,12,2.9419155842992186,1.1847289635226228
2007,anomaly,E1,P,12,23,12,2.356560525957916,0.443465520527756,0.18818337812363378,19,3.3093888844884063,1.4043301022967665
2008,anomaly,E1,P,12,23,12,4.004715066183345,0.43733667478704014,0.10920544097628658,19,4.556946024363877,1.13789519330415
2009,anomaly,E1,P,12,23,12,5.660080361604972,0.7263218418365065,0.12832359179268302,19,7.049338517857852,1.2454484861514752
2010,anomaly,E1,P,12,23,12,3.185591778369648,0.3833451733483144,0.12033719321826793,17,3.8298908507734115,1.2022541233240835
2011,anomaly,E1,P,12,23,12,3.180365640025992,0.4266163721473492,0.13414066822320733,21,3.945463767889063,1.2405692346291284
2012,anomaly,E1,P,12,23,12,3.395497813849534,0.732187266603587,0.21563473362195398,23,4.199637104053455,1.2368251532728913
2013,anomaly,E1,P,12,23,12,2.2249549645173983,0.49935689950288714,0.22443460989826156,12,3.182755196553505,1.4304807276143796
2014,anomaly,E1,P,12,23,12,3.0806196050968953,0.5077098070998035,0.16480769201742115,13,3.898617752508967,1.2655303972153606
2015,anomaly,E1,P,12,23,12,2.7786457576979404,0.33646530294337196,0.12108967183424148,12,3.363979381771997,1.210654280939282
2016,anomaly,E1,P,12,23,12,3.7633193982108826,0.3935348106295944,0.10457119606073828,12,4.526071377203149,1.2026806386281437
2017,anomaly,E1,P,12,23,12,2.4576292676373153,0.44322639415748566,0.1803471337169616,23,3.1669542219109768,1.2886216255693825
2018,anomaly,E1,P,12,23,12,2.611177986541139,0.2058177137906894,0.07882178650841191,20,2.897737292064046,1.1097433062774031
2019,anomaly,E1,P,12,23,12,3.1861628838022624,0.5796673870044665,0.1819327536426915,16,3.9978149888337575,1.2547428159296241
2020,anomaly,E1,P,12,23,12,2.5602504801233397,0.29458142872789134,0.1150596127272613,15,3.0552235792816975,1.1933299507215869
2021,anomaly,E1,P,12,23,12,6.5077992750301386,2.2173744661606425,0.34072570041737077,20,8.82406041404132,1.3559208022744522
2022,anomaly,E1,P,12,23,12,4.135637175928526,1.4699390730257045,0.35543230958003974,12,6.303898084726017,1.5242870243589859
2023,anomaly,E1,P,12,23,12,3.209696253598389,0.35210957024030226,0.10970183544484705,15,3.807929545562514,1.1863831480291194
1979,anomaly,E1,V,12,23,12,1.5432542816403103,0.22491247606375006,0.14573909091931822,16,2.0116558956499593,1.3035155123694104
1980,anomaly,E1,V,12,23,12,1.5160558307934509,0.363731918598847,0.23991987050255428,23,2.011913746694631,1.3270710127082443
1981,anomaly,E1,V,12,23,12,1.737046896636423,0.26699213451196185,0.15370462077264896,20,2.152480784021212,1.239161008368851
1982,anomaly,E1,V,12,23,12,1.319459354072682,0.2821053562109452,0.2138037487399492,12,2.067371409332783,1.5668322051376622
1983,anomaly,E1,V,12,23,12,2.9166111658333187,0.4514254478210323,0.15477738448961145,12,3.7934844078666345,1.3006479753983522
1984,anomaly,E1,V,12,23,12,1.1709752853225226,0.2498130562228308,0.2133375993104852,23,1.6219377219544953,1.3851169553133467
1985,anomaly,E1,V,12,23,12,1.731582871665027,0.19074624180140515,0.1101571544293923,18,2.0345395708019405,1.1749593993410354
1986,anomaly,E1,V,12,23,12,1.249682482158786,0.16454806139923114,0.1316718956601264,21,1.4980003343741564,1.198704755615371
1987,anomaly,E1,V,12,23,12,1.5634824010155464,0.2006257397924021,0.12831979410958452,19,1.8510318827317103,1.1839160335467829
1988,anomaly,E1,V,12,23,12,1.5111055708661236,0.2244718045954979,0.1485480623744166,20,1.9424469661896757,1.2854475581577227
1989,anomaly,E1,V,12,23,12,1.523677311408379,0.18635281745492618,0.12230464814269143,17,1.7146094575373951,1.1253100933500195
1990,anomaly,E1,V,12,23,12,1.4888363312002661,0.1743755590736634,0.11712204721184405,12,1.7757445690117588,1.1927063652315637
1991,anomaly,E1,V,12,23,12,1.3237059893185807,0.5885457467993105,0.4446196901336363,12,2.735760018602554,2.066742947962943
1992,anomaly,E1,V,12,23,12,1.298736468577229,0.3364216018653964,0.25903761848906004,13,1.8671998194741046,1.437704926787951
1993,anomaly,E1,V,12,23,12,1.3298138819271694,0.37104844196180364,0.27902283695805635,23,2.1449680603020838,1.6129836584289359
1994,anomaly,E1,V,12,23,12,1.414635628683004,0.25761173815495664,0.18210465856469743,19,1.8441447785513607,1.3036182188249543
1995,anomaly,E1,V,12,23,12,2.062100421533147,0.30101991458277017,0.14597733041479108,23,2.5413476510884436,1.2324073185522892
1996,anomaly,E1,V,12,23,12,2.0595434199925995,0.5735552942337347,0.2784866241059959,23,2.9581483254682985,1.4363126782136457
1997,anomaly,E1,V,12,23,12,2.665338600439569,0.6663699691474454,0.2500132512384345,19,3.57686060190111,1.341991070594134
1998,anomaly,E1,V,12,23,12,2.302165015701754,0.45154501332474434,0.1961392907306024,12,2.9920833460664853,1.2996823970731428
1999,anomaly,E1,V,12,23,12,1.6612099316146596,0.5159956942573065,0.3106143807817591,23,2.756346650333671,1.6592404113867194
2000,anomaly,E1,V,12,23,12,1.1882756038845772,0.24276826918341154,0.204302998723172,23,1.6230815686686682,1.3659133986772984
2001,anomaly,E1,V,12,23,12,1.4009504102900394,0.3107755869529178,0.22183196826242832,12,2.0745806328834475,1.4808380208493355
2002,anomaly,E1,V,12,23,12,1.7247191940682196,0.3854913399009187,0.2235096247705164,16,2.427866991653963,1.4076882776063795
2003,anomaly,E1,V,12,23,12,2.2936663771909456,0.2903336556380627,0.12658059538436792,19,2.7873946391959277,1.2152572261221513
2004,anomaly,E1,V,12,23,12,1.7203788669860745,0.6575325795144614,0.3822021951862314,12,2.797400046340422,1.6260372061181796
2005,anomaly,E1,V,12,23,12,1.4275393751924634,0.16108452798646547,0.11284068992116936,15,1.7884828659869907,1.2528431068632424
2006,anomaly,E1,V,12,23,12,1.499264125621728,0.19401046897606283,0.12940379594254578,22,1.760035162117921,1.1739326860681605
2007,anomaly,E1,V,12,23,12,1.157568132119166,0.18957369682357164,0.16376893209417773,13,1.5180608806549158,1.3114224886914279
2008,anomaly,E1,V,12,23,12,1.763854356462967,0.28867419013933016,0.1636610126462147,23,2.1063624592625203,1.1941816236376714
2009,anomaly,E1,V,12,23,12,1.7653235892501582,0.2948430928651553,0.16701929020855963,23,2.553048797021724,1.446221425106949
2010,anomaly,E1,V,12,23,12,1.3960990455508495,0.2819624020593424,0.20196446875149063,14,1.7814572475466712,1.2760249734591698
2011,anomaly,E1,V,12,23,12,2.080340493595752,0.36778803210216277,0.1767922285963318,19,2.749324842677974,1.321574449538594
2012,anomaly,E1,V,12,23,12,1.7033688173964834,0.5887168696160932,0.34561914225691454,23,2.634220411014645,1.5464768311535586
2013,anomaly,E1,V,12,23,12,1.0402559023762425,0.17075165959451627,0.16414389882749658,21,1.380648766187325,1.3272203147631274
2014,anomaly,E1,V,12,23,12,1.6143610039474796,0.3939981936767529,0.2440582947141895,13,2.270546896170273,1.4064678783846136
2015,anomaly,E1,V,12,23,12,1.5500384072696196,0.30453271280069677,0.1964678496818232,15,2.1429730464592276,1.382528998254098
2016,anomaly,E1,V,12,23,12,2.0552900085317187,0.14946004303556623,0.07271968550183654,18,2.3434671901306956,1.1402124179077326
2017,anomaly,E1,V,12,23,12,1.2730878512527974,0.24578965705551456,0.1930657470444394,23,1.9156278737374204,1.5047098845934463
2018,anomaly,E1,V,12,23,12,1.2259055942521424,0.10890538797321081,0.08883668406747026,19,1.402199913376027,1.1438074187354437
2019,anomaly,E1,V,12,23,12,1.1961343189567386,0.09729391086014985,0.08134028872687783,18,1.3498424675537006,1.1285040870074665
2020,anomaly,E1,V,12,23,12,1.8488938373990402,0.44111522146900806,0.2385833153564485,23,2.7205242310625457,1.4714334463293
2021,anomaly,E1,V,12,23,12,2.973505563952761,0.776472507920831,0.2611303363052679,20,4.1007173370950945,1.379085140046794
2022,anomaly,E1,V,12,23,12,2.2057333217414112,0.717755205394574,0.3254043443599908,14,3.059145424510401,1.3869062929574096
2023,anomaly,E1,V,12,23,12,1.5206121743080976,0.1505398313612628,0.0989994910633027,14,1.7109755356421972,1.12518863425488
1979,anomaly,E1,H,12,23,12,12.38513240141762,2.4156357190550204,0.19504318894308537,12,16.846399743446405,1.3602115179258627
1980,anomaly,E1,H,12,23,12,20.572393856732823,7.220144803125404,0.35096279282841375,12,28.626883248424036,1.3915193072707868
1981,anomaly,E1,H,12,23,12,15.129364804545405,3.8212078215980294,0.25256895256103207,18,19.84661562665719,1.3117943735941406
1982,anomaly,E1,H,12,23,12,34.87521299150688,3.571094439317984,0.10239634780689501,17,39.27769878762368,1.1262353809047074
1983,anomaly,E1,H,12,23,12,35.89840574169205,2.5028708958380053,0.06972094844120406,23,40.005725467553376,1.1144151012001628
1984,anomaly,E1,H,12,23,12,23.83794085983243,2.139056874518932,0.08973329060158929,23,27.390147430250302,1.1490148243635543
1985,anomaly,E1,H,12,23,12,28.213927464986728,2.599876270072226,0.09214868342234737,19,32.77943424910201,1.1618174849914065
1986,anomaly,E1,H,12,23,12,12.507633219943449,3.319207797380427,0.26537457079311194,12,19.32424583821959,1.5449962033908615
1987,anomaly,E1,H,12,23,12,18.503123736246852,4.346059124972362,0.23488245481806824,22,24.37445786696089,1.3173158334995632
1988,anomaly,E1,H,12,23,12,22.931724941768397,11.806449463767523,0.5148522186511342,20,39.34900521118203,1.7159199890588732
1989,anomaly,E1,H,12,23,12,22.667809903666154,5.142715706601439,0.22687307368716997,20,27.81322625154702,1.2269922136168725
1990,anomaly,E1,H,12,23,12,32.411838365043145,10.271184639834008,0.3168960835899818,16,43.275743751672785,1.3351832520041582
1991,anomaly,E1,H,12,23,12,21.312157980822438,10.909204322518134,0.5118770390278721,12,40.040721943793365,1.8787737018382553
1992,anomaly,E1,H,12,23,12,28.50398033823443,16.293800867875213,0.5716324763955369,13,51.25763722210577,1.7982624396266662
1993,anomaly,E1,H,12,23,12,15.40427603648721,6.945716118456348,0.45089532945293787,12,30.575911499304866,1.9848976626281885
1994,anomaly,E1,H,12,23,12,17.68380026280212,7.258713348081094,0.4104724799085969,14,26.835316258676063,1.5175084461411072
1995,anomaly,E1,H,12,23,12,22.968796307281096,2.722029333017668,0.11850988169348117,23,28.03260259588688,1.2204645912158374
1996,anomaly,E1,H,12,23,12,34.95379301041864,3.0300110057598895,0.08668618609879192,18,40.850308733269294,1.168694588341011
1997,anomaly,E1,H,12,23,12,14.053905080720662,3.560530804533379,0.2533481465886311,12,21.86478350836964,1.5557799332487658
1998,anomaly,E1,H,12,23,12,34.552280839922624,7.072093281593816,0.204678044681274,23,49.15654198120625,1.4226714065257322
1999,anomaly,E1,H,12,23,12,13.790923624250405,3.3974991586796843,0.2463576226834558,23,20.594748147492727,1.493355246437357
2000,anomaly,E1,H,12,23,12,27.404975978743593,2.651274179730656,0.09674426212914745,23,32.275560960432394,1.1777262999779838
2001,anomaly,E1,H,12,23,12,10.775163903961548,2.112027991464355,0.19600889696793014,14,14.714058617487666,1.3655531134961758
2002,anomaly,E1,H,12,23,12,32.657101186895,6.058200594149157,0.1855094412537777,18,42.21596999220825,1.292704142679628
2003,anomaly,E1,H,12,23,12,45.24651161609279,5.796590642699604,0.12811132694344124,18,56.33772378355061,1.2451285584524878
2004,anomaly,E1,H,12,23,12,14.06424074228449,4.562260707172225,0.32438727342424895,13,20.280918041434823,1.4420201142076796
2005,anomaly,E1,H,12,23,12,15.211419321679664,2.7910609554487023,0.18348458460221623,14,18.294424605193917,1.2026770295602254
2006,anomaly,E1,H,12,23,12,17.358486656178126,8.81658618332427,0.507912144529363,23,31.3493013322925,1.8059927661454893
2007,anomaly,E1,H,12,23,12,25.588057680618608,7.788152522400442,0.3043666940105106,13,38.371258253955375,1.4995768234107807
2008,anomaly,E1,H,12,23,12,16.669228900458332,2.505092702833542,0.15028245864237383,23,20.429575276447505,1.2255861022992225
2009,anomaly,E1,H,12,23,12,21.041199681852476,5.02180111162086,0.23866515158600027,23,27.086655220631698,1.2873151545627883
2010,anomaly,E1,H,12,23,12,21.7034538651744,6.658013141028038,0.3067720549175471,13,30.47063694865903,1.4039533586656983
2011,anomaly,E1,H,12,23,12,39.284170336202806,11.859095198733455,0.3018797418206961,20,54.56869241617306,1.389075852923976
2012,anomaly,E1,H,12,23,12,16.592699568060837,5.132766561787773,0.3093388475295176,19,21.357466177409506,1.287160421955632
2013,anomaly,E1,H,12,23,12,16.012313020679084,5.11796890716516,0.3196270832674359,12,26.731809737308335,1.6694533577243902
2014,anomaly,E1,H,12,23,12,26.319988815920542,5.622882328858947,0.21363543762060955,13,33.549773288397645,1.2746879766188446
2015,anomaly,E1,H,12,23,12,14.831837596218834,3.0649485793737083,0.2066465843824279,12,18.743463147226002,1.2637316870300088
2016,anomaly,E1,H,12,23,12,27.975823581210026,6.112447840703737,0.21849036268619262,18,35.65347971507611,1.2744389673311176
2017,anomaly,E1,H,12,23,12,15.89540524143929,3.626160986909129,0.22812636304832962,23,25.959660288247214,1.633154983716225
2018,anomaly,E1,H,12,23,12,30.062411639434004,2.4564636729390186,0.081712129499175,16,32.41262377996275,1.078177764602385
2019,anomaly,E1,H,12,23,12,21.155181685749127,4.062628730009731,0.19203941570240773,20,26.368468714763655,1.2464307377007844
2020,anomaly,E1,H,12,23,12,26.750465719919237,6.171913073946837,0.23072170550476834,12,39.01339343296115,1.4584192231056785
2021,anomaly,E1,H,12,23,12,21.133927434562054,4.816567854737899,0.22790689850012172,21,28.998457928461228,1.3721282056186248
2022,anomaly,E1,H,12,23,12,22.37395104204982,7.594712592181113,0.3394444091661414,23,36.09505061604883,1.61326225074015
2023,anomaly,E1,H,12,23,12,18.79465979351996,2.113487618278422,0.11245149640894271,20,22.32095043267997,1.1876219456962251
1979,anomaly,E1,Je,12,23,12,9.5325039935757,1.202947473500504,0.12619427952100387,16,11.53655944914766,1.2102338962481793
1980,anomaly,E1,Je,12,23,12,8.539901484319008,2.564928545238811,0.3003463857221585,23,14.684037090101956,1.7194621175739682
1981,anomaly,E1,Je,12,23,12,8.39024862237025,2.476621121398706,0.2951785141140149,14,12.196866032157521,1.4536954244283702
1982,anomaly,E1,Je,12,23,12,11.233955942348137,2.200053055084638,0.19583956589957788,14,13.159483532737251,1.1714024516625856
1983,anomaly,E1,Je,12,23,12,11.382263998478493,2.74746809415519,0.24138151201924435,13,14.760836695280915,1.296827827684611
1984,anomaly,E1,Je,12,23,12,3.7210872352351227,1.7600704108162792,0.47299896496637583,12,6.072002926058931,1.6317819342049449
1985,anomaly,E1,Je,12,23,12,5.122330027521266,4.654921777835844,0.9087508522147072,19,11.670472450569958,2.278352309957488
1986,anomaly,E1,Je,12,23,12,8.935489570240357,3.1570281026714517,0.3533133890263359,12,13.899781249963624,1.5555701946377154
1987,anomaly,E1,Je,12,23,12,8.964452348858787,1.3616251773974293,0.1518916186297335,14,10.893444695465853,1.2151823972661777
1988,anomaly,E1,Je,12,23,12,4.690401419735581,4.679489398523442,0.9976735421477525,21,10.778530208318891,2.297997387380167
1989,anomaly,E1,Je,12,23,12,3.982151593387556,1.8129650366536618,0.45527273237504867,20,6.451477489161866,1.620098416110792
1990,anomaly,E1,Je,12,23,12,8.673175749489491,2.3151076511326654,0.2669273306572471,16,12.740911747026052,1.4690019106063337
1991,anomaly,E1,Je,12,23,12,9.019540350951987,3.405678290161754,0.3775888967337362,13,15.183842919215026,1.6834386596663689
1992,anomaly,E1,Je,12,23,12,8.733809568154456,2.658787471958553,0.3044247130888701,15,12.679604077088221,1.4517838954629396
1993,anomaly,E1,Je,12,23,12,12.449415007283482,3.36953501586948,0.27065810031217336,12,20.04559876175635,1.6101639113184947
1994,anomaly,E1,Je,12,23,12,6.577292093479088,0.9628532396019687,0.14639052453766224,14,7.703138753873219,1.1711717595010194
1995,anomaly,E1,Je,12,23,12,14.19204130579597,3.465858250870495,0.244211398219001,12,21.16061604658169,1.4910199026787143
1996,anomaly,E1,Je,12,23,12,8.61203986473556,4.461060210320097,0.5180027357498257,12,15.494964126510846,1.7992211334224741
1997,anomaly,E1,Je,12,23,12,10.278858950529022,2.3974997166706933,0.233245706377464,12,14.854177030289735,1.4451192590325204
1998,anomaly,E1,Je,12,23,12,2.61274581775754,2.5329275143676084,0.9694504138717148,23,6.537487628465622,2.502152174172877
1999,anomaly,E1,Je,12,23,12,5.054576382379452,3.349225732742209,0.6626125473970762,16,9.523938967539095,1.8842210003469764
2000,anomaly,E1,Je,12,23,12,10.556273219966451,1.4463899854025064,0.13701710397819414,23,13.450484500373223,1.2741697964894751
2001,anomaly,E1,Je,12,23,12,3.6873417555952757,1.860178072721341,0.5044767195495644,23,7.709836159354548,2.090892754286563
2002,anomaly,E1,Je,12,23,12,5.278799479203034,2.204002918234172,0.41751972714949637,17,8.132949639325314,1.540681677977214
2003,anomaly,E1,Je,12,23,12,16.439120242392054,4.326177104183366,0.2631635416247556,20,22.54851165022676,1.371637369746762
2004,anomaly,E1,Je,12,23,12,6.283933467852214,2.721771509812363,0.4331318152453648,13,10.209542935702258,1.6247057655736372
2005,anomaly,E1,Je,12,23,12,11.983752556607612,3.4377227664901997,0.28686529951708806,21,16.26041773615223,1.3568719530332083
2006,anomaly,E1,Je,12,23,12,7.679633067899249,5.309453290387333,0.6913680957727104,23,16.220355075388706,2.112126312803594
2007,anomaly,E1,Je,12,23,12,14.969206772003757,2.540799460240529,0.1697350767438328,14,18.782703760874625,1.2547561168038528
2008,anomaly,E1,Je,12,23,12,-3.881214811714717,2.3660754933176538,0.6096224012583612,17,-7.191575124883324,1.8529186024888533
2009,anomaly,E1,Je,12,23,12,7.0324041025387745,1.522600050813326,0.21651202470907982,23,10.00442452952207,1.4226179815106106
2010,anomaly,E1,Je,12,23,12,13.814923410896474,2.6546216675924565,0.19215609009445833,17,16.69651093482851,1.2085851248120554
2011,anomaly,E1,Je,12,23,12,8.681063664239014,1.0498939851379725,0.1209407079299292,21,10.584357137997186,1.2192465747714103
2012,anomaly,E1,Je,12,23,12,2.117235346006134,1.543531495267038,0.7290316110478523,18,4.715796417457301,2.2273369025086223
2013,anomaly,E1,Je,12,23,12,8.284557578104222,2.993791405356085,0.36137010059151536,12,13.829716652832651,1.6693367777879182
2014,anomaly,E1,Je,12,23,12,5.1897547803002855,1.1868252619606618,0.22868619273987392,23,7.441995016201623,1.4339781610586204
2015,anomaly,E1,Je,12,23,12,1.0969305524364221,1.285969001261956,1.172334017321774,21,2.7989206797563035,2.5515933288000716
2016,anomaly,E1,Je,12,23,12,13.55718320020685,2.5583352560426627,0.1887069915823989,19,17.28589799960879,1.2750361003710395
2017,anomaly,E1,Je,12,23,12,10.167353342151399,1.0676592842672261,0.10500857483145223,15,12.037485714299923,1.183935023128804
2018,anomaly,E1,Je,12,23,12,6.582972228839846,0.9662943756846331,0.14678694396600572,19,8.097626373273972,1.2300866678120306
2019,anomaly,E1,Je,12,23,12,5.263022064122957,1.9262195480878501,0.36599115956935935,12,7.849540987809048,1.4914512787845633
2020,anomaly,E1,Je,12,23,12,11.01719746563449,4.303630122238851,0.39062839126398563,12,19.829557266206375,1.7998730918691557
2021,anomaly,E1,Je,12,23,12,5.917725480649345,2.550757014833878,0.4310367257106282,17,9.836121474601898,1.6621456177316507
2022,anomaly,E1,Je,12,23,12,10.60764748698558,4.115043214237079,0.3879317463448326,12,16.654732682132916,1.5700684532140492
2023,anomaly,E1,Je,12,23,12,10.334916139006674,4.663667378442477,0.45125352888352194,23,17.097551005615244,1.6543483058447823
1979,anomaly,E1,Jw,12,23,12,4.547730395366793,2.7763123333314677,0.610483052416509,23,9.759801671402997,2.1460818524651533
1980,anomaly,E1,Jw,12,23,12,8.203825726201345,4.070935822648914,0.4962240738057952,23,14.87728727110743,1.8134572536799018
1981,anomaly,E1,Jw,12,23,12,0.594167328142582,2.180489516325658,3.669823992406963,12,4.173191602211684,7.023596560333291
1982,anomaly,E1,Jw,12,23,12,3.201347965621359,5.739930632863913,1.7929730521336937,23,13.482591965828783,4.211535925057649
1983,anomaly,E1,Jw,12,23,12,12.243551523497056,1.8828734024257678,0.15378490455258195,18,14.55172872243062,1.1885218675727112
1984,anomaly,E1,Jw,12,23,12,10.501540864302164,0.9602673550321895,0.09144061499549368,20,11.983150419388556,1.141084967837594
1985,anomaly,E1,Jw,12,23,12,6.07096655922313,1.3930013625391076,0.2294529790190663,21,8.611151250015476,1.4184152006127968
1986,anomaly,E1,Jw,12,23,12,4.72261176685143,3.967810182420987,0.8401728489033706,23,12.922457733353983,2.736294739291403
1987,anomaly,E1,Jw,12,23,12,5.944678743686102,1.5071751399430648,0.2535334885074481,14,8.388723386650328,1.4111314922709084
1988,anomaly,E1,Jw,12,23,12,4.883521184276433,0.7933181811475704,0.16244798603550029,15,5.729013818979011,1.1731317634954985
1989,anomaly,E1,Jw,12,23,12,13.315063902645456,2.7953685787996907,0.20994030514897438,14,16.73445442661573,1.2568061669827697
1990,anomaly,E1,Jw,12,23,12,11.0693425921362,1.8707400075840073,0.16900190702497864,13,14.176566384977615,1.280705359598098
1991,anomaly,E1,Jw,12,23,12,13.347169278883824,3.305206137618961,0.24763349205795915,22,16.33599472607727,1.223929537772534
1992,anomaly,E1,Jw,12,23,12,3.4621196778974634,2.084291676190768,0.602027621834249,12,9.027557984283492,2.60752337416692
1993,anomaly,E1,Jw,12,23,12,3.4373655362220403,3.393300206825881,0.9871804936272276,23,10.363314959763121,3.0149004668122314
1994,anomaly,E1,Jw,12,23,12,7.545105307623935,1.7512241652371168,0.23210069228157282,23,10.924903240892519,1.4479457602602348
1995,anomaly,E1,Jw,12,23,12,9.356923828684472,3.324247482325355,0.3552714057727206,23,13.395604836301708,1.4316248674842122
1996,anomaly,E1,Jw,12,23,12,6.768862916868147,2.6706661913840772,0.39455167347654907,14,10.282036274433432,1.519019723210654
1997,anomaly,E1,Jw,12,23,12,-7.903172377310429,0.24903373906545195,0.031510604498565985,23,-8.169700597130214,1.0337242068240773
1998,anomaly,E1,Jw,12,23,12,12.319985220339662,2.436070831596276,0.1977332592553967,22,16.12898931682749,1.3091727813275333
1999,anomaly,E1,Jw,12,23,12,19.986099265644388,1.8000704143070083,0.0900661199757571,15,22.406171075324504,1.1210877509169106
2000,anomaly,E1,Jw,12,23,12,7.277399231155454,2.7120373117720638,0.37266573203255376,23,11.404662466677031,1.5671343710058783
2001,anomaly,E1,Jw,12,23,12,7.76978510432146,1.0824586075687663,0.139316415194878,22,9.376218928566194,1.2067539581435849
2002,anomaly,E1,Jw,12,23,12,7.611850216980876,1.6090852751527729,0.21139213585192965,16,10.950582337442505,1.438622939927534
2003,anomaly,E1,Jw,12,23,12,10.423566245047558,3.7595870323826555,0.3606814543121025,16,14.868161520591404,1.426398717200472
2004,anomaly,E1,Jw,12,23,12,1.64522321911059,3.99715529879013,2.4295519613129266,23,10.142730238669309,6.164956901195643
2005,anomaly,E1,Jw,12,23,12,7.250345276421144,7.826745795174378,1.0794997337060164,12,18.176209030940154,2.5069439230775004
2006,anomaly,E1,Jw,12,23,12,9.70342418862267,1.6732260304700284,0.1724366571989839,13,12.287318434102854,1.2662868483590104
2007,anomaly,E1,Jw,12,23,12,2.618962226448549,2.3030333576199977,0.879368680602222,21,5.963380888578701,2.2770014887397148
2008,anomaly,E1,Jw,12,23,12,8.170837156900395,3.2204885325290706,0.3941442560520161,22,11.615820228621097,1.4216193525298615
2009,anomaly,E1,Jw,12,23,12,14.659336350772469,5.896393842390079,0.40222788408009813,19,20.46849136240415,1.396276807669003
2010,anomaly,E1,Jw,12,23,12,10.101536894382694,4.1618147338538405,0.41199817189874827,12,16.381812338343767,1.62171484494125
2011,anomaly,E1,Jw,12,23,12,0.43255692756063024,3.2773076974151194,7.576592787196021,22,4.662254913747173,10.778361451818155
2012,anomaly,E1,Jw,12,23,12,6.355248251348492,2.1582046648039945,0.3395940771229063,23,10.208128619665828,1.6062517490954353
2013,anomaly,E1,Jw,12,23,12,2.2252130581796945,1.5551922312072886,0.698895876729572,12,4.479459199554669,2.013047327349866
