year,mode,cluster_id,object,base_window_mean,bootstrap_mean_p05,bootstrap_mean_p50,bootstrap_mean_p95,bootstrap_ci_width
2013,local_background_removed,E2,P,3.7308041802382608,3.41347583328346,3.7386916479716303,3.9973201942246526,0.5838443609411925
2014,local_background_removed,E2,P,4.086478027330898,3.989290274542333,4.08663565472141,4.178827364997501,0.18953709045516787
2015,local_background_removed,E2,P,3.0469820203129436,2.9901906442412387,3.0482880893204056,3.105037550590115,0.1148469063488764
2016,local_background_removed,E2,P,3.1240936268430546,2.889219296572074,3.1184978573735203,3.3696348755320797,0.48041557896000553
2017,local_background_removed,E2,P,3.727882177622556,3.631244851784178,3.729745954243662,3.8315456980329787,0.20030084624880073
2018,local_background_removed,E2,P,2.760714546531299,2.4356186875499373,2.761412550807531,3.1025891651176933,0.6669704775677561
2019,local_background_removed,E2,P,4.713770665630487,4.07344264004286,4.726535573244519,5.3793240163931975,1.3058813763503379
2020,local_background_removed,E2,P,3.4479411290069155,3.294203966322475,3.4456007687849173,3.6009602231327373,0.3067562568102624
2021,local_background_removed,E2,P,4.144323793526586,4.0421132617833875,4.141866378098015,4.2613409555108,0.21922769372741246
2022,local_background_removed,E2,P,4.647270614721373,4.333935275122488,4.627201362494498,4.965767049583744,0.631831774461256
2023,local_background_removed,E2,P,3.4250836628055397,3.236344399923135,3.42213888263574,3.58821584486572,0.35187144494258504
1979,local_background_removed,E2,V,1.628103576548128,1.425286296680797,1.6362283197823428,1.8090231846590346,0.38373688797823746
1980,local_background_removed,E2,V,1.2915883222722158,1.221111375867362,1.289312446377695,1.374870454163567,0.15375907829620505
1981,local_background_removed,E2,V,1.9903013391747688,1.819205625553133,1.9981255247516763,2.157162590323625,0.3379569647704921
1982,local_background_removed,E2,V,2.4428105942948775,2.348641899953753,2.443485514658176,2.5377574924672768,0.18911559251352372
1983,local_background_removed,E2,V,1.342028482125776,1.1706838155089097,1.3414395947874862,1.5194889659846622,0.34880515047575256
1984,local_background_removed,E2,V,1.4483190716023175,1.3626800124346534,1.4500052032075779,1.527805889827442,0.1651258773927886
1985,local_background_removed,E2,V,2.6167064198645815,2.3940119080420255,2.6204548395761655,2.84555988929193,0.4515479812499046
1986,local_background_removed,E2,V,1.6970558524468267,1.618865330674472,1.7000751318812153,1.7707259920824927,0.15186066140802068
1987,local_background_removed,E2,V,1.42615210612346,1.3259738333763487,1.4298316872983268,1.5192469911135074,0.1932731577371587
1988,local_background_removed,E2,V,1.9824604786375717,1.8166026656874301,1.9835587474180194,2.133683479640846,0.31708081395341603
1989,local_background_removed,E2,V,1.297825224855708,1.19811851106008,1.3018041722114346,1.3956966986391492,0.1975781875790692
1990,local_background_removed,E2,V,2.0518630146044727,1.9914580512745932,2.0501258845624744,2.1160482323240553,0.12459018104946207
1991,local_background_removed,E2,V,2.1650385493603532,2.0342401866051825,2.1673422933576294,2.280802861412961,0.2465626748077785
1992,local_background_removed,E2,V,2.229127890718379,2.0202811853475033,2.2276927011287717,2.449737417977095,0.42945623262959165
1993,local_background_removed,E2,V,1.6727407112030137,1.4399631869625986,1.6725714595824868,1.885347073759203,0.44538388679660446
1994,local_background_removed,E2,V,2.0573892501329154,1.8642249975449328,2.061667818884964,2.2523348455812875,0.38810984803635473
1995,local_background_removed,E2,V,1.6566165355436968,1.5498738196896589,1.6582267930705354,1.7728066990205158,0.22293287933085693
1996,local_background_removed,E2,V,2.499419329443938,2.322155784392053,2.5054948065302147,2.6511670391329476,0.32901125474089454
1997,local_background_removed,E2,V,3.075833649070082,2.7909103984347152,3.084238990176293,3.346297455480535,0.5553870570458197
1998,local_background_removed,E2,V,1.0911017719324108,1.0351354680415208,1.0909926819127218,1.1502645527368716,0.11512908469535077
1999,local_background_removed,E2,V,2.3370809358023092,2.144511518053982,2.33739010220725,2.5444927278637772,0.39998120980979524
2000,local_background_removed,E2,V,2.250603550281671,1.9473637677538298,2.256645845204985,2.561008925272295,0.6136451575184652
2001,local_background_removed,E2,V,1.4703486696024919,1.3297831565112745,1.468327415554758,1.6104542376763238,0.28067108116504924
2002,local_background_removed,E2,V,1.5899342490952177,1.3975068992946031,1.5840780545172857,1.7812595304532748,0.38375263115867164
2003,local_background_removed,E2,V,1.57793471137625,1.4916315814629155,1.57698175727815,1.6660538693053595,0.17442228784244396
2004,local_background_removed,E2,V,1.4204500640794027,1.3073250902999183,1.4187336865767795,1.5294993524762224,0.2221742621763041
2005,local_background_removed,E2,V,1.6711592399625677,1.5039119381775772,1.679623439746046,1.8171243572557076,0.31321241907813047
2006,local_background_removed,E2,V,2.5356500830668693,2.34514594624837,2.537630736463258,2.7108763335025277,0.36573038725415774
2007,local_background_removed,E2,V,1.2090407122550804,1.1529189707383272,1.2070819823958792,1.2706020512106226,0.11768308047229548
2008,local_background_removed,E2,V,2.183673802402223,2.089696672049393,2.181915416219698,2.2767152602354908,0.18701858818609773
2009,local_background_removed,E2,V,2.829525127186551,2.669220688893255,2.827411881992898,2.9934160174941002,0.3241953286008452
2010,local_background_removed,E2,V,1.5300742927445279,1.3621657085022698,1.5347371463764836,1.6934113172748129,0.33124560877254305
2011,local_background_removed,E2,V,2.319412354760442,1.94864601189075,2.3195669176391016,2.6757409363190714,0.7270949244283214
2012,local_background_removed,E2,V,2.2427270967616564,1.9080359822449051,2.2340215342989156,2.586432417755009,0.678396435510104
2013,local_background_removed,E2,V,1.6526098774810356,1.5160485767732377,1.6509004770396114,1.7980487969971768,0.2820002202239391
2014,local_background_removed,E2,V,1.8419286913406754,1.5678687636221598,1.8341507102019499,2.1092062892148875,0.5413375255927277
2015,local_background_removed,E2,V,1.3594859763778215,1.314761834872117,1.3586644580881768,1.4028773866234032,0.08811555175128616
2016,local_background_removed,E2,V,1.4386261053863365,1.3118985853068388,1.4389736546401988,1.5626493422717447,0.2507507569649059
2017,local_background_removed,E2,V,1.2467349975086937,1.1569626662096277,1.2487034446966288,1.3302145466489106,0.17325188043928286
2018,local_background_removed,E2,V,1.446914544497776,1.26850375731733,1.4474230818578835,1.640293737909344,0.3717899805920142
2019,local_background_removed,E2,V,2.02227256501225,1.857453254397459,2.0270391825200154,2.1788646324194048,0.32141137802194586
2020,local_background_removed,E2,V,1.6626164575910238,1.517396558508447,1.663962810407929,1.8069904352552546,0.2895938767468076
2021,local_background_removed,E2,V,1.7717291645188997,1.6653816323738992,1.7632152776130277,1.8945364196483367,0.2291547872744375
2022,local_background_removed,E2,V,1.6257548066467569,1.3934970410109568,1.6262145519350093,1.8440694715307928,0.450572430519836
2023,local_background_removed,E2,V,1.8184585474584996,1.5921247086687669,1.8144020409628725,2.0651450193333862,0.47302031066461936
1979,local_background_removed,E2,H,10.906632833956872,9.471855439209323,10.917572430557282,12.388567010424252,2.916711571214929
1980,local_background_removed,E2,H,11.256362091701524,10.468233637213926,11.179144732744245,11.932599441398047,1.464365804184121
1981,local_background_removed,E2,H,25.96705488512838,24.309113639244327,25.96830234465066,27.387136750059803,3.078023110815476
1982,local_background_removed,E2,H,28.11101755259335,26.51542207275328,28.050533225381294,29.70399499898711,3.188572926233828
1983,local_background_removed,E2,H,17.10625378723666,13.804311201267026,16.95698619943176,20.41226995090321,6.6079587496361825
1984,local_background_removed,E2,H,10.238171546857762,9.297798086999181,10.175808397091746,11.241135965750333,1.9433378787511515
1985,local_background_removed,E2,H,22.499511019342332,19.53581120988846,22.533000373373575,25.936467964490593,6.400656754602132
1986,local_background_removed,E2,H,13.298894008198191,10.885320735284232,13.263318795802205,15.880262237888745,4.994941502604513
1987,local_background_removed,E2,H,16.689776405737934,14.066199403095885,16.73543559408566,19.46444404482068,5.398244641724796
1988,local_background_removed,E2,H,18.94868393478603,15.171030148816431,19.07115588226089,22.658207345522385,7.487177196705954
1989,local_background_removed,E2,H,14.381394413487648,13.437300716832539,14.26022347485188,15.436160503451541,1.9988597866190023
1990,local_background_removed,E2,H,16.79338053214629,15.886325685116056,16.833473719104216,17.804305894488312,1.9179802093722564
1991,local_background_removed,E2,H,27.87362087310886,21.474205556453366,27.55171669979788,33.453630329277125,11.979424772823759
1992,local_background_removed,E2,H,21.362122848968706,19.53041595430359,21.33296124708728,23.594067348488363,4.063651394184774
1993,local_background_removed,E2,H,11.44517983173791,10.087304132233376,11.35512503681231,12.930076766731899,2.842772634498523
1994,local_background_removed,E2,H,21.559129465385116,19.510533447931532,21.743861458657225,23.55745729679357,4.046923848862036
1995,local_background_removed,E2,H,18.323035990613153,15.62608125335993,18.411638898048434,21.193240864632376,5.567159611272446
1996,local_background_removed,E2,H,15.833528856294356,15.026022984427357,15.825992707871697,16.727332742844432,1.701309758417075
1997,local_background_removed,E2,H,27.129393536063024,24.32728282500857,27.25504038923085,29.844214550396003,5.516931725387433
1998,local_background_removed,E2,H,17.303903001464647,15.753382606671083,17.41224748814319,18.577708247246367,2.8243256405752835
1999,local_background_removed,E2,H,14.47142225404331,12.349671261013498,14.450689455366035,16.970946279547174,4.621275018533677
2000,local_background_removed,E2,H,20.006161151820862,17.476798113611018,20.080556744442305,22.370838663959685,4.894040550348667
2001,local_background_removed,E2,H,6.729594135545608,5.801831507678629,6.666845243816171,7.602077001529849,1.8002454938512198
2002,local_background_removed,E2,H,20.201963495479784,18.569708931914292,20.17384474781571,21.804210131406176,3.234501199491884
2003,local_background_removed,E2,H,11.879390200721014,10.337217357570738,11.802705353970127,13.312913354897532,2.9756959973267936
2004,local_background_removed,E2,H,11.416909978883174,10.441239148432324,11.361646431209962,12.225281343214803,1.7840421947824794
2005,local_background_removed,E2,H,16.77973106838589,15.093301701282837,16.89575697182932,18.63934374388972,3.546042042606885
2006,local_background_removed,E2,H,30.108652626827677,25.67079048359083,30.29919754066603,34.9943408062771,9.32355032268627
2007,local_background_removed,E2,H,15.398271781334815,13.092256412346732,15.388790500917915,17.53174694677711,4.439490534430377
2008,local_background_removed,E2,H,16.55086678583892,14.172540432492278,16.558251732630158,19.072934486497683,4.900394054005405
2009,local_background_removed,E2,H,26.607289622920657,25.27548894554075,26.561023685983102,28.002967463005945,2.727478517465194
2010,local_background_removed,E2,H,16.47549254513638,12.711710068196098,16.37193820392942,20.310981119835912,7.599271051639814
2011,local_background_removed,E2,H,27.807134431679795,22.24068865631784,28.025081317959682,34.01822286211495,11.777534205797114
2012,local_background_removed,E2,H,18.064967517094455,14.198714286729839,18.310108715835753,22.29040369705637,8.09168941032653
2013,local_background_removed,E2,H,20.364969818101542,15.963500284715622,20.11587781893586,24.364900054065476,8.401399769349855
2014,local_background_removed,E2,H,17.610945014235757,15.99991695437326,17.472891516951854,19.38359530497356,3.3836783506003005
2015,local_background_removed,E2,H,16.744285914323317,14.552542144002437,16.660144302052316,18.715704420433394,4.163162276430956
2016,local_background_removed,E2,H,17.886102030207727,14.189847122128151,17.74244865559252,21.36681329009885,7.176966167970699
2017,local_background_removed,E2,H,24.979973517371047,20.02726097692789,25.257463929026077,30.318465037402493,10.291204060474602
2018,local_background_removed,E2,H,20.069048283739672,17.85038014378177,20.12643391420908,21.921528301332796,4.0711481575510255
2019,local_background_removed,E2,H,22.924205873693296,20.214398489085955,22.934889010776423,25.790373775400667,5.575975286314712
2020,local_background_removed,E2,H,26.420303059900615,21.955993860354223,26.56029242594527,30.819049747754708,8.863055887400485
2021,local_background_removed,E2,H,25.292233911243954,21.711193023278284,25.08546788952707,28.905742547553405,7.194549524275121
2022,local_background_removed,E2,H,13.794075750695258,12.347318562144249,13.88672463155632,15.176202673293464,2.8288841111492147
2023,local_background_removed,E2,H,14.960030522518837,12.750686331596887,14.967868912763553,16.860629157605775,4.109942826008888
1979,local_background_removed,E2,Je,5.423740916397914,4.520850511599555,5.3429034978944685,6.267375359723071,1.7465248481235163
1980,local_background_removed,E2,Je,5.869325550134506,4.5213613592193775,5.777302896674948,7.070384480326578,2.5490231211072008
1981,local_background_removed,E2,Je,6.349398092498599,4.9324841708060045,6.371035479166112,7.80979724546182,2.8773130746558158
1982,local_background_removed,E2,Je,5.419532562208956,4.382899666723222,5.428996563158556,6.49273354795206,2.1098338812288384
1983,local_background_removed,E2,Je,4.268975489764157,2.902670316697265,4.273279603148286,5.467112906488553,2.564442589791288
1984,local_background_removed,E2,Je,8.256872883281224,7.397406417307151,8.261895439781577,9.041951867577058,1.6445454502699075
1985,local_background_removed,E2,Je,8.088902555300283,6.848623272959886,8.12515231379993,9.262275703575233,2.413652430615347
1986,local_background_removed,E2,Je,5.687840972126675,3.347549467037179,5.577030106013247,8.115409014930584,4.767859547893405
1987,local_background_removed,E2,Je,4.100541713676988,3.34357238435867,4.0754089626114425,4.835778175098673,1.4922057907400026
1988,local_background_removed,E2,Je,9.76837739195589,8.355089601620753,9.794946653762505,11.231648846381804,2.876559244761051
1989,local_background_removed,E2,Je,5.356588451475335,3.6618638914012096,5.2962546090413625,7.032536108244305,3.370672216843096
1990,local_background_removed,E2,Je,4.908843240729376,4.760319029944247,4.909742806235668,5.049656922852393,0.28933789290814627
1991,local_background_removed,E2,Je,6.416075757786817,4.8085424682843145,6.38348993462702,7.880665405083531,3.072122936799216
1992,local_background_removed,E2,Je,3.724449617521706,1.7347985309106633,3.7325976861669514,5.711431561732304,3.976633030821641
1993,local_background_removed,E2,Je,9.350429418238479,6.777809517940037,9.389320564027145,11.686590631256307,4.9087811133162695
1994,local_background_removed,E2,Je,7.486614391711357,5.045884156222407,7.393539570681304,9.767399655419146,4.721515499196739
1995,local_background_removed,E2,Je,5.8071974263260175,4.201329355600819,5.844967204942748,7.354330603196759,3.15300124759594
1996,local_background_removed,E2,Je,6.773123410989114,5.3419176584881045,6.756808675548449,8.408732734522713,3.066815076034609
1997,local_background_removed,E2,Je,19.78806225406873,17.380449220587447,19.928786610533567,22.108257263641047,4.727808043053599
1998,local_background_removed,E2,Je,10.820792028167176,10.09134873491283,10.779053426010965,11.661374709316915,1.5700259744040856
1999,local_background_removed,E2,Je,6.928285800331707,6.136443338806338,6.952307352169322,7.693803904988986,1.5573605661826475
2000,local_background_removed,E2,Je,3.453767370422154,2.7486384081974937,3.443888685206129,4.127474493948519,1.3788360857510251
2001,local_background_removed,E2,Je,4.215335138256194,3.805543401821218,4.216143346624993,4.5875486144061925,0.7820052125849744
2002,local_background_removed,E2,Je,7.790977320860139,6.7975816134242075,7.800009899185998,8.793616735632254,1.9960351222080464
2003,local_background_removed,E2,Je,3.0247728211818643,2.3363568788129174,3.0317031694214234,3.63649824100043,1.3001413621875124
2004,local_background_removed,E2,Je,2.0950317496565485,1.7703378696683585,2.109514613577011,2.4035910858572067,0.6332532161888482
2005,local_background_removed,E2,Je,5.97804621592175,4.767160074027563,6.005439496013756,6.962296347380005,2.1951362733524418
2006,local_background_removed,E2,Je,10.697416481547087,8.492310801075414,10.709662696837448,12.918846864179836,4.426536063104422
2007,local_background_removed,E2,Je,7.030520065716275,5.664018382326774,7.046103449449078,8.020646201092832,2.356627818766058
2008,local_background_removed,E2,Je,8.524141849931484,8.112082048883924,8.521716262491875,8.966400266119672,0.8543182172357486
2009,local_background_removed,E2,Je,11.9678498762987,9.653018435347903,11.971551345927042,13.911049043420181,4.2580306080722785
2010,local_background_removed,E2,Je,6.536243655146817,4.677024924751926,6.367304515259188,8.43931894293837,3.7622940181864433
2011,local_background_removed,E2,Je,7.892071432135239,6.764764581475259,7.868042104214943,9.159329868986147,2.394565287510888
2012,local_background_removed,E2,Je,3.8637275733912273,3.2116297659118067,3.87240531582616,4.4756516178848,1.2640218519729935
2013,local_background_removed,E2,Je,5.146950009419355,3.4293852867265193,5.073093633866957,6.642683991409251,3.2132987046827313
2014,local_background_removed,E2,Je,7.694871691175163,6.5170597589942245,7.693781049802782,8.652319465601947,2.135259706607722
2015,local_background_removed,E2,Je,7.458351847173407,6.302926695120158,7.46912835471073,8.623892441551348,2.32096574643119
2016,local_background_removed,E2,Je,8.650673051993541,6.077814638237269,8.514073142399006,11.394445903314034,5.316631265076765
2017,local_background_removed,E2,Je,3.7810442793416636,2.7421206368631914,3.751050093346258,4.942519559256694,2.2003989223935028
2018,local_background_removed,E2,Je,9.390179945384618,8.076126666038887,9.369163719843765,10.625389084515898,2.549262418477012
2019,local_background_removed,E2,Je,6.713732226187129,5.44255171848431,6.69304468039946,8.261563297672822,2.819011579188512
2020,local_background_removed,E2,Je,9.433361310692542,8.051612585056098,9.376194700898399,10.937677431958939,2.8860648469028405
2021,local_background_removed,E2,Je,11.539050623694719,10.27068719008112,11.551821550946201,12.859221959284769,2.5885347692036493
2022,local_background_removed,E2,Je,8.2430877677078,6.72762910721352,8.24972159993104,9.5726965978605,2.8450674906469793
2023,local_background_removed,E2,Je,1.7683158211991898,0.6484793830569135,1.7055595034072821,2.760748201897492,2.1122688188405787
1979,local_background_removed,E2,Jw,6.820278909548892,6.008709485469793,6.904580391220952,7.6274211667609935,1.6187116812912006
1980,local_background_removed,E2,Jw,3.86521243347696,2.788321944277445,3.8032541946963696,5.003939806713627,2.2156178624361824
1981,local_background_removed,E2,Jw,1.7658625360276146,-0.014013079491179567,1.69459746298702,3.696031953488082,3.7100450329792616
1982,local_background_removed,E2,Jw,10.654502239031443,9.599871252442615,10.593171238809937,11.576873449982841,1.9770021975402265
1983,local_background_removed,E2,Jw,1.8972411803864,0.8857782739098294,1.832761353772897,2.82248517491069,1.9367069010008604
1984,local_background_removed,E2,Jw,1.6363006833525553,1.0362626230580738,1.618939074228256,2.1612386722862342,1.1249760492281604
1985,local_background_removed,E2,Jw,5.6547214979379286,5.330735185061009,5.656209978820915,5.99195079694182,0.6612156118808112
1986,local_background_removed,E2,Jw,6.872495556365094,5.723904354493491,6.879262536153231,7.8791478157499535,2.155243461256463
1987,local_background_removed,E2,Jw,8.493496477875084,7.7344622731669945,8.514893427391607,9.261390532196874,1.5269282590298792
1988,local_background_removed,E2,Jw,6.382238249071974,4.9606992708720945,6.540533958963304,7.72132341757643,2.7606241467043358
1989,local_background_removed,E2,Jw,3.203659045098459,2.1111640480745746,3.1600800933930877,4.326361175050365,2.21519712697579
1990,local_background_removed,E2,Jw,8.42088021448563,6.45808831388439,8.523815370974537,9.886918729425703,3.428830415541314
1991,local_background_removed,E2,Jw,12.633504794633746,11.345377229253375,12.635175484238001,13.803680183538278,2.4583029542849033
1992,local_background_removed,E2,Jw,8.504514931197741,7.343274216204407,8.453017336096082,9.484425810037717,2.1411515938333094
1993,local_background_removed,E2,Jw,9.351019066460724,8.133528783592062,9.38040323287229,10.409907235733048,2.2763784521409853
1994,local_background_removed,E2,Jw,10.488402959631708,9.368168578560162,10.53239736211263,11.76574070610826,2.3975721275480986
1995,local_background_removed,E2,Jw,11.589843101960989,9.676088851241081,11.761290833864106,13.564426914041029,3.8883380627999475
1996,local_background_removed,E2,Jw,13.569973151292695,10.894187480235239,13.842655527348223,16.272660640643835,5.378473160408596
1997,local_background_removed,E2,Jw,7.560591616841756,6.567694297782965,7.5847141260588495,8.43308505750125,1.8653907597182853
1998,local_background_removed,E2,Jw,3.2712679906384063,2.8673629547226644,3.2698545286690837,3.7108732887033318,0.8435103339806673
1999,local_background_removed,E2,Jw,9.495464657562957,8.196065528372227,9.417606755786181,10.716222037387604,2.5201565090153775
2000,local_background_removed,E2,Jw,5.28880693949114,4.043813848047274,5.148794531727787,6.47746462764983,2.433650779602556
2001,local_background_removed,E2,Jw,6.31976764449463,5.036913232084988,6.328363805841515,7.465378564918333,2.428465332833345
2002,local_background_removed,E2,Jw,9.111769863906096,8.210583538381087,9.119805510025433,10.068379236662707,1.8577956982816204
2003,local_background_removed,E2,Jw,6.117319145911385,3.5700120569151093,6.126400051766479,8.978718443355643,5.408706386440533
2004,local_background_removed,E2,Jw,10.151877121180219,9.612151861734553,10.124471642408729,10.669261886826028,1.0571100250914753
2005,local_background_removed,E2,Jw,3.7928567410480354,2.7601387617754343,3.811590197666721,4.790418760047978,2.030279998272544
2006,local_background_removed,E2,Jw,11.19154125348043,9.442392901479113,11.27952407971949,13.114896388153193,3.6725034866740796
2007,local_background_removed,E2,Jw,7.556197342901655,6.256426701138376,7.473662300607479,8.78354651822895,2.5271198170905746
2008,local_background_removed,E2,Jw,11.709573623362692,9.769579546381726,11.727287096831688,13.51202631329788,3.7424467669161547
2009,local_background_removed,E2,Jw,1.7466875531046302,1.3388758748516962,1.7090793683162397,2.1731392295032306,0.8342633546515343
2010,local_background_removed,E2,Jw,6.655659266811962,5.557364287348416,6.734626143223178,7.787881676102135,2.230517388753719
2011,local_background_removed,E2,Jw,6.798736928155667,6.0921462629360414,6.789648004456172,7.627092614735819,1.5349463517997775
2012,local_background_removed,E2,Jw,2.1803452557113885,0.10920717673558997,1.9567169790387267,4.263293290641666,4.154086113906076
2013,local_background_removed,E2,Jw,0.9392993103981002,-0.07637273170440433,0.9551714536919682,2.084837533623251,2.1612102653276555
2014,local_background_removed,E2,Jw,3.335913629152125,1.2642518370946878,3.169012668112487,5.24281274231282,3.9785609052181323
2015,local_background_removed,E2,Jw,6.636080775122252,5.480621781716345,6.660313233423981,7.699789951083081,2.2191681693667356
2016,local_background_removed,E2,Jw,10.214274773319802,8.841957166284558,10.245448727995763,11.905482988184382,3.063525821899823
2017,local_background_removed,E2,Jw,4.494428226307134,4.0892073297509235,4.502141105325267,4.8969120055259205,0.807704675774997
2018,local_background_removed,E2,Jw,8.996239156019135,8.525716149122218,9.040149859949583,9.49925939690874,0.9735432477865231
2019,local_background_removed,E2,Jw,14.533663912016516,13.254430849498654,14.688220611835753,15.76799107915436,2.513560229655706
2020,local_background_removed,E2,Jw,9.622482592347241,7.741993521178148,9.76587147654784,11.584844391353005,3.842850870174858
2021,local_background_removed,E2,Jw,-0.07603589993066566,-0.8761662715018899,-0.12487035578974622,0.7876363801848775,1.6638026516867672
2022,local_background_removed,E2,Jw,4.680242316485928,3.149286008065528,4.5659053417942825,6.047421881641241,2.898135873575713
2023,local_background_removed,E2,Jw,9.903827800209621,8.904557934968523,9.855342084001315,11.065735419049288,2.161177484080765
1979,local_background_removed,M,P,5.559443718323441,4.784761185776832,5.497120484010178,6.321696442774041,1.536935256997209
1980,local_background_removed,M,P,8.039236714546709,7.623532635972217,8.022097077682425,8.405875264328131,0.7823426283559138
1981,local_background_removed,M,P,4.9705398978308235,4.565539762509053,4.963122316340674,5.314529864307646,0.7489901017985936
1982,local_background_removed,M,P,5.078221207559565,4.628638989899592,5.020674003391878,5.497602911863672,0.8689639219640801
1983,local_background_removed,M,P,5.088500656157524,4.727823424164637,5.068604726973515,5.39008710796032,0.6622636837956835
1984,local_background_removed,M,P,4.468617080666737,4.2511162662385535,4.494636887587701,4.687657336197409,0.43654106995885567
1985,local_background_removed,M,P,3.7232010388337162,3.646440054274498,3.7159934822482468,3.798254507570319,0.15181445329582122
1986,local_background_removed,M,P,4.2852971524482095,4.011697884041381,4.254202340800365,4.523661943874943,0.511964059833562
1987,local_background_removed,M,P,3.6689018934203355,3.201374098260122,3.6055586128986423,4.101848855282206,0.9004747570220841
1988,local_background_removed,M,P,4.314182794495505,4.088623910821036,4.332574611203793,4.5589328373618345,0.4703089265407989
1989,local_background_removed,M,P,5.0325734017123755,4.772327221138847,5.011352615150798,5.288967283062542,0.5166400619236944
1990,local_background_removed,M,P,4.348187342896661,4.193017476435913,4.364822254086109,4.507940594520172,0.3149231180842591
1991,local_background_removed,M,P,5.633643587618239,5.343098695358248,5.662506252866333,5.9371330613843245,0.5940343660260767
1992,local_background_removed,M,P,3.5729421492364244,3.30347517308359,3.6015269683674846,3.8812424910216166,0.5777673179380267
1993,local_background_removed,M,P,4.6655250080831285,4.460550324395437,4.675362475960963,4.87992009199324,0.41936976759780276
1994,local_background_removed,M,P,6.0709049520751694,5.8054016873887795,6.096083528065366,6.333335148381776,0.5279334609929967
1995,local_background_removed,M,P,6.525793251913494,6.06473661620942,6.576642087983785,6.996084364890725,0.9313477486813051
1996,local_background_removed,M,P,8.485472619180367,8.107622468812103,8.485837511360613,8.780622348928912,0.6729998801168087
1997,local_background_removed,M,P,4.47661149956802,4.187554696937388,4.493659013727834,4.79418774832987,0.6066330513924818
1998,local_background_removed,M,P,5.2228141309849425,4.923416915551631,5.25353791392059,5.523332445159626,0.599915529607995
1999,local_background_removed,M,P,4.68621510041048,4.400369753231372,4.681621235233617,4.936332973252693,0.5359632200213209
2000,local_background_removed,M,P,6.272205263668925,5.490987663383754,6.221780995020899,6.923142838718309,1.4321551753345556
2001,local_background_removed,M,P,4.711792946733857,4.4730668232532595,4.739404413184141,4.976566064974638,0.5034992417213786
2002,local_background_removed,M,P,4.586035035235359,4.380638595366623,4.611676773903496,4.8047165787136175,0.42407798334699454
2003,local_background_removed,M,P,5.8510537017456565,5.70167836386239,5.852872529583289,5.9922045562259525,0.29052619236356225
2004,local_background_removed,M,P,5.727510125830238,5.454366812064226,5.705055338582813,5.998997648873414,0.5446308368091879
2005,local_background_removed,M,P,3.660670875573622,3.5182438851181805,3.6655891303672536,3.786318438333484,0.26807455321530327
2006,local_background_removed,M,P,7.341717230671587,6.956635941776027,7.340817003504874,7.652831933007749,0.6961959912317219
2007,local_background_removed,M,P,3.5537796805114215,3.458855162832904,3.5569465196989967,3.664800854895063,0.20594569206215896
2008,local_background_removed,M,P,8.328144525616272,7.738224388659749,8.351348567634858,8.927342798506425,1.1891184098466763
2009,local_background_removed,M,P,4.969083426844718,4.928908487480897,4.969315671936733,5.00894545548224,0.08003696800134286
2010,local_background_removed,M,P,5.138941753895988,4.943810144572702,5.12305932038546,5.304045698412045,0.3602355538393427
2011,local_background_removed,M,P,5.265495098533739,4.897185661490793,5.249563357787869,5.592984276025065,0.6957986145342723
2012,local_background_removed,M,P,4.190116666854219,3.6741487050237907,4.156748985067639,4.672596129820159,0.9984474247963679
2013,local_background_removed,M,P,5.138787540864574,4.684028430996892,5.1000388015385845,5.54821433890658,0.8641859079096879
2014,local_background_removed,M,P,3.6745531094024835,3.580097965432112,3.6803650982550797,3.7799715561068945,0.1998735906747826
2015,local_background_removed,M,P,5.55385476531137,5.386328366381978,5.543791032995928,5.734552598632776,0.34822423225079824
2016,local_background_removed,M,P,3.9867600924635505,3.704050166897209,3.980522623300229,4.239683267202784,0.5356331003055748
2017,local_background_removed,M,P,4.728617848997002,4.3083442358257855,4.71842492126629,5.1314761214383715,0.823131885612586
2018,local_background_removed,M,P,2.7944101431323687,2.710802275200176,2.800636720407352,2.8795545905230453,0.16875231532286916
2019,local_background_removed,M,P,3.8371839207564946,3.570969142508558,3.828645365481671,4.080960368245373,0.5099912257368149
2020,local_background_removed,M,P,4.799117444864027,4.479660660138546,4.758678851115221,5.13742376296088,0.6577631028223347
2021,local_background_removed,M,P,4.240777299903715,4.0763421510299045,4.234917267517397,4.375924842801459,0.2995826917715547
2022,local_background_removed,M,P,5.401509637872859,5.272287795959164,5.411282766779738,5.543320755832131,0.2710329598729668
2023,local_background_removed,M,P,4.380890357315836,4.156283123926847,4.394825659629282,4.6375794055842965,0.48129628165744975
1979,local_background_removed,M,V,2.1039701803732633,1.9435671742857468,2.097600942420627,2.279262916465404,0.33569574217965736
1980,local_background_removed,M,V,2.2586598293630447,1.971110613994419,2.2598169371244072,2.5409234231905065,0.5698128091960875
1981,local_background_removed,M,V,1.9145340508211044,1.569470784267943,1.9225047210937398,2.247399677901201,0.6779288936332581
1982,local_background_removed,M,V,2.26687924066207,1.8044416136525605,2.2509420480920665,2.741086090350052,0.9366444766974915
1983,local_background_removed,M,V,1.6737952502356004,1.560987546364816,1.6834096930106277,1.7827810214812756,0.22179347511645964
1984,local_background_removed,M,V,1.6298505650888906,1.5647880582040927,1.6306686582096614,1.6943756915107573,0.12958763330666456
1985,local_background_removed,M,V,1.616740539409306,1.5547798145103837,1.6137730337748204,1.6864159729273465,0.13163615841696275
