point_id,replicate_id,replicate_kind,point_day,nearest_peak_day,day_offset
RP002,83,bootstrap,81,80,-1
RP002,84,bootstrap,81,84,3
RP002,85,bootstrap,81,79,-2
RP002,86,bootstrap,81,81,0
RP002,87,bootstrap,81,79,-2
RP002,89,bootstrap,81,85,4
RP002,91,bootstrap,81,79,-2
RP002,92,bootstrap,81,80,-1
RP002,93,bootstrap,81,83,2
RP002,94,bootstrap,81,81,0
RP002,95,bootstrap,81,85,4
RP002,96,bootstrap,81,80,-1
RP002,97,bootstrap,81,81,0
RP002,98,bootstrap,81,81,0
RP002,99,bootstrap,81,84,3
RP003,0,bootstrap,113,111,-2
RP003,1,bootstrap,113,113,0
RP003,2,bootstrap,113,109,-4
RP003,3,bootstrap,113,114,1
RP003,4,bootstrap,113,114,1
RP003,5,bootstrap,113,109,-4
RP003,6,bootstrap,113,110,-3
RP003,7,bootstrap,113,110,-3
RP003,8,bootstrap,113,110,-3
RP003,9,bootstrap,113,115,2
RP003,10,bootstrap,113,114,1
RP003,11,bootstrap,113,111,-2
RP003,12,bootstrap,113,112,-1
RP003,13,bootstrap,113,112,-1
RP003,14,bootstrap,113,115,2
RP003,15,bootstrap,113,110,-3
RP003,16,bootstrap,113,114,1
RP003,17,bootstrap,113,111,-2
RP003,18,bootstrap,113,112,-1
RP003,19,bootstrap,113,112,-1
RP003,20,bootstrap,113,112,-1
RP003,21,bootstrap,113,113,0
RP003,22,bootstrap,113,114,1
RP003,23,bootstrap,113,111,-2
RP003,24,bootstrap,113,112,-1
RP003,25,bootstrap,113,113,0
RP003,26,bootstrap,113,114,1
RP003,27,bootstrap,113,111,-2
RP003,29,bootstrap,113,113,0
RP003,30,bootstrap,113,109,-4
RP003,31,bootstrap,113,112,-1
RP003,32,bootstrap,113,112,-1
RP003,33,bootstrap,113,114,1
RP003,34,bootstrap,113,115,2
RP003,35,bootstrap,113,112,-1
RP003,36,bootstrap,113,111,-2
RP003,37,bootstrap,113,114,1
RP003,38,bootstrap,113,114,1
RP003,39,bootstrap,113,113,0
RP003,40,bootstrap,113,113,0
RP003,41,bootstrap,113,112,-1
RP003,42,bootstrap,113,113,0
RP003,43,bootstrap,113,112,-1
RP003,45,bootstrap,113,111,-2
RP003,46,bootstrap,113,110,-3
RP003,47,bootstrap,113,114,1
RP003,48,bootstrap,113,113,0
RP003,49,bootstrap,113,114,1
RP003,50,bootstrap,113,113,0
RP003,51,bootstrap,113,113,0
RP003,52,bootstrap,113,111,-2
RP003,53,bootstrap,113,110,-3
RP003,54,bootstrap,113,109,-4
RP003,55,bootstrap,113,114,1
RP003,56,bootstrap,113,113,0
RP003,57,bootstrap,113,114,1
RP003,58,bootstrap,113,112,-1
RP003,59,bootstrap,113,114,1
RP003,60,bootstrap,113,113,0
RP003,61,bootstrap,113,113,0
RP003,62,bootstrap,113,113,0
RP003,63,bootstrap,113,111,-2
RP003,64,bootstrap,113,113,0
RP003,65,bootstrap,113,112,-1
RP003,66,bootstrap,113,110,-3
RP003,67,bootstrap,113,112,-1
RP003,68,bootstrap,113,111,-2
RP003,69,bootstrap,113,111,-2
RP003,70,bootstrap,113,113,0
RP003,71,bootstrap,113,111,-2
RP003,72,bootstrap,113,112,-1
RP003,73,bootstrap,113,110,-3
RP003,74,bootstrap,113,114,1
RP003,75,bootstrap,113,115,2
RP003,76,bootstrap,113,114,1
RP003,77,bootstrap,113,114,1
RP003,78,bootstrap,113,109,-4
RP003,79,bootstrap,113,113,0
RP003,80,bootstrap,113,115,2
RP003,81,bootstrap,113,115,2
RP003,82,bootstrap,113,113,0
RP003,83,bootstrap,113,112,-1
RP003,84,bootstrap,113,112,-1
RP003,85,bootstrap,113,113,0
RP003,86,bootstrap,113,113,0
RP003,87,bootstrap,113,111,-2
RP003,88,bootstrap,113,114,1
RP003,89,bootstrap,113,113,0
RP003,90,bootstrap,113,115,2
RP003,91,bootstrap,113,114,1
RP003,92,bootstrap,113,112,-1
RP003,93,bootstrap,113,115,2
RP003,94,bootstrap,113,112,-1
RP003,95,bootstrap,113,113,0
RP003,96,bootstrap,113,113,0
RP003,97,bootstrap,113,112,-1
RP003,98,bootstrap,113,114,1
RP003,99,bootstrap,113,113,0
RP004,0,bootstrap,135,136,1
RP004,1,bootstrap,135,136,1
RP004,2,bootstrap,135,138,3
RP004,3,bootstrap,135,131,-4
RP004,4,bootstrap,135,137,2
RP004,5,bootstrap,135,138,3
RP004,8,bootstrap,135,135,0
RP004,9,bootstrap,135,134,-1
RP004,12,bootstrap,135,134,-1
RP004,13,bootstrap,135,135,0
RP004,14,bootstrap,135,135,0
RP004,15,bootstrap,135,136,1
RP004,16,bootstrap,135,132,-3
RP004,17,bootstrap,135,131,-4
RP004,19,bootstrap,135,137,2
RP004,20,bootstrap,135,132,-3
RP004,21,bootstrap,135,139,4
RP004,22,bootstrap,135,135,0
RP004,23,bootstrap,135,138,3
RP004,24,bootstrap,135,138,3
RP004,25,bootstrap,135,136,1
RP004,26,bootstrap,135,135,0
RP004,27,bootstrap,135,136,1
RP004,28,bootstrap,135,138,3
RP004,29,bootstrap,135,134,-1
RP004,30,bootstrap,135,135,0
RP004,31,bootstrap,135,137,2
RP004,32,bootstrap,135,137,2
RP004,34,bootstrap,135,132,-3
RP004,35,bootstrap,135,132,-3
RP004,36,bootstrap,135,133,-2
RP004,37,bootstrap,135,133,-2
RP004,38,bootstrap,135,135,0
RP004,39,bootstrap,135,136,1
RP004,40,bootstrap,135,137,2
RP004,42,bootstrap,135,135,0
RP004,43,bootstrap,135,135,0
RP004,44,bootstrap,135,135,0
RP004,46,bootstrap,135,137,2
RP004,47,bootstrap,135,136,1
RP004,50,bootstrap,135,131,-4
RP004,52,bootstrap,135,135,0
RP004,56,bootstrap,135,134,-1
RP004,57,bootstrap,135,131,-4
RP004,58,bootstrap,135,131,-4
RP004,59,bootstrap,135,134,-1
RP004,60,bootstrap,135,136,1
RP004,62,bootstrap,135,131,-4
RP004,63,bootstrap,135,133,-2
RP004,64,bootstrap,135,133,-2
RP004,65,bootstrap,135,132,-3
RP004,66,bootstrap,135,134,-1
RP004,67,bootstrap,135,135,0
RP004,68,bootstrap,135,135,0
RP004,69,bootstrap,135,137,2
RP004,70,bootstrap,135,131,-4
RP004,72,bootstrap,135,134,-1
RP004,73,bootstrap,135,139,4
RP004,74,bootstrap,135,133,-2
RP004,75,bootstrap,135,136,1
RP004,77,bootstrap,135,138,3
RP004,78,bootstrap,135,138,3
RP004,79,bootstrap,135,135,0
RP004,82,bootstrap,135,135,0
RP004,83,bootstrap,135,136,1
RP004,84,bootstrap,135,137,2
RP004,86,bootstrap,135,137,2
RP004,88,bootstrap,135,136,1
RP004,90,bootstrap,135,139,4
RP004,91,bootstrap,135,132,-3
RP004,92,bootstrap,135,136,1
RP004,93,bootstrap,135,135,0
RP004,95,bootstrap,135,133,-2
RP004,98,bootstrap,135,136,1
RP004,99,bootstrap,135,136,1
RP005,0,bootstrap,160,161,1
RP005,1,bootstrap,160,157,-3
RP005,2,bootstrap,160,161,1
RP005,3,bootstrap,160,162,2
RP005,4,bootstrap,160,162,2
RP005,5,bootstrap,160,157,-3
RP005,6,bootstrap,160,161,1
RP005,7,bootstrap,160,161,1
RP005,8,bootstrap,160,158,-2
RP005,9,bootstrap,160,160,0
RP005,11,bootstrap,160,160,0
RP005,12,bootstrap,160,156,-4
RP005,13,bootstrap,160,162,2
RP005,14,bootstrap,160,163,3
RP005,15,bootstrap,160,163,3
RP005,16,bootstrap,160,157,-3
RP005,17,bootstrap,160,157,-3
RP005,18,bootstrap,160,161,1
RP005,19,bootstrap,160,163,3
RP005,20,bootstrap,160,159,-1
RP005,21,bootstrap,160,160,0
RP005,22,bootstrap,160,162,2
RP005,23,bootstrap,160,158,-2
RP005,24,bootstrap,160,159,-1
RP005,25,bootstrap,160,161,1
RP005,26,bootstrap,160,160,0
RP005,27,bootstrap,160,162,2
RP005,28,bootstrap,160,158,-2
RP005,29,bootstrap,160,160,0
RP005,30,bootstrap,160,160,0
RP005,31,bootstrap,160,160,0
RP005,32,bootstrap,160,157,-3
RP005,33,bootstrap,160,157,-3
RP005,34,bootstrap,160,160,0
RP005,35,bootstrap,160,157,-3
RP005,36,bootstrap,160,161,1
RP005,37,bootstrap,160,163,3
RP005,38,bootstrap,160,163,3
RP005,39,bootstrap,160,157,-3
RP005,40,bootstrap,160,162,2
RP005,41,bootstrap,160,156,-4
RP005,42,bootstrap,160,162,2
RP005,43,bootstrap,160,156,-4
RP005,44,bootstrap,160,161,1
RP005,45,bootstrap,160,162,2
RP005,46,bootstrap,160,161,1
RP005,47,bootstrap,160,160,0
RP005,48,bootstrap,160,158,-2
RP005,49,bootstrap,160,163,3
RP005,51,bootstrap,160,161,1
RP005,52,bootstrap,160,162,2
RP005,53,bootstrap,160,161,1
RP005,54,bootstrap,160,156,-4
RP005,55,bootstrap,160,164,4
RP005,56,bootstrap,160,161,1
RP005,58,bootstrap,160,161,1
RP005,59,bootstrap,160,162,2
RP005,60,bootstrap,160,161,1
RP005,61,bootstrap,160,157,-3
RP005,62,bootstrap,160,158,-2
RP005,64,bootstrap,160,160,0
RP005,65,bootstrap,160,160,0
RP005,66,bootstrap,160,157,-3
RP005,67,bootstrap,160,158,-2
RP005,68,bootstrap,160,160,0
RP005,69,bootstrap,160,160,0
RP005,71,bootstrap,160,161,1
RP005,72,bootstrap,160,158,-2
RP005,73,bootstrap,160,158,-2
RP005,74,bootstrap,160,161,1
RP005,75,bootstrap,160,159,-1
RP005,76,bootstrap,160,161,1
RP005,78,bootstrap,160,160,0
RP005,79,bootstrap,160,159,-1
RP005,80,bootstrap,160,158,-2
RP005,81,bootstrap,160,162,2
RP005,83,bootstrap,160,161,1
RP005,84,bootstrap,160,158,-2
RP005,85,bootstrap,160,163,3
RP005,86,bootstrap,160,161,1
RP005,88,bootstrap,160,160,0
RP005,89,bootstrap,160,161,1
RP005,90,bootstrap,160,160,0
RP005,92,bootstrap,160,158,-2
RP005,93,bootstrap,160,161,1
RP005,94,bootstrap,160,162,2
RP005,95,bootstrap,160,159,-1
RP005,96,bootstrap,160,160,0
RP005,97,bootstrap,160,158,-2
RP005,98,bootstrap,160,161,1
RP005,99,bootstrap,160,158,-2
