window_id,field,bootstrap_id,v7e_anchor_day,v7e_onset_day,v7e_midpoint_day,v7e_finish_day,v7e_duration,v7e_pre_post_separation_label,v7e_progress_quality_label,v7e_progress_monotonicity_corr,v7e_n_crossings_025,v7e_n_crossings_050,v7e_n_crossings_075,marker_extract_status,t10_day,t15_day,t20_day,t25_day,t30_day,t35_day,t40_day,t45_day,t50_day,t75_day,pre_progress_upper90,pre_progress_upper95,departure90_day,departure95_day,peak_change_day_raw,peak_change_value_raw,peak_change_day_smooth3,peak_change_value_smooth3,duration_25_75,tail_50_75,early_span_25_50,analysis_start,analysis_end,progress_at_analysis_start,progress_at_anchor,progress_at_analysis_end
W002,P,383,45,40.0,42.0,45.0,6.0,clear_separation,monotonic_clear_progress,0.9367918067188853,1,1,1,success,37.0,38.0,39.0,40.0,40.0,41.0,41.0,42.0,42.0,45.0,0.09474262484469302,0.11706899220063335,37.0,37.0,41.0,0.11655159686995553,41.0,0.09613896813489159,6.0,3.0,2.0,30,60,0.0,0.7799719323557301,0.9277291432414411
W002,V,383,45,39.0,44.0,48.0,10.0,clear_separation,monotonic_clear_progress,0.9803883714599502,1,1,1,success,37.0,38.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,48.0,0.08675947350593494,0.11563018759780998,37.0,37.0,37.0,0.08248775454821444,38.0,0.06569484953205246,10.0,4.0,5.0,30,60,0.0,0.6140904760817851,1.0
W002,H,383,45,37.0,50.0,52.0,16.0,clear_separation,monotonic_clear_progress,0.9592895054886788,1,1,1,success,35.0,36.0,36.0,37.0,37.0,38.0,39.0,49.0,50.0,52.0,0.2602424437924533,0.2940275055194282,37.0,37.0,36.0,0.10844225697545315,36.0,0.10285289597324461,16.0,2.0,13.0,30,60,0.0,0.42171748625926275,1.0
W002,Je,383,45,42.0,45.0,46.0,5.0,clear_separation,monotonic_clear_progress,0.9244882699757085,1,1,1,success,41.0,41.0,42.0,42.0,43.0,43.0,44.0,44.0,45.0,46.0,0.03696975205639022,0.041870515208860884,40.0,40.0,46.0,0.16241695048289972,46.0,0.14078230873674957,5.0,1.0,3.0,30,60,0.01589537491497599,0.6285092124341647,1.0
W002,Jw,383,45,39.0,42.0,46.0,8.0,clear_separation,monotonic_clear_progress,0.970761332030709,1,1,1,success,37.0,38.0,38.0,39.0,39.0,40.0,41.0,41.0,42.0,46.0,0.06072540170626016,0.0840462636653533,37.0,37.0,39.0,0.1090345040913463,39.0,0.09297315093979977,8.0,4.0,3.0,30,60,0.0,0.6990317082139894,1.0
W002,P,384,45,41.0,45.0,47.0,7.0,clear_separation,monotonic_clear_progress,0.9296819268560892,1,1,1,success,40.0,40.0,40.0,41.0,42.0,43.0,44.0,44.0,45.0,47.0,0.055109521002805036,0.05513521553542827,39.0,39.0,47.0,0.1374707340993968,46.0,0.12388235745742238,7.0,2.0,4.0,30,60,0.0,0.6262641833019459,0.9031165715429341
W002,V,384,45,41.0,45.0,48.0,8.0,clear_separation,monotonic_clear_progress,0.9613573901636714,1,1,1,success,38.0,40.0,41.0,41.0,42.0,43.0,44.0,44.0,45.0,48.0,0.04276638751620811,0.06435788545394742,37.0,37.0,45.0,0.10275455603831651,45.0,0.09702050519696254,8.0,3.0,4.0,30,60,0.0,0.5699776058250067,1.0
W002,H,384,45,36.0,37.0,39.0,4.0,clear_separation,monotonic_clear_progress,0.7918118614001322,1,1,1,success,35.0,35.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,39.0,0.39812907571052936,0.4576622968901911,37.0,37.0,36.0,0.18448412297492112,36.0,0.17063460387986018,4.0,2.0,1.0,30,60,0.0,0.9229659202180515,1.0
W002,Je,384,45,46.0,48.0,51.0,6.0,clear_separation,monotonic_clear_progress,0.8988609879058533,1,1,1,success,30.0,46.0,46.0,46.0,47.0,47.0,47.0,48.0,48.0,51.0,0.12550874522890818,0.1256996743411573,46.0,46.0,46.0,0.2043567715758599,47.0,0.14903369874136296,6.0,3.0,2.0,30,60,0.12129880108625009,0.08254951742429982,1.0
W002,Jw,384,45,39.0,43.0,50.0,12.0,clear_separation,monotonic_clear_progress,0.9823771588283597,1,1,1,success,37.0,38.0,38.0,39.0,39.0,39.0,40.0,41.0,43.0,50.0,0.05927226840748408,0.09037648808680965,37.0,37.0,38.0,0.1171585151457694,38.0,0.10752650984703371,12.0,7.0,4.0,30,60,0.0,0.5760058376771974,1.0
W002,P,385,45,38.0,41.0,44.0,7.0,clear_separation,monotonic_clear_progress,0.9143820013651327,1,1,1,success,37.0,37.0,38.0,38.0,39.0,39.0,40.0,40.0,41.0,44.0,0.09585364835580197,0.1283800302195672,37.0,37.0,45.0,0.12653740593341023,40.0,0.10884842106950704,7.0,3.0,3.0,30,60,0.0,0.917008017173896,1.0
W002,V,385,45,40.0,43.0,46.0,7.0,clear_separation,monotonic_clear_progress,0.9425020826080098,1,1,1,success,38.0,39.0,39.0,40.0,41.0,41.0,42.0,42.0,43.0,46.0,0.03166746324200745,0.06305221116322116,37.0,37.0,45.0,0.1124328150385352,45.0,0.10345230511240433,7.0,3.0,3.0,30,60,0.0,0.745565612178767,1.0
W002,H,385,45,36.0,39.0,53.0,18.0,clear_separation,nonmonotonic_progress,0.9354680366227256,1,3,1,success,35.0,35.0,36.0,36.0,36.0,37.0,38.0,38.0,39.0,53.0,0.3287644420052202,0.3585680139859748,37.0,37.0,35.0,0.13934822684002304,36.0,0.11411629915417171,18.0,14.0,3.0,30,60,0.0,0.42510711550883035,1.0
W002,Je,385,45,43.0,46.0,49.0,7.0,clear_separation,monotonic_clear_progress,0.9495467475819139,1,1,1,success,42.0,42.0,43.0,43.0,44.0,44.0,45.0,45.0,46.0,49.0,0.019282992685319703,0.021485715699167383,41.0,41.0,46.0,0.1403939244048834,45.0,0.11611666087489836,7.0,3.0,3.0,30,60,0.012001920715052152,0.48734453231707353,1.0
W002,Jw,385,45,38.0,42.0,51.0,14.0,clear_separation,monotonic_clear_progress,0.9794709720866959,1,1,1,success,37.0,38.0,38.0,38.0,39.0,39.0,40.0,41.0,42.0,51.0,0.08854431530120502,0.11914953362636897,37.0,37.0,38.0,0.12474300482849679,38.0,0.10835869076285137,14.0,9.0,4.0,30,60,0.0,0.6563664004078633,1.0
W002,P,386,45,41.0,44.0,47.0,7.0,clear_separation,monotonic_clear_progress,0.9529366709334637,1,1,1,success,39.0,39.0,40.0,41.0,41.0,42.0,43.0,44.0,44.0,47.0,0.06714584529950714,0.0743738272979246,37.0,37.0,45.0,0.12880078018758623,45.0,0.10268849345528774,7.0,3.0,3.0,30,60,0.0,0.630228568081199,0.858934308162757
W002,V,386,45,44.0,48.0,52.0,9.0,clear_separation,monotonic_clear_progress,0.972149072612289,1,1,1,success,40.0,41.0,42.0,44.0,45.0,45.0,46.0,47.0,48.0,52.0,0.05028972820172308,0.05999770863441896,37.0,37.0,52.0,0.10995339922950609,52.0,0.08634862068402205,9.0,4.0,4.0,30,60,0.0,0.3607013619283836,1.0
W002,H,386,45,37.0,49.0,52.0,16.0,clear_separation,monotonic_clear_progress,0.9660220479998753,1,1,1,success,36.0,36.0,37.0,37.0,38.0,38.0,39.0,40.0,49.0,52.0,0.20949223849689103,0.24080721562960383,37.0,37.0,52.0,0.12802556932177966,52.0,0.11737412238374545,16.0,3.0,12.0,30,60,0.0,0.4594831875322466,0.9628782952683769
W002,Je,386,45,43.0,45.0,47.0,5.0,clear_separation,monotonic_clear_progress,0.9216909334415759,1,1,1,success,42.0,42.0,43.0,43.0,43.0,44.0,44.0,44.0,45.0,47.0,0.07071148387741877,0.07278505540344907,41.0,41.0,43.0,0.1408286938542932,44.0,0.1377821820585705,5.0,2.0,2.0,30,60,0.06893413685510708,0.6078248104668101,1.0
W002,Jw,386,45,38.0,44.0,48.0,11.0,clear_separation,monotonic_clear_progress,0.9823882585564256,1,1,1,success,36.0,37.0,37.0,38.0,38.0,39.0,39.0,42.0,44.0,48.0,0.13740246532338218,0.17993103157317625,37.0,37.0,37.0,0.12151018928512602,38.0,0.10295315897573329,11.0,4.0,6.0,30,60,0.0,0.5784558650271614,1.0
W002,P,387,45,40.0,44.0,45.0,6.0,clear_separation,monotonic_clear_progress,0.912226874121015,1,1,1,success,39.0,39.0,40.0,40.0,41.0,41.0,41.0,43.0,44.0,45.0,0.0724909637530253,0.07478328591287332,37.0,37.0,45.0,0.15319587019330094,45.0,0.14022319374166758,6.0,1.0,4.0,30,60,0.0,0.7874547125647665,0.8865581757876503
W002,V,387,45,40.0,44.0,47.0,8.0,clear_separation,monotonic_clear_progress,0.9645238478306665,1,1,1,success,37.0,38.0,39.0,40.0,41.0,41.0,42.0,43.0,44.0,47.0,0.05978971216750879,0.08297136402521194,37.0,37.0,45.0,0.09253474215151059,45.0,0.08232089541710619,8.0,3.0,4.0,30,60,0.0,0.6385509883293135,0.9652139425147478
W002,H,387,45,37.0,39.0,51.0,15.0,clear_separation,monotonic_clear_progress,0.9302263026026286,1,1,1,success,36.0,36.0,37.0,37.0,37.0,38.0,38.0,39.0,39.0,51.0,0.22321685453963955,0.26575257493363974,37.0,37.0,38.0,0.13159545634116387,38.0,0.1281884657806393,15.0,12.0,2.0,30,60,0.0,0.6240916680231701,1.0
W002,Je,387,45,45.0,46.0,50.0,6.0,clear_separation,monotonic_clear_progress,0.9428637365667131,1,1,1,success,43.0,44.0,44.0,45.0,45.0,45.0,46.0,46.0,46.0,50.0,0.04269609269148418,0.04854222145799476,42.0,43.0,46.0,0.1578068120596146,45.0,0.12941136764119918,6.0,4.0,1.0,30,60,0.05438835022450535,0.36826636939336016,1.0
W002,Jw,387,45,39.0,45.0,50.0,12.0,clear_separation,monotonic_clear_progress,0.9864214833478252,1,1,1,success,37.0,38.0,38.0,39.0,39.0,41.0,42.0,43.0,45.0,50.0,0.057144710869740045,0.08776817849429222,37.0,37.0,38.0,0.10455002937421612,38.0,0.09184234070450346,12.0,5.0,6.0,30,60,0.0,0.5609900457318876,1.0
W002,P,388,45,39.0,44.0,47.0,9.0,clear_separation,monotonic_clear_progress,0.9682436469750836,1,1,1,success,35.0,36.0,37.0,39.0,40.0,40.0,41.0,44.0,44.0,47.0,0.19451859292815823,0.2190355635983956,37.0,37.0,45.0,0.14174612461591385,45.0,0.10229005432751492,9.0,3.0,5.0,30,60,0.0,0.645974112778435,1.0
W002,V,388,45,41.0,45.0,47.0,7.0,clear_separation,monotonic_clear_progress,0.9572310614561159,1,1,1,success,37.0,39.0,40.0,41.0,41.0,42.0,43.0,44.0,45.0,47.0,0.07971594000127004,0.10788149507098387,37.0,37.0,45.0,0.13347329689422704,46.0,0.10748616024041013,7.0,2.0,4.0,30,60,0.0,0.6204914419614829,1.0
W002,H,388,45,40.0,50.0,53.0,14.0,clear_separation,monotonic_clear_progress,0.9758823219034438,1,1,1,success,37.0,38.0,39.0,40.0,42.0,43.0,44.0,50.0,50.0,53.0,0.09067288650752234,0.10888576157239017,37.0,37.0,55.0,0.10760604859646783,54.0,0.0870709492395334,14.0,3.0,10.0,30,60,0.0,0.4114131961326131,1.0
W002,Je,388,45,41.0,46.0,53.0,13.0,clear_separation,monotonic_clear_progress,0.9907232259959957,1,1,1,success,39.0,40.0,40.0,41.0,42.0,43.0,45.0,46.0,46.0,53.0,0.10479676345494632,0.11113809621312043,39.0,39.0,56.0,0.083475901654119,56.0,0.06518523271558663,13.0,7.0,5.0,30,60,0.0,0.4402293985564629,1.0
W002,Jw,388,45,42.0,46.0,48.0,7.0,clear_separation,monotonic_clear_progress,0.952218041335078,1,1,1,success,38.0,39.0,40.0,42.0,43.0,43.0,44.0,45.0,46.0,48.0,0.06864669461232611,0.08427483024115434,37.0,37.0,49.0,0.10892842347217158,48.0,0.09605803493653131,7.0,2.0,4.0,30,60,0.0,0.4945197634150117,0.8877654278673708
W002,P,389,45,38.0,42.0,46.0,9.0,clear_separation,monotonic_clear_progress,0.9571000283366718,1,1,1,success,35.0,36.0,37.0,38.0,39.0,39.0,40.0,41.0,42.0,46.0,0.1729598911680672,0.19424128815178796,37.0,37.0,45.0,0.09673303361991914,46.0,0.08144245474210876,9.0,4.0,4.0,30,60,0.0,0.7090671329164021,0.97653989295597
W002,V,389,45,40.0,45.0,47.0,8.0,clear_separation,monotonic_clear_progress,0.9659248902098754,1,1,1,success,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,47.0,0.10911792284857774,0.12607288672639905,37.0,37.0,45.0,0.10529784937761644,46.0,0.09425007473303326,8.0,2.0,5.0,30,60,0.0,0.5730959193953884,0.9917077982784701
W002,H,389,45,38.0,41.0,52.0,15.0,clear_separation,monotonic_clear_progress,0.9635379044461723,1,1,1,success,36.0,37.0,37.0,38.0,38.0,39.0,39.0,40.0,41.0,52.0,0.1397417488560383,0.17301867797330855,37.0,37.0,38.0,0.1055944435395666,38.0,0.09718480317247488,15.0,11.0,3.0,30,60,0.0,0.659815870347392,1.0
W002,Je,389,45,41.0,45.0,51.0,11.0,clear_separation,monotonic_clear_progress,0.9799889556564525,1,1,1,success,40.0,40.0,40.0,41.0,41.0,42.0,44.0,44.0,45.0,51.0,0.029589753666464096,0.03175581220281812,38.0,38.0,40.0,0.12091147890211744,40.0,0.09085981281047202,11.0,6.0,4.0,30,60,0.0,0.540289826452978,1.0
W002,Jw,389,45,43.0,46.0,49.0,7.0,clear_separation,monotonic_clear_progress,0.9488611591471732,1,1,1,success,42.0,42.0,43.0,43.0,44.0,44.0,45.0,46.0,46.0,49.0,0.02823119867468632,0.0314476685273096,41.0,41.0,46.0,0.1013201904670647,47.0,0.09704791646600575,7.0,3.0,3.0,30,60,0.0,0.4434335738806842,0.9426408418892057
W002,P,390,45,40.0,43.0,45.0,6.0,clear_separation,monotonic_clear_progress,0.9317865804381031,1,1,1,success,37.0,38.0,38.0,40.0,40.0,40.0,41.0,42.0,43.0,45.0,0.08358490240047356,0.11628908771935517,37.0,37.0,40.0,0.10700061149484355,45.0,0.10078611953110173,6.0,2.0,3.0,30,60,0.0,0.751651315788556,0.9331441540900393
W002,V,390,45,42.0,45.0,48.0,7.0,clear_separation,monotonic_clear_progress,0.95645439844633,1,1,1,success,37.0,40.0,41.0,42.0,43.0,44.0,44.0,45.0,45.0,48.0,0.06514635088894001,0.08365519577666566,37.0,37.0,47.0,0.11053312472215726,46.0,0.10015886889349901,7.0,3.0,3.0,30,60,0.0,0.5161101993941201,0.9459903090531167
W002,H,390,45,37.0,40.0,53.0,17.0,clear_separation,nonmonotonic_progress,0.9588704657584965,1,3,1,success,35.0,36.0,36.0,37.0,37.0,38.0,38.0,39.0,40.0,53.0,0.25043221266996896,0.2811403423756669,37.0,37.0,35.0,0.10525023461167966,36.0,0.09668156875772368,17.0,13.0,3.0,30,60,0.0,0.5703754468729457,1.0
W002,Je,390,45,42.0,44.0,47.0,6.0,clear_separation,monotonic_clear_progress,0.9585737765813562,1,1,1,success,40.0,41.0,41.0,42.0,42.0,43.0,43.0,44.0,44.0,47.0,0.034062191700147876,0.03448558142649117,40.0,40.0,46.0,0.11967771688184603,45.0,0.11423839757899223,6.0,3.0,2.0,30,60,0.0,0.629634383264367,1.0
W002,Jw,390,45,46.0,49.0,51.0,6.0,clear_separation,monotonic_clear_progress,0.9494126630125174,1,1,1,success,37.0,38.0,45.0,46.0,46.0,47.0,48.0,48.0,49.0,51.0,0.08381896184193371,0.09915382828183363,37.0,37.0,49.0,0.1117701112356227,49.0,0.09874573741043668,6.0,2.0,3.0,30,60,0.0,0.21978019389763495,1.0
W002,P,391,45,41.0,44.0,46.0,6.0,clear_separation,monotonic_clear_progress,0.9246074273370637,1,1,1,success,40.0,40.0,41.0,41.0,42.0,42.0,42.0,44.0,44.0,46.0,0.046445547398258964,0.04814882874965551,39.0,39.0,45.0,0.18722342255859514,46.0,0.14675904773682757,6.0,2.0,3.0,30,60,0.0,0.7316959367593193,0.9308776907388938
W002,V,391,45,41.0,44.0,46.0,6.0,clear_separation,monotonic_clear_progress,0.9420252191400542,1,1,1,success,40.0,41.0,41.0,41.0,42.0,42.0,43.0,44.0,44.0,46.0,0.019646374802814587,0.022320608727104868,37.0,39.0,45.0,0.1462717559349841,45.0,0.12201840347943715,6.0,2.0,3.0,30,60,0.0,0.6794889493955936,1.0
W002,H,391,45,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress,0.8882769927178402,1,1,3,success,36.0,36.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,40.0,0.3014643028587114,0.35333406551766955,37.0,37.0,36.0,0.15875205419160282,37.0,0.14183023070781992,5.0,2.0,2.0,30,60,0.0,0.7285947376290886,1.0
W002,Je,391,45,46.0,48.0,52.0,7.0,clear_separation,monotonic_clear_progress,0.9049938714782271,1,1,1,success,30.0,45.0,46.0,46.0,46.0,47.0,47.0,48.0,48.0,52.0,0.12096710916225908,0.12359373129884733,45.0,45.0,46.0,0.15353833422441152,46.0,0.13810273391170394,7.0,4.0,2.0,30,60,0.12622035343543558,0.15253676520510864,1.0
W002,Jw,391,45,38.0,43.0,49.0,12.0,clear_separation,monotonic_clear_progress,0.9827198660497902,1,1,1,success,37.0,37.0,38.0,38.0,39.0,40.0,41.0,41.0,43.0,49.0,0.09870628895525943,0.13090498657696129,37.0,37.0,37.0,0.09199627891914826,38.0,0.08780896571949406,12.0,6.0,5.0,30,60,0.0,0.5955331015554595,0.9806603136113966
W002,P,392,45,40.0,42.0,45.0,6.0,clear_separation,monotonic_clear_progress,0.9222317227933162,1,1,1,success,38.0,39.0,39.0,40.0,40.0,40.0,41.0,41.0,42.0,45.0,0.08546092343895992,0.09008104737607087,37.0,37.0,46.0,0.14899334574599565,41.0,0.1230483632290506,6.0,3.0,2.0,30,60,0.0,0.7989574741519947,0.9597632195948671
W002,V,392,45,42.0,44.0,47.0,6.0,clear_separation,monotonic_clear_progress,0.9444011996636102,1,1,1,success,39.0,40.0,41.0,42.0,42.0,43.0,43.0,44.0,44.0,47.0,0.03921300933929783,0.05261332097269281,37.0,37.0,45.0,0.133925917280719,44.0,0.11498640644129648,6.0,3.0,2.0,30,60,0.0,0.6560687861037572,0.9282875792366743
W002,H,392,45,37.0,51.0,52.0,16.0,clear_separation,monotonic_clear_progress,0.9183988699666766,1,1,1,success,35.0,35.0,36.0,37.0,37.0,38.0,39.0,50.0,51.0,52.0,0.2610312169727455,0.28817158444791996,37.0,37.0,51.0,0.15448013774413716,51.0,0.1375599995114154,16.0,1.0,14.0,30,60,0.0,0.3157766688240913,1.0
W002,Je,392,45,42.0,45.0,53.0,12.0,clear_separation,monotonic_clear_progress,0.9559199870383615,1,1,1,success,41.0,41.0,42.0,42.0,43.0,43.0,44.0,45.0,45.0,53.0,0.10637589847559262,0.13311557564630724,41.0,41.0,56.0,0.10256278155777487,44.0,0.09612593576169531,12.0,8.0,3.0,30,60,0.15985525281702193,0.545355210714252,1.0
W002,Jw,392,45,39.0,48.0,51.0,13.0,clear_separation,monotonic_clear_progress,0.9838188697830582,1,1,1,success,37.0,38.0,38.0,39.0,41.0,44.0,45.0,46.0,48.0,51.0,0.11187101924308467,0.12898773083295406,37.0,37.0,49.0,0.10159370710801063,50.0,0.08572023454976807,13.0,3.0,9.0,30,60,0.0,0.40593656355225183,1.0
W002,P,393,45,42.0,46.0,48.0,7.0,clear_separation,monotonic_clear_progress,0.9554996759283675,1,1,1,success,36.0,41.0,41.0,42.0,43.0,44.0,45.0,45.0,46.0,48.0,0.10825729746160702,0.1118693417271932,40.0,40.0,47.0,0.11115507276081127,47.0,0.1045813037663923,7.0,2.0,4.0,30,60,0.0,0.4586390961792365,0.9210605857494477
W002,V,393,45,44.0,47.0,50.0,7.0,clear_separation,monotonic_clear_progress,0.9583902385349243,1,1,1,success,40.0,42.0,43.0,44.0,45.0,45.0,46.0,46.0,47.0,50.0,0.06910522450023678,0.07085185644100493,40.0,40.0,45.0,0.09992816069045823,46.0,0.09299607003576327,7.0,3.0,3.0,30,60,0.0,0.39495084058149876,0.9510721258651673
W002,H,393,45,37.0,38.0,40.0,4.0,clear_separation,nonmonotonic_progress,0.8605760477988118,1,1,3,success,35.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,38.0,40.0,0.27270619998222256,0.31724487227088205,37.0,37.0,38.0,0.15323540730136975,38.0,0.14041161154546206,4.0,2.0,1.0,30,60,0.0,0.8926169639785867,1.0
W002,Je,393,45,43.0,46.0,49.0,7.0,clear_separation,monotonic_clear_progress,0.946952145372647,1,1,1,success,41.0,42.0,43.0,43.0,43.0,44.0,45.0,45.0,46.0,49.0,0.05646261774325751,0.06683595993283739,41.0,41.0,46.0,0.1232074227699918,45.0,0.10414028701438105,7.0,3.0,3.0,30,60,0.0772093021224173,0.48992075527938256,1.0
W002,Jw,393,45,39.0,43.0,47.0,9.0,clear_separation,monotonic_clear_progress,0.9607204899984673,1,1,1,success,36.0,38.0,39.0,39.0,40.0,41.0,42.0,43.0,43.0,47.0,0.11850139531115124,0.1332904576702286,37.0,37.0,46.0,0.08959005142403365,45.0,0.08072715000343711,9.0,4.0,4.0,30,60,0.0,0.654183265859339,0.9340523719057534
W002,P,394,45,39.0,41.0,45.0,7.0,clear_separation,monotonic_clear_progress,0.9048224031867166,1,1,1,success,36.0,37.0,39.0,39.0,40.0,40.0,41.0,41.0,41.0,45.0,0.13787275941352256,0.15756240739282604,37.0,37.0,46.0,0.13790893772972435,41.0,0.11832268493567027,7.0,4.0,2.0,30,60,0.0,0.762375394764947,0.8533180291725495
W002,V,394,45,42.0,45.0,49.0,8.0,clear_separation,monotonic_clear_progress,0.9702390509794994,1,1,1,success,39.0,41.0,42.0,42.0,43.0,43.0,44.0,45.0,45.0,49.0,0.0278249507430088,0.04277754889641906,37.0,37.0,45.0,0.11090580716801923,44.0,0.09331357591486639,8.0,4.0,3.0,30,60,0.0,0.5503778700023796,0.9968789108431372
W002,H,394,45,37.0,38.0,52.0,16.0,clear_separation,nonmonotonic_progress,0.9145364613922972,1,3,1,success,35.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,38.0,52.0,0.26877029326766994,0.3151724848486019,37.0,37.0,38.0,0.14817302839557572,38.0,0.1327980010585575,16.0,14.0,1.0,30,60,0.0,0.6244959122310237,1.0
W002,Je,394,45,44.0,46.0,49.0,6.0,clear_separation,monotonic_clear_progress,0.9501104117820738,1,1,1,success,41.0,42.0,42.0,44.0,44.0,45.0,45.0,45.0,46.0,49.0,0.07887509187406724,0.0927321980579586,41.0,41.0,45.0,0.16181537547710384,46.0,0.1252078451629287,6.0,3.0,2.0,30,60,0.10658930424185001,0.4849430194356033,1.0
W002,Jw,394,45,39.0,44.0,51.0,13.0,clear_separation,monotonic_clear_progress,0.9896989292227784,1,1,1,success,37.0,38.0,38.0,39.0,40.0,40.0,41.0,42.0,44.0,51.0,0.08977037809703617,0.10859127147562515,37.0,37.0,39.0,0.08611465086077785,39.0,0.07450152377526523,13.0,7.0,5.0,30,60,0.0,0.590844851354344,1.0
W002,P,395,45,41.0,45.0,48.0,8.0,clear_separation,monotonic_clear_progress,0.9648926547683544,1,1,1,success,40.0,41.0,41.0,41.0,42.0,42.0,43.0,44.0,45.0,48.0,0.029758799495330345,0.0486043639285186,37.0,37.0,45.0,0.11563879696646606,41.0,0.098328601408158,8.0,3.0,4.0,30,60,0.001673456618143626,0.6125909844381214,1.0
W002,V,395,45,42.0,46.0,51.0,10.0,clear_separation,monotonic_clear_progress,0.9740117850598101,1,1,1,success,40.0,41.0,41.0,42.0,44.0,44.0,45.0,45.0,46.0,51.0,0.032977364139399924,0.034052882643382555,37.0,37.0,45.0,0.1232055056791132,45.0,0.08886178133136097,10.0,5.0,4.0,30,60,0.017567811588466646,0.48582783501114085,1.0
W002,H,395,45,37.0,39.0,40.0,4.0,clear_separation,monotonic_clear_progress,0.8562316062195405,1,1,1,success,36.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,39.0,40.0,0.2542249931774011,0.30931919784003,37.0,37.0,37.0,0.1574120133217969,37.0,0.1459262592896338,4.0,1.0,2.0,30,60,0.0,0.9362967043433813,1.0
W002,Je,395,45,44.0,48.0,54.0,11.0,clear_separation,monotonic_clear_progress,0.9439973760217334,1,1,1,success,43.0,43.0,44.0,44.0,45.0,46.0,46.0,47.0,48.0,54.0,0.09158691319672498,0.10021524322999911,42.0,43.0,56.0,0.09853221049134242,45.0,0.08310738835680298,11.0,6.0,4.0,30,60,0.10884357326327328,0.33178903810037885,1.0
W002,Jw,395,45,39.0,47.0,51.0,13.0,clear_separation,monotonic_clear_progress,0.9805434734908399,1,1,1,success,36.0,37.0,38.0,39.0,39.0,40.0,43.0,45.0,47.0,51.0,0.12722811232325398,0.15387035026760024,37.0,37.0,52.0,0.10065818972112972,52.0,0.09007844018944045,13.0,4.0,8.0,30,60,0.0,0.46753255254527815,0.9389323258631513
W002,P,396,45,39.0,44.0,46.0,8.0,clear_separation,monotonic_clear_progress,0.9457985442378289,1,1,1,success,34.0,38.0,38.0,39.0,39.0,40.0,40.0,41.0,44.0,46.0,0.13073591164842763,0.1382728557716069,37.0,37.0,46.0,0.15040195589946137,46.0,0.12993949374137836,8.0,2.0,5.0,30,60,0.0,0.6355884725508167,0.9420214328964501
W002,V,396,45,40.0,45.0,47.0,8.0,clear_separation,monotonic_clear_progress,0.969262981954866,1,1,1,success,37.0,39.0,40.0,40.0,41.0,42.0,43.0,44.0,45.0,47.0,0.06937817258388862,0.0871246915838034,37.0,37.0,47.0,0.09810343257934451,46.0,0.09368478752258458,8.0,2.0,5.0,30,60,0.0,0.5717183693607549,1.0
W002,H,396,45,36.0,39.0,54.0,19.0,clear_separation,monotonic_clear_progress,0.908408815249452,1,1,1,success,35.0,36.0,36.0,36.0,37.0,37.0,38.0,38.0,39.0,54.0,0.29958516214919734,0.3359157799034778,37.0,37.0,36.0,0.12241426360399871,36.0,0.11507761545778103,19.0,15.0,3.0,30,60,0.0,0.6058332646423205,1.0
W002,Je,396,45,46.0,49.0,51.0,6.0,clear_separation,monotonic_clear_progress,0.9334992360498526,1,1,1,success,44.0,45.0,45.0,46.0,46.0,46.0,47.0,48.0,49.0,51.0,0.06544473644809379,0.07521996021561772,43.0,44.0,46.0,0.12077673236351621,46.0,0.09770930476534384,6.0,2.0,3.0,30,60,0.08499518398314168,0.24120882457015674,1.0
W002,Jw,396,45,41.0,46.0,52.0,12.0,clear_separation,monotonic_clear_progress,0.9880986639996353,1,1,1,success,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,52.0,0.0599444431121901,0.06657270289086226,37.0,37.0,46.0,0.08880350970451789,54.0,0.07154580884748163,12.0,6.0,5.0,30,60,0.0,0.4944564837741535,1.0
W002,P,397,45,42.0,44.0,46.0,5.0,clear_separation,monotonic_clear_progress,0.9202635003727846,1,1,1,success,40.0,41.0,41.0,42.0,42.0,42.0,43.0,44.0,44.0,46.0,0.03633891383101577,0.04686896717165825,40.0,40.0,45.0,0.14512644966734856,45.0,0.13149168272689526,5.0,2.0,2.0,30,60,0.05739902051230075,0.7107935947115989,0.8935396124675005
W002,V,397,45,42.0,45.0,47.0,6.0,clear_separation,monotonic_clear_progress,0.9482718518888162,1,1,1,success,40.0,41.0,41.0,42.0,43.0,43.0,44.0,44.0,45.0,47.0,0.021902240356585195,0.023148597506722806,40.0,40.0,45.0,0.1349133718183248,45.0,0.11316746860621402,6.0,2.0,3.0,30,60,0.020833934227895815,0.6184405435860563,0.9277597654702423
W002,H,397,45,35.0,36.0,37.0,3.0,clear_separation,monotonic_clear_progress,0.7096139770825387,1,1,1,success,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,37.0,0.7211932693615484,0.8118405218040383,37.0,37.0,36.0,0.30447867680807494,36.0,0.2792486477909676,3.0,1.0,1.0,30,60,0.0,1.0,1.0
