window_id,anchor_day,field,day,relative_to_anchor,progress_observed,dprogress_observed,progress_bootstrap_median,progress_bootstrap_q05,progress_bootstrap_q25,progress_bootstrap_q75,progress_bootstrap_q95,dprogress_bootstrap_median,dprogress_bootstrap_q05,dprogress_bootstrap_q95,curve_source,prob_progress_above_010,prob_progress_above_025,prob_progress_above_050,prob_progress_above_075
W002,45,P,45,0,0.6919950522726461,0.12422692807549762,0.6782626284839179,0.4773099049521486,0.5931550179479391,0.7722161498148619,0.9055800308145345,0.11399131845419985,0.06759654064868291,0.16781232626112697,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,0.919,0.3
W002,45,P,46,1,0.8072795314093659,0.1152844791367198,0.7877612810186692,0.5682118364586731,0.6966715813314919,0.8771640908479897,1.0,0.10490438025310012,0.03951641041729164,0.16487854571264227,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,0.985,0.613
W002,45,P,47,2,0.9054378754407846,0.09815834403141865,0.880829511874293,0.6562380499596746,0.7882817122430439,0.9728116415603965,1.0,0.08512070178615211,0.0,0.14187242301496758,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,0.997,0.834
W002,45,P,48,3,0.9711940770023828,0.06575620156159823,0.9409889943098638,0.7266999844239789,0.8534149988706764,1.0,1.0,0.052851791082032584,0.0,0.10145101774895653,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,0.936
W002,45,P,49,4,0.9943457801070392,0.023151703104656418,0.9691830813961515,0.7658338531541236,0.8850838343404802,1.0,1.0,0.007493847454382918,-0.01840726623993937,0.06537948718236422,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,0.955
W002,45,P,50,5,1.0,0.005654219892960777,0.9918084831087324,0.7958472143924086,0.9105654121654286,1.0,1.0,0.00021300959003633935,-0.017702907358235404,0.06783032806972483,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,0.972
W002,45,P,51,6,1.0,0.0,1.0,0.857565999543923,0.970478357673012,1.0,1.0,0.003809989715902795,0.0,0.09286673721691176,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,0.993
W002,45,P,52,7,1.0,0.0,1.0,0.9293560719198048,1.0,1.0,1.0,0.0,0.0,0.08439823823206721,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,P,53,8,1.0,0.0,1.0,0.9656951446494562,1.0,1.0,1.0,0.0,0.0,0.04005998108122176,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,P,54,9,1.0,0.0,1.0,0.9639812870062928,1.0,1.0,1.0,0.0,-0.00926004644047244,0.0031151346406713457,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,P,55,10,1.0,0.0,1.0,0.9484200063045601,0.990023380899225,1.0,1.0,0.0,-0.03304645396677513,0.0016959191153407109,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,P,56,11,0.961825846651918,-0.03817415334808205,0.9714932872986974,0.917163526854373,0.9511890026759414,0.9898854122449029,1.0,-0.02019374080401709,-0.06302745199283072,0.007853269948584313,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,P,57,12,0.9645882759951734,0.0027624293432554348,0.9727605394948307,0.9184438698075715,0.9510093983179939,0.9943432301166357,1.0,0.0,-0.05080131501692045,0.04985831626201754,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,P,58,13,0.9694831654551976,0.004894889460024254,0.9755643456716284,0.8984558361880124,0.943491883342142,1.0,1.0,0.0,-0.0500584340739827,0.0361113867582933,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,P,59,14,0.960162233531214,-0.009320931923983644,0.9575631655023686,0.8628315166460927,0.9207264295943517,1.0,1.0,-0.00967978137727249,-0.06158409969867441,0.018433115260249888,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,P,60,15,0.9337428354850986,-0.026419398046115372,0.9306901827385377,0.8165702771871532,0.8832080075331779,0.9835820691585767,1.0,-0.022849700138166895,-0.07040267381162339,0.006384955793287998,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,0.994
W002,45,V,30,-15,0.0,,0.0,0.0,0.0,0.0,0.01673884964813244,,,,current_v7e_progress_profile_via_v7m_curves,0.001,0.0,0.0,0.0
W002,45,V,31,-14,0.0,0.0,0.0,0.0,0.0,0.0,0.03826943192700397,0.0,0.0,0.02327942556673884,current_v7e_progress_profile_via_v7m_curves,0.002,0.0,0.0,0.0
W002,45,V,32,-13,0.0,0.0,0.0,0.0,0.0,0.000898325118247725,0.03320645410971595,0.0,-0.015774746760836414,0.01667945042281313,current_v7e_progress_profile_via_v7m_curves,0.001,0.0,0.0,0.0
W002,45,V,33,-12,0.0,0.0,0.0,0.0,0.0,0.0,0.018600970354970305,0.0,-0.024185964591788525,0.0034949929251145632,current_v7e_progress_profile_via_v7m_curves,0.0,0.0,0.0,0.0
W002,45,V,34,-11,0.0081638723476487,0.0081638723476487,0.008132093613924,0.0,0.0,0.020068711232462323,0.037796017910620525,0.0057684046872519,0.0,0.03285745834825096,current_v7e_progress_profile_via_v7m_curves,0.0,0.0,0.0,0.0
W002,45,V,35,-10,0.02752314806158,0.019359275713931298,0.0260030902242099,0.0,0.0062533846869460745,0.04614595147643068,0.07126592545052592,0.01403114283360015,-0.014561865443784931,0.0544146550421839,current_v7e_progress_profile_via_v7m_curves,0.005,0.0,0.0,0.0
W002,45,V,36,-9,0.0432361044508832,0.015712956389303204,0.03924887888861875,0.0,0.009901985520436125,0.06999475462186745,0.11038764977117728,0.012283960174350596,-0.012463827274965315,0.05149010211107434,current_v7e_progress_profile_via_v7m_curves,0.085,0.0,0.0,0.0
W002,45,V,37,-8,0.0829759288555621,0.039739824404678895,0.08063180565185091,0.0,0.0373082038924365,0.12094316127051327,0.17629953654260877,0.03808111747299605,0.0,0.08251117093886433,current_v7e_progress_profile_via_v7m_curves,0.363,0.004,0.0,0.0
W002,45,V,38,-7,0.1045424642932886,0.021566535437726506,0.10582818997449969,0.0,0.05490159411214502,0.15120913460024982,0.21836925745591299,0.023765219225977997,-0.007503915381980168,0.058631847375601516,current_v7e_progress_profile_via_v7m_curves,0.535,0.019,0.0,0.0
W002,45,V,39,-6,0.1354388300537581,0.030896365760469488,0.1383235767293474,0.0,0.07960936368106565,0.19447106873835862,0.2772505810641997,0.033523041046833145,-0.001701384676857577,0.07434348078438613,current_v7e_progress_profile_via_v7m_curves,0.672,0.088,0.0,0.0
W002,45,V,40,-5,0.1976071664139243,0.06216833636016622,0.2018901384101438,0.03266762540402814,0.13751135613941626,0.26456957879100623,0.36363220366065846,0.06315574514089495,0.014397004739316372,0.1062613486556244,current_v7e_progress_profile_via_v7m_curves,0.858,0.294,0.004,0.0
W002,45,V,41,-4,0.263899887554291,0.06629272114036669,0.2686457315393653,0.07796840309774712,0.1980658179412703,0.3371647514045655,0.4518432686521656,0.06644856792753046,0.018318801875090305,0.11211823042890118,current_v7e_progress_profile_via_v7m_curves,0.932,0.571,0.02,0.001
W002,45,V,42,-3,0.320454066928777,0.05655417937448598,0.3257337968917266,0.12499576893549648,0.24760032560907924,0.40019756794711353,0.5210765004541248,0.05593660688035311,0.015715711564398625,0.0945384828401704,current_v7e_progress_profile_via_v7m_curves,0.969,0.741,0.071,0.002
W002,45,V,43,-2,0.3698450741748454,0.04939100724606843,0.374415437308668,0.1738023275694842,0.2945784316680511,0.44986132667479783,0.576160703708895,0.048741044943272555,0.014086884544000132,0.08670956344109775,current_v7e_progress_profile_via_v7m_curves,0.986,0.843,0.138,0.003
W002,45,V,44,-1,0.4492652429447035,0.07942016876985808,0.45391846268706143,0.25564599877053007,0.37389145124744994,0.5297816683820586,0.6613405110351264,0.0784735843611169,0.040714870710848304,0.11745243935023687,current_v7e_progress_profile_via_v7m_curves,0.998,0.957,0.349,0.008
W002,45,V,45,0,0.5563265990718778,0.10706135612717427,0.5564725735865883,0.3579882154874708,0.4740382248503002,0.6382632025627704,0.7764718063103363,0.10572090686065769,0.06497222130568225,0.14860661147016987,current_v7e_progress_profile_via_v7m_curves,0.999,0.995,0.684,0.071
W002,45,V,46,1,0.6394366263733268,0.08311002730144901,0.6445674437651753,0.4348198320944984,0.552064149471561,0.7207337716419406,0.8605907236666435,0.08168873497334994,0.04531443965265018,0.12167813228271313,current_v7e_progress_profile_via_v7m_curves,1.0,0.998,0.865,0.182
W002,45,V,47,2,0.7205382394537996,0.08110161308047281,0.7249204285276779,0.5099632362362353,0.6351269142031164,0.8019357930930304,0.9443078955444346,0.08135072713362512,0.03851148547842227,0.12649239293487982,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,0.961,0.418
W002,45,V,48,3,0.7758197082070033,0.05528146875320372,0.7813190660484279,0.5725261379087788,0.694524111177477,0.85275570453889,0.9911517323419162,0.054301534201010304,0.005819181076840709,0.09732913280299732,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,0.987,0.603
W002,45,V,49,4,0.8153964489523093,0.03957674074530604,0.817777366056825,0.6218486195482564,0.7407151438404939,0.890196701831402,1.0,0.03774776590606532,-0.0038688428795713536,0.08293628072686422,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,0.997,0.722
W002,45,V,50,5,0.8692438774105716,0.05384742845826229,0.8657179718174124,0.6892306518543886,0.7964278083595832,0.9401784657270875,1.0,0.04747314990689422,0.0,0.1035180420333647,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,0.855
W002,45,V,51,6,0.9380521724180776,0.06880829500750596,0.9303009786884562,0.7724006620390428,0.8671274572127057,1.0,1.0,0.06011594832994571,0.0,0.10988510387959141,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,0.967
W002,45,V,52,7,0.9947491199380364,0.056696947519958796,0.9877160903362521,0.8554874641305842,0.9319346205283838,1.0,1.0,0.045527837654922854,0.0,0.09920996671820152,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,0.999
W002,45,V,53,8,1.0,0.005250880061963614,1.0,0.9137644599767786,0.9745399864413683,1.0,1.0,0.011075286246413019,0.0,0.06752386341525449,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,V,54,9,1.0,0.0,1.0,0.9405363723312297,0.9832817958103082,1.0,1.0,0.0,-0.00697277586475634,0.034758343699446734,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,V,55,10,1.0,0.0,1.0,0.9641602883049454,0.9919818406906847,1.0,1.0,0.0,-0.011161233204548931,0.0383105287619824,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,V,56,11,0.9714267210211746,-0.028573278978825445,0.9742673683516936,0.9350845252521436,0.959960133721069,0.9867361295143925,1.0,-0.01974560017645277,-0.055463442314552115,0.002475630941432048,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,V,57,12,0.981160620501402,0.009733899480227404,0.982227139008627,0.9374389840926127,0.9656853165506837,0.9986082384506455,1.0,0.006479508354096997,-0.025982969727256416,0.040638878227745374,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,V,58,13,1.0,0.01883937949859804,1.0,0.9488321719342698,0.985331974513868,1.0,1.0,0.00844775967468231,-0.00795870212607984,0.04066142746185767,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,V,59,14,1.0,0.0,1.0,0.9266195828432631,0.9740411387117218,1.0,1.0,0.0,-0.04016922423556569,0.012146421394807936,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
W002,45,V,60,15,0.9860251224128794,-0.013974877587120571,0.9864449165285366,0.8894763916833,0.9489112806304418,1.0,1.0,-0.002819873119936145,-0.05298090731783879,0.00348458784142964,current_v7e_progress_profile_via_v7m_curves,1.0,1.0,1.0,1.0
