window,source,target,source_object,target_object,source_family,target_family,family_direction,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,positive_peak_n_pairs,positive_peak_n_years,positive_peak_valid_year_fraction,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,sample_status,surrogate_mode,T_pos_obs,T_pos_null90,T_pos_null95,T_pos_null99,p_pos_surrogate,T_neg_obs,T_neg_null90,T_neg_null95,T_neg_null99,p_neg_surrogate,T_0_obs,T_0_null90,T_0_null95,T_0_null99,p_0_surrogate,S_pos,S_neg,S_0,strength_excess,strength_ratio,q_pos_global,q_pos_within_window
S1,H_PC1,Je_PC1,H,Je,H,Je,H→Je,1,0.8215041226318793,0.8215041226318793,1620,45,1.0,-1,0.6738479174570858,0.6738479174570858,0.7738144128188811,0.7738144128188811,ok,pooled_window_object_pc1_ar1,0.8215041226318793,0.1721178903514436,0.20037645238054172,0.26684036665530364,0.000999000999000999,0.6738479174570858,0.16693081383825908,0.19096997863076265,0.25585011793135864,0.000999000999000999,0.7738144128188811,0.15785425689552993,0.1788336562753314,0.2579577837774316,0.000999000999000999,0.6211276702513376,0.4828779388263232,0.5949807565435496,0.6211276702513376,4.0998037088296835,0.003909134343916952,0.001998001998001998
S1,H_PC1,Jw_PC1,H,Jw,H,Jw,H→Jw,4,-0.08852853323134773,0.08852853323134773,1485,45,1.0,-4,0.246205715934905,0.246205715934905,0.07236716495816155,0.07236716495816155,ok,pooled_window_object_pc1_ar1,0.08852853323134773,0.16600312392839073,0.19272338796895996,0.2489831793502811,0.41858141858141856,0.246205715934905,0.16260867523996891,0.1987751882067757,0.24795870780974516,0.011988011988011988,0.07236716495816155,0.15138928411716746,0.1838074487374415,0.23400591870284454,0.44155844155844154,-0.10419485473761224,0.04743052772812931,-0.11144028377927996,-0.10419485473761224,0.45935542211205904,0.4956885220043114,0.4185814185814186
S1,Je_PC1,P_PC1,Je,P,Je,P,Je→P,1,0.3090251389078738,0.3090251389078738,1620,45,1.0,-1,0.3406796541022512,0.3406796541022512,0.35142089767412515,0.35142089767412515,ok,pooled_window_object_pc1_ar1,0.3090251389078738,0.15216401748699557,0.18256148694614807,0.23367241418457305,0.000999000999000999,0.3406796541022512,0.14814431294978506,0.17957679927203576,0.22194923759487414,0.000999000999000999,0.35142089767412515,0.14027012923904678,0.16200957258586124,0.2047000048556627,0.000999000999000999,0.12646365196172574,0.16110285483021544,0.18941132508826392,0.12646365196172574,1.6927181306264774,0.003909134343916952,0.001998001998001998
S1,Je_PC1,V_PC1,Je,V,Je,V,Je→V,1,0.29724666396250454,0.29724666396250454,1620,45,1.0,-2,0.5335344956017248,0.5335344956017248,0.4192485862665938,0.4192485862665938,ok,pooled_window_object_pc1_ar1,0.29724666396250454,0.15858223399586266,0.18676648907929372,0.24248814403089292,0.001998001998001998,0.5335344956017248,0.15286027636751734,0.17729109366687548,0.2379273301484802,0.000999000999000999,0.4192485862665938,0.14126568995814323,0.16853137342357463,0.22549047992413712,0.000999000999000999,0.11048017488321082,0.3562434019348494,0.2507172128430192,0.11048017488321082,1.5915417451377227,0.007192807192807193,0.0036327309054581783
S1,Je_PC1,H_PC1,Je,H,Je,H,Je→H,1,0.6734858618753691,0.6734858618753691,1620,45,1.0,-1,0.8214467203319311,0.8214467203319311,0.7738144128188811,0.7738144128188811,ok,pooled_window_object_pc1_ar1,0.6734858618753691,0.17032352102020612,0.19712336528249735,0.26524386455594634,0.000999000999000999,0.8214467203319311,0.16608160806320055,0.19118504656137045,0.26292183232563965,0.000999000999000999,0.7738144128188811,0.15785425689552993,0.1788336562753314,0.2579577837774316,0.000999000999000999,0.4763624965928717,0.6302616737705606,0.5949807565435496,0.4763624965928717,3.41657043501767,0.003909134343916952,0.001998001998001998
S1,Je_PC1,Jw_PC1,Je,Jw,Je,Jw,Je→Jw,3,-0.13339447680192545,0.13339447680192545,1530,45,1.0,-5,0.33297494858729587,0.33297494858729587,-0.05804344828250244,0.05804344828250244,ok,pooled_window_object_pc1_ar1,0.13339447680192545,0.16359325833411043,0.1987584141114438,0.26202117242431816,0.1968031968031968,0.33297494858729587,0.1637668525234813,0.18880088156545072,0.2335173325331849,0.001998001998001998,0.05804344828250244,0.1541494235610978,0.18362936323745094,0.23356231866783567,0.5464535464535465,-0.06536393730951834,0.14417406702184515,-0.1255859149549485,-0.06536393730951834,0.6711387661159904,0.27460911181841413,0.20716125979283873
S1,Jw_PC1,P_PC1,Jw,P,Jw,P,Jw→P,5,0.2429093095594635,0.2429093095594635,1440,45,1.0,-2,-0.19457961990498937,0.19457961990498937,-0.1183479440105059,0.1183479440105059,ok,pooled_window_object_pc1_ar1,0.2429093095594635,0.15518223033668713,0.18013423478166032,0.21746095973236537,0.004995004995004995,0.19457961990498937,0.1474109623424143,0.17143225813206636,0.20892094933857666,0.023976023976023976,0.1183479440105059,0.13982093623938957,0.1606623335443308,0.20280802773542403,0.18081918081918083,0.06277507477780317,0.02314736177292301,-0.042314389533824895,0.06277507477780317,1.3484905290429245,0.014048451548451548,0.007135721421435708
S1,Jw_PC1,V_PC1,Jw,V,Jw,V,Jw→V,4,0.304232835550349,0.304232835550349,1485,45,1.0,-4,-0.2315532897520819,0.2315532897520819,0.029783927854638525,0.029783927854638525,ok,pooled_window_object_pc1_ar1,0.304232835550349,0.15099367649678533,0.17783876812057794,0.21738266124097566,0.000999000999000999,0.2315532897520819,0.14495405301946793,0.17087736693538036,0.2124377880591954,0.007992007992007992,0.029783927854638525,0.13827796201164683,0.16337076366753067,0.2033751482693168,0.7432567432567433,0.12639406742977108,0.06067592281670153,-0.13358683581289216,0.12639406742977108,1.7107228011390272,0.003909134343916952,0.001998001998001998
S1,Jw_PC1,H_PC1,Jw,H,Jw,H,Jw→H,4,0.25134955289506744,0.25134955289506744,1485,45,1.0,-4,-0.0820190026088706,0.0820190026088706,0.07236716495816155,0.07236716495816155,ok,pooled_window_object_pc1_ar1,0.25134955289506744,0.17226636631585956,0.1972373989439928,0.25020857947822545,0.01098901098901099,0.0820190026088706,0.15871012149267583,0.18630646400211848,0.24249079066079035,0.44755244755244755,0.07236716495816155,0.15138928411716746,0.1838074487374415,0.23400591870284454,0.44155844155844154,0.05411215395107463,-0.10428746139324788,-0.11144028377927996,0.05411215395107463,1.2743503729048882,0.025688597117168546,0.013736263736263738
S1,Jw_PC1,Je_PC1,Jw,Je,Jw,Je,Jw→Je,5,0.320626582258778,0.320626582258778,1440,45,1.0,-2,-0.12622541104060456,0.12622541104060456,-0.05804344828250244,0.05804344828250244,ok,pooled_window_object_pc1_ar1,0.320626582258778,0.16384370150347669,0.20113337180359342,0.24434839830881885,0.002997002997002997,0.12622541104060456,0.16248382682057003,0.19367933733922743,0.2548451055399794,0.21078921078921078,0.05804344828250244,0.1541494235610978,0.18362936323745094,0.23356231866783567,0.5464535464535465,0.11949321045518457,-0.06745392629862287,-0.1255859149549485,0.11949321045518457,1.5940993748758392,0.009301043783802405,0.004610773841543072
T1,P_PC1,V_PC1,P,V,P,V,P→V,1,0.6912627603927481,0.6912627603927481,405,45,1.0,-1,0.7868887765409309,0.7868887765409309,0.7732333443067642,0.7732333443067642,ok,pooled_window_object_pc1_ar1,0.6912627603927481,0.23010385215919846,0.26879904575748875,0.3238181177074863,0.000999000999000999,0.7868887765409309,0.22222025699946632,0.25878179339766894,0.3280905987128911,0.000999000999000999,0.7732333443067642,0.20508174342998922,0.24466028529574202,0.2998639203114291,0.000999000999000999,0.4224637146352594,0.528106983143262,0.5285730590110221,0.4224637146352594,2.5716711844892757,0.003909134343916952,0.00333000333000333
T1,P_PC1,H_PC1,P,H,P,H,P→H,1,0.36825867927322553,0.36825867927322553,405,45,1.0,-2,0.4951688894238401,0.4951688894238401,0.44160767859445277,0.44160767859445277,ok,pooled_window_object_pc1_ar1,0.36825867927322553,0.2256768455310123,0.2631253670226926,0.34690441789090737,0.005994005994005994,0.4951688894238401,0.2355107159824068,0.2797467274730819,0.3474601458567766,0.000999000999000999,0.44160767859445277,0.2146300582222516,0.24955274150899223,0.32359425169893086,0.000999000999000999,0.1051333122505329,0.2154221619507582,0.19205493708546054,0.1051333122505329,1.3995559737935337,0.01586648645472175,0.011988011988011988
T1,P_PC1,Je_PC1,P,Je,P,Je,P→Je,1,0.3260915382413237,0.3260915382413237,405,45,1.0,-1,0.2754049982214564,0.2754049982214564,0.3141155044015984,0.3141155044015984,ok,pooled_window_object_pc1_ar1,0.3260915382413237,0.2313805511802942,0.2733882231822389,0.33551126310219487,0.016983016983016984,0.2754049982214564,0.23775890882503203,0.2795336768552815,0.33765714918861234,0.054945054945054944,0.3141155044015984,0.21730639852552255,0.26486969744966454,0.3233225132739215,0.016983016983016984,0.05270331505908482,-0.0041286786338251,0.04924580695193387,0.05270331505908482,1.192778293247669,0.03774003774003774,0.028305028305028308
T1,P_PC1,Jw_PC1,P,Jw,P,Jw,P→Jw,5,-0.07475828040964638,0.07475828040964638,405,45,1.0,-5,-0.23216430601688906,0.23216430601688906,-0.027145546675444825,0.027145546675444825,ok,pooled_window_object_pc1_ar1,0.07475828040964638,0.24498444079898674,0.2847661316641699,0.34615709831789204,0.7022977022977023,0.23216430601688906,0.24018956806850933,0.27540713698491637,0.33550431282659443,0.11688311688311688,0.027145546675444825,0.22111018472286084,0.26575162931703067,0.33540109256711376,0.8551448551448552,-0.21000785125452354,-0.04324283096802731,-0.23860608264158584,-0.21000785125452354,0.2625251815332107,0.7392607392607393,0.7022977022977023
T1,V_PC1,P_PC1,V,P,V,P,V→P,1,0.7819536106317296,0.7819536106317296,405,45,1.0,-1,0.7004612835660362,0.7004612835660362,0.7732333443067642,0.7732333443067642,ok,pooled_window_object_pc1_ar1,0.7819536106317296,0.23215504559781905,0.2621990941466976,0.3174834571021214,0.000999000999000999,0.7004612835660362,0.22836375865775912,0.26197638589957695,0.31941585687473073,0.000999000999000999,0.7732333443067642,0.2050817434299893,0.24466028529574202,0.29986392031142894,0.000999000999000999,0.519754516485032,0.43848489766645926,0.5285730590110221,0.519754516485032,2.982289520017315,0.003909134343916952,0.00333000333000333
T1,V_PC1,H_PC1,V,H,V,H,V→H,1,0.44211544026243804,0.44211544026243804,405,45,1.0,-1,0.4434247496078288,0.4434247496078288,0.4728296011618463,0.4728296011618463,ok,pooled_window_object_pc1_ar1,0.44211544026243804,0.22430748643547663,0.2643334560906295,0.34917325607912236,0.003996003996003996,0.4434247496078288,0.22972234960998805,0.2686841530861764,0.3466555055394047,0.000999000999000999,0.4728296011618463,0.2046303733112107,0.2383318109306635,0.3373260177438082,0.000999000999000999,0.17778198417180852,0.1747405965216524,0.2344977902311828,0.17778198417180852,1.6725670930994603,0.011601301923882569,0.00888000888000888
T1,V_PC1,Je_PC1,V,Je,V,Je,V→Je,3,0.4597588059159945,0.4597588059159945,405,45,1.0,-1,0.17201906840709522,0.17201906840709522,0.28343612876728635,0.28343612876728635,ok,pooled_window_object_pc1_ar1,0.4597588059159945,0.2259380137218401,0.25996450800898263,0.33528392779025484,0.000999000999000999,0.17201906840709522,0.22593235041361057,0.25399003838760703,0.3523996311403734,0.23676323676323677,0.28343612876728635,0.20253013486585966,0.23849639140214615,0.3133612567115337,0.022977022977022976,0.19979429790701186,-0.08197096998051182,0.0449397373651402,0.19979429790701186,1.768544519546908,0.003909134343916952,0.00333000333000333
T1,V_PC1,Jw_PC1,V,Jw,V,Jw,V→Jw,3,0.2832366679763915,0.2832366679763915,405,45,1.0,-5,-0.36068078575641677,0.36068078575641677,0.07222395329048091,0.07222395329048091,ok,pooled_window_object_pc1_ar1,0.2832366679763915,0.23105417811798484,0.2663092661813284,0.3329125274353664,0.03996003996003996,0.36068078575641677,0.23117559881911168,0.26831909392564585,0.33585423339976705,0.004995004995004995,0.07222395329048091,0.20577778611642059,0.2418991318716389,0.3157803093113581,0.5694305694305695,0.016927401795063135,0.09236169183077092,-0.169675178581158,0.016927401795063135,1.0635629470870058,0.07492507492507493,0.0585129156557728
T1,H_PC1,P_PC1,H,P,H,P,H→P,2,0.4900482951971731,0.4900482951971731,405,45,1.0,-1,0.3616711798462031,0.3616711798462031,0.44160767859445277,0.44160767859445277,ok,pooled_window_object_pc1_ar1,0.4900482951971731,0.23260710290000505,0.2717613082840742,0.3301919553255166,0.000999000999000999,0.3616711798462031,0.23092582107484902,0.2768770197275227,0.34279871493668795,0.006993006993006993,0.44160767859445277,0.21463005822225162,0.24955274150899223,0.32359425169893086,0.000999000999000999,0.2182869869130989,0.0847941601186804,0.19205493708546054,0.2182869869130989,1.8032305565916757,0.003909134343916952,0.00333000333000333
T1,H_PC1,V_PC1,H,V,H,V,H→V,1,0.4344787073847676,0.4344787073847676,405,45,1.0,-1,0.43863836991588195,0.43863836991588195,0.4728296011618463,0.4728296011618463,ok,pooled_window_object_pc1_ar1,0.4344787073847676,0.22788297029464918,0.2707351003375413,0.3547399489042699,0.001998001998001998,0.43863836991588195,0.22253727765910683,0.2589967982546216,0.3506688674441695,0.000999000999000999,0.4728296011618463,0.2046303733112107,0.2383318109306635,0.3373260177438082,0.000999000999000999,0.16374360704722635,0.17964157166126038,0.2344977902311828,0.16374360704722635,1.604811148768954,0.007192807192807193,0.005708577137148565
T1,H_PC1,Je_PC1,H,Je,H,Je,H→Je,2,0.7596053888592645,0.7596053888592645,405,45,1.0,-1,0.5158467345910557,0.5158467345910557,0.6457757833566496,0.6457757833566496,ok,pooled_window_object_pc1_ar1,0.7596053888592645,0.23563957892119877,0.28036841646170796,0.3385388316798758,0.000999000999000999,0.5158467345910557,0.23012692339070573,0.2693636738987239,0.3405970373298431,0.000999000999000999,0.6457757833566496,0.21201676357046773,0.25337760950114985,0.32954872101206345,0.000999000999000999,0.4792369723975566,0.24648306069233178,0.3923981738554998,0.4792369723975566,2.7093115495875035,0.003909134343916952,0.00333000333000333
T1,H_PC1,Jw_PC1,H,Jw,H,Jw,H→Jw,5,-0.10544781758348445,0.10544781758348445,405,45,1.0,-4,-0.3635873856473722,0.3635873856473722,-0.14927960048910952,0.14927960048910952,ok,pooled_window_object_pc1_ar1,0.10544781758348445,0.23268812743549327,0.27348036124671377,0.3416028737082223,0.5144855144855145,0.3635873856473722,0.24021289263689002,0.27584670297326813,0.3362128522082398,0.008991008991008992,0.14927960048910952,0.22079818883849428,0.252962021473724,0.3222650842724235,0.26073926073926074,-0.1680325436632293,0.08774068267410406,-0.10368242098461447,-0.1680325436632293,0.3855772937507466,0.5821678321678322,0.5415636994584363
T1,Je_PC1,P_PC1,Je,P,Je,P,Je→P,1,0.28617540960143684,0.28617540960143684,405,45,1.0,-1,0.3175375611913743,0.3175375611913743,0.3141155044015984,0.3141155044015984,ok,pooled_window_object_pc1_ar1,0.28617540960143684,0.24190117153578244,0.27842059833198807,0.3461907876356513,0.04095904095904096,0.3175375611913743,0.2377991185893655,0.2811756544122354,0.3427223557881992,0.02097902097902098,0.3141155044015984,0.21730639852552244,0.26486969744966465,0.3233225132739216,0.016983016983016984,0.007754811269448769,0.036361906779138864,0.04924580695193376,0.007754811269448769,1.0278528647517737,0.07600646775904508,0.0585129156557728
T1,Je_PC1,V_PC1,Je,V,Je,V,Je→V,1,0.17324925328549873,0.17324925328549873,405,45,1.0,-2,0.41723768447679044,0.41723768447679044,0.28343612876728635,0.28343612876728635,ok,pooled_window_object_pc1_ar1,0.17324925328549873,0.2201485474660497,0.2639329902851798,0.3270671015509684,0.20679320679320679,0.41723768447679044,0.22752596699963068,0.25912547020122084,0.3435955800206673,0.000999000999000999,0.28343612876728635,0.20253013486585966,0.23849639140214615,0.3133612567115337,0.022977022977022976,-0.09068373699968107,0.1581122142755696,0.0449397373651402,-0.09068373699968107,0.6564137855533057,0.2863290555598248,0.22977022977022976
T1,Je_PC1,H_PC1,Je,H,Je,H,Je→H,1,0.5293557333775308,0.5293557333775308,405,45,1.0,-2,0.7422403652816187,0.7422403652816187,0.6457757833566496,0.6457757833566496,ok,pooled_window_object_pc1_ar1,0.5293557333775308,0.2214172357937527,0.26591226178612226,0.345455221111499,0.000999000999000999,0.7422403652816187,0.23398504463649775,0.2746402703107622,0.3665511865858169,0.000999000999000999,0.6457757833566496,0.21201676357046773,0.25337760950114985,0.32954872101206345,0.000999000999000999,0.2634434715914086,0.46760009497085653,0.3923981738554998,0.2634434715914086,1.9907157715175263,0.003909134343916952,0.00333000333000333
T1,Je_PC1,Jw_PC1,Je,Jw,Je,Jw,Je→Jw,5,-0.19905867524144585,0.19905867524144585,405,45,1.0,-5,-0.2524614419975751,0.2524614419975751,0.047804990737425355,0.047804990737425355,ok,pooled_window_object_pc1_ar1,0.19905867524144585,0.23120053737160362,0.27099725772473987,0.35166862070478966,0.16883116883116883,0.2524614419975751,0.23587750537767063,0.27105448251884173,0.32949198065203217,0.07792207792207792,0.047804990737425355,0.21265835439608177,0.2575983439857813,0.3188009030535451,0.7102897102897103,-0.07193858248329402,-0.018593040521266646,-0.20979335324835593,-0.07193858248329402,0.7345412898739949,0.25263992206140967,0.21103896103896103
T1,Jw_PC1,P_PC1,Jw,P,Jw,P,Jw→P,5,-0.2446866159876968,0.2446866159876968,405,45,1.0,-5,0.06410234747481311,0.06410234747481311,-0.027145546675444825,0.027145546675444825,ok,pooled_window_object_pc1_ar1,0.2446866159876968,0.24545272548571437,0.2779309162806906,0.3428090421394711,0.1018981018981019,0.06410234747481311,0.2449628600948432,0.27360982192785616,0.34888427333337485,0.7732267732267732,0.027145546675444825,0.22111018472286098,0.2657516293170306,0.3354010925671137,0.8551448551448552,-0.0332443002929938,-0.20950747445304305,-0.23860608264158578,-0.0332443002929938,0.88038646172267,0.15676631061246446,0.13586413586413587
T1,Jw_PC1,V_PC1,Jw,V,Jw,V,Jw→V,5,-0.36788578717652876,0.36788578717652876,405,45,1.0,-4,0.33169173230679466,0.33169173230679466,0.07222395329048091,0.07222395329048091,ok,pooled_window_object_pc1_ar1,0.36788578717652876,0.23469210203410973,0.27595201929984886,0.32800950635821824,0.002997002997002997,0.33169173230679466,0.22381646768550031,0.26080236432211323,0.33225782886553523,0.012987012987012988,0.07222395329048091,0.20577778611642059,0.2418991318716389,0.3157803093113581,0.5694305694305695,0.0919337678766799,0.07088936798468143,-0.169675178581158,0.0919337678766799,1.3331512779284462,0.009301043783802405,0.007492507492507492
T1,Jw_PC1,H_PC1,Jw,H,Jw,H,Jw→H,4,-0.32965579148262475,0.32965579148262475,405,45,1.0,-1,-0.08559280293172712,0.08559280293172712,-0.14927960048910952,0.14927960048910952,ok,pooled_window_object_pc1_ar1,0.32965579148262475,0.2381176197433364,0.2723398824743613,0.3560947502731588,0.015984015984015984,0.08559280293172712,0.23600669847385308,0.26784340675509016,0.3490960329936817,0.6113886113886113,0.14927960048910952,0.22079818883849428,0.252962021473724,0.3222650842724235,0.26073926073926074,0.057315909008263444,-0.18225060382336306,-0.10368242098461447,0.057315909008263444,1.2104572730498233,0.03641927692560604,0.028305028305028308
T1,Jw_PC1,Je_PC1,Jw,Je,Jw,Je,Jw→Je,5,-0.18988734160971846,0.18988734160971846,405,45,1.0,-5,-0.092779320400253,0.092779320400253,0.047804990737425355,0.047804990737425355,ok,pooled_window_object_pc1_ar1,0.18988734160971846,0.23844893012131593,0.2691233552115606,0.3317145219844812,0.1918081918081918,0.092779320400253,0.2341460641932714,0.2643366063704373,0.3407149233884929,0.5804195804195804,0.047804990737425355,0.21265835439608177,0.2575983439857813,0.3188009030535451,0.7102897102897103,-0.07923601360184215,-0.17155728597018433,-0.20979335324835593,-0.07923601360184215,0.7055773418863854,0.26973026973026976,0.22565669624493154
S2,P_PC1,V_PC1,P,V,P,V,P→V,1,0.6394803229661475,0.6394803229661475,1170,45,1.0,-1,0.7489337219932808,0.7489337219932808,0.7235800864294752,0.7235800864294752,ok,pooled_window_object_pc1_ar1,0.6394803229661475,0.18124463219594128,0.2102334534576239,0.2647303611187708,0.000999000999000999,0.7489337219932808,0.18118260634967256,0.21173285946694956,0.2809992386804788,0.000999000999000999,0.7235800864294752,0.17218465476855513,0.20071009462385916,0.2531663758944598,0.000999000999000999,0.42924686950852364,0.5372008625263313,0.5228699918056161,0.42924686950852364,3.0417629185501895,0.003909134343916952,0.00333000333000333
S2,P_PC1,H_PC1,P,H,P,H,P→H,1,0.11741111961557296,0.11741111961557296,1170,45,1.0,-2,0.18194122171230312,0.18194122171230312,0.1464274077967423,0.1464274077967423,ok,pooled_window_object_pc1_ar1,0.11741111961557296,0.18117480104267678,0.21364892949593903,0.2832383550089553,0.31868131868131866,0.18194122171230312,0.1847788237869285,0.21244909475519674,0.27563819594084776,0.1038961038961039,0.1464274077967423,0.16997877849772014,0.19993957619919395,0.27267339255725986,0.17782217782217782,-0.09623780988036607,-0.030507873042893624,-0.053512168402451654,-0.09623780988036607,0.5495516401256046,0.40973312401883827,0.3749191984486102
