window,source,target,source_object,target_object,family_direction,T_pos_obs_raw,T_0_obs_raw,T_neg_obs_raw,n_relation_bootstrap,D_pos_neg_obs_raw,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,P_D_pos_neg_lt_0,direction_vs_reverse_label
T1,V_PC1,P_PC1,V,P,V→P,0.78195361063173,0.7732333443067648,0.7004612835660362,1000,0.08149232706569376,0.08558059158928304,0.022142559632641483,0.16051356006339065,0.01319431194067576,0.17950393419211386,0.994,0.006,stable_forward_over_reverse
T1,V_PC1,H_PC1,V,H,V→H,0.4421154402624385,0.4728296011618468,0.44342474960782857,1000,-0.0013093093453900861,-0.0016078299051436819,-0.07129289937889073,0.06190349224478656,-0.08480460238815267,0.0746739466134948,0.497,0.503,forward_reverse_close
T1,V_PC1,Je_PC1,V,Je,V→Je,0.4597588059159943,0.2834361287672864,0.1720190684070954,1000,0.28773973750889886,0.25350637808492543,0.08687119209512698,0.37253875378793044,0.02861013925413109,0.3922108634617847,0.984,0.016,stable_forward_over_reverse
T1,V_PC1,Jw_PC1,V,Jw,V→Jw,0.2832366679763917,0.0722239532904809,0.36068078575641677,1000,-0.07744411778002508,-0.07656526991683299,-0.26816213314203025,0.13007283625427382,-0.306991045745544,0.162354470115301,0.252,0.748,mixed_forward_reverse_unstable
T1,H_PC1,P_PC1,H,P,H→P,0.4900482951971734,0.44160767859445305,0.36167117984620367,1000,0.12837711535096974,0.14600938385132384,0.05496996820759613,0.2678012867095142,0.03541804673738885,0.29133638232908804,0.994,0.006,stable_forward_over_reverse
T1,H_PC1,V_PC1,H,V,H→V,0.4344787073847673,0.4728296011618468,0.4386383699158824,1000,-0.004159662531115105,0.0013477594520743912,-0.06752854387525128,0.07147072182046631,-0.08286681235202162,0.0951370074236678,0.512,0.488,forward_reverse_close
T1,H_PC1,Je_PC1,H,Je,H→Je,0.7596053888592647,0.6457757833566501,0.515846734591056,1000,0.24375865426820864,0.24578717933103014,0.1705885475961402,0.3270822094217544,0.15812072462510454,0.3455179086492148,1.0,0.0,stable_forward_over_reverse
T1,H_PC1,Jw_PC1,H,Jw,H→Jw,0.10544781758348433,0.14927960048910965,0.36358738564737203,1000,-0.2581395680638877,-0.20447051938306623,-0.35844708346609977,-0.03219834516282977,-0.377198700830611,0.020657264671437713,0.036,0.964,reverse_competitive
T1,Je_PC1,P_PC1,Je,P,Je→P,0.28617540960143717,0.31411550440159836,0.31753756119137455,1000,-0.03136215158993738,-0.02834981931590273,-0.09781677219096997,0.0435967990861377,-0.11069882711093347,0.05811892548650014,0.223,0.777,mixed_forward_reverse_unstable
T1,Je_PC1,V_PC1,Je,V,Je→V,0.173249253285499,0.2834361287672864,0.41723768447679027,1000,-0.24398843119129127,-0.20146433061486888,-0.3410903944372324,0.03224643956732453,-0.3622698218572913,0.13233388303220636,0.065,0.935,mixed_forward_reverse_unstable
T1,Je_PC1,H_PC1,Je,H,Je→H,0.5293557333775311,0.6457757833566501,0.7422403652816193,1000,-0.21288463190408824,-0.21539090927050325,-0.2886433072467431,-0.1435438282658929,-0.3100595433175834,-0.13022308935573484,0.0,1.0,reverse_competitive
T1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.1990586752414457,0.047804990737425355,0.25246144199757514,1000,-0.053402766756129455,-0.047588199700600416,-0.27216763076078065,0.1842627827569936,-0.31196970683439124,0.23669494064483712,0.352,0.648,mixed_forward_reverse_unstable
T1,Jw_PC1,P_PC1,Jw,P,Jw→P,0.24468661598769703,0.027145546675444852,0.06410234747481314,1000,0.1805842685128839,0.1251169354590193,-0.04514105338987399,0.29588766887680557,-0.07817824398624948,0.3183001428700744,0.874,0.126,mixed_forward_reverse_unstable
T1,Jw_PC1,V_PC1,Jw,V,Jw→V,0.3678857871765289,0.0722239532904809,0.3316917323067944,1000,0.03619405486973454,0.028737742811515744,-0.13910843207398838,0.18442699918662175,-0.16897109306823327,0.21505446515140342,0.63,0.37,mixed_forward_reverse_unstable
T1,Jw_PC1,H_PC1,Jw,H,Jw→H,0.3296557914826249,0.14927960048910965,0.08559280293172726,1000,0.24406298855089764,0.1825532388483812,-0.022327456007632637,0.3534249682011843,-0.06865731336832481,0.382368045617028,0.942,0.058,mixed_forward_reverse_unstable
T1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.18988734160971846,0.047804990737425355,0.09277932040025297,1000,0.09710802120946549,0.05367884699381196,-0.15090084685505203,0.2763051128273566,-0.1975583384843196,0.3067539332905473,0.655,0.345,mixed_forward_reverse_unstable
S2,P_PC1,V_PC1,P,V,P→V,0.6394803229661487,0.7235800864294752,0.7489337219932807,1000,-0.10945339902713203,-0.11087768139883211,-0.1457893752231127,-0.07864646140701652,-0.15536021044789386,-0.0720835196696855,0.0,1.0,reverse_competitive
S2,P_PC1,H_PC1,P,H,P→H,0.11741111961557289,0.14642740779674243,0.18194122171230326,1000,-0.06453010209673037,-0.05519705006058957,-0.12557973960789018,0.026690738043384458,-0.13857346811427573,0.05202119137818503,0.106,0.894,mixed_forward_reverse_unstable
S2,P_PC1,Je_PC1,P,Je,P→Je,0.10162533226324079,0.0905567639521353,0.07587499348343181,1000,0.02575033877980898,0.02988463276965545,-0.039210928082567736,0.11148718131980469,-0.06222306728068539,0.13875501255514777,0.775,0.225,forward_reverse_close
S2,P_PC1,Jw_PC1,P,Jw,P→Jw,0.15630385748083298,0.12764928204159032,0.1057545844425777,1000,0.05054927303825528,0.03626035891398681,-0.04236825804647156,0.10541074104373686,-0.06087310050550207,0.12357432523169212,0.844,0.156,mixed_forward_reverse_unstable
S2,V_PC1,P_PC1,V,P,V→P,0.7491123751339307,0.7235800864294758,0.641294471859586,1000,0.1078179032743447,0.1095636800692767,0.07361121980577517,0.14737788601544333,0.06639860277580265,0.15412149372931375,1.0,0.0,stable_forward_over_reverse
S2,V_PC1,H_PC1,V,H,V→H,0.38920738092666424,0.41466302636308655,0.4019636387217262,1000,-0.012756257795061954,-0.01353212136173181,-0.05497001479658921,0.023613524152528053,-0.06589299701669535,0.03169565695831369,0.298,0.702,forward_reverse_close
S2,V_PC1,Je_PC1,V,Je,V→Je,0.32621119110947905,0.2599835324990522,0.21679704077228057,1000,0.10941415033719848,0.11480707955679538,0.038811680776709406,0.1854255681722619,0.022880710079161554,0.1986284205972892,0.999,0.001,stable_forward_over_reverse
S2,V_PC1,Jw_PC1,V,Jw,V→Jw,0.39525279436830835,0.3093154717826783,0.234921721006665,1000,0.16033107336164334,0.16191822282794785,0.10151768721920656,0.2321270810329857,0.08866791390746427,0.24469990177830597,1.0,0.0,stable_forward_over_reverse
S2,H_PC1,P_PC1,H,P,H→P,0.19953223243171042,0.14642740779674243,0.1082399149268695,1000,0.09129231750484092,0.08237433395215547,-0.009396229718161302,0.16069175215377285,-0.034362097568605234,0.178049227072581,0.939,0.061,mixed_forward_reverse_unstable
S2,H_PC1,V_PC1,H,V,H→V,0.3959764530850971,0.41466302636308655,0.3836092040947206,1000,0.0123672489903765,0.0137178131039162,-0.026542219071703753,0.057804651731083644,-0.032531085485578655,0.06431988141700985,0.712,0.288,forward_reverse_close
S2,H_PC1,Je_PC1,H,Je,H→Je,0.7116719310269436,0.6402660624400345,0.5586250054737443,1000,0.15304692555319932,0.15546904407854586,0.1227974116561094,0.19062352423221052,0.11817211761227052,0.19966603907628674,1.0,0.0,stable_forward_over_reverse
S2,H_PC1,Jw_PC1,H,Jw,H→Jw,0.2917846616797499,0.26086296287281874,0.2093382061975955,1000,0.08244645548215443,0.08127173285823668,0.03313481275311591,0.13486491947571466,0.020785428704659294,0.14776075182047246,0.988,0.012,stable_forward_over_reverse
S2,Je_PC1,P_PC1,Je,P,Je→P,0.08817177803654914,0.09055676395213541,0.09135938377616923,1000,-0.0031876057396200835,-0.011459808318653227,-0.10104144194229284,0.07866652301240736,-0.1203128581218019,0.09545422043587687,0.404,0.596,forward_reverse_close
S2,Je_PC1,V_PC1,Je,V,Je→V,0.21626318380215834,0.2599835324990522,0.3069357648204515,1000,-0.09067258101829315,-0.09319925988684886,-0.16258078852427313,-0.022131555937256967,-0.1809073013602937,-0.01138945705414644,0.01,0.99,reverse_competitive
S2,Je_PC1,H_PC1,Je,H,Je→H,0.5562065683309719,0.6402660624400345,0.7020242503743056,1000,-0.14581768204333367,-0.1483794037413709,-0.17961757082960733,-0.12004894123995803,-0.18548291708494735,-0.11497784031514892,0.0,1.0,reverse_competitive
S2,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.3154579716540059,0.32841424224140575,0.3202588606192526,1000,-0.004800888965246719,-0.00572854945293952,-0.054186728755925895,0.040629455665668134,-0.061829946094834,0.048230671057835864,0.407,0.593,forward_reverse_close
S2,Jw_PC1,P_PC1,Jw,P,Jw→P,0.1108055559059036,0.12764928204159032,0.133822906911088,1000,-0.0230173510051844,-0.004657766669541774,-0.06786217011030053,0.08504347396056335,-0.08756276982841175,0.1129608919843773,0.39,0.61,forward_reverse_close
S2,Jw_PC1,V_PC1,Jw,V,Jw→V,0.2332419333314855,0.3093154717826783,0.38161032349648566,1000,-0.14836839016500017,-0.14721305800145756,-0.2171787065240708,-0.08020333488113583,-0.2309939960153018,-0.06921039178899269,0.001,0.999,reverse_competitive
S2,Jw_PC1,H_PC1,Jw,H,Jw→H,0.2105960879177032,0.26086296287281874,0.30314351898694325,1000,-0.09254743106924004,-0.09355993267206088,-0.16997921512542816,-0.03093400980377566,-0.19124483266290018,-0.020962132587267052,0.012,0.988,reverse_competitive
S2,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.32509068925831974,0.32841424224140575,0.3158467532363306,1000,0.009243936021989141,0.010308906326285436,-0.028816324339117752,0.05010711505532344,-0.03998447174712872,0.057235073346148656,0.675,0.325,forward_reverse_close
T2,P_PC1,V_PC1,P,V,P→V,0.6196858220578804,0.6696164400214861,0.6704009897453668,1000,-0.05071516768748641,-0.05286121750713552,-0.11850114911663798,0.0103954215746335,-0.12918439513765198,0.02217231541157751,0.095,0.905,mixed_forward_reverse_unstable
T2,P_PC1,H_PC1,P,H,P→H,0.21826472486781862,0.2125379397134614,0.18997470004590256,1000,0.02829002482191606,0.027487706606850137,-0.06358622317338543,0.11156244706493157,-0.08710423453289438,0.13298380975160629,0.728,0.272,forward_reverse_close
T2,P_PC1,Je_PC1,P,Je,P→Je,0.3543396868525793,0.3630787641091251,0.34438484525613605,1000,0.009954841596443276,0.00952067250294256,-0.07187509740629554,0.09827966406665743,-0.08466767401742648,0.11036860579542213,0.56,0.44,forward_reverse_close
T2,P_PC1,Jw_PC1,P,Jw,P→Jw,0.1406458607853869,0.07871530439991159,0.06883718678864434,1000,0.07180867399674257,0.03351159734082735,-0.0819697390630708,0.15450562253589573,-0.10595405213113308,0.17535873262367055,0.669,0.331,mixed_forward_reverse_unstable
T2,V_PC1,P_PC1,V,P,V→P,0.6841907094579996,0.6696164400214861,0.6114354065718836,1000,0.07275530288611609,0.07458279305555013,0.018697322429017945,0.13502325211641003,0.007554336204206139,0.14515037532582223,0.984,0.016,stable_forward_over_reverse
T2,V_PC1,H_PC1,V,H,V→H,0.12449111281130298,0.16728692311923418,0.2511352958127625,1000,-0.12664418300145952,-0.0826588524553214,-0.21768784044367576,0.10315738983020682,-0.23635136921703692,0.14593424658818568,0.191,0.809,mixed_forward_reverse_unstable
T2,V_PC1,Je_PC1,V,Je,V→Je,0.06483202601217664,0.06065249124232668,0.046928854851847744,1000,0.01790317116032889,-0.006325911527572092,-0.1312349537811064,0.10438356344410636,-0.16517758902116633,0.12958669126740244,0.471,0.529,forward_reverse_close
T2,V_PC1,Jw_PC1,V,Jw,V→Jw,0.13104341597378114,0.10870135448167594,0.0966444860038675,1000,0.03439892996991363,0.020732654164641838,-0.11503455270150477,0.1283278375274863,-0.14382336446550473,0.1506145423879996,0.675,0.325,mixed_forward_reverse_unstable
T2,H_PC1,P_PC1,H,P,H→P,0.1619327527080326,0.2125379397134614,0.22159254936511535,1000,-0.059659796657082764,-0.04306591416662382,-0.11527275096332804,0.05646550394438859,-0.13126642055588392,0.08712421588011125,0.164,0.836,mixed_forward_reverse_unstable
T2,H_PC1,V_PC1,H,V,H→V,0.3118876994359603,0.16728692311923418,0.07819303057934052,1000,0.23369466885661977,0.19306490514978664,0.04868509832887071,0.3040695294495062,0.01198165105289298,0.3323023500778543,0.979,0.021,stable_forward_over_reverse
T2,H_PC1,Je_PC1,H,Je,H→Je,0.6668265105704904,0.6530366732305614,0.5997543537200728,1000,0.06707215685041756,0.06790581455860595,0.022865650687420185,0.11585147034170609,0.013882811225493273,0.1263558493309498,0.993,0.007,stable_forward_over_reverse
T2,H_PC1,Jw_PC1,H,Jw,H→Jw,0.15192188727915218,0.018644449054852606,0.08610764869671783,1000,0.06581423858243435,0.05023647584101056,-0.11236543545267454,0.21637045461916787,-0.13464365324541985,0.24909563184463843,0.668,0.332,mixed_forward_reverse_unstable
T2,Je_PC1,P_PC1,Je,P,Je→P,0.34024056835317423,0.36307876410912526,0.3652715956594015,1000,-0.02503102730622725,-0.02543399376841326,-0.09523766149257654,0.04216067959384422,-0.10716383454607041,0.059351993675186024,0.26,0.74,forward_reverse_close
T2,Je_PC1,V_PC1,Je,V,Je→V,0.047059775413650584,0.06065249124232668,0.06032768031127918,1000,-0.013267904897628593,-0.014284459082915705,-0.130700412962647,0.09043826750196023,-0.15142721981360785,0.11968650462761536,0.382,0.618,forward_reverse_close
T2,Je_PC1,H_PC1,Je,H,Je→H,0.611010019229528,0.6530366732305614,0.6685627198720571,1000,-0.05755270064252904,-0.05806434023151135,-0.10436298321448499,-0.017043537481253715,-0.11492637283127213,-0.010421333866366336,0.009,0.991,reverse_competitive
T2,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.12519046734313735,0.14441277184848236,0.1644618829332602,1000,-0.03927141559012284,-0.03675449337303976,-0.14824076777901418,0.05808344582357252,-0.17375935317377295,0.07697107520363744,0.256,0.744,mixed_forward_reverse_unstable
T2,Jw_PC1,P_PC1,Jw,P,Jw→P,0.075899538521653,0.07871530439991159,0.1440332361043405,1000,-0.06813369758268749,-0.03911094827736328,-0.16577987306153721,0.08110808714574376,-0.18057680724387173,0.11133260611972773,0.342,0.658,mixed_forward_reverse_unstable
T2,Jw_PC1,V_PC1,Jw,V,Jw→V,0.08059624755617399,0.10870135448167594,0.11607676658817513,1000,-0.03548051903200114,-0.02337471285672524,-0.10399873740417093,0.09036566207159501,-0.1283871414566033,0.12116585364404289,0.26,0.74,mixed_forward_reverse_unstable
T2,Jw_PC1,H_PC1,Jw,H,Jw→H,0.09714982245901183,0.018644449054852606,0.037589127571364456,1000,0.05956069488764737,0.020600225512728308,-0.09631873017375263,0.15498039964457735,-0.12132634467626213,0.17652925248898307,0.546,0.454,mixed_forward_reverse_unstable
T2,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.18171746214069334,0.14441277184848236,0.11232684141990992,1000,0.06939062072078342,0.04784787474028077,-0.07179366741734,0.13588967355603343,-0.1087966908438533,0.15983537648221116,0.825,0.175,mixed_forward_reverse_unstable
S3,P_PC1,V_PC1,P,V,P→V,0.6261722154348291,0.6478400275796485,0.6090683987980474,1000,0.017103816636781732,0.017470040158964535,-0.01903384221766612,0.055503910262771274,-0.02426198254081696,0.06270098737266241,0.758,0.242,forward_reverse_close
S3,P_PC1,H_PC1,P,H,P→H,0.2280041904092317,0.28440606359203846,0.33567474540999254,1000,-0.10767055500076084,-0.10362366760565248,-0.18247006649645056,-0.030506973999575145,-0.19908344052809088,-0.003278358872811179,0.021,0.979,reverse_competitive
S3,P_PC1,Je_PC1,P,Je,P→Je,0.19910960038778835,0.24103131328880045,0.32258177247925235,1000,-0.123472172091464,-0.12307115807811533,-0.22788938181770332,-0.027237163398941583,-0.2534565858937502,-0.012242021160765186,0.011,0.989,reverse_competitive
S3,P_PC1,Jw_PC1,P,Jw,P→Jw,0.11627370229034786,0.08815769345994168,0.08060235959672508,1000,0.03567134269362278,0.023512690314770147,-0.07371427393542017,0.10988081465082362,-0.09519390766214704,0.12955236822523167,0.718,0.282,mixed_forward_reverse_unstable
S3,V_PC1,P_PC1,V,P,V→P,0.6148785828644779,0.6478400275796485,0.6219249210981941,1000,-0.007046338233716143,-0.00723498884572087,-0.05159176232775929,0.03146810137279766,-0.06055340054512195,0.03924975132152759,0.395,0.605,forward_reverse_close
S3,V_PC1,H_PC1,V,H,V→H,0.15659478683809155,0.14989417728800356,0.1282587518447258,1000,0.02833603499336576,0.02608424297880746,-0.07157375035473333,0.1104411311756381,-0.09052432777661662,0.12056490730002704,0.766,0.234,forward_reverse_close
S3,V_PC1,Je_PC1,V,Je,V→Je,0.09795123498139982,0.002270193206417356,0.11067445848360435,1000,-0.012723223502204534,-0.002492196639455556,-0.14011087624213667,0.14602890609027408,-0.1670324588346088,0.1727131176120581,0.47,0.53,forward_reverse_close
S3,V_PC1,Jw_PC1,V,Jw,V→Jw,0.12073730158861763,0.06109691487723464,0.03143494012547163,1000,0.089302361463146,0.04607876680523607,-0.07910850499214271,0.15693412351374947,-0.11478543387285606,0.18481902299061273,0.744,0.256,mixed_forward_reverse_unstable
S3,H_PC1,P_PC1,H,P,H→P,0.2907916790643606,0.28440606359203846,0.2555439661811268,1000,0.035247712883233806,0.03473277531204505,-0.01659046164258667,0.0899871799453723,-0.029367511734008894,0.09759584493794225,0.894,0.106,mixed_forward_reverse_unstable
S3,H_PC1,V_PC1,H,V,H→V,0.16088676342301697,0.14989417728800356,0.13347392056305668,1000,0.02741284285996029,0.024969315459787,-0.06089012252336173,0.10111571536640958,-0.07506588683770454,0.11740856516935537,0.747,0.253,forward_reverse_close
S3,H_PC1,Je_PC1,H,Je,H→Je,0.6277047728464096,0.6252933291434606,0.600999287500557,1000,0.026705485345852598,0.027430061002459538,-0.004205210591526248,0.05898328352451446,-0.010536024434469573,0.06688440763120106,0.917,0.083,forward_reverse_close
S3,H_PC1,Jw_PC1,H,Jw,H→Jw,0.2592658198239588,0.13178220972173235,0.06887228755570597,1000,0.19039353226825284,0.14856192844952573,-0.0017231658386033426,0.26342961326967185,-0.04540054548903365,0.27880023257445535,0.947,0.053,mixed_forward_reverse_unstable
S3,Je_PC1,P_PC1,Je,P,Je→P,0.2686127637115196,0.24103131328880054,0.21528151815825378,1000,0.05333124555326582,0.05774448874063026,-0.0073134348856354935,0.1426030643142698,-0.01651085065301999,0.16503166254697235,0.923,0.077,mixed_forward_reverse_unstable
S3,Je_PC1,V_PC1,Je,V,Je→V,0.02502329706877027,0.002270193206417356,0.023178796389345568,1000,0.001844500679424703,-0.01157116815500822,-0.1077669194449675,0.08400365028665431,-0.12932876395001092,0.10526903960623457,0.414,0.586,forward_reverse_close
S3,Je_PC1,H_PC1,Je,H,Je→H,0.604948442541196,0.6252933291434606,0.6196088624056058,1000,-0.014660419864409802,-0.015363807922527313,-0.050933738226452724,0.018144938677523252,-0.057113447596616115,0.023941129327911717,0.218,0.782,forward_reverse_close
S3,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,0.14435005197085296,0.15267467716092842,0.1935371707842397,1000,-0.04918711881338675,-0.050540113003667037,-0.14373136650265783,0.04212412201701302,-0.16457770095099689,0.05714521086399772,0.181,0.819,mixed_forward_reverse_unstable
S3,Jw_PC1,P_PC1,Jw,P,Jw→P,0.11640579531978608,0.08815769345994168,0.1425098039479465,1000,-0.02610400862816041,-0.021642937469803433,-0.12213664454896137,0.10640499000211684,-0.136764025772743,0.12770437495208414,0.341,0.659,forward_reverse_close
S3,Jw_PC1,V_PC1,Jw,V,Jw→V,0.06075743438729932,0.06109691487723464,0.11127023171001227,1000,-0.05051279732271295,-0.03025015181987071,-0.15718231146757955,0.09733976639106079,-0.17565418469983848,0.12961444625119187,0.337,0.663,mixed_forward_reverse_unstable
S3,Jw_PC1,H_PC1,Jw,H,Jw→H,0.06595388772848783,0.13178220972173235,0.3138341021642945,1000,-0.2478802144358067,-0.1976157865829408,-0.3066413876613811,-0.05430541387297257,-0.3315076162796578,-0.025203292908871706,0.015,0.985,reverse_competitive
S3,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,0.20614247032898153,0.15267467716092842,0.15815048928695544,1000,0.047991981042026094,0.03857648289406343,-0.08992347097611873,0.15312675307272097,-0.11466545441619683,0.17165923351290302,0.724,0.276,mixed_forward_reverse_unstable
T3,P_PC1,V_PC1,P,V,P→V,0.5887596634330134,0.6099776850058377,0.5697629735487465,1000,0.01899668988426695,0.019150701369033265,-0.04004102196249981,0.07441570997232698,-0.05202694885641339,0.08572872714282014,0.713,0.287,forward_reverse_close
T3,P_PC1,H_PC1,P,H,P→H,0.5214485733152694,0.5460458618895196,0.538152611308918,1000,-0.016704037993648613,-0.017318032350511867,-0.07283340945358333,0.04067512826608552,-0.08593453051664067,0.04982999925470417,0.299,0.701,forward_reverse_close
