window,source,target,source_object,target_object,family_direction,lag,n_pairs,n_years_used,valid_year_fraction,r,signed_r,abs_r,eff_n,p_effn,same_year_only,target_window_rule,sample_status
S1,H_PC1,Jw_PC1,H,Jw,H→Jw,-10,1665,45,1.0,0.11713315974347034,0.11713315974347034,0.11713315974347034,90.11474405694612,0.2720704034414707,True,True,ok
S1,Je_PC1,P_PC1,Je,P,Je→P,-10,1665,45,1.0,0.03706087240728489,0.03706087240728489,0.03706087240728489,108.19234407732318,0.70373551740824,True,True,ok
S1,Je_PC1,V_PC1,Je,V,Je→V,-10,1665,45,1.0,0.10662764374969844,0.10662764374969844,0.10662764374969844,110.90456592929338,0.2662053074378905,True,True,ok
S1,Je_PC1,H_PC1,Je,H,Je→H,-10,1665,45,1.0,0.2161898577515222,0.2161898577515222,0.2161898577515222,90.11474405694612,0.04034858391936713,True,True,ok
S1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,-10,1665,45,1.0,0.21777081980986138,0.21777081980986138,0.21777081980986138,85.32851511169518,0.04463258423087346,True,True,ok
S1,Jw_PC1,P_PC1,Jw,P,Jw→P,-10,1665,45,1.0,0.017798645036231946,0.017798645036231946,0.017798645036231946,108.19234407732318,0.8551369230195602,True,True,ok
S1,Jw_PC1,V_PC1,Jw,V,Jw→V,-10,1665,45,1.0,-0.04860159907559743,-0.04860159907559743,0.04860159907559743,110.90456592929338,0.6133779870859799,True,True,ok
S1,Jw_PC1,H_PC1,Jw,H,Jw→H,-10,1665,45,1.0,-0.0069084473447743955,-0.0069084473447743955,0.0069084473447743955,90.11474405694612,0.9485870664330609,True,True,ok
S1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,-10,1665,45,1.0,-0.036219476018011794,-0.036219476018011794,0.036219476018011794,85.32851511169518,0.7423208760424818,True,True,ok
S1,P_PC1,V_PC1,P,V,P→V,-9,1665,45,1.0,0.11319830865698911,0.11319830865698911,0.11319830865698911,133.72206721896532,0.1936662047546338,True,True,ok
S1,P_PC1,H_PC1,P,H,P→H,-9,1665,45,1.0,-0.033333548337053154,-0.033333548337053154,0.033333548337053154,112.97072469476832,0.7265726850092422,True,True,ok
S1,P_PC1,Je_PC1,P,Je,P→Je,-9,1665,45,1.0,0.012128345177079192,0.012128345177079192,0.012128345177079192,108.19234407732318,0.9009998137366413,True,True,ok
S1,P_PC1,Jw_PC1,P,Jw,P→Jw,-9,1665,45,1.0,0.12328349531241226,0.12328349531241226,0.12328349531241226,108.19234407732318,0.20376369754302281,True,True,ok
S1,V_PC1,P_PC1,V,P,V→P,-9,1665,45,1.0,0.1275689796068615,0.1275689796068615,0.1275689796068615,133.72206721896532,0.14250280965602835,True,True,ok
S1,V_PC1,H_PC1,V,H,V→H,-9,1665,45,1.0,-0.03671579961646912,-0.03671579961646912,0.03671579961646912,115.68189550668095,0.6965958268409171,True,True,ok
S1,V_PC1,Je_PC1,V,Je,V→Je,-9,1665,45,1.0,0.01222753944338519,0.01222753944338519,0.01222753944338519,110.90456592929338,0.8989225966269963,True,True,ok
S1,V_PC1,Jw_PC1,V,Jw,V→Jw,-9,1665,45,1.0,0.13121173912491282,0.13121173912491282,0.13121173912491282,110.90456592929338,0.1704081333355565,True,True,ok
S1,H_PC1,P_PC1,H,P,H→P,-9,1665,45,1.0,0.09709233630358115,0.09709233630358115,0.09709233630358115,112.97072469476832,0.3070672649470012,True,True,ok
S1,H_PC1,V_PC1,H,V,H→V,-9,1665,45,1.0,0.17865004030172463,0.17865004030172463,0.17865004030172463,115.68189550668095,0.05524155053205071,True,True,ok
S1,H_PC1,Je_PC1,H,Je,H→Je,-9,1665,45,1.0,0.21344303915292026,0.21344303915292026,0.21344303915292026,90.11474405694612,0.04304381540509494,True,True,ok
S1,H_PC1,Jw_PC1,H,Jw,H→Jw,-9,1665,45,1.0,0.11690282376312718,0.11690282376312718,0.11690282376312718,90.11474405694612,0.27302301359497694,True,True,ok
S1,Je_PC1,P_PC1,Je,P,Je→P,-9,1665,45,1.0,0.032065688568381,0.032065688568381,0.032065688568381,108.19234407732318,0.7421639026245144,True,True,ok
S1,Je_PC1,V_PC1,Je,V,Je→V,-9,1665,45,1.0,0.1145635254817574,0.1145635254817574,0.1145635254817574,110.90456592929338,0.2319695551548686,True,True,ok
S1,Je_PC1,H_PC1,Je,H,Je→H,-9,1665,45,1.0,0.24285763417546072,0.24285763417546072,0.24285763417546072,90.11474405694612,0.02072655818148661,True,True,ok
S1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,-9,1665,45,1.0,0.2526457826272831,0.2526457826272831,0.2526457826272831,85.32851511169518,0.01912349559152582,True,True,ok
S1,Jw_PC1,P_PC1,Jw,P,Jw→P,-9,1665,45,1.0,0.014948227997086757,0.014948227997086757,0.014948227997086757,108.19234407732318,0.8781416644687023,True,True,ok
S1,Jw_PC1,V_PC1,Jw,V,Jw→V,-9,1665,45,1.0,-0.07087149498435683,-0.07087149498435683,0.07087149498435683,110.90456592929338,0.46086150508187185,True,True,ok
S1,Jw_PC1,H_PC1,Jw,H,Jw→H,-9,1665,45,1.0,-0.018837254945404436,-0.018837254945404436,0.018837254945404436,90.11474405694612,0.8604205504588851,True,True,ok
S1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,-9,1665,45,1.0,-0.03426369601779343,-0.03426369601779343,0.03426369601779343,85.32851511169518,0.7557902772928475,True,True,ok
S1,P_PC1,V_PC1,P,V,P→V,-8,1665,45,1.0,0.13427136711376106,0.13427136711376106,0.13427136711376106,133.72206721896532,0.12246681552028393,True,True,ok
S1,P_PC1,H_PC1,P,H,P→H,-8,1665,45,1.0,-0.029043463089978787,-0.029043463089978787,0.029043463089978787,112.97072469476832,0.760628503868914,True,True,ok
S1,P_PC1,Je_PC1,P,Je,P→Je,-8,1665,45,1.0,0.008505799502915258,0.008505799502915258,0.008505799502915258,108.19234407732318,0.9304804218419469,True,True,ok
S1,P_PC1,Jw_PC1,P,Jw,P→Jw,-8,1665,45,1.0,0.15492121922114438,0.15492121922114438,0.15492121922114438,108.19234407732318,0.10919511146802985,True,True,ok
S1,V_PC1,P_PC1,V,P,V→P,-8,1665,45,1.0,0.1265893428436739,0.1265893428436739,0.1265893428436739,133.72206721896532,0.1456277944158555,True,True,ok
S1,V_PC1,H_PC1,V,H,V→H,-8,1665,45,1.0,-0.0388092345221309,-0.0388092345221309,0.0388092345221309,115.68189550668095,0.6802120757777725,True,True,ok
S1,V_PC1,Je_PC1,V,Je,V→Je,-8,1665,45,1.0,0.01178471898870787,0.01178471898870787,0.01178471898870787,110.90456592929338,0.9025648656529313,True,True,ok
S1,V_PC1,Jw_PC1,V,Jw,V→Jw,-8,1665,45,1.0,0.14814262111768345,0.14814262111768345,0.14814262111768345,110.90456592929338,0.12107650005337334,True,True,ok
S1,H_PC1,P_PC1,H,P,H→P,-8,1665,45,1.0,0.09798804540910422,0.09798804540910422,0.09798804540910422,112.97072469476832,0.302597849018476,True,True,ok
S1,H_PC1,V_PC1,H,V,H→V,-8,1665,45,1.0,0.1754578024150531,0.1754578024150531,0.1754578024150531,115.68189550668095,0.059837552718400744,True,True,ok
S1,H_PC1,Je_PC1,H,Je,H→Je,-8,1665,45,1.0,0.24654176649428025,0.24654176649428025,0.24654176649428025,90.11474405694612,0.01879840015244083,True,True,ok
S1,H_PC1,Jw_PC1,H,Jw,H→Jw,-8,1665,45,1.0,0.1293313813937883,0.1293313813937883,0.1293313813937883,90.11474405694612,0.2247795137002664,True,True,ok
S1,Je_PC1,P_PC1,Je,P,Je→P,-8,1665,45,1.0,0.02031232700659277,0.02031232700659277,0.02031232700659277,108.19234407732318,0.8349489588298831,True,True,ok
S1,Je_PC1,V_PC1,Je,V,Je→V,-8,1665,45,1.0,0.12616498463580553,0.12616498463580553,0.12616498463580553,110.90456592929338,0.187642133695757,True,True,ok
S1,Je_PC1,H_PC1,Je,H,Je→H,-8,1665,45,1.0,0.27441895925933246,0.27441895925933246,0.27441895925933246,90.11474405694612,0.008572163592752702,True,True,ok
S1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,-8,1665,45,1.0,0.29336541285118845,0.29336541285118845,0.29336541285118845,85.32851511169518,0.006098857279585257,True,True,ok
S1,Jw_PC1,P_PC1,Jw,P,Jw→P,-8,1665,45,1.0,0.0023216423043945127,0.0023216423043945127,0.0023216423043945127,108.19234407732318,0.9810029057073737,True,True,ok
S1,Jw_PC1,V_PC1,Jw,V,Jw→V,-8,1665,45,1.0,-0.10185551519365604,-0.10185551519365604,0.10185551519365604,110.90456592929338,0.2883593456968643,True,True,ok
S1,Jw_PC1,H_PC1,Jw,H,Jw→H,-8,1665,45,1.0,-0.03376712454936459,-0.03376712454936459,0.03376712454936459,90.11474405694612,0.7525443094274475,True,True,ok
S1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,-8,1665,45,1.0,-0.03935780577015566,-0.03935780577015566,0.03935780577015566,85.32851511169518,0.7208688312086002,True,True,ok
S1,P_PC1,V_PC1,P,V,P→V,-7,1665,45,1.0,0.17614862524667702,0.17614862524667702,0.17614862524667702,133.72206721896532,0.04183075339631226,True,True,ok
S1,P_PC1,H_PC1,P,H,P→H,-7,1665,45,1.0,-0.01479868354278898,-0.01479868354278898,0.01479868354278898,112.97072469476832,0.8766631928861468,True,True,ok
S1,P_PC1,Je_PC1,P,Je,P→Je,-7,1665,45,1.0,0.007124781539811469,0.007124781539811469,0.007124781539811469,108.19234407732318,0.9417461485292453,True,True,ok
S1,P_PC1,Jw_PC1,P,Jw,P→Jw,-7,1665,45,1.0,0.19517601599720255,0.19517601599720255,0.19517601599720255,108.19234407732318,0.04258007466180258,True,True,ok
S1,V_PC1,P_PC1,V,P,V→P,-7,1665,45,1.0,0.12035702871846479,0.12035702871846479,0.12035702871846479,133.72206721896532,0.16672926703016522,True,True,ok
S1,V_PC1,H_PC1,V,H,V→H,-7,1665,45,1.0,-0.038467881348964575,-0.038467881348964575,0.038467881348964575,115.68189550668095,0.682873740143433,True,True,ok
S1,V_PC1,Je_PC1,V,Je,V→Je,-7,1665,45,1.0,0.008205475139222698,0.008205475139222698,0.008205475139222698,110.90456592929338,0.9320721588185918,True,True,ok
S1,V_PC1,Jw_PC1,V,Jw,V→Jw,-7,1665,45,1.0,0.18432084937436333,0.18432084937436333,0.18432084937436333,110.90456592929338,0.052768805734621615,True,True,ok
S1,H_PC1,P_PC1,H,P,H→P,-7,1665,45,1.0,0.08411732920071216,0.08411732920071216,0.08411732920071216,112.97072469476832,0.3765871831899159,True,True,ok
S1,H_PC1,V_PC1,H,V,H→V,-7,1665,45,1.0,0.15640262461696092,0.15640262461696092,0.15640262461696092,115.68189550668095,0.09413440945442852,True,True,ok
S1,H_PC1,Je_PC1,H,Je,H→Je,-7,1665,45,1.0,0.2760022964754176,0.2760022964754176,0.2760022964754176,90.11474405694612,0.008177528860177974,True,True,ok
S1,H_PC1,Jw_PC1,H,Jw,H→Jw,-7,1665,45,1.0,0.15655769623869725,0.15655769623869725,0.15655769623869725,90.11474405694612,0.1406559347093439,True,True,ok
S1,Je_PC1,P_PC1,Je,P,Je→P,-7,1665,45,1.0,0.00900410172318512,0.00900410172318512,0.00900410172318512,108.19234407732318,0.9264187311039831,True,True,ok
S1,Je_PC1,V_PC1,Je,V,Je→V,-7,1665,45,1.0,0.15600185483391318,0.15600185483391318,0.15600185483391318,110.90456592929338,0.10229170249250141,True,True,ok
S1,Je_PC1,H_PC1,Je,H,Je→H,-7,1665,45,1.0,0.3187626459173871,0.3187626459173871,0.3187626459173871,90.11474405694612,0.0020521675070421797,True,True,ok
S1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,-7,1665,45,1.0,0.3291686963625629,0.3291686963625629,0.3291686963625629,85.32851511169518,0.0019209315430193108,True,True,ok
S1,Jw_PC1,P_PC1,Jw,P,Jw→P,-7,1665,45,1.0,-0.022669458726226086,-0.022669458726226086,0.022669458726226086,108.19234407732318,0.8161144810065084,True,True,ok
S1,Jw_PC1,V_PC1,Jw,V,Jw→V,-7,1665,45,1.0,-0.13909612762594045,-0.13909612762594045,0.13909612762594045,110.90456592929338,0.14585796989966981,True,True,ok
S1,Jw_PC1,H_PC1,Jw,H,Jw→H,-7,1665,45,1.0,-0.04985127681427835,-0.04985127681427835,0.04985127681427835,90.11474405694612,0.6414486519579425,True,True,ok
S1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,-7,1665,45,1.0,-0.05109174398153051,-0.05109174398153051,0.05109174398153051,85.32851511169518,0.6426583047731418,True,True,ok
S1,P_PC1,V_PC1,P,V,P→V,-6,1665,45,1.0,0.2525089186161676,0.2525089186161676,0.2525089186161676,133.72206721896532,0.0031690198469129793,True,True,ok
S1,P_PC1,H_PC1,P,H,P→H,-6,1665,45,1.0,0.01763143783665559,0.01763143783665559,0.01763143783665559,112.97072469476832,0.8532959925600141,True,True,ok
S1,P_PC1,Je_PC1,P,Je,P→Je,-6,1665,45,1.0,0.01262303706422985,0.01262303706422985,0.01262303706422985,108.19234407732318,0.896983439563817,True,True,ok
S1,P_PC1,Jw_PC1,P,Jw,P→Jw,-6,1665,45,1.0,0.22733221186317795,0.22733221186317795,0.22733221186317795,108.19234407732318,0.017641707158309483,True,True,ok
S1,V_PC1,P_PC1,V,P,V→P,-6,1665,45,1.0,0.10984134518276223,0.10984134518276223,0.10984134518276223,133.72206721896532,0.20732870816023308,True,True,ok
S1,V_PC1,H_PC1,V,H,V→H,-6,1665,45,1.0,-0.031303320841494335,-0.031303320841494335,0.031303320841494335,115.68189550668095,0.7395881721310529,True,True,ok
S1,V_PC1,Je_PC1,V,Je,V→Je,-6,1665,45,1.0,0.0028247144903545476,0.0028247144903545476,0.0028247144903545476,110.90456592929338,0.9765915116362998,True,True,ok
S1,V_PC1,Jw_PC1,V,Jw,V→Jw,-6,1665,45,1.0,0.23441926265521784,0.23441926265521784,0.23441926265521784,110.90456592929338,0.013093525325580835,True,True,ok
S1,H_PC1,P_PC1,H,P,H→P,-6,1665,45,1.0,0.055546591516347256,0.055546591516347256,0.055546591516347256,112.97072469476832,0.5598258247488981,True,True,ok
S1,H_PC1,V_PC1,H,V,H→V,-6,1665,45,1.0,0.14018632613032952,0.14018632613032952,0.14018632613032952,115.68189550668095,0.13414186760390745,True,True,ok
S1,H_PC1,Je_PC1,H,Je,H→Je,-6,1665,45,1.0,0.29945895738348566,0.29945895738348566,0.29945895738348566,90.11474405694612,0.003934555045742361,True,True,ok
S1,H_PC1,Jw_PC1,H,Jw,H→Jw,-6,1665,45,1.0,0.19366755983367706,0.19366755983367706,0.19366755983367706,90.11474405694612,0.06714182187112083,True,True,ok
S1,Je_PC1,P_PC1,Je,P,Je→P,-6,1665,45,1.0,0.011908725760604283,0.011908725760604283,0.011908725760604283,108.19234407732318,0.9027836941662515,True,True,ok
S1,Je_PC1,V_PC1,Je,V,Je→V,-6,1665,45,1.0,0.21731875014077465,0.21731875014077465,0.21731875014077465,110.90456592929338,0.021789079748673057,True,True,ok
S1,Je_PC1,H_PC1,Je,H,Je→H,-6,1665,45,1.0,0.3875322165117331,0.3875322165117331,0.3875322165117331,90.11474405694612,0.000135405817161649,True,True,ok
S1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,-6,1665,45,1.0,0.34618723461770745,0.34618723461770745,0.34618723461770745,85.32851511169518,0.0010510561712302469,True,True,ok
S1,Jw_PC1,P_PC1,Jw,P,Jw→P,-6,1665,45,1.0,-0.059183190122421535,-0.059183190122421535,0.059183190122421535,108.19234407732318,0.543378078411336,True,True,ok
S1,Jw_PC1,V_PC1,Jw,V,Jw→V,-6,1665,45,1.0,-0.17825216430742855,-0.17825216430742855,0.17825216430742855,110.90456592929338,0.06125837528623501,True,True,ok
S1,Jw_PC1,H_PC1,Jw,H,Jw→H,-6,1665,45,1.0,-0.06438960674125423,-0.06438960674125423,0.06438960674125423,90.11474405694612,0.5472974035019598,True,True,ok
S1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,-6,1665,45,1.0,-0.06768635305700349,-0.06768635305700349,0.06768635305700349,85.32851511169518,0.5384932824702755,True,True,ok
S1,P_PC1,V_PC1,P,V,P→V,-5,1665,45,1.0,0.37662432416017466,0.37662432416017466,0.37662432416017466,133.72206721896532,5.9266239285094e-06,True,True,ok
S1,P_PC1,H_PC1,P,H,P→H,-5,1665,45,1.0,0.07307905374213214,0.07307905374213214,0.07307905374213214,112.97072469476832,0.44264985101591914,True,True,ok
S1,P_PC1,Je_PC1,P,Je,P→Je,-5,1665,45,1.0,0.032940702474094544,0.032940702474094544,0.032940702474094544,108.19234407732318,0.7353834918969522,True,True,ok
S1,P_PC1,Jw_PC1,P,Jw,P→Jw,-5,1665,45,1.0,0.23669078477637395,0.23669078477637395,0.23669078477637395,108.19234407732318,0.013342287572826628,True,True,ok
S1,V_PC1,P_PC1,V,P,V→P,-5,1665,45,1.0,0.1031232846543511,0.1031232846543511,0.1031232846543511,133.72206721896532,0.23670867066266954,True,True,ok
S1,V_PC1,H_PC1,V,H,V→H,-5,1665,45,1.0,-0.00563454483519379,-0.00563454483519379,0.00563454483519379,115.68189550668095,0.952305128680937,True,True,ok
S1,V_PC1,Je_PC1,V,Je,V→Je,-5,1665,45,1.0,0.0018954992500285325,0.0018954992500285325,0.0018954992500285325,110.90456592929338,0.9842907284082028,True,True,ok
S1,V_PC1,Jw_PC1,V,Jw,V→Jw,-5,1665,45,1.0,0.2829649947555561,0.2829649947555561,0.2829649947555561,110.90456592929338,0.0025126949776734797,True,True,ok
S1,H_PC1,P_PC1,H,P,H→P,-5,1665,45,1.0,0.025477871751924133,0.025477871751924133,0.025477871751924133,112.97072469476832,0.7892871164797466,True,True,ok
S1,H_PC1,V_PC1,H,V,H→V,-5,1665,45,1.0,0.15483392575080962,0.15483392575080962,0.15483392575080962,115.68189550668095,0.09753659468662557,True,True,ok
S1,H_PC1,Je_PC1,H,Je,H→Je,-5,1665,45,1.0,0.32593002786772957,0.32593002786772957,0.32593002786772957,90.11474405694612,0.0015927489815004137,True,True,ok
S1,H_PC1,Jw_PC1,H,Jw,H→Jw,-5,1665,45,1.0,0.22800258904522938,0.22800258904522938,0.22800258904522938,90.11474405694612,0.03030054658191217,True,True,ok
S1,Je_PC1,P_PC1,Je,P,Je→P,-5,1665,45,1.0,0.04496370341801793,0.04496370341801793,0.04496370341801793,108.19234407732318,0.6444586956018625,True,True,ok
S1,Je_PC1,V_PC1,Je,V,Je→V,-5,1665,45,1.0,0.3085007560760286,0.3085007560760286,0.3085007560760286,110.90456592929338,0.0009246187850331378,True,True,ok
S1,Je_PC1,H_PC1,Je,H,Je→H,-5,1665,45,1.0,0.48674103358908355,0.48674103358908355,0.48674103358908355,90.11474405694612,6.927351845487095e-07,True,True,ok
S1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,-5,1665,45,1.0,0.33297494858729587,0.33297494858729587,0.33297494858729587,85.32851511169518,0.0016838362488527103,True,True,ok
S1,Jw_PC1,P_PC1,Jw,P,Jw→P,-5,1665,45,1.0,-0.10272678997914261,-0.10272678997914261,0.10272678997914261,108.19234407732318,0.2903610797571652,True,True,ok
S1,Jw_PC1,V_PC1,Jw,V,Jw→V,-5,1665,45,1.0,-0.2129619988204498,-0.2129619988204498,0.2129619988204498,110.90456592929338,0.02466742218950646,True,True,ok
S1,Jw_PC1,H_PC1,Jw,H,Jw→H,-5,1665,45,1.0,-0.07616262108971711,-0.07616262108971711,0.07616262108971711,90.11474405694612,0.4763129058824136,True,True,ok
S1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,-5,1665,45,1.0,-0.08781848916531089,-0.08781848916531089,0.08781848916531089,85.32851511169518,0.4243602727079332,True,True,ok
S1,P_PC1,V_PC1,P,V,P→V,-4,1665,45,1.0,0.5287495379447381,0.5287495379447381,0.5287495379447381,133.72206721896532,1.7261747586871934e-11,True,True,ok
S1,P_PC1,H_PC1,P,H,P→H,-4,1665,45,1.0,0.14682866885594767,0.14682866885594767,0.14682866885594767,112.97072469476832,0.12091187742457143,True,True,ok
S1,P_PC1,Je_PC1,P,Je,P→Je,-4,1665,45,1.0,0.07801639505524313,0.07801639505524313,0.07801639505524313,108.19234407732318,0.42267363025300053,True,True,ok
S1,P_PC1,Jw_PC1,P,Jw,P→Jw,-4,1665,45,1.0,0.21477014718059478,0.21477014718059478,0.21477014718059478,108.19234407732318,0.02524770582038105,True,True,ok
S1,V_PC1,P_PC1,V,P,V→P,-4,1665,45,1.0,0.13933389662832818,0.13933389662832818,0.13933389662832818,133.72206721896532,0.10882703299989793,True,True,ok
S1,V_PC1,H_PC1,V,H,V→H,-4,1665,45,1.0,0.0559226275016547,0.0559226275016547,0.0559226275016547,115.68189550668095,0.5523460191885152,True,True,ok
S1,V_PC1,Je_PC1,V,Je,V→Je,-4,1665,45,1.0,0.022539074088866667,0.022539074088866667,0.022539074088866667,110.90456592929338,0.8148537222291772,True,True,ok
S1,V_PC1,Jw_PC1,V,Jw,V→Jw,-4,1665,45,1.0,0.31004399820022965,0.31004399820022965,0.31004399820022965,110.90456592929338,0.00086771433198507,True,True,ok
S1,H_PC1,P_PC1,H,P,H→P,-4,1665,45,1.0,0.020071556014672202,0.020071556014672202,0.020071556014672202,112.97072469476832,0.8332676862058068,True,True,ok
S1,H_PC1,V_PC1,H,V,H→V,-4,1665,45,1.0,0.21154724967528893,0.21154724967528893,0.21154724967528893,115.68189550668095,0.022605398776950558,True,True,ok
S1,H_PC1,Je_PC1,H,Je,H→Je,-4,1665,45,1.0,0.37246129860938276,0.37246129860938276,0.37246129860938276,90.11474405694612,0.00026020342546440034,True,True,ok
S1,H_PC1,Jw_PC1,H,Jw,H→Jw,-4,1665,45,1.0,0.246205715934905,0.246205715934905,0.246205715934905,90.11474405694612,0.018967677881517986,True,True,ok
S1,Je_PC1,P_PC1,Je,P,Je→P,-4,1665,45,1.0,0.1100210057003986,0.1100210057003986,0.1100210057003986,108.19234407732318,0.25721496445669345,True,True,ok
S1,Je_PC1,V_PC1,Je,V,Je→V,-4,1665,45,1.0,0.4096503419108106,0.4096503419108106,0.4096503419108106,110.90456592929338,6.165333232388548e-06,True,True,ok
S1,Je_PC1,H_PC1,Je,H,Je→H,-4,1665,45,1.0,0.6050860464984051,0.6050860464984051,0.6050860464984051,90.11474405694612,5.987921269934304e-11,True,True,ok
S1,Je_PC1,Jw_PC1,Je,Jw,Je→Jw,-4,1665,45,1.0,0.2843961453630025,0.2843961453630025,0.2843961453630025,85.32851511169518,0.007963226293872694,True,True,ok
S1,Jw_PC1,P_PC1,Jw,P,Jw→P,-4,1665,45,1.0,-0.14704704985703126,-0.14704704985703126,0.14704704985703126,108.19234407732318,0.12871798752192287,True,True,ok
S1,Jw_PC1,V_PC1,Jw,V,Jw→V,-4,1665,45,1.0,-0.2315532897520819,-0.2315532897520819,0.2315532897520819,110.90456592929338,0.014296115330848291,True,True,ok
S1,Jw_PC1,H_PC1,Jw,H,Jw→H,-4,1665,45,1.0,-0.0820190026088706,-0.0820190026088706,0.0820190026088706,90.11474405694612,0.4429327644370087,True,True,ok
S1,Jw_PC1,Je_PC1,Jw,Je,Jw→Je,-4,1665,45,1.0,-0.1086654907163834,-0.1086654907163834,0.1086654907163834,85.32851511169518,0.32223003719538346,True,True,ok
S1,P_PC1,V_PC1,P,V,P→V,-3,1665,45,1.0,0.6675465449567628,0.6675465449567628,0.6675465449567628,133.72206721896532,0.0,True,True,ok
S1,P_PC1,H_PC1,P,H,P→H,-3,1665,45,1.0,0.22087275624408456,0.22087275624408456,0.22087275624408456,112.97072469476832,0.018521077332847913,True,True,ok
S1,P_PC1,Je_PC1,P,Je,P→Je,-3,1665,45,1.0,0.14906519983427885,0.14906519983427885,0.14906519983427885,108.19234407732318,0.12347760295061372,True,True,ok
S1,P_PC1,Jw_PC1,P,Jw,P→Jw,-3,1665,45,1.0,0.15389448964089789,0.15389448964089789,0.15389448964089789,108.19234407732318,0.11160198890728346,True,True,ok
S1,V_PC1,P_PC1,V,P,V→P,-3,1665,45,1.0,0.23258451731188248,0.23258451731188248,0.23258451731188248,133.72206721896532,0.00675278563657411,True,True,ok
S1,V_PC1,H_PC1,V,H,V→H,-3,1665,45,1.0,0.15075933799069824,0.15075933799069824,0.15075933799069824,115.68189550668095,0.1068251643762721,True,True,ok
S1,V_PC1,Je_PC1,V,Je,V→Je,-3,1665,45,1.0,0.07922544031038123,0.07922544031038123,0.07922544031038123,110.90456592929338,0.40954225515040665,True,True,ok
S1,V_PC1,Jw_PC1,V,Jw,V→Jw,-3,1665,45,1.0,0.298797771473765,0.298797771473765,0.298797771473765,110.90456592929338,0.0013672238239914591,True,True,ok
S1,H_PC1,P_PC1,H,P,H→P,-3,1665,45,1.0,0.04954346045362638,0.04954346045362638,0.04954346045362638,112.97072469476832,0.6030825611915409,True,True,ok
S1,H_PC1,V_PC1,H,V,H→V,-3,1665,45,1.0,0.2954913272689445,0.2954913272689445,0.2954913272689445,115.68189550668095,0.0012245985059053943,True,True,ok
S1,H_PC1,Je_PC1,H,Je,H→Je,-3,1665,45,1.0,0.4504526631628035,0.4504526631628035,0.4504526631628035,90.11474405694612,5.918987252773178e-06,True,True,ok
S1,H_PC1,Jw_PC1,H,Jw,H→Jw,-3,1665,45,1.0,0.23846708904526373,0.23846708904526373,0.23846708904526373,90.11474405694612,0.02324219038113773,True,True,ok
S1,Je_PC1,P_PC1,Je,P,Je→P,-3,1665,45,1.0,0.1939879335300557,0.1939879335300557,0.1939879335300557,108.19234407732318,0.043889889309353336,True,True,ok
