replicate_id,replicate_kind,point_id,point_day,month_day,point_role_group,point_role_detail,is_headline_primary,neighbor_group_id,matched_candidate_id,matched_candidate_kind,nearest_peak_day,nearest_peak_score,day_offset,match_type,matched_flag,strict_match_flag,near_support_flag,no_match_flag,ambiguous_match,match_confidence_class
5,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,158.0,7.793892749582007,-2.0,strict_match,True,True,False,False,False,high_confidence
6,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,8.03958545346999,-1.0,strict_match,True,True,False,False,False,high_confidence
6,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,81.0,10.670441775707053,0.0,strict_match,True,True,False,False,False,high_confidence
6,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,110.0,12.26084262205866,-3.0,matched_point,True,False,False,False,False,moderate_confidence
6,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,137.0,4.156846652089934,5.0,near_support_only,False,False,True,False,False,near_only
6,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,137.0,4.156846652089934,2.0,strict_match,True,True,False,False,False,high_confidence
6,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,161.0,8.083491864688622,1.0,strict_match,True,True,False,False,False,high_confidence
7,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,6.397941492495352,0.0,strict_match,True,True,False,False,False,high_confidence
7,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,76.0,10.537241491033235,-5.0,near_support_only,False,False,True,False,False,near_only
7,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,115.0,10.554698215779053,2.0,strict_match,True,True,False,False,False,high_confidence
7,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
7,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
7,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,164.0,7.352032595469481,4.0,matched_point,True,False,False,False,False,moderate_confidence
8,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,43.0,4.92838967431383,-2.0,strict_match,True,True,False,False,False,high_confidence
8,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,81.0,9.07660118626995,0.0,strict_match,True,True,False,False,False,high_confidence
8,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,112.0,10.55755108593569,-1.0,strict_match,True,True,False,False,False,high_confidence
8,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,136.0,4.821334747068958,4.0,matched_point,True,False,False,False,True,ambiguous
8,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,136.0,4.821334747068958,1.0,strict_match,True,True,False,False,True,ambiguous
8,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,160.0,10.040756725331388,0.0,strict_match,True,True,False,False,False,high_confidence
9,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,10.907159609830563,0.0,strict_match,True,True,False,False,False,high_confidence
9,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,82.0,7.880707992882987,1.0,strict_match,True,True,False,False,False,high_confidence
9,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,114.0,9.365675198880133,1.0,strict_match,True,True,False,False,False,high_confidence
9,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,137.0,6.401919385720536,5.0,near_support_only,False,False,True,False,False,near_only
9,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,137.0,6.401919385720536,2.0,strict_match,True,True,False,False,False,high_confidence
9,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,156.0,7.534020863607469,-4.0,matched_point,True,False,False,False,False,moderate_confidence
10,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,7.500783275679777,-1.0,strict_match,True,True,False,False,False,high_confidence
10,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,80.0,13.067808638411567,-1.0,strict_match,True,True,False,False,False,high_confidence
10,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,113.0,11.018218471027794,0.0,strict_match,True,True,False,False,False,high_confidence
10,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
10,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
10,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,162.0,7.594146296841198,2.0,strict_match,True,True,False,False,False,high_confidence
11,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,7.615067446382155,0.0,strict_match,True,True,False,False,False,high_confidence
11,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,82.0,9.668630349029073,1.0,strict_match,True,True,False,False,False,high_confidence
11,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,113.0,9.74457276806572,0.0,strict_match,True,True,False,False,False,high_confidence
11,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,135.0,5.437647661444426,3.0,matched_point,True,False,False,False,True,ambiguous
11,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,135.0,5.437647661444426,0.0,strict_match,True,True,False,False,True,ambiguous
11,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,161.0,9.802042502125836,1.0,strict_match,True,True,False,False,False,high_confidence
12,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,7.364348263434719,-1.0,strict_match,True,True,False,False,False,high_confidence
12,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,79.0,12.458436545146759,-2.0,strict_match,True,True,False,False,False,high_confidence
12,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,112.0,9.609724125258007,-1.0,strict_match,True,True,False,False,False,high_confidence
12,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
12,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
12,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,161.0,8.50677561964386,1.0,strict_match,True,True,False,False,False,high_confidence
13,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,6.3639803235421635,0.0,strict_match,True,True,False,False,False,high_confidence
13,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,78.0,16.30105872986766,-3.0,matched_point,True,False,False,False,False,moderate_confidence
13,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,113.0,12.302378025488263,0.0,strict_match,True,True,False,False,False,high_confidence
13,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
13,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
13,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,162.0,7.837286634378769,2.0,strict_match,True,True,False,False,False,high_confidence
14,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,8.27100791199613,0.0,strict_match,True,True,False,False,False,high_confidence
14,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,84.0,9.014302651759126,3.0,matched_point,True,False,False,False,False,moderate_confidence
14,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,114.0,9.00483115214529,1.0,strict_match,True,True,False,False,False,high_confidence
14,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
14,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
14,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,155.0,6.005018745561021,-5.0,near_support_only,False,False,True,False,False,near_only
15,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,,,,,,no_match,False,False,False,True,False,no_match
15,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,77.0,9.153976146067516,-4.0,matched_point,True,False,False,False,False,moderate_confidence
15,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,114.0,10.338682683212557,1.0,strict_match,True,True,False,False,False,high_confidence
15,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,131.0,5.872050225439424,-1.0,strict_match,True,True,False,False,True,ambiguous
15,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,131.0,5.872050225439424,-4.0,matched_point,True,False,False,False,True,ambiguous
15,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,160.0,7.402777686324677,0.0,strict_match,True,True,False,False,False,high_confidence
16,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,6.656919021826694,0.0,strict_match,True,True,False,False,False,high_confidence
16,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,76.0,6.830231167908407,-5.0,near_support_only,False,False,True,False,False,near_only
16,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,114.0,10.55214333776548,1.0,strict_match,True,True,False,False,False,high_confidence
16,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
16,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
16,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,156.0,7.825323978972024,-4.0,matched_point,True,False,False,False,False,moderate_confidence
17,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,7.79959120047895,-1.0,strict_match,True,True,False,False,False,high_confidence
17,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,80.0,11.435142798547998,-1.0,strict_match,True,True,False,False,False,high_confidence
17,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,112.0,10.219588885337552,-1.0,strict_match,True,True,False,False,False,high_confidence
17,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,137.0,5.091393398935558,5.0,near_support_only,False,False,True,False,False,near_only
17,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,137.0,5.091393398935558,2.0,strict_match,True,True,False,False,False,high_confidence
17,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,164.0,6.465334093908857,4.0,matched_point,True,False,False,False,False,moderate_confidence
18,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,46.0,6.418581511070558,1.0,strict_match,True,True,False,False,False,high_confidence
18,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,79.0,10.558676800436874,-2.0,strict_match,True,True,False,False,False,high_confidence
18,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,117.0,8.648248962867962,4.0,matched_point,True,False,False,False,False,moderate_confidence
18,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,135.0,7.167778404626468,3.0,matched_point,True,False,False,False,True,ambiguous
18,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,135.0,7.167778404626468,0.0,strict_match,True,True,False,False,True,ambiguous
18,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,161.0,8.430009343540458,1.0,strict_match,True,True,False,False,False,high_confidence
19,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,7.537847830752198,0.0,strict_match,True,True,False,False,False,high_confidence
19,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,83.0,11.95539898734254,2.0,strict_match,True,True,False,False,False,high_confidence
19,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,115.0,10.804308206075872,2.0,strict_match,True,True,False,False,False,high_confidence
19,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,136.0,5.12520822214365,4.0,matched_point,True,False,False,False,True,ambiguous
19,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,136.0,5.12520822214365,1.0,strict_match,True,True,False,False,True,ambiguous
19,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,159.0,9.848945334737166,-1.0,strict_match,True,True,False,False,False,high_confidence
20,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,7.102494208349587,-1.0,strict_match,True,True,False,False,False,high_confidence
20,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,78.0,10.294388045790821,-3.0,matched_point,True,False,False,False,False,moderate_confidence
20,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,110.0,14.724118594853206,-3.0,matched_point,True,False,False,False,False,moderate_confidence
20,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
20,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
20,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,159.0,9.020859428968565,-1.0,strict_match,True,True,False,False,False,high_confidence
21,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP002,formal_primary,45.0,8.28713884280668,0.0,strict_match,True,True,False,False,False,high_confidence
21,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP003,formal_primary,82.0,12.5413137471797,1.0,strict_match,True,True,False,False,False,high_confidence
21,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,110.0,11.764811006191795,-3.0,matched_point,True,False,False,False,False,moderate_confidence
21,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,132.0,4.100023489711299,0.0,strict_match,True,True,False,False,True,ambiguous
21,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,132.0,4.100023489711299,-3.0,matched_point,True,False,False,False,True,ambiguous
21,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,162.0,6.286321003918454,2.0,strict_match,True,True,False,False,False,high_confidence
22,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,8.152189429674085,-1.0,strict_match,True,True,False,False,False,high_confidence
22,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,80.0,12.870464524177345,-1.0,strict_match,True,True,False,False,False,high_confidence
22,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,114.0,8.694312669630577,1.0,strict_match,True,True,False,False,False,high_confidence
22,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,132.0,5.754495610301424,0.0,strict_match,True,True,False,False,True,ambiguous
22,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,132.0,5.754495610301424,-3.0,matched_point,True,False,False,False,True,ambiguous
22,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,160.0,8.381130495487282,0.0,strict_match,True,True,False,False,False,high_confidence
23,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,43.0,6.922374863107116,-2.0,strict_match,True,True,False,False,False,high_confidence
23,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,78.0,10.805778529995388,-3.0,matched_point,True,False,False,False,False,moderate_confidence
23,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,115.0,14.594948752489167,2.0,strict_match,True,True,False,False,False,high_confidence
23,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
23,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
23,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,162.0,9.558049327987735,2.0,strict_match,True,True,False,False,False,high_confidence
24,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,6.3296365715781535,0.0,strict_match,True,True,False,False,False,high_confidence
24,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,77.0,8.753459438384604,-4.0,matched_point,True,False,False,False,False,moderate_confidence
24,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,114.0,9.956460283188974,1.0,strict_match,True,True,False,False,False,high_confidence
24,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,132.0,5.028061129300332,0.0,strict_match,True,True,False,False,True,ambiguous
24,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,132.0,5.028061129300332,-3.0,matched_point,True,False,False,False,True,ambiguous
24,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP006,formal_primary,161.0,9.011034349418994,1.0,strict_match,True,True,False,False,False,high_confidence
25,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,43.0,6.49023307589105,-2.0,strict_match,True,True,False,False,False,high_confidence
25,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,80.0,12.695154944728083,-1.0,strict_match,True,True,False,False,False,high_confidence
25,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,112.0,9.224553561109625,-1.0,strict_match,True,True,False,False,False,high_confidence
25,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
25,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
25,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP004,formal_primary,156.0,7.423433063019842,-4.0,matched_point,True,False,False,False,False,moderate_confidence
26,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP002,formal_primary,45.0,4.212039353875841,0.0,strict_match,True,True,False,False,False,high_confidence
26,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP003,formal_primary,77.0,11.529846099719068,-4.0,matched_point,True,False,False,False,False,moderate_confidence
26,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,112.0,9.933593578831685,-1.0,strict_match,True,True,False,False,False,high_confidence
26,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,,,,,,no_match,False,False,False,True,False,no_match
26,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,,,,,,no_match,False,False,False,True,False,no_match
26,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,161.0,7.373660133360948,1.0,strict_match,True,True,False,False,False,high_confidence
27,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,45.0,5.8705065339639555,0.0,strict_match,True,True,False,False,False,high_confidence
27,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,82.0,13.44679970568114,1.0,strict_match,True,True,False,False,False,high_confidence
27,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP003,formal_primary,114.0,10.527086188240917,1.0,strict_match,True,True,False,False,False,high_confidence
27,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP004,formal_primary,135.0,4.814216552958086,3.0,matched_point,True,False,False,False,True,ambiguous
27,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP004,formal_primary,135.0,4.814216552958086,0.0,strict_match,True,True,False,False,True,ambiguous
27,bootstrap,RP005,160,09-08,formal_primary,headline_primary,True,,RP005,formal_primary,162.0,7.69903032274687,2.0,strict_match,True,True,False,False,False,high_confidence
28,bootstrap,RP001,45,05-16,formal_primary,headline_primary,True,,RP001,formal_primary,44.0,8.372370714683045,-1.0,strict_match,True,True,False,False,False,high_confidence
28,bootstrap,RP002,81,06-21,formal_primary,headline_primary,True,,RP002,formal_primary,79.0,8.17639654246016,-2.0,strict_match,True,True,False,False,False,high_confidence
28,bootstrap,RP003,113,07-23,formal_primary,headline_primary,True,,RP004,formal_primary,114.0,11.37539567393496,1.0,strict_match,True,True,False,False,False,high_confidence
28,bootstrap,LP006,132,08-11,neighbor_competition,neighbor_local_peak,False,NG001,RP005,formal_primary,129.0,7.688019976221813,-3.0,matched_point,True,False,False,False,False,moderate_confidence
28,bootstrap,RP004,135,08-14,formal_primary,headline_primary,True,NG001,RP005,formal_primary,129.0,7.688019976221813,-6.0,near_support_only,False,False,True,False,False,near_only
