window,source_index,target_index,family_direction,v1_status,failure_reason,evidence_tier,v1_stability_judgement,observed_stat_recomputed,observed_lag_recomputed,p_pos_surrogate_existing,p_pos_surrogate_recomputed,abs_diff,same_decision_at_005,same_decision_at_010,match_class,n_surrogate_valid
T3,P_south_band_share_18_24,Jw_axis_lat,P→Jw,lead_lag_yes,,Tier2_main_supported_audit_moderate,significant_lagged_but_tau0_coupled,0.3912826051200155,2,0.0009990009990009,0.000999000999000999,9.90960785651751e-17,True,True,good_match,1000
T3,P_south_band_share_18_24,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09698130489764183,2,0.2157842157842157,0.6233766233766234,0.40759240759240767,True,True,good_match,1000
T3,P_main_minus_south,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.043330141038483566,4,0.8491508491508492,0.999000999000999,0.14985014985014988,True,True,good_match,1000
T3,P_main_minus_south,V_pos_centroid_lat,P→V,lead_lag_yes,,Tier2_main_supported_audit_moderate,significant_lagged_but_tau0_coupled,0.31706990850979433,2,0.0099900099900099,0.014985014985014986,0.004995004995005086,True,True,good_match,1000
T3,P_main_minus_south,V_NS_diff,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.20111309829240223,1,0.1328671328671328,0.3926073926073926,0.25974025974025977,True,True,good_match,1000
T3,P_main_minus_south,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.057433430591458286,4,0.7072927072927073,0.9760239760239761,0.26873126873126874,True,True,good_match,1000
T3,P_main_minus_south,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13411135511689812,1,0.3296703296703296,0.7792207792207793,0.44955044955044965,True,True,good_match,1000
T3,P_main_minus_south,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.031907357007470674,1,0.7042957042957043,0.965034965034965,0.2607392607392607,True,True,good_match,1000
T3,P_main_minus_south,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.22037758092710072,4,0.1068931068931069,0.28771228771228774,0.18081918081918086,True,True,good_match,1000
T3,P_main_minus_south,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03708180366076902,1,0.7672327672327672,0.988011988011988,0.22077922077922074,True,True,good_match,1000
T3,P_spread_lat,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10980179741498083,5,0.4655344655344655,0.8361638361638362,0.3706293706293707,True,True,good_match,1000
T3,P_spread_lat,H_strength,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.11530065010660961,4,0.4485514485514486,0.8521478521478522,0.4035964035964036,True,True,good_match,1000
T3,P_spread_lat,H_centroid_lat,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.0848452336820441,1,0.5794205794205795,0.9230769230769231,0.3436563436563437,True,True,good_match,1000
T3,P_spread_lat,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10419442495874111,5,0.4345654345654345,0.7102897102897103,0.2757242757242758,True,True,good_match,1000
T3,P_spread_lat,H_zonal_width,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.00895357791916455,3,0.997002997002997,1.0,0.0029970029970030065,True,True,good_match,1000
T3,P_spread_lat,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09597282858083095,1,0.5564435564435565,0.9050949050949051,0.3486513486513486,True,True,good_match,1000
T3,P_spread_lat,Je_axis_lat,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.2115980718956366,1,0.0749250749250749,0.11188811188811189,0.03696303696303699,True,False,good_match,1000
T3,P_spread_lat,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.060711862991946315,5,0.3306693306693307,0.6213786213786214,0.29070929070929075,True,True,good_match,1000
T3,P_spread_lat,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13830459375046308,5,0.3156843156843157,0.6783216783216783,0.3626373626373626,True,True,good_match,1000
T3,P_spread_lat,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1252081338429497,2,0.1118881118881118,0.28471528471528473,0.17282717282717291,True,True,good_match,1000
T3,P_north_band_share_35_45,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.08422590470314135,1,0.5884115884115884,0.952047952047952,0.36363636363636365,True,True,good_match,1000
T3,P_north_band_share_35_45,H_strength,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09286136127890825,5,0.5764235764235764,0.9370629370629371,0.36063936063936064,True,True,good_match,1000
T3,P_north_band_share_35_45,H_centroid_lat,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1073469140576335,1,0.4435564435564436,0.8191808191808192,0.3756243756243756,True,True,good_match,1000
T3,P_north_band_share_35_45,H_zonal_width,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.06783597028290125,1,0.4995004995004995,0.7322677322677322,0.2327672327672327,True,True,good_match,1000
T3,P_north_band_share_35_45,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05248884517874873,5,0.7992007992007992,0.995004995004995,0.19580419580419572,True,True,good_match,1000
T3,P_north_band_share_35_45,Je_axis_lat,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.166660311100627,4,0.1658341658341658,0.33766233766233766,0.17182817182817187,True,True,good_match,1000
T3,P_north_band_share_35_45,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.048894181030785015,2,0.4795204795204795,0.7882117882117882,0.3086913086913087,True,True,good_match,1000
T3,P_north_band_share_35_45,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.07270962439774324,1,0.6563436563436563,0.98001998001998,0.3236763236763237,True,True,good_match,1000
T3,P_north_band_share_35_45,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09245058559225072,3,0.2807192807192807,0.6473526473526473,0.3666333666333666,True,True,good_match,1000
T3,P_north_minus_main_35_45,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.08748073291656489,5,0.5984015984015985,0.9240759240759241,0.32567432567432564,True,True,good_match,1000
T3,P_north_minus_main_35_45,V_pos_centroid_lat,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10672311914541949,5,0.4645354645354645,0.8061938061938062,0.3416583416583417,True,True,good_match,1000
T3,P_north_minus_main_35_45,V_NS_diff,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03383178325044981,5,0.9110889110889112,1.0,0.08891108891108879,True,True,good_match,1000
T3,P_north_minus_main_35_45,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.20397130817791834,3,0.0769230769230769,0.07792207792207792,0.0009990009990010207,True,True,good_match,1000
T3,P_north_minus_main_35_45,H_zonal_width,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03541674681587109,5,0.8581418581418582,0.98001998001998,0.12187812187812186,True,True,good_match,1000
T3,P_north_minus_main_35_45,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.09412604840676952,1,0.5394605394605395,0.9070929070929071,0.3676323676323676,True,True,good_match,1000
T3,P_north_minus_main_35_45,Je_axis_lat,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.14801466681413544,1,0.2497502497502497,0.47152847152847155,0.22177822177822185,True,True,good_match,1000
T3,P_north_minus_main_35_45,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.027081205035999714,3,0.8521478521478522,0.9760239760239761,0.1238761238761239,True,True,good_match,1000
T3,P_north_minus_main_35_45,Jw_axis_lat,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.042289595600964784,2,0.8511488511488512,0.995004995004995,0.14385614385614376,True,True,good_match,1000
T3,P_north_minus_main_35_45,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.08412864464569249,3,0.3326673326673326,0.7252747252747253,0.39260739260739264,True,True,good_match,1000
T3,P_total_centroid_lat_10_50,V_strength,P→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.049280805119485245,4,0.8181818181818182,0.996003996003996,0.1778221778221778,True,True,good_match,1000
T3,P_total_centroid_lat_10_50,V_pos_centroid_lat,P→V,lead_lag_yes,,Tier2_main_supported_audit_moderate,stable_lag_dominant,0.42442169804194196,2,0.0009990009990009,0.001998001998001998,0.000999000999001098,True,True,good_match,1000
T3,P_total_centroid_lat_10_50,H_west_extent_lon,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.15367485963110433,1,0.1868131868131868,0.3946053946053946,0.20779220779220783,True,True,good_match,1000
T3,P_total_centroid_lat_10_50,Je_strength,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05701374739390788,5,0.7782217782217782,0.994005994005994,0.2157842157842158,True,True,good_match,1000
T3,P_total_centroid_lat_10_50,Je_meridional_width,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.04459030478138158,2,0.5954045954045954,0.8631368631368631,0.26773226773226766,True,True,good_match,1000
T3,P_total_centroid_lat_10_50,Jw_strength,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.12653985188151962,5,0.3886113886113886,0.8221778221778222,0.4335664335664336,True,True,good_match,1000
T3,P_total_centroid_lat_10_50,Jw_axis_lat,P→Jw,lead_lag_yes,,Tier2_main_supported_audit_moderate,significant_lagged_but_tau0_coupled,0.35894910285421927,2,0.0029970029970029,0.003996003996003996,0.0009990009990010961,True,True,good_match,1000
T3,P_total_centroid_lat_10_50,Jw_meridional_width,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.046622639672535764,1,0.6893106893106893,0.9600399600399601,0.2707292707292708,True,True,good_match,1000
T3,V_strength,P_main_band_share,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13120015154244155,2,0.3626373626373626,0.7812187812187812,0.41858141858141856,True,True,good_match,1000
T3,V_strength,P_south_band_share_18_24,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.25317461822099196,5,0.0729270729270729,0.0939060939060939,0.020979020979021004,True,True,good_match,1000
T3,V_strength,P_main_minus_south,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1863399073805091,4,0.1718281718281718,0.45754245754245754,0.2857142857142857,True,True,good_match,1000
T3,V_strength,P_spread_lat,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.24000510971520367,5,0.0619380619380619,0.08191808191808192,0.019980019980020018,True,True,good_match,1000
T3,V_strength,P_north_band_share_35_45,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.22953140871101077,4,0.0729270729270729,0.0979020979020979,0.024975024975025004,True,True,good_match,1000
T3,V_strength,P_north_minus_main_35_45,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05402351493171729,5,0.7812187812187812,0.99000999000999,0.20879120879120883,True,True,good_match,1000
T3,V_strength,P_total_centroid_lat_10_50,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.24724977209439242,3,0.0649350649350649,0.1068931068931069,0.041958041958041994,True,False,good_match,1000
T3,V_strength,H_strength,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13734324103795373,1,0.3456543456543456,0.7472527472527473,0.40159840159840166,True,True,good_match,1000
T3,V_strength,H_west_extent_lon,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1871435099991997,4,0.1078921078921078,0.14385614385614387,0.035964035964036065,True,True,good_match,1000
T3,V_strength,H_zonal_width,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.06175100809008719,1,0.5394605394605395,0.8241758241758241,0.2847152847152846,True,True,good_match,1000
T3,V_strength,Je_strength,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13452890998073463,5,0.3536463536463536,0.7462537462537463,0.3926073926073927,True,True,good_match,1000
T3,V_strength,Je_axis_lat,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.20410166647362718,5,0.0919080919080919,0.15984015984015984,0.06793206793206794,True,False,good_match,1000
T3,V_strength,Jw_strength,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1298703143340974,1,0.3606393606393606,0.7602397602397603,0.39960039960039967,True,True,good_match,1000
T3,V_strength,Jw_axis_lat,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10315445540791736,1,0.4645354645354645,0.8301698301698301,0.36563436563436563,True,True,good_match,1000
T3,V_strength,Jw_meridional_width,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.0492591700603881,3,0.6143856143856143,0.964035964035964,0.3496503496503497,True,True,good_match,1000
T3,V_pos_centroid_lat,P_main_band_share,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.2079188397481362,5,0.1258741258741259,0.23476523476523475,0.10889110889110887,True,True,good_match,1000
T3,V_pos_centroid_lat,P_spread_lat,V→P,lead_lag_yes,,Tier2_main_supported_audit_moderate,significant_lagged_but_tau0_coupled,0.5697633549128992,1,0.0009990009990009,0.000999000999000999,9.90960785651751e-17,True,True,good_match,1000
T3,V_pos_centroid_lat,P_north_minus_main_35_45,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.21612171643974346,3,0.0879120879120879,0.11988011988011989,0.03196803196803198,True,False,good_match,1000
T3,V_pos_centroid_lat,H_strength,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.16980937733437032,5,0.2227772227772227,0.42957042957042957,0.20679320679320687,True,True,good_match,1000
T3,V_pos_centroid_lat,H_centroid_lat,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.16949501522083874,5,0.1938061938061938,0.33466533466533466,0.14085914085914086,True,True,good_match,1000
T3,V_pos_centroid_lat,H_west_extent_lon,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.06311139644168054,5,0.6833166833166833,0.942057942057942,0.25874125874125875,True,True,good_match,1000
T3,V_pos_centroid_lat,H_zonal_width,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.02281368189681893,4,0.9530469530469532,0.998001998001998,0.044955044955044765,True,True,good_match,1000
T3,V_pos_centroid_lat,Je_strength,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.12027132496889577,1,0.3856143856143856,0.7592407592407593,0.3736263736263737,True,True,good_match,1000
T3,V_pos_centroid_lat,Je_axis_lat,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.16138251324429415,3,0.1888111888111888,0.3086913086913087,0.11988011988011987,True,True,good_match,1000
T3,V_pos_centroid_lat,Jw_strength,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.18486284625956428,5,0.1638361638361638,0.3386613386613387,0.17482517482517487,True,True,good_match,1000
T3,V_pos_centroid_lat,Jw_axis_lat,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1392928136663136,1,0.2937062937062937,0.5384615384615384,0.24475524475524474,True,True,good_match,1000
T3,V_NS_diff,P_main_band_share,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1932221553022965,1,0.1738261738261738,0.42357642357642356,0.24975024975024976,True,True,good_match,1000
T3,V_NS_diff,P_south_band_share_18_24,V→P,lead_lag_yes,,Tier2_main_supported_audit_moderate,stable_lag_dominant,0.37858826662719175,2,0.0049950049950049,0.004995004995004995,9.540979117872439e-17,True,True,good_match,1000
T3,V_NS_diff,P_spread_lat,V→P,lead_lag_yes,,Tier2_main_supported_audit_moderate,stable_lag_dominant,0.4003044190028559,2,0.0029970029970029,0.000999000999000999,0.001998001998001901,True,True,good_match,1000
T3,V_NS_diff,P_north_minus_main_35_45,V→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1393400147514207,5,0.3116883116883117,0.6853146853146853,0.37362637362637363,True,True,good_match,1000
T3,V_NS_diff,P_total_centroid_lat_10_50,V→P,lead_lag_yes,,Tier2_main_supported_audit_moderate,significant_lagged_but_tau0_coupled,0.3401094190099264,1,0.0069930069930069,0.014985014985014986,0.007992007992008086,True,True,good_match,1000
T3,V_NS_diff,H_strength,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13227609655474076,1,0.3896103896103896,0.8061938061938062,0.41658341658341663,True,True,good_match,1000
T3,V_NS_diff,H_west_extent_lon,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1684872925142323,3,0.1538461538461538,0.2887112887112887,0.1348651348651349,True,True,good_match,1000
T3,V_NS_diff,H_zonal_width,V→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.0417957682639758,4,0.7212787212787213,0.957042957042957,0.23576423576423577,True,True,good_match,1000
T3,V_NS_diff,Je_strength,V→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13264173110627997,1,0.3826173826173826,0.7862137862137862,0.40359640359640364,True,True,good_match,1000
T3,V_NS_diff,Jw_strength,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.12881141298839988,1,0.3716283716283716,0.7952047952047953,0.42357642357642367,True,True,good_match,1000
T3,V_NS_diff,Jw_axis_lat,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.14862455371608446,1,0.2477522477522477,0.5584415584415584,0.3106893106893107,True,True,good_match,1000
T3,V_NS_diff,Jw_meridional_width,V→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.13952531240081206,4,0.0579420579420579,0.22977022977022976,0.17182817182817187,True,False,good_match,1000
T3,H_strength,P_south_band_share_18_24,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.20343672027938856,1,0.1388611388611388,0.4115884115884116,0.2727272727272728,True,True,good_match,1000
T3,H_strength,P_spread_lat,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.030268747764487892,1,0.9170829170829172,1.0,0.08291708291708277,True,True,good_match,1000
T3,H_strength,P_north_band_share_35_45,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.03079894948617884,1,0.92007992007992,1.0,0.07992007992007999,True,True,good_match,1000
T3,H_strength,V_strength,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1610961389198842,1,0.2607392607392607,0.6223776223776224,0.3616383616383617,True,True,good_match,1000
T3,H_strength,V_pos_centroid_lat,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.14279954759926594,1,0.3166833166833167,0.6443556443556444,0.32767232767232773,True,True,good_match,1000
T3,H_strength,V_NS_diff,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.15922167923200073,1,0.2797202797202797,0.6773226773226774,0.3976023976023977,True,True,good_match,1000
T3,H_strength,Je_axis_lat,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10511939200875729,5,0.4385614385614386,0.8311688311688312,0.39260739260739264,True,True,good_match,1000
T3,H_strength,Je_meridional_width,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.027350527516102105,3,0.8071928071928072,0.98001998001998,0.17282717282717286,True,True,good_match,1000
T3,H_strength,Jw_strength,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05915656851637072,1,0.7402597402597403,0.995004995004995,0.25474525474525467,True,True,good_match,1000
T3,H_strength,Jw_axis_lat,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1380370327297022,4,0.2827172827172827,0.6743256743256744,0.39160839160839167,True,True,good_match,1000
T3,H_strength,Jw_meridional_width,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.11760230153826752,5,0.1078921078921078,0.38461538461538464,0.27672327672327685,True,True,good_match,1000
T3,H_centroid_lat,P_spread_lat,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.19052374501043343,4,0.1558441558441558,0.2547452547452547,0.09890109890109891,True,True,good_match,1000
T3,H_centroid_lat,P_north_band_share_35_45,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.17792210775519865,4,0.1428571428571428,0.29270729270729273,0.14985014985014994,True,True,good_match,1000
T3,H_centroid_lat,Je_strength,H→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.17786542567806182,5,0.2007992007992008,0.4955044955044955,0.2947052947052947,True,True,good_match,1000
T3,H_centroid_lat,Jw_strength,H→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1651287143500351,5,0.2337662337662337,0.5424575424575424,0.3086913086913087,True,True,good_match,1000
T3,H_west_extent_lon,P_main_band_share,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.1558799922355338,4,0.2197802197802197,0.3936063936063936,0.1738261738261739,True,True,good_match,1000
T3,H_west_extent_lon,P_spread_lat,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.138433315777464,2,0.2537462537462537,0.46553446553446554,0.21178821178821183,True,True,good_match,1000
T3,H_west_extent_lon,P_north_minus_main_35_45,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.10859812108641478,1,0.4595404595404595,0.7232767232767233,0.2637362637362638,True,True,good_match,1000
T3,H_west_extent_lon,P_total_centroid_lat_10_50,H→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.21988603078901922,2,0.0529470529470529,0.07792207792207792,0.024975024975025018,True,True,good_match,1000
T3,H_west_extent_lon,V_strength,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.05921138905613969,3,0.7822177822177823,0.9660339660339661,0.1838161838161838,True,True,good_match,1000
T3,H_west_extent_lon,V_pos_centroid_lat,H→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,not_supported,0.039944704577388336,2,0.8781218781218781,0.996003996003996,0.11788211788211789,True,True,good_match,1000
