field,region_scheme,region_id,region_label,lat_min,lat_max,lon_min,lon_max,n_grid_cells,bootstrap_eligible,region_construction_note
Jw,raw_latband,Jw_lat_037,lat_34.250,34.25,34.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_038,lat_34.500,34.5,34.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_039,lat_34.750,34.75,34.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_040,lat_35.000,35.0,35.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_041,lat_35.250,35.25,35.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_042,lat_35.500,35.5,35.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_043,lat_35.750,35.75,35.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_044,lat_36.000,36.0,36.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_045,lat_36.250,36.25,36.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_046,lat_36.500,36.5,36.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_047,lat_36.750,36.75,36.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_048,lat_37.000,37.0,37.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_049,lat_37.250,37.25,37.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_050,lat_37.500,37.5,37.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_051,lat_37.750,37.75,37.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_052,lat_38.000,38.0,38.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_053,lat_38.250,38.25,38.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_054,lat_38.500,38.5,38.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_055,lat_38.750,38.75,38.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_056,lat_39.000,39.0,39.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_057,lat_39.250,39.25,39.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_058,lat_39.500,39.5,39.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_059,lat_39.750,39.75,39.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_060,lat_40.000,40.0,40.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_061,lat_40.250,40.25,40.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_062,lat_40.500,40.5,40.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_063,lat_40.750,40.75,40.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_064,lat_41.000,41.0,41.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_065,lat_41.250,41.25,41.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_066,lat_41.500,41.5,41.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_067,lat_41.750,41.75,41.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_068,lat_42.000,42.0,42.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_069,lat_42.250,42.25,42.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_070,lat_42.500,42.5,42.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_071,lat_42.750,42.75,42.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_072,lat_43.000,43.0,43.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
