replicate_type,replicate_id,point_id,point_day,matched_peak_exists,matched_peak_day,center_offset_days,matched_peak_score,matched_peak_prominence,matched_peak_rank,matched_stat,local_background_median,local_background_mad,match_quality_flag,local_window_start,local_window_end
null,20,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,20,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,20,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,20,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,20,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,21,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,21,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,21,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,21,LP006,132,True,133.0,1.0,17.394719616287396,6.134057326012066,8.0,2.6535404611702798,12.174093367692999,1.967419113615687,matched_peak,130,134
null,21,RP004,135,True,133.0,-2.0,17.394719616287396,6.134057326012066,8.0,5.112741935081396,10.909467447859608,1.2684489457215529,matched_peak,133,137
null,21,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,22,RP001,45,True,47.0,2.0,41.39030130626821,34.00156407060361,1.0,5.148332173182309,17.233281263614405,4.692203062771384,matched_peak,43,47
null,22,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,22,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,22,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,22,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,22,RP005,160,True,160.0,0.0,28.69639313927574,18.396810950203978,4.0,4.172668989968851,13.729317804205401,3.586930889875207,matched_peak,158,162
null,23,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,23,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,23,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,23,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,23,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,23,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,24,RP001,45,True,44.0,-1.0,23.13611558324875,0.5751349072204057,7.0,-0.9253867235428832,25.036745718598507,2.0538765877461973,matched_peak,43,47
null,24,RP002,81,True,83.0,2.0,32.33153429609082,22.934748587339897,2.0,1.1435756087029005,27.041786348086685,4.625621512309337,matched_peak,79,83
null,24,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,24,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,24,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,24,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,25,RP001,45,True,43.0,-2.0,11.077441074241605,0.27132986213673504,14.0,0.8179972501082701,10.059118497166235,1.2448973010124575,matched_peak,43,47
null,25,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,25,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,25,LP006,132,True,130.0,-2.0,21.646625976027288,9.912829981558552,9.0,3.7455863513060006,15.280770955620948,1.6995616669552547,matched_peak,130,134
null,25,RP004,135,True,135.0,0.0,15.836507004316715,0.008046924224721863,12.0,0.1254459897314389,15.186930392922719,5.1781377111391365,matched_peak,133,137
null,25,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,26,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,26,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,26,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,26,LP006,132,True,133.0,1.0,10.276497911854772,0.25745122796226383,14.0,-0.3755872751370537,10.564256440033382,0.7661562131404294,matched_peak,130,134
null,26,RP004,135,True,133.0,-2.0,10.276497911854772,0.25745122796226383,14.0,-0.5554142084654086,10.850254804216014,1.0330252234496697,matched_peak,133,137
null,26,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,27,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,27,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,27,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,27,LP006,132,True,133.0,1.0,17.8646088139187,6.6283527025046,8.0,2.9925113150115408,14.025144785291705,1.2830240538913635,matched_peak,130,134
null,27,RP004,135,True,133.0,-2.0,17.8646088139187,6.6283527025046,8.0,9.358967002238249,14.09763402069232,0.402498982925767,matched_peak,133,137
null,27,RP005,160,True,159.0,-1.0,9.133766468749362,1.0995561214128546,13.0,2.400511711921765,8.332644757536297,0.3337295474249524,matched_peak,158,162
null,28,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,28,RP002,81,True,83.0,2.0,31.981455152866424,18.421633316867826,6.0,3.412671069443643,19.78827208421358,3.5729148184544925,matched_peak,79,83
null,28,RP003,113,True,111.0,-2.0,16.00218398069461,7.079514512578946,13.0,2.1610572844681664,11.276507000242406,2.1867430321286534,matched_peak,111,115
null,28,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,28,RP004,135,True,135.0,0.0,39.89797383616818,31.03231095871603,3.0,4.482793882875936,15.773261660851633,5.381624219361029,matched_peak,133,137
null,28,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,29,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,29,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,29,RP003,113,True,114.0,1.0,14.906901477903475,0.8311738501316484,13.0,0.369072319745459,14.174696433410636,1.9839066806936394,matched_peak,111,115
null,29,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,29,RP004,135,True,136.0,1.0,20.05463547582589,10.397666349588341,9.0,3.2223345760115536,10.50964298660612,2.9621357533924186,matched_peak,133,137
null,29,RP005,160,True,158.0,-2.0,16.85501220658039,0.9974554794141746,12.0,1.257136419353618,13.567361883266734,2.615189775850025,matched_peak,158,162
null,30,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,30,RP002,81,True,79.0,-2.0,34.75951399314662,12.824374819878738,5.0,3.3927017088683984,27.397052223738743,2.1700881383811765,matched_peak,79,83
null,30,RP003,113,True,111.0,-2.0,35.23178824015163,21.884028981336975,4.0,3.288235976271621,16.555453990208342,5.679742680218821,matched_peak,111,115
null,30,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,30,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,30,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,31,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,31,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,31,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,31,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,31,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,31,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,32,RP001,45,True,46.0,1.0,17.093254043269052,3.146433552578973,11.0,2.0682291410523326,14.642562134427601,1.1849228112665635,matched_peak,43,47
null,32,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,32,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,32,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,32,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,32,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,33,RP001,45,True,45.0,0.0,27.520404379819254,19.6234526402449,3.0,3.0329710932446443,23.186319300563476,1.428989896599873,matched_peak,43,47
null,33,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,33,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,33,LP006,132,True,131.0,-1.0,20.258109955948058,2.6226400985610248,7.0,1.907632509169106,17.769771792684594,1.3044116894773232,matched_peak,130,134
null,33,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,33,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,34,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,34,RP002,81,True,81.0,0.0,18.808294503577805,10.633912345484575,8.0,5.115945618921143,9.960281714106214,1.729497027018441,matched_peak,79,83
null,34,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,34,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,34,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,34,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,35,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,35,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,35,RP003,113,True,111.0,-2.0,9.120676441986882,0.10547167507949773,13.0,-0.6218606568279272,10.784043219016155,2.674822329644389,matched_peak,111,115
null,35,LP006,132,True,130.0,-2.0,28.211440211728544,7.09732230343775,6.0,2.2803526467423083,22.846437533955278,2.3527074475231426,matched_peak,130,134
null,35,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,35,RP005,160,True,158.0,-2.0,17.83233954289373,8.799476839491394,11.0,2.484268608745853,13.554003797330754,1.7221711475395356,matched_peak,158,162
null,36,RP001,45,True,47.0,2.0,28.615352169576113,2.9915412950266145,7.0,1.809118266143497,26.196919792972217,1.3368016916152712,matched_peak,43,47
null,36,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,36,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,36,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,36,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,36,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,37,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,37,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,37,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,37,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,37,RP004,135,True,137.0,2.0,27.719002545598993,22.79310964644852,2.0,3.070748150439885,13.14505827715049,4.7460565060189985,matched_peak,133,137
null,37,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,38,RP001,45,True,46.0,1.0,17.28383900520253,12.317108379601944,3.0,2.099715719651796,12.53951313411558,2.259508659046741,matched_peak,43,47
null,38,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,38,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,38,LP006,132,True,133.0,1.0,19.754447772690792,13.436596717457627,2.0,1.3940622223406633,16.268097649076644,2.5008568870189034,matched_peak,130,134
null,38,RP004,135,True,133.0,-2.0,19.754447772690792,13.436596717457627,2.0,2.5692098576375773,16.268097649076644,1.3569736577018254,matched_peak,133,137
null,38,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,39,RP001,45,True,45.0,0.0,22.31400426114505,4.502722471421404,9.0,1.1293425989994825,20.049002593623655,2.0055930399106536,matched_peak,43,47
null,39,RP002,81,True,80.0,-1.0,41.20554914063516,31.91961170610741,1.0,5.2551160240654085,24.56332562046342,3.166861281731702,matched_peak,79,83
null,39,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,39,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,39,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,39,RP005,160,True,158.0,-2.0,23.79920825875345,8.151522183153524,7.0,1.804071043640383,15.582867806277546,4.554333080949892,matched_peak,158,162
null,40,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,40,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,40,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,40,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,40,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,40,RP005,160,True,162.0,2.0,18.683961465390222,2.5291072885160553,14.0,1.2317783273427163,16.72358909763266,1.591497684221185,matched_peak,158,162
null,41,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,41,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,41,RP003,113,True,114.0,1.0,49.464301339363374,43.21523950675581,1.0,2.2451043791762397,24.896641237871204,10.94276965779887,matched_peak,111,115
null,41,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,41,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,41,RP005,160,True,158.0,-2.0,27.75632670791196,19.577593190483004,4.0,2.113773443935222,16.798459016543426,5.184031288533214,matched_peak,158,162
null,42,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,42,RP002,81,True,79.0,-2.0,12.790611415953872,0.22514009139967683,11.0,0.8259564569517459,10.108485021457257,3.247297558682014,matched_peak,79,83
null,42,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,42,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,42,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,42,RP005,160,True,162.0,2.0,20.22040814729892,8.151100803420434,6.0,2.5244464587308273,16.907806544246164,1.3122090850259944,matched_peak,158,162
null,43,RP001,45,False,,,,,,,,,no_matched_peak,43,47
null,43,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,43,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,43,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,43,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,43,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,44,RP001,45,True,45.0,0.0,21.07393953824888,14.674369417944234,4.0,2.038713654717267,17.196873000517293,1.90172195510317,matched_peak,43,47
null,44,RP002,81,True,80.0,-1.0,13.67156932192589,0.7598035557768625,11.0,0.16932467432562268,13.114461737905188,3.290173653345409,matched_peak,79,83
null,44,RP003,113,True,112.0,-1.0,20.605421504215762,9.750192017138748,5.0,3.175398782018718,13.765946671583958,2.1538947610635883,matched_peak,111,115
null,44,LP006,132,True,132.0,0.0,16.712393629197983,4.919917279909329,9.0,4.640513589285788,11.941672406644653,1.0280588741649277,matched_peak,130,134
null,44,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,44,RP005,160,True,159.0,-1.0,44.920253477274805,27.093062586442898,1.0,2.9813607708021563,25.75680704053305,6.427751580622054,matched_peak,158,162
null,45,RP001,45,True,47.0,2.0,21.52532226103397,10.109059623866191,6.0,4.016626832203962,13.60320144528443,1.9723317864797334,matched_peak,43,47
null,45,RP002,81,True,82.0,1.0,34.83302983996924,27.029652453371355,1.0,2.583081605011168,20.156420533105678,5.6818217638034305,matched_peak,79,83
null,45,RP003,113,False,,,,,,,,,no_matched_peak,111,115
null,45,LP006,132,False,,,,,,,,,no_matched_peak,130,134
null,45,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,45,RP005,160,True,160.0,0.0,18.49743835564135,0.652156642031315,9.0,0.21257190990640834,17.528136739912934,4.559876297999406,matched_peak,158,162
null,46,RP001,45,True,45.0,0.0,28.785944388608115,19.434539137395262,8.0,3.635272426048747,13.994975385278696,4.0687374241861995,matched_peak,43,47
null,46,RP002,81,False,,,,,,,,,no_matched_peak,79,83
null,46,RP003,113,True,111.0,-2.0,39.5640478850954,27.103279659943183,4.0,2.481888140574615,24.052562812385528,6.249872745795754,matched_peak,111,115
null,46,LP006,132,True,132.0,0.0,40.85214834468558,29.550478614230755,3.0,3.1783960659513206,26.35864648354227,4.560004961188286,matched_peak,130,134
null,46,RP004,135,False,,,,,,,,,no_matched_peak,133,137
null,46,RP005,160,False,,,,,,,,,no_matched_peak,158,162
null,47,RP001,45,True,44.0,-1.0,16.567836502273003,2.669918209237771,12.0,1.8813567569504475,14.462695049408993,1.1189485600076914,matched_peak,43,47
