replicate_id,replicate_kind,point_id,point_day,month_day,point_role,related_window_id,neighbor_group_id,nearest_peak_day,nearest_peak_score,day_offset,match_type,matched_flag,strict_match_flag,near_support_flag,no_match_flag,ambiguous_match
2,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,138,5.1313963836734064,6,near_support_only,False,False,True,False,False
2,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,138,5.1313963836734064,3,matched_point,True,False,False,False,False
2,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,11.272083865335667,1,strict_match,True,True,False,False,False
3,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,8.052541279854147,-2,strict_match,True,True,False,False,False
3,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,10.967272258194042,-1,strict_match,True,True,False,False,False
3,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,7.58806511198017,1,strict_match,True,True,False,False,False
3,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,131,3.9584550160845815,-1,strict_match,True,True,False,False,True
3,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,131,3.9584550160845815,-4,matched_point,True,False,False,False,True
3,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,5.981711749463626,2,strict_match,True,True,False,False,False
4,bootstrap,RP001,45,05-16,formal_primary_point,W001,,42,6.883221540567279,-3,matched_point,True,False,False,False,False
4,bootstrap,RP002,81,06-21,formal_primary_point,W002,,87,8.83053421393988,6,near_support_only,False,False,True,False,False
4,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,13.823217995662645,1,strict_match,True,True,False,False,False
4,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,137,4.580074247077844,5,near_support_only,False,False,True,False,False
4,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,137,4.580074247077844,2,strict_match,True,True,False,False,False
4,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,9.939641975978489,2,strict_match,True,True,False,False,False
5,bootstrap,RP001,45,05-16,formal_primary_point,W001,,40,6.303916559566202,-5,near_support_only,False,False,True,False,False
5,bootstrap,RP002,81,06-21,formal_primary_point,W002,,84,11.990508679279252,3,matched_point,True,False,False,False,False
5,bootstrap,RP003,113,07-23,formal_primary_point,W003,,109,9.05387554779061,-4,matched_point,True,False,False,False,False
5,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,138,4.151261731872058,6,near_support_only,False,False,True,False,False
5,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,138,4.151261731872058,3,matched_point,True,False,False,False,False
5,bootstrap,RP005,160,09-08,formal_primary_point,W005,,157,8.730876312061199,-3,matched_point,True,False,False,False,False
6,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,6.763490448655392,0,strict_match,True,True,False,False,False
6,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,8.273368104524168,-1,strict_match,True,True,False,False,False
6,bootstrap,RP003,113,07-23,formal_primary_point,W003,,110,12.916425344691756,-3,matched_point,True,False,False,False,False
6,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,5.13676662398118,-2,strict_match,True,True,False,False,False
6,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,5.13676662398118,-5,near_support_only,False,False,True,False,False
6,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,9.729255637934523,1,strict_match,True,True,False,False,False
7,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,5.910573974082647,1,strict_match,True,True,False,False,False
7,bootstrap,RP002,81,06-21,formal_primary_point,W002,,85,12.133391862747745,4,matched_point,True,False,False,False,False
7,bootstrap,RP003,113,07-23,formal_primary_point,W003,,110,7.775042049697079,-3,matched_point,True,False,False,False,False
7,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,127,3.938395847253803,-5,near_support_only,False,False,True,False,False
7,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,141,5.010910806703311,6,near_support_only,False,False,True,False,False
7,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,5.412432862117604,1,strict_match,True,True,False,False,False
8,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.078590116411491,0,strict_match,True,True,False,False,False
8,bootstrap,RP002,81,06-21,formal_primary_point,W002,,84,9.769363782080521,3,matched_point,True,False,False,False,False
8,bootstrap,RP003,113,07-23,formal_primary_point,W003,,110,9.254022332108828,-3,matched_point,True,False,False,False,False
8,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,4.694855791212589,-2,strict_match,True,True,False,False,False
8,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,4.5512861858951625,0,strict_match,True,True,False,False,False
8,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,6.594602283069949,-2,strict_match,True,True,False,False,False
9,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.379162564309947,0,strict_match,True,True,False,False,False
9,bootstrap,RP002,81,06-21,formal_primary_point,W002,,83,11.710296052801404,2,strict_match,True,True,False,False,False
9,bootstrap,RP003,113,07-23,formal_primary_point,W003,,115,11.265786769720668,2,strict_match,True,True,False,False,False
9,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,134,4.136383549726039,2,strict_match,True,True,False,False,True
9,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,134,4.136383549726039,-1,strict_match,True,True,False,False,True
9,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,6.793798914452493,0,strict_match,True,True,False,False,False
10,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,7.6386801106094575,1,strict_match,True,True,False,False,False
10,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,18.7004500095558,-2,strict_match,True,True,False,False,False
10,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,12.231677741524312,1,strict_match,True,True,False,False,False
10,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,125,7.388637278961454,-7,near_support_only,False,False,True,False,False
10,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,144,4.437074570149484,9,no_match,False,False,False,True,False
10,bootstrap,RP005,160,09-08,formal_primary_point,W005,,144,4.437074570149484,-16,no_match,False,False,False,True,False
11,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,5.983425653776939,-2,strict_match,True,True,False,False,False
11,bootstrap,RP002,81,06-21,formal_primary_point,W002,,83,11.032395675671312,2,strict_match,True,True,False,False,False
11,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,8.750031737836242,-2,strict_match,True,True,False,False,False
11,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,6.372339548072928,-2,strict_match,True,True,False,False,False
11,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,6.372339548072928,-5,near_support_only,False,False,True,False,False
11,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,7.9371795307027835,0,strict_match,True,True,False,False,False
12,bootstrap,RP001,45,05-16,formal_primary_point,W001,,41,4.50833789369239,-4,matched_point,True,False,False,False,False
12,bootstrap,RP002,81,06-21,formal_primary_point,W002,,78,13.390916309433269,-3,matched_point,True,False,False,False,False
12,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,13.455004799016933,-1,strict_match,True,True,False,False,False
12,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,134,6.618948835259829,2,strict_match,True,True,False,False,True
12,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,134,6.618948835259829,-1,strict_match,True,True,False,False,True
12,bootstrap,RP005,160,09-08,formal_primary_point,W005,,156,7.189342940660841,-4,matched_point,True,False,False,False,False
13,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,7.170010989613036,1,strict_match,True,True,False,False,False
13,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,9.97937445356333,1,strict_match,True,True,False,False,False
13,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,9.195408396262351,-1,strict_match,True,True,False,False,False
13,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,7.275313801173935,3,matched_point,True,False,False,False,True
13,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,7.275313801173935,0,strict_match,True,True,False,False,True
13,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,6.4763465687730415,2,strict_match,True,True,False,False,False
14,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,6.770049300684908,1,strict_match,True,True,False,False,False
14,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,10.448385690533739,1,strict_match,True,True,False,False,False
14,bootstrap,RP003,113,07-23,formal_primary_point,W003,,115,12.959588082224668,2,strict_match,True,True,False,False,False
14,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,132,6.441531453316061,0,strict_match,True,True,False,False,False
14,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,6.380069655367289,0,strict_match,True,True,False,False,False
14,bootstrap,RP005,160,09-08,formal_primary_point,W005,,163,8.146413300805163,3,matched_point,True,False,False,False,False
15,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,6.348723072490337,1,strict_match,True,True,False,False,False
15,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,10.348889408434259,1,strict_match,True,True,False,False,False
15,bootstrap,RP003,113,07-23,formal_primary_point,W003,,110,11.22513448739837,-3,matched_point,True,False,False,False,False
15,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,136,4.070924189367035,4,matched_point,True,False,False,False,True
15,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,4.070924189367035,1,strict_match,True,True,False,False,True
15,bootstrap,RP005,160,09-08,formal_primary_point,W005,,163,10.746031214181134,3,matched_point,True,False,False,False,False
16,bootstrap,RP001,45,05-16,formal_primary_point,W001,,40,5.541468930678535,-5,near_support_only,False,False,True,False,False
16,bootstrap,RP002,81,06-21,formal_primary_point,W002,,77,10.151591911564871,-4,matched_point,True,False,False,False,False
16,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,13.877178775895452,1,strict_match,True,True,False,False,False
16,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,132,6.300086966343965,0,strict_match,True,True,False,False,True
16,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,132,6.300086966343965,-3,matched_point,True,False,False,False,True
16,bootstrap,RP005,160,09-08,formal_primary_point,W005,,157,8.562310801341388,-3,matched_point,True,False,False,False,False
17,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,6.100305344784736,1,strict_match,True,True,False,False,False
17,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,14.374843637773068,0,strict_match,True,True,False,False,False
17,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,8.525538573297753,-2,strict_match,True,True,False,False,False
17,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,131,7.281489433658501,-1,strict_match,True,True,False,False,True
17,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,131,7.281489433658501,-4,matched_point,True,False,False,False,True
17,bootstrap,RP005,160,09-08,formal_primary_point,W005,,157,9.141555003821612,-3,matched_point,True,False,False,False,False
18,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.161228000482965,0,strict_match,True,True,False,False,False
18,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,12.808390978737604,-1,strict_match,True,True,False,False,False
18,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,9.777045094683626,-1,strict_match,True,True,False,False,False
18,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,3.5576273057066956,-2,strict_match,True,True,False,False,False
18,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,3.5576273057066956,-5,near_support_only,False,False,True,False,False
18,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,7.153170099194653,1,strict_match,True,True,False,False,False
19,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,5.144822524750826,-2,strict_match,True,True,False,False,False
19,bootstrap,RP002,81,06-21,formal_primary_point,W002,,85,10.764624279236049,4,matched_point,True,False,False,False,False
19,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,9.644284980964894,-1,strict_match,True,True,False,False,False
19,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,137,5.360995614002059,5,near_support_only,False,False,True,False,False
19,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,137,5.360995614002059,2,strict_match,True,True,False,False,False
19,bootstrap,RP005,160,09-08,formal_primary_point,W005,,163,9.646584744985802,3,matched_point,True,False,False,False,False
20,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,4.313568022959158,0,strict_match,True,True,False,False,False
20,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,10.31590715009135,-1,strict_match,True,True,False,False,False
20,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,11.198093070328177,-1,strict_match,True,True,False,False,False
20,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,132,6.594277334817471,0,strict_match,True,True,False,False,True
20,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,132,6.594277334817471,-3,matched_point,True,False,False,False,True
20,bootstrap,RP005,160,09-08,formal_primary_point,W005,,159,10.484932751099619,-1,strict_match,True,True,False,False,False
21,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.395501630898222,0,strict_match,True,True,False,False,False
21,bootstrap,RP002,81,06-21,formal_primary_point,W002,,78,11.130918592812616,-3,matched_point,True,False,False,False,False
21,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,10.349656742821455,0,strict_match,True,True,False,False,False
21,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,127,5.942045288682676,-5,near_support_only,False,False,True,False,False
21,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,139,4.9271910143458975,4,matched_point,True,False,False,False,False
21,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,9.764228615523901,0,strict_match,True,True,False,False,False
22,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,6.7664483167553975,-1,strict_match,True,True,False,False,False
22,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,9.62699442607097,0,strict_match,True,True,False,False,False
22,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,7.2674663405783795,1,strict_match,True,True,False,False,False
22,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,4.916657710176947,3,matched_point,True,False,False,False,True
22,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,4.916657710176947,0,strict_match,True,True,False,False,True
22,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,9.197965542793533,2,strict_match,True,True,False,False,False
23,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,5.641682928809815,-2,strict_match,True,True,False,False,False
23,bootstrap,RP002,81,06-21,formal_primary_point,W002,,83,10.335185990667998,2,strict_match,True,True,False,False,False
23,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,8.40941647687644,-2,strict_match,True,True,False,False,False
23,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,138,3.690617240807578,6,near_support_only,False,False,True,False,False
23,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,138,3.690617240807578,3,matched_point,True,False,False,False,False
23,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,8.955312225556467,-2,strict_match,True,True,False,False,False
24,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.470670624829926,0,strict_match,True,True,False,False,False
24,bootstrap,RP002,81,06-21,formal_primary_point,W002,,84,12.995649483958516,3,matched_point,True,False,False,False,False
24,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,9.89236495982754,-1,strict_match,True,True,False,False,False
24,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,138,4.154932506442422,6,near_support_only,False,False,True,False,False
24,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,138,4.154932506442422,3,matched_point,True,False,False,False,False
24,bootstrap,RP005,160,09-08,formal_primary_point,W005,,159,8.15776216049568,-1,strict_match,True,True,False,False,False
25,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,7.362889545760563,-2,strict_match,True,True,False,False,False
25,bootstrap,RP002,81,06-21,formal_primary_point,W002,,78,11.376656835410127,-3,matched_point,True,False,False,False,False
25,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,13.610066232176294,0,strict_match,True,True,False,False,False
25,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,136,4.162661716359771,4,matched_point,True,False,False,False,True
25,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,4.162661716359771,1,strict_match,True,True,False,False,True
25,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,8.560610800760026,1,strict_match,True,True,False,False,False
26,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,7.858842693696823,-1,strict_match,True,True,False,False,False
26,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,11.44634932932751,-2,strict_match,True,True,False,False,False
26,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,9.054111560022637,1,strict_match,True,True,False,False,False
26,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,4.897518019926981,3,matched_point,True,False,False,False,True
26,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,4.897518019926981,0,strict_match,True,True,False,False,True
26,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,8.129697638855284,0,strict_match,True,True,False,False,False
27,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,6.0327718189410735,-1,strict_match,True,True,False,False,False
27,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,10.006905721454197,1,strict_match,True,True,False,False,False
27,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,14.589113623581724,-2,strict_match,True,True,False,False,False
27,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,129,4.718853517665363,-3,matched_point,True,False,False,False,False
27,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,4.356201841200992,1,strict_match,True,True,False,False,False
27,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,8.115400592567417,2,strict_match,True,True,False,False,False
28,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,6.353398223561755,-2,strict_match,True,True,False,False,False
28,bootstrap,RP002,81,06-21,formal_primary_point,W002,,85,11.335280572779062,4,matched_point,True,False,False,False,False
28,bootstrap,RP003,113,07-23,formal_primary_point,W003,,108,9.324877386446321,-5,near_support_only,False,False,True,False,False
28,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,129,6.070549997195188,-3,matched_point,True,False,False,False,False
28,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,138,3.6572581367129993,3,matched_point,True,False,False,False,False
28,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,12.340557629121253,-2,strict_match,True,True,False,False,False
29,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.553038885610739,0,strict_match,True,True,False,False,False
29,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,10.26437159299527,1,strict_match,True,True,False,False,False
29,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,12.597858688704976,0,strict_match,True,True,False,False,False
29,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,134,4.323320130047065,2,strict_match,True,True,False,False,True
29,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,134,4.323320130047065,-1,strict_match,True,True,False,False,True
29,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,6.82248709820641,0,strict_match,True,True,False,False,False
30,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,6.2951912140005035,1,strict_match,True,True,False,False,False
30,bootstrap,RP002,81,06-21,formal_primary_point,W002,,85,9.231514933970239,4,matched_point,True,False,False,False,False
30,bootstrap,RP003,113,07-23,formal_primary_point,W003,,109,10.819472413487322,-4,matched_point,True,False,False,False,False
30,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,4.03186238257773,3,matched_point,True,False,False,False,True
30,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,4.03186238257773,0,strict_match,True,True,False,False,True
30,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,8.96006302793895,0,strict_match,True,True,False,False,False
31,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.243168548526465,0,strict_match,True,True,False,False,False
31,bootstrap,RP002,81,06-21,formal_primary_point,W002,,85,9.505148088461336,4,matched_point,True,False,False,False,False
31,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,10.167850395900832,-1,strict_match,True,True,False,False,False
31,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,133,4.547619593811826,1,strict_match,True,True,False,False,False
31,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,137,4.57983398080159,2,strict_match,True,True,False,False,False
31,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,10.64022576755475,0,strict_match,True,True,False,False,False
32,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,5.868240469231767,-1,strict_match,True,True,False,False,False
32,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,9.365988732601052,1,strict_match,True,True,False,False,False
32,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,12.50813332030872,-1,strict_match,True,True,False,False,False
32,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,129,4.779099786123501,-3,matched_point,True,False,False,False,False
32,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,137,5.431057717931631,2,strict_match,True,True,False,False,False
32,bootstrap,RP005,160,09-08,formal_primary_point,W005,,157,6.149349163936093,-3,matched_point,True,False,False,False,False
33,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.694719821525456,0,strict_match,True,True,False,False,False
33,bootstrap,RP002,81,06-21,formal_primary_point,W002,,85,7.178789206285706,4,matched_point,True,False,False,False,False
33,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,11.656513062570994,1,strict_match,True,True,False,False,False
33,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,5.638827630222792,-2,strict_match,True,True,False,False,False
33,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,5.638827630222792,-5,near_support_only,False,False,True,False,False
33,bootstrap,RP005,160,09-08,formal_primary_point,W005,,157,6.786210845139248,-3,matched_point,True,False,False,False,False
34,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,8.02972345516653,-1,strict_match,True,True,False,False,False
34,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,11.183918712233236,1,strict_match,True,True,False,False,False
34,bootstrap,RP003,113,07-23,formal_primary_point,W003,,115,12.507302642384252,2,strict_match,True,True,False,False,False
34,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,132,4.909713598653565,0,strict_match,True,True,False,False,True
34,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,132,4.909713598653565,-3,matched_point,True,False,False,False,True
34,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,8.450619925743878,0,strict_match,True,True,False,False,False
35,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,6.317394415928953,0,strict_match,True,True,False,False,False
35,bootstrap,RP002,81,06-21,formal_primary_point,W002,,77,8.862891158119929,-4,matched_point,True,False,False,False,False
35,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,12.205868763224919,-1,strict_match,True,True,False,False,False
35,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,132,4.604774954235508,0,strict_match,True,True,False,False,True
35,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,132,4.604774954235508,-3,matched_point,True,False,False,False,True
35,bootstrap,RP005,160,09-08,formal_primary_point,W005,,157,9.168875559723269,-3,matched_point,True,False,False,False,False
36,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,7.3650600017182395,0,strict_match,True,True,False,False,False
36,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,12.158698723270744,0,strict_match,True,True,False,False,False
36,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,12.2506373250689,-2,strict_match,True,True,False,False,False
36,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,133,3.738993862875398,1,strict_match,True,True,False,False,True
36,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,133,3.738993862875398,-2,strict_match,True,True,False,False,True
36,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,8.937128349471061,1,strict_match,True,True,False,False,False
37,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,6.754693205149662,1,strict_match,True,True,False,False,False
37,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,10.405315468503094,1,strict_match,True,True,False,False,False
37,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,10.689195926384258,1,strict_match,True,True,False,False,False
37,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,133,4.51965441833873,1,strict_match,True,True,False,False,True
37,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,133,4.51965441833873,-2,strict_match,True,True,False,False,True
37,bootstrap,RP005,160,09-08,formal_primary_point,W005,,163,9.036407053665071,3,matched_point,True,False,False,False,False
38,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.002376350148011,0,strict_match,True,True,False,False,False
38,bootstrap,RP002,81,06-21,formal_primary_point,W002,,76,8.538729522120642,-5,near_support_only,False,False,True,False,False
38,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,14.35837897884451,1,strict_match,True,True,False,False,False
38,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,5.298167615286749,3,matched_point,True,False,False,False,True
38,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,5.298167615286749,0,strict_match,True,True,False,False,True
38,bootstrap,RP005,160,09-08,formal_primary_point,W005,,163,8.399849914448211,3,matched_point,True,False,False,False,False
