replicate_id,replicate_kind,point_id,point_day,month_day,point_role,related_window_id,neighbor_group_id,nearest_peak_day,nearest_peak_score,day_offset,match_type,matched_flag,strict_match_flag,near_support_flag,no_match_flag,ambiguous_match
78,bootstrap,RP002,81,06-21,formal_primary_point,W002,,82,11.749100509622679,1,strict_match,True,True,False,False,False
78,bootstrap,RP003,113,07-23,formal_primary_point,W003,,109,11.101076798746192,-4,matched_point,True,False,False,False,False
78,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,138,3.7964257460181674,6,near_support_only,False,False,True,False,False
78,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,138,3.7964257460181674,3,matched_point,True,False,False,False,False
78,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,14.01344350173461,0,strict_match,True,True,False,False,False
79,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,7.301919060823997,-1,strict_match,True,True,False,False,False
79,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,9.306181229408647,0,strict_match,True,True,False,False,False
79,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,8.380203640418461,0,strict_match,True,True,False,False,False
79,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,4.800709357922609,3,matched_point,True,False,False,False,True
79,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,4.800709357922609,0,strict_match,True,True,False,False,True
79,bootstrap,RP005,160,09-08,formal_primary_point,W005,,159,8.280921702319533,-1,strict_match,True,True,False,False,False
80,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,9.840804393621706,0,strict_match,True,True,False,False,False
80,bootstrap,RP002,81,06-21,formal_primary_point,W002,,78,11.927495350586078,-3,matched_point,True,False,False,False,False
80,bootstrap,RP003,113,07-23,formal_primary_point,W003,,115,11.054230649097805,2,strict_match,True,True,False,False,False
80,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,4.944239242399137,-2,strict_match,True,True,False,False,False
80,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,4.944239242399137,-5,near_support_only,False,False,True,False,False
80,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,8.308970444041172,-2,strict_match,True,True,False,False,False
81,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,7.6299884264858635,1,strict_match,True,True,False,False,False
81,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,9.187341971331001,-2,strict_match,True,True,False,False,False
81,bootstrap,RP003,113,07-23,formal_primary_point,W003,,115,9.329114580475308,2,strict_match,True,True,False,False,False
81,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,4.342942829267695,-2,strict_match,True,True,False,False,False
81,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,4.342942829267695,-5,near_support_only,False,False,True,False,False
81,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,7.982045243361241,2,strict_match,True,True,False,False,False
82,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,7.547948289442141,-1,strict_match,True,True,False,False,False
82,bootstrap,RP002,81,06-21,formal_primary_point,W002,,78,11.907457849518572,-3,matched_point,True,False,False,False,False
82,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,14.24130464198518,0,strict_match,True,True,False,False,False
82,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,4.732936986372549,3,matched_point,True,False,False,False,True
82,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,4.732936986372549,0,strict_match,True,True,False,False,True
82,bootstrap,RP005,160,09-08,formal_primary_point,W005,,155,6.565409279688993,-5,near_support_only,False,False,True,False,False
83,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,5.512575222769767,0,strict_match,True,True,False,False,False
83,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,13.722723598200544,-1,strict_match,True,True,False,False,False
83,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,6.991861602634614,-1,strict_match,True,True,False,False,False
83,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,136,4.092283408972011,4,matched_point,True,False,False,False,True
83,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,4.092283408972011,1,strict_match,True,True,False,False,True
83,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,7.189051836359113,1,strict_match,True,True,False,False,False
84,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,6.181171298759804,0,strict_match,True,True,False,False,False
84,bootstrap,RP002,81,06-21,formal_primary_point,W002,,84,8.99496637240532,3,matched_point,True,False,False,False,False
84,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,10.888327909844183,-1,strict_match,True,True,False,False,False
84,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,5.139211115235005,-2,strict_match,True,True,False,False,False
84,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,137,3.94613058114298,2,strict_match,True,True,False,False,False
84,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,9.928628813991814,-2,strict_match,True,True,False,False,False
85,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,7.065506987108308,-1,strict_match,True,True,False,False,False
85,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,15.471228013478388,-2,strict_match,True,True,False,False,False
85,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,9.906831865159635,0,strict_match,True,True,False,False,False
85,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,6.519287324303832,-2,strict_match,True,True,False,False,False
85,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,6.519287324303832,-5,near_support_only,False,False,True,False,False
85,bootstrap,RP005,160,09-08,formal_primary_point,W005,,163,7.6708587226057245,3,matched_point,True,False,False,False,False
86,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,5.788673691362083,-2,strict_match,True,True,False,False,False
86,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,10.0809842672668,0,strict_match,True,True,False,False,False
86,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,15.702913934768633,0,strict_match,True,True,False,False,False
86,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,5.704102452734741,-2,strict_match,True,True,False,False,False
86,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,137,5.569172969863686,2,strict_match,True,True,False,False,False
86,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,8.523107896629469,1,strict_match,True,True,False,False,False
87,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,7.517678770787146,-2,strict_match,True,True,False,False,False
87,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,13.176737247588981,-2,strict_match,True,True,False,False,False
87,bootstrap,RP003,113,07-23,formal_primary_point,W003,,111,11.100651249600133,-2,strict_match,True,True,False,False,False
87,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,140,3.8384745418459665,8,near_support_only,False,False,True,False,False
87,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,140,3.8384745418459665,5,near_support_only,False,False,True,False,False
87,bootstrap,RP005,160,09-08,formal_primary_point,W005,,154,6.925651096837853,-6,near_support_only,False,False,True,False,False
88,bootstrap,RP001,45,05-16,formal_primary_point,W001,,43,5.719086183587082,-2,strict_match,True,True,False,False,False
88,bootstrap,RP002,81,06-21,formal_primary_point,W002,,76,10.432614561910778,-5,near_support_only,False,False,True,False,False
88,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,14.92453385966233,1,strict_match,True,True,False,False,False
88,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,5.914632967655534,-2,strict_match,True,True,False,False,False
88,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,4.625877400034853,1,strict_match,True,True,False,False,False
88,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,6.399202861712766,0,strict_match,True,True,False,False,False
89,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,7.177581234544853,0,strict_match,True,True,False,False,False
89,bootstrap,RP002,81,06-21,formal_primary_point,W002,,85,10.526082358107253,4,matched_point,True,False,False,False,False
89,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,10.414226908962824,0,strict_match,True,True,False,False,False
89,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,3.962438691948802,-2,strict_match,True,True,False,False,False
89,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,3.962438691948802,-5,near_support_only,False,False,True,False,False
89,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,7.879001481771829,1,strict_match,True,True,False,False,False
90,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,6.156537859345234,0,strict_match,True,True,False,False,False
90,bootstrap,RP002,81,06-21,formal_primary_point,W002,,75,10.181293336379264,-6,near_support_only,False,False,True,False,False
90,bootstrap,RP003,113,07-23,formal_primary_point,W003,,115,14.897082449400544,2,strict_match,True,True,False,False,False
90,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,139,7.459282753110784,7,near_support_only,False,False,True,False,False
90,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,139,7.459282753110784,4,matched_point,True,False,False,False,False
90,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,5.394842442921265,0,strict_match,True,True,False,False,False
91,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,7.8082650137333305,1,strict_match,True,True,False,False,False
91,bootstrap,RP002,81,06-21,formal_primary_point,W002,,79,13.794597385107737,-2,strict_match,True,True,False,False,False
91,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,12.667259459633982,1,strict_match,True,True,False,False,False
91,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,132,4.870128459239808,0,strict_match,True,True,False,False,True
91,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,132,4.870128459239808,-3,matched_point,True,False,False,False,True
91,bootstrap,RP005,160,09-08,formal_primary_point,W005,,154,4.910424797294996,-6,near_support_only,False,False,True,False,False
92,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,7.627791957928591,-1,strict_match,True,True,False,False,False
92,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,18.318466032442263,-1,strict_match,True,True,False,False,False
92,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,12.05623769258383,-1,strict_match,True,True,False,False,False
92,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,132,5.61804338957198,0,strict_match,True,True,False,False,False
92,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,5.6598252244181495,1,strict_match,True,True,False,False,False
92,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,6.3223513197478916,-2,strict_match,True,True,False,False,False
93,bootstrap,RP001,45,05-16,formal_primary_point,W001,,45,6.65855448246281,0,strict_match,True,True,False,False,False
93,bootstrap,RP002,81,06-21,formal_primary_point,W002,,83,7.976309948489405,2,strict_match,True,True,False,False,False
93,bootstrap,RP003,113,07-23,formal_primary_point,W003,,115,11.168785384157955,2,strict_match,True,True,False,False,False
93,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,135,5.523028165606687,3,matched_point,True,False,False,False,True
93,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,135,5.523028165606687,0,strict_match,True,True,False,False,True
93,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,6.304400382049259,1,strict_match,True,True,False,False,False
94,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,5.634232477850194,1,strict_match,True,True,False,False,False
94,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,10.185340661859282,0,strict_match,True,True,False,False,False
94,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,9.33105062892583,-1,strict_match,True,True,False,False,False
94,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,129,4.476028824842549,-3,matched_point,True,False,False,False,False
94,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,129,4.476028824842549,-6,near_support_only,False,False,True,False,False
94,bootstrap,RP005,160,09-08,formal_primary_point,W005,,162,10.834701423310682,2,strict_match,True,True,False,False,False
95,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,7.918303573704419,-1,strict_match,True,True,False,False,False
95,bootstrap,RP002,81,06-21,formal_primary_point,W002,,85,7.283590556611298,4,matched_point,True,False,False,False,False
95,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,12.25625119277083,0,strict_match,True,True,False,False,False
95,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,133,4.641154096308212,1,strict_match,True,True,False,False,True
95,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,133,4.641154096308212,-2,strict_match,True,True,False,False,True
95,bootstrap,RP005,160,09-08,formal_primary_point,W005,,159,8.576726405855098,-1,strict_match,True,True,False,False,False
96,bootstrap,RP001,45,05-16,formal_primary_point,W001,,46,7.866616109712496,1,strict_match,True,True,False,False,False
96,bootstrap,RP002,81,06-21,formal_primary_point,W002,,80,11.409429742628472,-1,strict_match,True,True,False,False,False
96,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,11.720590197589477,0,strict_match,True,True,False,False,False
96,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,5.743556874994514,-2,strict_match,True,True,False,False,False
96,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,130,5.743556874994514,-5,near_support_only,False,False,True,False,False
96,bootstrap,RP005,160,09-08,formal_primary_point,W005,,160,6.59398294896552,0,strict_match,True,True,False,False,False
97,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,8.913580702433356,-1,strict_match,True,True,False,False,False
97,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,10.510314837959623,0,strict_match,True,True,False,False,False
97,bootstrap,RP003,113,07-23,formal_primary_point,W003,,112,13.157765282620385,-1,strict_match,True,True,False,False,False
97,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,140,5.271285706446235,8,near_support_only,False,False,True,False,False
97,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,140,5.271285706446235,5,near_support_only,False,False,True,False,False
97,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,7.662910784438189,-2,strict_match,True,True,False,False,False
98,bootstrap,RP001,45,05-16,formal_primary_point,W001,,42,7.791661858763138,-3,matched_point,True,False,False,False,False
98,bootstrap,RP002,81,06-21,formal_primary_point,W002,,81,8.183249373967172,0,strict_match,True,True,False,False,False
98,bootstrap,RP003,113,07-23,formal_primary_point,W003,,114,15.712135121688696,1,strict_match,True,True,False,False,False
98,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,130,4.923195850468421,-2,strict_match,True,True,False,False,False
98,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,5.506631248229173,1,strict_match,True,True,False,False,False
98,bootstrap,RP005,160,09-08,formal_primary_point,W005,,161,11.491608297904863,1,strict_match,True,True,False,False,False
99,bootstrap,RP001,45,05-16,formal_primary_point,W001,,44,7.876978779422095,-1,strict_match,True,True,False,False,False
99,bootstrap,RP002,81,06-21,formal_primary_point,W002,,84,8.651627603682687,3,matched_point,True,False,False,False,False
99,bootstrap,RP003,113,07-23,formal_primary_point,W003,,113,11.245469428831754,0,strict_match,True,True,False,False,False
99,bootstrap,LP006,132,08-11,neighbor_local_peak,W004,NG001,136,4.360321894135977,4,matched_point,True,False,False,False,True
99,bootstrap,RP004,135,08-14,formal_primary_point,W004,NG001,136,4.360321894135977,1,strict_match,True,True,False,False,True
99,bootstrap,RP005,160,09-08,formal_primary_point,W005,,158,9.439462684085955,-2,strict_match,True,True,False,False,False
