object,replicate_id,status,n_valid_days,sampled_year_indices
H,14,success,175,"[33, 14, 19, 17, 8, 30, 10, 13, 35, 42, 30, 41, 38, 21, 34, 14, 20, 24, 43, 38, 22, 29, 9, 36, 24, 23, 34, 28, 3, 12, 7, 33, 1, 9, 26, 31, 22, 38, 41, 5, 42, 27, 28, 4, 27]"
H,15,success,175,"[32, 26, 3, 23, 42, 32, 6, 43, 43, 7, 36, 18, 26, 20, 35, 44, 35, 41, 42, 4, 11, 32, 26, 2, 4, 23, 27, 7, 7, 5, 25, 0, 25, 21, 20, 30, 23, 32, 34, 41, 35, 23, 22, 10, 26]"
H,16,success,175,"[6, 41, 38, 5, 35, 5, 32, 3, 21, 29, 32, 18, 41, 34, 9, 30, 32, 15, 33, 40, 36, 34, 28, 12, 35, 16, 23, 14, 14, 7, 43, 6, 3, 42, 24, 19, 33, 17, 5, 32, 7, 24, 42, 42, 16]"
H,17,success,175,"[35, 27, 21, 6, 16, 29, 44, 0, 32, 38, 42, 19, 5, 12, 38, 39, 28, 5, 5, 21, 26, 1, 30, 24, 0, 4, 20, 32, 37, 19, 13, 43, 20, 14, 19, 0, 13, 23, 41, 33, 35, 24, 4, 17, 44]"
H,18,success,175,"[1, 39, 30, 12, 35, 37, 1, 4, 29, 44, 1, 29, 6, 29, 28, 4, 30, 40, 38, 1, 11, 10, 20, 6, 38, 34, 36, 8, 0, 40, 13, 29, 40, 1, 0, 0, 7, 2, 36, 27, 44, 36, 43, 10, 12]"
H,19,success,175,"[38, 11, 2, 30, 36, 43, 41, 5, 34, 38, 31, 36, 37, 20, 1, 20, 9, 5, 5, 31, 22, 24, 33, 24, 28, 3, 38, 20, 6, 36, 33, 2, 8, 0, 12, 4, 31, 23, 44, 33, 27, 22, 2, 3, 27]"
H,20,success,175,"[0, 1, 9, 39, 20, 31, 18, 7, 16, 4, 34, 8, 16, 44, 26, 20, 24, 35, 11, 28, 39, 25, 20, 6, 11, 42, 24, 13, 18, 26, 24, 31, 11, 29, 19, 42, 7, 6, 20, 22, 31, 18, 41, 21, 5]"
H,21,success,175,"[5, 43, 6, 42, 12, 4, 13, 27, 19, 35, 27, 18, 28, 43, 18, 6, 18, 37, 9, 42, 26, 27, 14, 41, 1, 13, 18, 21, 21, 6, 10, 4, 25, 15, 25, 26, 31, 24, 29, 26, 29, 27, 14, 11, 35]"
H,22,success,175,"[15, 24, 8, 19, 23, 28, 23, 16, 43, 23, 36, 33, 25, 39, 5, 41, 38, 22, 33, 23, 12, 35, 11, 14, 23, 37, 17, 22, 1, 5, 2, 3, 39, 37, 36, 2, 3, 12, 25, 15, 21, 7, 32, 14, 2]"
H,23,success,175,"[33, 40, 0, 19, 37, 31, 38, 18, 16, 31, 6, 10, 27, 30, 5, 22, 16, 22, 43, 3, 44, 20, 34, 19, 13, 34, 30, 6, 31, 33, 17, 41, 28, 15, 0, 30, 9, 34, 23, 21, 7, 32, 7, 18, 37]"
H,24,success,175,"[41, 44, 43, 25, 9, 37, 36, 44, 29, 6, 22, 20, 37, 17, 14, 3, 37, 33, 1, 19, 21, 21, 41, 6, 13, 8, 10, 40, 42, 2, 28, 10, 8, 13, 8, 22, 44, 26, 32, 22, 0, 3, 12, 10, 37]"
H,25,success,175,"[37, 38, 28, 25, 29, 18, 30, 35, 34, 27, 2, 32, 16, 33, 24, 39, 15, 41, 38, 14, 21, 23, 34, 31, 38, 16, 22, 19, 40, 13, 26, 5, 38, 17, 15, 26, 22, 38, 23, 23, 4, 0, 17, 44, 41]"
H,26,success,175,"[28, 28, 17, 7, 0, 15, 14, 8, 11, 1, 27, 41, 31, 20, 18, 13, 6, 26, 25, 0, 18, 12, 7, 31, 23, 28, 32, 44, 36, 27, 39, 21, 44, 34, 29, 40, 23, 32, 12, 43, 28, 35, 20, 39, 3]"
H,27,success,175,"[5, 22, 32, 36, 19, 29, 24, 43, 29, 18, 43, 4, 44, 6, 12, 36, 33, 43, 33, 28, 15, 0, 5, 13, 1, 22, 34, 43, 22, 39, 44, 38, 20, 14, 44, 10, 18, 3, 35, 29, 3, 9, 24, 24, 36]"
H,28,success,175,"[11, 41, 20, 37, 10, 1, 2, 16, 42, 2, 16, 4, 41, 30, 34, 32, 29, 34, 0, 38, 33, 33, 17, 36, 17, 2, 40, 10, 4, 27, 10, 38, 19, 0, 42, 23, 11, 30, 23, 1, 34, 18, 31, 40, 27]"
H,29,success,175,"[30, 11, 10, 18, 38, 23, 15, 35, 38, 40, 13, 31, 26, 20, 17, 5, 12, 24, 39, 38, 8, 30, 3, 30, 15, 20, 32, 19, 36, 24, 44, 28, 13, 34, 18, 24, 6, 5, 25, 8, 44, 38, 31, 33, 26]"
H,30,success,175,"[2, 17, 22, 41, 9, 22, 15, 6, 4, 16, 3, 3, 15, 9, 24, 0, 13, 20, 43, 28, 39, 15, 20, 18, 39, 43, 43, 33, 22, 24, 44, 12, 15, 40, 17, 10, 25, 14, 40, 40, 13, 23, 44, 33, 9]"
H,31,success,175,"[26, 27, 29, 1, 13, 38, 10, 13, 14, 7, 6, 15, 39, 0, 12, 2, 25, 11, 35, 26, 35, 28, 19, 38, 21, 42, 44, 26, 30, 11, 36, 30, 40, 12, 35, 21, 8, 7, 25, 14, 4, 19, 29, 14, 42]"
H,32,success,175,"[35, 23, 42, 19, 6, 1, 42, 43, 33, 4, 13, 1, 2, 11, 25, 2, 44, 20, 11, 23, 35, 14, 2, 2, 38, 5, 28, 17, 34, 2, 40, 31, 20, 9, 43, 13, 22, 17, 10, 18, 6, 0, 13, 5, 18]"
H,33,success,175,"[38, 7, 0, 4, 22, 12, 22, 1, 14, 18, 19, 24, 35, 21, 37, 23, 11, 10, 14, 26, 10, 41, 21, 38, 30, 15, 10, 33, 14, 11, 41, 21, 2, 22, 20, 38, 32, 8, 6, 27, 2, 14, 6, 0, 41]"
H,34,success,175,"[4, 0, 41, 8, 36, 1, 6, 4, 31, 27, 21, 10, 3, 25, 10, 26, 30, 38, 22, 0, 12, 38, 23, 27, 20, 7, 40, 34, 44, 38, 13, 11, 11, 41, 25, 20, 43, 27, 40, 44, 3, 16, 33, 36, 6]"
H,35,success,175,"[14, 24, 35, 5, 27, 13, 9, 23, 18, 28, 14, 37, 3, 38, 1, 33, 15, 17, 0, 31, 7, 29, 32, 38, 31, 13, 33, 37, 14, 5, 40, 6, 26, 10, 5, 34, 6, 30, 31, 2, 7, 35, 22, 5, 44]"
H,36,success,175,"[11, 0, 41, 0, 24, 44, 26, 26, 17, 5, 25, 40, 4, 39, 18, 24, 7, 27, 8, 12, 32, 2, 20, 26, 5, 13, 15, 29, 43, 37, 8, 0, 2, 26, 7, 10, 38, 39, 37, 11, 27, 27, 8, 24, 23]"
H,37,success,175,"[17, 33, 30, 23, 32, 34, 25, 12, 34, 32, 44, 6, 18, 41, 23, 42, 0, 1, 35, 16, 23, 19, 18, 42, 4, 34, 40, 29, 17, 7, 30, 21, 6, 16, 43, 11, 8, 30, 8, 41, 38, 44, 41, 10, 9]"
H,38,success,175,"[15, 21, 39, 33, 28, 39, 29, 17, 18, 23, 3, 33, 29, 32, 24, 35, 42, 25, 19, 4, 35, 40, 31, 38, 38, 35, 22, 4, 0, 9, 19, 33, 20, 1, 9, 44, 44, 16, 36, 32, 41, 39, 28, 17, 28]"
H,39,success,175,"[14, 15, 27, 25, 26, 17, 18, 0, 27, 25, 42, 22, 21, 3, 8, 15, 16, 16, 17, 34, 5, 14, 7, 13, 30, 2, 15, 1, 42, 32, 10, 8, 4, 21, 33, 26, 39, 15, 12, 21, 9, 43, 8, 21, 23]"
H,40,success,175,"[2, 21, 20, 11, 5, 2, 0, 21, 4, 43, 11, 29, 30, 22, 39, 4, 10, 11, 6, 13, 14, 34, 13, 39, 34, 40, 4, 44, 27, 44, 15, 42, 26, 3, 18, 6, 42, 13, 10, 24, 19, 4, 36, 38, 33]"
H,41,success,175,"[27, 18, 24, 23, 7, 3, 11, 20, 7, 4, 38, 16, 26, 23, 33, 33, 13, 38, 16, 37, 18, 4, 34, 1, 34, 1, 9, 27, 42, 18, 5, 10, 40, 32, 4, 17, 11, 8, 38, 27, 8, 29, 18, 2, 20]"
H,42,success,175,"[8, 11, 39, 31, 6, 38, 25, 39, 33, 15, 24, 23, 32, 11, 14, 11, 13, 7, 1, 42, 3, 39, 0, 34, 14, 23, 12, 22, 20, 23, 17, 24, 37, 19, 16, 5, 16, 5, 8, 42, 4, 21, 37, 42, 6]"
H,43,success,175,"[7, 16, 24, 43, 9, 7, 11, 39, 1, 17, 5, 7, 41, 0, 14, 41, 27, 3, 20, 43, 18, 23, 23, 29, 8, 37, 44, 6, 36, 36, 33, 16, 21, 37, 6, 37, 41, 30, 15, 25, 2, 41, 15, 2, 35]"
H,44,success,175,"[29, 28, 2, 33, 28, 35, 37, 9, 9, 41, 23, 19, 12, 28, 33, 0, 24, 44, 12, 12, 39, 2, 17, 20, 35, 5, 19, 6, 35, 28, 22, 17, 6, 41, 29, 14, 18, 32, 32, 20, 13, 29, 29, 26, 3]"
H,45,success,175,"[21, 27, 42, 23, 15, 25, 7, 4, 30, 44, 38, 26, 1, 44, 20, 13, 40, 33, 33, 12, 44, 20, 23, 33, 29, 7, 13, 16, 42, 32, 16, 33, 33, 17, 18, 40, 25, 6, 32, 26, 22, 32, 40, 14, 18]"
H,46,success,175,"[8, 29, 18, 15, 31, 18, 20, 19, 11, 5, 37, 4, 14, 30, 5, 29, 32, 29, 13, 0, 39, 14, 36, 8, 7, 35, 42, 38, 33, 11, 41, 30, 7, 5, 39, 12, 34, 6, 12, 12, 12, 30, 41, 40, 33]"
H,47,success,175,"[9, 43, 24, 24, 31, 34, 42, 26, 27, 33, 11, 13, 28, 2, 14, 32, 43, 23, 17, 19, 30, 24, 1, 24, 18, 31, 39, 43, 27, 16, 19, 7, 42, 38, 38, 14, 14, 38, 24, 31, 22, 19, 28, 36, 15]"
H,48,success,175,"[36, 10, 18, 41, 42, 41, 14, 37, 42, 44, 0, 33, 44, 34, 10, 34, 4, 21, 28, 20, 31, 10, 27, 29, 28, 13, 13, 11, 20, 26, 16, 18, 12, 9, 29, 36, 13, 38, 25, 7, 16, 0, 1, 15, 20]"
H,49,success,175,"[35, 6, 37, 10, 6, 31, 34, 27, 5, 5, 17, 20, 44, 12, 8, 42, 6, 1, 19, 18, 27, 39, 41, 13, 44, 28, 3, 42, 6, 26, 35, 11, 12, 21, 39, 10, 29, 20, 5, 31, 37, 25, 7, 7, 19]"
H,50,success,175,"[22, 24, 10, 22, 13, 30, 35, 29, 0, 44, 1, 44, 1, 23, 4, 4, 30, 32, 5, 43, 14, 14, 13, 20, 8, 19, 9, 2, 16, 30, 34, 15, 14, 35, 30, 37, 40, 36, 42, 18, 17, 14, 10, 33, 32]"
H,51,success,175,"[36, 7, 22, 9, 40, 12, 6, 25, 39, 41, 4, 14, 6, 13, 24, 12, 3, 22, 2, 10, 0, 3, 19, 38, 34, 4, 1, 15, 29, 33, 37, 15, 7, 1, 6, 2, 38, 12, 37, 24, 24, 20, 36, 1, 4]"
H,52,success,175,"[19, 17, 24, 33, 26, 11, 14, 33, 9, 22, 24, 33, 32, 20, 13, 16, 18, 9, 28, 9, 29, 33, 43, 5, 34, 3, 15, 7, 7, 7, 1, 37, 2, 17, 31, 44, 38, 6, 44, 29, 8, 20, 41, 17, 8]"
H,53,success,175,"[39, 42, 43, 43, 39, 20, 8, 27, 9, 21, 29, 42, 13, 11, 33, 0, 25, 33, 24, 17, 37, 16, 31, 20, 1, 23, 2, 41, 27, 16, 21, 27, 11, 12, 18, 11, 34, 4, 37, 15, 25, 7, 17, 33, 12]"
H,54,success,175,"[5, 23, 7, 14, 20, 25, 28, 30, 37, 2, 16, 0, 0, 9, 26, 40, 34, 29, 35, 7, 37, 40, 4, 21, 37, 21, 37, 42, 21, 2, 15, 9, 21, 26, 20, 8, 13, 30, 1, 9, 40, 4, 18, 9, 4]"
H,55,success,175,"[19, 23, 7, 3, 6, 29, 38, 8, 14, 15, 16, 10, 2, 23, 16, 15, 11, 41, 27, 18, 9, 36, 39, 1, 41, 31, 4, 33, 4, 2, 5, 20, 27, 18, 5, 8, 38, 43, 33, 4, 36, 31, 23, 6, 44]"
H,56,success,175,"[19, 1, 9, 18, 2, 14, 21, 42, 3, 25, 41, 36, 41, 7, 36, 44, 14, 22, 23, 22, 13, 43, 43, 17, 36, 17, 35, 26, 21, 5, 29, 14, 9, 8, 44, 4, 35, 38, 1, 26, 25, 16, 30, 18, 19]"
H,57,success,175,"[19, 36, 28, 17, 41, 36, 41, 32, 17, 34, 14, 12, 20, 43, 25, 17, 20, 13, 29, 15, 24, 16, 14, 43, 15, 3, 17, 23, 4, 13, 7, 22, 32, 43, 17, 38, 9, 35, 25, 34, 33, 23, 11, 23, 37]"
H,58,success,175,"[43, 41, 8, 26, 4, 30, 44, 2, 29, 42, 38, 17, 4, 41, 41, 26, 44, 0, 27, 1, 42, 30, 41, 25, 3, 1, 15, 33, 6, 38, 10, 22, 9, 20, 20, 0, 25, 35, 42, 14, 39, 39, 44, 16, 38]"
H,59,success,175,"[25, 2, 12, 30, 7, 19, 34, 6, 22, 9, 24, 10, 43, 3, 43, 35, 38, 38, 8, 41, 26, 43, 39, 26, 16, 5, 4, 17, 36, 22, 21, 11, 25, 28, 44, 32, 27, 40, 19, 42, 16, 5, 18, 5, 5]"
H,60,success,175,"[39, 35, 9, 37, 3, 12, 31, 13, 32, 39, 2, 1, 42, 23, 22, 20, 19, 31, 26, 7, 28, 30, 5, 16, 35, 27, 6, 1, 26, 20, 43, 23, 41, 9, 20, 6, 25, 8, 22, 15, 8, 4, 23, 42, 8]"
H,61,success,175,"[18, 10, 36, 18, 43, 11, 3, 26, 29, 44, 39, 39, 28, 16, 19, 6, 19, 16, 1, 9, 24, 16, 44, 21, 43, 29, 1, 9, 31, 24, 13, 23, 40, 17, 2, 13, 42, 34, 37, 41, 5, 12, 2, 0, 37]"
H,62,success,175,"[42, 7, 32, 24, 3, 41, 39, 25, 31, 17, 35, 20, 44, 2, 7, 43, 12, 13, 35, 8, 23, 12, 8, 43, 8, 4, 30, 39, 5, 31, 24, 37, 5, 43, 27, 37, 16, 42, 28, 5, 41, 35, 13, 24, 17]"
H,63,success,175,"[24, 43, 40, 9, 43, 19, 31, 34, 21, 20, 20, 38, 17, 12, 16, 8, 17, 5, 4, 32, 3, 25, 35, 32, 20, 8, 41, 37, 27, 3, 1, 14, 7, 38, 9, 12, 43, 36, 9, 17, 23, 29, 42, 39, 43]"
H,64,success,175,"[1, 10, 25, 2, 15, 6, 41, 2, 6, 8, 6, 25, 16, 41, 11, 24, 29, 28, 35, 9, 22, 36, 38, 27, 29, 38, 28, 42, 5, 15, 5, 4, 21, 10, 18, 19, 27, 42, 38, 17, 14, 34, 5, 24, 19]"
H,65,success,175,"[8, 27, 14, 8, 29, 7, 30, 7, 19, 36, 10, 34, 32, 40, 7, 32, 42, 34, 8, 36, 4, 26, 22, 23, 23, 1, 22, 42, 19, 12, 44, 4, 21, 23, 21, 41, 18, 43, 3, 33, 26, 10, 10, 32, 28]"
H,66,success,175,"[27, 2, 26, 44, 0, 21, 22, 40, 12, 21, 32, 2, 36, 36, 32, 29, 33, 35, 40, 19, 20, 28, 8, 38, 34, 28, 13, 15, 19, 29, 35, 30, 41, 43, 31, 16, 26, 19, 28, 36, 16, 22, 2, 33, 22]"
H,67,success,175,"[20, 23, 9, 26, 33, 15, 5, 17, 8, 16, 28, 5, 33, 10, 40, 32, 12, 25, 4, 4, 43, 36, 6, 12, 8, 17, 13, 14, 23, 8, 39, 32, 34, 7, 31, 37, 7, 33, 16, 35, 21, 36, 6, 17, 12]"
H,68,success,175,"[11, 13, 17, 5, 31, 24, 37, 31, 6, 3, 19, 21, 10, 35, 26, 33, 4, 36, 9, 20, 19, 36, 12, 10, 15, 16, 8, 7, 10, 21, 15, 17, 32, 10, 40, 33, 7, 14, 8, 12, 16, 5, 0, 19, 31]"
H,69,success,175,"[13, 38, 16, 40, 10, 24, 34, 2, 41, 16, 22, 28, 28, 1, 39, 28, 44, 21, 27, 19, 40, 37, 40, 22, 35, 16, 20, 34, 3, 31, 0, 26, 21, 21, 22, 22, 18, 20, 25, 34, 24, 28, 37, 44, 4]"
H,70,success,175,"[32, 10, 8, 35, 3, 38, 34, 44, 30, 39, 5, 40, 7, 14, 5, 18, 33, 12, 36, 27, 28, 42, 19, 15, 44, 25, 27, 13, 9, 7, 10, 8, 33, 2, 28, 42, 34, 18, 2, 37, 0, 30, 30, 8, 33]"
H,71,success,175,"[7, 10, 36, 44, 11, 41, 41, 34, 6, 13, 30, 44, 36, 18, 10, 43, 12, 15, 43, 25, 11, 0, 19, 44, 19, 31, 11, 34, 34, 27, 34, 26, 17, 33, 37, 37, 9, 30, 0, 25, 25, 16, 44, 39, 1]"
H,72,success,175,"[9, 9, 40, 23, 32, 36, 34, 4, 6, 17, 15, 33, 7, 16, 10, 8, 7, 8, 25, 18, 19, 21, 33, 38, 23, 28, 33, 31, 6, 44, 7, 18, 29, 18, 10, 41, 3, 11, 44, 32, 3, 33, 43, 4, 18]"
H,73,success,175,"[21, 5, 9, 7, 8, 18, 20, 10, 13, 8, 35, 9, 40, 24, 36, 28, 11, 27, 12, 5, 11, 12, 6, 1, 42, 23, 18, 41, 10, 18, 38, 28, 17, 11, 1, 3, 7, 35, 28, 19, 35, 7, 9, 17, 41]"
H,74,success,175,"[27, 38, 11, 38, 3, 10, 23, 2, 38, 39, 24, 13, 4, 27, 24, 34, 27, 5, 5, 35, 7, 42, 4, 32, 43, 19, 2, 39, 8, 23, 44, 33, 2, 36, 7, 33, 27, 12, 19, 5, 44, 10, 13, 22, 30]"
H,75,success,175,"[22, 22, 26, 38, 17, 37, 35, 43, 41, 35, 11, 34, 33, 13, 30, 11, 23, 35, 8, 15, 35, 20, 43, 0, 32, 36, 41, 7, 44, 17, 15, 15, 28, 29, 21, 3, 44, 9, 4, 26, 18, 27, 39, 4, 12]"
H,76,success,175,"[23, 35, 27, 17, 27, 44, 21, 39, 35, 13, 11, 34, 9, 15, 10, 27, 13, 29, 42, 37, 42, 1, 20, 9, 41, 32, 14, 25, 27, 22, 21, 2, 20, 15, 36, 38, 33, 1, 37, 17, 18, 42, 39, 2, 16]"
H,77,success,175,"[33, 24, 11, 23, 38, 10, 33, 33, 39, 13, 9, 24, 23, 18, 35, 35, 11, 35, 10, 18, 1, 15, 43, 19, 31, 4, 28, 16, 33, 41, 23, 4, 21, 5, 20, 2, 28, 13, 9, 0, 39, 37, 36, 2, 15]"
H,78,success,175,"[43, 26, 5, 6, 11, 43, 7, 40, 30, 41, 37, 14, 37, 7, 13, 9, 5, 4, 8, 5, 17, 3, 2, 44, 3, 3, 1, 5, 23, 37, 33, 26, 3, 34, 1, 28, 18, 39, 13, 28, 19, 23, 42, 32, 18]"
H,79,success,175,"[20, 31, 15, 7, 21, 3, 7, 18, 35, 35, 11, 18, 6, 33, 11, 35, 37, 31, 14, 42, 30, 29, 38, 39, 3, 39, 34, 9, 13, 33, 9, 20, 31, 29, 40, 5, 13, 44, 25, 11, 13, 15, 24, 12, 27]"
H,80,success,175,"[20, 27, 6, 28, 41, 6, 14, 31, 27, 30, 25, 30, 27, 3, 33, 20, 2, 18, 19, 3, 44, 10, 14, 19, 37, 33, 34, 10, 38, 37, 20, 24, 1, 34, 43, 21, 24, 22, 3, 27, 32, 41, 41, 22, 43]"
H,81,success,175,"[23, 28, 27, 44, 33, 5, 3, 18, 23, 30, 21, 23, 41, 15, 22, 25, 21, 43, 43, 23, 20, 26, 8, 19, 9, 6, 4, 26, 0, 29, 19, 16, 34, 24, 33, 31, 1, 9, 25, 43, 6, 4, 42, 43, 7]"
H,82,success,175,"[18, 28, 8, 14, 17, 28, 13, 18, 13, 34, 6, 10, 11, 40, 42, 22, 7, 34, 22, 38, 16, 44, 36, 10, 32, 12, 15, 11, 30, 11, 28, 26, 33, 44, 0, 44, 4, 23, 15, 28, 32, 38, 18, 41, 14]"
H,83,success,175,"[9, 17, 23, 30, 37, 10, 13, 42, 19, 10, 44, 20, 44, 41, 40, 26, 35, 43, 12, 1, 14, 28, 24, 3, 25, 7, 22, 25, 28, 18, 18, 30, 33, 36, 15, 19, 14, 23, 5, 19, 8, 23, 38, 44, 20]"
H,84,success,175,"[2, 10, 4, 34, 44, 24, 7, 0, 43, 14, 5, 7, 11, 29, 40, 12, 30, 2, 0, 2, 41, 26, 36, 0, 1, 38, 4, 6, 23, 27, 10, 20, 30, 19, 17, 3, 20, 36, 28, 40, 5, 0, 24, 8, 26]"
H,85,success,175,"[40, 15, 24, 30, 6, 40, 9, 36, 29, 6, 32, 8, 26, 43, 42, 39, 22, 25, 13, 41, 21, 34, 16, 33, 10, 33, 2, 4, 15, 21, 32, 16, 0, 14, 19, 24, 28, 11, 27, 28, 34, 23, 36, 9, 32]"
H,86,success,175,"[2, 4, 38, 21, 27, 27, 31, 11, 8, 1, 38, 10, 25, 20, 7, 18, 3, 7, 6, 37, 25, 41, 19, 9, 27, 41, 23, 0, 13, 41, 23, 42, 22, 0, 39, 34, 32, 43, 8, 40, 10, 43, 8, 24, 35]"
H,87,success,175,"[3, 3, 38, 2, 27, 42, 27, 21, 18, 28, 25, 22, 6, 29, 33, 31, 3, 31, 32, 8, 38, 23, 21, 32, 22, 24, 14, 41, 43, 5, 32, 1, 16, 43, 7, 16, 9, 32, 20, 26, 42, 23, 33, 4, 9]"
H,88,success,175,"[42, 38, 29, 17, 8, 38, 35, 10, 26, 27, 21, 41, 5, 11, 4, 31, 28, 44, 24, 6, 20, 3, 30, 30, 38, 15, 13, 3, 18, 21, 33, 33, 6, 12, 23, 15, 1, 38, 32, 23, 14, 37, 1, 20, 36]"
H,89,success,175,"[42, 11, 29, 8, 5, 15, 39, 31, 22, 12, 6, 12, 6, 8, 30, 5, 2, 24, 12, 20, 6, 9, 19, 31, 18, 24, 23, 12, 12, 19, 1, 30, 27, 13, 16, 14, 29, 34, 4, 18, 0, 20, 11, 15, 20]"
H,90,success,175,"[14, 17, 34, 36, 0, 17, 38, 23, 9, 26, 6, 0, 28, 23, 34, 15, 38, 18, 33, 4, 4, 35, 37, 42, 14, 1, 44, 27, 11, 34, 40, 12, 34, 35, 22, 28, 12, 41, 44, 44, 33, 1, 16, 20, 43]"
H,91,success,175,"[24, 24, 6, 35, 15, 4, 44, 8, 0, 3, 20, 4, 37, 23, 14, 0, 21, 6, 44, 13, 21, 0, 5, 9, 2, 32, 42, 44, 11, 35, 22, 2, 4, 24, 19, 0, 41, 32, 22, 44, 43, 43, 11, 39, 22]"
H,92,success,175,"[32, 38, 7, 20, 5, 12, 18, 38, 38, 17, 14, 23, 41, 43, 10, 8, 31, 13, 8, 1, 18, 17, 25, 9, 32, 30, 20, 8, 22, 30, 16, 11, 22, 15, 18, 15, 13, 32, 20, 20, 29, 16, 4, 38, 2]"
H,93,success,175,"[25, 11, 9, 1, 40, 19, 15, 33, 1, 25, 22, 24, 5, 42, 10, 30, 33, 15, 5, 13, 36, 40, 42, 10, 27, 6, 31, 18, 32, 30, 44, 21, 15, 23, 7, 5, 23, 37, 23, 35, 8, 20, 27, 15, 0]"
H,94,success,175,"[3, 41, 27, 11, 11, 1, 42, 4, 34, 10, 15, 12, 37, 1, 15, 12, 12, 8, 41, 17, 18, 17, 44, 15, 15, 14, 14, 4, 27, 1, 10, 9, 13, 34, 26, 44, 15, 41, 2, 22, 35, 23, 41, 14, 1]"
