replicate_id,replicate_kind,replicate_label,point_id,point_day,month_day,matched_peak_day,matched_peak_score,matched_peak_prominence,offset_days,abs_offset_days,match_type,year
19,yearwise,1998,RP001,45,05-16,46,16.20857621610389,4.953441187733567,1,1,strict,1998
19,yearwise,1998,RP002,81,06-21,85,33.15069925227208,23.290160243866804,4,4,matched,1998
19,yearwise,1998,RP003,113,07-23,120,21.865346005387238,15.176845150486715,7,7,near,1998
19,yearwise,1998,RP004,135,08-14,147,23.616697122610354,8.170253918557982,12,12,no_match,1998
19,yearwise,1998,RP005,160,09-08,161,39.75740325916678,17.367718507545177,1,1,strict,1998
20,yearwise,1999,RP001,45,05-16,45,18.45486825485709,0.21113443313907254,0,0,strict,1999
20,yearwise,1999,RP002,81,06-21,82,13.797691636532228,3.3699168689955137,1,1,strict,1999
20,yearwise,1999,RP003,113,07-23,108,26.88167454876831,19.86166321397407,-5,5,near,1999
20,yearwise,1999,RP004,135,08-14,133,24.087999732481478,14.298606690868436,-2,2,strict,1999
20,yearwise,1999,RP005,160,09-08,163,31.104704176212493,13.395401920568382,3,3,matched,1999
21,yearwise,2000,RP001,45,05-16,39,19.744326842884647,0.5612926879902247,-6,6,near,2000
21,yearwise,2000,RP002,81,06-21,79,25.995033379024747,6.79099741716794,-2,2,strict,2000
21,yearwise,2000,RP003,113,07-23,118,23.994920765617746,12.973761359392451,5,5,near,2000
21,yearwise,2000,RP004,135,08-14,139,22.61933073551474,15.850371209531389,4,4,matched,2000
21,yearwise,2000,RP005,160,09-08,158,29.488163264626966,10.207510706056674,-2,2,strict,2000
22,yearwise,2001,RP001,45,05-16,36,16.12565673067731,10.37611286082443,-9,9,no_match,2001
22,yearwise,2001,RP002,81,06-21,78,14.49538157403823,1.1092991102728949,-3,3,matched,2001
22,yearwise,2001,RP003,113,07-23,110,14.099935283294325,6.859638789512754,-3,3,matched,2001
22,yearwise,2001,RP004,135,08-14,133,24.573893243385026,12.853978296131867,-2,2,strict,2001
22,yearwise,2001,RP005,160,09-08,161,24.86584000348283,9.66271641463696,1,1,strict,2001
23,yearwise,2002,RP001,45,05-16,43,18.319134349728223,0.9952371224112326,-2,2,strict,2002
23,yearwise,2002,RP002,81,06-21,78,17.237539895314836,2.020405161172601,-3,3,matched,2002
23,yearwise,2002,RP003,113,07-23,118,18.90561369243253,4.767272137538782,5,5,near,2002
23,yearwise,2002,RP004,135,08-14,130,24.928262543343074,13.527751890364485,-5,5,near,2002
23,yearwise,2002,RP005,160,09-08,162,30.191880292205344,7.410562244327391,2,2,strict,2002
24,yearwise,2003,RP001,45,05-16,40,17.49329398130221,4.900559433526297,-5,5,near,2003
24,yearwise,2003,RP002,81,06-21,80,40.20082734786133,30.301561251903912,-1,1,strict,2003
24,yearwise,2003,RP003,113,07-23,116,19.88173723580581,12.641740925130609,3,3,matched,2003
24,yearwise,2003,RP004,135,08-14,141,14.199349929575273,6.3031783016167715,6,6,near,2003
24,yearwise,2003,RP005,160,09-08,153,16.975427403367675,4.937517603403183,-7,7,near,2003
25,yearwise,2004,RP001,45,05-16,46,23.857287742551613,15.285928302584821,1,1,strict,2004
25,yearwise,2004,RP002,81,06-21,84,13.891756003510713,0.8012942449640104,3,3,matched,2004
25,yearwise,2004,RP003,113,07-23,111,29.3094509971342,22.807487682427173,-2,2,strict,2004
25,yearwise,2004,RP004,135,08-14,141,27.956256415164827,14.190622944042804,6,6,near,2004
25,yearwise,2004,RP005,160,09-08,153,10.010751096737145,0.6303441106427918,-7,7,near,2004
26,yearwise,2005,RP001,45,05-16,44,8.515037479087622,0.12439547921534988,-1,1,strict,2005
26,yearwise,2005,RP002,81,06-21,85,32.74531084541037,21.609256993699503,4,4,matched,2005
26,yearwise,2005,RP003,113,07-23,104,42.686314091655,36.39470016406848,-9,9,no_match,2005
26,yearwise,2005,RP004,135,08-14,140,20.87271501184611,11.962879199561684,5,5,near,2005
26,yearwise,2005,RP005,160,09-08,163,29.05576155471098,14.356877235087715,3,3,matched,2005
27,yearwise,2006,RP001,45,05-16,52,24.485597220295404,11.72888501203396,7,7,near,2006
27,yearwise,2006,RP002,81,06-21,74,27.98191627922258,17.51502031005156,-7,7,near,2006
27,yearwise,2006,RP003,113,07-23,118,17.879212276640477,2.4167917779158543,5,5,near,2006
27,yearwise,2006,RP004,135,08-14,143,23.715712546965076,16.534845151490956,8,8,near,2006
27,yearwise,2006,RP005,160,09-08,158,28.990675741658116,22.134343767815828,-2,2,strict,2006
28,yearwise,2007,RP001,45,05-16,47,11.18458323647363,3.903138288079436,2,2,strict,2007
28,yearwise,2007,RP002,81,06-21,75,27.76382708761372,18.950102417936858,-6,6,near,2007
28,yearwise,2007,RP003,113,07-23,107,16.916049040324708,4.932896554282852,-6,6,near,2007
28,yearwise,2007,RP004,135,08-14,137,22.91671332368783,5.609795520186143,2,2,strict,2007
28,yearwise,2007,RP005,160,09-08,166,22.189976376928456,3.5778377910685464,6,6,near,2007
29,yearwise,2008,RP001,45,05-16,48,31.99400455239229,24.98002678742248,3,3,matched,2008
29,yearwise,2008,RP002,81,06-21,76,18.972772377197483,3.168094467267185,-5,5,near,2008
29,yearwise,2008,RP003,113,07-23,119,20.721976992085125,11.631252582228976,6,6,near,2008
29,yearwise,2008,RP004,135,08-14,134,41.302080334648,30.76147843052641,-1,1,strict,2008
29,yearwise,2008,RP005,160,09-08,159,14.331947536133974,2.985315241329257,-1,1,strict,2008
30,yearwise,2009,RP001,45,05-16,40,32.45901784192237,13.906213682076217,-5,5,near,2009
30,yearwise,2009,RP002,81,06-21,83,12.388857884429338,0.7736242277905134,2,2,strict,2009
30,yearwise,2009,RP003,113,07-23,113,31.461567335645928,9.98766249824229,0,0,strict,2009
30,yearwise,2009,RP004,135,08-14,134,52.69133205451611,43.21294745781853,-1,1,strict,2009
30,yearwise,2009,RP005,160,09-08,162,23.736516804733995,1.8896156353592843,2,2,strict,2009
31,yearwise,2010,RP001,45,05-16,54,19.350412947595924,11.222483841996286,9,9,no_match,2010
31,yearwise,2010,RP002,81,06-21,87,21.514546418428534,12.341087876865291,6,6,near,2010
31,yearwise,2010,RP003,113,07-23,111,25.913419648738675,12.403422906536793,-2,2,strict,2010
31,yearwise,2010,RP004,135,08-14,130,16.635956502228147,1.4279908081241572,-5,5,near,2010
31,yearwise,2010,RP005,160,09-08,164,25.06468983579591,10.925664842606537,4,4,matched,2010
32,yearwise,2011,RP001,45,05-16,43,8.997242343428226,0.09701788427436853,-2,2,strict,2011
32,yearwise,2011,RP002,81,06-21,78,32.2117106776446,24.682708357105533,-3,3,matched,2011
32,yearwise,2011,RP003,113,07-23,110,26.927370322484055,14.58076817667823,-3,3,matched,2011
32,yearwise,2011,RP004,135,08-14,130,27.341788933763198,16.90536513695369,-5,5,near,2011
32,yearwise,2011,RP005,160,09-08,158,19.255445188665895,11.515956172518536,-2,2,strict,2011
33,yearwise,2012,RP001,45,05-16,41,12.939496100559419,8.560327200320431,-4,4,matched,2012
33,yearwise,2012,RP002,81,06-21,82,42.824567989952214,35.55889828534496,1,1,strict,2012
33,yearwise,2012,RP003,113,07-23,111,30.998013258912096,23.37951035519349,-2,2,strict,2012
33,yearwise,2012,RP004,135,08-14,141,11.459763619401478,1.9444788016373344,6,6,near,2012
33,yearwise,2012,RP005,160,09-08,163,21.4546827033577,8.462861973956318,3,3,matched,2012
34,yearwise,2013,RP001,45,05-16,41,20.144520611336468,11.177290284396397,-4,4,matched,2013
34,yearwise,2013,RP002,81,06-21,80,22.589335651927648,8.798934475278791,-1,1,strict,2013
34,yearwise,2013,RP003,113,07-23,107,15.666288393140418,9.55642591613257,-6,6,near,2013
34,yearwise,2013,RP004,135,08-14,133,36.22037811775135,24.93902823726908,-2,2,strict,2013
34,yearwise,2013,RP005,160,09-08,165,26.286677445826463,8.336743678100852,5,5,near,2013
35,yearwise,2014,RP001,45,05-16,45,6.708186679271597,0.05861073699558439,0,0,strict,2014
35,yearwise,2014,RP002,81,06-21,75,45.17139525491857,38.5437628844583,-6,6,near,2014
35,yearwise,2014,RP003,113,07-23,108,27.49595896563408,12.587563348217564,-5,5,near,2014
35,yearwise,2014,RP004,135,08-14,131,33.82621768183137,23.77349980763159,-4,4,matched,2014
35,yearwise,2014,RP005,160,09-08,162,15.772088449472438,4.08143637538647,2,2,strict,2014
36,yearwise,2015,RP001,45,05-16,47,12.148179654199918,3.3232057805668536,2,2,strict,2015
36,yearwise,2015,RP002,81,06-21,78,20.95598866859164,7.323985896529443,-3,3,matched,2015
36,yearwise,2015,RP003,113,07-23,111,37.487610826576116,9.909612364306888,-2,2,strict,2015
36,yearwise,2015,RP004,135,08-14,137,15.057108861717044,0.3424796596311346,2,2,strict,2015
36,yearwise,2015,RP005,160,09-08,159,17.031631965921186,7.999902134980655,-1,1,strict,2015
37,yearwise,2016,RP001,45,05-16,41,10.845670615335994,0.970888339812138,-4,4,matched,2016
37,yearwise,2016,RP002,81,06-21,77,32.125107610045724,25.387626268051903,-4,4,matched,2016
37,yearwise,2016,RP003,113,07-23,115,26.677511032994676,12.355508031711008,2,2,strict,2016
37,yearwise,2016,RP004,135,08-14,130,26.949514202221394,19.016657750122736,-5,5,near,2016
37,yearwise,2016,RP005,160,09-08,162,21.641511302499666,2.6542338392427176,2,2,strict,2016
38,yearwise,2017,RP001,45,05-16,43,16.74227476391525,10.405012013270564,-2,2,strict,2017
38,yearwise,2017,RP002,81,06-21,83,11.680305026962913,0.3011351130634292,2,2,strict,2017
38,yearwise,2017,RP003,113,07-23,111,25.919884867588458,13.875230405939522,-2,2,strict,2017
38,yearwise,2017,RP004,135,08-14,139,34.141329333402055,27.513713449509318,4,4,matched,2017
38,yearwise,2017,RP005,160,09-08,153,27.902074872291607,17.756631217233828,-7,7,near,2017
39,yearwise,2018,RP001,45,05-16,41,15.660318201752087,5.121227699055545,-4,4,matched,2018
39,yearwise,2018,RP002,81,06-21,79,37.000608170814075,29.901715062220237,-2,2,strict,2018
39,yearwise,2018,RP003,113,07-23,113,21.413103843112765,6.049759788313988,0,0,strict,2018
39,yearwise,2018,RP004,135,08-14,127,23.096808625803575,14.29719125195901,-8,8,near,2018
39,yearwise,2018,RP005,160,09-08,155,26.86694345450406,18.393095350346066,-5,5,near,2018
40,yearwise,2019,RP001,45,05-16,42,11.087331710349586,4.8706579068171525,-3,3,matched,2019
40,yearwise,2019,RP002,81,06-21,84,12.943126708029151,5.566722973822721,3,3,matched,2019
40,yearwise,2019,RP003,113,07-23,110,17.09071872974006,3.432325993807055,-3,3,matched,2019
40,yearwise,2019,RP004,135,08-14,137,37.21549971424185,26.648646828304575,2,2,strict,2019
40,yearwise,2019,RP005,160,09-08,160,30.879553986283064,2.6763916333378184,0,0,strict,2019
41,yearwise,2020,RP001,45,05-16,45,22.00703007093861,11.316783478459666,0,0,strict,2020
41,yearwise,2020,RP002,81,06-21,81,4.611491329933145,0.20613250387432913,0,0,strict,2020
41,yearwise,2020,RP003,113,07-23,118,23.66140703429393,16.272188183550547,5,5,near,2020
41,yearwise,2020,RP004,135,08-14,132,9.755941185110133,0.269039396025601,-3,3,matched,2020
41,yearwise,2020,RP005,160,09-08,162,22.76851459204435,13.297136509069016,2,2,strict,2020
42,yearwise,2021,RP001,45,05-16,46,19.386744201466975,3.437709978544767,1,1,strict,2021
42,yearwise,2021,RP002,81,06-21,89,27.208264000525038,7.937594417066471,8,8,near,2021
42,yearwise,2021,RP003,113,07-23,107,52.841617853831124,46.30287550223008,-6,6,near,2021
42,yearwise,2021,RP004,135,08-14,128,32.38714663594722,23.052075189063032,-7,7,near,2021
42,yearwise,2021,RP005,160,09-08,156,15.906819828201414,7.413265148911339,-4,4,matched,2021
43,yearwise,2022,RP001,45,05-16,50,12.364869857527575,6.9742662563192095,5,5,near,2022
43,yearwise,2022,RP002,81,06-21,79,29.443712402225962,24.02735832977588,-2,2,strict,2022
43,yearwise,2022,RP003,113,07-23,121,21.305115235873252,11.283893646891155,8,8,near,2022
43,yearwise,2022,RP004,135,08-14,135,7.31175247040111,0.5115187775698313,0,0,strict,2022
43,yearwise,2022,RP005,160,09-08,165,16.172627321358053,3.8177349028843928,5,5,near,2022
44,yearwise,2023,RP001,45,05-16,53,31.26268724878555,24.92529116682791,8,8,near,2023
44,yearwise,2023,RP002,81,06-21,77,23.578810815480928,5.1261199158763375,-4,4,matched,2023
44,yearwise,2023,RP003,113,07-23,124,27.721926231609636,16.640718039137724,11,11,no_match,2023
44,yearwise,2023,RP004,135,08-14,143,34.88873444756132,17.82607794602105,8,8,near,2023
44,yearwise,2023,RP005,160,09-08,165,31.409017207661215,6.977796443483882,5,5,near,2023
