window,family,index_name,field_name,kind,expected_meaning,expected_type,expected_note,n_samples,n_high_samples,n_low_samples,high_threshold,low_threshold,expected_contrast,expected_contrast_z,expected_sign_pass,composite_effect_size,field_r2_weighted,eof_alignment_max_abs_corr,eof_alignment_best_pc,eof_cumulative_variance_topk,eof_status,bootstrap_pattern_corr_median,bootstrap_pattern_positive_rate,bootstrap_valid_reps,composite_score_0_1,field_r2_score_0_1,eof_alignment_score_0_1,bootstrap_score_0_1,overall_score,representativeness_tier,risk_flag
S1,Je,Je_axis_lat,u200,position,Downstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,1665,417,417,36.57893781259812,31.094649354143318,20.44437901511246,1.5198294155570005,True,1.3176635632130438,0.2428404774559245,0.7047357840853327,1,0.8978700358603174,ok,0.9983175722126567,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S1,Je,Je_meridional_width,u200,width,Downstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",1665,748,917,2.0,1.75,0.26220152010951026,1.0,True,0.025683881887578655,0.0006723685825356766,0.04217821639596686,5,0.8978700358603174,ok,0.5683587756162011,0.8,200,1.0,0.005603071521130639,0.07668766617448519,0.8354484695202513,0.5373822247518977,weak_but_usable,usable_but_sensitive
S1,Jw,Jw_strength,u200,strength,Upstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,1665,417,417,43.80020275394855,34.90851775122083,6.981709527464668,1.0661367444368697,True,0.7226754107739615,0.14752706624363243,0.7000609335982251,1,0.8557493560784826,ok,0.9909681263357901,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S1,Jw,Jw_axis_lat,u200,position,Upstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,1665,417,417,35.43837608202781,27.31526186261028,18.42666543542926,2.1581257748876137,True,0.9422462385869194,0.1379399861664803,0.5425838834615218,1,0.8557493560784826,ok,0.9959666472621168,1.0,200,1.0,1.0,0.9865161517482213,1.0,0.9966290379370553,strong,low
S1,Jw,Jw_meridional_width,u200,width,Upstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",1665,759,906,2.0,1.75,0.88436598594007,1.0,True,0.09759474733257936,0.0048180009882431195,0.11149255852987436,1,0.8557493560784826,ok,0.9243116628884882,1.0,200,1.0,0.04015000823535933,0.20271374278158974,1.0,0.6087084373424693,moderate,low
T1,P,P_main_band_share,precip,band_share,Main rain-band share: Main(24-35N)/Total(10-40N),main_gt_other,expected main-band positive relative to south-band,405,102,102,0.5819468080938656,0.3094129080341198,10.383689348356121,1.6942975197121024,True,1.3162945262639871,0.13944636151463216,0.8643323311850716,1,0.5426299137428642,ok,0.9805700239881561,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T1,P,P_south_band_share_18_24,precip,band_share,South rain-band share: South(18-24N)/Total(10-40N),south_gt_main,expected south-band positive relative to main-band,405,102,102,0.3166619004046536,0.1425508953926303,10.134866087311996,2.2810671733509436,True,0.954269412968939,0.08762131272391949,0.7767692065555504,2,0.5426299137428642,ok,0.970153543378903,1.0,200,1.0,0.7301776060326625,1.0,1.0,0.9460355212065326,strong,low
T1,P,P_main_minus_south,precip,band_difference,Main-band minus south-band share,main_gt_south,expected main-band positive relative to south-band,405,102,102,0.4235246040713277,-0.0059435911757387,11.804957972609555,2.057674345857071,True,1.232193364901189,0.12847630795793785,0.7095137684864741,1,0.5426299137428642,ok,0.9812615732918311,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T1,P,P_spread_lat,precip,spread,Latitudinal spread of precipitation over 10-40N,spread_like,spread-like index; use absolute edge-vs-center contrast,405,102,102,7.477151786263426,6.043506841224293,2.3776191220326632,0.7064985676497416,True,0.7228065223994078,0.058862902885239654,0.6117851918020396,2,0.5426299137428642,ok,0.9500101251915778,1.0,200,0.7064985676497416,0.4905241907103305,1.0,1.0,0.7953793368194757,strong,low
T1,P,P_north_band_share_35_45,precip,band_share,North rain-band share: North(35-45N)/Total(10-50N),north_gt_main,expected north-band positive relative to main-band,405,102,102,0.1348179541037709,0.0475541413226547,0.8466652609747902,0.24855884124280075,True,0.7315998182014043,0.09169259695633997,0.3804304781356819,1,0.5426299137428642,ok,0.9586254018387397,1.0,200,0.7,0.7641049746361664,0.6916917784285125,1.0,0.7707439395343614,strong,low
T1,P,P_north_minus_main_35_45,precip,band_difference,North-band share minus main-band share,north_gt_main,expected north-band positive relative to main-band,405,102,102,-0.1993188246766894,-0.4285957290642188,5.416054561261942,1.0237210118975235,True,1.1362986144918779,0.098681464872419,0.7214617692390645,1,0.5426299137428642,ok,0.9774491531880315,1.0,200,1.0,0.8223455406034916,1.0,1.0,0.9644691081206984,strong,low
T1,P,P_total_centroid_lat_10_50,precip,position,Precipitation centroid latitude over 10-50N,north_gt_south,expected northern part positive relative to southern part,405,102,102,27.30520117418534,22.53794999766241,8.692456243236428,1.4951178792267041,True,1.2487000865798283,0.14620450207508082,0.85486606322791,1,0.5426299137428642,ok,0.9776874690324782,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T1,V,V_strength,v850,strength,Mean V over 10-30N,domain_mean_positive,expected domain-mean high-low composite to be positive,405,102,102,3.062579734660038,1.2896309567951416,3.404237700537573,1.6233501276737854,True,0.8383111548602017,0.3352012052764624,0.9134800392722522,1,0.8274923671950285,ok,0.9735222336477738,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T1,V,V_pos_centroid_lat,v850,position,Positive-v850 centroid latitude over 10-30N,north_gt_south,expected northern part positive relative to southern part,404,101,101,22.36550033272933,18.997862455788884,,,False,1.1101876931984629,0.19296771543294094,0.6508576837352996,1,0.8266636853370749,ok,0.9847360586119336,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T1,V,V_NS_diff,v850,lat_difference,North minus south V: sum 15-30N minus sum 10-15N,north_gt_south_v,expected northern part positive relative to southern part,405,102,102,183.7453493316441,65.31881027956229,,,False,1.0631091061785352,0.334398954019722,0.9583800979385894,1,0.8274923671950285,ok,0.984420775754798,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T1,H,H_strength,z500,strength,H/z500 core strength,domain_mean_positive,expected domain-mean high-low composite to be positive,405,102,102,5894.913020877772,5879.204239214484,25.90326688095203,2.7760914816372098,True,0.3681479112448887,0.3458342147849055,0.6222437827911294,2,0.9308016938313377,ok,0.874972323167584,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T1,H,H_centroid_lat,z500,position,Latitude centroid of H core,north_gt_south,expected northern part positive relative to southern part,405,102,102,19.72186995542649,15.901022427352938,16.657971341789477,0.9401358314642755,True,0.6990899832155345,0.15430242792863932,0.4491332284175921,2,0.9308016938313377,ok,0.9678968867132972,1.0,200,0.9401358314642755,1.0,0.8166058698501675,1.0,0.9331990084750383,strong,low
T1,H,H_west_extent_lon,z500,extent,Western extent longitude of H core; direction is definition-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",405,105,102,131.25,114.0,16.111564293671968,1.0,True,0.6356810760624806,0.07705043369206846,0.48203013932893296,5,0.9308016938313377,ok,0.9704913743260178,1.0,200,1.0,0.6420869474339038,0.8764184351435144,1.0,0.8975219982726594,strong,low
T1,H,H_zonal_width,z500,width,Zonal width of H core; boundary-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",405,105,105,11.75,7.5,6.884874849809698,1.0,True,0.27164244100130613,0.008093828527155345,0.15166750206766486,5,0.9308016938313377,ok,0.8698353717325256,0.97,200,1.0,0.06744857105962787,0.27575909466848153,1.0,0.632429487879046,moderate,low
T1,Je,Je_strength,u200,strength,Downstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,405,102,102,50.03636967925153,39.12592004859667,4.17588696568031,0.44302137317345686,True,0.9976669054736222,0.16444840196592678,0.6658994492070355,2,0.8889900735915226,ok,0.9869416085346379,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T1,Je,Je_axis_lat,u200,position,Downstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,405,102,102,38.317038726430745,34.04589299385036,16.036455162054196,1.1304848100477616,True,1.5014302221796778,0.280838348343066,0.7996934841531039,1,0.8889900735915226,ok,0.9944504768871749,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T1,Je,Je_meridional_width,u200,width,Downstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",405,166,239,2.0,1.75,1.458713345316581,1.0,True,0.1543943724592811,0.003170492764271998,0.07995654406596886,2,0.8889900735915226,ok,0.8968709839330323,1.0,200,1.0,0.026420773035599986,0.1453755346653979,1.0,0.5916280382734695,moderate,low
T1,Jw,Jw_strength,u200,strength,Upstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,405,102,102,40.0944950506328,31.48368653299243,4.515075363864813,0.6527028783504473,True,0.8144777273957923,0.152108766099193,0.6473595083315886,1,0.8519008628269976,ok,0.9673845277576061,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T1,Jw,Jw_axis_lat,u200,position,Upstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,405,102,102,38.99969483762514,30.594206686145245,9.35876469771301,1.1755318636356658,True,0.9373760637571033,0.12231055106882233,0.6649717475527995,2,0.8519008628269976,ok,0.9857884116543194,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T1,Jw,Jw_meridional_width,u200,width,Upstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",405,190,215,2.0,1.75,1.0775925814086516,1.0,True,0.1268774172988268,0.008219108253117174,0.1505188919013289,1,0.8519008628269976,ok,0.8127508325253399,0.995,200,1.0,0.06849256877597645,0.2736707125478707,1.0,0.632116191892163,moderate,low
S2,P,P_main_band_share,precip,band_share,Main rain-band share: Main(24-35N)/Total(10-40N),main_gt_other,expected main-band positive relative to south-band,1170,293,293,0.5268635085755424,0.3042476575265653,11.389832465402186,1.903830570248531,True,1.1780177315068083,0.09911708547093911,0.8913699228977939,1,0.5057948189348448,ok,0.9900677597886207,1.0,200,1.0,0.825975712257826,1.0,1.0,0.9651951424515652,strong,low
S2,P,P_south_band_share_18_24,precip,band_share,South rain-band share: South(18-24N)/Total(10-40N),south_gt_main,expected south-band positive relative to main-band,1170,293,293,0.3378397153145738,0.1694253059363196,12.248218748797228,2.281475417921822,True,1.057109383553793,0.07627406860147291,0.8464557969984955,2,0.5057948189348448,ok,0.9900443749321859,1.0,200,1.0,0.6356172383456077,1.0,1.0,0.9271234476691215,strong,low
S2,P,P_main_minus_south,precip,band_difference,Main-band minus south-band share,main_gt_south,expected main-band positive relative to south-band,1170,293,293,0.34136123864459367,-0.03356123326811055,13.305864001761194,2.3145390146951983,True,1.131986798434447,0.08940320854535189,0.7515859608013133,1,0.5057948189348448,ok,0.9908535031868022,1.0,200,1.0,0.7450267378779324,1.0,1.0,0.9490053475755864,strong,low
S2,P,P_spread_lat,precip,spread,Latitudinal spread of precipitation over 10-40N,spread_like,spread-like index; use absolute edge-vs-center contrast,1170,293,293,7.538478329408139,6.070942054774376,3.2770290275760185,0.7627291539833724,True,0.8460046089832731,0.06764158706806928,0.7110887294462873,2,0.5057948189348448,ok,0.9847929590671396,1.0,200,0.7627291539833724,0.5636798922339107,1.0,1.0,0.8296911823409625,strong,low
S2,P,P_north_band_share_35_45,precip,band_share,North rain-band share: North(35-45N)/Total(10-50N),north_gt_main,expected north-band positive relative to main-band,1170,293,293,0.10664797088247926,0.039913544219682025,1.7650765753209132,0.6946029320946066,True,0.5003682295059888,0.07722668609686519,0.3039470648092523,3,0.5057948189348448,ok,0.9574974098648692,1.0,200,0.6946029320946066,0.6435557174738765,0.5526310269259133,1.0,0.709979926459366,strong,low
S2,P,P_north_minus_main_35_45,precip,band_difference,North-band share minus main-band share,north_gt_main,expected north-band positive relative to main-band,1170,293,293,-0.19711672231113647,-0.41130729297717794,5.91934526616946,1.105073418534347,True,1.0547397837885353,0.08233067055685903,0.7668649093546465,1,0.5057948189348448,ok,0.9887207852550445,1.0,200,1.0,0.6860889213071586,1.0,1.0,0.9372177842614318,strong,low
S2,P,P_total_centroid_lat_10_50,precip,position,Precipitation centroid latitude over 10-50N,north_gt_south,expected northern part positive relative to southern part,1170,293,293,26.079834514701787,22.51776855591971,7.465001823336804,1.4766949969222147,True,0.9954097772792764,0.10345769060423363,0.7237175971701156,1,0.5057948189348448,ok,0.9858479443067283,1.0,200,1.0,0.8621474217019469,1.0,1.0,0.9724294843403893,strong,low
S2,V,V_strength,v850,strength,Mean V over 10-30N,domain_mean_positive,expected domain-mean high-low composite to be positive,1170,293,293,3.356182059926561,1.756959951862034,3.066411440852618,1.463214096107028,True,0.8735640867594765,0.2898972132544165,0.9230326456249452,1,0.799392436948583,ok,0.9897843227223331,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S2,V,V_pos_centroid_lat,v850,position,Positive-v850 centroid latitude over 10-30N,north_gt_south,expected northern part positive relative to southern part,1169,293,293,21.17104006108807,18.27719439217672,,,False,1.1598455959294691,0.20877764664510895,0.7651220763869317,1,0.7993035721521727,ok,0.9961173554382052,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S2,V,V_NS_diff,v850,lat_difference,North minus south V: sum 15-30N minus sum 10-15N,north_gt_south_v,expected northern part positive relative to southern part,1170,293,293,191.4567632340472,62.88879045836621,,,False,1.0687884074229055,0.30008350253062177,0.9746055642449969,1,0.799392436948583,ok,0.9935505728160696,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S2,H,H_strength,z500,strength,H/z500 core strength,domain_mean_positive,expected domain-mean high-low composite to be positive,1170,293,293,5895.081106948592,5879.274674568047,24.70741227702512,2.0603633984363467,True,0.48734136991634774,0.3621171340785508,0.7321701294181426,2,0.9323160914027407,ok,0.9753444074324493,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S2,H,H_centroid_lat,z500,position,Latitude centroid of H core,north_gt_south,expected northern part positive relative to southern part,1170,293,293,21.02862097978043,16.65903638536964,22.703371297219952,1.0613282331484832,True,0.869341632391274,0.1824252555213643,0.5490263742135156,1,0.9323160914027407,ok,0.9921538628814222,1.0,200,1.0,1.0,0.9982297712973011,1.0,0.9995574428243252,strong,low
S2,H,H_west_extent_lon,z500,extent,Western extent longitude of H core; direction is definition-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",1170,327,294,132.25,125.0,9.42708402145435,1.0,True,0.38311329357484064,0.03253002608234133,0.4669062048385034,5,0.9323160914027407,ok,0.9630539937922845,1.0,200,1.0,0.2710835506861778,0.8489203724336425,1.0,0.8164468032456462,strong,low
S2,H,H_zonal_width,z500,width,Zonal width of H core; boundary-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",1170,313,302,10.5,7.0,8.230301946273766,1.0,True,0.3344765018086598,0.014346690948059737,0.2680165944394152,5,0.9323160914027407,ok,0.9650908230647843,1.0,200,1.0,0.11955575790049781,0.4873028989807549,1.0,0.6957368763252882,moderate,low
S2,Je,Je_strength,u200,strength,Downstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,1170,293,293,47.347534449177786,35.81525552435106,5.189568931078108,0.529188429626971,True,1.0210249867211725,0.16598790410352107,0.7700871064361349,2,0.8856937286048385,ok,0.9922000552874221,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S2,Je,Je_axis_lat,u200,position,Downstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,1170,293,293,37.77442493512846,33.93038123869382,16.538133519123313,1.2613568229021161,True,1.365098403143694,0.21342058585645063,0.7398420255190381,1,0.8856937286048385,ok,0.9971964484964215,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S2,Je,Je_meridional_width,u200,width,Downstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",1170,502,668,2.0,1.75,0.7146908301949464,1.0,True,0.07441039936824753,0.00545608089179544,0.14420731480470325,2,0.8856937286048385,ok,0.8618263856973111,0.995,200,1.0,0.045467340764962,0.26219511782673316,1.0,0.6246422476096757,moderate,low
S2,Jw,Jw_strength,u200,strength,Upstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,1170,293,293,39.42341316123714,31.555797919147878,2.547645466811248,0.28997272867151125,True,1.1219555131034649,0.20272295295491138,0.6314608280188339,1,0.8674214022590483,ok,0.994636862290552,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S2,Jw,Jw_axis_lat,u200,position,Upstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,1170,293,293,38.87208763109981,34.47057232819531,13.999870486279454,1.5496641638917439,True,1.15366636039226,0.1390162859030107,0.501089396572661,1,0.8674214022590483,ok,0.9953940787667811,1.0,200,1.0,1.0,0.9110716301321109,1.0,0.9777679075330277,strong,low
S2,Jw,Jw_meridional_width,u200,width,Upstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",1170,492,678,2.0,1.75,0.3877002074107663,1.0,True,0.04950964754910081,0.009924145207633283,0.12549384510305775,2,0.8674214022590483,ok,0.7044279629327563,0.94,200,1.0,0.0827012100636107,0.22817062746010497,1.0,0.6235828988777483,moderate,low
T2,P,P_main_band_share,precip,band_share,Main rain-band share: Main(24-35N)/Total(10-40N),main_gt_other,expected main-band positive relative to south-band,540,135,135,0.5549929189411004,0.3377090608097451,13.208293907022743,1.7995392331397224,True,1.1925409780794443,0.1083414151373074,0.9081688474328633,1,0.5186066864460148,ok,0.9834304557331643,1.0,200,1.0,0.9028451261442284,1.0,1.0,0.9805690252288457,strong,low
T2,P,P_south_band_share_18_24,precip,band_share,South rain-band share: South(18-24N)/Total(10-40N),south_gt_main,expected south-band positive relative to main-band,540,135,135,0.2593191023178141,0.10971996096097382,13.435906116964388,2.1297999170212556,True,1.0249815813340164,0.08930648961117862,0.7464871143032821,2,0.5186066864460148,ok,0.9757858969899325,1.0,200,1.0,0.7442207467598219,1.0,1.0,0.9488441493519644,strong,low
T2,P,P_main_minus_south,precip,band_difference,Main-band minus south-band share,main_gt_south,expected main-band positive relative to south-band,540,135,135,0.41554897403788527,0.0788310555330463,14.908136897304168,2.0320739230449743,True,1.1919877052628036,0.10247932444974955,0.8445421450997429,1,0.5186066864460148,ok,0.9820679965138742,1.0,200,1.0,0.8539943704145796,1.0,1.0,0.9707988740829159,strong,low
T2,P,P_spread_lat,precip,spread,Latitudinal spread of precipitation over 10-40N,spread_like,spread-like index; use absolute edge-vs-center contrast,540,135,135,8.252659509858365,6.706881219648567,1.1446060543759775,0.20899512395805123,True,0.8898315324646329,0.08861404732833608,0.791465240817254,2,0.5186066864460148,ok,0.9707681437551117,1.0,200,0.7,0.7384503944028007,1.0,1.0,0.84269007888056,strong,low
T2,P,P_north_band_share_35_45,precip,band_share,North rain-band share: North(35-45N)/Total(10-50N),north_gt_main,expected north-band positive relative to main-band,540,135,135,0.13633594621145712,0.05857919914589173,3.601360392500945,1.0760578547863058,True,0.5437745384245686,0.06592254946933121,0.3262732411315614,3,0.5186066864460148,ok,0.9372723122851029,1.0,200,1.0,0.5493545789110934,0.5932240747846571,1.0,0.8081769344783829,strong,low
T2,P,P_north_minus_main_35_45,precip,band_difference,North-band share minus main-band share,north_gt_main,expected north-band positive relative to main-band,540,135,135,-0.1909570458211599,-0.4158801176062963,7.343327506723998,1.1025618354150057,True,1.082126042262148,0.09716171217938983,0.8005801389536248,1,0.5186066864460148,ok,0.9784566338345182,1.0,200,1.0,0.8096809348282487,1.0,1.0,0.9619361869656498,strong,low
T2,P,P_total_centroid_lat_10_50,precip,position,Precipitation centroid latitude over 10-50N,north_gt_south,expected northern part positive relative to southern part,540,135,135,26.956644057204528,23.47120775673782,8.838632937624618,1.5718530049275357,True,0.9136104851942467,0.08716637817571055,0.6002998167630238,1,0.5186066864460148,ok,0.9729076593407955,1.0,200,1.0,0.7263864847975879,1.0,1.0,0.9452772969595176,strong,low
T2,V,V_strength,v850,strength,Mean V over 10-30N,domain_mean_positive,expected domain-mean high-low composite to be positive,540,135,135,4.4998695982212755,2.9574454236891494,2.945538215600503,1.4814201066341763,True,0.7646903379438533,0.22901240368009546,0.743865675358146,1,0.7951886080286054,ok,0.9738895855160568,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T2,V,V_pos_centroid_lat,v850,position,Positive-v850 centroid latitude over 10-30N,north_gt_south,expected northern part positive relative to southern part,540,135,135,21.89242132166942,20.200328195404584,,,False,1.1076561649220273,0.16774477104539576,0.7283692937500095,1,0.7951886080286054,ok,0.990440276257252,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T2,V,V_NS_diff,v850,lat_difference,North minus south V: sum 15-30N minus sum 10-15N,north_gt_south_v,expected northern part positive relative to southern part,540,135,135,277.37511929306584,149.66158027523656,,,False,1.038762460532729,0.2456367992969024,0.8826794671947029,1,0.7951886080286054,ok,0.9867058957177874,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T2,H,H_strength,z500,strength,H/z500 core strength,domain_mean_positive,expected domain-mean high-low composite to be positive,540,135,135,5904.769141191606,5885.6113115434355,25.9856779104506,2.512668414447586,True,0.45184888512903715,0.3310633097544868,0.6744650331951705,2,0.9199396820585094,ok,0.9291422299411414,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
