window,family,index_name,field_name,kind,expected_meaning,expected_type,expected_note,n_samples,n_high_samples,n_low_samples,high_threshold,low_threshold,expected_contrast,expected_contrast_z,expected_sign_pass,composite_effect_size,field_r2_weighted,eof_alignment_max_abs_corr,eof_alignment_best_pc,eof_cumulative_variance_topk,eof_status,bootstrap_pattern_corr_median,bootstrap_pattern_positive_rate,bootstrap_valid_reps,composite_score_0_1,field_r2_score_0_1,eof_alignment_score_0_1,bootstrap_score_0_1,overall_score,representativeness_tier,risk_flag
T4,P,P_north_band_share_35_45,precip,band_share,North rain-band share: North(35-45N)/Total(10-50N),north_gt_main,expected north-band positive relative to main-band,450,113,113,0.14254785244019208,0.067067303469761,2.378876945588042,0.7971338946566134,True,0.5405097874066903,0.057237845325252196,0.4662737268926976,4,0.4760935826344495,ok,0.9065342048299576,1.0,200,0.7971338946566134,0.4769820443771016,0.8477704125321773,1.0,0.7863358751382794,strong,low
T4,P,P_north_minus_main_35_45,precip,band_difference,North-band share minus main-band share,north_gt_main,expected north-band positive relative to main-band,450,113,113,-0.0792006662735779,-0.23569018023184649,4.957222761825083,1.2452831082855687,True,0.7209965706266851,0.07227404584334528,0.46698568275055824,1,0.4760935826344495,ok,0.9559784170580463,1.0,200,1.0,0.6022837153612106,0.8490648777282876,1.0,0.882722962504314,strong,low
T4,P,P_total_centroid_lat_10_50,precip,position,Precipitation centroid latitude over 10-50N,north_gt_south,expected northern part positive relative to southern part,450,113,113,25.384254526285005,22.026294411065305,6.520890231439043,1.3767692689948197,True,0.8578445315341574,0.08204522054381701,0.517064810709722,1,0.4760935826344495,ok,0.9627734874919232,1.0,200,1.0,0.6837101711984751,0.9401178376540399,1.0,0.9217714936532049,strong,low
T4,V,V_strength,v850,strength,Mean V over 10-30N,domain_mean_positive,expected domain-mean high-low composite to be positive,450,113,113,1.713503141131428,0.1349013060439324,3.234196143092022,1.5257519900273857,True,0.7744825235730877,0.24680588064071443,0.9602494881458038,1,0.8027353767032971,ok,0.9696410489113281,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T4,V,V_pos_centroid_lat,v850,position,Positive-v850 centroid latitude over 10-30N,north_gt_south,expected northern part positive relative to southern part,448,112,112,21.724009881572993,15.072836865846506,,,False,1.016164660933165,0.175647849581907,0.7025804639404103,1,0.8025753712608069,ok,0.9891417209415213,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T4,V,V_NS_diff,v850,lat_difference,North minus south V: sum 15-30N minus sum 10-15N,north_gt_south_v,expected northern part positive relative to southern part,450,113,113,86.3640073462058,-42.84531360462548,,,False,0.987489759105568,0.25442805738342666,0.9657993791470748,1,0.8027353767032971,ok,0.9823980670061611,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T4,H,H_strength,z500,strength,H/z500 core strength,domain_mean_positive,expected domain-mean high-low composite to be positive,450,113,113,5903.418996090416,5879.802736958059,28.14794889879344,2.2488102304044335,True,0.5446082665819624,0.2766852622870791,0.6319265568740245,1,0.8986154090981027,ok,0.9442456712036678,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
T4,H,H_centroid_lat,z500,position,Latitude centroid of H core,north_gt_south,expected northern part positive relative to southern part,450,113,113,29.66017694806682,25.17754466061298,57.71694037681719,2.225492659720152,True,1.1284112780344708,0.09849484572508664,0.4826993163018167,1,0.8986154090981027,ok,0.989317751577992,1.0,200,1.0,0.8207903810423887,0.8776351205487576,1.0,0.9335668563456672,strong,low
T4,H,H_west_extent_lon,z500,extent,Western extent longitude of H core; direction is definition-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",450,122,113,133.0,116.8125,17.179490364840255,1.0,True,0.747481691653681,0.07539011427474028,0.6239794840761201,3,0.8986154090981027,ok,0.9765231051258935,1.0,200,1.0,0.6282509522895023,1.0,1.0,0.9256501904579004,strong,low
T4,H,H_zonal_width,z500,width,Zonal width of H core; boundary-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",450,114,121,11.0,6.25,12.685819457794182,1.0,True,0.5519615301122088,0.034918151914207156,0.2562050782262764,3,0.8986154090981027,ok,0.9708129318195892,1.0,200,1.0,0.29098459928505965,0.4658274149568662,1.0,0.7246537735962284,moderate,low
T4,Je,Je_strength,u200,strength,Downstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,450,113,113,41.19668916537363,29.47333926354122,5.1777861898320685,0.524314841563777,True,1.1380465411217304,0.1828399051920371,0.6809198370506288,2,0.8470492447715819,ok,0.9854283607008149,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T4,Je,Je_axis_lat,u200,position,Downstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,450,113,113,45.26102261304472,40.72274665901792,-16.921309837511895,-1.5460390414554397,False,1.2613092553158058,0.19986422954670116,0.8191149687011745,1,0.8470492447715819,ok,0.9898257176956209,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T4,Je,Je_meridional_width,u200,width,Downstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",450,235,215,2.0,1.75,1.9560801629592155,1.0,True,0.22542117564869468,0.0038742094538019556,0.09933792361516774,2,0.8470492447715819,ok,0.942831948782977,1.0,200,1.0,0.03228507878168296,0.18061440657303224,1.0,0.6016106173995946,moderate,low
T4,Jw,Jw_strength,u200,strength,Upstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,450,113,113,45.79711024016995,35.95574057158284,0.9289008775930844,0.08125610442604883,True,1.3996383272539892,0.24139029120781758,0.6235641163189124,2,0.9004404444853441,ok,0.9935488888839241,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T4,Jw,Jw_axis_lat,u200,position,Upstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,450,113,113,42.5608079521696,38.87857106182936,-2.440722353792812,-0.18147353192267685,False,1.646673657328037,0.24456697580680606,0.7175281636606794,1,0.9004404444853441,ok,0.9948543295927499,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
T4,Jw,Jw_meridional_width,u200,width,Upstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",450,189,261,2.0,1.75,0.6518616482703673,1.0,True,0.0798101048555959,0.00511886079178113,0.11467475965747984,4,0.9004404444853441,ok,0.7618998749782039,0.91,200,1.0,0.04265717326484275,0.20849956301359968,1.0,0.6106563254063685,moderate,low
S5,P,P_main_band_share,precip,band_share,Main rain-band share: Main(24-35N)/Total(10-40N),main_gt_other,expected main-band positive relative to south-band,765,192,192,0.3521170584934543,0.1701320019286622,8.54453793234639,1.6920780817125403,True,0.9160761168558733,0.06772529463308251,0.6842393438266002,1,0.4709545418676828,ok,0.9795703978549046,1.0,200,1.0,0.5643774552756876,1.0,1.0,0.9128754910551375,strong,low
S5,P,P_south_band_share_18_24,precip,band_share,South rain-band share: South(18-24N)/Total(10-40N),south_gt_main,expected south-band positive relative to main-band,765,192,192,0.340084909763692,0.1745992009293907,10.597224407541532,2.321862110057278,True,0.8279785485871352,0.04418302465020559,0.7433834990214658,3,0.4709545418676828,ok,0.9703979351213033,1.0,200,1.0,0.3681918720850466,1.0,1.0,0.8736383744170093,strong,low
S5,P,P_main_minus_south,precip,band_difference,Main-band minus south-band share,main_gt_south,expected main-band positive relative to south-band,765,192,192,0.1397215200045716,-0.1358243000339837,11.437403166270023,2.3388198389936132,True,0.8871438365205071,0.05556651642522306,0.6410351125718782,1,0.4709545418676828,ok,0.9753389379387251,1.0,200,1.0,0.4630543035435255,1.0,1.0,0.8926108607087051,strong,low
S5,P,P_spread_lat,precip,spread,Latitudinal spread of precipitation over 10-40N,spread_like,spread-like index; use absolute edge-vs-center contrast,765,192,192,8.319101043475113,6.757674696710249,3.6053057759683447,0.9096752760470308,True,0.718983777739572,0.050167694390162984,0.45824126533815446,1,0.4709545418676828,ok,0.9652126513521593,1.0,200,0.9096752760470308,0.4180641199180249,0.8331659369784625,1.0,0.8102906548446813,strong,low
S5,P,P_north_band_share_35_45,precip,band_share,North rain-band share: North(35-45N)/Total(10-50N),north_gt_main,expected north-band positive relative to main-band,765,192,192,0.1269035932507126,0.0484042787099055,2.0552174601833517,0.689027187125552,True,0.5411090543656842,0.05831735668085912,0.32931134534791284,1,0.4709545418676828,ok,0.9413697793827561,1.0,200,0.689027187125552,0.48597797234049267,0.5987479006325688,1.0,0.6880420851201838,moderate,low
S5,P,P_north_minus_main_35_45,precip,band_difference,North-band share minus main-band share,north_gt_main,expected north-band positive relative to main-band,765,192,192,-0.0700442705919677,-0.2317581475572229,4.877111222596341,1.2706457355864498,True,0.696308272811876,0.056534096300772003,0.4372568233448184,1,0.4709545418676828,ok,0.9626681694808803,1.0,200,1.0,0.47111746917310005,0.7950124060814879,1.0,0.8429765953549919,strong,low
S5,P,P_total_centroid_lat_10_50,precip,position,Precipitation centroid latitude over 10-50N,north_gt_south,expected northern part positive relative to southern part,765,192,192,24.51838742438973,20.861114689677347,7.341710111976711,1.5962410382098302,True,0.8343766441871134,0.07600954056798036,0.61876838001605,1,0.4709545418676828,ok,0.9773883186077242,1.0,200,1.0,0.6334128380665031,1.0,1.0,0.9266825676133006,strong,low
S5,V,V_strength,v850,strength,Mean V over 10-30N,domain_mean_positive,expected domain-mean high-low composite to be positive,765,192,192,0.7710453692240523,-1.127467963679536,3.4641929870979564,1.6817961681665043,True,0.7015736470313858,0.25033818207905484,0.8402363214487522,1,0.7964369154757271,ok,0.9828528511555622,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S5,V,V_pos_centroid_lat,v850,position,Positive-v850 centroid latitude over 10-30N,north_gt_south,expected northern part positive relative to southern part,708,177,177,22.502375059026463,12.428155997538092,,,False,0.896036793105753,0.1846094445844173,0.7565120808035004,1,0.7922262196865351,ok,0.9911578538024086,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S5,V,V_NS_diff,v850,lat_difference,North minus south V: sum 15-30N minus sum 10-15N,north_gt_south_v,expected northern part positive relative to southern part,765,192,192,38.37561005984735,-120.61519627046034,,,False,0.9872638359096503,0.26713915376169656,0.9548433209226764,1,0.7964369154757271,ok,0.9913055378140794,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S5,H,H_strength,z500,strength,H/z500 core strength,domain_mean_positive,expected domain-mean high-low composite to be positive,765,192,192,5901.883749666702,5878.450189846416,32.4992179063858,1.9298799559321913,True,0.6626214634754518,0.25980563774161974,0.6487664534280057,1,0.8998076723606088,ok,0.9783845715448092,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S5,H,H_centroid_lat,z500,position,Latitude centroid of H core,north_gt_south,expected northern part positive relative to southern part,765,192,192,27.69625462635876,23.594969670960385,71.20787946671427,2.1756562416476686,True,1.2878362959114866,0.16673906524421678,0.7337608518732673,1,0.8998076723606088,ok,0.99545637188162,1.0,200,1.0,1.0,1.0,1.0,1.0,strong,low
S5,H,H_west_extent_lon,z500,extent,Western extent longitude of H core; direction is definition-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",765,209,197,132.5,113.5,16.399785673557247,1.0,True,0.6452990969833985,0.057602332430359865,0.6067329188470741,3,0.8998076723606088,ok,0.9806029962259676,1.0,200,1.0,0.48001943691966553,1.0,1.0,0.8960038873839331,strong,low
S5,H,H_zonal_width,z500,width,Zonal width of H core; boundary-sensitive,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",765,192,209,12.0,6.5,10.320793820378887,1.0,True,0.40610280311045843,0.011801970459970815,0.24100035790435984,3,0.8998076723606088,ok,0.964019204117694,1.0,200,1.0,0.09834975383309012,0.43818246891701784,1.0,0.6792155679958725,moderate,low
S5,Je,Je_strength,u200,strength,Downstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,765,192,192,46.564077055507305,35.894861018513694,3.2927367435133386,0.297076950030652,True,1.1852625137249455,0.20015215964751612,0.7712076223032633,2,0.8674438806423256,ok,0.9932771599085171,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S5,Je,Je_axis_lat,u200,position,Downstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,765,192,192,43.2693442623623,39.48785772128964,-4.042991405180779,-0.30283759370762836,False,1.4276426939787585,0.22447719944461889,0.7625663856505648,1,0.8674438806423256,ok,0.9957031348900205,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S5,Je,Je_meridional_width,u200,width,Downstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",765,343,422,2.0,1.75,1.0635378704061529,1.0,True,0.11373115629887152,0.007499766181212507,0.11163525211936313,4,0.8674438806423256,ok,0.8661584334685559,0.98,200,1.0,0.06249805151010423,0.20297318567156933,1.0,0.6132429067199132,moderate,low
S5,Jw,Jw_strength,u200,strength,Upstream jet strength,domain_mean_positive,expected domain-mean high-low composite to be positive,765,192,192,44.91817698712116,36.4333743567688,1.835599955079514,0.1752460955839771,True,1.3463637047144914,0.2562389556711676,0.6570112650677289,1,0.8922094421744664,ok,0.9946988622990265,1.0,200,0.7,1.0,1.0,1.0,0.895,strong,low
S5,Jw,Jw_axis_lat,u200,position,Upstream jet axis latitude,north_gt_south,expected northern part positive relative to southern part,765,192,192,40.77521542289736,37.716104662198696,8.6500791081754,0.7447013007634198,True,1.4930373584863876,0.23546093768353282,0.6907889869370079,1,0.8922094421744664,ok,0.9970906626400015,1.0,200,0.7447013007634198,1.0,1.0,1.0,0.910645455267197,strong,low
S5,Jw,Jw_meridional_width,u200,width,Upstream jet meridional width,generic_pattern,"generic/boundary-sensitive index; use composite amplitude, not sign",765,334,431,2.0,1.75,0.43039248349848064,1.0,True,0.05532193804029037,0.002625094995531488,0.09064601825260452,2,0.8922094421744664,ok,0.6919674093965766,0.88,200,1.0,0.02187579162942907,0.16481094227746274,0.9899592617457207,0.5935697462443956,moderate,low
