window,source_variable,target_variable,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,LOO_direction_retained_fraction,LOO_flip_years,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,sample_status,evidence_tier_prefix,lag_vs_tau0_label,forward_vs_reverse_label,same_day_coupling_detected,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,family_direction,T_pos_obs,T_pos_null90,T_pos_null95_null,T_pos_null99,T_neg_obs,T_neg_null90,T_neg_null95,T_neg_null99,T_0_obs,T_0_null90,T_0_null95,T_0_null99,S_pos,S_neg,S_0,audit_T_pos_obs,source_raw_phi_from_params,source_phi_after_clip_from_params,source_phi_clip_severity_from_params,target_raw_phi_from_params,target_phi_after_clip_from_params,target_phi_clip_severity_from_params,failure_stage,failure_reason_audit,margin_pos,audit_margin_pos
S4,V_NS_diff,P_south_band_share_18_24,V,P,lead_lag_yes_clear,lead_lag_yes,clear_X_leads_Y_strong,False,0.0029970029970029,0.0205128205128205,0.0174165457184325,0.0089910089910089,0.081447963800905,0.0650733078931512,same_p_support_flag,4,-0.2613285288484906,0.2613285288484906,-5,0.1030801320734286,0.1030801320734286,-0.1206333871157929,0.1206333871157929,0.1566823424704157,0.0251557651093526,0.2360597678145052,0.00418290567514,0.248546261883559,0.977,0.1273427115143237,0.0751933537900023,0.1981832608292077,0.0682107749795987,0.2134078143014219,1.0,0.9569495367351096,0.9337551765490324,0.95,0.9337551765490324,minor,none,minor,0.0069495367351095,0.0,Tier1a_audit_stable_clear_leadlag,main yes; audit-FDR pass; clear lead-lag; no severe phi risk,strict temporal core for pathway candidate screening,,,,0.1566823424704157,0.1273427115143237,0.1420057881741621,0.0251557651093526,0.2360597678145052,0.00418290567514,0.248546261883559,0.977,0.1303332547651107,0.0751933537900023,0.1981832608292077,0.0682107749795987,0.2134078143014219,1.0,1.0,0,0.1806010600367747,0.0807274688117159,1.4469933276985076,supported,strong_above_null,ok,Tier1a,stable_lag_dominant,stable_forward_over_reverse,False,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1273427115143237,0.0751933537900023,0.1981832608292077,1.0,0.1566823424704157,0.0251557651093526,0.2360597678145052,0.977,V→P,0.2613285288484906,0.1498211849968414,0.1806010600367747,0.2307933094892096,0.1030801320734286,0.1509738321482557,0.1790350057321284,0.2256541896222187,0.1206333871157929,0.1424664057573058,0.1672486298184007,0.219403382180346,0.0807274688117159,-0.0759548736586998,-0.0466152427026078,0.2613285288484906,0.9569495367351096,0.95,minor,0.9337551765490324,0.9337551765490324,none,passed_stable_lag,Entered stable_lag_dominant: positive lag stably exceeds lag0 and reverse.,0.08072746881171591,
S4,V_NS_diff,P_main_minus_south,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0049950049950049,0.0284900284900284,0.0254524886877828,0.0059940059940059,0.0769230769230769,0.0500463392029657,same_p_support_flag,3,0.2602673386188064,0.2602673386188064,-1,0.1412255141379419,0.1412255141379419,0.1975152967968613,0.1975152967968613,0.1156600657624324,0.058304926645059,0.1807587100668091,0.0429143253204368,0.1965854503545646,0.998,0.0531515141331171,0.0155451587794806,0.1160602570241608,0.0120351430412075,0.1350619292161669,1.0,0.9569495367351096,0.9356500674506276,0.95,0.9356500674506276,minor,none,minor,0.0069495367351095,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1156600657624324,0.0531515141331171,0.1155140002257756,0.058304926645059,0.1807587100668091,0.0429143253204368,0.1965854503545646,0.998,0.0590590608276268,0.0155451587794806,0.1160602570241608,0.0120351430412075,0.1350619292161669,1.0,1.0,0,0.1781209474917282,0.0821463911270782,1.4611832144610228,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0531515141331171,0.0155451587794806,0.1160602570241608,1.0,0.1156600657624324,0.058304926645059,0.1807587100668091,0.998,V→P,0.2602673386188064,0.1519480887497306,0.1781209474917282,0.2389307239820144,0.1412255141379419,0.1514187766026151,0.1747391887732961,0.2296330998261318,0.1975152967968613,0.1388491365538834,0.1685204198029002,0.2332816127108671,0.0821463911270782,-0.0335136746353541,0.0289948769939611,0.2602673386188064,0.9569495367351096,0.95,minor,0.9356500674506276,0.9356500674506276,none,passed_stable_lag,Entered stable_lag_dominant: positive lag stably exceeds lag0 and reverse.,0.08214639112707822,
S4,V_NS_diff,P_spread_lat,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.009925558312655,0.0076498087547811,0.0029970029970029,0.0542986425339366,0.0304311073541842,same_p_support_flag,3,0.2904846499719221,0.2904846499719221,-1,0.1044419790453457,0.1044419790453457,0.1782004910097351,0.1782004910097351,0.1918305567505595,0.1009501876485799,0.2272729911661371,0.0848133369903863,0.2401206050022367,1.0,0.1090053502218013,0.0626361113545419,0.1676067402480163,0.0565123677571568,0.1771654641796267,1.0,0.9569495367351096,0.92519980533751,0.95,0.92519980533751,minor,none,minor,0.0069495367351095,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1918305567505595,0.1090053502218013,0.1688844894519233,0.1009501876485799,0.2272729911661371,0.0848133369903863,0.2401206050022367,1.0,0.1109371579068454,0.0626361113545419,0.1676067402480163,0.0565123677571568,0.1771654641796267,1.0,1.0,0,0.1741340636883182,0.1163505862836038,1.6681667206242845,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1090053502218013,0.0626361113545419,0.1676067402480163,1.0,0.1918305567505595,0.1009501876485799,0.2272729911661371,1.0,V→P,0.2904846499719221,0.1479265900912542,0.1741340636883182,0.2264365910880679,0.1044419790453457,0.1543775840033749,0.1799219495123014,0.2273349150692167,0.1782004910097351,0.1417325109788917,0.1708552549479325,0.2191518260845903,0.1163505862836038,-0.0754799704669557,0.0073452360618025,0.2904846499719221,0.9569495367351096,0.95,minor,0.92519980533751,0.92519980533751,none,passed_stable_lag,Entered stable_lag_dominant: positive lag stably exceeds lag0 and reverse.,0.11635058628360387,
S4,V_NS_diff,P_north_band_share_35_45,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0039960039960039,0.0236686390532544,0.0215085884988797,0.0069930069930069,0.0769230769230769,0.0555433105576372,same_p_support_flag,2,0.2473506127427333,0.2473506127427333,-1,0.1758081858450197,0.1758081858450197,0.2209358899563375,0.2209358899563375,0.0631363770621819,0.0226627809562345,0.1243858219357392,0.0153513503407323,0.1361730627831085,0.995,0.0109931120168731,-0.0097686672161181,0.0546653501381983,-0.0122363359156526,0.0622713466067724,0.794,0.9569495367351096,0.9004124804056102,0.95,0.9004124804056102,minor,none,minor,0.0069495367351095,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.0631363770621819,0.0109931120168731,0.0680164556848487,0.0226627809562345,0.1243858219357392,0.0153513503407323,0.1361730627831085,0.995,0.0159212826715721,-0.0097686672161181,0.0546653501381983,-0.0122363359156526,0.0622713466067724,0.794,1.0,0,0.174515689245073,0.0728349234976603,1.4173545875028917,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0109931120168731,-0.0097686672161181,0.0546653501381983,0.794,0.0631363770621819,0.0226627809562345,0.1243858219357392,0.995,V→P,0.2473506127427333,0.1377309469551698,0.174515689245073,0.2118634972555227,0.1758081858450197,0.1408665346861466,0.1661096394095413,0.2183297126114687,0.2209358899563375,0.1302177286557615,0.1590940784755504,0.2059755985195812,0.0728349234976603,0.0096985464354783,0.0618418114807871,0.2473506127427333,0.9569495367351096,0.95,minor,0.9004124804056102,0.9004124804056102,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.0728349234976603,
S4,V_NS_diff,P_north_minus_main_35_45,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.94005994005994,0.9586189388169586,0.9640570306497056,0.954045954045954,0.9665991902834008,0.96978928662097,same_p_support_flag,4,0.0130633238194721,0.0130633238194721,-5,-0.0474101968235536,0.0474101968235536,-0.0218106831317393,0.0218106831317393,-0.02861492686141,-0.0608161785491617,0.0802923436959874,-0.0773336167524246,0.0962672534895788,0.519,-0.0140514880101998,-0.0261413255144405,0.0753748802044087,-0.0291778618147039,0.0914974247531724,0.549,0.9569495367351096,0.9212002939973354,0.95,0.9212002939973354,minor,none,minor,0.0069495367351095,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.02861492686141,-0.0140514880101998,0.0042000253264818,-0.0608161785491617,0.0802923436959874,-0.0773336167524246,0.0962672534895788,0.519,0.0122301752751486,-0.0261413255144405,0.0753748802044087,-0.0291778618147039,0.0914974247531724,0.549,0.0222222222222222,44,0.1709232507646725,-0.1578599269452003,0.0764280094196066,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0140514880101998,-0.0261413255144405,0.0753748802044087,0.549,-0.02861492686141,-0.0608161785491617,0.0802923436959874,0.519,V→P,0.0130633238194721,0.149347675168063,0.1709232507646725,0.2257887355975998,0.0474101968235536,0.1483927322152322,0.176655196907344,0.2168421394558781,0.0218106831317393,0.1395461496928552,0.1656191220667399,0.2071683028232269,-0.1578599269452003,-0.1292450000837903,-0.1438084389350005,0.0130633238194721,0.9569495367351096,0.95,minor,0.9212002939973354,0.9212002939973354,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.,-0.1578599269452004,
S4,V_NS_diff,P_total_centroid_lat_10_50,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.009925558312655,0.0076498087547811,0.0019980019980019,0.0542986425339366,0.0241854215653342,same_p_support_flag,1,0.3419014035844017,0.3419014035844017,-1,0.2883317916142493,0.2883317916142493,0.3290440042608277,0.3290440042608277,0.0570720877181648,0.0090490796763914,0.1113139707826448,-0.0001945999581018,0.1266934049847948,0.974,0.0098658887599163,-0.0137703727448938,0.0390254804416848,-0.0194978057494154,0.0509295130361642,0.744,0.9569495367351096,0.9333693239318632,0.95,0.9333693239318632,minor,none,minor,0.0069495367351095,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.0570720877181648,0.0098658887599163,0.0585318801083928,0.0090490796763914,0.1113139707826448,-0.0001945999581018,0.1266934049847948,0.974,0.0108813113315712,-0.0137703727448938,0.0390254804416848,-0.0194978057494154,0.0509295130361642,0.744,1.0,0,0.1794808594354284,0.1624205441489733,1.9049463249723693,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0098658887599163,-0.0137703727448938,0.0390254804416848,0.744,0.0570720877181648,0.0090490796763914,0.1113139707826448,0.974,V→P,0.3419014035844017,0.1521893804131655,0.1794808594354284,0.2445686441176444,0.2883317916142493,0.1529463036532701,0.1829833351834408,0.2361769183074995,0.3290440042608277,0.1422958892670547,0.1764893488717707,0.2268546376935266,0.1624205441489733,0.1053484564308085,0.1525546553890569,0.3419014035844017,0.9569495367351096,0.95,minor,0.9333693239318632,0.9333693239318632,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.16242054414897328,
T4,V_strength,P_main_band_share,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0029970029970029,0.0384615384615384,0.0174165457184325,0.0059940059940059,0.097165991902834,0.0500463392029657,same_p_support_flag,4,0.4030011230727773,0.4030011230727773,-1,0.1447502920727978,0.1447502920727978,0.2470390331400886,0.2470390331400886,0.2562180229900197,0.0229042331684137,0.3377961896956041,-0.0327319837525038,0.3624564552537368,0.962,0.1308163512906908,0.0363954634131317,0.2331888772866602,0.0195517652762168,0.2541554778397492,0.995,0.9474695325998522,0.9316450878592656,0.9474695325998522,0.9316450878592656,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.2562180229900197,0.1308163512906908,0.1954741153564739,0.0229042331684137,0.3377961896956041,-0.0327319837525038,0.3624564552537368,0.962,0.1354589591640086,0.0363954634131317,0.2331888772866602,0.0195517652762168,0.2541554778397492,0.995,1.0,0,0.2694948846340055,0.1335062384387718,1.4953943323268766,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1308163512906908,0.0363954634131317,0.2331888772866602,0.995,0.2562180229900197,0.0229042331684137,0.3377961896956041,0.962,V→P,0.4030011230727773,0.2282649179216903,0.2694948846340055,0.3347168768383854,0.1447502920727978,0.2237942268356736,0.2674620766240458,0.3288270832979251,0.2470390331400886,0.2094724777144386,0.2443491459920077,0.3167840589020243,0.1335062384387718,-0.1227117845512479,0.0026898871480809,0.4030011230727773,0.9474695325998522,0.9474695325998522,none,0.9316450878592656,0.9316450878592656,none,passed_stable_lag,Entered stable_lag_dominant: positive lag stably exceeds lag0 and reverse.,0.1335062384387718,
T4,V_strength,P_south_band_share_18_24,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.3086913086913087,0.5402097902097901,0.4826239750097618,0.3286713286713286,0.5972850678733032,0.5400574529205234,same_p_support_flag,5,-0.1476730257736029,0.1476730257736029,-3,0.1224434056569732,0.1224434056569732,0.0132931315998945,0.0132931315998945,0.0161234665745291,-0.14829286863053,0.1650802751585288,-0.1665731910624317,0.2008346058552737,0.498,0.1168748701737822,-0.0656116756764332,0.2280554144907352,-0.0733577468784315,0.2611760819980923,0.752,0.9474695325998522,0.93043560023577,0.9474695325998522,0.93043560023577,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0161234665745291,0.1168748701737822,0.0044092900881581,-0.14829286863053,0.1650802751585288,-0.1665731910624317,0.2008346058552737,0.498,0.0726048780351385,-0.0656116756764332,0.2280554144907352,-0.0733577468784315,0.2611760819980923,0.752,0.8,9,0.2559839457620714,-0.1083109199884685,0.5768839343966519,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1168748701737822,-0.0656116756764332,0.2280554144907352,0.752,0.0161234665745291,-0.14829286863053,0.1650802751585288,0.498,V→P,0.1476730257736029,0.2220866083337585,0.2559839457620714,0.3203371897379863,0.1224434056569732,0.2206177891510821,0.2468777922199709,0.3301636403481999,0.0132931315998945,0.199778642779744,0.2384789217621453,0.2990492466641015,-0.1083109199884685,-0.1244343865629976,-0.2251857901622508,0.1476730257736029,0.9474695325998522,0.9474695325998522,none,0.93043560023577,0.93043560023577,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.,-0.10831091998846851,
T4,V_strength,P_main_minus_south,V,P,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,direction_uncertain,False,0.0059940059940059,0.0527472527472527,0.0294599018003273,0.0139860139860139,0.1485411140583554,0.0869265263884098,same_p_support_flag,4,0.3502891354761021,0.3502891354761021,-5,-0.1519040937418406,0.1519040937418406,0.1572030141556172,0.1572030141556172,0.1938262090107168,-0.0311936980748507,0.3143381388395433,-0.0744590606561893,0.3408337609879442,0.922,0.1693207409718552,0.0627233451543015,0.2901846290434432,0.0443238491510996,0.3137867311988588,0.998,0.9474695325998522,0.9231505207494496,0.9474695325998522,0.9231505207494496,none,none,none,0.0,0.0,Tier4c_ambiguous_direction_uncertain,ambiguous because direction is uncertain or year-sensitive,expanded temporal risk pool only; useful for feedback/same-day/transition audit,direction_difference_not_stable,direction_uncertain,,0.1938262090107168,0.1693207409718552,0.1584727013644285,-0.0311936980748507,0.3143381388395433,-0.0744590606561893,0.3408337609879442,0.922,0.1721414581107406,0.0627233451543015,0.2901846290434432,0.0443238491510996,0.3137867311988588,0.998,1.0,0,0.2694118792221934,0.0808772562539087,1.3001992951736416,supported,strong_above_null,ok,Tier4c,stable_lag_dominant,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1693207409718552,0.0627233451543015,0.2901846290434432,0.998,0.1938262090107168,-0.0311936980748507,0.3143381388395433,0.922,V→P,0.3502891354761021,0.2282553871132463,0.2694118792221934,0.3278744417947288,0.1519040937418406,0.2219580598937498,0.2648530464986486,0.3250390312906009,0.1572030141556172,0.19679276371895,0.2456464988735636,0.3078471450867643,0.0808772562539087,-0.112948952756808,-0.0884434847179465,0.3502891354761021,0.9474695325998522,0.9474695325998522,none,0.9231505207494496,0.9231505207494496,none,direction_uncertain,Forward-vs-reverse interval crosses zero; direction is not stable.,0.08087725625390868,
T4,V_strength,P_spread_lat,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0129870129870129,0.0975609756097561,0.0535714285714285,0.0089910089910089,0.1204013377926421,0.0650733078931512,same_p_support_flag,2,0.3182311429658553,0.3182311429658553,-1,0.1799634903583485,0.1799634903583485,0.2576764329602917,0.2576764329602917,0.129143619446401,0.0329136625626774,0.2166966661776218,0.014974079573792,0.2340983357670219,0.988,0.0440278199816486,-0.001456942463662,0.1213627556743342,-0.0093288990866052,0.1406491748499853,0.938,0.9474695325998522,0.9195684484315064,0.9474695325998522,0.9195684484315064,none,none,none,0.0,0.0,Tier2_main_supported_audit_moderate,main yes; audit p pass but audit-FDR or phi-risk prevents Tier1,usable candidate with audit/moderate-risk flag; not a core-only claim,,same_day_coupling_present,,0.129143619446401,0.0440278199816486,0.1214598181563484,0.0329136625626774,0.2166966661776218,0.014974079573792,0.2340983357670219,0.988,0.0498949471585312,-0.001456942463662,0.1213627556743342,-0.0093288990866052,0.1406491748499853,0.938,1.0,0,0.2576831456528787,0.0605479973129765,1.234970731824812,supported,moderate_above_null,ok,Tier2,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0440278199816486,-0.001456942463662,0.1213627556743342,0.938,0.129143619446401,0.0329136625626774,0.2166966661776218,0.988,V→P,0.3182311429658553,0.2152280624822581,0.2576831456528787,0.3207918765697664,0.1799634903583485,0.2172294708285793,0.248559112491773,0.3225460164374181,0.2576764329602917,0.1932779211733669,0.2411562556289638,0.299341124426532,0.0605479973129765,-0.0685956221334244,0.0165201773313279,0.3182311429658553,0.9474695325998522,0.9474695325998522,none,0.9195684484315064,0.9195684484315064,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.06054799731297661,
T4,V_strength,P_north_band_share_35_45,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0205128205128205,0.0076498087547811,0.0019980019980019,0.041025641025641,0.0241854215653342,same_p_support_flag,1,0.4485134762359581,0.4485134762359581,-1,0.3211810348096607,0.3211810348096607,0.4046217349661805,0.4046217349661805,0.1217506747476626,0.0465153876453937,0.2178131140460377,0.0375090909347311,0.243440142936687,0.997,0.0200689426891079,-0.0154955866095598,0.0836298302738803,-0.0222491824432995,0.0981766160824515,0.801,0.9474695325998522,0.8863134281461184,0.9474695325998522,0.8863134281461184,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.1217506747476626,0.0200689426891079,0.1247318722039835,0.0465153876453937,0.2178131140460377,0.0375090909347311,0.243440142936687,0.997,0.0246521083403617,-0.0154955866095598,0.0836298302738803,-0.0222491824432995,0.0981766160824515,0.801,1.0,0,0.2467765683634269,0.2017369078725311,1.8174880994999247,supported,strong_above_null,ok,Tier1b,lag_tau0_close_or_coupled,stable_forward_over_reverse,True,significant_lagged_but_tau0_coupled,temporal_candidate_with_tau0_coupling,"Forward direction is stable versus reverse, but positive lag is not stably stronger than lag0 or has same-day coupling.",0.0200689426891079,-0.0154955866095598,0.0836298302738803,0.801,0.1217506747476626,0.0465153876453937,0.2178131140460377,0.997,V→P,0.4485134762359581,0.2091662603003061,0.2467765683634269,0.3212720894822156,0.3211810348096607,0.202009249204466,0.2411948016847921,0.316376420492972,0.4046217349661805,0.1894428777496957,0.2229537697827573,0.3014144480802923,0.2017369078725311,0.0799862331248685,0.1816679651834232,0.4485134762359581,0.9474695325998522,0.9474695325998522,none,0.8863134281461184,0.8863134281461184,none,passed_tau0_coupled,"Entered temporal candidate pool, but lag0 is close/competitive.",0.2017369078725312,
T4,V_strength,P_north_minus_main_35_45,V,P,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.0699300699300699,0.251105216622458,0.1793211413932968,0.0969030969030969,0.3639774859287054,0.2792259715336638,same_p_support_flag,5,-0.2369286266262641,0.2369286266262641,-5,0.1595069464076644,0.1595069464076644,-0.0340375459040528,0.0340375459040528,0.077446590169699,-0.1367155794829568,0.2614088281329071,-0.1631299550939704,0.2999131042091774,0.676,0.1849154897302487,-0.0512484302720182,0.2827255397644065,-0.0641275903134831,0.3069181582722086,0.867,0.9474695325998522,0.901700060104163,0.9474695325998522,0.901700060104163,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.077446590169699,0.1849154897302487,0.0627500298941475,-0.1367155794829568,0.2614088281329071,-0.1631299550939704,0.2999131042091774,0.676,0.1350926508301554,-0.0512484302720182,0.2827255397644065,-0.0641275903134831,0.3069181582722086,0.867,1.0,0,0.2555129391343094,-0.0185843125080452,0.9272666481352771,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1849154897302487,-0.0512484302720182,0.2827255397644065,0.867,0.077446590169699,-0.1367155794829568,0.2614088281329071,0.676,V→P,0.2369286266262641,0.2162869245525548,0.2555129391343094,0.3354036168140098,0.1595069464076644,0.2124906290947115,0.2555378490854087,0.3190296969295262,0.0340375459040528,0.1969915444553578,0.2375373481423467,0.3107494962893399,-0.0185843125080452,-0.0960309026777443,-0.2034998022382939,0.2369286266262641,0.9474695325998522,0.9474695325998522,none,0.901700060104163,0.901700060104163,none,positive_not_surrogate_significant,Positive-lag max-stat does not exceed the AR(1) surrogate null95.,-0.018584312508045292,
T4,V_strength,P_total_centroid_lat_10_50,V,P,lead_lag_yes_with_same_day_coupling,lead_lag_yes,X_leads_Y_with_same_day_component,True,0.0009990009990009,0.0205128205128205,0.0076498087547811,0.0009990009990009,0.0307692307692307,0.0159151193633952,same_p_support_flag,2,0.5683685220155472,0.5683685220155472,-1,0.3677402674191268,0.3677402674191268,0.481286165082877,0.481286165082877,0.2098757022634011,0.1164433970669775,0.3105883670897016,0.100044591825636,0.3357279178119152,1.0,0.0661690844726625,0.0104453816506478,0.1357512915497421,0.0024486123330456,0.1481915662375181,0.983,0.9474695325998522,0.9310915842699022,0.9474695325998522,0.9310915842699022,none,none,none,0.0,0.0,Tier1b_audit_stable_with_same_day,main yes; audit-FDR pass; same-day coupling present; no severe phi risk,"usable strict temporal candidate, but must retain same-day coupling warning",,same_day_coupling_present,,0.2098757022634011,0.0661690844726625,0.2106671294183316,0.1164433970669775,0.3105883670897016,0.100044591825636,0.3357279178119152,1.0,0.0677370930546563,0.0104453816506478,0.1357512915497421,0.0024486123330456,0.1481915662375181,0.983,1.0,0,0.2638072587332022,0.3045612632823449,2.1544840151284794,supported,strong_above_null,ok,Tier1b,stable_lag_dominant,stable_forward_over_reverse,True,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.0661690844726625,0.0104453816506478,0.1357512915497421,0.983,0.2098757022634011,0.1164433970669775,0.3105883670897016,1.0,V→P,0.5683685220155472,0.2252794339274881,0.2638072587332022,0.3489667981057505,0.3677402674191268,0.2245118389381447,0.273054706400183,0.349797085447621,0.481286165082877,0.2082530387824698,0.2428939862731946,0.3250784299695918,0.3045612632823449,0.0946855610189438,0.2383921788096824,0.5683685220155472,0.9474695325998522,0.9474695325998522,none,0.9310915842699022,0.9310915842699022,none,passed_stable_lag,Entered stable_lag_dominant: positive lag stably exceeds lag0 and reverse.,0.304561263282345,
