window,source_variable,target_variable,lag,n_pairs,n_years_used,valid_year_fraction,r,signed_r,abs_r,eff_n,p_effn,same_year_only,target_window_rule,sample_status,source_family,target_family,family_direction,source_target
T3,V_strength,P_south_band_share_18_24,-2,495,45,1.0,0.0805270482430959,0.0805270482430959,0.0805270482430959,28.41221986295595,0.684138697842618,True,True,ok,V,P,V→P,V_strength→P_south_band_share_18_24
T3,V_strength,P_main_minus_south,-2,495,45,1.0,-0.0890336107113614,-0.0890336107113614,0.0890336107113614,28.56389335850852,0.6517331589238715,True,True,ok,V,P,V→P,V_strength→P_main_minus_south
T3,V_strength,P_spread_lat,-2,495,45,1.0,0.0216355863380899,0.0216355863380899,0.0216355863380899,32.047594597639375,0.9071572517569608,True,True,ok,V,P,V→P,V_strength→P_spread_lat
T3,V_strength,P_north_band_share_35_45,-2,495,45,1.0,0.0390763924898579,0.0390763924898579,0.0390763924898579,34.850312189256194,0.8253694859593101,True,True,ok,V,P,V→P,V_strength→P_north_band_share_35_45
T3,V_strength,P_north_minus_main_35_45,-2,495,45,1.0,0.0852569648066129,0.0852569648066129,0.0852569648066129,34.03626948422469,0.6339859306672924,True,True,ok,V,P,V→P,V_strength→P_north_minus_main_35_45
T3,V_strength,P_total_centroid_lat_10_50,-2,495,45,1.0,-0.0342516546432654,-0.0342516546432654,0.0342516546432654,31.213424172185995,0.8555800986164985,True,True,ok,V,P,V→P,V_strength→P_total_centroid_lat_10_50
T3,V_pos_centroid_lat,P_main_band_share,-2,495,45,1.0,0.1544459413165844,0.1544459413165844,0.1544459413165844,38.00673101228041,0.3569596052433972,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_band_share
T3,V_pos_centroid_lat,P_south_band_share_18_24,-2,495,45,1.0,-0.2529567513389283,-0.2529567513389283,0.2529567513389283,37.15983332557175,0.1307262616226974,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_south_band_share_18_24
T3,V_pos_centroid_lat,P_main_minus_south,-2,495,45,1.0,0.2176892433050712,0.2176892433050712,0.2176892433050712,37.31114976056293,0.195021837178704,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_minus_south
T3,V_pos_centroid_lat,P_spread_lat,-2,495,45,1.0,0.3479626678842242,0.3479626678842242,0.3479626678842242,40.78619737724526,0.0256057163566272,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_spread_lat
T3,V_pos_centroid_lat,P_north_band_share_35_45,-2,495,45,1.0,0.3909482596003839,0.3909482596003839,0.3909482596003839,43.58132354841201,0.0085275256325254,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_band_share_35_45
T3,V_pos_centroid_lat,P_north_minus_main_35_45,-2,495,45,1.0,0.0847358560906301,0.0847358560906301,0.0847358560906301,42.76954357083891,0.5921969706640091,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_minus_main_35_45
T3,V_pos_centroid_lat,P_total_centroid_lat_10_50,-2,495,45,1.0,0.3662127926713777,0.3662127926713777,0.3662127926713777,39.954178018084605,0.0195647982679205,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_total_centroid_lat_10_50
T3,V_NS_diff,P_main_band_share,-2,495,45,1.0,0.0774950159029193,0.0774950159029193,0.0774950159029193,28.542642581086216,0.6947297509161152,True,True,ok,V,P,V→P,V_NS_diff→P_main_band_share
T3,V_NS_diff,P_south_band_share_18_24,-2,495,45,1.0,-0.0306492293701967,-0.0306492293701967,0.0306492293701967,27.69358299894221,0.8789094522835743,True,True,ok,V,P,V→P,V_NS_diff→P_south_band_share_18_24
T3,V_NS_diff,P_main_minus_south,-2,495,45,1.0,0.0637731455863004,0.0637731455863004,0.0637731455863004,27.845281603089663,0.7502501782321149,True,True,ok,V,P,V→P,V_NS_diff→P_main_minus_south
T3,V_NS_diff,P_spread_lat,-2,495,45,1.0,0.1138682626487771,0.1138682626487771,0.1138682626487771,31.32959682047759,0.5427165811782431,True,True,ok,V,P,V→P,V_NS_diff→P_spread_lat
T3,V_NS_diff,P_north_band_share_35_45,-2,495,45,1.0,0.1855054853934003,0.1855054853934003,0.1855054853934003,34.13286022777238,0.2950137773784864,True,True,ok,V,P,V→P,V_NS_diff→P_north_band_share_35_45
T3,V_NS_diff,P_north_minus_main_35_45,-2,495,45,1.0,0.0323695814921727,0.0323695814921727,0.0323695814921727,33.318654227172374,0.8584898118916602,True,True,ok,V,P,V→P,V_NS_diff→P_north_minus_main_35_45
T3,V_NS_diff,P_total_centroid_lat_10_50,-2,495,45,1.0,0.17979019396028,0.17979019396028,0.17979019396028,30.4952728734212,0.3405362077431588,True,True,ok,V,P,V→P,V_NS_diff→P_total_centroid_lat_10_50
T3,V_strength,P_main_band_share,-1,495,45,1.0,-0.022869602660679,-0.022869602660679,0.022869602660679,29.261137170141183,0.906687985994199,True,True,ok,V,P,V→P,V_strength→P_main_band_share
T3,V_strength,P_south_band_share_18_24,-1,495,45,1.0,0.0348258645124115,0.0348258645124115,0.0348258645124115,28.41221986295595,0.8605845762127451,True,True,ok,V,P,V→P,V_strength→P_south_band_share_18_24
T3,V_strength,P_main_minus_south,-1,495,45,1.0,-0.0309922916991006,-0.0309922916991006,0.0309922916991006,28.56389335850852,0.8754422360188123,True,True,ok,V,P,V→P,V_strength→P_main_minus_south
T3,V_strength,P_spread_lat,-1,495,45,1.0,0.0545637404748189,0.0545637404748189,0.0545637404748189,32.047594597639375,0.7684766253910276,True,True,ok,V,P,V→P,V_strength→P_spread_lat
T3,V_strength,P_north_band_share_35_45,-1,495,45,1.0,0.0894494444152236,0.0894494444152236,0.0894494444152236,34.850312189256194,0.6127369686500295,True,True,ok,V,P,V→P,V_strength→P_north_band_share_35_45
T3,V_strength,P_north_minus_main_35_45,-1,495,45,1.0,0.0654098901507436,0.0654098901507436,0.0654098901507436,34.03626948422469,0.7151704774117198,True,True,ok,V,P,V→P,V_strength→P_north_minus_main_35_45
T3,V_strength,P_total_centroid_lat_10_50,-1,495,45,1.0,0.0386990526347,0.0386990526347,0.0386990526347,31.213424172185995,0.8370582282726102,True,True,ok,V,P,V→P,V_strength→P_total_centroid_lat_10_50
T3,V_pos_centroid_lat,P_main_band_share,-1,495,45,1.0,0.1495708274756916,0.1495708274756916,0.1495708274756916,38.00673101228041,0.3725820021524111,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_band_share
T3,V_pos_centroid_lat,P_south_band_share_18_24,-1,495,45,1.0,-0.3620410335555723,-0.3620410335555723,0.3620410335555723,37.15983332557175,0.0266586548941527,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_south_band_share_18_24
T3,V_pos_centroid_lat,P_main_minus_south,-1,495,45,1.0,0.2660904868795506,0.2660904868795506,0.2660904868795506,37.31114976056293,0.1102485961301815,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_minus_south
T3,V_pos_centroid_lat,P_spread_lat,-1,495,45,1.0,0.4779381084213059,0.4779381084213059,0.4779381084213059,40.78619737724526,0.0013821090876708,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_spread_lat
T3,V_pos_centroid_lat,P_north_band_share_35_45,-1,495,45,1.0,0.4372652930538175,0.4372652930538175,0.4372652930538175,43.58132354841201,0.002820037005609,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_band_share_35_45
T3,V_pos_centroid_lat,P_north_minus_main_35_45,-1,495,45,1.0,0.1152111250472155,0.1152111250472155,0.1152111250472155,42.76954357083891,0.4655139278218567,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_minus_main_35_45
T3,V_pos_centroid_lat,P_total_centroid_lat_10_50,-1,495,45,1.0,0.3934603542359687,0.3934603542359687,0.3934603542359687,39.954178018084605,0.011465592002845,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_total_centroid_lat_10_50
T3,V_NS_diff,P_main_band_share,-1,495,45,1.0,0.1352380262308652,0.1352380262308652,0.1352380262308652,28.542642581086216,0.4916401389035365,True,True,ok,V,P,V→P,V_NS_diff→P_main_band_share
T3,V_NS_diff,P_south_band_share_18_24,-1,495,45,1.0,-0.1373312852236651,-0.1373312852236651,0.1373312852236651,27.69358299894221,0.4922246417212985,True,True,ok,V,P,V→P,V_NS_diff→P_south_band_share_18_24
T3,V_NS_diff,P_main_minus_south,-1,495,45,1.0,0.1508779875147615,0.1508779875147615,0.1508779875147615,27.845281603089663,0.4485480897417226,True,True,ok,V,P,V→P,V_NS_diff→P_main_minus_south
T3,V_NS_diff,P_spread_lat,-1,495,45,1.0,0.2115366022019709,0.2115366022019709,0.2115366022019709,31.32959682047759,0.2529658635471636,True,True,ok,V,P,V→P,V_NS_diff→P_spread_lat
T3,V_NS_diff,P_north_band_share_35_45,-1,495,45,1.0,0.254611846543134,0.254611846543134,0.254611846543134,34.13286022777238,0.1463335554570473,True,True,ok,V,P,V→P,V_NS_diff→P_north_band_share_35_45
T3,V_NS_diff,P_north_minus_main_35_45,-1,495,45,1.0,0.0236393717821162,0.0236393717821162,0.0236393717821162,33.318654227172374,0.8964174861340564,True,True,ok,V,P,V→P,V_NS_diff→P_north_minus_main_35_45
T3,V_NS_diff,P_total_centroid_lat_10_50,-1,495,45,1.0,0.2598494479164051,0.2598494479164051,0.2598494479164051,30.4952728734212,0.1631613339352826,True,True,ok,V,P,V→P,V_NS_diff→P_total_centroid_lat_10_50
T3,V_strength,P_main_band_share,0,495,45,1.0,0.0462046807635247,0.0462046807635247,0.0462046807635247,29.261137170141183,0.8126975414366866,True,True,ok,V,P,V→P,V_strength→P_main_band_share
T3,V_strength,P_south_band_share_18_24,0,495,45,1.0,-0.0274503109207566,-0.0274503109207566,0.0274503109207566,28.41221986295595,0.889913820135906,True,True,ok,V,P,V→P,V_strength→P_south_band_share_18_24
T3,V_strength,P_main_minus_south,0,495,45,1.0,0.0423558397581797,0.0423558397581797,0.0423558397581797,28.56389335850852,0.8303267627937196,True,True,ok,V,P,V→P,V_strength→P_main_minus_south
T3,V_strength,P_spread_lat,0,495,45,1.0,0.0839821839452392,0.0839821839452392,0.0839821839452392,32.047594597639375,0.6500465463309479,True,True,ok,V,P,V→P,V_strength→P_spread_lat
T3,V_strength,P_north_band_share_35_45,0,495,45,1.0,0.1349990718422728,0.1349990718422728,0.1349990718422728,34.850312189256194,0.443342273097532,True,True,ok,V,P,V→P,V_strength→P_north_band_share_35_45
T3,V_strength,P_north_minus_main_35_45,0,495,45,1.0,0.0349805432926267,0.0349805432926267,0.0349805432926267,34.03626948422469,0.8454267133081148,True,True,ok,V,P,V→P,V_strength→P_north_minus_main_35_45
T3,V_strength,P_total_centroid_lat_10_50,0,495,45,1.0,0.1190883345109186,0.1190883345109186,0.1190883345109186,31.213424172185995,0.5250571877215366,True,True,ok,V,P,V→P,V_strength→P_total_centroid_lat_10_50
T3,V_pos_centroid_lat,P_main_band_share,0,495,45,1.0,0.1137348478163833,0.1137348478163833,0.1137348478163833,38.00673101228041,0.4991336974663802,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_band_share
T3,V_pos_centroid_lat,P_south_band_share_18_24,0,495,45,1.0,-0.4254510364761468,-0.4254510364761468,0.4254510364761468,37.15983332557175,0.0079216579969085,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_south_band_share_18_24
T3,V_pos_centroid_lat,P_main_minus_south,0,495,45,1.0,0.2732298149168155,0.2732298149168155,0.2732298149168155,37.31114976056293,0.1005536220715399,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_main_minus_south
T3,V_pos_centroid_lat,P_spread_lat,0,495,45,1.0,0.5618676570977882,0.5618676570977882,0.5618676570977882,40.78619737724526,9.35237053032445e-05,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_spread_lat
T3,V_pos_centroid_lat,P_north_band_share_35_45,0,495,45,1.0,0.4394908526800413,0.4394908526800413,0.4394908526800413,43.58132354841201,0.0026623368256486,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_band_share_35_45
T3,V_pos_centroid_lat,P_north_minus_main_35_45,0,495,45,1.0,0.1442989437760827,0.1442989437760827,0.1442989437760827,42.76954357083891,0.3594623954267881,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_north_minus_main_35_45
T3,V_pos_centroid_lat,P_total_centroid_lat_10_50,0,495,45,1.0,0.3609103264299336,0.3609103264299336,0.3609103264299336,39.954178018084605,0.0215932442112971,True,True,ok,V,P,V→P,V_pos_centroid_lat→P_total_centroid_lat_10_50
T3,V_NS_diff,P_main_band_share,0,495,45,1.0,0.1806793992533153,0.1806793992533153,0.1806793992533153,28.542642581086216,0.35585887144825,True,True,ok,V,P,V→P,V_NS_diff→P_main_band_share
T3,V_NS_diff,P_south_band_share_18_24,0,495,45,1.0,-0.2481401235953344,-0.2481401235953344,0.2481401235953344,27.69358299894221,0.2079002736599475,True,True,ok,V,P,V→P,V_NS_diff→P_south_band_share_18_24
T3,V_NS_diff,P_main_minus_south,0,495,45,1.0,0.2321049119422994,0.2321049119422994,0.2321049119422994,27.845281603089663,0.2386363731345726,True,True,ok,V,P,V→P,V_NS_diff→P_main_minus_south
T3,V_NS_diff,P_spread_lat,0,495,45,1.0,0.3003349455034189,0.3003349455034189,0.3003349455034189,31.32959682047759,0.0990668274605592,True,True,ok,V,P,V→P,V_NS_diff→P_spread_lat
