window_id,anchor_day,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,field,metric,left_out_year_index,peak_day,onset_day,center_day,end_day,duration,active_threshold,n_active_segments,has_multiple_active_segments,near_left_boundary,near_right_boundary,inside_accepted_window_any,near_excluded_candidate_days,interval_status,left_out_year
W005,113,107,117,98,128,Jw,detector_score,1,108,103,106.48169532464233,110,8,0.9315789643762933,1,False,False,False,True,none,ok,1980
W007,160,155,164,145,175,Jw,detector_score,1,152,150,152.37840581458894,155,6,0.6811278302517522,1,False,False,False,True,none,ok,1980
W002,45,40,48,30,60,Jw,prepost_contrast,1,41,38,40.579983905561605,43,6,0.7024931493530677,2,True,False,False,True,none,ok,1980
W003,81,75,86,66,96,Jw,prepost_contrast,1,81,77,80.61355098837299,84,8,0.590458972115949,1,False,False,False,True,none,ok,1980
W005,113,107,117,98,128,Jw,prepost_contrast,1,102,101,102.48163230872426,104,4,0.9024695658035782,3,True,False,False,False,none,ok,1980
W007,160,155,164,145,175,Jw,prepost_contrast,1,150,148,150.46987821538508,153,6,0.7103565723387323,2,True,False,False,False,none,ok,1980
W002,45,40,48,30,60,P,detector_score,2,45,40,43.75969098932958,47,8,0.5817101720999458,1,False,False,False,True,none,ok,1981
W003,81,75,86,66,96,P,detector_score,2,82,78,81.58374887293539,85,8,0.7740084189339509,1,False,False,False,True,none,ok,1981
W005,113,107,117,98,128,P,detector_score,2,98,98,98.93586577701048,100,3,0.7267829337548668,2,True,True,False,False,96,ok,1981
W007,160,155,164,145,175,P,detector_score,2,157,154,156.52435011681885,159,6,0.7382791849394659,1,False,False,False,True,none,ok,1981
W002,45,40,48,30,60,P,prepost_contrast,2,45,41,44.55969958779015,48,8,0.5046205743262685,1,False,False,False,True,none,ok,1981
W003,81,75,86,66,96,P,prepost_contrast,2,83,81,83.02179884130906,85,5,0.8298634390205745,2,True,False,False,True,none,ok,1981
W005,113,107,117,98,128,P,prepost_contrast,2,98,98,98.87517981877018,100,3,0.6565792134921673,2,True,True,False,False,96,ok,1981
W007,160,155,164,145,175,P,prepost_contrast,2,154,152,155.37449148531874,159,8,0.6315781291722855,1,False,False,False,True,none,ok,1981
W002,45,40,48,30,60,V,detector_score,2,45,42,45.427360534222345,49,8,0.5835708784952702,1,False,False,False,True,none,ok,1981
W003,81,75,86,66,96,V,detector_score,2,79,75,78.5442919808458,82,8,0.8150088358904168,1,False,False,False,True,none,ok,1981
W005,113,107,117,98,128,V,detector_score,2,114,111,114.44716852673456,118,8,0.7146287992061305,1,False,False,False,True,none,ok,1981
W007,160,155,164,145,175,V,detector_score,2,161,159,161.47431899682636,164,6,0.8017173125896171,1,False,False,False,True,none,ok,1981
W002,45,40,48,30,60,V,prepost_contrast,2,44,42,45.376857485300285,49,8,0.7039134791755496,1,False,False,False,True,none,ok,1981
W003,81,75,86,66,96,V,prepost_contrast,2,84,83,84.04085709488429,85,3,0.7423498592163338,3,True,False,False,True,none,ok,1981
W005,113,107,117,98,128,V,prepost_contrast,2,113,109,112.51710501373564,116,8,0.6465826104456025,1,False,False,False,True,none,ok,1981
W007,160,155,164,145,175,V,prepost_contrast,2,161,159,161.45388025534118,164,6,0.7248829558603347,2,True,False,False,True,none,ok,1981
W002,45,40,48,30,60,H,detector_score,2,35,31,34.57490138915828,38,8,0.6896143667923834,1,False,True,False,False,none,ok,1981
W003,81,75,86,66,96,H,detector_score,2,95,94,94.9927017820742,96,3,0.8170015055672752,2,True,False,True,False,96,ok,1981
W005,113,107,117,98,128,H,detector_score,2,115,111,114.45125683894784,118,8,0.5689829616023158,1,False,False,False,True,none,ok,1981
W007,160,155,164,145,175,H,detector_score,2,154,152,154.42966998995925,157,6,0.5724405306323911,1,False,False,False,True,none,ok,1981
W002,45,40,48,30,60,H,prepost_contrast,2,36,32,35.619892958193546,39,8,0.561953855184024,1,False,False,False,False,none,ok,1981
W003,81,75,86,66,96,H,prepost_contrast,2,94,92,94.1530117570104,96,5,0.5663413438190098,2,True,False,True,False,96,ok,1981
W005,113,107,117,98,128,H,prepost_contrast,2,114,110,113.51159373913771,117,8,0.6132897505848525,1,False,False,False,True,none,ok,1981
W007,160,155,164,145,175,H,prepost_contrast,2,155,152,154.54448706955958,157,6,0.6112012713392645,2,True,False,False,True,none,ok,1981
W002,45,40,48,30,60,Je,detector_score,2,46,43,46.51488883051843,50,8,0.5,1,False,False,False,True,none,ok,1981
W003,81,75,86,66,96,Je,detector_score,2,94,91,93.64642976083466,96,6,0.7297040123388838,2,True,False,True,False,96,ok,1981
W005,113,107,117,98,128,Je,detector_score,2,112,107,110.56735166773628,114,8,0.8270708368482842,1,False,False,False,True,none,ok,1981
W007,160,155,164,145,175,Je,detector_score,2,162,159,161.53857343795218,164,6,0.736199407793238,1,False,False,False,True,none,ok,1981
W002,45,40,48,30,60,Je,prepost_contrast,2,45,42,44.920634257927475,48,7,0.5647161787820303,2,True,False,False,True,none,ok,1981
W003,81,75,86,66,96,Je,prepost_contrast,2,96,93,94.64934441535468,96,4,0.6412140394218209,3,True,False,True,False,96,ok,1981
W005,113,107,117,98,128,Je,prepost_contrast,2,109,107,110.46321825013698,114,8,0.9054799113058407,1,False,False,False,True,none,ok,1981
W007,160,155,164,145,175,Je,prepost_contrast,2,161,158,161.35694229248898,165,8,0.6231109534152883,1,False,False,False,True,none,ok,1981
W002,45,40,48,30,60,Jw,detector_score,2,41,39,42.46084896126471,46,8,0.8159902051052803,1,False,False,False,True,none,ok,1981
W003,81,75,86,66,96,Jw,detector_score,2,83,79,82.62057171936443,86,8,0.6286594078037657,1,False,False,False,True,none,ok,1981
W005,113,107,117,98,128,Jw,detector_score,2,108,102,105.52408662615663,109,8,0.9344250266083421,1,False,False,False,True,none,ok,1981
W007,160,155,164,145,175,Jw,detector_score,2,152,150,152.39997101512128,155,6,0.660659217478693,1,False,False,False,True,none,ok,1981
W002,45,40,48,30,60,Jw,prepost_contrast,2,41,39,41.44255708886003,44,6,0.768240194475751,2,True,False,False,True,none,ok,1981
W003,81,75,86,66,96,Jw,prepost_contrast,2,83,79,82.50861037454938,86,8,0.5,1,False,False,False,True,none,ok,1981
W005,113,107,117,98,128,Jw,prepost_contrast,2,102,101,102.48279276149984,104,4,0.8970246988779996,2,True,False,False,False,none,ok,1981
W007,160,155,164,145,175,Jw,prepost_contrast,2,173,172,173.04652678400544,174,3,0.665247139754481,2,True,False,True,False,none,ok,1981
W002,45,40,48,30,60,P,detector_score,3,45,40,43.55121467914185,47,8,0.6831658214834969,1,False,False,False,True,none,ok,1982
W003,81,75,86,66,96,P,detector_score,3,82,78,81.56022177402049,85,8,0.7852371146518997,1,False,False,False,True,none,ok,1982
W005,113,107,117,98,128,P,detector_score,3,98,98,99.36633534987031,101,4,0.6145246494677317,2,True,True,False,False,96,ok,1982
W007,160,155,164,145,175,P,detector_score,3,158,155,157.46868888417242,160,6,0.7759815342842599,1,False,False,False,True,none,ok,1982
W002,45,40,48,30,60,P,prepost_contrast,3,45,40,43.76403188301322,47,8,0.5586191526838884,1,False,False,False,True,none,ok,1982
W003,81,75,86,66,96,P,prepost_contrast,3,83,80,82.55436079142432,85,6,0.8623598110626873,2,True,False,False,True,none,ok,1982
W005,113,107,117,98,128,P,prepost_contrast,3,98,98,98.87362795797533,100,3,0.5,2,True,True,False,False,96,ok,1982
W007,160,155,164,145,175,P,prepost_contrast,3,154,152,155.44798051894495,159,8,0.7137415643407422,1,False,False,False,True,none,ok,1982
W002,45,40,48,30,60,V,detector_score,3,45,41,44.49314796445482,48,8,0.646399503252896,1,False,False,False,True,none,ok,1982
W003,81,75,86,66,96,V,detector_score,3,80,76,79.56024336045107,83,8,0.6825110718382525,1,False,False,False,True,none,ok,1982
W005,113,107,117,98,128,V,detector_score,3,114,111,114.53549113490222,118,8,0.7349257611272296,1,False,False,False,True,none,ok,1982
W007,160,155,164,145,175,V,detector_score,3,161,158,160.58167726778484,163,6,0.7864267977985703,1,False,False,False,True,none,ok,1982
W002,45,40,48,30,60,V,prepost_contrast,3,44,41,44.457997551483594,48,8,0.7007157411499143,1,False,False,False,True,none,ok,1982
W003,81,75,86,66,96,V,prepost_contrast,3,84,82,83.54098668057402,85,4,0.8189581183520622,2,True,False,False,True,none,ok,1982
W005,113,107,117,98,128,V,prepost_contrast,3,113,110,112.97720003576092,116,7,0.6657653288427515,2,True,False,False,True,none,ok,1982
W007,160,155,164,145,175,V,prepost_contrast,3,161,158,161.01849290450102,164,7,0.671734691284378,2,True,False,False,True,none,ok,1982
W002,45,40,48,30,60,H,detector_score,3,35,31,34.47554128458812,38,8,0.7457592842653269,1,False,True,False,False,none,ok,1982
W003,81,75,86,66,96,H,detector_score,3,95,93,94.53165849055405,96,4,0.7259774734365974,2,True,False,True,False,96,ok,1982
W005,113,107,117,98,128,H,detector_score,3,115,111,114.5316318440638,118,8,0.5946885958206293,1,False,False,False,True,none,ok,1982
W007,160,155,164,145,175,H,detector_score,3,154,152,154.48442475291034,157,6,0.5619256400652699,1,False,False,False,True,none,ok,1982
W002,45,40,48,30,60,H,prepost_contrast,3,36,32,35.56098233935152,39,8,0.7167353287998147,1,False,False,False,False,none,ok,1982
W003,81,75,86,66,96,H,prepost_contrast,3,94,92,94.05673299225577,96,5,0.5145735587958981,2,True,False,True,False,96,ok,1982
W005,113,107,117,98,128,H,prepost_contrast,3,114,110,113.58207605581175,117,8,0.7079916511066475,1,False,False,False,True,none,ok,1982
W007,160,155,164,145,175,H,prepost_contrast,3,155,152,154.57057244588225,157,6,0.5,2,True,False,False,True,none,ok,1982
W002,45,40,48,30,60,Je,detector_score,3,46,43,46.35958806973223,50,8,0.5,1,False,False,False,True,none,ok,1982
W003,81,75,86,66,96,Je,detector_score,3,96,89,92.95090645300778,96,8,0.5492006753046147,1,False,False,True,False,96,ok,1982
W005,113,107,117,98,128,Je,detector_score,3,109,106,109.50804037059184,113,8,0.8437718412821371,1,False,False,False,True,none,ok,1982
W007,160,155,164,145,175,Je,detector_score,3,162,159,161.56292920364314,164,6,0.7371741305450537,1,False,False,False,True,none,ok,1982
W002,45,40,48,30,60,Je,prepost_contrast,3,44,42,44.46232733244881,47,6,0.5342131345529215,2,True,False,False,True,none,ok,1982
W003,81,75,86,66,96,Je,prepost_contrast,3,96,92,94.1470247033656,96,5,0.6151258795753588,2,True,False,True,False,96,ok,1982
W005,113,107,117,98,128,Je,prepost_contrast,3,108,106,109.38765350158144,113,8,0.8145927769593277,1,False,False,False,True,none,ok,1982
W007,160,155,164,145,175,Je,prepost_contrast,3,161,158,161.3864724378688,165,8,0.6212003352271044,1,False,False,False,True,none,ok,1982
W002,45,40,48,30,60,Jw,detector_score,3,45,40,43.55852957070619,47,8,0.8364890286751083,1,False,False,False,True,none,ok,1982
W003,81,75,86,66,96,Jw,detector_score,3,83,79,82.14815268290145,85,7,0.6738282658626319,2,True,False,False,True,none,ok,1982
W005,113,107,117,98,128,Jw,detector_score,3,103,101,104.4689404979798,108,8,0.9306219304102452,1,False,False,False,True,none,ok,1982
W007,160,155,164,145,175,Jw,detector_score,3,151,149,151.4695234358182,154,6,0.6733029435997478,1,False,False,False,False,none,ok,1982
W002,45,40,48,30,60,Jw,prepost_contrast,3,41,40,41.48936826650333,43,4,0.878570526618804,2,True,False,False,True,none,ok,1982
W003,81,75,86,66,96,Jw,prepost_contrast,3,83,79,82.19837422621707,85,7,0.5,1,False,False,False,True,none,ok,1982
W005,113,107,117,98,128,Jw,prepost_contrast,3,102,100,101.98149675144079,104,5,0.8878694349839753,2,True,False,False,False,none,ok,1982
W007,160,155,164,145,175,Jw,prepost_contrast,3,173,173,173.4581060472246,174,2,0.6641315656532923,3,True,False,True,False,none,ok,1982
W002,45,40,48,30,60,P,detector_score,4,45,40,43.57623389739959,47,8,0.6523881712786084,1,False,False,False,True,none,ok,1983
W003,81,75,86,66,96,P,detector_score,4,82,77,80.54927020699036,84,8,0.867452318551823,1,False,False,False,True,none,ok,1983
W005,113,107,117,98,128,P,detector_score,4,98,98,98.46116809166028,99,2,0.7036926826033691,2,True,True,False,False,96,ok,1983
W007,160,155,164,145,175,P,detector_score,4,157,154,156.59535685432044,159,6,0.7547001525668693,1,False,False,False,True,none,ok,1983
W002,45,40,48,30,60,P,prepost_contrast,4,45,40,43.696887416228535,47,8,0.5651136723153118,1,False,False,False,True,none,ok,1983
W003,81,75,86,66,96,P,prepost_contrast,4,76,74,75.52433658892103,77,4,0.7823590004861396,2,True,False,False,True,none,ok,1983
W005,113,107,117,98,128,P,prepost_contrast,4,98,98,98.45431873307093,99,2,0.5798584831993965,2,True,True,False,False,96,ok,1983
W007,160,155,164,145,175,P,prepost_contrast,4,156,152,155.5061723506692,159,8,0.6101178650157502,1,False,False,False,True,none,ok,1983
W002,45,40,48,30,60,V,detector_score,4,45,41,44.62165053198831,48,8,0.5923795486537611,1,False,False,False,True,none,ok,1983
W003,81,75,86,66,96,V,detector_score,4,80,76,79.53232545682502,83,8,0.7483518104645294,1,False,False,False,True,none,ok,1983
W005,113,107,117,98,128,V,detector_score,4,114,111,114.38247067377279,118,8,0.6929151774827705,1,False,False,False,True,none,ok,1983
W007,160,155,164,145,175,V,detector_score,4,161,158,160.54386418538334,163,6,0.7697535050641922,1,False,False,False,True,none,ok,1983
W002,45,40,48,30,60,V,prepost_contrast,4,44,41,44.496324805664976,48,8,0.6923942249258783,1,False,False,False,True,none,ok,1983
W003,81,75,86,66,96,V,prepost_contrast,4,84,82,83.57839999884173,85,4,0.7435823330638303,2,True,False,False,True,none,ok,1983
W005,113,107,117,98,128,V,prepost_contrast,4,113,109,112.54237827150973,116,8,0.6445111374185375,1,False,False,False,True,none,ok,1983
W007,160,155,164,145,175,V,prepost_contrast,4,161,158,160.9625431610351,164,7,0.6772983302242009,2,True,False,False,True,none,ok,1983
W002,45,40,48,30,60,H,detector_score,4,35,31,34.50770235505109,38,8,0.7317728243526522,1,False,True,False,False,none,ok,1983
W003,81,75,86,66,96,H,detector_score,4,77,75,77.01731671924705,79,5,0.8015350018927005,2,True,False,False,True,none,ok,1983
W005,113,107,117,98,128,H,detector_score,4,115,111,114.41784597435054,118,8,0.5781506445052591,1,False,False,False,True,none,ok,1983
W007,160,155,164,145,175,H,detector_score,4,155,152,154.60026920873702,157,6,0.5593873966754974,1,False,False,False,True,none,ok,1983
W002,45,40,48,30,60,H,prepost_contrast,4,36,32,35.53837575340883,39,8,0.6491378144555099,1,False,False,False,False,none,ok,1983
W003,81,75,86,66,96,H,prepost_contrast,4,94,92,94.08512224551885,96,5,0.643025254827243,2,True,False,True,False,96,ok,1983
W005,113,107,117,98,128,H,prepost_contrast,4,114,110,113.53249322917165,117,8,0.6498052975334971,1,False,False,False,True,none,ok,1983
W007,160,155,164,145,175,H,prepost_contrast,4,155,152,154.66270822331066,157,6,0.5471602417925733,2,True,False,False,True,none,ok,1983
W002,45,40,48,30,60,Je,detector_score,4,46,43,45.94139645710949,49,7,0.5,1,False,False,False,True,none,ok,1983
W003,81,75,86,66,96,Je,detector_score,4,94,89,92.72829508865951,96,8,0.7283447046213041,1,False,False,True,False,96,ok,1983
W005,113,107,117,98,128,Je,detector_score,4,109,106,109.48076851195826,113,8,0.7916032719367274,1,False,False,False,True,none,ok,1983
W007,160,155,164,145,175,Je,detector_score,4,161,159,161.50883841848946,164,6,0.6958139101101698,1,False,False,False,True,none,ok,1983
W002,45,40,48,30,60,Je,prepost_contrast,4,44,42,44.441111890164464,47,6,0.5752365077011737,2,True,False,False,True,none,ok,1983
W003,81,75,86,66,96,Je,prepost_contrast,4,96,92,94.12044525203969,96,5,0.7100607465501623,2,True,False,True,False,96,ok,1983
W005,113,107,117,98,128,Je,prepost_contrast,4,108,105,108.47020795228701,112,8,0.7141679119776819,1,False,False,False,True,none,ok,1983
W007,160,155,164,145,175,Je,prepost_contrast,4,161,157,160.61659202437326,164,8,0.6099145298801323,1,False,False,False,True,none,ok,1983
W002,45,40,48,30,60,Jw,detector_score,4,41,38,41.50705081212325,45,8,0.7559706804083451,1,False,False,False,True,none,ok,1983
W003,81,75,86,66,96,Jw,detector_score,4,82,79,82.05413129396268,85,7,0.6606284224611587,2,True,False,False,True,none,ok,1983
W005,113,107,117,98,128,Jw,detector_score,4,103,101,104.49208513273155,108,8,0.9244150641538544,1,False,False,False,True,none,ok,1983
W007,160,155,164,145,175,Jw,detector_score,4,168,166,167.08872493194426,168,3,0.631384063308553,2,True,False,False,False,none,ok,1983
W002,45,40,48,30,60,Jw,prepost_contrast,4,41,38,40.57539575218462,43,6,0.6981057729980655,2,True,False,False,True,none,ok,1983
W003,81,75,86,66,96,Jw,prepost_contrast,4,82,79,82.0619728094598,85,7,0.5,1,False,False,False,True,none,ok,1983
W005,113,107,117,98,128,Jw,prepost_contrast,4,102,100,102.00860528202914,104,5,0.8709415722576086,3,True,False,False,False,none,ok,1983
W007,160,155,164,145,175,Jw,prepost_contrast,4,165,164,165.45516859005795,167,4,0.6128661299229077,3,True,False,False,True,none,ok,1983
W002,45,40,48,30,60,P,detector_score,5,45,40,43.5393656956767,47,8,0.7062005142581786,1,False,False,False,True,none,ok,1984
W003,81,75,86,66,96,P,detector_score,5,81,77,80.56437258178451,84,8,0.8127557649638415,1,False,False,False,True,none,ok,1984
W005,113,107,117,98,128,P,detector_score,5,98,98,98.94057469470602,100,3,0.7764735731352118,2,True,True,False,False,96,ok,1984
W007,160,155,164,145,175,P,detector_score,5,158,154,156.57777211410354,159,6,0.7936478726278808,1,False,False,False,True,none,ok,1984
W002,45,40,48,30,60,P,prepost_contrast,5,45,40,43.76698310330686,47,8,0.5968137415850167,1,False,False,False,True,none,ok,1984
