window_id,year_index,anchor_day,hit,search_start_day,search_end_day
GW06,23,70.0,True,58,70
GW06,24,62.0,True,58,70
GW06,25,62.0,True,58,70
GW06,26,64.0,True,58,70
GW06,27,70.0,True,58,70
GW06,28,64.0,True,58,70
GW06,29,58.0,True,58,70
GW06,30,58.0,False,58,70
GW06,31,69.0,True,58,70
GW06,32,60.0,True,58,70
GW06,33,64.0,True,58,70
GW06,34,70.0,True,58,70
GW06,35,65.0,True,58,70
GW06,36,66.0,True,58,70
GW06,37,60.0,True,58,70
GW06,38,59.0,True,58,70
GW06,39,64.0,True,58,70
GW06,40,68.0,True,58,70
GW06,41,63.0,True,58,70
GW06,42,69.0,True,58,70
GW06,43,70.0,True,58,70
GW06,44,62.0,True,58,70
GW07,0,114.0,True,114,127
GW07,1,116.0,True,114,127
GW07,2,126.0,True,114,127
GW07,3,114.0,True,114,127
GW07,4,127.0,True,114,127
GW07,5,121.0,True,114,127
GW07,6,121.0,True,114,127
GW07,7,118.0,True,114,127
GW07,8,119.0,True,114,127
GW07,9,120.0,False,114,127
GW07,10,127.0,True,114,127
GW07,11,115.0,True,114,127
GW07,12,119.0,True,114,127
GW07,13,117.0,True,114,127
GW07,14,121.0,True,114,127
GW07,15,123.0,True,114,127
GW07,16,114.0,True,114,127
GW07,17,117.0,False,114,127
GW07,18,118.0,True,114,127
GW07,19,118.0,True,114,127
GW07,20,125.0,False,114,127
GW07,21,116.0,True,114,127
GW07,22,121.0,True,114,127
GW07,23,120.0,False,114,127
GW07,24,116.0,True,114,127
GW07,25,121.0,True,114,127
GW07,26,114.0,True,114,127
GW07,27,118.0,True,114,127
GW07,28,125.0,True,114,127
GW07,29,123.0,True,114,127
GW07,30,124.0,True,114,127
GW07,31,121.0,True,114,127
GW07,32,122.0,True,114,127
GW07,33,124.0,True,114,127
GW07,34,120.0,False,114,127
GW07,35,117.0,False,114,127
GW07,36,114.0,True,114,127
GW07,37,114.0,True,114,127
GW07,38,123.0,True,114,127
GW07,39,114.0,True,114,127
GW07,40,125.0,False,114,127
GW07,41,118.0,True,114,127
GW07,42,127.0,True,114,127
GW07,43,124.0,True,114,127
GW07,44,124.0,True,114,127
GW08,0,178.0,True,166,179
GW08,1,178.0,True,166,179
GW08,2,178.0,True,166,179
GW08,3,178.0,True,166,179
GW08,4,178.0,True,166,179
GW08,5,178.0,True,166,179
GW08,6,178.0,True,166,179
GW08,7,174.0,True,166,179
GW08,8,178.0,True,166,179
GW08,9,168.0,True,166,179
GW08,10,167.0,True,166,179
GW08,11,173.0,False,166,179
GW08,12,166.0,True,166,179
GW08,13,178.0,True,166,179
GW08,14,174.0,True,166,179
GW08,15,178.0,True,166,179
GW08,16,178.0,True,166,179
GW08,17,178.0,True,166,179
GW08,18,178.0,True,166,179
GW08,19,178.0,True,166,179
GW08,20,178.0,True,166,179
GW08,21,169.0,True,166,179
GW08,22,178.0,True,166,179
GW08,23,178.0,True,166,179
GW08,24,178.0,True,166,179
GW08,25,174.0,True,166,179
GW08,26,178.0,True,166,179
GW08,27,178.0,True,166,179
GW08,28,166.0,True,166,179
GW08,29,178.0,True,166,179
GW08,30,178.0,True,166,179
GW08,31,178.0,True,166,179
GW08,32,170.0,True,166,179
GW08,33,178.0,True,166,179
GW08,34,178.0,True,166,179
GW08,35,178.0,True,166,179
GW08,36,178.0,True,166,179
GW08,37,178.0,True,166,179
GW08,38,172.0,True,166,179
GW08,39,178.0,True,166,179
GW08,40,178.0,True,166,179
GW08,41,178.0,True,166,179
GW08,42,178.0,True,166,179
GW08,43,178.0,True,166,179
GW08,44,166.0,True,166,179
GW09,0,89.0,True,85,96
GW09,1,94.0,True,85,96
GW09,2,91.0,True,85,96
GW09,3,96.0,True,85,96
GW09,4,95.0,False,85,96
GW09,5,89.0,False,85,96
GW09,6,93.0,True,85,96
GW09,7,96.0,True,85,96
GW09,8,89.0,True,85,96
GW09,9,92.0,True,85,96
GW09,10,87.0,True,85,96
GW09,11,85.0,True,85,96
GW09,12,87.0,True,85,96
GW09,13,91.0,True,85,96
GW09,14,90.0,True,85,96
GW09,15,88.0,True,85,96
GW09,16,91.0,True,85,96
GW09,17,93.0,True,85,96
GW09,18,88.0,True,85,96
GW09,19,85.0,True,85,96
GW09,20,90.0,True,85,96
GW09,21,90.0,True,85,96
GW09,22,89.0,False,85,96
GW09,23,93.0,True,85,96
GW09,24,88.0,True,85,96
GW09,25,93.0,True,85,96
GW09,26,85.0,True,85,96
GW09,27,88.0,True,85,96
GW09,28,96.0,False,85,96
GW09,29,96.0,False,85,96
GW09,30,96.0,True,85,96
GW09,31,95.0,True,85,96
GW09,32,88.0,True,85,96
GW09,33,89.0,False,85,96
GW09,34,90.0,True,85,96
GW09,35,93.0,True,85,96
GW09,36,92.0,True,85,96
GW09,37,95.0,True,85,96
GW09,38,91.0,True,85,96
GW09,39,90.0,False,85,96
GW09,40,94.0,True,85,96
GW09,41,91.0,False,85,96
GW09,42,87.0,True,85,96
GW09,43,95.0,True,85,96
GW09,44,86.0,True,85,96
GW10,0,10.0,False,10,21
GW10,1,19.0,True,10,21
GW10,2,10.0,True,10,21
GW10,3,21.0,True,10,21
GW10,4,20.0,True,10,21
GW10,5,21.0,False,10,21
GW10,6,13.0,True,10,21
GW10,7,20.0,False,10,21
GW10,8,10.0,True,10,21
GW10,9,17.0,True,10,21
GW10,10,16.0,False,10,21
GW10,11,21.0,True,10,21
GW10,12,15.0,True,10,21
GW10,13,18.0,True,10,21
GW10,14,13.0,True,10,21
GW10,15,21.0,True,10,21
GW10,16,10.0,True,10,21
GW10,17,21.0,False,10,21
GW10,18,16.0,True,10,21
GW10,19,10.0,True,10,21
GW10,20,10.0,True,10,21
GW10,21,18.0,False,10,21
GW10,22,15.0,True,10,21
GW10,23,12.0,False,10,21
GW10,24,12.0,True,10,21
GW10,25,18.0,True,10,21
GW10,26,21.0,False,10,21
GW10,27,20.0,False,10,21
GW10,28,17.0,True,10,21
GW10,29,19.0,True,10,21
GW10,30,13.0,True,10,21
GW10,31,21.0,True,10,21
GW10,32,13.0,True,10,21
GW10,33,13.0,True,10,21
GW10,34,14.0,True,10,21
GW10,35,21.0,True,10,21
GW10,36,21.0,False,10,21
GW10,37,15.0,False,10,21
GW10,38,12.0,True,10,21
GW10,39,15.0,True,10,21
GW10,40,14.0,True,10,21
GW10,41,15.0,True,10,21
GW10,42,15.0,False,10,21
GW10,43,20.0,False,10,21
GW10,44,13.0,True,10,21
GW11,0,137.0,False,130,141
GW11,1,134.0,True,130,141
GW11,2,138.0,False,130,141
GW11,3,136.0,False,130,141
GW11,4,138.0,True,130,141
GW11,5,134.0,True,130,141
GW11,6,131.0,True,130,141
GW11,7,139.0,True,130,141
GW11,8,131.0,True,130,141
GW11,9,138.0,True,130,141
GW11,10,140.0,True,130,141
GW11,11,134.0,True,130,141
GW11,12,132.0,True,130,141
GW11,13,135.0,True,130,141
GW11,14,134.0,True,130,141
GW11,15,135.0,False,130,141
GW11,16,133.0,False,130,141
GW11,17,135.0,True,130,141
GW11,18,133.0,False,130,141
GW11,19,139.0,True,130,141
GW11,20,141.0,True,130,141
GW11,21,138.0,True,130,141
GW11,22,133.0,True,130,141
GW11,23,130.0,True,130,141
GW11,24,141.0,True,130,141
GW11,25,135.0,True,130,141
GW11,26,137.0,False,130,141
GW11,27,135.0,False,130,141
GW11,28,135.0,True,130,141
GW11,29,132.0,True,130,141
GW11,30,133.0,True,130,141
GW11,31,140.0,True,130,141
GW11,32,130.0,True,130,141
GW11,33,132.0,True,130,141
GW11,34,133.0,True,130,141
GW11,35,130.0,True,130,141
GW11,36,138.0,True,130,141
GW11,37,131.0,True,130,141
GW11,38,138.0,True,130,141
GW11,39,130.0,False,130,141
GW11,40,140.0,True,130,141
GW11,41,141.0,True,130,141
GW11,42,137.0,True,130,141
GW11,43,134.0,False,130,141
GW11,44,141.0,True,130,141
