mode,status,n_years,source_object_E2,target_object_M,pearson_r,pearson_permutation_p,spearman_r,spearman_bootstrap_ci_low,spearman_bootstrap_ci_high,spearman_permutation_p,support_class,is_diagonal_same_object,interpretation_hint
anomaly,ok,45,H,V,-0.06776058857667283,0.6567164179104478,-0.11581027667984188,-0.3222104393816941,0.19293986381534584,0.48756218905472637,no_mapping_support,False,No route-level support for H_E2 to V_M under this scalar mapping.
anomaly,ok,45,H,H,0.22358615926650954,0.14925373134328357,0.15349143610013175,-0.105328313197591,0.401713690705622,0.3034825870646766,no_mapping_support,True,No route-level support for H_E2 to H_M under this scalar mapping.
anomaly,ok,45,H,Je,-0.36395794299273926,0.014925373134328358,-0.2872200263504611,-0.5122783567914669,-0.006736505980517293,0.06467661691542288,weak_mapping_support,False,Cross-object E2-to-M mapping candidate: H_E2 may correspond to Je_M in same-year variability.
anomaly,ok,45,H,Jw,-0.05570424272733327,0.736318407960199,-0.047562582345191035,-0.37737429109441684,0.3026604115081305,0.746268656716418,no_mapping_support,False,No route-level support for H_E2 to Jw_M under this scalar mapping.
anomaly,ok,45,Je,P,-0.0492808984071408,0.7562189054726368,0.03451910408432147,-0.26209284331315275,0.3447552546907602,0.7910447761194029,no_mapping_support,False,No route-level support for Je_E2 to P_M under this scalar mapping.
anomaly,ok,45,Je,V,-0.036095614364166674,0.7910447761194029,0.06877470355731224,-0.3136072633794092,0.3734661564850244,0.6567164179104478,no_mapping_support,False,No route-level support for Je_E2 to V_M under this scalar mapping.
anomaly,ok,45,Je,H,-0.10623375553786171,0.4975124378109453,-0.12490118577075097,-0.4459126059368621,0.20497418709117426,0.43781094527363185,no_mapping_support,False,No route-level support for Je_E2 to H_M under this scalar mapping.
anomaly,ok,45,Je,Je,-0.005816858080547228,0.9651741293532339,0.08722002635046112,-0.24437749781683302,0.39288644775876286,0.6119402985074627,no_mapping_support,True,No route-level support for Je_E2 to Je_M under this scalar mapping.
anomaly,ok,45,Je,Jw,0.1371931062529585,0.4079601990049751,0.17496706192358363,-0.08521798079970053,0.46294555977886864,0.26865671641791045,no_mapping_support,False,No route-level support for Je_E2 to Jw_M under this scalar mapping.
anomaly,ok,45,Jw,P,0.043740430080378936,0.7412935323383084,-0.031225296442687744,-0.3098366224690161,0.2609847012026132,0.8557213930348259,no_mapping_support,False,No route-level support for Jw_E2 to P_M under this scalar mapping.
anomaly,ok,45,Jw,V,0.10095020047838608,0.472636815920398,0.013438735177865611,-0.2923610813048164,0.3186581335616196,0.9303482587064676,no_mapping_support,False,No route-level support for Jw_E2 to V_M under this scalar mapping.
anomaly,ok,45,Jw,H,0.009682478045089173,0.9402985074626866,0.09393939393939393,-0.17654233723495671,0.37145002254623033,0.5671641791044776,no_mapping_support,False,No route-level support for Jw_E2 to H_M under this scalar mapping.
anomaly,ok,45,Jw,Je,0.28520882369336104,0.10945273631840796,0.24229249011857704,-0.05489665191837812,0.5020293538138816,0.14925373134328357,weak_mapping_support,False,Cross-object E2-to-M mapping candidate: Jw_E2 may correspond to Je_M in same-year variability.
anomaly,ok,45,Jw,Jw,0.0547055505344417,0.7412935323383084,0.035573122529644265,-0.2855412541254125,0.30184077505877527,0.7611940298507462,no_mapping_support,True,No route-level support for Jw_E2 to Jw_M under this scalar mapping.
local_background_removed,ok,45,P,P,0.5635782097339394,0.004975124378109453,0.5704874835309617,0.31417659214936816,0.746758686703775,0.004975124378109453,clear_mapping_support,True,Same-object E2-to-M persistence candidate for P; not cross-object reorganization evidence.
local_background_removed,ok,45,P,V,0.42030689464812643,0.004975124378109453,0.35757575757575755,0.019997992872750496,0.5739777106075808,0.014925373134328358,clear_mapping_support,False,Cross-object E2-to-M mapping candidate: P_E2 may correspond to V_M in same-year variability.
local_background_removed,ok,45,P,H,0.19065751127080346,0.16417910447761194,0.1123847167325428,-0.18806593706952948,0.4021839992263924,0.46766169154228854,no_mapping_support,False,No route-level support for P_E2 to H_M under this scalar mapping.
local_background_removed,ok,45,P,Je,0.05468124691210961,0.7313432835820896,0.08010540184453227,-0.26124274023231253,0.33567495148818877,0.5870646766169154,no_mapping_support,False,No route-level support for P_E2 to Je_M under this scalar mapping.
local_background_removed,ok,45,P,Jw,-0.09495279805148764,0.5671641791044776,-0.08010540184453227,-0.3597407835123067,0.1807148274336312,0.5870646766169154,no_mapping_support,False,No route-level support for P_E2 to Jw_M under this scalar mapping.
local_background_removed,ok,45,V,P,0.23127660801795386,0.13432835820895522,0.20039525691699603,-0.04255600343619904,0.4820435206253964,0.1890547263681592,weak_mapping_support,False,Cross-object E2-to-M mapping candidate: V_E2 may correspond to P_M in same-year variability.
local_background_removed,ok,45,V,V,0.3856999359723581,0.01990049751243781,0.33162055335968377,0.07524195524138359,0.5853320755317344,0.05970149253731343,clear_mapping_support,True,Same-object E2-to-M persistence candidate for V; not cross-object reorganization evidence.
local_background_removed,ok,45,V,H,0.3623575192214479,0.014925373134328358,0.2847167325428195,-0.008321858411618447,0.5623862372466018,0.05472636815920398,weak_mapping_support,False,Cross-object E2-to-M mapping candidate: V_E2 may correspond to H_M in same-year variability.
local_background_removed,ok,45,V,Je,0.004631626483870352,0.9552238805970149,0.04888010540184452,-0.34288102928639186,0.3908266582149629,0.7263681592039801,no_mapping_support,False,No route-level support for V_E2 to Je_M under this scalar mapping.
local_background_removed,ok,45,V,Jw,-0.006651074385150786,0.9900497512437811,-0.06824769433465085,-0.3535421159520451,0.23260533360256405,0.6368159203980099,no_mapping_support,False,No route-level support for V_E2 to Jw_M under this scalar mapping.
local_background_removed,ok,45,H,P,-0.05768800595327772,0.746268656716418,-0.02411067193675889,-0.2516483976865339,0.206896529230696,0.8905472636815921,no_mapping_support,False,No route-level support for H_E2 to P_M under this scalar mapping.
local_background_removed,ok,45,H,V,0.1467063966774672,0.3283582089552239,0.13412384716732542,-0.1604818675788795,0.39802815336997827,0.3333333333333333,no_mapping_support,False,No route-level support for H_E2 to V_M under this scalar mapping.
local_background_removed,ok,45,H,H,0.1614756640436591,0.26865671641791045,0.11146245059288536,-0.18713877385193878,0.4202912598576312,0.5024875621890548,no_mapping_support,True,No route-level support for H_E2 to H_M under this scalar mapping.
local_background_removed,ok,45,H,Je,-0.12407679751264439,0.417910447761194,-0.17839262187088273,-0.47252003315351104,0.12619921027124426,0.26865671641791045,no_mapping_support,False,No route-level support for H_E2 to Je_M under this scalar mapping.
local_background_removed,ok,45,H,Jw,-0.043039279409554654,0.8009950248756219,-0.027404479578392617,-0.34787264731526085,0.29654726649135515,0.8706467661691543,no_mapping_support,False,No route-level support for H_E2 to Jw_M under this scalar mapping.
local_background_removed,ok,45,Je,P,-0.03348349291897893,0.7810945273631841,0.0026350461133069825,-0.2835992752881203,0.22352034697964218,0.9850746268656716,no_mapping_support,False,No route-level support for Je_E2 to P_M under this scalar mapping.
local_background_removed,ok,45,Je,V,0.07639831778812295,0.582089552238806,0.07338603425559946,-0.2613959637047663,0.3340324297433752,0.5771144278606966,no_mapping_support,False,No route-level support for Je_E2 to V_M under this scalar mapping.
local_background_removed,ok,45,Je,H,-0.04266853089518709,0.7810945273631841,-0.050988142292490116,-0.3663493787395321,0.317660202247753,0.746268656716418,no_mapping_support,False,No route-level support for Je_E2 to H_M under this scalar mapping.
local_background_removed,ok,45,Je,Je,-0.4272528305604016,0.004975124378109453,-0.39117259552042155,-0.6737203073491198,-0.09136140013667719,0.01990049751243781,clear_mapping_support,True,Same-object E2-to-M persistence candidate for Je; not cross-object reorganization evidence.
local_background_removed,ok,45,Je,Jw,0.10717431003970854,0.5074626865671642,-0.07839262187088274,-0.3554835639948869,0.17273288354617153,0.6616915422885572,no_mapping_support,False,No route-level support for Je_E2 to Jw_M under this scalar mapping.
local_background_removed,ok,45,Jw,P,0.26079940274544655,0.1044776119402985,0.16403162055335965,-0.13488690512801702,0.46869582318332303,0.31840796019900497,no_mapping_support,False,No route-level support for Jw_E2 to P_M under this scalar mapping.
local_background_removed,ok,45,Jw,V,0.32727879441451874,0.03980099502487562,0.21330698287220023,-0.08978366925199784,0.47516183572883386,0.17412935323383086,weak_mapping_support,False,Cross-object E2-to-M mapping candidate: Jw_E2 may correspond to V_M in same-year variability.
local_background_removed,ok,45,Jw,H,0.05413245022650373,0.681592039800995,0.16337285902503293,-0.108489163296873,0.43638157552013407,0.2935323383084577,no_mapping_support,False,No route-level support for Jw_E2 to H_M under this scalar mapping.
local_background_removed,ok,45,Jw,Je,0.06718415255953297,0.6218905472636815,0.09802371541501975,-0.16180544746297923,0.37101576176985845,0.48756218905472637,no_mapping_support,False,No route-level support for Jw_E2 to Je_M under this scalar mapping.
local_background_removed,ok,45,Jw,Jw,-0.12388136783272982,0.39800995024875624,-0.14598155467720683,-0.3833193676775096,0.13343794038666523,0.32338308457711445,no_mapping_support,True,No route-level support for Jw_E2 to Jw_M under this scalar mapping.
raw,ok,45,P,P,0.02423916499418631,0.835820895522388,0.0036890645586297754,-0.2654257371121144,0.3111323540362464,0.9651741293532339,no_mapping_support,True,No route-level support for P_E2 to P_M under this scalar mapping.
raw,ok,45,P,V,-0.009729414216365683,0.9502487562189055,0.03636363636363636,-0.2479069450660011,0.3388005581020288,0.8109452736318408,no_mapping_support,False,No route-level support for P_E2 to V_M under this scalar mapping.
raw,ok,45,P,H,-0.053619962859738905,0.7164179104477612,-0.07233201581027666,-0.3905753406926804,0.25860726072607265,0.6119402985074627,no_mapping_support,False,No route-level support for P_E2 to H_M under this scalar mapping.
raw,ok,45,P,Je,0.05533137043268393,0.6716417910447762,0.09025032938076415,-0.20571795634499074,0.3959837746470179,0.5422885572139303,no_mapping_support,False,No route-level support for P_E2 to Je_M under this scalar mapping.
raw,ok,45,P,Jw,0.06430857598451017,0.6517412935323383,0.12002635046113305,-0.12941121730089414,0.3986279007134346,0.4129353233830846,no_mapping_support,False,No route-level support for P_E2 to Jw_M under this scalar mapping.
raw,ok,45,V,P,-0.18539657053837166,0.23383084577114427,-0.22648221343873515,-0.501470932752697,0.03547129416181619,0.15422885572139303,weak_mapping_support,False,Cross-object E2-to-M mapping candidate: V_E2 may correspond to P_M in same-year variability.
raw,ok,45,V,V,0.1268402556836804,0.47761194029850745,0.12582345191040842,-0.13812303858292518,0.42392612188471834,0.5074626865671642,no_mapping_support,True,No route-level support for V_E2 to V_M under this scalar mapping.
raw,ok,45,V,H,0.28016806191459515,0.07960199004975124,0.2972332015810276,-0.026471772582878948,0.529609086106709,0.04975124378109453,weak_mapping_support,False,Cross-object E2-to-M mapping candidate: V_E2 may correspond to H_M in same-year variability.
raw,ok,45,V,Je,-0.3011211585768347,0.06467661691542288,-0.23162055335968376,-0.4706077727532577,0.05230197862426575,0.13930348258706468,weak_mapping_support,False,Cross-object E2-to-M mapping candidate: V_E2 may correspond to Je_M in same-year variability.
raw,ok,45,V,Jw,0.019350413318278314,0.8805970149253731,0.09025032938076415,-0.17524789899460355,0.33521261839990835,0.5323383084577115,no_mapping_support,False,No route-level support for V_E2 to Jw_M under this scalar mapping.
raw,ok,45,H,P,-0.10417221643238618,0.48756218905472637,-0.04874835309617918,-0.3407208962583032,0.2585973718465685,0.7562189054726368,no_mapping_support,False,No route-level support for H_E2 to P_M under this scalar mapping.
raw,ok,45,H,V,0.2764519157772084,0.08955223880597014,0.2540184453227931,-0.05097625410094279,0.5482049759123606,0.13930348258706468,weak_mapping_support,False,Cross-object E2-to-M mapping candidate: H_E2 may correspond to V_M in same-year variability.
raw,ok,45,H,H,0.5164030151272008,0.004975124378109453,0.47404479578392617,0.17759914129819848,0.6815561974128723,0.004975124378109453,clear_mapping_support,True,Same-object E2-to-M persistence candidate for H; not cross-object reorganization evidence.
raw,ok,45,H,Je,-0.4179252060570452,0.009950248756218905,-0.341897233201581,-0.5870449848762951,0.02159842588522218,0.014925373134328358,clear_mapping_support,False,Cross-object E2-to-M mapping candidate: H_E2 may correspond to Je_M in same-year variability.
raw,ok,45,H,Jw,-0.05529331470083318,0.7313432835820896,-0.014756258234519102,-0.2840304291054749,0.22766091961771745,0.8955223880597015,no_mapping_support,False,No route-level support for H_E2 to Jw_M under this scalar mapping.
raw,ok,45,Je,P,0.16292473352149872,0.29850746268656714,0.20026350461133066,-0.11181301236353929,0.47349457573628473,0.1890547263681592,weak_mapping_support,False,Cross-object E2-to-M mapping candidate: Je_E2 may correspond to P_M in same-year variability.
raw,ok,45,Je,V,0.010152294725592382,0.9651741293532339,0.029644268774703553,-0.2672378077264127,0.28207730407028925,0.835820895522388,no_mapping_support,False,No route-level support for Je_E2 to V_M under this scalar mapping.
raw,ok,45,Je,H,-0.11388506598450518,0.4577114427860697,-0.13214756258234517,-0.42434904580069654,0.15020644696431226,0.4079601990049751,no_mapping_support,False,No route-level support for Je_E2 to H_M under this scalar mapping.
raw,ok,45,Je,Je,0.3003279325947515,0.029850746268656716,0.24453227931488797,-0.042712228645381836,0.5174444503654896,0.06965174129353234,weak_mapping_support,True,Same-object E2-to-M persistence candidate for Je; not cross-object reorganization evidence.
raw,ok,45,Je,Jw,0.1117973803349731,0.4527363184079602,0.15994729907773383,-0.12016758980348131,0.4623869318609482,0.26865671641791045,no_mapping_support,False,No route-level support for Je_E2 to Jw_M under this scalar mapping.
raw,ok,45,Jw,P,0.02182674077991788,0.900497512437811,0.057839262187088264,-0.25113398527971226,0.3508313721244398,0.7313432835820896,no_mapping_support,False,No route-level support for Jw_E2 to P_M under this scalar mapping.
raw,ok,45,Jw,V,-0.1414621854329157,0.4925373134328358,-0.09380764163372858,-0.4173061290332136,0.20150252267263277,0.6069651741293532,no_mapping_support,False,No route-level support for Jw_E2 to V_M under this scalar mapping.
raw,ok,45,Jw,H,0.07954025456382878,0.6517412935323383,0.08023715415019762,-0.2168700078232048,0.4282033151482861,0.5671641791044776,no_mapping_support,False,No route-level support for Jw_E2 to H_M under this scalar mapping.
raw,ok,45,Jw,Je,0.1743262577216305,0.2537313432835821,0.17747035573122527,-0.05176864387968481,0.39634753430548336,0.25870646766169153,no_mapping_support,False,No route-level support for Jw_E2 to Je_M under this scalar mapping.
raw,ok,45,Jw,Jw,0.16293785204715222,0.263681592039801,0.05520421607378129,-0.23201974436034378,0.37513845742114005,0.7164179104477612,no_mapping_support,True,No route-level support for Jw_E2 to Jw_M under this scalar mapping.
