year,mode,cluster_id,object,window_day_min,window_day_max,strength_raw,note,strength_z
2006,raw,E2,Je,27,38,38.0664105154712,,-1.0210583687885801
2007,raw,E2,Je,27,38,46.11143001591198,,0.2838908138300262
2008,raw,E2,Je,27,38,37.5287468974673,,-1.1082705500392915
2009,raw,E2,Je,27,38,36.27706393995376,,-1.3113008412915923
2010,raw,E2,Je,27,38,47.17152792963167,,0.4558448912475404
2011,raw,E2,Je,27,38,48.22087066343753,,0.6260544156236719
2012,raw,E2,Je,27,38,41.48962197762559,,-0.4657934624419557
2013,raw,E2,Je,27,38,47.70665299890399,,0.5426453050572742
2014,raw,E2,Je,27,38,45.49397548527894,,0.18373608020761611
2015,raw,E2,Je,27,38,40.208648234863745,,-0.6735748902534582
2016,raw,E2,Je,27,38,36.01350686737922,,-1.3540513388398776
2017,raw,E2,Je,27,38,40.39215851390385,,-0.6438084504552228
2018,raw,E2,Je,27,38,36.22549185722705,,-1.3196661345263045
2019,raw,E2,Je,27,38,47.59683890185891,,0.5248328167008285
2020,raw,E2,Je,27,38,34.02236931768108,,-1.6770254867356582
2021,raw,E2,Je,27,38,44.29481959702169,,-0.010774013413393038
2022,raw,E2,Je,27,38,43.30011143761988,,-0.1721214905058142
2023,raw,E2,Je,27,38,34.210996820688024,,-1.6464290033020494
1979,raw,M,Je,40,48,48.32383074158938,,0.6427551420568702
1980,raw,M,Je,40,48,38.671998569060946,,-0.9228284470969997
1981,raw,M,Je,40,48,40.69878235246172,,-0.5940722717578876
1982,raw,M,Je,40,48,44.26205275746332,,-0.01608898629771572
1983,raw,M,Je,40,48,34.538775405660644,,-1.5932614010959305
1984,raw,M,Je,40,48,39.9243083378749,,-0.7196964833883319
1985,raw,M,Je,40,48,35.619173286658736,,-1.4180145503413626
1986,raw,M,Je,40,48,36.6704072296335,,-1.2474982607847382
1987,raw,M,Je,40,48,39.36988418910346,,-0.809627320687566
1988,raw,M,Je,40,48,47.646282325361646,,0.5328528289683223
1989,raw,M,Je,40,48,52.544533441825955,,1.327377788210567
1990,raw,M,Je,40,48,46.63807794570945,,0.36931618607173866
1991,raw,M,Je,40,48,45.46120463189654,,0.1784204562575775
1992,raw,M,Je,40,48,39.625478969970494,,-0.7681683533903774
1993,raw,M,Je,40,48,39.83564826189626,,-0.7340776658917288
1994,raw,M,Je,40,48,44.08304509489617,,-0.04512507538819877
1995,raw,M,Je,40,48,39.34069426011752,,-0.8143620977715501
1996,raw,M,Je,40,48,50.65220435615553,,1.0204309506726668
1997,raw,M,Je,40,48,36.658985111386336,,-1.2493509951217512
1998,raw,M,Je,40,48,34.59505468558976,,-1.5841325729634645
1999,raw,M,Je,40,48,41.598865731464365,,-0.44807348708698136
2000,raw,M,Je,40,48,47.57790776263677,,0.5217620752747055
2001,raw,M,Je,40,48,51.04705609370235,,1.0844782102397856
2002,raw,M,Je,40,48,43.40490824311127,,-0.15512283616326886
2003,raw,M,Je,40,48,42.4756849650132,,-0.30584828277751547
2004,raw,M,Je,40,48,45.33583597654761,,0.15808492763460472
2005,raw,M,Je,40,48,45.65246546825424,,0.2094440817513698
2006,raw,M,Je,40,48,48.44799842181888,,0.6628958654962919
2007,raw,M,Je,40,48,43.65866571162006,,-0.11396189166888124
2008,raw,M,Je,40,48,47.01127636859567,,0.42985115144668173
2009,raw,M,Je,40,48,45.90274908332601,,0.25004154691510694
2010,raw,M,Je,40,48,37.65227273906595,,-1.0882339365770617
2011,raw,M,Je,40,48,45.44595790107484,,0.17594734740777362
2012,raw,M,Je,40,48,42.87198325754622,,-0.24156638353714982
2013,raw,M,Je,40,48,41.39564513279018,,-0.48103705592812745
2014,raw,M,Je,40,48,46.098354390608414,,0.28176987098443357
2015,raw,M,Je,40,48,51.50365257565906,,1.1585408282214191
2016,raw,M,Je,40,48,27.072427440527733,,-2.8043466786036437
2017,raw,M,Je,40,48,40.80232380764932,,-0.577277242571594
2018,raw,M,Je,40,48,30.954161757275966,,-2.174706685374831
2019,raw,M,Je,40,48,44.87066746699742,,0.08263187667752796
2020,raw,M,Je,40,48,48.69276251391422,,0.7025980317740362
2021,raw,M,Je,40,48,38.057840209756556,,-1.022448522465212
2022,raw,M,Je,40,48,44.30464388129001,,-0.009180457086394263
2023,raw,M,Je,40,48,42.2096067412705,,-0.3490077257803108
1979,anomaly,E1,Jw,12,23,4.52674748720402,,-0.2365930818607096
1980,anomaly,E1,Jw,12,23,4.0204004077073225,,-0.3441570569297723
1981,anomaly,E1,Jw,12,23,0.353170727538519,,-1.123191473959084
1982,anomaly,E1,Jw,12,23,1.9502618038845694,,-0.7839193191954665
1983,anomaly,E1,Jw,12,23,11.826139463947257,,1.314026341847939
1984,anomaly,E1,Jw,12,23,8.827096142932945,,0.6769356306044338
1985,anomaly,E1,Jw,12,23,5.7751221315085335,,0.02860078328470323
1986,anomaly,E1,Jw,12,23,1.7441275223691688,,-0.8277086953282192
1987,anomaly,E1,Jw,12,23,2.54277415297249,,-0.6580511427486809
1988,anomaly,E1,Jw,12,23,4.7387830696435405,,-0.19155008462263118
1989,anomaly,E1,Jw,12,23,12.185829044224564,,1.3904356717565995
1990,anomaly,E1,Jw,12,23,9.594792017506613,,0.8400182734338233
1991,anomaly,E1,Jw,12,23,12.972363812272222,,1.5575202854672652
1992,anomaly,E1,Jw,12,23,1.1819606600823658,,-0.9471305401619571
1993,anomaly,E1,Jw,12,23,1.03798244553363,,-0.9777160213611419
1994,anomaly,E1,Jw,12,23,7.184520922851424,,0.3280012194540257
1995,anomaly,E1,Jw,12,23,9.280106367749347,,0.7731691875879493
1996,anomaly,E1,Jw,12,23,6.625854635995013,,0.2093230064561747
1997,anomaly,E1,Jw,12,23,-7.914139335886686,,-2.8794270079615676
1998,anomaly,E1,Jw,12,23,7.891740439281013,,0.4782367901009442
1999,anomaly,E1,Jw,12,23,19.94425158562431,,3.0385675611473433
2000,anomaly,E1,Jw,12,23,5.5330806089435915,,-0.022816415220187552
2001,anomaly,E1,Jw,12,23,7.677848572398107,,0.4327994599207506
2002,anomaly,E1,Jw,12,23,7.439497350672978,,0.3821661968696311
2003,anomaly,E1,Jw,12,23,10.214812713556206,,0.9717300841516264
2004,anomaly,E1,Jw,12,23,0.6189832971156606,,-1.0667245607195348
2005,anomaly,E1,Jw,12,23,6.964839442724913,,0.28133399412915466
2006,anomaly,E1,Jw,12,23,7.394789788640359,,0.37266891075384023
2007,anomaly,E1,Jw,12,23,0.3677949861951128,,-1.1200848234870302
2008,anomaly,E1,Jw,12,23,8.069950766623458,,0.5160942439769813
2009,anomaly,E1,Jw,12,23,13.363268359739159,,1.6405606518497695
2010,anomaly,E1,Jw,12,23,7.697375962417102,,0.4369476890272655
2011,anomaly,E1,Jw,12,23,0.41982386088142626,,-1.1090322613093382
2012,anomaly,E1,Jw,12,23,4.836652097923351,,-0.1707596384164699
2013,anomaly,E1,Jw,12,23,1.1031804868521593,,-0.9638659158210668
2014,anomaly,E1,Jw,12,23,5.046821217424888,,-0.1261131363514814
2015,anomaly,E1,Jw,12,23,3.85146979538201,,-0.38004320875792746
2016,anomaly,E1,Jw,12,23,6.854377036366932,,0.25786832007931343
2017,anomaly,E1,Jw,12,23,4.566226445538038,,-0.2282065148951928
2018,anomaly,E1,Jw,12,23,3.0531371803979663,,-0.5496340545870746
2019,anomaly,E1,Jw,12,23,8.848116428498862,,0.6814009974725599
2020,anomaly,E1,Jw,12,23,-1.1050185486356348,,-1.4329565368963026
2021,anomaly,E1,Jw,12,23,6.795369416203665,,0.24533325383495927
2022,anomaly,E1,Jw,12,23,3.5983746581038116,,-0.43380854115276096
2023,anomaly,E1,Jw,12,23,12.799393126024368,,1.5207758954300274
1979,anomaly,E2,Jw,27,38,9.58534984335251,,0.8380124599781218
1980,anomaly,E2,Jw,27,38,4.690858022217203,,-0.201730865386044
1981,anomaly,E2,Jw,27,38,-2.769513426852413,,-1.7865473698108625
1982,anomaly,E2,Jw,27,38,10.580532689883706,,1.0494204590127811
1983,anomaly,E2,Jw,27,38,5.797316332613711,,0.03331552657250502
1984,anomaly,E2,Jw,27,38,-0.16064861311750736,,-1.2323427912793363
1985,anomaly,E2,Jw,27,38,4.883379840402564,,-0.1608332027153622
1986,anomaly,E2,Jw,27,38,2.600586319325048,,-0.645770028327292
1987,anomaly,E2,Jw,27,38,5.612925867444099,,-0.0058547820983606644
1988,anomaly,E2,Jw,27,38,2.635905759338071,,-0.6382670733012844
1989,anomaly,E2,Jw,27,38,3.965532566285266,,-0.35581270453947456
1990,anomaly,E2,Jw,27,38,4.7149918812668385,,-0.19660407801380198
1991,anomaly,E2,Jw,27,38,11.766131783282288,,1.3012788314378567
1992,anomaly,E2,Jw,27,38,5.282355008481078,,-0.07607838379741819
1993,anomaly,E2,Jw,27,38,10.796381961792196,,1.0952736033131654
1994,anomaly,E2,Jw,27,38,10.328689489343317,,0.9959210771832943
1995,anomaly,E2,Jw,27,38,6.072514266459871,,0.0917761850692605
1996,anomaly,E2,Jw,27,38,14.750281220652514,,1.9352056154191242
1997,anomaly,E2,Jw,27,38,1.472936129525992,,-0.8853182390580318
1998,anomaly,E2,Jw,27,38,8.238547267819072,,0.5519094201390757
1999,anomaly,E2,Jw,27,38,8.350059263832136,,0.5755980598977433
2000,anomaly,E2,Jw,27,38,0.9190970094638532,,-1.0029710106743912
2001,anomaly,E2,Jw,27,38,5.249978371015137,,-0.0829561954136482
2002,anomaly,E2,Jw,27,38,2.7910206143759178,,-0.6053158209375565
2003,anomaly,E2,Jw,27,38,4.810989025379389,,-0.17621127861958527
2004,anomaly,E2,Jw,27,38,5.855164864716922,,0.04560436621806334
2005,anomaly,E2,Jw,27,38,-0.24097003231773448,,-1.249405575843933
2006,anomaly,E2,Jw,27,38,7.6722651523781025,,0.4316133666733504
2007,anomaly,E2,Jw,27,38,-0.7150401442087815,,-1.350112912296081
2008,anomaly,E2,Jw,27,38,8.557186886955071,,0.6195984528927123
2009,anomaly,E2,Jw,27,38,3.4981392511243374,,-0.45510168029379133
2010,anomaly,E2,Jw,27,38,5.774532260435269,,0.02847547619794826
2011,anomaly,E2,Jw,27,38,7.940343640303287,,0.4885616319233422
2012,anomaly,E2,Jw,27,38,4.127867695709264,,-0.3213276398057105
2013,anomaly,E2,Jw,27,38,0.12905893990592326,,-1.1707998353256726
2014,anomaly,E2,Jw,27,38,4.975095313125195,,-0.14134996439750658
2015,anomaly,E2,Jw,27,38,5.779420948212261,,0.02951398656259278
2016,anomaly,E2,Jw,27,38,8.87561954694857,,0.6872435210439142
2017,anomaly,E2,Jw,27,38,4.654267776678649,,-0.2095037792987538
2018,anomaly,E2,Jw,27,38,2.5007632556682777,,-0.6669755728347613
2019,anomaly,E2,Jw,27,38,18.506252411440904,,2.73309150809112
2020,anomaly,E2,Jw,27,38,4.844306497163651,,-0.16913360433354271
2021,anomaly,E2,Jw,27,38,0.3831801716423367,,-1.116816528337539
2022,anomaly,E2,Jw,27,38,-1.6484296023213485,,-1.5483940606774276
2023,anomaly,E2,Jw,27,38,11.504112051529232,,1.2456176357183066
1979,anomaly,M,Jw,40,48,17.382880346079574,,2.4944521049530284
1980,anomaly,M,Jw,40,48,1.4578049969949338,,-0.8885325654129013
1981,anomaly,M,Jw,40,48,2.437093976325374,,-0.6805009214606735
1982,anomaly,M,Jw,40,48,4.4506416866859,,-0.25276033701241124
1983,anomaly,M,Jw,40,48,7.136719601909641,,0.3178467220702134
1984,anomaly,M,Jw,40,48,7.538421870908547,,0.4031808626181023
1985,anomaly,M,Jw,40,48,1.5414413914079228,,-0.8707655763103924
1986,anomaly,M,Jw,40,48,-0.2186346097415082,,-1.2446608326935744
1987,anomaly,M,Jw,40,48,9.2643374888463,,0.7698193839337434
1988,anomaly,M,Jw,40,48,6.031335025926461,,0.08302842492319351
1989,anomaly,M,Jw,40,48,4.864394394566282,,-0.16486630590742324
1990,anomaly,M,Jw,40,48,-1.0220998085062345,,-1.4153420000357317
1991,anomaly,M,Jw,40,48,3.688715452446134,,-0.41461732756856123
1992,anomaly,M,Jw,40,48,4.273143085908856,,-0.2904665978794694
1993,anomaly,M,Jw,40,48,2.6376362932766773,,-0.637899453704044
1994,anomaly,M,Jw,40,48,-0.35663333318872603,,-1.2739760827453637
1995,anomaly,M,Jw,40,48,19.86391701940116,,3.0215019837434007
1996,anomaly,M,Jw,40,48,7.2154369255511615,,0.33456874650866014
1997,anomaly,M,Jw,40,48,7.791221667666408,,0.45688345543833814
1998,anomaly,M,Jw,40,48,8.847164290192271,,0.6811987334816739
1999,anomaly,M,Jw,40,48,-3.5171060439179116,,-1.945359451246741
2000,anomaly,M,Jw,40,48,5.296911055341536,,-0.07298622364679828
2001,anomaly,M,Jw,40,48,0.03860254849831473,,-1.1900156053462616
2002,anomaly,M,Jw,40,48,-1.9251407362767123,,-1.607176170260625
2003,anomaly,M,Jw,40,48,15.761265351785116,,2.1499703020930494
2004,anomaly,M,Jw,40,48,8.952198796767059,,0.7035113516522611
2005,anomaly,M,Jw,40,48,9.837848797971473,,0.8916511445077038
2006,anomaly,M,Jw,40,48,0.27414952583952223,,-1.1399780516123548
2007,anomaly,M,Jw,40,48,0.5567342981272635,,-1.079948197324524
2008,anomaly,M,Jw,40,48,-1.853792650615933,,-1.5920196027242433
2009,anomaly,M,Jw,40,48,0.39367813022689907,,-1.1145864332087425
2010,anomaly,M,Jw,40,48,8.710649650718656,,0.6521987493374031
2011,anomaly,M,Jw,40,48,7.472534006626012,,0.38918421707985834
2012,anomaly,M,Jw,40,48,7.763970154460604,,0.4510943806993726
2013,anomaly,M,Jw,40,48,7.358344966755258,,0.36492688937881423
2014,anomaly,M,Jw,40,48,13.92313254825414,,1.7594933366701215
2015,anomaly,M,Jw,40,48,2.593102088364975,,-0.6473599133389734
2016,anomaly,M,Jw,40,48,7.023380783930046,,0.2937700081220811
2017,anomaly,M,Jw,40,48,3.730678207640954,,-0.4057031243740028
2018,anomaly,M,Jw,40,48,7.866218960919456,,0.47281522893594885
2019,anomaly,M,Jw,40,48,7.582486391079783,,0.4125415465067906
2020,anomaly,M,Jw,40,48,6.779525212292075,,0.2419674487902665
2021,anomaly,M,Jw,40,48,4.247284243880298,,-0.29595982565129625
2022,anomaly,M,Jw,40,48,8.919374431411306,,0.6965384286124097
2023,anomaly,M,Jw,40,48,10.615348967490727,,1.0568165265880927
1979,local_background_removed,E1,Jw,12,23,-0.968133991996241,,-1.7464007206114902
1980,local_background_removed,E1,Jw,12,23,2.43336895036725,,-0.8407839244514548
1981,local_background_removed,E1,Jw,12,23,4.782657458600817,,-0.21530890116549287
1982,local_background_removed,E1,Jw,12,23,1.2565125668038906,,-1.1541103938628234
1983,local_background_removed,E1,Jw,12,23,5.445830504611994,,-0.038745582125401794
1984,local_background_removed,E1,Jw,12,23,4.080965156127926,,-0.4021275944382126
1985,local_background_removed,E1,Jw,12,23,6.873971353871186,,0.34148291165703043
1986,local_background_removed,E1,Jw,12,23,1.5592659800700444,,-1.0735052670131904
1987,local_background_removed,E1,Jw,12,23,2.023150746478356,,-0.9500004977801411
1988,local_background_removed,E1,Jw,12,23,6.149503594687798,,0.14860047641885185
1989,local_background_removed,E1,Jw,12,23,5.656312429186619,,0.017293165867102795
1990,local_background_removed,E1,Jw,12,23,6.889909143337258,,0.34572619178311154
1991,local_background_removed,E1,Jw,12,23,6.408161789609619,,0.2174656838741409
1992,local_background_removed,E1,Jw,12,23,2.6650910334096847,,-0.7790901925922646
1993,local_background_removed,E1,Jw,12,23,2.1652226809408814,,-0.9121752386836984
1994,local_background_removed,E1,Jw,12,23,3.1864172366323618,,-0.6402922041981259
1995,local_background_removed,E1,Jw,12,23,7.729201049313232,,0.5691794298993432
1996,local_background_removed,E1,Jw,12,23,-0.22033213742252988,,-1.547305811338527
1997,local_background_removed,E1,Jw,12,23,1.245017689017186,,-1.157170792330747
1998,local_background_removed,E1,Jw,12,23,9.171486623674468,,0.9531738180074693
1999,local_background_removed,E1,Jw,12,23,7.207578986115071,,0.4303026716885529
2000,local_background_removed,E1,Jw,12,23,2.8972294353005124,,-0.7172856199229823
2001,local_background_removed,E1,Jw,12,23,1.5143478067504168,,-1.085464290098091
2002,local_background_removed,E1,Jw,12,23,4.6085039648162995,,-0.26167556077262066
2003,local_background_removed,E1,Jw,12,23,9.96706976832862,,1.1649900271211953
2004,local_background_removed,E1,Jw,12,23,0.8304413118471976,,-1.2675476865501725
2005,local_background_removed,E1,Jw,12,23,7.023638569903927,,0.3813303399763438
2006,local_background_removed,E1,Jw,12,23,4.1353323244030396,,-0.38765286912299907
2007,local_background_removed,E1,Jw,12,23,6.945845190762169,,0.3606186157842519
2008,local_background_removed,E1,Jw,12,23,1.5567615734096827,,-1.074172040723068
2009,local_background_removed,E1,Jw,12,23,12.89099653372986,,1.9434568502747707
2010,local_background_removed,E1,Jw,12,23,2.47684838593324,,-0.8292079511821919
2011,local_background_removed,E1,Jw,12,23,-0.757142323496974,,-1.6902262582986638
2012,local_background_removed,E1,Jw,12,23,6.041002490449689,,0.11971312160396302
2013,local_background_removed,E1,Jw,12,23,7.266910147803805,,0.4460990115628526
2014,local_background_removed,E1,Jw,12,23,5.928859286634475,,0.08985609349870774
2015,local_background_removed,E1,Jw,12,23,2.923498036219698,,-0.7102918625730299
2016,local_background_removed,E1,Jw,12,23,1.2052932842772814,,-1.1677470254722417
2017,local_background_removed,E1,Jw,12,23,3.6538254954226606,,-0.5158493396771
2018,local_background_removed,E1,Jw,12,23,8.099873612325034,,0.6678673642116765
2019,local_background_removed,E1,Jw,12,23,5.367275263719249,,-0.059660144536285896
2020,local_background_removed,E1,Jw,12,23,9.325067166441173,,0.9940631311874427
2021,local_background_removed,E1,Jw,12,23,4.571077498651195,,-0.2716399903069615
2022,local_background_removed,E1,Jw,12,23,3.4347252486618873,,-0.5741826314223938
2023,local_background_removed,E1,Jw,12,23,12.464791485055175,,1.829983936322267
1979,local_background_removed,E2,Jw,27,38,4.243120912714634,,-0.35895521468512503
1980,local_background_removed,E2,Jw,27,38,1.5799581479098188,,-1.0679961802764781
1981,local_background_removed,E2,Jw,27,38,1.0472258037694508,,-1.2098309418175046
1982,local_background_removed,E2,Jw,27,38,7.071264957594986,,0.3940103985752299
1983,local_background_removed,E2,Jw,27,38,0.6200164383562901,,-1.3235712452511994
1984,local_background_removed,E2,Jw,27,38,1.3045426870362145,,-1.1413228454346704
1985,local_background_removed,E2,Jw,27,38,4.003473955121812,,-0.42275886666547924
1986,local_background_removed,E2,Jw,27,38,5.63100041039238,,0.010554089125674479
1987,local_background_removed,E2,Jw,27,38,7.87394131035767,,0.6077151047770347
1988,local_background_removed,E2,Jw,27,38,5.637255976962823,,0.012219572369900155
1989,local_background_removed,E2,Jw,27,38,0.47583988965417096,,-1.3619568372466895
1990,local_background_removed,E2,Jw,27,38,8.125238491618457,,0.674620514542552
1991,local_background_removed,E2,Jw,27,38,12.50341636985635,,1.8402674330642645
1992,local_background_removed,E2,Jw,27,38,8.134471000076163,,0.6770785793661497
1993,local_background_removed,E2,Jw,27,38,8.884253831909051,,0.8767009044047673
1994,local_background_removed,E2,Jw,27,38,9.569932001184217,,1.0592559917816393
1995,local_background_removed,E2,Jw,27,38,11.206919531772153,,1.4950878660809717
1996,local_background_removed,E2,Jw,27,38,13.314008640762479,,2.0560796748317305
1997,local_background_removed,E2,Jw,27,38,7.47431462401038,,0.5013184191112519
1998,local_background_removed,E2,Jw,27,38,2.192150553124165,,-0.9050059568258714
1999,local_background_removed,E2,Jw,27,38,5.061728755670379,,-0.14100890547689449
2000,local_background_removed,E2,Jw,27,38,3.1143438324441357,,-0.6594810411608646
2001,local_background_removed,E2,Jw,27,38,4.596989398213817,,-0.26474120119463534
2002,local_background_removed,E2,Jw,27,38,8.72003414668448,,0.8329790238950449
2003,local_background_removed,E2,Jw,27,38,4.404171173552672,,-0.31607716233232014
2004,local_background_removed,E2,Jw,27,38,8.316989500398165,,0.7256723399191525
2005,local_background_removed,E2,Jw,27,38,3.707583184861015,,-0.5015368821243509
2006,local_background_removed,E2,Jw,27,38,8.78951527041303,,0.8514776916107129
2007,local_background_removed,E2,Jw,27,38,3.8799007260043217,,-0.45565902690075827
2008,local_background_removed,E2,Jw,27,38,11.641387032931126,,1.6107605769685462
2009,local_background_removed,E2,Jw,27,38,0.7694140237192982,,-1.2837956034531408
2010,local_background_removed,E2,Jw,27,38,4.417131007868363,,-0.3126267335569781
2011,local_background_removed,E2,Jw,27,38,6.009970522484969,,0.11145116449766604
2012,local_background_removed,E2,Jw,27,38,0.09552216601357973,,-1.4632127009758424
2013,local_background_removed,E2,Jw,27,38,0.9029379793765412,,-1.248246159874266
2014,local_background_removed,E2,Jw,27,38,1.965686629511695,,-0.96529975530933
2015,local_background_removed,E2,Jw,27,38,5.6448188297757405,,0.014233107754204439
2016,local_background_removed,E2,Jw,27,38,9.112329921275515,,0.9374239262079614
2017,local_background_removed,E2,Jw,27,38,4.12017311095886,,-0.39168886101959427
2018,local_background_removed,E2,Jw,27,38,8.833574314959371,,0.8632079800861374
2019,local_background_removed,E2,Jw,27,38,14.353052783832261,,2.332714986886431
2020,local_background_removed,E2,Jw,27,38,8.598683353852948,,0.8006705655230492
2021,local_background_removed,E2,Jw,27,38,-2.0584528417909276,,-2.0366874204247996
2022,local_background_removed,E2,Jw,27,38,1.0444198487438532,,-1.210577999822013
2023,local_background_removed,E2,Jw,27,38,6.808448290020729,,0.32403803856290053
1979,local_background_removed,M,Jw,40,48,12.571037228342535,,1.8582708234048002
1980,local_background_removed,M,Jw,40,48,3.7997042957248777,,-0.4770105398889192
1981,local_background_removed,M,Jw,40,48,3.829764914476146,,-0.4690071949836239
1982,local_background_removed,M,Jw,40,48,12.531475843981305,,1.8477379928402091
1983,local_background_removed,M,Jw,40,48,4.617538936910968,,-0.2592700880682273
1984,local_background_removed,M,Jw,40,48,8.183945423096759,,0.6902506592458297
1985,local_background_removed,M,Jw,40,48,1.5677851725731695,,-1.0712371155662332
1986,local_background_removed,M,Jw,40,48,1.568711334101199,,-1.0709905341432704
1987,local_background_removed,M,Jw,40,48,8.100934042411605,,0.6681496933214333
1988,local_background_removed,M,Jw,40,48,6.646818403652759,,0.28100566659777015
1989,local_background_removed,M,Jw,40,48,6.730567771724882,,0.3033031144257011
1990,local_background_removed,M,Jw,40,48,2.506237375168729,,-0.8213834210480706
1991,local_background_removed,M,Jw,40,48,5.106460695900582,,-0.1290994651254625
1992,local_background_removed,M,Jw,40,48,9.208121711686141,,0.9629275508703664
1993,local_background_removed,M,Jw,40,48,2.8209713144984523,,-0.7375885966400804
1994,local_background_removed,M,Jw,40,48,1.1712900748688935,,-1.1768000464707147
1995,local_background_removed,M,Jw,40,48,12.099338118732256,,1.732685561938002
1996,local_background_removed,M,Jw,40,48,8.52722810287788,,0.7816463057904118
1997,local_background_removed,M,Jw,40,48,14.917484684010653,,2.4829894443105083
1998,local_background_removed,M,Jw,40,48,11.670355506838181,,1.6184731490209237
1999,local_background_removed,M,Jw,40,48,2.2151694658782084,,-0.8988773970766567
2000,local_background_removed,M,Jw,40,48,4.831020245655152,,-0.20243278345880528
2001,local_background_removed,M,Jw,40,48,0.4501372533311117,,-1.3687999120739547
2002,local_background_removed,M,Jw,40,48,3.1764748989084985,,-0.6429392541017693
2003,local_background_removed,M,Jw,40,48,11.987650631912881,,1.702949864013176
2004,local_background_removed,M,Jw,40,48,10.416070220971811,,1.284531993800958
2005,local_background_removed,M,Jw,40,48,9.093130383100126,,0.932312237479547
2006,local_background_removed,M,Jw,40,48,2.7559946514874083,,-0.7548879958698647
2007,local_background_removed,M,Jw,40,48,6.018299714964019,,0.11366873030175044
2008,local_background_removed,M,Jw,40,48,3.9404647637861743,,-0.4395344458588244
2009,local_background_removed,M,Jw,40,48,4.9173285012678924,,-0.1794540569209821
2010,local_background_removed,M,Jw,40,48,5.921005903900209,,0.08776520737238762
2011,local_background_removed,M,Jw,40,48,2.7832147306026744,,-0.7476409167823889
2012,local_background_removed,M,Jw,40,48,3.8094418769274796,,-0.4744180044007914
2013,local_background_removed,M,Jw,40,48,10.476512283826107,,1.3006241002147712
2014,local_background_removed,M,Jw,40,48,10.506723592752573,,1.30866756490123
2015,local_background_removed,M,Jw,40,48,2.0488698643573695,,-0.9431530349002558
2016,local_background_removed,M,Jw,40,48,6.541772134961774,,0.253038127861968
2017,local_background_removed,M,Jw,40,48,3.140409941092891,,-0.6525411953918518
2018,local_background_removed,M,Jw,40,48,6.099060957474491,,0.13517061900669386
2019,local_background_removed,M,Jw,40,48,6.448509078042631,,0.22820775368962656
2020,local_background_removed,M,Jw,40,48,2.1660624699989133,,-0.9119516530837235
2021,local_background_removed,M,Jw,40,48,10.714772853172601,,1.36405863992236
2022,local_background_removed,M,Jw,40,48,15.515853752474316,,2.6422993399317654
2023,local_background_removed,M,Jw,40,48,6.827839109225981,,0.3292006539894148
1979,raw,E1,Jw,12,23,29.821002067427727,,-0.9488501922966437
1980,raw,E1,Jw,12,23,38.527288497866685,,0.6274237187994514
1981,raw,E1,Jw,12,23,25.69129898371922,,-1.6965332927129264
1982,raw,E1,Jw,12,23,36.22630310803779,,0.2108301149961248
1983,raw,E1,Jw,12,23,46.545299692996906,,2.079085339025168
1984,raw,E1,Jw,12,23,43.371499968066466,,1.5044686243761898
1985,raw,E1,Jw,12,23,36.846286514285985,,0.32307816430964253
1986,raw,E1,Jw,12,23,33.59662841522899,,-0.26527271553470555
1987,raw,E1,Jw,12,23,36.27154750092546,,0.21902161624088876
1988,raw,E1,Jw,12,23,39.014824373796756,,0.7156921312956398
1989,raw,E1,Jw,12,23,47.35250073339088,,2.225229157190188
1990,raw,E1,Jw,12,23,44.162545007787365,,1.6476873972222792
1991,raw,E1,Jw,12,23,48.33121345296416,,2.4024251797018756
1992,raw,E1,Jw,12,23,34.499043388216364,,-0.10189040664014681
1993,raw,E1,Jw,12,23,33.14961578439086,,-0.34620439100280176
1994,raw,E1,Jw,12,23,42.715760336904836,,1.3857469074501203
1995,raw,E1,Jw,12,23,37.379060224858655,,0.419536890679758
1996,raw,E1,Jw,12,23,35.53773755823694,,0.08616526266184495
1997,raw,E1,Jw,12,23,26.36190196826653,,-1.5751205643710904
1998,raw,E1,Jw,12,23,41.01005994750176,,1.0769297044504065
1999,raw,E1,Jw,12,23,47.60466363918731,,2.2708832730900994
2000,raw,E1,Jw,12,23,40.24107066062918,,0.9377041275647483
2001,raw,E1,Jw,12,23,43.29146684954995,,1.4899786213480113
2002,raw,E1,Jw,12,23,32.587847315007856,,-0.44791262096281353
2003,raw,E1,Jw,12,23,34.90636947104077,,-0.028143984121779864
2004,raw,E1,Jw,12,23,29.40488855409511,,-1.0241875798684048
2005,raw,E1,Jw,12,23,40.32694179601532,,0.9532511040520073
2006,raw,E1,Jw,12,23,42.80371900754278,,1.4016718323752353
2007,raw,E1,Jw,12,23,27.550322008608862,,-1.3599570132999892
2008,raw,E1,Jw,12,23,41.40170428611241,,1.1478369458228148
2009,raw,E1,Jw,12,23,42.1905059429221,,1.2906495539988359
2010,raw,E1,Jw,12,23,35.31934840676817,,0.046625887903498094
2011,raw,E1,Jw,12,23,35.059143705383946,,-0.0004841957829887615
2012,raw,E1,Jw,12,23,40.23887844273491,,0.9373072263254216
2013,raw,E1,Jw,12,23,35.27211125984454,,0.03807359836820265
2014,raw,E1,Jw,12,23,39.55732524787853,,0.8139119614602229
2015,raw,E1,Jw,12,23,38.70398609241748,,0.6594148335725741
2016,raw,E1,Jw,12,23,42.39682909766334,,1.3280043790062719
2017,raw,E1,Jw,12,23,33.58450037672058,,-0.2674684979554109
2018,raw,E1,Jw,12,23,36.81760253460437,,0.31788492730787493
2019,raw,E1,Jw,12,23,33.658274568425014,,-0.2541116741677924
