year,mode,cluster_id,object,window_day_min,window_day_max,strength_raw,note,strength_z
1990,raw,M,V,40,48,2.632650026536851,,0.33224805214407865
1991,raw,M,V,40,48,2.4290050820694664,,0.021668888071409983
1992,raw,M,V,40,48,2.4347763975504697,,0.03047072865909386
1993,raw,M,V,40,48,2.526207940209009,,0.16991309077141098
1994,raw,M,V,40,48,1.8687502602466908,,-0.8327764539648996
1995,raw,M,V,40,48,2.5393533899013536,,0.18996123283300553
1996,raw,M,V,40,48,2.6103053535216163,,0.2981701628809836
1997,raw,M,V,40,48,2.729220844569566,,0.47952832967249087
1998,raw,M,V,40,48,3.471847762215358,,1.6121095872309485
1999,raw,M,V,40,48,2.413324756426931,,-0.002245196529034469
2000,raw,M,V,40,48,1.773553468121447,,-0.9779612028325204
2001,raw,M,V,40,48,2.3294545964692066,,-0.1301556842577537
2002,raw,M,V,40,48,2.3443727687721965,,-0.10740396068576642
2003,raw,M,V,40,48,2.161092816452764,,-0.3869244493064137
2004,raw,M,V,40,48,3.9778479982207227,,2.383811191364258
2005,raw,M,V,40,48,3.0977518190974513,,1.0415753881109489
2006,raw,M,V,40,48,3.2014339319298855,,1.1997011103919792
2007,raw,M,V,40,48,1.5602310796699084,,-1.3032994490460181
2008,raw,M,V,40,48,3.561768254957448,,1.7492474451919333
2009,raw,M,V,40,48,1.9303976173114532,,-0.7387579912206418
2010,raw,M,V,40,48,2.5864088791968878,,0.26172561946514233
2011,raw,M,V,40,48,2.734122235187898,,0.48700344674459195
2012,raw,M,V,40,48,2.4854418436766057,,0.10774066504950765
2013,raw,M,V,40,48,3.1023471250802785,,1.0485836951157574
2014,raw,M,V,40,48,3.2828397570984658,,1.3238532379963686
2015,raw,M,V,40,48,3.2391370243714612,,1.2572021446753743
2016,raw,M,V,40,48,2.5112976852191777,,0.14717344190380136
2017,raw,M,V,40,48,2.509338817445827,,0.14418597016878085
2018,raw,M,V,40,48,2.716650195338483,,0.4603568165261592
2019,raw,M,V,40,48,1.9558878260480286,,-0.6998828414242698
2020,raw,M,V,40,48,3.2690930268021563,,1.3028880821201616
2021,raw,M,V,40,48,4.37101144441182,,2.9834252636964957
2022,raw,M,V,40,48,3.3268425929388505,,1.3909620189576477
2023,raw,M,V,40,48,1.5341991340090482,,-1.3430008025153157
1979,anomaly,E1,H,12,23,11.049581082321751,,-0.8541481114518062
1980,anomaly,E1,H,12,23,17.43721533525628,,-0.07799362233023634
1981,anomaly,E1,H,12,23,12.669980185634607,,-0.6572551792011766
1982,anomaly,E1,H,12,23,34.30085803169595,,1.9710892561659354
1983,anomaly,E1,H,12,23,35.465640746734664,,2.112620736731401
1984,anomaly,E1,H,12,23,22.729988418529402,,0.5651254771387094
1985,anomaly,E1,H,12,23,27.66278672499797,,1.1645044330859702
1986,anomaly,E1,H,12,23,8.364460669156186,,-1.1804141717781282
1987,anomaly,E1,H,12,23,16.262487125883318,,-0.2207335690927945
1988,anomaly,E1,H,12,23,18.08614710332887,,0.0008573708511198747
1989,anomaly,E1,H,12,23,21.585805031415752,,0.4260969984999084
1990,anomaly,E1,H,12,23,30.577126319550285,,1.5186226667806033
1991,anomaly,E1,H,12,23,19.780302804841835,,0.2067123871110291
1992,anomaly,E1,H,12,23,23.70258406665544,,0.6833045162792688
1993,anomaly,E1,H,12,23,13.461843312196436,,-0.561036752141354
1994,anomaly,E1,H,12,23,15.795472428760702,,-0.27748001688619234
1995,anomaly,E1,H,12,23,22.693858715390586,,0.5607353962149405
1996,anomaly,E1,H,12,23,33.33461892453374,,1.853682593402764
1997,anomaly,E1,H,12,23,10.798447671454339,,-0.8846630590043538
1998,anomaly,E1,H,12,23,33.32038284382787,,1.851952782723281
1999,anomaly,E1,H,12,23,9.616456601063964,,-1.0282855081080473
2000,anomaly,E1,H,12,23,26.969352345269538,,1.080245975975625
2001,anomaly,E1,H,12,23,9.007146918336783,,-1.1023220648029894
2002,anomaly,E1,H,12,23,31.837466677663308,,1.6717652526011846
2003,anomaly,E1,H,12,23,44.75991477424284,,3.241957862798444
2004,anomaly,E1,H,12,23,9.376034428139969,,-1.0574989447905865
2005,anomaly,E1,H,12,23,13.10734417685259,,-0.6041115564259663
2006,anomaly,E1,H,12,23,15.35897797582368,,-0.3305179830108325
2007,anomaly,E1,H,12,23,21.412189408708922,,0.40500115305703
2008,anomaly,E1,H,12,23,12.061426070208617,,-0.7311999277353143
2009,anomaly,E1,H,12,23,16.951873657723848,,-0.13696696157575303
2010,anomaly,E1,H,12,23,19.504675110311116,,0.17322116579729066
2011,anomaly,E1,H,12,23,37.83428587297231,,2.400432229228907
2012,anomaly,E1,H,12,23,15.178857667596827,,-0.3524042057149593
2013,anomaly,E1,H,12,23,14.017590285265468,,-0.49350854202739974
2014,anomaly,E1,H,12,23,25.81563952435305,,0.940059586202281
2015,anomaly,E1,H,12,23,10.63261253794806,,-0.904813505668679
2016,anomaly,E1,H,12,23,27.481747653276166,,1.1425065724290724
2017,anomaly,E1,H,12,23,11.337645405994147,,-0.8191457288605701
2018,anomaly,E1,H,12,23,29.742417631073476,,1.41719812210314
2019,anomaly,E1,H,12,23,19.03423257610644,,0.11605820524911273
2020,anomaly,E1,H,12,23,23.36711370689086,,0.642541877814349
2021,anomaly,E1,H,12,23,16.78834094525994,,-0.1568376435639677
2022,anomaly,E1,H,12,23,19.182940047345912,,0.13412748830416685
2023,anomaly,E1,H,12,23,17.547701674518482,,-0.06456854744189709
1979,anomaly,E2,H,27,38,11.11596039868554,,-0.8460824329328918
1980,anomaly,E2,H,27,38,8.517054959059426,,-1.1618726056156157
1981,anomaly,E2,H,27,38,10.698141996572707,,-0.8968510924391081
1982,anomaly,E2,H,27,38,20.42202092952674,,0.2846868583318958
1983,anomaly,E2,H,27,38,21.798374097258552,,0.45192603444173174
1984,anomaly,E2,H,27,38,23.519876532482336,,0.6611039225649935
1985,anomaly,E2,H,27,38,20.509863839819083,,0.29536055479934487
1986,anomaly,E2,H,27,38,12.264224780357512,,-0.7065580770849241
1987,anomaly,E2,H,27,38,11.253089327135259,,-0.8294200460162047
1988,anomaly,E2,H,27,38,9.771861180856058,,-1.0094024666783863
1989,anomaly,E2,H,27,38,18.641897648786763,,0.0683860150421583
1990,anomaly,E2,H,27,38,9.081382120968087,,-1.0933018260899376
1991,anomaly,E2,H,27,38,21.46797624031602,,0.41177975027646624
1992,anomaly,E2,H,27,38,11.273017052877329,,-0.8269986497401756
1993,anomaly,E2,H,27,38,9.62616707335628,,-1.0271055991835956
1994,anomaly,E2,H,27,38,17.54023498682615,,-0.06547581654056381
1995,anomaly,E2,H,27,38,10.844511577101624,,-0.8790658839409589
1996,anomaly,E2,H,27,38,13.088325966400728,,-0.6064224384885218
1997,anomaly,E2,H,27,38,19.599155101263193,,0.18470132671538508
1998,anomaly,E2,H,27,38,47.89507705164442,,3.6229080204584467
1999,anomaly,E2,H,27,38,17.493369989694123,,-0.07117033135878165
2000,anomaly,E2,H,27,38,20.01902111774033,,0.23571878961545778
2001,anomaly,E2,H,27,38,5.72615408034471,,-1.50099193523481
2002,anomaly,E2,H,27,38,28.995638093304688,,1.3264577528722161
2003,anomaly,E2,H,27,38,16.31158545559871,,-0.2147676844619603
2004,anomaly,E2,H,27,38,11.629458126400857,,-0.7836878826599375
2005,anomaly,E2,H,27,38,13.500815262395454,,-0.5563013128693114
2006,anomaly,E2,H,27,38,16.372766662924192,,-0.2073336225173937
2007,anomaly,E2,H,27,38,17.025597912720574,,-0.12800880755393118
2008,anomaly,E2,H,27,38,21.308094517841457,,0.3923526961100334
2009,anomaly,E2,H,27,38,26.606261304756377,,1.0361271786408146
2010,anomaly,E2,H,27,38,12.57593401994993,,-0.6686826264829772
2011,anomaly,E2,H,27,38,10.120098791633136,,-0.967088493432121
2012,anomaly,E2,H,27,38,20.858361554428612,,0.33770613297933055
2013,anomaly,E2,H,27,38,22.116295365312787,,0.49055630186415883
2014,anomaly,E2,H,27,38,12.641893601928947,,-0.6606679494325375
2015,anomaly,E2,H,27,38,4.4215543148396215,,-1.6595124334988642
2016,anomaly,E2,H,27,38,15.804117610868682,,-0.2764295502131358
2017,anomaly,E2,H,27,38,11.951908220656126,,-0.744507322492623
2018,anomaly,E2,H,27,38,25.394252536725837,,0.8888573117523904
2019,anomaly,E2,H,27,38,13.246635272556043,,-0.5871864469184471
2020,anomaly,E2,H,27,38,24.074443542995734,,0.7284887567124654
2021,anomaly,E2,H,27,38,14.715716856934552,,-0.4086799417788682
2022,anomaly,E2,H,27,38,11.207623324031553,,-0.8349445705919729
2023,anomaly,E2,H,27,38,13.449817708515234,,-0.5624979701622941
1979,anomaly,M,H,40,48,34.708548719023675,,2.020627308066308
1980,anomaly,M,H,40,48,13.1979175709853,,-0.5931060818375012
1981,anomaly,M,H,40,48,28.97764156540307,,1.324271014344877
1982,anomaly,M,H,40,48,11.582772696875644,,-0.7893605784135987
1983,anomaly,M,H,40,48,11.217421742058804,,-0.8337539754769432
1984,anomaly,M,H,40,48,19.67281828095541,,0.1936520595433985
1985,anomaly,M,H,40,48,24.647986125731357,,0.7981792919975945
1986,anomaly,M,H,40,48,19.944956426497978,,0.22671926955578228
1987,anomaly,M,H,40,48,10.287897564284993,,-0.9466994471114122
1988,anomaly,M,H,40,48,11.727079440269314,,-0.7718260230116428
1989,anomaly,M,H,40,48,12.571409058447584,,-0.6692324496325313
1990,anomaly,M,H,40,48,12.15804800616206,,-0.7194595014102739
1991,anomaly,M,H,40,48,17.06491382281265,,-0.12323157408946896
1992,anomaly,M,H,40,48,10.993204124326393,,-0.8609984142866959
1993,anomaly,M,H,40,48,17.000395235336494,,-0.13107115746548872
1994,anomaly,M,H,40,48,12.460426661933793,,-0.6827177998978624
1995,anomaly,M,H,40,48,22.275570524841616,,0.5099096532269206
1996,anomaly,M,H,40,48,20.549188970364785,,0.30013890863109666
1997,anomaly,M,H,40,48,10.010258030592139,,-0.9804351248131106
1998,anomaly,M,H,40,48,27.97225413151257,,1.2021074809894672
1999,anomaly,M,H,40,48,15.279796835952231,,-0.3401391971773692
2000,anomaly,M,H,40,48,30.08836808509551,,1.4592341854202424
2001,anomaly,M,H,40,48,6.951646807092535,,-1.3520836471915203
2002,anomaly,M,H,40,48,10.226055320791867,,-0.9542138308415841
2003,anomaly,M,H,40,48,8.498447194961926,,-1.1641336147881671
2004,anomaly,M,H,40,48,19.26563063629233,,0.14417513180995814
2005,anomaly,M,H,40,48,11.083377909885904,,-0.8500414957012357
2006,anomaly,M,H,40,48,26.898345198944014,,1.0716179748725643
2007,anomaly,M,H,40,48,18.024331270787187,,-0.006653803713073846
2008,anomaly,M,H,40,48,34.628209915413656,,2.010865427438292
2009,anomaly,M,H,40,48,17.630740544845843,,-0.05447858464439416
2010,anomaly,M,H,40,48,10.722072959136968,,-0.8939432672118389
2011,anomaly,M,H,40,48,6.108984493615999,,-1.4544746281901446
2012,anomaly,M,H,40,48,14.132557812238714,,-0.47953896289526715
2013,anomaly,M,H,40,48,9.248859527861404,,-1.072951828572943
2014,anomaly,M,H,40,48,8.756393665555667,,-1.132790819760036
2015,anomaly,M,H,40,48,22.220475019805754,,0.5032150583470778
2016,anomaly,M,H,40,48,26.244311635547362,,0.9921470680915008
2017,anomaly,M,H,40,48,9.426279460018142,,-1.0513937256274224
2018,anomaly,M,H,40,48,33.42344044778332,,1.8644752000660376
2019,anomaly,M,H,40,48,13.582431450386192,,-0.5463842186548299
2020,anomaly,M,H,40,48,13.76655275423485,,-0.524011839325284
2021,anomaly,M,H,40,48,30.638109602315357,,1.526032679127152
2022,anomaly,M,H,40,48,13.255891975434354,,-0.5860616750218464
2023,anomaly,M,H,40,48,18.05607599783548,,-0.0027965364637547547
1979,local_background_removed,E1,H,12,23,10.988541231714848,,-0.5874480560178302
1980,local_background_removed,E1,H,12,23,24.075691540585474,,1.575552103352196
1981,local_background_removed,E1,H,12,23,24.142076097044445,,1.5865239194322127
1982,local_background_removed,E1,H,12,23,17.436873169843974,,0.47831054540895884
1983,local_background_removed,E1,H,12,23,14.04294145724858,,-0.08262706606318544
1984,local_background_removed,E1,H,12,23,10.839856284710159,,-0.6120222036723489
1985,local_background_removed,E1,H,12,23,13.655966692815095,,-0.1465849527984251
1986,local_background_removed,E1,H,12,23,12.195985598330699,,-0.3878857146538525
1987,local_background_removed,E1,H,12,23,13.194818458523288,,-0.22280198100740745
1988,local_background_removed,E1,H,12,23,9.722082518320576,,-0.7967640900096309
1989,local_background_removed,E1,H,12,23,10.079203312236807,,-0.7377403670505097
1990,local_background_removed,E1,H,12,23,25.165807975015436,,1.7557228789415666
1991,local_background_removed,E1,H,12,23,13.922458009921975,,-0.10254016476063477
1992,local_background_removed,E1,H,12,23,13.127691465590702,,-0.2338965044891771
1993,local_background_removed,E1,H,12,23,8.89630861680007,,-0.9332452213818128
1994,local_background_removed,E1,H,12,23,13.909737503884143,,-0.10464256718879732
1995,local_background_removed,E1,H,12,23,11.170852863410742,,-0.5573162030852679
1996,local_background_removed,E1,H,12,23,15.060759322954521,,0.08559444540210134
1997,local_background_removed,E1,H,12,23,12.010017997103821,,-0.41862181392664455
1998,local_background_removed,E1,H,12,23,18.949487798294967,,0.7283104006247484
1999,local_background_removed,E1,H,12,23,14.528344544081817,,-0.00240127745377809
2000,local_background_removed,E1,H,12,23,10.120649907466616,,-0.7308902132758825
2001,local_background_removed,E1,H,12,23,8.251723248503716,,-1.0397801217571505
2002,local_background_removed,E1,H,12,23,22.43467241461773,,1.3043299849211436
2003,local_background_removed,E1,H,12,23,32.12170788997694,,2.9053706074027876
2004,local_background_removed,E1,H,12,23,4.270706881896036,,-1.6977491090614758
2005,local_background_removed,E1,H,12,23,13.321975185059175,,-0.2017859451805958
2006,local_background_removed,E1,H,12,23,9.087654246075168,,-0.9016202597325024
2007,local_background_removed,E1,H,12,23,10.009238901093768,,-0.7493038494650157
2008,local_background_removed,E1,H,12,23,11.076397487739605,,-0.5729274696947407
2009,local_background_removed,E1,H,12,23,13.434773366829969,,-0.18314304131010983
2010,local_background_removed,E1,H,12,23,16.761326484879,,0.3666584628122832
2011,local_background_removed,E1,H,12,23,25.772884590868586,,1.8560584589455755
2012,local_background_removed,E1,H,12,23,13.217440315192821,,-0.21906311666898237
2013,local_background_removed,E1,H,12,23,20.801944053671754,,1.0344781362310318
2014,local_background_removed,E1,H,12,23,25.29971121992614,,1.7778539566205402
2015,local_background_removed,E1,H,12,23,9.420935829182353,,-0.8465366013070841
2016,local_background_removed,E1,H,12,23,13.308842486401756,,-0.2039564734177248
2017,local_background_removed,E1,H,12,23,11.933447861343623,,-0.43127706827487594
2018,local_background_removed,E1,H,12,23,17.751133390959993,,0.5302504171392368
2019,local_background_removed,E1,H,12,23,14.164395952062232,,-0.06255347590505358
2020,local_background_removed,E1,H,12,23,8.870991031240038,,-0.9374296267190155
2021,local_background_removed,E1,H,12,23,9.062750429292835,,-0.9057362787586303
2022,local_background_removed,E1,H,12,23,7.49762918533957,,-1.1644142506781314
2023,local_background_removed,E1,H,12,23,11.25236947436469,,-0.5438434119639508
1979,local_background_removed,E2,H,27,38,8.81686887943117,,-0.9463747538265329
1980,local_background_removed,E2,H,27,38,9.13987250828606,,-0.8929898010903616
1981,local_background_removed,E2,H,27,38,24.622070743247516,,1.6658558191759083
1982,local_background_removed,E2,H,27,38,20.598146947002526,,1.000795236302397
1983,local_background_removed,E2,H,27,38,10.207060326859287,,-0.7166085899655054
1984,local_background_removed,E2,H,27,38,5.326477077588547,,-1.5232549642213151
1985,local_background_removed,E2,H,27,38,13.009282504897586,,-0.2534667390173501
1986,local_background_removed,E2,H,27,38,6.614103484242506,,-1.3104404051256064
1987,local_background_removed,E2,H,27,38,15.922420897439569,,0.2280069705849823
1988,local_background_removed,E2,H,27,38,17.056179449500856,,0.4153907685026606
1989,local_background_removed,E2,H,27,38,9.347965223008588,,-0.8585969375191775
1990,local_background_removed,E2,H,27,38,13.740622305678844,,-0.13259335800549743
1991,local_background_removed,E2,H,27,38,24.566857646898963,,1.6567303844263523
1992,local_background_removed,E2,H,27,38,14.143275747185518,,-0.06604415228884178
1993,local_background_removed,E2,H,27,38,7.599998941955075,,-1.1474949218213426
1994,local_background_removed,E2,H,27,38,20.356103176740774,,0.9607910565310507
1995,local_background_removed,E2,H,27,38,8.216388976894342,,-1.0456200512542921
1996,local_background_removed,E2,H,27,38,13.80390105555326,,-0.12213485918545079
1997,local_background_removed,E2,H,27,38,25.126788021925957,,1.7492737924132375
1998,local_background_removed,E2,H,27,38,16.59944196478259,,0.3399027341391941
1999,local_background_removed,E2,H,27,38,9.09374105636985,,-0.9006142522116344
2000,local_background_removed,E2,H,27,38,15.069804257189146,,0.08708936169245102
2001,local_background_removed,E2,H,27,38,4.844571163003778,,-1.6029027519709282
2002,local_background_removed,E2,H,27,38,19.517106606997586,,0.8221245270547779
2003,local_background_removed,E2,H,27,38,8.859001360146305,,-0.9394112392071797
2004,local_background_removed,E2,H,27,38,6.796126173279487,,-1.2803563076632976
2005,local_background_removed,E2,H,27,38,15.018810172783896,,0.07866123103816168
2006,local_background_removed,E2,H,27,38,19.537244466087856,,0.8254528446329829
2007,local_background_removed,E2,H,27,38,11.35677225032964,,-0.5265880725110375
2008,local_background_removed,E2,H,27,38,13.274958736808063,,-0.20955666551772195
2009,local_background_removed,E2,H,27,38,22.663828999438664,,1.342204214053547
2010,local_background_removed,E2,H,27,38,11.49479967560086,,-0.5037753641816529
2011,local_background_removed,E2,H,27,38,23.952588365547903,,1.5552060248751467
2012,local_background_removed,E2,H,27,38,15.607878908771946,,0.1760205292620397
2013,local_background_removed,E2,H,27,38,17.10567144174775,,0.4235706384201787
2014,local_background_removed,E2,H,27,38,15.681729850435762,,0.18822636436123513
2015,local_background_removed,E2,H,27,38,14.31378955218868,,-0.037862204447481805
2016,local_background_removed,E2,H,27,38,9.929531871408448,,-0.7624775590842442
2017,local_background_removed,E2,H,27,38,19.363716664251623,,0.7967727535384004
2018,local_background_removed,E2,H,27,38,19.257189575619915,,0.7791663148371173
2019,local_background_removed,E2,H,27,38,22.367501228771516,,1.293228157383337
2020,local_background_removed,E2,H,27,38,23.574367193821253,,1.492694902483028
2021,local_background_removed,E2,H,27,38,19.5368753315246,,0.8253918353146589
2022,local_background_removed,E2,H,27,38,10.214711391729251,,-0.7153440477127991
2023,local_background_removed,E2,H,27,38,12.776699741785364,,-0.2919072353672289
1979,local_background_removed,M,H,40,48,21.023234411816382,,1.0710522618914855
1980,local_background_removed,M,H,40,48,11.750260376542743,,-0.4615536792610221
1981,local_background_removed,M,H,40,48,22.06607461833053,,1.243409381635014
1982,local_background_removed,M,H,40,48,17.651593426798474,,0.5137987868558194
1983,local_background_removed,M,H,40,48,13.684427651306702,,-0.14188102136184316
1984,local_background_removed,M,H,40,48,4.405283939784507,,-1.6755066658411968
1985,local_background_removed,M,H,40,48,22.201337091394286,,1.2657651079687584
1986,local_background_removed,M,H,40,48,6.138953816869033,,-1.3889715430737062
1987,local_background_removed,M,H,40,48,8.770450139043959,,-0.9540466870194478
1988,local_background_removed,M,H,40,48,10.159062178119695,,-0.7245415624555387
1989,local_background_removed,M,H,40,48,13.302012571189648,,-0.2050852988184892
1990,local_background_removed,M,H,40,48,11.008630881501198,,-0.5841277063111329
1991,local_background_removed,M,H,40,48,13.531260079546561,,-0.16719604215005443
1992,local_background_removed,M,H,40,48,24.14225154970578,,1.5865529176576072
1993,local_background_removed,M,H,40,48,24.094927273361133,,1.5787313205291507
1994,local_background_removed,M,H,40,48,15.437097314825424,,0.14779432216534194
1995,local_background_removed,M,H,40,48,21.58436333236177,,1.1637937614480491
1996,local_background_removed,M,H,40,48,11.463406053221634,,-0.508963996435952
1997,local_background_removed,M,H,40,48,10.11915516240615,,-0.7311372597090403
1998,local_background_removed,M,H,40,48,6.196267894198279,,-1.3794988652583322
1999,local_background_removed,M,H,40,48,7.831925327696774,,-1.109162909314282
2000,local_background_removed,M,H,40,48,25.91767662335729,,1.8799891987901618
2001,local_background_removed,M,H,40,48,3.7902388347109177,,-1.777159250926294
2002,local_background_removed,M,H,40,48,13.647185123345652,,-0.14803634104671698
2003,local_background_removed,M,H,40,48,13.294184295442333,,-0.20637912988861581
2004,local_background_removed,M,H,40,48,13.875411755475541,,-0.11031581136541349
2005,local_background_removed,M,H,40,48,12.166070700785133,,-0.3928299482441659
2006,local_background_removed,M,H,40,48,19.542833984452347,,0.8263766614172221
2007,local_background_removed,M,H,40,48,11.130337673147372,,-0.5640124173816053
2008,local_background_removed,M,H,40,48,22.13909998409999,,1.2554787683287951
2009,local_background_removed,M,H,40,48,35.755222004553794,,3.505905591980435
2010,local_background_removed,M,H,40,48,13.46584822043076,,-0.17800709408672152
2011,local_background_removed,M,H,40,48,9.42598819829327,,-0.845701562743746
2012,local_background_removed,M,H,40,48,8.54620966286982,,-0.9911083982594503
2013,local_background_removed,M,H,40,48,8.410017419943808,,-1.0136177938269677
2014,local_background_removed,M,H,40,48,6.9819878915701326,,-1.249637708365866
2015,local_background_removed,M,H,40,48,15.748684762338295,,0.19929244686948155
2016,local_background_removed,M,H,40,48,11.638286308412487,,-0.48006037640248356
2017,local_background_removed,M,H,40,48,10.983626618450556,,-0.5882603267584436
2018,local_background_removed,M,H,40,48,15.857128025176944,,0.21721558439496835
2019,local_background_removed,M,H,40,48,9.257985698044306,,-0.8734684505869124
2020,local_background_removed,M,H,40,48,13.968961547833496,,-0.09485421651828052
2021,local_background_removed,M,H,40,48,18.893529296413618,,0.7190617677573299
2022,local_background_removed,M,H,40,48,12.882532157411239,,-0.2744156098824876
2023,local_background_removed,M,H,40,48,27.023238501125046,,2.0627127452740903
1979,raw,E1,H,12,23,5815.186096100598,,-0.4314189322827546
1980,raw,E1,H,12,23,5796.9579278740375,,-1.4572294829803396
1981,raw,E1,H,12,23,5805.800600957134,,-0.9595981668620086
1982,raw,E1,H,12,23,5777.433244881073,,-2.5560028519920004
1983,raw,E1,H,12,23,5835.176614392197,,0.6935698390824028
1984,raw,E1,H,12,23,5791.445835830733,,-1.7674286266441077
1985,raw,E1,H,12,23,5782.141634843765,,-2.2910329416588975
1986,raw,E1,H,12,23,5813.374905503312,,-0.5333457085186991
1987,raw,E1,H,12,23,5824.005382873059,,0.06489629305272131
1988,raw,E1,H,12,23,5799.1584726002675,,-1.3333913677406823
1989,raw,E1,H,12,23,5788.644686527511,,-1.9250664360833032
1990,raw,E1,H,12,23,5784.00445719278,,-2.1862005308568904
1991,raw,E1,H,12,23,5825.134832721966,,0.12845734631337266
1992,raw,E1,H,12,23,5791.906226012072,,-1.7415196543554468
1993,raw,E1,H,12,23,5802.790398521696,,-1.129000675091433
1994,raw,E1,H,12,23,5821.019769961256,,-0.10312241223678323
1995,raw,E1,H,12,23,5828.447012635539,,0.3148539748128516
1996,raw,E1,H,12,23,5782.194413189635,,-2.288062781225384
1997,raw,E1,H,12,23,5801.1149201873595,,-1.2232900919689602
1998,raw,E1,H,12,23,5834.992315175915,,0.683198194592539
1999,raw,E1,H,12,23,5812.878994112934,,-0.5612536765678121
2000,raw,E1,H,12,23,5790.8975476383675,,-1.798284157795711
2001,raw,E1,H,12,23,5802.37575609569,,-1.1523351412910685
2002,raw,E1,H,12,23,5835.51452650742,,0.7125862212386277
2003,raw,E1,H,12,23,5841.941947528713,,1.0742965267103053
2004,raw,E1,H,12,23,5810.8265802886035,,-0.6767555596549141
2005,raw,E1,H,12,23,5820.780083476536,,-0.11661103719514275
2006,raw,E1,H,12,23,5801.375378932436,,-1.2086324848303542
2007,raw,E1,H,12,23,5800.768655732095,,-1.2427765114010818
2008,raw,E1,H,12,23,5806.045975107667,,-0.9457894621497747
2009,raw,E1,H,12,23,5795.517871514704,,-1.5382702649526627
2010,raw,E1,H,12,23,5826.655407195611,,0.21402937520838855
2011,raw,E1,H,12,23,5777.389188385271,,-2.5584821805596545
2012,raw,E1,H,12,23,5796.542030067203,,-1.480634597139924
2013,raw,E1,H,12,23,5802.0798762423055,,-1.168986110909535
2014,raw,E1,H,12,23,5828.276562193539,,0.3052616855821485
2015,raw,E1,H,12,23,5813.7161727158455,,-0.5141405145094812
2016,raw,E1,H,12,23,5831.282822484169,,0.4744423452042173
2017,raw,E1,H,12,23,5811.334505731866,,-0.6481714873449576
2018,raw,E1,H,12,23,5827.969706840883,,0.2879930574688005
2019,raw,E1,H,12,23,5826.349149036531,,0.19679435483135285
2020,raw,E1,H,12,23,5805.346309608541,,-0.9851639205178401
2021,raw,E1,H,12,23,5813.521571131288,,-0.5250919362947513
2022,raw,E1,H,12,23,5820.614731446892,,-0.12591640756916522
2023,raw,E1,H,12,23,5820.233429785032,,-0.147374584982967
1979,raw,E2,H,27,38,5816.558307858932,,-0.3541961810992826
1980,raw,E2,H,27,38,5830.056678593867,,0.40543972663544986
1981,raw,E2,H,27,38,5829.559351006125,,0.37745206049600455
1982,raw,E2,H,27,38,5817.061522034919,,-0.32587724062360524
1983,raw,E2,H,27,38,5844.154827286259,,1.19882880963099
1984,raw,E2,H,27,38,5803.380781083905,,-1.0957762362046208
1985,raw,E2,H,27,38,5825.716421100224,,0.1611868826641946
1986,raw,E2,H,27,38,5816.569526878548,,-0.3535648182246647
1987,raw,E2,H,27,38,5827.1294512277445,,0.24070673321902963
1988,raw,E2,H,27,38,5832.333855381694,,0.5335903968356788
1989,raw,E2,H,27,38,5808.795959840307,,-0.7910309961351355
1990,raw,E2,H,27,38,5822.549769872347,,-0.017019956309485666
1991,raw,E2,H,27,38,5821.512613918957,,-0.07538706739175284
1992,raw,E2,H,27,38,5826.257800346646,,0.19165360515688962
1993,raw,E2,H,27,38,5834.325203680766,,0.6456557492020025
1994,raw,E2,H,27,38,5814.25493657905,,-0.4838209756320312
1995,raw,E2,H,27,38,5821.145932574195,,-0.09602247011161703
1996,raw,E2,H,27,38,5815.504103072275,,-0.41352273433859627
1997,raw,E2,H,27,38,5836.143932912403,,0.7480067705161951
1998,raw,E2,H,27,38,5861.529836128262,,2.176626861912506
1999,raw,E2,H,27,38,5809.895088969447,,-0.7291762752856632
2000,raw,E2,H,27,38,5811.293413768806,,-0.6504839835174381
2001,raw,E2,H,27,38,5822.483336176494,,-0.02075858683342768
2002,raw,E2,H,27,38,5838.729189165295,,0.8934949571244895
2003,raw,E2,H,27,38,5835.054645484692,,0.6867059024201612
2004,raw,E2,H,27,38,5831.676503774774,,0.4965972000692474
2005,raw,E2,H,27,38,5814.9244776045125,,-0.446141805706253
2006,raw,E2,H,27,38,5839.555135537293,,0.9399760128276733
2007,raw,E2,H,27,38,5814.829493880873,,-0.4514871209701249
2008,raw,E2,H,27,38,5806.527306482934,,-0.9187020007551786
2009,raw,E2,H,27,38,5806.052060466749,,-0.9454470017624417
2010,raw,E2,H,27,38,5819.777106673053,,-0.17305467839538644
2011,raw,E2,H,27,38,5827.231680642133,,0.24645980783234495
2012,raw,E2,H,27,38,5811.883079927164,,-0.6172998610584963
2013,raw,E2,H,27,38,5810.810482458514,,-0.6776614830446676
2014,raw,E2,H,27,38,5823.237057813675,,0.021657941152245216
2015,raw,E2,H,27,38,5827.3886374111225,,0.25529272552498117
2016,raw,E2,H,27,38,5840.5621038805875,,0.9966442823943971
2017,raw,E2,H,27,38,5836.9743510439375,,0.7947394794878648
2018,raw,E2,H,27,38,5850.125518139281,,1.534836114142183
2019,raw,E2,H,27,38,5819.110657687469,,-0.2105598403193095
2020,raw,E2,H,27,38,5848.484570609149,,1.4424899568855585
2021,raw,E2,H,27,38,5833.534864810036,,0.6011785454509456
2022,raw,E2,H,27,38,5835.2109002951665,,0.6954993166124203
2023,raw,E2,H,27,38,5835.496850106999,,0.7115914620382111
1979,raw,M,H,40,48,5809.132962199752,,-0.7720658115026392
