baseline_config,field,day,D_pre,D_post,S_dist,R_pre,R_post,R_diff,P_proj_reference,S_pattern,S_pattern_dynamic_range,branch_validity_flag
C0_full_stage,H,24,3.4530162456816904,33.203751487910594,0.09419860121811406,0.9999135181629493,0.9917554615452334,-0.008158056617715848,0.08370397025393415,0.01923414944234517,0.017864114227701303,valid
C0_full_stage,H,25,4.43252167724639,32.19342184311691,0.12102136494536982,0.999901200505982,0.991805883994029,-0.008095316511952944,0.11187397555348498,0.022746224262467793,0.017864114227701303,valid
C0_full_stage,H,26,5.686277346475288,30.892077501791466,0.15545470456675634,0.9999029629773266,0.9917228625465513,-0.008180100430775328,0.14805479267590468,0.018000177649593333,0.017864114227701303,valid
C0_full_stage,H,27,7.143539755167204,29.386129254349648,0.19555446158863748,0.9999064133264762,0.9915781972186177,-0.0083282161078585,0.18984307515677046,0.009708936606502969,0.017864114227701303,valid
C0_full_stage,H,28,8.642642645788323,27.812772668588526,0.237074315880306,0.9999192815177647,0.9916804568364362,-0.008238824681328416,0.23322968171747593,0.014712902959979755,0.017864114227701303,valid
C0_full_stage,H,29,9.890034723037788,26.497288663233142,0.2717989069448657,0.9999357215740907,0.9917316210246445,-0.008204100549446203,0.26932616540546866,0.016656695495092848,0.017864114227701303,valid
C0_full_stage,H,30,11.28041968403483,25.103917862521303,0.3100350437767569,0.9998908197763962,0.9917038514593903,-0.008186968317005827,0.3080081338773351,0.017615726109317713,0.017864114227701303,valid
C0_full_stage,H,31,12.72022053774429,23.7063083204157,0.34920210452319295,0.9997632571493097,0.9917243896467701,-0.00803886750253957,0.3472394365309348,0.025906135170663806,0.017864114227701303,valid
C0_full_stage,H,32,13.990188926001716,22.43500305305116,0.3840800326885604,0.9997238434994934,0.9920082624063736,-0.007715581093119761,0.38257992792458845,0.0440031090983439,0.017864114227701303,valid
C0_full_stage,H,33,15.291184647952706,21.14036271338768,0.4197237217593196,0.9996403712140872,0.9923575531667579,-0.007282818047329331,0.4186564993791955,0.06822838219469245,0.017864114227701303,valid
C0_full_stage,H,34,16.726016449160415,19.728414615253786,0.45881984605947906,0.9993912318545302,0.9929132493916815,-0.006477982462848697,0.45821994484263406,0.11328158630109039,0.017864114227701303,valid
C0_full_stage,H,35,18.331271516000495,18.144316736224347,0.5025627383783831,0.9990943753615555,0.993521774251141,-0.005572601110414577,0.5026030905514374,0.1639631561171955,0.017864114227701303,valid
C0_full_stage,H,36,20.057544414551355,16.50864375098763,0.5485270798188955,0.9984875841944378,0.9939135949384809,-0.004573989255956978,0.5495363417898523,0.21986359661645538,0.017864114227701303,valid
C0_full_stage,H,37,21.61210327669657,15.025660164276891,0.5898859877600198,0.99780653991335,0.9944517666399008,-0.003354773273449241,0.5921149875053228,0.2881130472730762,0.017864114227701303,valid
C0_full_stage,H,38,23.083067975423408,13.56244524183827,0.6299016154739033,0.9973015648409084,0.9952108157032952,-0.0020907491376132015,0.6331792492973781,0.358870775292748,0.017864114227701303,valid
C0_full_stage,H,39,24.16762914829427,12.50067867084859,0.6590876586804872,0.9968002390502768,0.9957624832236031,-0.0010377558266737585,0.6633046762739683,0.41781538891969183,0.017864114227701303,valid
C0_full_stage,H,40,24.910423696680496,11.889863312160525,0.676908408097359,0.9958823979591575,0.9958405631848333,-4.18347743241787e-05,0.6829074015110137,0.4735652033048483,0.017864114227701303,valid
C0_full_stage,H,41,25.18820212364577,11.788549461371229,0.6811902355925729,0.9946666610214114,0.9958756042371049,0.0012089432156934254,0.6891353444888354,0.5435814366358054,0.017864114227701303,valid
C0_full_stage,H,42,25.427920070147646,11.586382591793829,0.6869755267952927,0.9940532102091949,0.9962973726507524,0.0022441624415574513,0.695570930903907,0.6015310899278082,0.017864114227701303,valid
C0_full_stage,H,43,25.63661858796023,11.398806025871432,0.6922188379172975,0.9937042097253775,0.9965216965171042,0.0028174867917266644,0.7012848079788431,0.6336247242866939,0.017864114227701303,valid
C0_full_stage,H,44,25.52211673355389,11.479230226841802,0.6897618284240147,0.993611204163009,0.996869868943529,0.0032586647805200597,0.6983463980241104,0.6583210502936825,0.017864114227701303,valid
C0_full_stage,H,45,24.998772358660506,11.783713235093233,0.679637929713638,0.9941548137353491,0.9976714445638368,0.0035166308284877434,0.6855498391490713,0.6727615114707424,0.017864114227701303,valid
C0_full_stage,H,46,24.644838539721686,11.911129710257857,0.6741673034398556,0.9949623140547716,0.9982171291648525,0.0032548151100808553,0.6776902525554563,0.6581055528785779,0.017864114227701303,valid
C0_full_stage,H,47,24.415768262632756,11.974433982082965,0.6709434616065704,0.9957048459840883,0.9984414259876943,0.002736580003605993,0.6728231141413094,0.6290957122635166,0.017864114227701303,valid
C0_full_stage,H,48,24.49904621607993,11.796510303323693,0.6749874796101482,0.9960528983672948,0.9986008592054085,0.0025479608381137053,0.6759925522206658,0.6185371610200521,0.017864114227701303,valid
C0_full_stage,H,49,25.228530443677812,11.034217621880398,0.6957147979537567,0.9961507572632542,0.9986463333801349,0.002495576116880671,0.6964832273754733,0.6156047614302754,0.017864114227701303,valid
C0_full_stage,H,50,26.70937368737161,9.57893955636067,0.7360323834281511,0.9961121354412561,0.9985078653090715,0.0023957298678154437,0.7372933399804779,0.6100155534912444,0.017864114227701303,valid
C0_full_stage,H,51,27.96503289167471,8.3916849600184,0.7691847489025304,0.9958464839430134,0.9983884759026433,0.0025419919596298968,0.7716440420382024,0.6182030342669578,0.017864114227701303,valid
C0_full_stage,H,52,28.755261073724185,7.744487381607472,0.7878208012560645,0.9953088665949534,0.9980459727935144,0.0027371061985609346,0.7927401658865009,0.6291251676816938,0.017864114227701303,valid
C0_full_stage,H,53,29.646898255729372,7.061306640538332,0.8076368304989959,0.9948604834997734,0.9974931218700719,0.002632638370298479,0.8164790865693656,0.6232772523061606,0.017864114227701303,valid
C0_full_stage,H,54,30.5893613669247,6.290607294796724,0.8294302429457895,0.9945451944033321,0.9972152087257734,0.0026700143224412942,0.8420778445826531,0.6253694888238188,0.017864114227701303,valid
C0_full_stage,H,55,31.4514158014656,5.615704200662304,0.8484990417291679,0.9939359814028933,0.9970826915226779,0.0031467101197846237,0.8655608429941275,0.6520540359145519,0.017864114227701303,valid
C0_full_stage,H,56,32.392149995268234,4.8987175274452595,0.8686349271852821,0.9933651305382809,0.9970365831752701,0.003671452636989203,0.8913648779836432,0.6814281493195635,0.017864114227701303,valid
C0_full_stage,H,57,33.16725323234299,4.047166430014839,0.891247358772908,0.9934550701667708,0.9977043305666287,0.004249260399857846,0.9136702741907411,0.7137727568105219,0.017864114227701303,valid
C0_full_stage,H,58,33.656183737396724,3.379420794456707,0.9087521092966054,0.993420556289907,0.9983864696616119,0.004965913371704933,0.9280349944544503,0.7538896617246091,0.017864114227701303,valid
C0_full_stage,H,59,33.973560874244754,2.951957758594857,0.9200564306774681,0.993165008901576,0.9987404995480087,0.005575490646432701,0.9372614990141639,0.7880126675987272,0.017864114227701303,valid
C0_full_stage,H,60,34.45337532071496,2.599127755905861,0.929852842855687,0.9926967412260768,0.9987809132500386,0.006084172023961831,0.9505420192667214,0.8164877081770243,0.017864114227701303,valid
C0_full_stage,H,61,35.29084294363472,2.1880686995234937,0.9416186702443126,0.9923357202371597,0.9987572886661663,0.006421568429006652,0.9735891687043154,0.8353745335042847,0.017864114227701303,valid
C0_full_stage,H,62,36.27416788585356,1.6656295890160777,0.956098089608429,0.9920968506575644,0.9991881026361455,0.007091251978581181,1.001220313199663,0.8728621772261365,0.017864114227701303,valid
C0_full_stage,H,63,37.34433576543085,1.619692363246192,0.9584310852590181,0.9915711593406117,0.9997263062338192,0.00815514689320751,1.0313517910219046,0.9324170424193169,0.017864114227701303,valid
C0_full_stage,H,64,38.33551689247819,2.3443532631093817,0.9423706797946263,0.9903918077232474,0.9998696176940955,0.009477809970848128,1.0588893632881475,1.0064572697029963,0.017864114227701303,valid
C0_full_stage,H,65,39.3389607719536,3.3499887751322763,0.9215256217200369,0.9884638350422047,0.9995230534535199,0.011059218411315186,1.0864558297759896,1.0949815827649236,0.017864114227701303,valid
C0_full_stage,H,66,40.287771037442994,4.282900714938371,0.9039076471915741,0.9867997126214536,0.9991128109744012,0.012313098352947582,1.1125772006822894,1.165171457597231,0.017864114227701303,valid
C0_full_stage,H,67,41.11321009959088,5.145768472468305,0.8887617359632668,0.9854365487447483,0.9985677132696116,0.013131164524863292,1.1351202862176495,1.2109652854628836,0.017864114227701303,valid
C0_full_stage,H,68,41.60843798640308,5.759238518323762,0.8784141646097198,0.9835541924113401,0.9975967684101827,0.014042575998842621,1.1482043517177205,1.261984410305135,0.017864114227701303,valid
C0_full_stage,H,69,42.17889560489439,6.476015765833829,0.8668990327309499,0.9810451653354424,0.9961838596372934,0.015138694301850997,1.1631019914735925,1.3233430810478835,0.017864114227701303,valid
C0_full_stage,H,70,42.864979764025364,7.314904247220597,0.8542263619903698,0.9776820523470843,0.9943404699466515,0.01665841759956721,1.1809583959098713,1.4084143741635324,0.017864114227701303,valid
C0_full_stage,H,71,43.484873487715056,8.019997328929875,0.8442866237354383,0.9740576335459282,0.9926526422384343,0.018595008692506076,1.197263847552605,1.5168211537135567,0.017864114227701303,valid
C0_full_stage,H,72,44.41115053047265,8.976764614250138,0.8318577417770273,0.9699584206150451,0.990609533267697,0.02065111265265185,1.2221347935384903,1.6319180420304396,0.017864114227701303,valid
C0_full_stage,H,73,45.68550308870915,10.280667346827434,0.8163056849017569,0.9649352482534714,0.9876487701569869,0.0227135219035155,1.2563774500865783,1.747367888833677,0.017864114227701303,valid
C0_full_stage,H,74,46.90790772685228,11.48207946184151,0.8033553351410083,0.9600505284113694,0.9848597534164506,0.024809225005081204,1.2896030024946545,1.864681463682855,0.017864114227701303,valid
C0_full_stage,Jw,0,,,,,,,,,2.284244813974088,valid
C0_full_stage,Jw,1,,,,,,,,,2.284244813974088,valid
C0_full_stage,Jw,2,,,,,,,,,2.284244813974088,valid
C0_full_stage,Jw,3,,,,,,,,,2.284244813974088,valid
C0_full_stage,Jw,4,4.372568414016179,13.949105711582769,0.23865550626221702,0.9143454142316836,-0.48301474566113983,-1.3973601598928234,-0.3175905310274652,-0.1310710505749163,2.284244813974088,valid
C0_full_stage,Jw,5,4.377979370620018,13.99490484274737,0.23828481798381837,0.9207839996327988,-0.48566871073771556,-1.4064527103705142,-0.3233334928981972,-0.13505160048010437,2.284244813974088,valid
C0_full_stage,Jw,6,4.221148523011031,13.886762623386202,0.23311073756018924,0.9343101779644286,-0.4684408607039305,-1.402751038668359,-0.31556766882830384,-0.1334310772859573,2.284244813974088,valid
C0_full_stage,Jw,7,4.0395628880619485,13.7613597368305,0.2269299728550646,0.9450340712748457,-0.4483310116424437,-1.3933650829172894,-0.30640135386954515,-0.12932207999562742,2.284244813974088,valid
C0_full_stage,Jw,8,3.876235436858123,13.645343235357691,0.2212263808742712,0.9526102089512931,-0.43071969047549796,-1.383329899426791,-0.2976095202590305,-0.12492886284608759,2.284244813974088,valid
C0_full_stage,Jw,9,3.7086401326495313,13.5463275830202,0.21493173408151953,0.9576924369429747,-0.42200994281699344,-1.3797023797599681,-0.2909870364392227,-0.12334080203726742,2.284244813974088,valid
C0_full_stage,Jw,10,3.4978006851490933,13.433705445026218,0.20658532432122603,0.9638463659982691,-0.41722862433117025,-1.3810749903294393,-0.28390819808718704,-0.12394170547855973,2.284244813974088,valid
C0_full_stage,Jw,11,3.1973594357246964,13.24503621563164,0.19445824705361264,0.9719025625231521,-0.4082347364148407,-1.3801372989379928,-0.26982665531503325,-0.12353120158435799,2.284244813974088,valid
C0_full_stage,Jw,12,2.848765321651233,12.99785565340809,0.17977115286185283,0.9778991397779386,-0.40123262491968736,-1.379131764697626,-0.24942121398753472,-0.12309099734958626,2.284244813974088,valid
C0_full_stage,Jw,13,2.4303391167988218,12.663674625944994,0.16101344269460235,0.9815798785302969,-0.39689807365848667,-1.3784779521887836,-0.2197541014551074,-0.12280477036338815,2.284244813974088,valid
C0_full_stage,Jw,14,1.987577502946742,12.279866404164839,0.13930859065484305,0.9826827151537223,-0.3980699046550109,-1.3807526198087332,-0.18425871296005472,-0.12380057764552978,2.284244813974088,valid
C0_full_stage,Jw,15,1.6342096163989908,11.945880919693067,0.12033863927900346,0.9848214894638476,-0.3888449072710745,-1.373666396734922,-0.15252013957983712,-0.12069836065439973,2.284244813974088,valid
C0_full_stage,Jw,16,1.2731826393216226,11.574016715039528,0.09910196021745579,0.9872515030296983,-0.37088057788190776,-1.3581320809116062,-0.11665612442271903,-0.11389772539486748,2.284244813974088,valid
C0_full_stage,Jw,17,0.9459902739141679,11.18980643857013,0.07795040542670031,0.9890140364966923,-0.34822745301120595,-1.3372414895078983,-0.07928497348346181,-0.10475221206113562,2.284244813974088,valid
C0_full_stage,Jw,18,0.6814059748321996,10.817434681228438,0.059258667479060535,0.9918293311359571,-0.3086662328164984,-1.3004955639524556,-0.043105351137985345,-0.08866552759953762,2.284244813974088,valid
C0_full_stage,Jw,19,0.512751897242821,10.478892298178383,0.04664924447394489,0.9943780557727391,-0.2532379655495002,-1.2476160213222394,-0.010448411848062398,-0.06551584490934588,2.284244813974088,valid
C0_full_stage,Jw,20,0.4953261324923056,10.23038993000579,0.046181171458023904,0.9946265193955671,-0.20274575879149806,-1.1973722781870653,0.013450207121160093,-0.043520066336137274,2.284244813974088,valid
C0_full_stage,Jw,21,0.5708451094932077,10.085079246505408,0.05357067959776363,0.9934193962261063,-0.15892288759109952,-1.1523422838172057,0.027581215489548047,-0.023806770241785125,2.284244813974088,valid
C0_full_stage,Jw,22,0.740312524044117,10.03876307190061,0.06868052064897245,0.9918686030267749,-0.13195173196610926,-1.1238203349928841,0.03295976345018486,-0.011320390213761944,2.284244813974088,valid
C0_full_stage,Jw,23,1.0113035163041524,10.024577398989969,0.09163776993122798,0.9901505141944926,-0.1283135571738794,-1.118464071368372,0.03649783434329167,-0.008975517373624722,2.284244813974088,valid
C0_full_stage,Jw,24,1.1959073094481858,9.943443087175108,0.1073588016237199,0.9895043049966129,-0.14022476334298287,-1.1297290683395957,0.0459457063418902,-0.013907124048316084,2.284244813974088,valid
C0_full_stage,Jw,25,1.3349083640762969,9.801824497969275,0.1198653483577502,0.9890338096315852,-0.15119470092950718,-1.1402285105610923,0.0606149717567275,-0.018503585056902038,2.284244813974088,valid
C0_full_stage,Jw,26,1.5145410995432427,9.551994064897599,0.13685774969656167,0.9855620159870866,-0.13621663812521323,-1.1217786541122998,0.0855307578429524,-0.01042658020351517,2.284244813974088,valid
C0_full_stage,Jw,27,1.7090609328797475,9.303425618346838,0.15519300976484643,0.9825586534553242,-0.12089800780492706,-1.1034566612602512,0.11029225805580277,-0.0024055516605314886,2.284244813974088,valid
C0_full_stage,Jw,28,1.889273819994522,9.132860446824301,0.1714072587268345,0.9807510896478885,-0.12001388321004886,-1.1007649728579374,0.12796692697156353,-0.0012271804168507959,2.284244813974088,valid
C0_full_stage,Jw,29,2.132020900691001,8.940182260244105,0.19255615794814773,0.9745186885712355,-0.11054567824575078,-1.0850643668169861,0.14874211623892963,0.00564625361478245,2.284244813974088,valid
C0_full_stage,Jw,30,2.4287533954699456,8.709448264291353,0.21805615212052068,0.9659527834044228,-0.09063021328270225,-1.056582996687125,0.17402449586197005,0.018114869043226747,2.284244813974088,valid
C0_full_stage,Jw,31,2.6815801035087,8.411022124694812,0.24174490785314962,0.950293006619516,-0.03929367190066058,-0.9895866785201766,0.20385257353247377,0.0474446141550869,2.284244813974088,valid
C0_full_stage,Jw,32,2.879545614972612,8.055093973800897,0.26334161191092337,0.9262655351051237,0.051995297395000445,-0.8742702377101232,0.23629216207584577,0.09792801247762828,2.284244813974088,valid
C0_full_stage,Jw,33,3.0448133050357535,7.768359961984832,0.2815836970190998,0.8946346264733656,0.14550235341457057,-0.749132273058795,0.2619963783373675,0.15271109171930353,2.284244813974088,valid
C0_full_stage,Jw,34,3.167053879846425,7.608720727155453,0.2939049855208124,0.8687467006331481,0.20166061298769736,-0.6670860876454507,0.2769733948886229,0.18862938949168714,2.284244813974088,valid
C0_full_stage,Jw,35,3.241091764610257,7.533849272037338,0.3007990255897175,0.8578063379438317,0.22342224605776684,-0.6343840918860648,0.28446715932738476,0.20294571651553692,2.284244813974088,valid
C0_full_stage,Jw,36,3.3522708691632994,7.414013269879087,0.31136749001512687,0.8356604644133439,0.2604322566858469,-0.5752282077274969,0.2962299236763184,0.22884306508197605,2.284244813974088,valid
C0_full_stage,Jw,37,3.557140500108622,7.12395407627555,0.333031458028041,0.7820490286491981,0.3551485197027511,-0.42690050894644704,0.3224754723571456,0.2937781796868734,2.284244813974088,valid
C0_full_stage,Jw,38,3.739062023805952,6.83085897150169,0.35374550343998334,0.7222142392818094,0.454579588221339,-0.2676346510604704,0.3477192877387273,0.3635018174124151,2.284244813974088,valid
C0_full_stage,Jw,39,3.885142074371899,6.604816073599784,0.37036773832344816,0.6668652168489698,0.533755077054579,-0.1331101397943908,0.3670608801908409,0.4223941526135779,2.284244813974088,valid
C0_full_stage,Jw,40,3.971818566164726,6.4756514330720565,0.3801703729663621,0.6398456536984768,0.5734318580046172,-0.06641379569385963,0.3781070289319107,0.4515925746445746,2.284244813974088,valid
C0_full_stage,Jw,41,4.075121526830821,6.364907854626022,0.3903362124697548,0.615789316464437,0.603233173362513,-0.012556143101923989,0.38860675053723703,0.47517045572914857,2.284244813974088,valid
C0_full_stage,Jw,42,4.258053177978444,6.208580089643675,0.4068216654872649,0.5801414511466948,0.6377804946657076,0.057639043519012834,0.40486920011961325,0.505900606101609,2.284244813974088,valid
C0_full_stage,Jw,43,4.517225859920439,6.011118217223091,0.4290537834650649,0.5316081807319111,0.6775770078310885,0.14596882709917747,0.4267105319835942,0.5445697465719294,2.284244813974088,valid
C0_full_stage,Jw,44,4.828901483187191,5.761877240345562,0.45595339202558843,0.4734731547833197,0.7217102606940071,0.24823710591068743,0.4539573356009113,0.5893409016538513,2.284244813974088,valid
C0_full_stage,Jw,45,5.220671430582105,5.436954228939857,0.48985314340795433,0.39794859286920964,0.7718521782646061,0.3739035853953964,0.48925900198970856,0.6443553548840534,2.284244813974088,valid
C0_full_stage,Jw,46,5.591050287854627,5.131140428452781,0.5214466367727617,0.33413443631477957,0.8103807477892089,0.4762463114744293,0.5229783289257574,0.6891591015984779,2.284244813974088,valid
C0_full_stage,Jw,47,5.925341391552228,4.793511879364984,0.5527962032682249,0.27536891743459563,0.8467377343917224,0.5713688169571267,0.5565316334072189,0.7308019696924651,2.284244813974088,valid
C0_full_stage,Jw,48,6.304993562145372,4.382229785271669,0.5899561894782712,0.20275347899166343,0.8873389029477293,0.6845854239560659,0.5957531371471775,0.7803660997306842,2.284244813974088,valid
C0_full_stage,Jw,49,6.749395591036705,3.9138736040704605,0.6329574418072144,0.12285293503951673,0.925608580554136,0.8027556455146192,0.6408917574763529,0.8320988303187699,2.284244813974088,valid
C0_full_stage,Jw,50,7.204294667818306,3.443379938666964,0.6766073282733794,0.05724463071520064,0.9500388329826235,0.8927942022674229,0.6865994896443692,0.87151603998123,2.284244813974088,valid
C0_full_stage,Jw,51,7.626899498944578,3.0217912354608827,0.7162288481439689,0.0070960002206318425,0.9651349844090671,0.9580389841884352,0.7285063393587081,0.9000789950208434,2.284244813974088,valid
C0_full_stage,Jw,52,8.037059107172311,2.6368673679865586,0.7529618201771141,-0.03678718505508959,0.9751759310812046,1.011963116136294,0.7685935512096741,0.9236859795340501,2.284244813974088,valid
C0_full_stage,Jw,53,8.42662486775208,2.324145868723262,0.7838158839311983,-0.06886949411770409,0.9804863865552351,1.0493558806729393,0.8057089040902771,0.940055838100825,2.284244813974088,valid
C0_full_stage,Jw,54,8.67970111026189,2.1568457673697954,0.8009655850959442,-0.07625959491295221,0.9808821049748918,1.057141699887844,0.8293751690936643,0.9434643253029299,2.284244813974088,valid
C0_full_stage,Jw,55,8.881689145677571,2.0360641113139777,0.813508872806764,-0.07886609661750206,0.9801115098967145,1.0589776065142165,0.8482639939909267,0.9442680511624092,2.284244813974088,valid
C0_full_stage,Jw,56,9.085030382249558,1.8959786808032184,0.8273402134615736,-0.08788270175339956,0.980685903519775,1.0685686052731747,0.867854481297955,0.9484668124774329,2.284244813974088,valid
C0_full_stage,Jw,57,9.240521994471964,1.7224623186559938,0.842883810698025,-0.09647502855210811,0.9821860679590559,1.078661096511164,0.8840579465472602,0.9528851178955947,2.284244813974088,valid
C0_full_stage,Jw,58,9.385736704731796,1.4949661498829585,0.8626038988603655,-0.11390056046578324,0.9852761676436844,1.0991767281094678,0.9000723706170222,0.9618664807831439,2.284244813974088,valid
C0_full_stage,Jw,59,9.565094233258824,1.2261101414134616,0.8863787489475012,-0.14307290767422526,0.9898794802370418,1.132952387911267,0.9193196911451682,0.9766528380050902,2.284244813974088,valid
C0_full_stage,Jw,60,9.788660125843954,0.9659962549303978,0.9101787894723193,-0.17384289036095218,0.9934305259633457,1.167273416324298,0.9421386356100576,0.9916779474868187,2.284244813974088,valid
C0_full_stage,Jw,61,10.043715053564632,0.7528808406088576,0.9302668315098133,-0.20057435641707022,0.9954261367966194,1.1960004932136896,0.9674161901098096,1.0042541287759919,2.284244813974088,valid
C0_full_stage,Jw,62,10.290362200729264,0.5737336520583811,0.9471899309585744,-0.22334908277864185,0.9969688363285892,1.220317919107231,0.9918938395598278,1.0148998466713668,2.284244813974088,valid
C0_full_stage,Jw,63,10.559133626349874,0.47309177715615724,0.9571172850578444,-0.2510166311936671,0.9981774972253395,1.2491941284190067,1.0184968072526766,1.0275413153682083,2.284244813974088,valid
C0_full_stage,Jw,64,10.847780001415927,0.6007757643902133,0.9475238819044255,-0.2812925511673568,0.9983110929960095,1.2796036441633662,1.0466505808245454,1.0408540371738249,2.284244813974088,valid
C0_full_stage,Jw,65,11.141542061280141,0.8936807301871417,0.9257445627993905,-0.29737870521054866,0.99753360780682,1.2949123130173685,1.0747110778725697,1.047555888376616,2.284244813974088,valid
C0_full_stage,Jw,66,11.428436773025433,1.2175077110907664,0.903723465446175,-0.30898400437374296,0.9961782979896429,1.3051623023633858,1.101698216425101,1.0520431435444126,2.284244813974088,valid
C0_full_stage,Jw,67,11.73263541563722,1.5695726418470843,0.8820066085972857,-0.3242009156052778,0.9933936616884278,1.3175945772937057,1.129956466798707,1.0574857628531067,2.284244813974088,valid
C0_full_stage,Jw,68,12.069476137267289,1.935122441970107,0.8618223556340248,-0.338277131005819,0.9903946986922785,1.3286718296980975,1.1613462822177727,1.062335178439661,2.284244813974088,valid
C0_full_stage,Jw,69,12.420555150637314,2.3256679957598747,0.8422872099064849,-0.3553929270660849,0.9866432676067312,1.342036194672816,1.193656506480559,1.0681858494767411,2.284244813974088,valid
C0_full_stage,Jw,70,12.777311931220282,2.736405797066716,0.8236137949011874,-0.3747205656796697,0.9817432183100722,1.3564637839897418,1.2258568614805452,1.0745019804048552,2.284244813974088,valid
C0_full_stage,Jw,71,13.172593729639907,3.2001712654066634,0.8045430160162412,-0.39630978587226917,0.9755189297159301,1.3718287155881992,1.2608252034142267,1.081228462393327,2.284244813974088,valid
C0_full_stage,Jw,72,13.578890996171252,3.659781582095758,0.7876993390599177,-0.41592123745540754,0.9698036276167847,1.3857248650721923,1.2967804984595552,1.087311938822378,2.284244813974088,valid
C0_full_stage,Jw,73,13.996627509810278,4.112469342541999,0.772905883928286,-0.4361529194254873,0.9643480433962465,1.4005009628217338,1.3340626470729628,1.0937806402764199,2.284244813974088,valid
